sequence,level,type,identifier,name,datatype,multiplicity,domain_name,definition,module,table,class_term,id,path,semantic_path,abbreviation_path,label_local,definition_local
1512,5,C,,(Tax) Amount,,0..1,,A class that specifies a value of money in a given currency.,gl-cor,0,(Tax) Amount,GE04j,/CO12a/CO11a/CO10a/CO09a/GE04j,$.Accounting Entries.Entry Header.Entry Detail.Tax.(Tax) Amount,AccntnEntrs.EntryHedr.EntryDetl.Tx.TaxAmt,【金額】,特定の通貨での金額を指定するクラス
1513,6,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,gl-cor,0,(Tax) Amount,GE04j_01,/CO12a/CO11a/CO10a/CO09a/GE04j_01,$.Accounting Entries.Entry Header.Entry Detail.Tax.(Tax) Amount.Value,AccntnEntrs.EntryHedr.EntryDetl.Tx.TaxAmt.Vl,値,金額を表す数値
1514,6,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",gl-cor,0,Currency,GE05k,/CO12a/CO11a/CO10a/CO09a/GE05k,$.Accounting Entries.Entry Header.Entry Detail.Tax.(Tax) Amount.Currency,AccntnEntrs.EntryHedr.EntryDetl.Tx.TaxAmt.Cur,【通貨】,異なる通貨についての情報を保持するクラス
1515,7,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official code of the currency utilized in the accounting and/or ERP system.,gl-cor,0,Currency,GE05k_01,/CO12a/CO11a/CO10a/CO09a/GE05k_01,$.Accounting Entries.Entry Header.Entry Detail.Tax.(Tax) Amount.Currency.Code,AccntnEntrs.EntryHedr.EntryDetl.Tx.TaxAmt.Cur.Cd,コード,通貨の公式コード
1516,5,C,,(Taxable) Amount,,0..1,,A class that specifies a value of money in a given currency.,gl-cor,0,(Taxable) Amount,GE04k,/CO12a/CO11a/CO10a/CO09a/GE04k,$.Accounting Entries.Entry Header.Entry Detail.Tax.(Taxable) Amount,AccntnEntrs.EntryHedr.EntryDetl.Tx.TaxblAmt,【金額】,特定の通貨での金額を指定するクラス
1517,6,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,gl-cor,0,(Taxable) Amount,GE04k_01,/CO12a/CO11a/CO10a/CO09a/GE04k_01,$.Accounting Entries.Entry Header.Entry Detail.Tax.(Taxable) Amount.Value,AccntnEntrs.EntryHedr.EntryDetl.Tx.TaxblAmt.Vl,値,金額を表す数値
1518,6,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",gl-cor,0,Currency,GE05l,/CO12a/CO11a/CO10a/CO09a/GE05l,$.Accounting Entries.Entry Header.Entry Detail.Tax.(Taxable) Amount.Currency,AccntnEntrs.EntryHedr.EntryDetl.Tx.TaxblAmt.Cur,【通貨】,異なる通貨についての情報を保持するクラス
1519,7,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official code of the currency utilized in the accounting and/or ERP system.,gl-cor,0,Currency,GE05l_01,/CO12a/CO11a/CO10a/CO09a/GE05l_01,$.Accounting Entries.Entry Header.Entry Detail.Tax.(Taxable) Amount.Currency.Code,AccntnEntrs.EntryHedr.EntryDetl.Tx.TaxblAmt.Cur.Cd,コード,通貨の公式コード
1520,5,C,,Multicurrency Amount,,0..1,,Section to provide additional information related to base currencies that differ from original currencies and related exchange rates - typically this will be used to regl-cord exchange rates and amounts in currencies and/or on dates other than those of the original transaction. This structure allows regl-cording of exchange rates using a third currency as a triangulation currency. This is often EUR but is not restricted to being so. This structure may be repeated as many times as necessary to regl-cord amounts in foreign currencies on the same or different dates.,gl-cor,0,Multicurrency Amount,MC03b,/CO12a/CO11a/CO10a/CO09a/MC03b,$.Accounting Entries.Entry Header.Entry Detail.Tax.Multicurrency Amount,AccntnEntrs.EntryHedr.EntryDetl.Tx.MultcrAmt,【多通貨明細】,"原取引時の通貨と異なる、自国通貨と換算レートに関する追加情報のセクション。－現在および原取引時の、換算レートおよび金額の記録に使用される。
トライアンギュレーション通貨としての第三通貨の換算レートを記録できる。EURの場合が多いがそれに限らない。この構造は、同日または異なる日の外貨での金額を記録する必要がある限り、繰り返し指定可能。"
1521,6,A,,Date of Exchange Rate,Date,0..1,,Date of exchange rate (other than original transaction date) on which amount is expressed as amountRestatedAmount or amountTriangulationAmount,gl-cor,0,Multicurrency Amount,MC03b_01,/CO12a/CO11a/CO10a/CO09a/MC03b_01,$.Accounting Entries.Entry Header.Entry Detail.Tax.Multicurrency Amount.Date of Exchange Rate,AccntnEntrs.EntryHedr.EntryDetl.Tx.MultcrAmt.DtOfExchngRat,換算レート日付,（原取引の日付ではなく）、amountRestatedAmountまたはamountTriangulationAmountが示された換算レートの日付。
1522,6,A,,Multicurrency Detail Comment,Text,0..1,,Comment describing the enclosing multicurrencyDetail tuple's contents. May include reason for regl-cording additional exchange rates other than that used at the time of the original transaction.,gl-cor,0,Multicurrency Amount,MC03b_06,/CO12a/CO11a/CO10a/CO09a/MC03b_06,$.Accounting Entries.Entry Header.Entry Detail.Tax.Multicurrency Amount.Multicurrency Detail Comment,AccntnEntrs.EntryHedr.EntryDetl.Tx.MultcrAmt.MultcrDetlCommnt,多通貨明細コメント,multicurrencyDetailの内容のコメント。原取引時以外の、追加の換算レートを記録する理由などを記述。
1523,6,C,,(Foreign Currency) Amount,,0..1,,A class that specifies a value of money in a given currency.,gl-cor,0,(Foreign Currency) Amount,GE04l,/CO12a/CO11a/CO10a/CO09a/GE04l,$.Accounting Entries.Entry Header.Entry Detail.Tax.Multicurrency Amount.(Foreign Currency) Amount,AccntnEntrs.EntryHedr.EntryDetl.Tx.MultcrAmt.ForgnCurrncAmt,【金額】,特定の通貨での金額を指定するクラス
1524,7,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,gl-cor,0,(Foreign Currency) Amount,GE04l_01,/CO12a/CO11a/CO10a/CO09a/GE04l_01,$.Accounting Entries.Entry Header.Entry Detail.Tax.Multicurrency Amount.(Foreign Currency) Amount.Value,AccntnEntrs.EntryHedr.EntryDetl.Tx.MultcrAmt.ForgnCurrncAmt.Vl,値,金額を表す数値
1525,7,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",gl-cor,0,Currency,GE05m,/CO12a/CO11a/CO10a/CO09a/GE05m,$.Accounting Entries.Entry Header.Entry Detail.Tax.Multicurrency Amount.(Foreign Currency) Amount.Currency,AccntnEntrs.EntryHedr.EntryDetl.Tx.MultcrAmt.ForgnCurrncAmt.Cur,【通貨】,異なる通貨についての情報を保持するクラス
1526,8,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official code of the currency utilized in the accounting and/or ERP system.,gl-cor,0,Currency,GE05m_01,/CO12a/CO11a/CO10a/CO09a/GE05m_01,$.Accounting Entries.Entry Header.Entry Detail.Tax.Multicurrency Amount.(Foreign Currency) Amount.Currency.Code,AccntnEntrs.EntryHedr.EntryDetl.Tx.MultcrAmt.ForgnCurrncAmt.Cur.Cd,コード,通貨の公式コード
1527,6,C,,Currency Exchange,,0..1,,"A value at which one currency, referred to as the Base Currency, can be exchanged for another currency, referred to as the Target Currency. It indicates how many units of the Target Currency are equivalent to one unit of the Base Currency at a specific point in time.",gl-cor,0,Currency Exchange,MC01b,/CO12a/CO11a/CO10a/CO09a/MC01b,$.Accounting Entries.Entry Header.Entry Detail.Tax.Multicurrency Amount.Currency Exchange,AccntnEntrs.EntryHedr.EntryDetl.Tx.MultcrAmt.CurExchng,【換算レート】,基準通貨と呼ばれる1つの通貨が、対象通貨と呼ばれる別の通貨と交換できるレートの値を表します。この値は、特定の時点で1単位の基準通貨が対象通貨の何単位に相当するかを示す。
1528,7,A,,Rate,Decimal,1,,The numeric value representing how many units of the Target currency are equivalent to one unit of the Base currency.,gl-cor,0,Currency Exchange,MC01b_01,/CO12a/CO11a/CO10a/CO09a/MC01b_01,$.Accounting Entries.Entry Header.Entry Detail.Tax.Multicurrency Amount.Currency Exchange.Rate,AccntnEntrs.EntryHedr.EntryDetl.Tx.MultcrAmt.CurExchng.Rt,レート,外貨金額の算出に用いられた、ExchangeRateDate時点の換算レート。（自国通貨を外貨通貨で割った値）
1529,7,A,,Base Currency,Code,1,ISO4217,The currency from which the exchange rate is applied.,gl-cor,0,Currency Exchange,MC01b_02,/CO12a/CO11a/CO10a/CO09a/MC01b_02,$.Accounting Entries.Entry Header.Entry Detail.Tax.Multicurrency Amount.Currency Exchange.Base Currency,AccntnEntrs.EntryHedr.EntryDetl.Tx.MultcrAmt.CurExchng.BasCur,換算元通貨,為替レートを適用する元の通貨（基準通貨）。
1530,7,A,,Target Currency,Code,1,ISO4217,The currency to which the exchange rate is applied.,gl-cor,0,Currency Exchange,MC01b_03,/CO12a/CO11a/CO10a/CO09a/MC01b_03,$.Accounting Entries.Entry Header.Entry Detail.Tax.Multicurrency Amount.Currency Exchange.Target Currency,AccntnEntrs.EntryHedr.EntryDetl.Tx.MultcrAmt.CurExchng.TargtCur,換算先通貨,為替レートが適用して両替される通貨（対象通貨）。
1531,7,A,,Source,Name,0..1,,"The source or provider of the exchange rate (e.g., a central bank or market e.g. Reuters, Bloomberg ).",gl-cor,0,Currency Exchange,MC01b_04,/CO12a/CO11a/CO10a/CO09a/MC01b_04,$.Accounting Entries.Entry Header.Entry Detail.Tax.Multicurrency Amount.Currency Exchange.Source,AccntnEntrs.EntryHedr.EntryDetl.Tx.MultcrAmt.CurExchng.Src,換算レート情報源,"外貨換算額の換算レートの情報源。たとえば、Reuters, Bloomberg。"
1532,7,A,,Type,Name,0..1,,"Type of Exchange Rate for restated amount - for example, spot rate, forward contract etc.",gl-cor,0,Currency Exchange,MC01b_05,/CO12a/CO11a/CO10a/CO09a/MC01b_05,$.Accounting Entries.Entry Header.Entry Detail.Tax.Multicurrency Amount.Currency Exchange.Type,AccntnEntrs.EntryHedr.EntryDetl.Tx.MultcrAmt.CurExchng.Typ,換算レート種別,外貨換算額の換算レートの種別。たとえば、スポット・レート、先物など。
1533,7,A,,Effective Date,Date,0..1,,Date of exchange rate (other than original transaction date) on which amount is expressed as target Amount,gl-cor,0,Currency Exchange,MC01b_06,/CO12a/CO11a/CO10a/CO09a/MC01b_06,$.Accounting Entries.Entry Header.Entry Detail.Tax.Multicurrency Amount.Currency Exchange.Effective Date,AccntnEntrs.EntryHedr.EntryDetl.Tx.MultcrAmt.CurExchng.EffctvDt,換算レート日付,（原取引の日付ではなく）、amountRestatedAmountまたはamountTriangulationAmountが示された換算レートの日付。
1534,6,C,,(Triangulation Currency) Amount,,0..1,,A class that specifies a value of money in a given currency.,gl-cor,0,(Triangulation Currency) Amount,GE04m,/CO12a/CO11a/CO10a/CO09a/GE04m,$.Accounting Entries.Entry Header.Entry Detail.Tax.Multicurrency Amount.(Triangulation Currency) Amount,AccntnEntrs.EntryHedr.EntryDetl.Tx.MultcrAmt.TrngltCurrncAmt,【金額】,特定の通貨での金額を指定するクラス
1535,7,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,gl-cor,0,(Triangulation Currency) Amount,GE04m_01,/CO12a/CO11a/CO10a/CO09a/GE04m_01,$.Accounting Entries.Entry Header.Entry Detail.Tax.Multicurrency Amount.(Triangulation Currency) Amount.Value,AccntnEntrs.EntryHedr.EntryDetl.Tx.MultcrAmt.TrngltCurrncAmt.Vl,値,金額を表す数値
1536,7,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",gl-cor,0,Currency,GE05n,/CO12a/CO11a/CO10a/CO09a/GE05n,$.Accounting Entries.Entry Header.Entry Detail.Tax.Multicurrency Amount.(Triangulation Currency) Amount.Currency,AccntnEntrs.EntryHedr.EntryDetl.Tx.MultcrAmt.TrngltCurrncAmt.Cur,【通貨】,異なる通貨についての情報を保持するクラス
1537,8,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official code of the currency utilized in the accounting and/or ERP system.,gl-cor,0,Currency,GE05n_01,/CO12a/CO11a/CO10a/CO09a/GE05n_01,$.Accounting Entries.Entry Header.Entry Detail.Tax.Multicurrency Amount.(Triangulation Currency) Amount.Currency.Code,AccntnEntrs.EntryHedr.EntryDetl.Tx.MultcrAmt.TrngltCurrncAmt.Cur.Cd,コード,通貨の公式コード
1538,6,C,,Triangulated Currency Conversion,,0..1,,"An exchange rate between two currencies that is calculated using a third intermediary currency, known as the triangulation currency. It represents the derived value of how many units of the Target Currency are equivalent to one unit of the Base Currency through the exchange rates involving the triangulation currency",gl-cor,0,Triangulated Currency Conversion,MC02b,/CO12a/CO11a/CO10a/CO09a/MC02b,$.Accounting Entries.Entry Header.Entry Detail.Tax.Multicurrency Amount.Triangulated Currency Conversion,AccntnEntrs.EntryHedr.EntryDetl.Tx.MultcrAmt.TrngltCurConvrs,【三角通貨換算】,2つの通貨間の為替レートで、三角換算通貨と呼ばれる第3の仲介通貨を使用して計算されるもの。これは、三角換算通貨を介した為替レートを用いて、基準通貨1単位が対象通貨の何単位に相当するかを示す。
1539,7,A,,Base Currency,Code,1,ISO4217,The currency from which the triangulated exchange rate calculation starts.,gl-cor,0,Triangulated Currency Conversion,MC02b_01,/CO12a/CO11a/CO10a/CO09a/MC02b_01,$.Accounting Entries.Entry Header.Entry Detail.Tax.Multicurrency Amount.Triangulated Currency Conversion.Base Currency,AccntnEntrs.EntryHedr.EntryDetl.Tx.MultcrAmt.TrngltCurConvrs.BasCur,基準通貨,三角換算為替レート計算の出発点となる通貨
1540,7,A,,Target Currency,Code,1,ISO4217,The final currency to which the exchange rate applies after triangulation.,gl-cor,0,Triangulated Currency Conversion,MC02b_02,/CO12a/CO11a/CO10a/CO09a/MC02b_02,$.Accounting Entries.Entry Header.Entry Detail.Tax.Multicurrency Amount.Triangulated Currency Conversion.Target Currency,AccntnEntrs.EntryHedr.EntryDetl.Tx.MultcrAmt.TrngltCurConvrs.TargtCur,対象通貨,三角換算後に為替レートが適用される最終的な通貨
1541,7,A,,Triangulation Currency,Code,1,ISO4217,The intermediary currency used for calculating the exchange rate between the Base and Target currencies.,gl-cor,0,Triangulated Currency Conversion,MC02b_03,/CO12a/CO11a/CO10a/CO09a/MC02b_03,$.Accounting Entries.Entry Header.Entry Detail.Tax.Multicurrency Amount.Triangulated Currency Conversion.Triangulation Currency,AccntnEntrs.EntryHedr.EntryDetl.Tx.MultcrAmt.TrngltCurConvrs.TrngltCur,三角換算通貨,基準通貨と対象通貨間の為替レートを計算するために使用される仲介通貨
1542,7,A,,Base to Triangulation Rate,Decimal,1,,The exchange rate from the Base currency to the Triangulation currency.,gl-cor,0,Triangulated Currency Conversion,MC02b_04,/CO12a/CO11a/CO10a/CO09a/MC02b_04,$.Accounting Entries.Entry Header.Entry Detail.Tax.Multicurrency Amount.Triangulated Currency Conversion.Base to Triangulation Rate,AccntnEntrs.EntryHedr.EntryDetl.Tx.MultcrAmt.TrngltCurConvrs.BasToTrngltRat,基準通貨から三角換算通貨への為替レート,基準通貨から三角換算通貨への為替レート
1543,7,A,,Triangulation to Target Rate,Decimal,1,,The exchange rate from the Triangulation currency to the Target currency.,gl-cor,0,Triangulated Currency Conversion,MC02b_05,/CO12a/CO11a/CO10a/CO09a/MC02b_05,$.Accounting Entries.Entry Header.Entry Detail.Tax.Multicurrency Amount.Triangulated Currency Conversion.Triangulation to Target Rate,AccntnEntrs.EntryHedr.EntryDetl.Tx.MultcrAmt.TrngltCurConvrs.TrngltToTargtRat,三角換算通貨から対象通貨への為替レート,三角換算通貨から対象通貨への為替レート
1544,7,A,,Derived Rate,Decimal,1,,The calculated exchange rate directly from Base currency to Target currency using the triangulation.,gl-cor,0,Triangulated Currency Conversion,MC02b_06,/CO12a/CO11a/CO10a/CO09a/MC02b_06,$.Accounting Entries.Entry Header.Entry Detail.Tax.Multicurrency Amount.Triangulated Currency Conversion.Derived Rate,AccntnEntrs.EntryHedr.EntryDetl.Tx.MultcrAmt.TrngltCurConvrs.DervdRat,派生レート,三角換算を使用して基準通貨から対象通貨への直接的な為替レートを計算したもの
1545,7,A,,Source,Name,0..1,,"The source or provider of the individual exchange rates or triangulated rates (e.g., central bank, Reuters).",gl-cor,0,Triangulated Currency Conversion,MC02b_07,/CO12a/CO11a/CO10a/CO09a/MC02b_07,$.Accounting Entries.Entry Header.Entry Detail.Tax.Multicurrency Amount.Triangulated Currency Conversion.Source,AccntnEntrs.EntryHedr.EntryDetl.Tx.MultcrAmt.TrngltCurConvrs.Src,情報源,個々の為替レートまたは三角換算レートの提供元 (例: 中央銀行、ロイター)
1546,7,A,,Type,Name,0..1,,"Type of Exchange Rate, for example, spot rate or forward contract, used in triangulation.",gl-cor,0,Triangulated Currency Conversion,MC02b_08,/CO12a/CO11a/CO10a/CO09a/MC02b_08,$.Accounting Entries.Entry Header.Entry Detail.Tax.Multicurrency Amount.Triangulated Currency Conversion.Type,AccntnEntrs.EntryHedr.EntryDetl.Tx.MultcrAmt.TrngltCurConvrs.Typ,レートの種類,三角換算に使用される為替レートの種類 (例: スポットレート、先物契約)。
1547,7,A,,Effective Date,Date,0..1,,The date on which the triangulated exchange rate is effective.,gl-cor,0,Triangulated Currency Conversion,MC02b_09,/CO12a/CO11a/CO10a/CO09a/MC02b_09,$.Accounting Entries.Entry Header.Entry Detail.Tax.Multicurrency Amount.Triangulated Currency Conversion.Effective Date,AccntnEntrs.EntryHedr.EntryDetl.Tx.MultcrAmt.TrngltCurConvrs.EffctvDt,適用日,（原取引の日付ではなく）、三角換算の金額が有効となる日付。
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
