No.,Level,Property type,Identifier,Class,Property term,Representation term,Associated class,Mult.,Definition,ISO 21378 Module,ISO 21378 Table,Value Domain,Action
738,2,Composition,,Inventory On Hand,System Quantity,,Quantity,0..1,Actual quantity on hand from the physical count in the Basic_UOM_Code.,Inventory,127,,
739,2,Reference Association,,Inventory On Hand,,,Business Segment,0..*,The organizational unit within which inventory operations are conducted.,Inventory,127,,
740,2,Reference Association,,Inventory On Hand,Cost Organization,,Business Segment,0..1,The business segment responsible for managing the cost aspects of inventory.,Inventory,127,,
741,2,Reference Association,,Inventory On Hand,Inventory Organization,,Business Segment,0..1,The business segment responsible for overall inventory management.,Inventory,127,,
742,2,Reference Association,,Inventory On Hand,Functional,,Currency,0..1,The currency used for financial transactions and reporting within the inventory system.,Inventory,127,,
743,2,Reference Association,,Inventory On Hand,,,Inventory Location,0..1,The physical location or warehouse where the inventory is stored.,Inventory,127,,
744,2,Reference Association,,Inventory On Hand,,,Inventory Product,0..1,The product associated with the inventory item.,Inventory,127,,
745,2,Reference Association,,Inventory On Hand,Costing,,Measurement Unit,0..1,The unit of measurement used for costing inventory item.,Inventory,127,,
746,2,Reference Association,,Inventory On Hand,Purchasing,,Measurement Unit,0..1,The unit of measurement used for purchasing inventory item.,Inventory,127,,
747,2,Reference Association,,Inventory On Hand,Selling,,Measurement Unit,0..1,The unit of measurement used for selling inventory item.,Inventory,127,,
748,2,Reference Association,,Inventory On Hand,Stocking,,Measurement Unit,0..1,The unit of measurement used for stocking inventory item.,Inventory,127,,
749,1,Class,,Inventory Period Balance,,,,,A class represents a specific period within a fiscal year delineated by its beginning and ending dates. It serves as the timeframe during which business transactions and entries are accumulated and organized into financial statements and reports.,Inventory,133,,
750,2,Attribute,,Inventory Period Balance,Lot Number,Char,,0..1,The number for a batch of products for tracking and inventory management purposes.,Inventory,133,Char Medium,
751,2,Composition,,Inventory Period Balance,Beginning Balance,,Amount,0..1,The class signifies the value of inventory at the start of the accounting period.,Inventory,133,,
752,2,Composition,,Inventory Period Balance,Credit,,Amount,0..1,The class signifies the total value of incoming inventory transactions during the current period.,Inventory,133,,
753,2,Composition,,Inventory Period Balance,Debit,,Amount,0..1,The class signifies the total value of outgoing inventory transactions during the current period.,Inventory,133,,
754,2,Composition,,Inventory Period Balance,Ending Balance,,Amount,0..1,The class signifies the concluding value of inventory at the close of the accounting period.,Inventory,133,,
755,2,Composition,,Inventory Period Balance,Beginning,,Quantity,0..1,"The class signifies the initial quantity of inventory, counted in the Basic Unit of Measure Code, at the onset of the accounting period.",Inventory,133,,
756,2,Composition,,Inventory Period Balance,Dispatched,,Quantity,0..1,"The class signifies the total quantity of outgoing inventory transaction counted in the Basic Unit of Measure Code, during the current period.",Inventory,133,,
757,2,Composition,,Inventory Period Balance,Ending,,Quantity,0..1,"The class signifies the concluding quantity of inventory, counted in the Basic Unit of Measure Code, at the close of the accounting period.",Inventory,133,,
758,2,Composition,,Inventory Period Balance,Received,,Quantity,0..1,"The class signifies the total quantity of incoming inventory transactions counted in the Basic Unit of Measure Code, during the current period.",Inventory,133,,
759,2,Reference Association,,Inventory Period Balance,,,Accounting Period,0..1,The class represents the specific period within a fiscal year delineated by its beginning and ending dates. It serves as the timeframe during which business transactions and entries are accumulated and organized into financial statements and reports.,Inventory,133,,
760,2,Reference Association,,Inventory Period Balance,,,Business Segment,0..*,The class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,Inventory,133,,
761,2,Reference Association,,Inventory Period Balance,Cost Organization,,Business Segment,0..1,The class concerning the organization that handles the inventory cost management.,Inventory,133,,
762,2,Reference Association,,Inventory Period Balance,Inventory Organization,,Business Segment,0..1,Inventory Organization,Inventory,133,,
763,2,Reference Association,PK,Inventory Period Balance,,,Inventory Location,1..1,"The physical location of the inventory item, forming part of its unique identifier.",Inventory,133,,
764,2,Reference Association,PK,Inventory Period Balance,,,Inventory Product,1..1,"The particular product item counted in a physical inventory, forming part of its unique identifier.",Inventory,133,,
765,2,Reference Association,,Inventory Period Balance,Costing,,Measurement Unit,0..1,The unit of measure used for quantifying an inventory product used in cost management.,Inventory,133,,
766,2,Reference Association,,Inventory Period Balance,Stocking,,Measurement Unit,0..1,The unit of measure for the quantity of an inventory product utilized in stock management.,Inventory,133,,
767,1,Class,,Inventory Physical,,,,,"A class records the quantities on hand as of the date of a physical inventory count, along with corresponding flow information.",Inventory,131,,
768,2,Attribute,PK,Inventory Physical,Count Sheet ID,Identifier,,1..1,The primary unique identifier for the count sheet.,Inventory,131,Identifier Medium,
769,2,Attribute,,Inventory Physical,Count Sheet Number,Char,,0..1,The reference number of the inventory count sheet that is the basis for the inventory count.,Inventory,131,Char Long,
770,2,Attribute,PK,Inventory Physical,Count Sheet Line ID,Identifier,,1..1,"The secondary unique identifier that works in conjunction with the Inventory Count Sheet Line ID to specify individual lines of a inventory count sheet, providing granularity and detail for each item within a document.",Inventory,131,Identifier Medium,
771,2,Attribute,,Inventory Physical,Count Sheet Line Number,Char,,0..1,The line sequence in the inventory count sheet that relates to the inventory count.,Inventory,131,Char Short,
772,2,Attribute,,Inventory Physical,Lot Number,Char,,0..1,The number for a batch of products for tracking and inventory management purposes.,Inventory,131,Char Medium,
773,2,Attribute,,Inventory Physical,Serial Number,Char,,0..1,"The number for an individual item within a group of products, used for tracking and inventory management.",Inventory,131,Char Medium,
774,2,Attribute,,Inventory Physical,Bin ID,Char,,0..1,The identifier for the specific sub-location within inventory storage.,Inventory,131,Char Short,
775,2,Attribute,,Inventory Physical,Count Date,Date,,0..1,The date on which an inventory item is counted.,Inventory,131,DATE,
776,2,Attribute,,Inventory Physical,Comment,Text,,0..1,"The comments section includes notes about the inventory count, variances, or any other relevant details observed during the inventory count process.",Inventory,131,Text Medium,
777,2,Composition,,Inventory Physical,,,Activities,0..1,"The class capturing a record of system user actions within an auditee's system, which includes instances of entry, approval, last modification, and posting of data or transactions.",Inventory,131,,
778,2,Composition,,Inventory Physical,Physical Count,,Quantity,0..1,"The quantity of inventory on hand as determined during the most recent physical count, especially when multiple counts are conducted, expressed in the Basic Unit of Measure Code.",Inventory,131,,
779,2,Composition,,Inventory Physical,System,,Quantity,0..1,"The actual quantity of inventory on hand resulting from the physical count, expressed in the Basic Unit of Measure Code as of the count date.",Inventory,131,,
780,2,Reference Association,,Inventory Physical,,,Business Segment,0..*,The class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,Inventory,131,,
781,2,Reference Association,,Inventory Physical,Inventory Organization,,Business Segment,0..1,The class concerning the organization that handles the inventory management.,Inventory,131,,
782,2,Reference Association,,Inventory Physical,,,Inventory Location,0..1,The physical location of the inventory item.,Inventory,131,,
783,2,Reference Association,,Inventory Physical,,,Inventory Product,0..1,The specific product tallied during the physical inventory count.,Inventory,131,,
784,2,Reference Association,,Inventory Physical,Stocking,,Measurement Unit,0..1,The unit of measure for the quantity of an inventory product utilized in stock management.,Inventory,131,,
785,1,Class,,Inventory Product,,,,,A class that describes an inventory item with all its essential attributes and tracking details.,Inventory,125,,
786,2,Attribute,PK,Inventory Product,ID,Identifier,,1..1,The unique identifier for an inventory item.,Inventory,125,Identifier Medium,
787,2,Attribute,,Inventory Product,Code,Char,,0..1,The exclusive code assigned to a product within an inventory system for tracking and internal management.,Inventory,125,Char Long,
788,2,Attribute,,Inventory Product,Product Group1,Char,,0..1,The primary category or classification to which a product belongs.,Inventory,125,Char Short,
789,2,Attribute,,Inventory Product,Product Group2,Char,,0..1,The secondary category or classification to which a product belongs.,Inventory,125,Char Short,
790,2,Attribute,,Inventory Product,Inventory Bar Code,Char,,0..1,The barcode symbol assigned to a product for unique identification and tracking.,Inventory,125,Char Medium,
791,2,Attribute,,Inventory Product,Default Costing Method,Char,,0..1,"The method an organization uses to compute and record the financial value of inventory items, important for precise cost of goods sold reporting and inventory valuation on financial statements.",Inventory,125,Char Medium,
792,2,Attribute,,Inventory Product,Out Of Service Date,Date,,0..1,The date on which an inventory item is designated as no longer in service.,Inventory,125,DATE,
793,2,Attribute,,Inventory Product,Out Of Service Indicator,Indicator,,0..1,The indicator that denotes whether an inventory item is out of service.,Inventory,125,Indicator,
794,2,Attribute,,Inventory Product,Lot Number,Char,,0..1,The number for a batch of products for tracking and inventory management purposes.,Inventory,125,Char Medium,
795,2,Attribute,,Inventory Product,Serial Number,Char,,0..1,"The number for an individual item within a group of products, used for tracking and inventory management.",Inventory,125,Char Medium,
796,2,Reference Association,,Inventory Product,,,Business Segment,0..*,The class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,Inventory,125,,
797,2,Reference Association,,Inventory Product,,,Inventory Product Type,0..1,The inventory product type classification.,Inventory,125,,
798,2,Reference Association,,Inventory Product,Asset,,Ledger Account,0..1,The ledger account that tracks the value of inventory products classified as assets.,Inventory,125,,
799,2,Reference Association,,Inventory Product,Cost,,Ledger Account,0..1,The ledger account that records the costs associated with inventory products.,Inventory,125,,
800,2,Reference Association,,Inventory Product,Basic,,Measurement Unit,0..1,The class represents a n unit of measure for the quantity of an inventory product utilized in stock management.,Inventory,125,,
801,2,Reference Association,,Inventory Product,Default Stocking,,Measurement Unit,0..1,The class represents a unit of measure typically used for stocking this inventory product.,Inventory,125,,
802,2,Reference Association,,Inventory Product,Preferred,,Supplier,0..1,The class containing essential information about prefered supplier.,Inventory,125,,
803,1,Class,,Inventory Product Type,,,,,A class that categorizes inventory items into types and organizes these types within a hierarchical structure.,Inventory,123,,
804,2,Attribute,PK,Inventory Product Type,ID,Identifier,,1..1,"The unique identifier for the type of inventory product, reflecting hierarchy.",Inventory,123,Identifier Medium,
805,2,Attribute,,Inventory Product Type,Code,Code,,0..1,The code that categorizes inventory items into distinct types based on their stage in the production cycle or function.,Inventory,123,INVENTORY PRODUCT TYPE CODE,
806,2,Attribute,,Inventory Product Type,Name,Name,,0..1,The label that identifies the classification of inventory items based on their stage in the production cycle or their function.,Inventory,123,Name Medium,
807,2,Attribute,,Inventory Product Type,Description,Text,,0..1,The text that details the attributes and categorization criteria of an inventory product type.,Inventory,123,Text Medium,
808,2,Reference Association,,Inventory Product Type,,,Business Segment,0..*,The business segment associated with the specific inventory product type.,Inventory,123,,
809,1,Class,,Inventory Product Type Hierarchy,,,,,A class outlines the structure and relationships of different product types.,Inventory,123,,
810,2,Reference Association,PK,Inventory Product Type Hierarchy,Child,,Inventory Product Type,1..1,The specific category of product type that is classified at a subordinate level within a product type hierarchy.,Inventory,123,,
811,2,Reference Association,PK,Inventory Product Type Hierarchy,Parent,,Inventory Product Type,1..1,The specific category of product type that is classified at a superior level within a product type hierarchy.,Inventory,123,,
812,1,Class,,Inventory Transaction,,,,,"A class that logs the details of inventory movements and adjustments within a specified period, where each entry reflects a change in inventory levels or value.",Inventory,129,,
813,2,Attribute,PK,Inventory Transaction,Document ID,Identifier,,1..1,The primary unique identifier for the document detailing an inventory transaction.,Inventory,129,Identifier Long,
814,2,Attribute,PK,Inventory Transaction,Document Line ID,Identifier,,1..1,"The secondary unique identifier that works in conjunction with the Transaction Document ID to specify individual lines of an inventory transaction document, providing granularity and detail for each item within a transaction.",Inventory,129,Identifier Long,
815,2,Attribute,,Inventory Transaction,Date,Date,,0..1,The date the inventory transaction was conducted as recorded in the related document.,Inventory,129,DATE,
816,2,Attribute,,Inventory Transaction,Time,Time,,0..1,The exact time when the inventory transaction occurred as indicated in the related document.,Inventory,129,TIME,
817,2,Attribute,,Inventory Transaction,Type,Char,,0..1,"The classification of the inventory transaction, detailing the nature of the movement or adjustment.",Inventory,129,Char Long,
818,2,Attribute,,Inventory Transaction,Type System,Char,,0..1,The internal code used by the accounting software to identify the transaction type.,Inventory,129,Char Medium,
819,2,Attribute,,Inventory Transaction,Description,Text,,0..1,The summary of the inventory transaction's details.,Inventory,129,Text Medium,
820,2,Attribute,,Inventory Transaction,Inventory Document ID,Char,,0..1,The identifier for the document that serves as the source or reason for the inventory transaction.,Inventory,129,Char Medium,
821,2,Attribute,,Inventory Transaction,Inventory Document Number,Char,,0..1,The reference number of the document that is the basis for the inventory transaction.,Inventory,129,Char Long,
822,2,Attribute,,Inventory Transaction,Inventory Document Line ID,Char,,0..1,The identifier for the specific line in the document that details the inventory transaction.,Inventory,129,Char Medium,
823,2,Attribute,,Inventory Transaction,Inventory Document Line Number,Char,,0..1,The line sequence in the document that relates to the inventory transaction.,Inventory,129,Char Short,
824,2,Attribute,,Inventory Transaction,Status,Code,,0..1,The current processing state of the inventory transaction.,Inventory,129,STATUS CODE,
825,2,Attribute,,Inventory Transaction,Lot Number,Char,,0..1,The number for a batch of products for tracking and inventory management purposes.,Inventory,129,Char Medium,
826,2,Attribute,,Inventory Transaction,Serial Number,Char,,0..1,The unique identifier assigned to each product item for tracking and inventory management purposes.,Inventory,129,Char Medium,
827,2,Attribute,,Inventory Transaction,Required By,Name,,0..1,The individual or entity that requests the transfer of inventory.,Inventory,129,Name Medium,
828,2,Attribute,,Inventory Transaction,Inventory System Or External Source,Code,,0..1,"The code signifying the origin of the inventory transaction, with 'I' for internal and 'E' for external transactions.",Inventory,129,SOURCE CODE,
829,2,Attribute,,Inventory Transaction,Received And Dispatched Indicator,Indicator,,0..1,The indicator signifying whether the inventory transaction is a result of dispatching or receiving.,Inventory,129,Indicator,
830,2,Composition,,Inventory Transaction,,,Activities,0..1,"The class capturing a record of system user actions within an auditee's system, which includes instances of entry, approval, last modification, and posting of data or transactions.",Inventory,129,,
831,2,Composition,,Inventory Transaction,Adjustment Cost,,Amount,0..1,"The change in cost per unit, whether an increase or decrease, as specified by the inventory cost method.",Inventory,129,,
832,2,Composition,,Inventory Transaction,Inventory Cost,,Amount,0..1,The cost per unit calculated using the designated inventory cost method.,Inventory,129,,
833,2,Composition,,Inventory Transaction,,,Quantity,0..1,"The number of units affected in a transaction, recorded in the Basic Unit of Measure Code, positive for received inventory and negative for dispatched inventory.",Inventory,129,,
834,2,Reference Association,,Inventory Transaction,,,Business Segment,0..*,The class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,Inventory,129,,
835,2,Reference Association,,Inventory Transaction,Cost Organization,,Business Segment,0..1,The class concerning the organization that handles the inventory cost management.,Inventory,129,,
836,2,Reference Association,,Inventory Transaction,Inventory Organization,,Business Segment,0..1,The class concerning the organization that handles the inventory management.,Inventory,129,,
837,2,Reference Association,,Inventory Transaction,Functional,,Currency,0..1,The code of currency in which inventory values are expressed.,Inventory,129,,
838,2,Reference Association,,Inventory Transaction,,,Customer,0..1,A class that records basic customer information in the context of inventory transactions.,Inventory,129,,
839,2,Reference Association,,Inventory Transaction,From,,Inventory Location,0..1,The initial physical location from which the inventory item's transactional movement is recorded.,Inventory,129,,
840,2,Reference Association,,Inventory Transaction,To,,Inventory Location,0..1,The destination physical location which the inventory item's transactional movement is recorded.,Inventory,129,,
841,2,Reference Association,,Inventory Transaction,,,Inventory Product,0..1,The distinct product item whose quantity is determined and recorded during an inventory transfer transaction.,Inventory,129,,
842,2,Reference Association,,Inventory Transaction,Credit,,Ledger Account,0..1,The account credited in response to an increase in inventory.,Inventory,129,,
843,2,Reference Association,,Inventory Transaction,Debit,,Ledger Account,0..1,The account debited when inventory is reduced or dispatched.,Inventory,129,,
844,2,Reference Association,,Inventory Transaction,Costing,,Measurement Unit,0..1,The unit of measure used for quantifying an inventory product used in cost management.,Inventory,129,,
845,2,Reference Association,,Inventory Transaction,Stocking,,Measurement Unit,0..1,The unit of measure for the quantity of an inventory product utilized in stock management.,Inventory,129,,
846,2,Reference Association,,Inventory Transaction,,,Project,0..1,"A class that provides a comprehensive record of a project's various dimensions, pertinent to inventory transactions.",Inventory,129,,
847,2,Reference Association,,Inventory Transaction,,,Purchase Order Line,0..1,"The class that represents a single item within a purchase order, distinguishing among various items and their respective quantities within that order.",Inventory,129,,
848,2,Reference Association,,Inventory Transaction,,,Sales Order Line,0..1,"The class that represents a single item within a sales order, distinguishing among various items and their respective quantities within that order.",Inventory,129,,
849,2,Reference Association,,Inventory Transaction,,,Supplier,0..1,The class containing essential information about supplier.,Inventory,129,,
850,1,Class,,PPE Addition,,,,,"A class of newly acquired property, plant, and equipment assets, detailing the identification, classification, and properies for each addition.",Property Plant Equipment,140,,
851,2,Attribute,PK,PPE Addition,ID,Identifier,,1..1,"The unique identifier assigned to each entry recording a new addition of the property, plant, and equipment (PPE) item.",Property Plant Equipment,140,Identifier Medium,
852,2,Attribute,,PPE Addition,Tag Number,Char,,0..1,"The identification tag associated with PPE, which may coincide with PPE ID when a single piece of equipment is involved.",Property Plant Equipment,140,Char Medium,
853,2,Attribute,,PPE Addition,Type Name,Name,,0..1,The classification of the PPE addition.,Property Plant Equipment,140,Name Short,
854,2,Attribute,,PPE Addition,Date,Date,,0..1,"The specific date when the property, plant, and equipment (PPE) item was recorded and added to the PPE Master.",Property Plant Equipment,140,DATE,
855,2,Attribute,,PPE Addition,Reason,Text,,0..1,"The rationale for including new property, plant, and equipment in the PPE Master.",Property Plant Equipment,140,Text Medium,
856,2,Composition,,PPE Addition,,,Activities,0..1,"The class capturing a record of system user actions within an auditee's system, which includes instances of entry, approval, last modification, and posting of data or transactions.",Property Plant Equipment,140,,
857,2,Composition,,PPE Addition,Original Cost,,Amount,0..1,"The initial estimated cost incurred at the acquisition of the property, plant, and equipment (PPE)",Property Plant Equipment,140,,
858,2,Composition,,PPE Addition,,,Quantity,0..1,"The quantity of property, plant, and equipment (PPE) to be added.",Property Plant Equipment,140,,
859,2,Reference Association,,PPE Addition,,,Accounting Period,0..1,The class represents the specific period within a fiscal year delineated by its beginning and ending dates. It serves as the timeframe during which business transactions and entries are accumulated and organized into financial statements and reports.,Property Plant Equipment,140,,
860,2,Reference Association,,PPE Addition,,,Business Segment,0..*,The class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,Property Plant Equipment,140,,
861,2,Reference Association,,PPE Addition,Functional,,Currency,0..1,The code of currency in which PPE values are expressed.,Property Plant Equipment,140,,
862,2,Reference Association,,PPE Addition,,,PPE Master,0..1,"The class represents property, plant, and equipment (PPE) in relation to recorded transfer movements.",Property Plant Equipment,140,,
863,1,Class,,PPE Change,,,,,"A class captures adjustments to property, plant, and equipment (PPE) details, excluding additions or disposals. It includes changes like revaluations, historical cost adjustments, alterations in depreciation methods, transfers, and status updates.",Property Plant Equipment,144,,
864,2,Attribute,PK,PPE Change,ID,Identifier,,1..1,"The unique identifier for each entry recording the change of the property, plant, and equipment (PPE) item.",Property Plant Equipment,144,Identifier Medium,
865,2,Attribute,,PPE Change,Tag Number,Char,,0..1,"The identification tag associated with PPE, which may coincide with PPE ID when a single piece of equipment is involved.",Property Plant Equipment,144,Char Medium,
866,2,Attribute,,PPE Change,Type Name,Name,,0..1,"The type of change transaction, excluding additions or removals.",Property Plant Equipment,144,Name Short,
867,2,Attribute,,PPE Change,Date,Date,,0..1,"The specific date when a property, plant, and equipment (PPE) item was altered or updated in the PPE Master.",Property Plant Equipment,144,DATE,
868,2,Attribute,,PPE Change,Reason,Text,,0..1,"The rationale for altering or updating the data of a property, plant, and equipment (PPE) item in the PPE Master.",Property Plant Equipment,144,Text Medium,
869,2,Attribute,,PPE Change,Content Before Change,Text,,0..1,"The pervious content includes information prior to the transaction, detailing various elements.",Property Plant Equipment,144,Text Short,
870,2,Attribute,,PPE Change,Content After Change,Text,,0..1,"The content after the change transaction, including details.",Property Plant Equipment,144,Text Short,
871,2,Composition,,PPE Change,,,Activities,0..1,"The class capturing a record of system user actions within an auditee's system, which includes instances of entry, approval, last modification, and posting of data or transactions.",Property Plant Equipment,144,,
872,2,Reference Association,,PPE Change,,,Accounting Period,0..1,The class represents the specific period within a fiscal year delineated by its beginning and ending dates. It serves as the timeframe during which business transactions and entries are accumulated and organized into financial statements and reports.,Property Plant Equipment,144,,
873,2,Reference Association,,PPE Change,,,Business Segment,0..*,The class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,Property Plant Equipment,144,,
874,2,Reference Association,,PPE Change,,,PPE Master,0..1,"The class represents property, plant, and equipment (PPE) in relation to recorded transfer movements.",Property Plant Equipment,144,,
875,1,Class,,PPE Department Allocation,,,,,"A class holds details regarding the allocation of expenses among departments benefiting from using the property, plant, and equipment (PPE), particularly depreciation expenses.",Property Plant Equipment,146,,
876,2,Attribute,,PPE Department Allocation,Depreciation Allocation Proportion,Decimal,,0..1,The percentage representing the proportion of depreciation allocated to each department.,Property Plant Equipment,146,Percent,
877,2,Reference Association,,PPE Department Allocation,,,Business Segment,0..*,The class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,Property Plant Equipment,146,,
878,2,Reference Association,,PPE Department Allocation,Department,,Business Segment,0..1,The class of the organization that is associated with a particular PPE.,Property Plant Equipment,146,,
879,2,Reference Association,PK,PPE Department Allocation,,,PPE Master,1..1,"The class represents property, plant, and equipment (PPE) in relation to recorded depreciation.",Property Plant Equipment,146,,
880,1,Class,,PPE Depreciation,,,,,"A class contains information about the depreciation of property, plant and equipment (PPE) during a specified period.",Property Plant Equipment,150,,
881,2,Attribute,,PPE Depreciation,Useful Life,Integer,,0..1,"The total useful life of the property, plant, and equipment (PPE) item in months.",Property Plant Equipment,150,INTEGER,
882,2,Attribute,,PPE Depreciation,Useful Life Remaining,Integer,,0..1,"The remaining useful life of the property, plant, and equipment (PPE) item in months as of the report date.",Property Plant Equipment,150,INTEGER,
883,2,Composition,,PPE Depreciation,,,Activities,0..1,"The class capturing a record of system user actions within an auditee's system, which includes instances of entry, approval, last modification, and posting of data or transactions.",Property Plant Equipment,150,,
884,2,Composition,,PPE Depreciation,Accumulated Depreciation,,Amount,0..1,"The total depreciation accumulated on the property, plant, and equipment (PPE) up to the reporting date.",Property Plant Equipment,150,,
885,2,Composition,,PPE Depreciation,Carrying,,Amount,0..1,"The net carrying value of the property, plant, and equipment (PPE) as of the reporting date, calculated as the original cost minus the accumulated depreciation.",Property Plant Equipment,150,,
886,2,Composition,,PPE Depreciation,Depreciable Basis,,Amount,0..1,"The depreciable value of the property, plant, and equipment (PPE), representing the original cost minus the residual value.",Property Plant Equipment,150,,
887,2,Composition,,PPE Depreciation,Depreciation,,Amount,0..1,"The depreciable value of the property, plant, and equipment (PPE), representing the original cost minus the residual value.",Property Plant Equipment,150,,
888,2,Composition,,PPE Depreciation,Original Cost,,Amount,0..1,"The initial estimated cost incurred at the acquisition of the property, plant, and equipment (PPE)",Property Plant Equipment,150,,
889,2,Composition,,PPE Depreciation,Residual Value,,Amount,0..1,"The estimated residual value of the property, plant, and equipment (PPE) as of the reporting date.",Property Plant Equipment,150,,
890,2,Reference Association,,PPE Depreciation,,,Accounting Period,0..1,The class represents the specific period within a fiscal year delineated by its beginning and ending dates. It serves as the timeframe during which business transactions and entries are accumulated and organized into financial statements and reports.,Property Plant Equipment,150,,
891,2,Reference Association,,PPE Depreciation,,,Business Segment,0..*,The class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,Property Plant Equipment,150,,
892,2,Reference Association,,PPE Depreciation,Accumulated Depreciation Account,,Ledger Account,0..1,"The ledger account recording the total depreciation accumulated on the property, plant, and equipment (PPE) up to the reported date.",Property Plant Equipment,150,,
893,2,Reference Association,,PPE Depreciation,Depreciation Account,,Ledger Account,0..1,"The ledger account capturing the depreciation expenses incurred during the specified period for the property, plant, and equipment (PPE).",Property Plant Equipment,150,,
894,2,Reference Association,,PPE Depreciation,,,PPE Depreciation Method,0..1,"The method employed for calculating depreciation of the  property, plant, and equipment (PPE).",Property Plant Equipment,150,,
895,2,Reference Association,PK,PPE Depreciation,,,PPE Master,1..1,"The class represents property, plant, and equipment (PPE) in relation to recorded depreciation.",Property Plant Equipment,150,,
896,1,Class,,PPE Depreciation Method,,,,,"A class that records the different methods used to depreciate property, plant, and equipment (PPE).",Property Plant Equipment,148,,
897,2,Attribute,PK,PPE Depreciation Method,ID,Identifier,,1..1,The unique identifier assigned to different depreciation methods.,Property Plant Equipment,148,Identifier Medium,
898,2,Attribute,,PPE Depreciation Method,Name,Name,,0..1,The name or title of the depreciation method.,Property Plant Equipment,148,Name Short,
899,2,Attribute,,PPE Depreciation Method,Description,Text,,0..1,"Additional description associated with the depreciation method, providing further details or context.",Property Plant Equipment,148,Text Medium,
900,2,Attribute,,PPE Depreciation Method,Depreciation Formula,Text,,0..1,The fundamental formula utilized to compute depreciation according to the specified method.,Property Plant Equipment,148,Text Medium,
901,2,Reference Association,,PPE Depreciation Method,,,Business Segment,0..*,The class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,Property Plant Equipment,148,,
902,1,Class,,PPE Master,,,,,"A central repository that comprehensively catalogs each item of property, plant, and equipment (PPE).",Property Plant Equipment,138,,
903,2,Attribute,PK,PPE Master,ID,Identifier,,1..1,"The unique identifier assigned to each property, plant, and equipment (PPE) item.",Property Plant Equipment,138,Identifier Long,
904,2,Attribute,,PPE Master,Code,Char,,0..1,"The internal identifier assigned within the organization's system to distinguish and identify different property, plant, and equipment (PPE) items for internal management and tracking purposes at the local level.",Property Plant Equipment,138,Char Medium,
905,2,Attribute,,PPE Master,Tag Number,Char,,0..1,"The identification tag associated with PPE, which may coincide with PPE ID when a single piece of equipment is involved.",Property Plant Equipment,138,Char Medium,
906,2,Attribute,,PPE Master,Name,Name,,0..1,"The specific name or title assigned to each item of property, plant, and equipment (PPE).",Property Plant Equipment,138,Name Short,
907,2,Attribute,,PPE Master,Feature,Text,,0..1,"The additional characteristics or attributes used to further specify the property, plant, and equipment (PPE).",Property Plant Equipment,138,Text Short,
908,2,Attribute,,PPE Master,Bar Code,Char,,0..1,"The Universal Product Code or other external code associated with the PPE, which may include codes from primary suppliers for identification and tracking purposes.",Property Plant Equipment,138,Char Short,
909,2,Attribute,,PPE Master,Serial Number,Char,,0..1,"The number for an individual item within a group of products, used for tracking and inventory management.",Property Plant Equipment,138,Char Medium,
910,2,Attribute,,PPE Master,Lot Number,Char,,0..1,The number for a batch of products for tracking and inventory management purposes.,Property Plant Equipment,138,Char Medium,
911,2,Attribute,,PPE Master,Manufacturer,Name,,0..1,"The company or entity that produced or manufactured the property, plant, and equipment (PPE).",Property Plant Equipment,138,Name Medium,
912,2,Attribute,,PPE Master,Location Description,Text,,0..1,The textual description of the physical location where the PPE is currently placed or situated.,Property Plant Equipment,138,Text Medium,
913,2,Attribute,,PPE Master,Condition Name,Name,,0..1,"The operational condition or status of the PPE, detailing various usage statuses.",Property Plant Equipment,138,Name Short,
914,2,Attribute,,PPE Master,Acquisition Date,Date,,0..1,"The specific date when a property, plant, and equipment (PPE) item was aquired and recorded on the PPE Master.",Property Plant Equipment,138,DATE,
915,2,Attribute,,PPE Master,Placed Into Service Date,Date,,0..1,"The specific date when a property, plant, and equipment (PPE) item was placed into service and recorded on the PPE Master.",Property Plant Equipment,138,DATE,
916,2,Attribute,,PPE Master,Useful Life,Integer,,0..1,"The total useful life of the property, plant, and equipment (PPE) in months.",Property Plant Equipment,138,INTEGER,
917,2,Attribute,,PPE Master,Useful Life Remaining,Integer,,0..1,"The remaining useful life of the property, plant, and equipment (PPE) in months as of the report date.",Property Plant Equipment,138,INTEGER,
918,2,Composition,,PPE Master,,,Activities,0..1,"The class capturing a record of system user actions within an auditee's system, which includes instances of entry, approval, last modification, and posting of data or transactions.",Property Plant Equipment,138,,
919,2,Composition,,PPE Master,Accumulated Depreciation,,Amount,0..1,"The total depreciation expense accumulated for the property, plant, and equipment (PPE) as of the report date.",Property Plant Equipment,138,,
