sequence,level,type,identifier,name,datatype,multiplicity,domain_name,definition,module,class_term,id,path,semantic_path,abbreviation_path,label_local,definition_local,element,xpath
278,5,A,,cor:Entry Header Detail XBRL Reporting Date Selector,,0..1,,This holds the concepts in GL data to create FS contexts.  The value must be a list of QName. Each QName must be resolved to GL items. Order of the items defines priority to access.,cor,cor:Detail_ XBRL,CO11a_LK03_06,/CO17a/CO16a/CO14a/CO11a/CO11a_LK03_06,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.cor:Detail_ XBRL.lnk:Entry Detail XBRL Reporting Date Selector,CorcEnts.CornHedr.CornDetl.CordXbrl.LnkeDetlXbrlReprDatSelc,報告日付セレクタ,F/Sのコンテキストを生成するためのGLデータの概念を示す。QNameのリストでなければならない。個々のQNameはGL項目を示さなければならない。項目の並びはアクセスの優先度を示す。,cor:entryHeaderDetailXbrlReportingDateSelector,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/cor:entryHeaderDetailXbrl/cor:entryHeaderDetailXbrlReportingDateSelector
279,5,A,,cor:Entry Header Detail XBRL Summary Operator,,0..1,,The operator applied to the amount or quantity when it is rolled up to a summary reporting element.,cor,cor:Detail_ XBRL,CO11a_LK03_07,/CO17a/CO16a/CO14a/CO11a/CO11a_LK03_07,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.cor:Detail_ XBRL.lnk:Entry Detail XBRL Summary Operator,CorcEnts.CornHedr.CornDetl.CordXbrl.LnkeDetlXbrlSummOprr,,,cor:entryHeaderDetailXbrlSummaryOperator,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/cor:entryHeaderDetailXbrl/cor:entryHeaderDetailXbrlSummaryOperator
280,5,A,,cor:Entry Header Detail XBRL Summary Unit Numerator,,1..1,,This holds the list of measure information for unit numerator. The value must be a list of QName. Each QName must be resolved to be measure information such as iso4217:usd.,cor,cor:Detail_ XBRL,CO11a_LK03_08,/CO17a/CO16a/CO14a/CO11a/CO11a_LK03_08,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.cor:Detail_ XBRL.lnk:Entry Detail XBRL Summary Unit Numerator,CorcEnts.CornHedr.CornDetl.CordXbrl.LnkeDetlXbrlSummUntNumr,集約ユニット分子,集約のユニットの分子の測定情報のリスト。QNameのリストでなければならない。QNameはiso4217:usdのような、解決される測定情報でなければならない。,cor:entryHeaderDetailXbrlSummaryUnitNumerator,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/cor:entryHeaderDetailXbrl/cor:entryHeaderDetailXbrlSummaryUnitNumerator
281,5,A,,cor:Entry Header Detail XBRL Summary Unit Denominator,,0..1,,This holds the list of measure information for unit denominator. The value must be a list of QName. Each QName must be resolved to be measure information such as iso4217:usd.,cor,cor:Detail_ XBRL,CO11a_LK03_09,/CO17a/CO16a/CO14a/CO11a/CO11a_LK03_09,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.cor:Detail_ XBRL.lnk:Entry Detail XBRL Summary Unit Denominator,CorcEnts.CornHedr.CornDetl.CordXbrl.LnkeDetlXbrlSummUntDenm,集約ユニット分母,集約のユニットの分母の測定情報のリスト。QNameのリストでなければならない。QNameはiso4217:usdのような、解決される測定情報でなければならない。,cor:entryHeaderDetailXbrlSummaryUnitDenominator,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/cor:entryHeaderDetailXbrl/cor:entryHeaderDetailXbrlSummaryUnitDenominator
282,5,A,,cor:Entry Header Detail XBRL Summary Reporting Taxonomy ID Reference,,0..1,,"Reference to the ID of the relevant target reporting taxonomy, defined in the [summaryReportingTaxonomies] class at [documentInfo] level. Allows consuming applications to identify sets of [xbrlInfo] classs that point to a specific taxonomy.",cor,cor:Detail_ XBRL,CO11a_LK03_10,/CO17a/CO16a/CO14a/CO11a/CO11a_LK03_10,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.cor:Detail_ XBRL.lnk:Entry Detail XBRL Summary Reporting Taxonomy ID Reference,CorcEnts.CornHedr.CornDetl.CordXbrl.LnkeDetlXbrlSummReprTaxnIdRefr,集約報告タクソノミ識別子参照情報,関連する報告タクソノミの識別子への参照情報。documentInfo内のsummaryReportingTaxonomiesクラスで定義される。特定のタクソノミを示すxbrlInfoクラスの集合を、アプリケーションが識別できるようにする。,cor:entryHeaderDetailXbrlSummaryReportingTaxonomyIdReference,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/cor:entryHeaderDetailXbrl/cor:entryHeaderDetailXbrlSummaryReportingTaxonomyIdReference
283,4,C,,bus:Entry Header Detail Measurable,,0..*,,"Parent for information regarding measurable items applied at the transaction detail (line) level. Primary area used for holding performance measures. Based on needs for tracking inventory transactional detail, but suitable for anything assigned to an ""account"", ""reporting bucket"" or ""code"". Can be used to track any movements.",bus,bus:Detail_ Measurable,BU21a,/CO17a/CO16a/CO14a/BU21a,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.bus:Detail_ Measurable,CorcEnts.CornHedr.CornDetl.BusdMesr,【行計測可能物情報】,明細行に関係付けられた、計測可能物の情報の親タグ。おもにパフォーマンス測定のために使用される。在庫移動の詳細の追跡の必要性に基づき、「科目」、「報告バケット」、「コード」に関係付けられるあらゆるものに適する。あらゆる活動を追跡するために使用可能。,bus:entryHeaderDetailMeasurable,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/bus:entryHeaderDetailMeasurable
284,5,A,PK,bus:Entry Header Detail Measurable Code,,0..1,,"Code for measurable item including BP - Business process, FA - Fixed asset/Capitalized item, IN - Inventory, KPI - Metric, NT - Intangible, SP - Supplies, SV-P - Service by employee, vendor or contractor, SV-M - Service by equipment/machinery, OT - Other",bus,bus:Detail_ Measurable,BU21a_01,/CO17a/CO16a/CO14a/BU21a/BU21a_01,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.bus:Detail_ Measurable.bus:Entry Detail Measurable Code,CorcEnts.CornHedr.CornDetl.BusdMesr.BusnDetlMesrCod,計測可能物コード,"計測可能物のコード。ビジネスプロセス、固定資産/資産化項目、在庫、測定基準、無形資産、貯蔵品、従業員/提供元/請負者によるサービス、装置/機械によるサービス、その他
[設定値のリスト]
(BP：ビジネスプロセス)、(FA：固定資産/資産化項目)、(IN：在庫)、(KPI：測定基準)、(NT：無形資産)、(SP：貯蔵品)、(SV-P：従業員/提供元/請負者によるサービス)、(SV-M：装置/機械によるサービス)、(OT：その他)",bus:entryHeaderDetailMeasurableCode,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/bus:entryHeaderDetailMeasurable/bus:entryHeaderDetailMeasurableCode
285,5,A,,bus:Entry Header Detail Measurable Code Description,,0..1,,Free format description of the measurable code,bus,bus:Detail_ Measurable,BU21a_02,/CO17a/CO16a/CO14a/BU21a/BU21a_02,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.bus:Detail_ Measurable.bus:Entry Detail Measurable Code Description,CorcEnts.CornHedr.CornDetl.BusdMesr.BusnDetlMesrCodDesc,計測可能物コード説明,計測可能物のコードの説明。,bus:entryHeaderDetailMeasurableCodeDescription,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/bus:entryHeaderDetailMeasurable/bus:entryHeaderDetailMeasurableCodeDescription
286,5,A,,bus:Entry Header Detail Measurable Category,,0..1,,Category of the measurable,bus,bus:Detail_ Measurable,BU21a_03,/CO17a/CO16a/CO14a/BU21a/BU21a_03,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.bus:Detail_ Measurable.bus:Entry Detail Measurable Category,CorcEnts.CornHedr.CornDetl.BusdMesr.BusnDetlMesrCatg,計測可能物カテゴリ,計測可能物のカテゴリ。,bus:entryHeaderDetailMeasurableCategory,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/bus:entryHeaderDetailMeasurable/bus:entryHeaderDetailMeasurableCategory
287,5,A,,bus:Entry Header Detail Measurable Identification,,0..1,,Internal inventory part or SKU number or other code identifier for the measurable.,bus,bus:Detail_ Measurable,BU21a_04,/CO17a/CO16a/CO14a/BU21a/BU21a_04,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.bus:Detail_ Measurable.bus:Entry Detail Measurable Identification,CorcEnts.CornHedr.CornDetl.BusdMesr.BusnDetlMesrIdnn,計測可能物識別子,計測可能物の社内在庫部分またはSKU番号またはその他のコード識別子。,bus:entryHeaderDetailMeasurableIdentification,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/bus:entryHeaderDetailMeasurable/bus:entryHeaderDetailMeasurableIdentification
288,5,A,,bus:Entry Header Detail Measurable Schema for Identification,,0..1,,URI or other identifier for schema with which measurable ID can be validated,bus,bus:Detail_ Measurable,BU21a_05,/CO17a/CO16a/CO14a/BU21a/BU21a_05,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.bus:Detail_ Measurable.bus:Entry Detail Measurable Schema for Identification,CorcEnts.CornHedr.CornDetl.BusdMesr.BusnDetlMesrScheIdnn,計測可能物識別子スキーマ,計測可能物のIDを検証するスキーマの、URIまたはその他の識別子。,bus:entryHeaderDetailMeasurableSchemaForIdentification,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/bus:entryHeaderDetailMeasurable/bus:entryHeaderDetailMeasurableSchemaForIdentification
289,5,A,,bus:Entry Header Detail Measurable Secondary Code,,0..1,,Second identifier (such as vendor's item number),bus,bus:Detail_ Measurable,BU21a_06,/CO17a/CO16a/CO14a/BU21a/BU21a_06,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.bus:Detail_ Measurable.bus:Entry Detail Measurable Secondary Code,CorcEnts.CornHedr.CornDetl.BusdMesr.BusnDetlMesrSecnCod,計測可能物第二識別子,第二識別子。（例えば、ベンダーでの品目番号）。,bus:entryHeaderDetailMeasurableSecondaryCode,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/bus:entryHeaderDetailMeasurable/bus:entryHeaderDetailMeasurableSecondaryCode
290,5,A,,bus:Entry Header Detail Measurable Schema for Secondary Identification,,0..1,,URI or other identifier for schema with which measurable ID Other can be validated,bus,bus:Detail_ Measurable,BU21a_07,/CO17a/CO16a/CO14a/BU21a/BU21a_07,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.bus:Detail_ Measurable.bus:Entry Detail Measurable Schema for Secondary Identification,CorcEnts.CornHedr.CornDetl.BusdMesr.BusnDetlMesrScheSecnIdnn,計測可能物第二識別子スキーマ,計測可能物の第二IDを検証するスキーマの、URIまたはその他の識別子。,bus:entryHeaderDetailMeasurableSchemaForSecondaryIdentification,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/bus:entryHeaderDetailMeasurable/bus:entryHeaderDetailMeasurableSchemaForSecondaryIdentification
291,5,A,,bus:Entry Header Detail Measurable Description,,0..1,,Text description of measurable (e.g. inventory item or other identifier),bus,bus:Detail_ Measurable,BU21a_08,/CO17a/CO16a/CO14a/BU21a/BU21a_08,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.bus:Detail_ Measurable.bus:Entry Detail Measurable Description,CorcEnts.CornHedr.CornDetl.BusdMesr.BusnDetlMesrDesc,計測可能物説明,計測可能物の説明。（たとえば、在庫やその他の識別子）,bus:entryHeaderDetailMeasurableDescription,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/bus:entryHeaderDetailMeasurable/bus:entryHeaderDetailMeasurableDescription
292,5,A,,bus:Entry Header Detail Measurable Quantity,,0..1,,"Number of units in this transaction; for non-monetary calculations; can be square footage, number of people, etc.",bus,bus:Detail_ Measurable,BU21a_09,/CO17a/CO16a/CO14a/BU21a/BU21a_09,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.bus:Detail_ Measurable.bus:Entry Detail Measurable Quantity,CorcEnts.CornHedr.CornDetl.BusdMesr.BusnDetlMesrQunt,数量,この取引における、単位数量。金額計算用ではない。平方フィート、人数など。,bus:entryHeaderDetailMeasurableQuantity,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/bus:entryHeaderDetailMeasurable/bus:entryHeaderDetailMeasurableQuantity
293,5,A,,bus:Entry Header Detail Measurable Qualifier,,0..1,,"Field that can represent grading, inspection codes, ratings and other qualifiers to properly capture PKI/Balanced Scorecard information",bus,bus:Detail_ Measurable,BU21a_10,/CO17a/CO16a/CO14a/BU21a/BU21a_10,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.bus:Detail_ Measurable.bus:Entry Detail Measurable Qualifier,CorcEnts.CornHedr.CornDetl.BusdMesr.BusnDetlMesrQulf,修飾子,PKI又はバランススコアカード情報を適正に把握するための、等級付け、検査コード、格付けその他の修飾子を示す。,bus:entryHeaderDetailMeasurableQualifier,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/bus:entryHeaderDetailMeasurable/bus:entryHeaderDetailMeasurableQualifier
294,5,A,,bus:Entry Header Detail Measurable Unit of Measure,,0..1,,"Description of unit: e.g. each, case, dozen, etc. ISO standard coding recommended.",bus,bus:Detail_ Measurable,BU21a_11,/CO17a/CO16a/CO14a/BU21a/BU21a_11,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.bus:Detail_ Measurable.bus:Entry Detail Measurable Unit of Measure,CorcEnts.CornHedr.CornDetl.BusdMesr.BusnDetlMesrUntMesr,計量単位,単位の説明。たとえば、個、箱、ダースなど。ISO標準のコードを推奨。,bus:entryHeaderDetailMeasurableUnitOfMeasure,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/bus:entryHeaderDetailMeasurable/bus:entryHeaderDetailMeasurableUnitOfMeasure
295,5,A,,bus:Entry Header Detail Measurable Per Unit Cost/Price,,0..1,,"Per unit price of the measurable. Although one might expect that measurableQuantity * measurableCostPerUnit = amount, this is not mandated except by external rules sets.",bus,bus:Detail_ Measurable,BU21a_12,/CO17a/CO16a/CO14a/BU21a/BU21a_12,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.bus:Detail_ Measurable.bus:Entry Detail Measurable Per Unit Cost/Price,CorcEnts.CornHedr.CornDetl.BusdMesr.BusnDetlMesrPerUntCost,単価,"計測可能物の単価。
measurableQuantity * measurableCostPerUnit = amountであることを期待するかもしれないが、外部規則がなければ必須ではない。",bus:entryHeaderDetailMeasurablePerUnitCost/Price,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/bus:entryHeaderDetailMeasurable/bus:entryHeaderDetailMeasurablePerUnitCost/Price
296,5,A,,bus:Entry Header Detail Measurable Start Time,,0..1,,Start time of the duration being measured,bus,bus:Detail_ Measurable,BU21a_13,/CO17a/CO16a/CO14a/BU21a/BU21a_13,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.bus:Detail_ Measurable.bus:Entry Detail Measurable Start Time,CorcEnts.CornHedr.CornDetl.BusdMesr.BusnDetlMesrStarTim,開始日時,計量期間の開始時刻。,bus:entryHeaderDetailMeasurableStartTime,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/bus:entryHeaderDetailMeasurable/bus:entryHeaderDetailMeasurableStartTime
297,5,A,,bus:Entry Header Detail Measurable End Time,,0..1,,End time of the duration being measured,bus,bus:Detail_ Measurable,BU21a_14,/CO17a/CO16a/CO14a/BU21a/BU21a_14,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.bus:Detail_ Measurable.bus:Entry Detail Measurable End Time,CorcEnts.CornHedr.CornDetl.BusdMesr.BusnDetlMesrEndTim,終了日時,計量期間の終了時刻。,bus:entryHeaderDetailMeasurableEndTime,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/bus:entryHeaderDetailMeasurable/bus:entryHeaderDetailMeasurableEndTime
298,5,A,,bus:Entry Header Detail Measurable Active,,0..1,,"Boolean to indicate whether the measurable is active (=""true"") or inactive (=""false"")",bus,bus:Detail_ Measurable,BU21a_15,/CO17a/CO16a/CO14a/BU21a/BU21a_15,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.bus:Detail_ Measurable.bus:Entry Detail Measurable Active,CorcEnts.CornHedr.CornDetl.BusdMesr.BusnDetlMesrActv,計測可能物有効性,計測可能物が有効か無効かを示すブール値。,bus:entryHeaderDetailMeasurableActive,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/bus:entryHeaderDetailMeasurable/bus:entryHeaderDetailMeasurableActive
299,4,C,,bus:Entry Header Detail Job,,0..*,,"Class for holding job related information applied at the transaction detail (line) level, separate from jobs represented in account identifier. Would probably only have one jobinfo class for each entry line, but there may be a need to express more than one.",bus,bus:Detail_ Job,BU23a,/CO17a/CO16a/CO14a/BU23a,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.bus:Detail_ Job,CorcEnts.CornHedr.CornDetl.BusdJob,【行ジョブ情報】,科目識別子で表現されるジョブとは別の、ジョブに関係する情報のクラス。個々の明細行に対してひとつだけ存在すると思われるが、複数必要かもしれない。,bus:entryHeaderDetailJob,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/bus:entryHeaderDetailJob
300,5,A,PK,bus:Entry Header Detail Job ID,,0..1,,"Associated job number or code. This could be built into the account, but many systems maintain a separate job coding system. Use primarily if job identification is a separate system, and not considered part of the chart of accounts.",bus,bus:Detail_ Job,BU23a_UK02_01,/CO17a/CO16a/CO14a/BU23a/BU23a_UK02_01,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.bus:Detail_ Job.usk:Entry Detail Job ID,CorcEnts.CornHedr.CornDetl.BusdJob.UskyDetlJobId,ジョブ識別子,関連するジョブ番号かジョブコード。 科目に組み込めるかもしれないが、多くのシステムでは独立したジョブコードシステムを持っている。おもに、ジョブの識別が別システムであり、科目体系に含まれないときに使用される。,bus:entryHeaderDetailJobId,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/bus:entryHeaderDetailJob/bus:entryHeaderDetailJobId
301,5,A,,bus:Entry Header Detail Job Description,,0..1,,Description of job,bus,bus:Detail_ Job,BU23a_UK02_02,/CO17a/CO16a/CO14a/BU23a/BU23a_UK02_02,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.bus:Detail_ Job.usk:Entry Detail Job Description,CorcEnts.CornHedr.CornDetl.BusdJob.UskyDetlJobDesc,ジョブ説明,ジョブの説明。,bus:entryHeaderDetailJobDescription,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/bus:entryHeaderDetailJob/bus:entryHeaderDetailJobDescription
302,5,A,,bus:Entry Header Detail Job Phase,,0..1,,"Job code, phase, activity. Allows greater granularity than a simple job number. Although the core only reaches down from job to phases, this can be customized to extend down to cost codes.",bus,bus:Detail_ Job,BU23a_UK02_03,/CO17a/CO16a/CO14a/BU23a/BU23a_UK02_03,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.bus:Detail_ Job.usk:Entry Detail Job Phase,CorcEnts.CornHedr.CornDetl.BusdJob.UskyDetlJobPhas,ジョブフェーズ,ジョブコード、フェーズ、活動。 簡単なジョブ番号より詳細な定義が可能。基本的には、ジョブからフェーズを導くのみだが、コストコードにまでいたるように拡張可能。,bus:entryHeaderDetailJobPhase,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/bus:entryHeaderDetailJob/bus:entryHeaderDetailJobPhase
303,5,A,,bus:Entry Header Detail Job Phase Description,,0..1,,"Description of Job code, phase, activity",bus,bus:Detail_ Job,BU23a_UK02_04,/CO17a/CO16a/CO14a/BU23a/BU23a_UK02_04,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.bus:Detail_ Job.usk:Entry Detail Job Phase Description,CorcEnts.CornHedr.CornDetl.BusdJob.UskyDetlJobPhasDesc,ジョブフェーズ説明,ジョブコード、フェーズ、活動の説明。,bus:entryHeaderDetailJobPhaseDescription,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/bus:entryHeaderDetailJob/bus:entryHeaderDetailJobPhaseDescription
304,5,A,,bus:Entry Header Detail Job Active,,0..1,,"Boolean to indicate whether the job is active (=""true"") or inactive (=""false"")",bus,bus:Detail_ Job,BU23a_UK02_05,/CO17a/CO16a/CO14a/BU23a/BU23a_UK02_05,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.bus:Detail_ Job.usk:Entry Detail Job Active,CorcEnts.CornHedr.CornDetl.BusdJob.UskyDetlJobActv,ジョブ有効性,ジョブが有効か無効かを示すブール値。,bus:entryHeaderDetailJobActive,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/bus:entryHeaderDetailJob/bus:entryHeaderDetailJobActive
305,4,C,,bus:Entry Header Detail Depreciation Mortgage,,0..*,,"Parent for information related to depreciation, mortgages, etc.　applied at the transaction detail (line) level.",bus,bus:Detail_ Depreciation Mortgage,BU25a,/CO17a/CO16a/CO14a/BU25a,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.bus:Detail_ Depreciation Mortgage,CorcEnts.CornHedr.CornDetl.BusdDeprMort,【行減価償却/抵当債務情報】,減価償却、抵当債務等に関連する情報の親タグ。,bus:entryHeaderDetailDepreciationMortgage,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/bus:entryHeaderDetailDepreciationMortgage
306,5,A,,bus:Entry Header Detail Depreciation Mortgage Jurisdiction,,0..1,,"Jurisdiction (e.g. federal, state, local): e.g. US Federal, Province of Québec, other identifier. Enumerated as: F, federal, S, state, L, local, other.",bus,bus:Detail_ Depreciation Mortgage,BU25a_01,/CO17a/CO16a/CO14a/BU25a/BU25a_01,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.bus:Detail_ Depreciation Mortgage.bus:Entry Detail Depreciation Mortgage Jurisdiction,CorcEnts.CornHedr.CornDetl.BusdDeprMort.BusnDetlDeprMortJurs,抵当債務管轄,"管轄地区。（連邦、州、ローカル、等）。たとえば、米国連邦政府、ケベック州、その他の識別子。
[設定値のリスト]
(F)、(federal：連邦)、(S)、(state：州)、(L)、(local：地域)、(other：その他)",bus:entryHeaderDetailDepreciationMortgageJurisdiction,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/bus:entryHeaderDetailDepreciationMortgage/bus:entryHeaderDetailDepreciationMortgageJurisdiction
307,5,A,,bus:Entry Header Detail Depreciation Mortgage Method,,0..1,,"Type of depreciation method: used for information about the loan percentage for loan or the depreciation method. This is used for informational purposes only. Examples of entries are ""20%"", ""5 year DDB"" (Double Declining Balance).",bus,bus:Detail_ Depreciation Mortgage,BU25a_02,/CO17a/CO16a/CO14a/BU25a/BU25a_02,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.bus:Detail_ Depreciation Mortgage.bus:Entry Detail Depreciation Mortgage Method,CorcEnts.CornHedr.CornDetl.BusdDeprMort.BusnDetlDeprMortMeth,減価償却方法,減価償却方法のタイプ。ローンのパーセンテージや減価償却方法に関する情報を含む。単なる情報提供を目的とする。たとえば、20%、5年、DDB(倍額定率)。,bus:entryHeaderDetailDepreciationMortgageMethod,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/bus:entryHeaderDetailDepreciationMortgage/bus:entryHeaderDetailDepreciationMortgageMethod
308,5,A,,bus:Entry Header Detail Depreciation Mortgage Life,,0..1,,Length of life in number of periods.,bus,bus:Detail_ Depreciation Mortgage,BU25a_03,/CO17a/CO16a/CO14a/BU25a/BU25a_03,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.bus:Detail_ Depreciation Mortgage.bus:Entry Detail Depreciation Mortgage Life,CorcEnts.CornHedr.CornDetl.BusdDeprMort.BusnDetlDeprMortLif,抵当債務期間,存在する期間数。,bus:entryHeaderDetailDepreciationMortgageLife,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/bus:entryHeaderDetailDepreciationMortgage/bus:entryHeaderDetailDepreciationMortgageLife
309,5,A,,bus:Entry Header Detail Depreciation Mortgage Description,,0..1,,"Description of each item related to depreciation, mortgage, loan, credit facility, etc.",bus,bus:Detail_ Depreciation Mortgage,BU25a_04,/CO17a/CO16a/CO14a/BU25a/BU25a_04,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.bus:Detail_ Depreciation Mortgage.bus:Entry Detail Depreciation Mortgage Description,CorcEnts.CornHedr.CornDetl.BusdDeprMort.BusnDetlDeprMortDesc,債務説明,減価償却や債権債務、ローン、信用供与等に関する項目の説明。,bus:entryHeaderDetailDepreciationMortgageDescription,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/bus:entryHeaderDetailDepreciationMortgage/bus:entryHeaderDetailDepreciationMortgageDescription
310,5,A,,bus:Entry Header Detail Depreciation Mortgage Start Date,,0..1,,"Start of the applicable period of each item related to depreciation, mortgage, loan, credit facility, etc.",bus,bus:Detail_ Depreciation Mortgage,BU25a_05,/CO17a/CO16a/CO14a/BU25a/BU25a_05,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.bus:Detail_ Depreciation Mortgage.bus:Entry Detail Depreciation Mortgage Start Date,CorcEnts.CornHedr.CornDetl.BusdDeprMort.BusnDetlDeprMortStarDat,開始日付,減価償却や債権債務、ローン、信用供与等に関する項目の、適用期間の開始日。,bus:entryHeaderDetailDepreciationMortgageStartDate,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/bus:entryHeaderDetailDepreciationMortgage/bus:entryHeaderDetailDepreciationMortgageStartDate
311,5,A,,bus:Entry Header Detail Depreciation Mortgage End Date,,0..1,,"End of the applicable period of each item related to depreciation, mortgage, loan, credit facility, etc.",bus,bus:Detail_ Depreciation Mortgage,BU25a_06,/CO17a/CO16a/CO14a/BU25a/BU25a_06,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.bus:Detail_ Depreciation Mortgage.bus:Entry Detail Depreciation Mortgage End Date,CorcEnts.CornHedr.CornDetl.BusdDeprMort.BusnDetlDeprMortEndDat,終了日付,減価償却や債権債務、ローン、信用供与等に関する項目の、適用期間の終了日。,bus:entryHeaderDetailDepreciationMortgageEndDate,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/bus:entryHeaderDetailDepreciationMortgage/bus:entryHeaderDetailDepreciationMortgageEndDate
312,5,A,,bus:Entry Header Detail Depreciation Mortgage Amount,,0..1,,"Amount of a cost or fee charged for a mortgage, loan, credit facility, etc.",bus,bus:Detail_ Depreciation Mortgage,BU25a_07,/CO17a/CO16a/CO14a/BU25a/BU25a_07,$.cor:Accounting Entries.cor:Entry_ Header.cor:Entry_ Detail.bus:Detail_ Depreciation Mortgage.bus:Entry Detail Depreciation Mortgage Amount,CorcEnts.CornHedr.CornDetl.BusdDeprMort.BusnDetlDeprMortAmnt,手数料,減価償却や債権債務、ローン、信用供与等で請求されるコストや手数料。,bus:entryHeaderDetailDepreciationMortgageAmount,/cor:accountingEntries/cor:entryHeader/cor:entryHeaderDetail/bus:entryHeaderDetailDepreciationMortgage/bus:entryHeaderDetailDepreciationMortgageAmount
