sequence,level,property_type,identifier,class_term,property_term,representation_term,associated_class,multiplicity,definition,module,element,label_local,definition_local,id
555,2,Attribute,,cor:Entry_ Header,bus:Posting Code,String,,0..1,"Code for posting to period, e.g., period 1-13, based on codes in an accounting period file. We do not recommend that software vendors export here, but suggest providing period end numbers for the buckets. Possibilities W1 through W53, M1 through M13, Q1-Q4. Developers and others creating output files are encouraged to supply an actual end date.",cor,bus:postingCode,転記コード,転記の期間を表すコード。例えば、会計期間ファイルのコードにもとづく期間１～１３。ソフトウエアベンダーが、この値をエクスポートすることは推奨しない。期間の最終番号を提供することを勧める。可能な値としては、W1からW53、M1からM13、Q1からQ4など。開発者や出力ファイルの作成者には、実際の終了日付を提供することを勧める。,CO16_BU32_08
556,2,Attribute,,cor:Entry_ Header,bus:Number of Entries,Integer,,0..1,The total number of entries.,cor,bus:numberOfEntries,仕訳総数,仕訳の総数。,CO16_BU32_09
557,2,Attribute,,cor:Entry_ Header,cor:Comment,String,,0..1,Comment of the entry,cor,cor:comment,仕訳摘要,仕訳の摘要,CO16_CO32_10
558,2,Attribute,,cor:Entry_ Header,cor:Source Journal,Token,,0..1,"Source journal. The code of the journal in which the entry is processed. The code must be a unique indication for a journal and is selected from the following enumerated list:

cd      cash disbursements (sending cheques to vendors)
cr      cash receipts (receiving cheques from others)
fa      fixed assets
gi      giro/other bank adjustments
gj      general journal
im      inventory management
jc      job cost
pj      purchase journal (liabilities from purchases)
pl      payroll journal
sj      sales journal
se      standard entries
ud      user defined
ot      other sources of entries",cor,cor:sourceJournal,元仕訳帳種別,"元仕訳帳。仕訳が処理される仕訳帳のコード。コードは仕訳帳に一意な指標であり、以下から選択する。
出金(仕入先への小切手送付)、入金(他者からの小切手受領)、固定資産、振替、一般仕訳帳、在庫管理、個別原価、仕入帳(仕入による負債)、賃金台帳、売上台帳、通常仕訳、ユーザ定義、その他
[設定値のリスト]
(cd：出金)、(cr：入金)、(fa：固定資産)、(gi：振替)、(gj：一般仕訳帳)、(im：在庫管理)、(jc：個別原価)、(pj：仕入帳)、(pl：賃金台帳)、(sj：売上台帳)、(se：通常仕訳)、(ud：ユーザ定義)、(ot：その他)",CO16_CO32_11
559,2,Attribute,,cor:Entry_ Header,bus:Journal Description,String,,0..1,"Source journal (full description of general journal, payroll journal, accountant entries). A more easily readable journal indication. The most common journals are: Purchases, Sales, Cash, and General Journal.",cor,bus:journalDescription,元仕訳帳説明,元仕訳帳(一般仕訳、給与台帳、会計事務所入力の完全な説明)。 よりわかりやすい仕訳帳の指標。 最も一般的な仕訳帳は、次の通り。 仕入、売上、現金、一般仕訳。,CO16_BU32_12
560,2,Attribute,,cor:Entry_ Header,bus:Entry Origin,String,,0..1,"Origin of entry: accrual, manual entry, imported entry, exchange gain or loss",cor,bus:entryOrigin,仕訳起源,仕訳の起源。発生、手入力、インポート入力、為替換算による損益。,CO16_BU32_13
561,2,Attribute,,cor:Entry_ Header,cor:Entry ID,String,,0..1,Identifier within source journal,cor,cor:entryId,仕訳識別子,元仕訳帳中の識別子。,CO16_CO32_14
562,2,Attribute,,cor:Entry_ Header,cor:Entry Description,String,,0..1,Description of entry described by this entry header (e.g. Opening Balance),cor,cor:entryDescription,仕訳説明,このエントリヘッダーによって説明された仕訳の説明(例えば、期首残高),CO16_CO32_15
563,2,Attribute,,cor:Entry_ Header,cor:Entry Qualifier,Token,,0..1,"Entry Qualifier - An enumerated field that qualifies the type of entry, specifically useful for general ledger and trial balance environments when it is important to state the values represented are summarized as of the reporting date - opening or closing balances. In accounting systems, this is often known as BBF (balance brought forward.) Permitted values are: standard, balance-brought-forward and other.",cor,cor:entryQualifier,仕訳修飾子,"仕訳の修飾子。総勘定元帳や試算表で、開始残高や決算残高のように、記された値が報告日で集約されていることを明示することが重要なときに有用な、仕訳の種別を修飾するもの。会計システムにおいて、BBF（繰越残高）として知られるもの。指定可能な値は以下。標準、繰越残高、その他
[設定値のリスト]
(standard：標準)、(balance-brought-forward：繰越残高)、(other：その他)",CO16_CO32_16
564,2,Attribute,,cor:Entry_ Header,cor:Entry Qualifier Description,String,,0..1,Free format description of the entry qualifier,cor,cor:entryQualifierDescription,仕訳修飾子説明,仕訳の修飾子の説明。,CO16_CO32_17
565,2,Attribute,,cor:Entry_ Header,bus:Batch ID for Entry Group,String,,0..1,ID for a batch for this group of entries,cor,bus:batchIdForEntryGroup,仕訳グループ識別子,この仕訳の集合に付ける、束の識別子。,CO16_BU32_18
566,2,Attribute,,cor:Entry_ Header,bus:Batch Description,String,,0..1,Description of this batch,cor,bus:batchDescription,仕訳グループ説明,この仕訳の束の説明。,CO16_BU32_19
567,2,Attribute,,cor:Entry_ Header,bus:Total Debits,Monetary,,0..1,The total of all debit amounts.,cor,bus:totalDebits,借方合計,借方金額の合計値。,CO16_BU32_20
568,2,Attribute,,cor:Entry_ Header,bus:Total Credits,Monetary,,0..1,The total of all credit amounts.,cor,bus:totalCredits,貸方合計,貸方金額の合計値。,CO16_BU32_21
569,2,Attribute,,cor:Entry_ Header,cor:Type of Difference Between Book and Tax,Token,,0..1,"Enumerated field with possible values of permanent, temporary or none indicating the type of difference between book and tax accounting methods. Omission of this field is equivalent to ""none""",cor,cor:typeOfDifferenceBetweenBookAndTax,帳簿価税務簿価差異種別,"帳簿と税務会計処理方法との差異の種別を示す値。永久か一時的かまたは無し。値の省略時は「無し」と同じ。
[設定値のリスト]
(permanent：永久)、(temporary：一時的)、(none：無し)",CO16_CO32_22
570,2,Attribute,,cor:Entry_ Header,bus:Elimination Code,String,,0..1,Informs destination ledger this is an intracompany entry which eliminates in consolidation,cor,bus:eliminationCode,相殺消去コード,連結決算時に消去される連結会社間仕訳であることを、受取側の元帳に通知する。,CO16_BU32_23
571,2,Attribute,,cor:Entry_ Header,bus:Budget Scenario Period Start,Date Time,,0..1,Start of period covered by associated budgetScenario,cor,bus:budgetScenarioPeriodStart,予算シナリオ期間開始日付,関係付けられたbudgetScenarioがカバーする期間の開始日。,CO16_BU32_24
572,2,Attribute,,cor:Entry_ Header,bus:Budget Scenario Period End,Date Time,,0..1,End of period covered by associated budgetScenario,cor,bus:budgetScenarioPeriodEnd,予算シナリオ期間終了日付,関係付けられたbudgetScenarioがカバーする期間の終了日。,CO16_BU32_25
573,2,Attribute,,cor:Entry_ Header,bus:Scenario Description,String,,0..1,Text related to budgetScenario,cor,bus:scenarioDescription,シナリオ説明,budgetScenarioに関する記述。,CO16_BU32_26
574,2,Attribute,,cor:Entry_ Header,bus:Scenario Code,String,,0..1,"Code for a budget scenario identifier (such as PB for 'preliminary budget', or RB for 'revised budget', or other identifier for entryType)",cor,bus:scenarioCode,シナリオコード,予算シナリオの識別コード。例えば、「PB」（予備予算）、「RB」（補正予算）、または他の仕訳種別の識別子。,CO16_BU32_27
575,2,Attribute,,cor:Entry_ Header,bus:Budget Allocation Code,Token,,0..1,"Code associated with the calculation formula: e.g. (D)ivide by number of periods, (T)otal for period given",cor,bus:budgetAllocationCode,予算配分コード,"計算式に関係付けられたコード。例えば、期間数での分割、与えられた期間の合計
[設定値のリスト]
(D：期間数での分割)、(T：与えられた期間の合計)",CO16_BU32_28
576,2,Attribute,,cor:Entry_ Header,"usk:ID for Reversing, Standard or Master Entry",String,,0..1,"For standard, reversing, master, cancelling or other entries an ID associated with those entries.",cor,usk:idForReversingStandardOrMasterEntry,反対/通常/マスタ仕訳識別子,通常、反対、マスタ、取消または他の仕訳のための、それらの仕訳を関連付けるID。,CO16_UK03_29
577,2,Attribute,,cor:Entry_ Header,usk:Recurring Standard Description,String,,0..1,Description to accompany standard or recurring ID,cor,usk:recurringStandardDescription,反復通常仕訳説明,通常仕訳または反復仕訳のIDの説明。,CO16_UK03_30
578,2,Attribute,,cor:Entry_ Header,usk:Frequency Interval,Decimal,,0..1,"For standard or recurring journals, how often entry may be made: every frequencyInterval frequencyUnit, such as every 7 (interval) days (unit) or every 1 (interval) quarter (unit). This field represents the interval.",cor,usk:frequencyInterval,頻度間隔,通常または反復仕訳において、仕訳が記入される頻度。frequencyInterval、frequencyUnitごと、たとえば7(interval)日(unit)ごと、1(interval)四半期(unit)ごとなどにおける、intervalを示す。,CO16_UK03_31
579,2,Attribute,,cor:Entry_ Header,usk:Frequency Unit,String,,0..1,"For standard or recurring journals, how often entry may be made: every frequencyInterval frequencyUnit, such as every 7 (interval) days (unit) or every 1 (interval) quarter (unit). This field represents the unit.",cor,usk:frequencyUnit,頻度単位,通常または反復仕訳において、仕訳が記入される頻度。frequencyInterval、frequencyUnitごと、たとえば7(interval)日(unit)ごと、1(interval)四半期(unit)ごとなどにおける、unitを示す。,CO16_UK03_32
580,2,Attribute,,cor:Entry_ Header,usk:Repetitions Remaining,Integer,,0..1,Number of times that the recurring entry will repeat,cor,usk:repetitionsRemaining,反復残回数,反復仕訳の繰り返し予定数。,CO16_UK03_33
581,2,Attribute,,cor:Entry_ Header,usk:Next Date Repeat,Date Time,,0..1,Date next repeated or standard posted,cor,usk:nextDateRepeat,次回反復日付,次回の反復あるいは通常の転記日。,CO16_UK03_34
582,2,Attribute,,cor:Entry_ Header,usk:Last Date Repeat,Date Time,,0..1,Date last repeated or standard posted,cor,usk:lastDateRepeat,前回反復日付,前回の反復あるいは通常の転記日。,CO16_UK03_35
583,2,Attribute,,cor:Entry_ Header,usk:End Date of Repeating Entry,Date Time,,0..1,"For standard or recurring journals, stop date/time for repetitive entry.",cor,usk:endDateOfRepeatingEntry,反復仕訳終了日付,通常仕訳または反復仕訳のための、反復入力の終了日付/時刻。,CO16_UK03_36
584,2,Attribute,,cor:Entry_ Header,usk:Reverse,Boolean,,0..1,Should entry be reversed?,cor,usk:reverse,反対仕訳要否,仕訳が取り消されるべきか。,CO16_UK03_37
585,2,Attribute,,cor:Entry_ Header,usk:Reversing Date,Date Time,,0..1,Date this entry should be reversed,cor,usk:reversingDate,反対仕訳日付,この仕訳が取り消されるべき日付。,CO16_UK03_38
586,2,Composition,,cor:Entry_ Header,,,cor:Entry_ Detail,0..*,Parent for entry detail,cor,cor:entryDetail,【仕訳明細】,仕訳明細の親タグ。,CO16_CO03_39
181,1,Class,,cor:Parent Subaccount,,,,0..*,Class for showing the detail necessary to roll up from one segment (type of subaccount) to another.,cor,cor:parentSubaccount,【親補助勘定科目情報】,あるセグメント（補助勘定の種別）から別のセグメントへ集約（ロールアップ）するために必要な詳細を表すクラス。,CO07
182,2,Attribute,PK,cor:Parent Subaccount,cor:Parent Code,String,,0..1,Subaccount NUMBER this subaccount rolls up to - see also subaccount type it rolls up to.,cor,cor:parentCode,親補助勘定科目コード,この小勘定科目のロールアップ先の小勘定科目の番号-ロールアップ先の小勘定科目の種別も参照。,CO07_01
183,2,Attribute,,cor:Parent Subaccount,cor:Parent Type,String,,0..1,The describer of the segment this subaccount rolls up to.,cor,cor:parentType,親補助勘定科目種別,この小勘定科目のロールアップ先のセグメントの説明。,CO07_02
184,2,Attribute,,cor:Parent Subaccount,cor:Parent Reporting Tree ID,String,,0..1,Used for representing descriptions of reporting trees.,cor,cor:parentReportingTreeId,親補助勘定レポーティングツリーID,レポーティングツリーの階層構造における親ノードを識別するために用いられる識別子。,CO07_03
185,2,Attribute,,cor:Parent Subaccount,cor:Parent Percentage,Pure,,0..1,"For partial allocations of amounts to different parents, the percentage of a child that will be allocated to a parent.",cor,cor:parentPercentage,親補助勘定科目配分パーセンテージ,異なる親科目に配分する場合に、親科目に割り当てるパーセンテージ。,CO07_04
146,1,Class,,cor:Party,,,,0..*,Class for the party,cor,cor:party,,,CO04
147,2,Attribute,PK,cor:Party,cor:Party ID,String,,0..1,ID Number of the party,cor,cor:partyId,,,CO04_01
148,2,Attribute,,cor:Party,cor:Party Name,String,,0..1,Name of the party,cor,cor:partyName,,,CO04_02
149,2,Attribute,,cor:Party,cor:Party Business Description,String,,0..1,Description of the nature of the business of the party.,cor,cor:partyBusinessDescription,業種説明,事業体の事業の種類についての説明。,CO04_03
150,2,Reference Association,,cor:Party,,,cor:Authority Registered Identifier,0..*,Class which contains various identifiers for the party.,cor,cor:authorityRegisteredIdentifier,【事業体識別子】,組織に関する様々な識別子を含むクラス。,CO04_04
151,2,Composition,,cor:Party,,,bus:Phone,0..*,Primary phone number of the party.,cor,bus:phone,【事業体電話番号】,事業体の主要電話番号情報。,CO04_BU16_05
152,2,Composition,,cor:Party,,,bus:Fax,0..*,Class for holding company fax information.,cor,bus:fax,【事業体FAX番号】,事業体のFAX番号情報のクラス。,CO04_BU16_06
153,2,Composition,,cor:Party,,,bus:Email,0..*,Class for holding company email information.,cor,bus:email,【事業体Eメールアドレス】,事業体のEメールアドレス情報のクラス。,CO04_BU16_07
154,2,Composition,,cor:Party,,,bus:Address,0..*,Address class for the party,cor,bus:address,【住所】,報告事業体の住所クラス。,CO04_BU16_08
155,2,Composition,,cor:Party,,,bus:Web Site,0..*,Primary web site of the party.,cor,bus:webSite,【事業体Webサイト】,事業体の代表ウェブサイト。,CO04_BU16_09
156,2,Composition,,cor:Party,,,bus:Contact,0..*,Information about contacts.,cor,bus:contact,【担当者情報】,担当者に関する情報。,CO04_BU16_10
176,1,Class,,cor:Subaccount,,,,0..*,Class to hold multiple accountSubIDs and Descriptions,cor,cor:subaccount,【補助勘定科目情報】,複数のaccountSubIDと説明文を含むクラス。,CO06
177,2,Attribute,PK,cor:Subaccount,cor:ID,String,,0..1,"Where the primary account was placed in accountMainID, the code used for each profit center, division, business unit, fund, program, branch, project, class, su-class or other modifier is placed here.",cor,cor:id,補助勘定科目コード,主勘定科目をaccountMainIDに指定したときに、各プロフィットセンタ、事業部、事業体、基金、プログラム、支店、プロジェクト、クラス、su-クラス又は他の修飾子に使用されるコードはここに指定する。,CO06_01
178,2,Attribute,,cor:Subaccount,cor:Description,String,,0..1,The description that accompanies accountSubID belongs here.,cor,cor:description,補助勘定科目説明,accountSubIDに関する説明。,CO06_02
179,2,Attribute,,cor:Subaccount,cor:Type,Token,,0..1,"Type of sub-account - profit center, division, business unit, fund, program, branch, project, class, su-class or other modifier is placed here. For example:: Accountability center: Business unit: Class:Department: Project: Fund: Program:Job: Profit center: Branch: Setup class: Division: Unit",cor,cor:type,補助勘定科目種別,小勘定科目の種別。プロフィットセンタ、事業部、事業体、基金、プログラム、支店、プロジェクト、クラス、su-クラス又は他の修飾子がここに配置される。 例えば、責任単位、事業単位、クラス、部、プロジェクト、基金、プログラム、ジョブ、プロフィットセンター、支店、セットアップクラス、部門、ユニット,CO06_03
180,2,Reference Association,,cor:Subaccount,,,cor:Parent Subaccount,0..1,Reference to the ID of the parent subaccount.,cor,cor:parentSubaccount,親補助勘定科目コード,,CO06_04
357,1,Class,,ehm:Detail_ Serial or Lot,,,,0..*,"Class for holding information about serial numbers or lots (batches) applied at the transaction detail (line) level. As a class, this permits multiple serial numbers or multiple lot number batches within a single gl-cor:measurable class.",ehm,ehm:detailSerialOrLot,【行シリアル番号・ロット情報】,シリアル番号やロット（バッチ）に関する情報を保持するクラス。単一の構造内に複数のシリアル番号やロット情報を保持可能。,EH02
359,2,Attribute,PK,ehm:Detail_ Serial or Lot,ehm:Code,Token,,0..1,"Is this item tracked by serial numbers or lot numbers? A serial number is usually a unique number assigned to a single; a lot or batch number is provided when a batch of items is fungible but must be differentiated from similar items from other batches. Enumerated indicator for serial or lot items. Enumeration are: serial, lot, other, neither. If not included within the class, neither is assumed.",ehm,ehm:code,シリアル・ロット識別コード,この項目はシリアル番号またはロット番号で管理されているか？シリアル番号は一意に付番されたもので、ロット番号は同一バッチの区別を目的に使用される。,EH02_01
360,2,Attribute,,ehm:Detail_ Serial or Lot,ehm:Description,String,,0..1,Free format description associated with gl-ehm:serialLotCode to provide specialization and especially to provide clarification for the enumerated value of other in serialLotCode. Examples might be “batch” or “group”.,ehm,ehm:description,シリアル・ロットの説明,gl-ehm:serialLotCode の「その他」の値のための自由記述の説明（例：バッチ、グループなど）。,EH02_02
361,2,Attribute,,ehm:Detail_ Serial or Lot,ehm:Number,String,,0..1,The holder for that actual serial number or lot (batch) number/code assigned to an item or a batch of items.,ehm,ehm:number,シリアル番号・ロット番号,対象アイテムやロットに割り当てられた実際の番号／コードを保持する。,EH02_03
362,2,Attribute,,ehm:Detail_ Serial or Lot,ehm:Next Number,String,,0..1,"A field for holding the next expected serial or lot number to be given to future assignments, or for chaining between already assigned items.",ehm,ehm:nextNumber,次のシリアル・ロット番号,今後割り当て予定の次のシリアル／ロット番号や、既に割り当てられたアイテムの連結に使用。,EH02_04
363,2,Attribute,,ehm:Detail_ Serial or Lot,ehm:Quantity,Decimal,,0..1,The quantity of units in this particular batch. Unit of measure is the gl-bus:measurableUnitofMeasure.,ehm,ehm:quantity,シリアル・ロットの数量,該当ロット内の単位数。単位は gl-bus:measurableUnitofMeasure に基づく。,EH02_05
364,2,Attribute,,ehm:Detail_ Serial or Lot,ehm:Original Quantity,Decimal,,0..1,The quantity of units in this batch on inception.,ehm,ehm:originalQuantity,シリアル・ロット元数量,このロットが生成された時点の元の数量。,EH02_06
365,2,Attribute,,ehm:Detail_ Serial or Lot,ehm:Remaining Quantity,Decimal,,0..1,The remaining quantity of units from the original batch; may be the same as the quantity in this batch or include other batches from the same original batch.,ehm,ehm:remainingQuantity,シリアル・ロット残数量,元ロットからの残りの数量。,EH02_07
366,2,Attribute,,ehm:Detail_ Serial or Lot,ehm:Origination,Date Time,,0..1,Date of manufacture or creation.,ehm,ehm:origination,シリアル・ロット生成日,製造日または作成日。,EH02_08
367,2,Attribute,,ehm:Detail_ Serial or Lot,ehm:Expiration,Date Time,,0..1,Expiration date of the batch.,ehm,ehm:expiration,シリアル・ロット有効期限,ロットの有効期限。,EH02_09
368,2,Attribute,,ehm:Detail_ Serial or Lot,ehm:Manufacturer,String,,0..1,Manufacturer of the item (serial) or items (lot/batch).,ehm,ehm:manufacturer,シリアル・ロット製造元,シリアル番号またはロットの製造者。,EH02_10
369,2,Attribute,,ehm:Detail_ Serial or Lot,ehm:Batch Description,String,,0..1,A name or description of the items in the lot or batch.,ehm,ehm:batchDescription,シリアル・ロットバッチの説明,ロットまたはバッチ内のアイテムの名称や説明。,EH02_11
370,2,Attribute,,ehm:Detail_ Serial or Lot,ehm:Warranty Start Date,Date Time,,0..1,"If the items are covered by warranty, when that warranty covered will begin or has begun.",ehm,ehm:warrantyStartDate,保証開始日,保証対象となる場合の保証開始日。,EH02_12
371,2,Attribute,,ehm:Detail_ Serial or Lot,ehm:Warranty End Date,Date Time,,0..1,"If the items are covered by warranty, when that warranty covered will end or ended.",ehm,ehm:warrantyEndDate,保証終了日,保証対象となる場合の保証終了日。,EH02_13
372,2,Attribute,,ehm:Detail_ Serial or Lot,ehm:Warranty Period,Decimal,,0..1,"Warranty period – numeric portion; for a 30 day warranty period, the 30 would go here, and the day would go in gl-ehm:serialLotWarrantyPeriodUnit.",ehm,ehm:warrantyPeriod,保証期間（数値）,保証期間の数値部分（例：30日保証の場合は「30」）。,EH02_14
373,2,Attribute,,ehm:Detail_ Serial or Lot,ehm:Warrant Period Unit,String,,0..1,"Warrant period – time or cycle unit portion. Values from the XBRL Unit Registry (www.xbrl.org/utr/utr.xml) are suggested where possible. Examples might include: H (hours), D (days), M (months), Y (years), machine cycles, km (kilometers).",ehm,ehm:warrantPeriodUnit,保証期間（単位）,保証期間の単位（例：日、月、年、km、機械サイクルなど）。,EH02_15
374,2,Attribute,,ehm:Detail_ Serial or Lot,ehm:Warranty Vendor,String,,0..1,The vendor providing warranty; this may differ from the manufacturer.,ehm,ehm:warrantyVendor,保証提供業者,保証を提供するベンダー（製造者とは異なる可能性あり）。,EH02_16
375,2,Attribute,,ehm:Detail_ Serial or Lot,ehm:Warranty Contract,String,,0..1,"Contract or document information related to the warranty, such as a contract number and date or a URL with more information.",ehm,ehm:warrantyContract,保証契約情報,保証に関する契約番号、日付、URL などの情報。,EH02_17
376,2,Attribute,,ehm:Detail_ Serial or Lot,ehm:Comment,String,,0..1,Free format text related to the serial number or lot.,ehm,ehm:comment,シリアル・ロット備考,シリアルまたはロットに関する自由形式のテキスト。,EH02_18
445,1,Class,,lnk:Detail_ Rich Text Comment,,,,0..*,"Accepts text in rich text format, including XHTML applied at the transaction detail (line) level. It can be used for different purposes, such as to create footnotes in XBRL instances or to create a comment for a document or an entry.",lnk,lnk:detailRichTextComment,【行リッチテキストコメント】,XHTMLを含む、リッチテキスト形式のテキストを受け入れる。XBRLインスタンスのフットノートの生成や、文書や伝票のコメントの生成などの、さまざまな目的で利用可能。,LK05
447,2,Attribute,,lnk:Detail_ Rich Text Comment,lnk:Code,String,,0..1,"An enumerated code that identifies the purpose of the rich text comment. Enumerated values: link_footnote, footnote, source_document, source_journal, batch, other.",lnk,lnk:code,リッチテキストコメントコード,"リッチテキストコメントの用途を識別する、列挙コード。
[設定値のリスト]
link_footnote：リンクフットノート、footnote：フットノート、source_document：元文書、source_journal：元仕訳帳、batch：仕訳の束、other：その他",LK05_01
448,2,Attribute,,lnk:Detail_ Rich Text Comment,lnk:Description,String,,0..1,Free format description of the Rich text Comment Code.,lnk,lnk:description,リッチテキストコメント説明,リッチテキストコメントコードの説明。,LK05_02
449,2,Attribute,,lnk:Detail_ Rich Text Comment,lnk:Content,String,,0..1,Content of the Rich Text Comment.,lnk,lnk:content,リッチテキストコメント内容,リッチテキストコメントの内容。,LK05_03
450,2,Attribute,,lnk:Detail_ Rich Text Comment,lnk:Locator,String,,0..1,An XPath expression that identifies the item that the comment relates to.,lnk,lnk:locator,リッチテキストコメントロケータ,コメントが関係する項目を識別する、XPath表現。,LK05_04
629,1,Class,,lnk:Summary Context,,,,0..1,This class allows to explicitly indicate the context information for a fact in the FR instance.,lnk,lnk:summaryContext,【集約コンテキスト】,集約のコンテキストの記述の指定場所。,LK19
630,2,Composition,,lnk:Summary Context,,,lnk:Summary Context_ Entity,0..1,This class allows to explicitly indicate the entity information for a fact in the FR instance.,lnk,lnk:summaryContextEntity,【集約エンティティ】,集約のエンティティの記述の指定場所。,LK19_01
631,2,Composition,,lnk:Summary Context,,,lnk:Summary Context_ Period (choice),0..1,"This class allows to explicitly indicate the period information for a fact in the FR instance. Instant, Period Start/End and Forever are alternative.",lnk,lnk:summaryContextPeriod(Choice),【集約ピリオド】,集約のピリオドの記述の指定場所。,LK19_02
632,2,Composition,,lnk:Summary Context,,,lnk:Summary Context_ Scenario,0..1,This class allows to explicitly indicate the scenario information for a fact in the FR instance.,lnk,lnk:summaryContextScenario,【集約シナリオ】,集約のシナリオの記述の指定場所。,LK19_03
603,1,Class,,lnk:Summary Context_ Entity,,,,0..1,This class allows to explicitly indicate the entity information for a fact in the FR instance.,lnk,lnk:summaryContextEntity,【集約エンティティ】,集約のエンティティの記述の指定場所。,LK12
604,2,Attribute,,lnk:Summary Context_ Entity,lnk:Summary Context_ Entity_ ID,Token,,0..1,The value of the entity identifier.,lnk,lnk:summaryContextEntityId,集約エンティティ識別子,集約のエンティティ識別子の記述の指定場所。,LK12_01
605,2,Attribute,,lnk:Summary Context_ Entity,lnk:Summary Context_ Entity_ Scheme,anyURI,,0..1,The value of the entity scheme.,lnk,lnk:summaryContextEntityScheme,集約エンティティスキーム,集約のエンティティスキームの記述の指定場所。,LK12_02
606,2,Composition,,lnk:Summary Context_ Entity,,,lnk:Summary Context_ Entity_ Segment,0..1,This class allows to explicitly indicate the information related to the segment in the context for a fact in the FR instance.,lnk,lnk:summaryContextEntitySegment,【集約エンティティセグメント】,集約のエンティティセグメントの記述の指定場所。,LK12_03
607,1,Class,,lnk:Summary Context_ Entity_ Segment,,,,0..1,This class allows to explicitly indicate the information related to the segment in the context for a fact in the FR instance.,lnk,lnk:summaryContextEntitySegment,【集約エンティティセグメント】,集約のエンティティセグメントの記述の指定場所。,LK13
611,2,Attribute,,lnk:Summary Context_ Entity_ Segment,lnk:Summary Context_ Segment Non Dimensional Contents,String,,0..*,The value must be CDATA and a valid XML fragment.,lnk,lnk:summaryContextSegmentNonDimensionalContents,集約セグメント非ディメンションコンテント,CDATAであり、妥当なXML記述でなければならない。,LK13_04
608,2,Composition,,lnk:Summary Context_ Entity_ Segment,,,lnk:Summary Context_ Entity_ Segment_ Explicit Dimension,0..*,This class allows to explicitly indicate the information related to an explicit dimension in the segment of the context for a fact in the FR instance.,lnk,lnk:summaryContextEntitySegmentExplicitDimension,【集約セグメントエクスプリシットディメンション】,集約セグメントのエクスプリシットディメンションの記述の指定場所。,LK13_01
609,2,Composition,,lnk:Summary Context_ Entity_ Segment,,,lnk:Summary Context_ Entity_ Segment_ Typed Dimension,0..*,This class allows to explicitly indicate the information related to a typed dimension in the segment of the context for a fact in the FR instance.,lnk,lnk:summaryContextEntitySegmentTypedDimension,【集約セグメントタイプトディメンション】,集約セグメントのタイプトディメンションの記述の指定場所。,LK13_02
610,2,Composition,,lnk:Summary Context_ Entity_ Segment,,,lnk:Summary Context_ Entity_ Segment_ Simple Element Content,0..*,This class allows to explicitly indicate the information related to a simple element in the segment of  the context for a fact in the FR instance.,lnk,lnk:summaryContextEntitySegmentSimpleElementContent,【集約セグメントシンプルエレメントコンテント】,セグメントの単一要素を表現するためのクラス。,LK13_03
596,1,Class,,lnk:Summary Context_ Entity_ Segment_ Explicit Dimension,,,,0..*,This class allows to explicitly indicate the information related to an explicit dimension in the segment of the context for a fact in the FR instance.,lnk,lnk:summaryContextEntitySegmentExplicitDimension,【集約セグメントエクスプリシットディメンション】,集約セグメントのエクスプリシットディメンションの記述の指定場所。,LK09
597,2,Attribute,,lnk:Summary Context_ Entity_ Segment_ Explicit Dimension,lnk:Summary Context_ Entity_ Segment_ Explicit Dimension Element,QName,,1..1,The QName value must be resolved to a valid explicit dimension item used in segment.,lnk,lnk:summaryContextEntitySegmentExplicitDimensionElement,集約セグメントエクスプリシットディメンション,セグメントで利用されるQNameの値は妥当なエクプリシットディメンション項目を示さなければならない。,LK09_01
600,1,Class,,lnk:Summary Context_ Entity_ Segment_ Simple Element Content,,,,0..*,This class allows to explicitly indicate the information related to a simple element in the segment of  the context for a fact in the FR instance.,lnk,lnk:summaryContextEntitySegmentSimpleElementContent,【集約セグメントシンプルエレメントコンテント】,セグメントの単一要素を表現するためのクラス。,LK11
601,2,Attribute,,lnk:Summary Context_ Entity_ Segment_ Simple Element Content,lnk:Summary Context_ Entity_ Segment_ Simple Element,QName,,1..1,"QName for the segment simple element, if appropriate.",lnk,lnk:summaryContextEntitySegmentSimpleElement,集約セグメントシンプルエレメント名,集約セグメントシンプルエレメントの記述のQName,LK11_01
602,2,Attribute,,lnk:Summary Context_ Entity_ Segment_ Simple Element Content,lnk:Summary Context_ Entity_ Segment_ Simple Element Value,String,,1..1,The value of the segment simple element content.,lnk,lnk:summaryContextEntitySegmentSimpleElementValue,集約セグメントシンプルエレメント値,集約セグメントシンプルエレメントの値。,LK11_02
598,1,Class,,lnk:Summary Context_ Entity_ Segment_ Typed Dimension,,,,0..*,This class allows to explicitly indicate the information related to a typed dimension in the segment of the context for a fact in the FR instance.,lnk,lnk:summaryContextEntitySegmentTypedDimension,【集約セグメントタイプトディメンション】,集約セグメントのタイプトディメンションの記述の指定場所。,LK10
599,2,Attribute,,lnk:Summary Context_ Entity_ Segment_ Typed Dimension,lnk:Summary Context_ Entity_ Segment_ Typed Dimension Element,QName,,1..1,The QName value must be resolved to a valid typed dimension item used in segment.,lnk,lnk:summaryContextEntitySegmentTypedDimensionElement,集約セグメントタイプトディメンション,セグメントで利用されるQNameの値は妥当なタイプトディメンション項目を示さなければならない。,LK10_01
