JP07a,JP08a,Month,JP07a_GL02_03,JP07a_GL02_01,JP08a_GL03_03,JP06b_BS16_01,JP06b_BS16_02,Debit_Amount,JP02c_BS28_01,JP02c_BS28_02,GE05gS_01,JP05a_01,JP05a_02,BS04c5_01,BS04c5_02,JP06d_BS16_01,JP06d_BS16_02,Credit_Amount,JP02d_BS28_01,JP02d_BS28_02,GE05h0_01,JP05b_01,JP05b_02,BS04c6_01,BS04c6_02
2247,2,2022-01,2022-01-20,144,ガソリン代,10E201120,車両費,7162,S10,標準10%,651,,,,,,,0,,,0,,,,
2247,3,2022-01,2022-01-20,144,ガソリン代,10E201120,車両費,305,S10,標準10%,27,,,,,,,0,,,0,,,,
2248,1,2022-01,2022-01-20,169,電気料,10E201040,水道光熱費,94520,S10,標準10%,8592,,,,,10A100020,現金及び預金,100601,O,-,0,50,福岡 北九州,,
2248,2,2022-01,2022-01-20,169,水道料,10E201040,水道光熱費,6081,S10,標準10%,552,,,,,,,0,,,0,,,,
2249,1,2022-01,2022-01-21,8,定例ミーティング会費,10E200150,交際費,20000,S10,標準10%,1818,,,,,10A100020,現金及び預金,20000,O,-,0,,,,
2250,1,2022-01,2022-01-21,25,旅費,10E201230,旅費及び交通費,56000,S10,標準10%,5090,,,,,10A100020,現金及び預金,56000,O,-,0,,,,
2251,1,2022-01,2022-01-21,69,お茶代他,10E201270,雑費,2388,S10,標準10%,217,,,,,10A100020,現金及び預金,2388,O,-,0,,,,
2252,1,2022-01,2022-01-21,82,ガソリン代,10E201120,車両費,21324,S10,標準10%,1938,,,,,10B100630,未払金,21324,O,-,0,,,,
2253,1,2022-01,2022-01-21,126,収入印紙,10E200210,租税公課,2000,O,-,0,,,,,10A100020,現金及び預金,2000,O,-,0,,,,
2254,1,2022-01,2022-01-21,160,出張旅費,10E201230,旅費及び交通費,70000,S10,標準10%,6363,,,,,10A100020,現金及び預金,70000,O,-,0,,,,
2255,1,2022-01,2022-01-21,163,会費,10E201140,諸会費,18000,O,-,0,,,,,10A100020,現金及び預金,18000,O,-,0,,,,
2256,1,2022-01,2022-01-22,3,宿泊代,10E200140,福利厚生費,25450,S10,標準10%,2313,,,,,10B100630,未払金,25450,O,-,0,,,,
2257,1,2022-01,2022-01-22,90,ダスキン代,10E201270,雑費,10500,S10,標準10%,954,,,,,10A100020,現金及び預金,10500,O,-,0,,,,
2258,1,2022-01,2022-01-22,95,清掃料,10E201270,雑費,71675,S10,標準10%,6515,,,,,10B100630,未払金,71675,O,-,0,,,,
2259,1,2022-01,2022-01-22,138,駐車代,10E201120,車両費,4430,S10,標準10%,402,,,,,10A100020,現金及び預金,31140,O,-,0,,,,
2259,2,2022-01,2022-01-22,138,高速代,10E201120,車両費,8115,S10,標準10%,737,,,,,,,0,,,0,,,,
2259,3,2022-01,2022-01-22,138,高速代,10E201120,車両費,1166,S10,標準10%,106,,,,,,,0,,,0,,,,
2259,4,2022-01,2022-01-22,138,高速代,10E201120,車両費,6230,S10,標準10%,566,,,,,,,0,,,0,,,,
2259,5,2022-01,2022-01-22,138,高速代,10E201120,車両費,2140,S10,標準10%,194,,,,,,,0,,,0,,,,
2259,6,2022-01,2022-01-22,138,ガソリン代,10E201120,車両費,9059,S10,標準10%,823,,,,,,,0,,,0,,,,
2260,1,2022-01,2022-01-22,161,旅費,10E201230,旅費及び交通費,7260,S10,標準10%,660,,,,,10A100020,現金及び預金,7260,O,-,0,,,,
2261,1,2022-01,2022-01-22,166,ダスキン代,10E201270,雑費,1890,S10,標準10%,171,,,,,10A100020,現金及び預金,1890,O,-,0,,,,
2262,1,2022-01,2022-01-23,26,旅費,10E201230,旅費及び交通費,11000,S10,標準10%,1000,,,,,10A100020,現金及び預金,11000,O,-,0,,,,
2263,1,2022-01,2022-01-23,28,タクシー代,10E201230,旅費及び交通費,2420,S10,標準10%,220,,,,,10B100630,未払金,2420,O,-,0,,,,
2264,1,2022-01,2022-01-23,54,高速代,10E201120,車両費,1810,S10,標準10%,164,,,,,10A100020,現金及び預金,4382,O,-,0,,,,
2264,2,2022-01,2022-01-23,54,高速代,10E201120,車両費,2572,S10,標準10%,233,,,,,,,0,,,0,,,,
2265,1,2022-01,2022-01-23,140,旅費,10E201230,旅費及び交通費,4970,S10,標準10%,451,,,,,10A100020,現金及び預金,4970,O,-,0,,,,
2266,1,2022-01,2022-01-23,158,出張旅費,10E201230,旅費及び交通費,9500,S10,標準10%,863,,,,,10A100020,現金及び預金,9500,O,-,0,,,,
2267,1,2022-01,2022-01-24,108,コーヒー代2名,10E200150,交際費,1360,S10,標準10%,123,,,,,10A100020,現金及び預金,1360,O,-,0,,,,
2268,1,2022-01,2022-01-24,114,新聞代,10E201160,図書費,2540,S10,標準10%,230,,,,,10A100020,現金及び預金,5404,O,-,0,,,,
2268,2,2022-01,2022-01-24,114,新聞代,10E201160,図書費,2864,S10,標準10%,260,,,,,,,0,,,0,,,,
2269,1,2022-01,2022-01-24,120,業務委託費,10E200020,販売手数料,651000,S10,標準10%,59181,,,,,10B100630,未払金,651000,O,-,0,,,,
2270,1,2022-01,2022-01-24,137,有線,10E201270,雑費,6000,S10,標準10%,545,,,,,10B100630,未払金,48858,O,-,0,,,,
2270,2,2022-01,2022-01-24,137,警備料,10E201270,雑費,42858,S10,標準10%,3896,,,,,,,0,,,0,,,,
2270,3,2022-01,2022-01-24,137,高速料,10E201120,車両費,23547,S10,標準10%,2140,,,,,10A100020,現金及び預金,23547,O,-,0,40,三菱東京 梅田,,
2270,4,2022-01,2022-01-24,137,清掃料,10E201270,雑費,65540,S10,標準10%,5958,,,,,10B100630,未払金,65540,O,-,0,,,,
2270,5,2022-01,2022-01-24,137,ガソリン代,10E201120,車両費,13211,S10,標準10%,1201,,,,,10A100020,現金及び預金,13211,O,-,0,,,,
2271,1,2022-01,2022-01-24,146,業務委託費,10E200020,販売手数料,168000,S10,標準10%,15272,,,,,10B100630,未払金,168000,O,-,0,,,,
2272,1,2022-01,2022-01-24,155,ガソリン代,10E201120,車両費,7099,S10,標準10%,645,,,,,10A100020,現金及び預金,7099,O,-,0,,,,
2273,1,2022-01,2022-01-25,62,携帯代,10E200180,通信費,79525,S10,標準10%,7229,,,,,10A100020,現金及び預金,79525,O,-,0,20,みずほ 本店,,
2274,1,2022-01,2022-01-25,72,新聞代,10E201160,図書費,2864,S10,標準10%,260,,,,,10A100020,現金及び預金,9078,O,-,0,,,,
2274,2,2022-01,2022-01-25,72,新聞代,10E201160,図書費,2815,S10,標準10%,255,,,,,,,0,,,0,,,,
2274,3,2022-01,2022-01-25,72,新聞代,10E201160,図書費,3399,S10,標準10%,309,,,,,,,0,,,0,,,,
2275,1,2022-01,2022-01-25,85,1月給与その他 0001 役員,10E200090,役員報酬,1720000,O,-,0,,,,,10A100020,現金及び預金,1124255,O,-,0,20,みずほ 本店,,
2275,2,2022-01,2022-01-25,85,1月給与その他 0001 役員,,,0,,,0,,,,,10B100690,預り金,120411,O,-,0,1,保険料,,
2275,3,2022-01,2022-01-25,85,1月給与その他 0001 役員,,,0,,,0,,,,,10B100690,預り金,171200,O,-,0,2,住民税,,
2275,4,2022-01,2022-01-25,85,1月給与その他 0001 役員,,,0,,,0,,,,,10B100690,預り金,164442,O,-,0,3,源泉税,,
2275,5,2022-01,2022-01-25,85,1月給与その他 0001 役員,,,0,,,0,,,,,10B100690,預り金,133972,O,-,0,4,貯蓄・保険,,
2275,6,2022-01,2022-01-25,85,1月給与その他 0001 役員,,,0,,,0,,,,,10B100690,預り金,5720,O,-,0,9,その他,,
2275,7,2022-01,2022-01-25,85,1月給与その他 0020 営業部,10E200370,給料及び手当,1820930,O,-,0,,,,,10A100020,現金及び預金,1349186,O,-,0,20,みずほ 本店,,
2275,8,2022-01,2022-01-25,85,1月給与その他 0020 営業部,,,0,,,0,,,,,10B100690,預り金,236045,O,-,0,1,保険料,,
2275,9,2022-01,2022-01-25,85,1月給与その他 0020 営業部,,,0,,,0,,,,,10B100690,預り金,104300,O,-,0,2,住民税,,
2275,10,2022-01,2022-01-25,85,1月給与その他 0020 営業部,,,0,,,0,,,,,10B100690,預り金,28970,O,-,0,3,源泉税,,
2275,11,2022-01,2022-01-25,85,1月給与その他 0020 営業部,,,0,,,0,,,,,10B100690,預り金,43305,O,-,0,4,貯蓄・保険,,
2275,12,2022-01,2022-01-25,85,1月給与その他 0020 営業部,,,0,,,0,,,,,10B100690,預り金,59124,O,-,0,9,その他,,
2275,13,2022-01,2022-01-25,85,1月給与その他 1000 札幌営業所,10E200370,給料及び手当,790713,O,-,0,,,,,10A100020,現金及び預金,543137,O,-,0,20,みずほ 本店,,
2275,14,2022-01,2022-01-25,85,1月給与その他 1000 札幌営業所,,,0,,,0,,,,,10B100690,預り金,103424,O,-,0,1,保険料,,
2275,15,2022-01,2022-01-25,85,1月給与その他 1000 札幌営業所,,,0,,,0,,,,,10B100690,預り金,46300,O,-,0,2,住民税,,
2275,16,2022-01,2022-01-25,85,1月給与その他 1000 札幌営業所,,,0,,,0,,,,,10B100690,預り金,11060,O,-,0,3,源泉税,,
2275,17,2022-01,2022-01-25,85,1月給与その他 1000 札幌営業所,,,0,,,0,,,,,10B100690,預り金,50648,O,-,0,4,貯蓄・保険,,
2275,18,2022-01,2022-01-25,85,1月給与その他 1000 札幌営業所,,,0,,,0,,,,,10B100690,預り金,36144,O,-,0,9,その他,,
2275,19,2022-01,2022-01-25,85,1月給与その他 3000 名古屋営業所,10E200370,給料及び手当,735510,O,-,0,,,,,10A100020,現金及び預金,514007,O,-,0,20,みずほ 本店,,
2275,20,2022-01,2022-01-25,85,1月給与その他 3000 名古屋営業所,,,0,,,0,,,,,10B100690,預り金,96352,O,-,0,1,保険料,,
2275,21,2022-01,2022-01-25,85,1月給与その他 3000 名古屋営業所,,,0,,,0,,,,,10B100690,預り金,42600,O,-,0,2,住民税,,
2275,22,2022-01,2022-01-25,85,1月給与その他 3000 名古屋営業所,,,0,,,0,,,,,10B100690,預り金,6380,O,-,0,3,源泉税,,
2275,23,2022-01,2022-01-25,85,1月給与その他 3000 名古屋営業所,,,0,,,0,,,,,10B100690,預り金,40759,O,-,0,4,貯蓄・保険,,
2275,24,2022-01,2022-01-25,85,1月給与その他 3000 名古屋営業所,,,0,,,0,,,,,10B100690,預り金,35412,O,-,0,9,その他,,
2275,25,2022-01,2022-01-25,85,1月給与その他 4000 大阪支店,10E200370,給料及び手当,917200,O,-,0,,,,,10A100020,現金及び預金,698220,O,-,0,20,みずほ 本店,,
2275,26,2022-01,2022-01-25,85,1月給与その他 4000 大阪支店,,,0,,,0,,,,,10B100690,預り金,119477,O,-,0,1,保険料,,
2275,27,2022-01,2022-01-25,85,1月給与その他 4000 大阪支店,,,0,,,0,,,,,10B100690,預り金,53400,O,-,0,2,住民税,,
2275,28,2022-01,2022-01-25,85,1月給与その他 4000 大阪支店,,,0,,,0,,,,,10B100690,預り金,14030,O,-,0,3,源泉税,,
2275,29,2022-01,2022-01-25,85,1月給与その他 4000 大阪支店,,,0,,,0,,,,,10B100690,預り金,13570,O,-,0,4,貯蓄・保険,,
2275,30,2022-01,2022-01-25,85,1月給与その他 4000 大阪支店,,,0,,,0,,,,,10B100690,預り金,18503,O,-,0,9,その他,,
2275,31,2022-01,2022-01-25,85,1月給与その他 5000 九州営業所,10E200370,給料及び手当,549500,O,-,0,,,,,10A100020,現金及び預金,412755,O,-,0,20,みずほ 本店,,
2275,32,2022-01,2022-01-25,85,1月給与その他 5000 九州営業所,,,0,,,0,,,,,10B100690,預り金,67268,O,-,0,1,保険料,,
2275,33,2022-01,2022-01-25,85,1月給与その他 5000 九州営業所,,,0,,,0,,,,,10B100690,預り金,31700,O,-,0,2,住民税,,
2275,34,2022-01,2022-01-25,85,1月給与その他 5000 九州営業所,,,0,,,0,,,,,10B100690,預り金,6740,O,-,0,3,源泉税,,
2275,35,2022-01,2022-01-25,85,1月給与その他 5000 九州営業所,,,0,,,0,,,,,10B100690,預り金,18540,O,-,0,4,貯蓄・保険,,
2275,36,2022-01,2022-01-25,85,1月給与その他 5000 九州営業所,,,0,,,0,,,,,10B100690,預り金,12497,O,-,0,9,その他,,
2276,1,2022-01,2022-01-25,88,新聞代,10E201160,図書費,3568,S10,標準10%,324,,,,,10A100020,現金及び預金,3568,O,-,0,,,,
2277,1,2022-01,2022-01-25,108,1月25日伝票No422今井百貨店,10A100060,受取手形,21490807,O,-,0,,,,,10A100090,売掛金,21490807,O,-,0,2,今井百貨店,,
2278,1,2022-01,2022-01-25,109,1月25日伝票No423株式会社 総合経営,10A100020,現金及び預金,1551329,O,-,0,30,三井 名古屋,,,10A100090,売掛金,1551329,O,-,0,7,㈱総合経営,,
2278,2,2022-01,2022-01-25,109,1月25日伝票No423株式会社 総合経営,10E200690,支払手数料,735,S10,標準10%,66,,,,,10A100090,売掛金,735,O,-,0,7,㈱総合経営,,
2279,1,2022-01,2022-01-25,110,1月25日伝票No424株式会社 鎌田商店,10A100020,現金及び預金,1490752,O,-,0,40,三菱東京 梅田,,,10A100090,売掛金,1490752,O,-,0,23,㈱鎌田商店,,
2279,2,2022-01,2022-01-25,110,1月25日伝票No424株式会社 鎌田商店,10E200690,支払手数料,630,S10,標準10%,57,,,,,10A100090,売掛金,630,O,-,0,23,㈱鎌田商店,,
2280,1,2022-01,2022-01-25,111,タクシー代,10E201230,旅費及び交通費,13570,S10,標準10%,1233,,,,,10B100630,未払金,13570,O,-,0,,,,
2280,2,2022-01,2022-01-25,111,1月25日伝票No425株式会社 小林マーケット,10A100020,現金及び預金,6517148,O,-,0,10,北海道 駅前,,,10A100090,売掛金,6517148,O,-,0,25,㈱小林ﾏｰｹｯﾄ,,
2280,3,2022-01,2022-01-25,111,1月25日伝票No425株式会社 小林マーケット,10E200690,支払手数料,840,S10,標準10%,76,,,,,10A100090,売掛金,840,O,-,0,25,㈱小林ﾏｰｹｯﾄ,,
2281,1,2022-01,2022-01-25,131,会費,10E201140,諸会費,24000,O,-,0,,,,,10A100020,現金及び預金,24000,O,-,0,40,三菱東京 梅田,,
2282,1,2022-01,2022-01-25,171,携帯代,10E200180,通信費,93574,S10,標準10%,8506,,,,,10A100020,現金及び預金,93574,O,-,0,50,福岡 北九州,,
2283,1,2022-01,2022-01-25,172,業務委託費支払い,10E200020,販売手数料,144000,S10,標準10%,13090,,,,,10B100630,未払金,144000,O,-,0,,,,
2284,1,2022-01,2022-01-26,29,携帯電話代,10E200180,通信費,77698,S10,標準10%,7063,,,,,10A100020,現金及び預金,77698,O,-,0,10,北海道 駅前,,
2285,1,2022-01,2022-01-26,37,業務委託費,10E200020,販売手数料,1357900,S10,標準10%,123445,,,,,10B100630,未払金,1357900,O,-,0,,,,
2286,1,2022-01,2022-01-26,59,旅費,10E201230,旅費及び交通費,42000,S10,標準10%,3818,,,,,10A100020,現金及び預金,42000,O,-,0,,,,
2287,1,2022-01,2022-01-26,78,業務委託費支払い,10E200020,販売手数料,189000,S10,標準10%,17181,,,,,10B100630,未払金,189000,O,-,0,,,,
2288,1,2022-01,2022-01-26,87,携帯代,10E200180,通信費,57592,S10,標準10%,5235,,,,,10A100020,現金及び預金,57592,O,-,0,30,三井 名古屋,,
2289,1,2022-01,2022-01-26,107,出産祝い,10E200150,交際費,10000,S10,標準10%,909,,,,,10A100020,現金及び預金,10000,O,-,0,,,,
2290,1,2022-01,2022-01-26,113,携帯代,10E200180,通信費,100364,S10,標準10%,9124,,,,,10A100020,現金及び預金,100364,O,-,0,40,三菱東京 梅田,,
2291,1,2022-01,2022-01-27,14,ガソリン代,10E201120,車両費,3000,S10,標準10%,272,,,,,10A100020,現金及び預金,3000,O,-,0,,,,
2292,1,2022-01,2022-01-27,30,保険料支払,10E200240,保険料,54320,X,非仕入,0,,,,,10A100020,現金及び預金,54320,O,-,0,10,北海道 駅前,,
2293,1,2022-01,2022-01-27,38,宿泊費,10E200140,福利厚生費,48164,S10,標準10%,4378,,,,,10B100630,未払金,48164,O,-,0,,,,
2294,1,2022-01,2022-01-27,39,会費,10E200140,福利厚生費,9000,S10,標準10%,818,,,,,10A100020,現金及び預金,9000,O,-,0,,,,
2295,1,2022-01,2022-01-27,121,お茶代,10E200140,福利厚生費,11100,S10,標準10%,1009,,,,,10A100020,現金及び預金,11100,O,-,0,,,,
2296,1,2022-01,2022-01-27,170,新聞代,10E201160,図書費,3007,S10,標準10%,273,,,,,10A100020,現金及び預金,3007,O,-,0,,,,
2297,1,2022-01,2022-01-28,13,タイヤ交換代,10E201120,車両費,2520,S10,標準10%,229,,,,,10A100020,現金及び預金,2520,O,-,0,,,,
2298,1,2022-01,2022-01-28,27,旅費,10E201230,旅費及び交通費,26667,S10,標準10%,2424,,,,,10A100020,現金及び預金,77620,O,-,0,,,,
2298,2,2022-01,2022-01-28,27,旅費,10E201230,旅費及び交通費,29524,S10,標準10%,2684,,,,,,,0,,,0,,,,
2298,3,2022-01,2022-01-28,27,旅費,10E201230,旅費及び交通費,21429,S10,標準10%,1948,,,,,,,0,,,0,,,,
2299,1,2022-01,2022-01-28,35,新聞代,10E201160,図書費,3925,S10,標準10%,356,,,,,10A100020,現金及び預金,3925,O,-,0,,,,
2300,1,2022-01,2022-01-28,81,お茶代,10E200140,福利厚生費,20200,S10,標準10%,1836,,,,,10B100630,未払金,20200,O,-,0,,,,
2301,1,2022-01,2022-01-28,83,車両管理費,10E201120,車両費,45000,S10,標準10%,4090,,,,,10A100020,現金及び預金,45000,O,-,0,,,,
2302,1,2022-01,2022-01-29,32,事務用品費,10E201110,事務用消耗品費,2570,S10,標準10%,233,,,,,10B100630,未払金,2570,O,-,0,,,,
2303,1,2022-01,2022-01-30,49,ガソリン代,10E201120,車両費,163470,S10,標準10%,14860,,,,,10B100630,未払金,163470,O,-,0,,,,
2303,2,2022-01,2022-01-30,49,ガソリン代,10E201120,車両費,2626,S10,標準10%,238,,,,,10A100020,現金及び預金,8355,O,-,0,,,,
2303,3,2022-01,2022-01-30,49,ガソリン代,10E201120,車両費,5729,S10,標準10%,520,,,,,,,0,,,0,,,,
2304,1,2022-01,2022-01-30,55,車両管理費,10E201120,車両費,23810,S10,標準10%,2164,,,,,10A100020,現金及び預金,58144,O,-,0,,,,
2304,2,2022-01,2022-01-30,55,車両管理費,10E201120,車両費,26667,S10,標準10%,2424,,,,,,,0,,,0,,,,
2304,3,2022-01,2022-01-30,55,高速代,10E201120,車両費,7667,S10,標準10%,697,,,,,,,0,,,0,,,,
2305,1,2022-01,2022-01-30,70,有線,10E201270,雑費,6000,S10,標準10%,545,,,,,10B100630,未払金,58381,O,-,0,,,,
2305,2,2022-01,2022-01-30,70,警備料,10E201270,雑費,52381,S10,標準10%,4761,,,,,,,0,,,0,,,,
2305,3,2022-01,2022-01-30,70,高速料,10E201120,車両費,73315,S10,標準10%,6665,,,,,10A100020,現金及び預金,73315,O,-,0,20,みずほ 本店,,
2305,4,2022-01,2022-01-30,70,清掃料,10E201270,雑費,73500,S10,標準10%,6681,,,,,10B100630,未払金,73500,O,-,0,,,,
2306,1,2022-01,2022-01-30,80,ガソリン代,10E201120,車両費,6125,S10,標準10%,556,,,,,10A100020,現金及び預金,6125,O,-,0,,,,
2307,1,2022-01,2022-01-30,83,ＪＲ代,10E201230,旅費及び交通費,9000,S10,標準10%,818,,,,,10A100020,現金及び預金,9000,O,-,0,,,,
2308,1,2022-01,2022-01-30,96,警備料,10E201270,雑費,22470,S10,標準10%,2042,,,,,10A100020,現金及び預金,22470,O,-,0,30,三井 名古屋,,
2309,1,2022-01,2022-01-30,100,会費,10E200140,福利厚生費,6000,S10,標準10%,545,,,,,10A100020,現金及び預金,6000,O,-,0,,,,
2310,1,2022-01,2022-01-30,115,保険料,10E200240,保険料,64500,X,非仕入,0,,,,,10A100020,現金及び預金,64500,O,-,0,40,三菱東京 梅田,,
2311,1,2022-01,2022-01-30,116,リース料,10E200730,借地借家料,84000,S10,標準10%,7636,,,,,10A100020,現金及び預金,84000,O,-,0,40,三菱東京 梅田,,
2312,1,2022-01,2022-01-30,143,資金移動,10A100020,現金及び預金,22500000,O,-,0,20,みずほ 本店,,,10A100020,現金及び預金,8000000,O,-,0,10,北海道 駅前,,
2312,2,2022-01,2022-01-30,143,資金移動,,,0,,,0,,,,,10A100020,現金及び預金,6000000,O,-,0,30,三井 名古屋,,
2312,3,2022-01,2022-01-30,143,資金移動,,,0,,,0,,,,,10A100020,現金及び預金,6000000,O,-,0,40,三菱東京 梅田,,
2312,4,2022-01,2022-01-30,143,資金移動,,,0,,,0,,,,,10A100020,現金及び預金,2500000,O,-,0,50,福岡 北九州,,
2313,1,2022-01,2022-01-30,154,お花代,10E200150,交際費,10000,S10,標準10%,909,,,,,10B100630,未払金,20000,O,-,0,,,,
2313,2,2022-01,2022-01-30,154,香典代,10E200150,交際費,10000,S10,標準10%,909,,,,,,,0,,,0,,,,
2314,1,2022-01,2022-01-31,1,運賃 佐川急便,10E200870,運賃,532550,S10,標準10%,48413,,,,,10B100630,未払金,532550,O,-,0,,,,
2315,1,2022-01,2022-01-31,5,広告費,10E200050,広告宣伝費,52500,S10,標準10%,4772,,,,,10A100020,現金及び預金,52500,O,-,0,10,北海道 駅前,,
2316,1,2022-01,2022-01-31,36,運賃 ヤマト運輸,10E200870,運賃,2709067,S10,標準10%,246278,,,,,10B100630,未払金,3912439,O,-,0,,,,
2316,2,2022-01,2022-01-31,36,運賃 佐川急便,10E200870,運賃,1203372,S10,標準10%,109397,,,,,,,0,,,0,,,,
2317,1,2022-01,2022-01-31,40,広告掲載,10E200050,広告宣伝費,50000,S10,標準10%,4545,,,,,10B100630,未払金,50000,O,-,0,,,,
2318,1,2022-01,2022-01-31,63,保険料,10E200240,保険料,81000,X,非仕入,0,,,,,10A100020,現金及び預金,81000,O,-,0,20,みずほ 本店,,
2319,1,2022-01,2022-01-31,66,リース料,10E200730,借地借家料,209850,S10,標準10%,19077,,,,,10A100020,現金及び預金,209850,O,-,0,20,みずほ 本店,,
2320,1,2022-01,2022-01-31,67,会費支払い,10E201140,諸会費,30000,O,-,0,,,,,10A100020,現金及び預金,30000,O,-,0,,,,
2321,1,2022-01,2022-01-31,74,保険料,10E200240,保険料,62000,X,非仕入,0,,,,,10A100020,現金及び預金,62000,O,-,0,30,三井 名古屋,,
2322,1,2022-01,2022-01-31,75,保険料支払い,10E200240,保険料,57000,X,非仕入,0,,,,,10A100020,現金及び預金,57000,O,-,0,50,福岡 北九州,,
2323,1,2022-01,2022-01-31,77,消耗品費 部門配賦,,,0,,,0,,,,,10E200200,消耗品費,275968,O,-,0,,,,
2323,2,2022-01,2022-01-31,77,,10E200200,消耗品費,30356,O,-,0,,,,,,,0,,,0,,,,
2323,3,2022-01,2022-01-31,77,,10E200200,消耗品費,132467,O,-,0,,,,,,,0,,,0,,,,
2323,4,2022-01,2022-01-31,77,,10E200200,消耗品費,27596,O,-,0,,,,,,,0,,,0,,,,
2323,5,2022-01,2022-01-31,77,,10E200200,消耗品費,66232,O,-,0,,,,,,,0,,,0,,,,
2323,6,2022-01,2022-01-31,77,,10E200200,消耗品費,19317,O,-,0,,,,,,,0,,,0,,,,
2323,7,2022-01,2022-01-31,77,運賃,10E200870,運賃,219670,S10,標準10%,19970,,,,,10B100630,未払金,219670,O,-,0,,,,
2324,1,2022-01,2022-01-31,99,運賃,10E200870,運賃,1426410,S10,標準10%,129673,,,,,10B100630,未払金,1426410,O,-,0,,,,
2325,1,2022-01,2022-01-31,105,保険料預かり分,10B100690,預り金,1580448,O,-,0,1,保険料,,,10A100020,現金及び預金,3171952,O,-,0,20,みずほ 本店,,
2325,2,2022-01,2022-01-31,105,保険料 事業主負担分,10E200540,法定福利費,120411,X,非仕入,0,,,,,,,0,,,0,,,,
2325,3,2022-01,2022-01-31,105,保険料 事業主負担分,10E200540,法定福利費,560376,X,非仕入,0,,,,,,,0,,,0,,,,
2325,4,2022-01,2022-01-31,105,保険料 事業主負担分,10E200540,法定福利費,238593,X,非仕入,0,,,,,,,0,,,0,,,,
2325,5,2022-01,2022-01-31,105,保険料 事業主負担分,10E200540,法定福利費,225063,X,非仕入,0,,,,,,,0,,,0,,,,
2325,6,2022-01,2022-01-31,105,保険料 事業主負担分,10E200540,法定福利費,273633,X,非仕入,0,,,,,,,0,,,0,,,,
2325,7,2022-01,2022-01-31,105,保険料 事業主負担分,10E200540,法定福利費,162372,X,非仕入,0,,,,,,,0,,,0,,,,
2325,8,2022-01,2022-01-31,105,児童拠出金 事業主負担分,10E200540,法定福利費,11056,X,非仕入,0,,,,,,,0,,,0,,,,
2326,1,2022-01,2022-01-31,112,1月1日～1月31日分売上,10A100090,売掛金,1625694,O,-,0,5,㈱ABC,,,10D100102,電子取引以外売上高,1625694,S10,標準10%,147790,,,,
2326,2,2022-01,2022-01-31,112,1月1日～1月31日分売上,10A100090,売掛金,2366508,O,-,0,14,㈱藤田,,,10D100102,電子取引以外売上高,2366508,S10,標準10%,215137,,,,
2326,3,2022-01,2022-01-31,112,1月1日～1月31日分売上,10A100090,売掛金,4782758,O,-,0,25,㈱小林ﾏｰｹｯﾄ,,,10D100101,電子取引売上高,4782758,S10,標準10%,434796,,,,
2327,1,2022-01,2022-01-31,113,1月1日～1月31日分売上,10A100090,売掛金,2291872,O,-,0,30,㈱YAG,,,10D100101,電子取引売上高,2291872,S10,標準10%,208352,,,,
2327,2,2022-01,2022-01-31,113,1月1日～1月31日分売上,10A100090,売掛金,17480828,O,-,0,2,今井百貨店,,,10D100102,電子取引以外売上高,17480828,S10,標準10%,1589166,,,,
2327,3,2022-01,2022-01-31,113,1月1日～1月31日分売上,10A100090,売掛金,1325236,O,-,0,11,㈱斉藤,,,10D100102,電子取引以外売上高,1325236,S10,標準10%,120476,,,,
2327,4,2022-01,2022-01-31,113,1月1日～1月31日分売上,10A100090,売掛金,11583188,O,-,0,12,もみじﾃﾞﾊﾟｰﾄ,,,10D100102,電子取引以外売上高,11583188,S10,標準10%,1053017,,,,
2327,5,2022-01,2022-01-31,113,1月1日～1月31日分売上,10A100090,売掛金,3579712,O,-,0,14,㈱藤田,,,10D100102,電子取引以外売上高,3579712,S10,標準10%,325428,,,,
2327,6,2022-01,2022-01-31,113,1月1日～1月31日分売上,10A100090,売掛金,1442475,O,-,0,26,佐々木販売㈱,,,10D100101,電子取引売上高,1442475,S10,標準10%,131134,,,,
2327,7,2022-01,2022-01-31,113,1月1日～1月31日分売上,10A100090,売掛金,1280304,O,-,0,13,阿部商事㈱,,,10D100102,電子取引以外売上高,1280304,S10,標準10%,116391,,,,
2327,8,2022-01,2022-01-31,113,1月1日～1月31日分売上,10A100090,売掛金,357664,O,-,0,10,(同)ｴｲﾑ商事,,,10D100102,電子取引以外売上高,357664,S10,標準10%,32514,,,,
2327,9,2022-01,2022-01-31,113,1月1日～1月31日分売上,10A100090,売掛金,536040,O,-,0,24,㈱畠山商事,,,10D100101,電子取引売上高,536040,S10,標準10%,48730,,,,
2328,1,2022-01,2022-01-31,114,1月1日～1月31日分売上,10A100090,売掛金,1298020,O,-,0,6,㈱ｴﾝﾄﾘｰ,,,10D100102,電子取引以外売上高,1298020,S10,標準10%,118001,,,,
2328,2,2022-01,2022-01-31,114,1月1日～1月31日分売上,10A100090,売掛金,1734092,O,-,0,7,㈱総合経営,,,10D100102,電子取引以外売上高,1734092,S10,標準10%,157644,,,,
2328,3,2022-01,2022-01-31,114,1月1日～1月31日分売上,10A100090,売掛金,664590,O,-,0,19,㈱ﾐﾅﾐ,,,10D100102,電子取引以外売上高,664590,S10,標準10%,60417,,,,
2328,4,2022-01,2022-01-31,114,1月1日～1月31日分売上,10A100090,売掛金,526938,O,-,0,21,(同)たかだ,,,10D100101,電子取引売上高,526938,S10,標準10%,47903,,,,
