No.,Level,Property type,Identifier,Class,Property Term,Representation Term,Associate Object Class Term,Multiplicity,Description,Module,Table,Value Domain,XBRL-GL
1482,2,Attribute,,Inventory On Hand,Inventory Held For Customers,Indicator,,0..1,"Used to identify inventory that is physically present, but held for customers. true or false",INV,60,BOOLEAN5,gl-bus:measurableCodeDescription = 'customer'
1483,2,Attribute,,Inventory On Hand,Inventory Held For Others,Indicator,,0..1,"Used to identify inventory that is physically present, that is held for others besides customers or vendors. true or false",INV,60,BOOLEAN5,gl-bus:measurableCodeDescript ion = 'other'
1484,2,Attribute,,Inventory On Hand,Obsolete or Damaged Inventory,Code,,0..1,"To assist in identifying inventory quantities that are slow moving, damaged or obsolete. Enter 'slow moving' 'damaged' or 'obsolete'.",INV,60,TEXT25,"gl-cor:postingStatusDescription = 'slow moving', 'damaged' or 'obsolete'"
1485,2,Attribute,,Inventory On Hand,Bin ID,Code,,0..1,Optional identifier of sub-location: Code used in system,INV,60,TEXT25,Use ID and location from location file  gl-bus:organizationAddressLoca tionIdentifier
1486,2,Attribute,,Inventory On Hand,Bin Location,Text,,0..1,Optional identifier of sub-location: Description of bin location used in system,INV,60,TEXT50,gl-bus:organizationAddressDesc ription
1487,2,Composition,,Inventory On Hand,,,Quantity,0..1,Count as expressed in Inventory Stocking UOM,INV,60,NUMERIC,gl-bus_measurableQuantity
1488,2,Attribute,,Inventory On Hand,Inventory Purchasing UOM,Code,,0..1,Primary unit of measure how goods enter the organization,INV,60,TEXT25,gl-bus:measurableUnitOfMeasu
1489,2,Attribute,,Inventory On Hand,Inventory Stocking UOM,Code,,0..1,Unit of measure used associated with the quantity used for stocking inventory,INV,60,TEXT25,gl-bus:measurableUnitOfMeasu re with gl-bus:measurableQualifier = 'stocking'
1490,2,Attribute,,Inventory On Hand,Inventory Selling UOM,Code,,0..1,Primary unit of measure of how goods leave the organization through sales,INV,60,TEXT25,gl-bus:measurableUnitOfMeasu re with gl-bus:measurableQualifier = 'selling'
1491,2,Attribute,,Inventory On Hand,Inventory Cost Method,Code,,0..1,"Description of costing practice, such as LIFO, FIFO, Average, Standard, and specific identification",INV,60,TEXT25,gl-ehm:costingMethodCode
1492,2,Composition,,Inventory On Hand,Inventory Cost,,Amount,0..1,Cost per unit using the method found in field Inventory Cost Method,INV,60,NUMERIC,gl-bus:measurableCostPerUnit
1493,2,Composition,,Inventory On Hand,Standard Cost,,Amount,0..1,"If maintained, the standard cost per unit",INV,60,NUMERIC,gl-bus_measurableCostPerUnit with gl-bus:measurableQualifier = 'standard'
1494,2,Composition,,Inventory On Hand,Average Cost,,Amount,0..1,"If maintained, the average cost per unit",INV,60,NUMERIC,gl-bus_measurableCostPerUnit with gl-
1495,2,Composition,,Inventory On Hand,Specific Cost,,Amount,0..1,"If maintained, the specific cost per unit",INV,60,NUMERIC,gl-bus_measurableCostPerUnit with gl-bus:measurableQualifier = 'specific'
1496,2,Composition,,Inventory On Hand,System,,Quantity,0..1,"Either quantity on hand at last physical count per system, or calculated quantity on hand.",INV,60,NUMERIC,gl-bus:measurableQuantity
1497,2,Composition,,Inventory On Hand,Physical Count,,Quantity,0..1,Quantity on hand at last physical count per physical count,INV,60,NUMERIC,XBRL GL supports physical counts by using gl-cor:documentType = other and gl-cor:documentTypeDescriptio n = physical_count and putting counts in gl-bus:measurableQuantity rather than providing in the local file. The physical count at a last date is not relevant to the current count of the system.
1498,2,Attribute,,Inventory On Hand,Last Count Date,Date,,0..1,Date of last physical count,INV,60,DATE,See above: gl-cor:documentDate associated with above.
1499,2,Composition,,Inventory On Hand,Inventory List Price,,Amount,0..1,List or suggested retail price,INV,60,NUMERIC,gl-bus_measurableCostPerUnit with gl-
1500,2,Attribute,,Inventory On Hand,Inventory Purchase Year To Date,Date,,0..1,Quantity purchased to this location year to date,INV,60,NUMERIC,gl-bus:measurableQuantity with gl-bus:measurableQualifier = 'pytd'
1501,2,Attribute,,Inventory On Hand,Inventory Sold Year To Date,Date,,0..1,Quantity sold from this location year to date,INV,60,NUMERIC,gl-bus:measurableQuantity with gl-bus:measurableQualifier = 'sytd'
1502,2,Attribute,,Inventory On Hand,Inventory ABC Code,Code,,0..1,"Code representing the importance, dollar value, or other measure of this item according to Markov's Rule for selective inventory control, where 20% of items are responsible for 80% of the value or risk. A = top 20% representing 80% of risk; B represents next 30%, representing 15% of risk; C represents the 50% of items representing only 5% of the risk",INV,60,TEXT,gl-bus:allocationCode
1503,2,Reference Association,,Inventory On Hand,,,Supplier,0..1,From Vendor Account ID,INV,60,TEXT100,gl-cor:identifierCode for internal # with gl-cor:identifierType = 'vendor'
1504,2,Reference Association,,Inventory On Hand,Primary Vendor,,Inventory Product,0..1,Item number used when ordering from vendor,INV,60,TEXT25,gl-bus:measurableIDOther with gl-bus:measurableQualifier = 'vendor'
1505,2,Attribute,,Inventory On Hand,Primary Manufacturer,Text,,0..1,Freeform description of manufacturer of product,INV,60,TEXT100,gl-cor:identifierCode with gl-cor:identifierType = 'other' and gl-bus:identifierPurpose = 'manufacturing'
1506,2,Attribute,,Inventory On Hand,Primary Manufacturer Product Code,Code,,0..1,"Item, catalogue, or other identifier from specific manufacturer",INV,60,TEXT25,gl-bus:measurableIDOther with gl-bus:measurableQualifier = 'manufacturer'
1507,2,Attribute,,Inventory On Hand,Location Currency,Code,,0..1,ISO4217 code for local currency,INV,60,TEXT3,gl-muc:amountOriginalCurrenc y
1508,2,Composition,,Inventory On Hand,,,Segment,0..*,,INV,60,,
1509,1,Class,,Serial Lot Inventory On Hand,,,,0..1,The Inventory On Hand File YYYYMMDD is a subtable that links to the Inventory On Hand YYYYMMDD table using the Unique ID within the summary table.,INV,60,,"gl-cor:entriesType value = 'assets' Explicitly defines this as a listing of inventory on-hand, as per XBRL GL's enumerations.<br>gl-cor:entriesComment value = 'ads:Inventory_On-Hand_File_Serial_Detail_YYYYMMDD' [entriesComment] is the descriptive field describing what is common in the collection of information; introducing audit data standard namespace and qualifier for type of collection ties it to this representation."
1510,2,Reference Association,,Serial Lot Inventory On Hand,,,Business Unit,0..1,"Used to identify the business unit, region, branch, and so on at the level that financial statements are being audited. Must match a Business Unit Code in the Business Unit Listing file",INV,60,TEXT50,gl-cor:accountSubID with gl-cor:accountSubType of 'Business_Unit'
1511,2,Attribute,,Serial Lot Inventory On Hand,On-Hand Unique ID,Code,,0..1,"A pointer to the related record in the Inventory On-Hand File YYYYMMDD; this will provide the reference to the Location, the Item, its placement at the location, unit of measure, costs. etc.",INV,60,TEXT75,"Rather than use a data field, use XML's ID and IDREF to create the physical link from detail to summary structure"
1512,2,Attribute,PK,Serial Lot Inventory On Hand,Detail Unique ID,Identifier,,1,A unique key for this record,INV,60,TEXT75,Use XML's ID on the top level of the structure
1513,2,Composition,,Serial Lot Inventory On Hand,,,Quantity,0..1,"For serialized items, this is probably '1' with a unit of measure of 'Each'. For lot items, it is a decimal value >= 0 with an appropriate unit of measure.",INV,60,NUMERIC,gl-ehm:serialLotQuantity
1514,2,Attribute,,Serial Lot Inventory On Hand,Serial Number,Code,,0..1,"If serialized, the serial number is captured here. Although serial number is the common term, the value is not limited to numeric values. While it is uncommon for an item to be both serial and lot controlled (the serial number unambiguously identifies the item), it is not necessarily mutually exclusive",INV,60,TEXT75,"gl-ehm:serialLotNumber is used for either the serial or the lot number, and driven by the attributes of serial or lot. If both are required, the lot number is placed in gl-ehm:nextSerialLotNumber."
1515,2,Attribute,,Serial Lot Inventory On Hand,Lot Number,Code,,0..1,"If representing a lot, the lot number is captured here. Although lot number is the common term, the value is not limited to numeric values",INV,60,TEXT75,"gl-ehm:serialLotNumber is used for either the serial or the lot number, and driven by the attributes of serial or lot. If both are required, the lot number is placed in gl-ehm:nextSerialLotNumber"
1516,2,Attribute,,Serial Lot Inventory On Hand,Expiration Date,Date,,0..1,"In ISO 8601 representation, the date/time at which a lot loses value/expires.",INV,60,DATE,gl-ehm:serialLotExpiration
1517,2,Attribute,,Serial Lot Inventory On Hand,Comment,Text,,0..1,Free-form text related to this serialized item/lot of items,INV,60,TEXT100,gl-ehm:serialLotComment
1518,2,Attribute,,Serial Lot Inventory On Hand,Ownership,Text,,0..1,"Tracking whether the item has title to the goods or if it is held for others (e.g., consignment)",INV,60,TEXT30,gl-ehm:serialLotDescription
1519,2,Attribute,,Serial Lot Inventory On Hand,Date of last movement,Date,,0..1,ISO 8601 format date indicating date of last movement in or out,INV,60,DATE,gl-ehm:serialLotOrigination
1520,1,Class,,Serial Lot Physical Inventory,,,,0..1,"The Physical Inventory File YYYYMMDD subtable facilitates serial/lot tracking by adding a unique record across the first three fields: Business Unit Code, Inventory Product ID, and Location ID.",INV,60.5,,"gl-cor:entriesType value = 'assets' Explicitly defines this as a listing of physical inventory, as per XBRL GL's enumerations.<br>gl-cor:entriesComment value = 'ads:Physical_Inventory_File_SerialLot_Detail_YYYYMMDD' [entriesComment] is the descriptive field describing what is common in the collection of information; introducing audit data standard namespace and qualifier for type of collection ties it to this representation."
1521,2,Reference Association,,Serial Lot Physical Inventory,,,Business Unit,0..1,"Used to identify the business unit, region, branch, and so on at the level that financial statements are being audited. Must match a Business Unit Code in the Business Unit Listing file",INV,60.5,TEXT50,gl-cor:accountSubID with gl-cor:accountSubType of 'Business_Unit'
1522,2,Attribute,PK,Serial Lot Physical Inventory,Physical Count Unique ID,Identifier,,1,A point to the related record in the Physical Inventory File YYYYMMD.,INV,60.5,TEXT75,"Rather than use a data field, use XML's ID and IDREF to create the physical link from detail to summary structures."
1523,2,Attribute,PK,Serial Lot Physical Inventory,Detail Unique ID,Identifier,,1,A unique key for this record,INV,60.5,TEXT75,Use XML's ID on the top level of the structure.
1524,2,Composition,,Serial Lot Physical Inventory,Counted,,Quantity,0..1,"For serialized items, this is probably '1' with a unit of measure of 'Each'. For lot items, it is a decimal value >= 0 with an appropriate unit of measure.",INV,60.5,NUMERIC,gl-ehm_SerialLotQuantity with gl-bus:measurableQualifier 'system'
1525,2,Composition,,Serial Lot Physical Inventory,Per System,,Quantity,0..1,,INV,60.5,NUMERIC,gl-ehm_serialLotQuantity
1526,2,Attribute,,Serial Lot Physical Inventory,Serial Number,Code,,0..1,"If serialized, the serial number is captured here. Although serial number is the common term, the value is not limited to numeric values. While it is uncommon for an item to be both serial and lot controlled (the serial number unambiguously identifies the item), it is not necessarily mutually exclusive.",INV,60.5,TEXT75,"For XBRL GL, Serial Number and Lot Number are not two separate Boolean fields, but a selection from an enumerated value and an associated freeform field. For serial only, select 'serial' from gl-ehm:serialLotCode (enumerated: serial, lot, other, neither)and leave gl-ehm:serialLotDescription (freeform) blank. For both serial and lot tracked, use 'other' from"
1527,2,Attribute,,Serial Lot Physical Inventory,Lot Number,Code,,0..1,"If representing a lot, the lot number is captured here. Although lot number is the common term, the value is not limited to numeric values",INV,60.5,TEXT75,"For XBRL GL, Serial Number and Lot Number are not two separate Boolean fields, but a selection from an enumerated value and an associated freeform field. For lot only, select 'lot' from gl-ehm:serialLotCode (enumerated: serial, lot, other, neither)and leave gl-ehm:serialLotDescription (freeform) blank. For both serial and lot tracked, use 'other' from gl-ehm:serialLotCode and enter SerialAndLot for gl-ehm:serialLotDescription"
1528,2,Attribute,,Serial Lot Physical Inventory,Comment,Text,,0..1,Free-form text related to this serialized item/lot of items,INV,60.5,TEXT100,gl-ehm:serialLotComment
1529,1,Class,,Inventory transaction,,,,0..1,"Captures all transaction history (for example, receipts, shipments, transfers, returns, adjustments) affecting inventory accounts during the time period specified.",INV,61,,gl-cor:entriesType value = 'other' [entriesType] is a mandatory field; [other] is an enumerated value.<br>gl-cor:entriesComment value = 'ads:Inventory_Transaction_File_YYYYMMDD-YYYYMMDD' [entriesComment] is the descriptive field describing what is common in the collection of information; introducing audit data standard namespace and qualifier for type of collection ties it to this representation.
1530,2,Reference Association,,Inventory transaction,,,Business Unit,0..1,"Used to identify the business unit, region, branch, and so on at the level that financial statements are being audited. Must match a Business Unit Code in the Business Unit Listing file",INV,61,TEXT50,gl-cor:accountSubID with gl-cor:accountSubType of 'Business_Unit'
1531,2,Reference Association,,Inventory transaction,,,Inventory Product,0..1,Must be valid entry in Inventory Product Master File YYYYMMDD,INV,61,TEXT25,"For XBRL GL, this isn't a single field; use the Business_Unit_Code and Inventory_Item_Code's XBRL GL concepts to tie"
1532,2,Attribute,,Inventory transaction,Transaction Type,Code,,0..1,"Different software products use different codes and descriptions for the primary inventory-specific actions that take place in inventory transactions related to the movement of goods related to trade, quantity adjustments from internal business events and cost adjustments, due to market factors or damage. While the client and auditor can agree on codes and descriptions to describe the impact on inventory quantities and costs, the use of the following suggested entries can provide an automated understanding: Value/Description, Damage/Quantity reduction due to recognition of damage; quantity entered as a positive, Increase Due To Revaluation/Cost increase due to revaluation, Lower Of Cost or Market Realization/Price decrease due to lower of cost or market evaluation; cost change entered as a positive, Moved From Production/Quantity decrease as Raw Materials are moved to production; quantity entered as a positive, Moved To Production/Quantity increase as Raw Materials are moved to the warehouse from production; quantity entered as a positive, Obsolete/Quantity reduction due to recognition of obsolescence; quantity entered as a positive, Physical Count Adjustment/Quantity change as a result of a physical count; increases from system values entered as a positive; decreases from system values entered as a negative, Receipt/Quantity increase as inventory is received; quantity entered as a positive, Return/Quantity increase as inventory is returned; quantity entered as a positive, Scrapped/Quantity reduction due to inventory being scrapped; quantity entered as a positive, Shipment/Quantity reduction due to inventory being sold or transferred out of the organization; quantity entered as a positive, Transfer/Quantity increase or decrease from inventory being moved between locations: transfer in is a positive entry; transfer out is a negative entry",INV,61,TEXT25,"gl-cor:documentTypeDescription with gl-cor:documentType of other unless a receipt or shipment, in which case gl-cor:documentType of receipt or shipment"
1533,2,Attribute,,Inventory transaction,Transaction Type System,Code,,0..1,Transaction code local to underlying accounting software system,INV,61,TEXT,Concatenate into gl-cor:documentTypeDescription with above enumeration/value
1534,2,Attribute,,Inventory transaction,Transaction Date,Date,,0..1,"Date of activity, per associated transaction document if applicable",INV,61,DATE,gl-cor:documentDate
1535,2,Attribute,,Inventory transaction,Transaction Time,Time,,0..1,"Time of activity, per associated transaction document if applicable",INV,61,TIME,Incorporated into above field using ISO 8601
1536,2,Composition,,Inventory transaction,,,Quantity,0..1,Quantity or item affected expressed in location stocking unit,INV,61,NUMERIC,gl-bus:measurableQuanity
1537,2,Composition,,Inventory transaction,Transaction Cost Adjustment,,Amount,0..1,Per unit increase or (decrease) in stocking cost as represented in field Inventory Cost Method of table 2.3 Inventory On-Hand File YYYYMMDD,INV,61,NUMERIC,gl-bus_measurableCostPerUnit with gl-bus:measurableQualifier = 'standard_delta' or 'average_delta' or 'specified_delta' or 'lifo_delta' etc.
1538,2,Attribute,,Inventory transaction,Transaction Description,Text,,0..1,Description of transaction,INV,61,TEXT100,gl-cor:detailComment
1539,2,Reference Association,,Inventory transaction,Source Ledger Transaction Associated Order ID,,Sales Order / Purchase Order,0..1,Transaction ID associated with either the Procure to Pay or Order to Cash Subledger ADS.,INV,61,TEXT100,"gl-cor:documentType using appropriate enumeration for source, such as 'order- customer' or 'order-vendor.'"
1540,2,Reference Association,,Inventory transaction,Transaction Associated Order ID,,Sales Order / Purchase Order,0..1,"Customer Order, (Vendor) Purchase Order or other document associated with the transaction. Should specify whether the number found in Transaction Associated Order Line ID is from the Procure to Pay or Order to Cash Subledger ADS by using the text 'P2P' or 'O2C', respectively.",INV,61,TEXT100,gl-cor:originatingDocumentNumb er
1541,2,Reference Association,,Inventory transaction,Transaction Associated Order Line ID,,Sales Order Line / Purchase Order Line,0..1,"Line item number from a Customer Order, (Vendor) Purchase Order, to differentiate between multiple items in a single order for different quantities. Should specify whether the number found in Transaction Associated Order Line ID is from the Procure to Pay or Order to Cash Subledger ADS by using the text 'P2P' or 'O2C', respectively.",INV,61,TEXT100,gl-cor:lineNumber
1542,2,Attribute,,Inventory transaction,Transaction Associated Document ID,Code,,0..1,"Picking ticket, shipping notice, or other document created upon/associated with movement. Should specify whether the number found in Transaction Associated Order Line ID is from the Procure to Pay or Order to Cash Subledger ADS by using the text 'P2P' or 'O2C', respectively.",INV,61,TEXT100,gl-cor:originatingDocumentNumb er with gl-cor:originatingDocumentType = another other suitable enumeration
1543,2,Attribute,,Inventory transaction,Transaction Associated Document Line ID,Code,,0..1,"Line number for a document other than a Customer Order, or 'Vendor' Purchase Order. Should specify whether the number found in Transaction Associated Order Line ID is from the Procure to Pay or Order to Cash Subledger ADS by using the text 'P2P' or 'O2C', respectively.",INV,61,TEXT100,gl-cor:lineNumber
1544,2,Reference Association,,Inventory transaction,From,,Inventory Location,0..1,Must match Inventory Location File YYYYMMDD entry,INV,61,TEXT25,"On negative side of transaction, For XBRL GL, this isn't a single field; use the Business_Unit_Code and Location_ID's XBRL GL concepts to tie back (need to consider interrelationships with other files)"
1545,2,Attribute,,Inventory transaction,Serial Number,Code,,0..1,"If serialized, the serial number is captured here. Although serial number is the common term, the value is not limited to numeric values. While it is uncommon for an item to be both serial and lot controlled (the serial number unambiguously identifies the item), it is not necessarily mutually exclusive.",INV,61,TEXT75,"gl-ehm:serialLotNumber is used for either the serial or the lot number, and driven by the attributes of serial or lot. If both are required, the lot number is placed in gl-ehm:nextSerialLotNumber."
1546,2,Attribute,,Inventory transaction,Lot Number,Code,,0..1,"If representing a lot, the lot number is captured here. Although lot number is the common term, the value is not limited to numeric values",INV,61,TEXT75,"gl-ehm:serialLotNumber is used for either the serial or the lot number, and driven by the attributes of serial or lot. If both are required, the lot number is placed in gl-ehm:nextSerialLotNumber."
1547,2,Reference Association,,Inventory transaction,To,,Inventory Location,0..1,Required for movements; Must match Inventory Location File YYYYMMDD entry,INV,61,TEXT25,"On positive side of transaction, For XBRL GL, this isn't a single field; use the Business_Unit_Code and Location_ID's XBRL GL concepts to tie back (need to consider interrelationships with other files)"
1548,2,Attribute,,Inventory transaction,Inventory System Or External Source,Indicator,,0..1,"Used to indicate entry information associated with transaction initiated from other ADS module (for example, P2P, O2C) or initiated from within inventory. If initiated from within inventory fields below are used to capture user and GL information.",INV,61,TEXT1,gl-cor:invoiceType where ePos means system and self-billed means manual.
1549,2,Composition,,Inventory transaction,,,Activity Records,0..1,,INV,61,,
1550,2,Reference Association,,Inventory transaction,Debit,,Ledger Account Number,0..1,GL account number on which the debit side of the transaction has been posted,INV,61,TEXT100,"gl-cor:accountMainID with gl-cor:accountPurposeDescription = 'debit-value' in a second account structure (Note: XBRL GL permits an unlimited number of accounts or values with a transaction, and is not consider interrelationships with other files)"
1551,2,Reference Association,,Inventory transaction,Credit,,Ledger Account Number,0..1,GL account number on which the credit side of the transaction has been posted,INV,61,TEXT100,"gl-cor:accountMainID with gl-cor:accountPurposeDescription = 'credit-value' in a second account structure (Note: XBRL GL permits an unlimited number of accounts or values with a transaction, and is not limited to a single debit or credit value)"
1552,2,Composition,,Inventory transaction,,,Segment,0..*,,INV,61,,
1553,1,Class,,Material Cost,,,,0..1,This is an optional table that captures standard cost components associated with inventory items including cost associated with purchase of material and product.,INV,61.5,,"gl-cor:entriesType value = 'assets' Explicitly defines this as a listing of material costs, as per XBRL GL's enumerations.<br>gl-cor:entriesComment value = 'ads:Material_Cost_File_YYYYMMDD' [entriesComment] is the descriptive field describing what is common in the collection of information; introducing audit data standard namespace and qualifier for type of collection ties it to this representation."
1554,2,Reference Association,,Material Cost,,,Business Unit,0..1,"Used to identify the business unit, region, branch, and so on at the level that financial statements are being audited. Must match a Business Unit Code in the Business Unit Listing file",INV,61.5,TEXT50,gl-cor:accountSubID with gl-cor:accountSubType of 'Business_Unit'
1555,2,Reference Association,PK,Material Cost,,,Inventory Product,0..1,Must be valid entry in Inventory Master File YYYYMMDD,INV,61.5,TEXT25,"For XBRL GL, this isn't a single field; use the Business_Unit_Code and Inventory_Item_Code's XBRL GL concepts to tie back (need to consider interrelationships with other files)"
1556,2,Reference Association,PK,Material Cost,,,Inventory Location,0..1,Must be valid entry in Inventory Location File YYYYMMDD,INV,61.5,TEXT25,"For XBRL GL, this isn't a single field; use the Business_Unit_Code and Location_ID's XBRL GL concepts to tie back (need to consider interrelationships with other files)"
1557,2,Attribute,,Material Cost,Costing Type,Code,,0..1,"Used to identify the costing sheet (such as COGS, Inventory Valuation, COGM)",INV,61.5,TEXT25,gl-cor:accountMainDescription and gl-cor:accountType of measurable
1558,2,Composition,,Material Cost,Total Cost,,Amount,0..1,"Used to identify the total standard cost components (for example, Cost of Raw material + freight + labor + storage + etc.)",INV,61.5,NUMERIC,gl-cor:amount
1559,2,Composition,,Material Cost,Other Cost 1,,Amount,0..1,"Used to identify a certain standard cost components (for example, Cost of Raw material, freight, labor, storage, etc.). See question #8 in section 4.0 Inventory Questionnaire",INV,61.5,NUMERIC,gl-cor:amount associated with gl-cor:accountSubID of 001
1560,2,Composition,,Material Cost,Other Cost 2,,Amount,0..1,"Used to identify a certain standard cost components (for example, Cost of Raw material, freight, labor, storage, etc.). See question #8 in section 4.0 Inventory Questionnaire",INV,61.5,NUMERIC,gl-cor:amount associated with gl-cor:accountSubID of 002
1561,2,Composition,,Material Cost,Other Cost 3,,Amount,0..1,"Used to identify a certain standard cost components (for example, Cost of Raw material, freight, labor, storage, etc.). See question #8 in section 4.0 Inventory Questionnaire",INV,61.5,NUMERIC,gl-cor:amount associated with gl-cor:accountSubID of 003
1562,2,Composition,,Material Cost,Other Cost 4,,Amount,0..1,"Used to identify a certain standard cost components (for example, Cost of Raw material, freight, labor, storage, etc.). See question #8 in section 4.0 Inventory Questionnaire",INV,61.5,NUMERIC,gl-cor:amount associated with gl-cor:accountSubID of 004
1563,2,Composition,,Material Cost,Other Cost 5,,Amount,0..1,"Used to identify a certain standard cost components (for example, Cost of Raw material, freight, labor, storage, etc.).",INV,61.5,NUMERIC,gl-cor:amount associated with gl-cor:accountSubID of 005
1564,2,Attribute,,Material Cost,Stocking Unit of Measure,Code,,0..1,"Unit of measure, used to track items as stocked (for example, bushel, barrel, pint)",INV,61.5,TEXT25,gl-bus:measurableUnitofMeasure
1565,2,Attribute,,Material Cost,Valid From Date,Date,,0..1,Date the cost becomes effective for item,INV,61.5,DATE,gl-bus:measurableStartDateTime
1566,2,Attribute,,Material Cost,Valid To Date,Date,,0..1,Date the cost becomes expired for item,INV,61.5,DATE,gl-bus:measurableEndDateTime
1567,2,Attribute,,Material Cost,Valuation Date,Date,,0..1,"Date of the last cost change, if not available then leverage field Valid to Date",INV,61.5,DATE,gl-cor:confirmedDate
1568,2,Composition,,Material Cost,,,Segment,0..*,,INV,61.5,,
1569,1,Class,,Physical Inventory,,,,0..1,The on-hand quantities as of the date of the physical inventory count.,INV,62,,"gl-cor:entriesType value = 'assets' Explicitly defines this as a listing of physical inventory, as per XBRL GL's enumerations.<br>gl-cor:entriesComment value = 'ads:Physical_Inventory_File_YYYYMMDD' [entriesComment] is the descriptive field describing what is common in the collection of information; introducing audit data standard namespace and qualifier for type of collection ties it to this representation."
1570,2,Reference Association,,Physical Inventory,,,Business Unit,0..1,"Used to identify the business unit, region, branch, and so on at the level that financial statements are being audited. Must match a Business Unit Code in the Business Unit Listing file",INV,62,TEXT50,gl-cor:accountSubID with gl-cor:accountSubType of 'Business_Unit'
1571,2,Reference Association,PK,Physical Inventory,,,Inventory Product,0..1,Must be valid entry in Inventory Product Master File YYYYMMDD,INV,62,TEXT25,"For XBRL GL, this isn't a single field; use the Business_Unit_Code and Inventory_Item_Code's XBRL GL concepts to tie back (need to consider interrelationships with other files)"
1572,2,Reference Association,PK,Physical Inventory,,,Inventory Location,0..1,Must be valid entry in Inventory Location File YYYYMMDD,INV,62,TEXT25,"For XBRL GL, this isn't a single field; use the Business_Unit_Code and Location_ID's XBRL GL concepts to tie back (need to consider interrelationships with other files)"
1573,2,Attribute,,Physical Inventory,Bin ID,,,0..1,Optional identifier of sub-location: Code used in system,INV,62,TEXT25,Use ID and location from location file  gl-bus:organizationAddressLocationId entifier
1574,2,Attribute,,Physical Inventory,Count Date,Date,,0..1,Date of physical count,INV,62,DATE,gl-cor:documentDate with gl-cor:documentType = other and gl-cor:documentTypeDescription = physical_count
1575,2,Attribute,,Physical Inventory,Inventory Stocking UOM,,,0..1,Unit of measure used associated with the quantity used for stocking inventory,INV,62,TEXT25,gl-bus:measurableUnitOfMeasure with gl-bus:measurableQualifier = 'stocking'
1576,2,Composition,,Physical Inventory,On Hand System,,Quantity,0..1,Quantity on hand at last physical count per system,INV,62,NUMERIC,gl-bus_measurableQuantity with gl-bus:measurableQualifier 'system'
1577,2,Composition,,Physical Inventory,On Hand Physical Count,,Quantity,0..1,Quantity on hand at last physical count per physical count,INV,62,NUMERIC,gl-bus_measurableQuantity
1578,2,Composition,,Physical Inventory,,,Activity Records,0..1,,INV,62,,
1579,2,Attribute,,Physical Inventory,Comment,Text,,0..1,"Comments on the count, the variances, or other information captured",INV,62,TEXT100,gl-cor:detailComment
1580,2,Attribute,,Physical Inventory,Location Longitude,Numeric,,0..1,"Geospatial coordinates using decimal rather than degree format. For example, if the facility is located at 40&#xB0;45'31.7'N 73&#xB0;58'56.1'W, then 40&#xB0;45'31.7'N would be entered as 40.758812.",INV,62,NUMERIC,"gh-ehm:geospatialCoordinate Enter a relevant location for this item. Format can be either: - Degrees, minutes, and seconds (DMS): 41&#xB0;24'12.2'N 2&#xB0;10'26.5'E - Degrees and decimal minutes (DMM): 41 24.2028, 2 10.4418 Or - Decimal degrees (DD): 41.40338, 2.17403"
1581,2,Attribute,,Physical Inventory,Location Latitude,Numeric,,0..1,"Geospatial coordinates using decimal rather than degree format. Using the above example, 73&#xB0;58'56.1'W would be entered as -73.982250.",INV,62,NUMERIC,See above: integrated into one field in XBRL GL.
1582,2,Attribute,,Physical Inventory,Obsolete or Damaged Inventory,Code,,0..1,"To assist in identifying inventory quantities that are slow moving, damaged or obsolete",INV,62,TEXT25,"gl-cor:postingStatusDescription = 'slow moving', 'obsolete' or 'damaged'"
1583,2,Composition,,Physical Inventory,,,Segment,0..*,,INV,62,,
1584,1,Class,,Fixed Asset,,,,0..1,The Fixed Asset Master File YYYYMMDD table contains location information and product information used to identify the fixed assets in inventory.,FA,65,,"gl-cor:entriesType value = 'master_file' Explicitly defines this as a master file, as per XBRL GL's enumerations.<br>gl-cor:entriesComment value = 'ads:Fixed_Asset_Master_File_YYYYMMDD' [entriesComment] is the descriptive field describing what is common in the collection of information; introducing audit data standard namespace and qualifier for type of collection ties it to this representation. An ads namespace would be created with information associated with the date/versioning of this ADS."
1585,2,Reference Association,,Fixed Asset,,,Business Unit,0..1,"Used to identify the business unit, region, branch, and so on at the level that financial statements are being audited. Must match a Business Unit Code in the Business Unit Listing file.",FA,65,TEXT25,gl-cor:accountSubID with gl-cor:accountSubType of 'Business_Unit'
1586,2,Attribute,PK,Fixed Asset,Location ID,Identifier,,1,Unique identifier for organizations. May require a concatenation of items such as Business Unit Code and Location Code.,FA,65,TEXT75,"For XBRL GL, A location that is forced to be unique isn't a single field; concatentate the Business_Unit_Code and Location_Codes's XBRL GL concepts to tie back (need to consider interrelationships with other files)."
1587,2,Attribute,,Fixed Asset,Location Code,Code,,0..1,"Code used to identify fixed asset location at local, rather than organizational, level.",FA,65,TEXT25,gl-bus:organizationAddressLocationIdentifier
1588,2,Attribute,,Fixed Asset,Location Description,Text,,0..1,Textual description of location identified by Location Code.,FA,65,TEXT100,gl-bus:organizationAddressDescription
1589,2,Attribute,PK,Fixed Asset,Fixed Asset ID,Identifier,,1,"Unique identifier; may require a concatenation, such as Business Unit Code + Fixed Asset Code.",FA,65,TEXT100,"For XBRL GL, Fixed_Asset_Code isn't forced to be unique; concatentate the Business_Unit_Code and Fixed_Asset_Code's XBRL GL concepts to tie back (need to consider interrelationships with other files)"
