JP07a,JP08a,BS04c5,JP05a,BS04c6,JP05b,JP07a_GL02_01,JP07a_GL02_03,GE03dl_01,GL05c_01,BS15c_01,JP08a_GL03_03,JP06b_BS16_01,JP06b_BS16_02,JP05a_01,JP05a_02,JP05a_03,GE05gP_01,GE05gS_01,JP02c_BS28_01,JP02c_BS28_02,JP06d_BS16_01,JP06d_BS16_02,JP05b_01,JP05b_02,JP05b_03,GE05hX_01,GE05h0_01,JP02d_BS28_01,JP02d_BS28_02,BS04c5_01,BS04c5_02,BS04c5_03,BS04c6_01,BS04c6_02,BS04c6_03
2106,3.0,,,,1.0,,,,,,,,,,,,,,,,,,13,"Nakamura Industries Co., Ltd.",sub-account,,,,,,,,,,
2106,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2106,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2106,4.0,,,,,,,,,,Purchases for the period from December 1th to December 31th,10E100130,Cost of purchased goods,,,,10823612.0,983964.0,S10,Standard 10%,10B100040,Accounts payable - trade,,,,10823612.0,0.0,O,-,,,,,,
2106,4.0,,,,1.0,,,,,,,,,,,,,,,,,,1,"Y2 Co., Ltd.",sub-account,,,,,,,,,,
2106,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2106,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2106,5.0,,,,,,,,,,Purchases for the period from December 1th to December 31th,10E100130,Cost of purchased goods,,,,8378109.0,761646.0,S10,Standard 10%,10B100040,Accounts payable - trade,,,,8378109.0,0.0,O,-,,,,,,
2106,5.0,,,,1.0,,,,,,,,,,,,,,,,,,11,"Matsumura Co., Ltd.",sub-account,,,,,,,,,,
2106,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2106,5.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2106,6.0,,,,,,,,,,Purchases for the period from December 1th to December 31th,10E100130,Cost of purchased goods,,,,1085505.0,98682.0,S10,Standard 10%,10B100040,Accounts payable - trade,,,,1085505.0,0.0,O,-,,,,,,
2106,6.0,,,,1.0,,,,,,,,,,,,,,,,,,2,"Pole Co., Ltd.",sub-account,,,,,,,,,,
2106,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2106,6.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2106,7.0,,,,,,,,,,Purchases for the period from December 1th to December 31th,10E100130,Cost of purchased goods,,,,658954.0,59904.0,S10,Standard 10%,10B100040,Accounts payable - trade,,,,658954.0,0.0,O,-,,,,,,
2106,7.0,,,,1.0,,,,,,,,,,,,,,,,,,12,"Arie Co., Ltd.",sub-account,,,,,,,,,,
2106,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2106,7.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2106,8.0,,,,,,,,,,Purchases for the period from December 1th to December 31th,10E100130,Cost of purchased goods,,,,251899.0,22899.0,S10,Standard 10%,10B100040,Accounts payable - trade,,,,251899.0,0.0,O,-,,,,,,
2106,8.0,,,,1.0,,,,,,,,,,,,,,,,,,8,"Yamashita Co., Ltd.",sub-account,,,,,,,,,,
2106,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2106,8.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2107,,,,,,134,2021-12-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2107,1.0,,,,,,,,,,Purchases for the period from December 1th to December 31th,10E100130,Cost of purchased goods,,,,2897127.0,263375.0,S10,Standard 10%,10B100040,Accounts payable - trade,,,,2897127.0,0.0,O,-,,,,,,
2107,1.0,,,,1.0,,,,,,,,,,,,,,,,,,9,"Saito Industries Co., Ltd.",sub-account,,,,,,,,,,
2107,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
2107,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2107,2.0,,,,,,,,,,Purchases for the period from December 1th to December 31th,10E100130,Cost of purchased goods,,,,1840617.0,167328.0,S10,Standard 10%,10B100040,Accounts payable - trade,,,,1840617.0,0.0,O,-,,,,,,
2107,2.0,,,,1.0,,,,,,,,,,,,,,,,,,15,"Hanamaru Trading Co., Ltd.",sub-account,,,,,,,,,,
2107,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
2107,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2107,3.0,,,,,,,,,,Purchases for the period from December 1th to December 31th,10E100130,Cost of purchased goods,,,,6922413.0,629310.0,S10,Standard 10%,10B100040,Accounts payable - trade,,,,6922413.0,0.0,O,-,,,,,,
2107,3.0,,,,1.0,,,,,,,,,,,,,,,,,,7,"Sunset Co., Ltd.",sub-account,,,,,,,,,,
2107,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
2107,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2107,4.0,,,,,,,,,,Purchases for the period from December 1th to December 31th,10E100130,Cost of purchased goods,,,,183908.0,16718.0,S10,Standard 10%,10B100040,Accounts payable - trade,,,,183908.0,0.0,O,-,,,,,,
2107,4.0,,,,1.0,,,,,,,,,,,,,,,,,,2,"Pole Co., Ltd.",sub-account,,,,,,,,,,
2107,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
2107,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2107,5.0,,,,,,,,,,Purchases for the period from December 1th to December 31th,10E100130,Cost of purchased goods,,,,25704.0,2336.0,S10,Standard 10%,10B100040,Accounts payable - trade,,,,25704.0,0.0,O,-,,,,,,
2107,5.0,,,,1.0,,,,,,,,,,,,,,,,,,8,"Yamashita Co., Ltd.",sub-account,,,,,,,,,,
2107,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
2107,5.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2108,,,,,,135,2021-12-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2108,1.0,,,,,,,,,,Purchases for the period from December 1th to December 31th,10E100130,Cost of purchased goods,,,,6301802.0,572891.0,S10,Standard 10%,10B100040,Accounts payable - trade,,,,6301802.0,0.0,O,-,,,,,,
2108,1.0,,,,1.0,,,,,,,,,,,,,,,,,,5,"Kofujimaru Co., Ltd.",sub-account,,,,,,,,,,
2108,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2108,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2108,2.0,,,,,,,,,,Purchases for the period from December 1th to December 31th,10E100130,Cost of purchased goods,,,,1503036.0,136639.0,S10,Standard 10%,10B100040,Accounts payable - trade,,,,1503036.0,0.0,O,-,,,,,,
2108,2.0,,,,1.0,,,,,,,,,,,,,,,,,,4,"Attach Co., Ltd.",sub-account,,,,,,,,,,
2108,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2108,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2108,3.0,,,,,,,,,,Purchases for the period from December 1th to December 31th,10E100130,Cost of purchased goods,,,,5798593.0,527144.0,S10,Standard 10%,10B100040,Accounts payable - trade,,,,5798593.0,0.0,O,-,,,,,,
2108,3.0,,,,1.0,,,,,,,,,,,,,,,,,,10,"Suzuki Sales Co., Ltd.",sub-account,,,,,,,,,,
2108,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2108,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2108,4.0,,,,,,,,,,Purchases for the period from December 1th to December 31th,10E100130,Cost of purchased goods,,,,6893004.0,626636.0,S10,Standard 10%,10B100040,Accounts payable - trade,,,,6893004.0,0.0,O,-,,,,,,
2108,4.0,,,,1.0,,,,,,,,,,,,,,,,,,6,"Hanada Co., Ltd.",sub-account,,,,,,,,,,
2108,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2108,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2108,5.0,,,,,,,,,,Purchases for the period from December 1th to December 31th,10E100130,Cost of purchased goods,,,,102816.0,9346.0,S10,Standard 10%,10B100040,Accounts payable - trade,,,,102816.0,0.0,O,-,,,,,,
2108,5.0,,,,1.0,,,,,,,,,,,,,,,,,,8,"Yamashita Co., Ltd.",sub-account,,,,,,,,,,
2108,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2108,5.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2108,6.0,,,,,,,,,,Purchases for the period from December 1th to December 31th,10E100130,Cost of purchased goods,,,,183908.0,16718.0,S10,Standard 10%,10B100040,Accounts payable - trade,,,,183908.0,0.0,O,-,,,,,,
2108,6.0,,,,1.0,,,,,,,,,,,,,,,,,,2,"Pole Co., Ltd.",sub-account,,,,,,,,,,
2108,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2108,6.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2109,,,,,,136,2021-12-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2109,1.0,,,,,,,,,,Purchases for the period from December 1th to December 31th,10E100130,Cost of purchased goods,,,,77112.0,7010.0,S10,Standard 10%,10B100040,Accounts payable - trade,,,,77112.0,0.0,O,-,,,,,,
2109,1.0,,,,1.0,,,,,,,,,,,,,,,,,,8,"Yamashita Co., Ltd.",sub-account,,,,,,,,,,
2109,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
2109,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2109,2.0,,,,,,,,,,Purchases for the period from December 1th to December 31th,10E100130,Cost of purchased goods,,,,80740.0,7340.0,S10,Standard 10%,10B100040,Accounts payable - trade,,,,80740.0,0.0,O,-,,,,,,
2109,2.0,,,,1.0,,,,,,,,,,,,,,,,,,2,"Pole Co., Ltd.",sub-account,,,,,,,,,,
2109,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
2109,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2110,,,,,,137,2021-12-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2110,1.0,,,,,,,,,,"December 31th Slip No. 309 Pole Co., Ltd.",10B100040,Accounts payable - trade,,,,1314268.0,0.0,O,-,10A100020,Cash and deposits,,,,1314268.0,0.0,O,-,,,,,,
2110,1.0,,1.0,,,,,,,,,,,2,"Pole Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,,
2110,1.0,,,,1.0,,,,,,,,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,
2110,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2110,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2111,,,,,,138,2021-12-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2111,1.0,,,,,,,,,,"December 31th Slip No. 310 Kofujimaru Co., Ltd.",10B100040,Accounts payable - trade,,,,4897778.0,0.0,O,-,10B100030,Notes payable - trade,,,,4897778.0,0.0,O,-,,,,,,
2111,1.0,,1.0,,,,,,,,,,,5,"Kofujimaru Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,,
2111,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2111,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2112,,,,,,139,2021-12-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2112,1.0,,,,,,,,,,"December 31th Slip No. 311 Sunset Co., Ltd.",10B100040,Accounts payable - trade,,,,4597303.0,0.0,O,-,10A100020,Cash and deposits,,,,4597303.0,0.0,O,-,,,,,,
2112,1.0,,1.0,,,,,,,,,,,7,"Sunset Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,,
2112,1.0,,,,1.0,,,,,,,,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,
2112,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2112,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2113,,,,,,140,2021-12-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2113,1.0,,,,,,,,,,"December 31th Slip No. 312 Saito Industries Co., Ltd.",10B100040,Accounts payable - trade,,,,2224739.0,0.0,O,-,10B100030,Notes payable - trade,,,,2224739.0,0.0,O,-,,,,,,
2113,1.0,,1.0,,,,,,,,,,,9,"Saito Industries Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,,
2113,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2113,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2114,,,,,,141,2021-12-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2114,1.0,,,,,,,,,,"December 31th Slip No. 313 Suzuki Sales Co., Ltd.",10B100040,Accounts payable - trade,,,,3791833.0,0.0,O,-,10B100030,Notes payable - trade,,,,3791833.0,0.0,O,-,,,,,,
2114,1.0,,1.0,,,,,,,,,,,10,"Suzuki Sales Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,,
2114,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2114,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2114,2.0,,,,,,,,,,Film maturity Imai Department Store,10A100020,Cash and deposits,,,,14559712.0,0.0,O,-,10A100060,Notes receivable - trade,,,,14559712.0,0.0,O,-,,,,,,
2114,2.0,,1.0,,,,,,,,,,,1,Mizuho Bank,sub-account,,,,,,,,,,,,,,,,,,,
2114,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2114,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2115,,,,,,142,2021-12-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2115,1.0,,,,,,,,,,"December 31th Slip No. 314 Arie Co., Ltd.",10B100040,Accounts payable - trade,,,,433742.0,0.0,O,-,10A100020,Cash and deposits,,,,433742.0,0.0,O,-,,,,,,
2115,1.0,,1.0,,,,,,,,,,,12,"Arie Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,,
2115,1.0,,,,1.0,,,,,,,,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,
2115,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2115,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2116,,,,,,143,2021-12-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2116,1.0,,,,,,,,,,"December 31th Slip No. 315 Nakamura Industries Co., Ltd.",10B100040,Accounts payable - trade,,,,1345680.0,0.0,O,-,10A100020,Cash and deposits,,,,1345680.0,0.0,O,-,,,,,,
2116,1.0,,1.0,,,,,,,,,,,13,"Nakamura Industries Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,,
2116,1.0,,,,1.0,,,,,,,,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,
2116,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2116,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2117,,,,,,144,2021-12-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2117,1.0,,,,,,,,,,December 31th Slip No. 316 West LLC,10B100040,Accounts payable - trade,,,,3875434.0,0.0,O,-,10A100020,Cash and deposits,,,,3875434.0,0.0,O,-,,,,,,
2117,1.0,,1.0,,,,,,,,,,,14,West LLC,sub-account,,,,,,,,,,,,,,,,,,,
2117,1.0,,,,1.0,,,,,,,,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,
2117,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2117,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2118,,,,,,145,2021-12-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2118,1.0,,,,,,,,,,"December 31th Slip No. 317 Hanamaru Trading Co., Ltd.",10B100040,Accounts payable - trade,,,,1543059.0,0.0,O,-,10A100020,Cash and deposits,,,,1543059.0,0.0,O,-,,,,,,
2118,1.0,,1.0,,,,,,,,,,,15,"Hanamaru Trading Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,,
2118,1.0,,,,1.0,,,,,,,,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,
2118,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2118,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2119,,,,,,147,2021-12-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2119,1.0,,,,,,,,,,Date of bill dates Koto Maru,10B100030,Notes payable - trade,,,,3841014.0,0.0,O,-,10A100020,Cash and deposits,,,,3841014.0,0.0,O,-,,,,,,
2119,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1,Mizuho Bank,sub-account,,,,,,,,,,
2119,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2119,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2119,2.0,,,,,,,,,,Date of bill dates Saito Sangyo,10B100030,Notes payable - trade,,,,1819272.0,0.0,O,-,10A100020,Cash and deposits,,,,1819272.0,0.0,O,-,,,,,,
2119,2.0,,,,1.0,,,,,,,,,,,,,,,,,,1,Mizuho Bank,sub-account,,,,,,,,,,
2119,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2119,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2119,3.0,,,,,,,,,,Salugary date of falling day Suzuki Sales,10B100030,Notes payable - trade,,,,3148603.0,0.0,O,-,10A100020,Cash and deposits,,,,3148603.0,0.0,O,-,,,,,,
2119,3.0,,,,1.0,,,,,,,,,,,,,,,,,,1,Mizuho Bank,sub-account,,,,,,,,,,
2119,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2119,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2120,,,,,,152,2021-12-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2120,1.0,,,,,,,,,,Loan Repayment,10A100020,Cash and deposits,,,,40000.0,0.0,O,-,10A100610,Short-term loans receivable,,,,90000.0,0.0,O,-,,,,,,
2120,1.0,,1.0,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,,,,,,,,,,
2120,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2120,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2120,2.0,,,,,,,,,,Loan Repayment,10A100020,Cash and deposits,,,,50000.0,0.0,O,-,,,,,,,,,,,,,,,
2120,2.0,,1.0,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,,,,,,,,,,
2120,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2121,,,,,,153,2021-12-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2121,1.0,,,,,,,,,,Regular Savings Deposit,10A100020,Cash and deposits,,,,500000.0,0.0,O,-,10A100020,Cash and deposits,,,,625000.0,0.0,O,-,,,,,,
2121,1.0,,,,1.0,,,,,,,,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,
2121,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2121,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2121,2.0,,,,,,,,,,Insurance Reserve Fund,10A230570,Insurance funds,,,,125000.0,0.0,O,-,,,,,,,,,,,,,,,
2121,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2122,,,,,,154,2021-12-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2122,1.0,,,,,,,,,,Loan Repayment,10B100790,Short-term borrowings,,,,653500.0,0.0,O,-,10A100020,Cash and deposits,,,,686175.0,0.0,O,-,,,,,,
2122,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1,Mizuho Bank,sub-account,,,,,,,,,,
2122,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2122,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2122,2.0,,,,,,,,,,Interest,10E300020,Interest expenses,,,,32675.0,0.0,X,Non-Purchase,,,,,,,,,,,,,,,
2122,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2123,,,,,,18,2022-01-01,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2123,1.0,,,,,,,,,,Travel Expenses,10E201230,Travel and transportation expenses,,,,19500.0,1772.0,S10,Standard 10%,10A100020,Cash and deposits,,,,19500.0,0.0,O,-,,,,,,
2123,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
2123,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2124,,,,,,19,2022-01-02,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2124,1.0,,,,,,,,,,Travel Expenses,10E201230,Travel and transportation expenses,,,,11000.0,1000.0,S10,Standard 10%,10A100020,Cash and deposits,,,,11000.0,0.0,O,-,,,,,,
2124,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
2124,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2125,,,,,,134,2022-01-03,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2125,1.0,,,,,,,,,,Paper,10E201110,Office supplies expenses,,,,8400.0,763.0,S10,Standard 10%,10B100630,Accounts payable - other,,,,8400.0,0.0,O,-,,,,,,
2125,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2125,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2126,,,,,,66,2022-01-04,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2126,1.0,,,,,,,,,,Lease Payments,10E200730,Rent expenses on land and buildings,,,,209850.0,19077.0,S10,Standard 10%,10A100020,Cash and deposits,,,,209850.0,0.0,O,-,,,,,,
2126,1.0,,,,1.0,,,,,,,,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,
2126,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2126,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2127,,,,,,116,2022-01-04,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2127,1.0,,,,,,,,,,Lease Payments,10E200730,Rent expenses on land and buildings,,,,84000.0,7636.0,S10,Standard 10%,10A100020,Cash and deposits,,,,84000.0,0.0,O,-,,,,,,
2127,1.0,,,,1.0,,,,,,,,,,,,,,,,,,40,Mitsubishi Tokyo Umeda,sub-account,,,,,,,,,,
2127,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2127,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2128,,,,,,86,2022-01-05,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2128,1.0,,,,,,,,,,"January 5th Slip No. 406 Watanabe Industries Co., Ltd.",10A100020,Cash and deposits,,,,2137952.0,0.0,O,-,10A100090,Accounts receivable - trade,,,,2137952.0,0.0,O,-,,,,,,
2128,1.0,,1.0,,,,,,,,,,,50,Fukuoka Kitakyushu,sub-account,,,,,,,,,,,,,,,,,,,
2128,1.0,,,,1.0,,,,,,,,,,,,,,,,,,22,"Watanabe Industries Co., Ltd.",sub-account,,,,,,,,,,
2128,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2128,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2128,2.0,,,,,,,,,,"January 5th Slip No. 406 Watanabe Industries Co., Ltd.",10E200690,Commission expenses,,,,472.0,42.0,S10,Standard 10%,10A100090,Accounts receivable - trade,,,,472.0,0.0,O,-,,,,,,
2128,2.0,,,,1.0,,,,,,,,,,,,,,,,,,22,"Watanabe Industries Co., Ltd.",sub-account,,,,,,,,,,
2128,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
2128,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2129,,,,,,87,2022-01-05,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2129,1.0,,,,,,,,,,"January 5th Slip No. 407 Sasaki Sales Co., Ltd.",10A100020,Cash and deposits,,,,1402191.0,0.0,O,-,10A100090,Accounts receivable - trade,,,,1402191.0,0.0,O,-,,,,,,
2129,1.0,,1.0,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,,,,,,,,,,
2129,1.0,,,,1.0,,,,,,,,,,,,,,,,,,26,"Sasaki Sales Co., Ltd.",sub-account,,,,,,,,,,
2129,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2129,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2129,2.0,,,,,,,,,,"January 5th Slip No. 407 Sasaki Sales Co., Ltd.",10E200690,Commission expenses,,,,472.0,42.0,S10,Standard 10%,10A100090,Accounts receivable - trade,,,,472.0,0.0,O,-,,,,,,
2129,2.0,,,,1.0,,,,,,,,,,,,,,,,,,26,"Sasaki Sales Co., Ltd.",sub-account,,,,,,,,,,
