sequence,level,type,identifier,name,datatype,multiplicity,domain_name,definition,module,table,class_term,id,path,semantic_path
6980,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Sales,30,Currency,BS06pp_01,/SL05e/SL06g/BS06pp_01,/Sales Order/Sales Order Line/(Transaction) Amount/Currency/Code
6981,3,C,,Quantity,,0..1,,"A class that measures the extent, size, or amount of items, including the unit of measurement.",Sales,0,Quantity,GE15bK,/SL05e/SL06g/GE15bK,/Sales Order/Sales Order Line/Quantity
6982,4,A,,Value,Decimal,0..1,QUANTITY,The numerical amount of a specified item or resource.,Sales,0,Quantity,GE15bK_01,/SL05e/SL06g/GE15bK_01,/Sales Order/Sales Order Line/Quantity/Value
6983,4,R,,Measurement Unit,,0..1,,"The reference association to the Measurement Unit class, which is a class documents the units of measure utilized across various business documents and accounting ledgers.",Sales,32,Measurement Unit,BS18dq,/SL05e/SL06g/BS18dq,/Sales Order/Sales Order Line/Quantity/Measurement Unit
6984,5,A,REF,UOM Code,Identifier,1..1,MEASUREMENT UNIT CODE,The unique code for the unit of measure used in transactions.,Sales,32,Measurement Unit,BS18dq_01,/SL05e/SL06g/BS18dq_01,/Sales Order/Sales Order Line/Quantity/Measurement Unit/UOM Code
6985,3,C,,(Basic UOM) Quantity,,0..1,,"A class that measures the extent, size, or amount of items, including the unit of measurement.",Sales,0,(Basic UOM) Quantity,GE15bL,/SL05e/SL06g/GE15bL,/Sales Order/Sales Order Line/(Basic UOM) Quantity
6986,4,A,,Value,Decimal,0..1,QUANTITY,The numerical amount of a specified item or resource.,Sales,0,(Basic UOM) Quantity,GE15bL_01,/SL05e/SL06g/GE15bL_01,/Sales Order/Sales Order Line/(Basic UOM) Quantity/Value
6987,4,R,,Measurement Unit,,0..1,,"The reference association to the Measurement Unit class, which is a class documents the units of measure utilized across various business documents and accounting ledgers.",Sales,32,Measurement Unit,BS18dr,/SL05e/SL06g/BS18dr,/Sales Order/Sales Order Line/(Basic UOM) Quantity/Measurement Unit
6988,5,A,REF,UOM Code,Identifier,1..1,MEASUREMENT UNIT CODE,The unique code for the unit of measure used in transactions.,Sales,32,Measurement Unit,BS18dr_01,/SL05e/SL06g/BS18dr_01,/Sales Order/Sales Order Line/(Basic UOM) Quantity/Measurement Unit/UOM Code
6989,3,R,,(Settlement Organization) Business Segment,,0..1,,"The reference association to the Settlement Organization Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",Sales,4,(Settlement Organization) Business Segment,BS04fv,/SL05e/SL06g/BS04fv,/Sales Order/Sales Order Line/(Settlement Organization) Business Segment
6990,4,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,Sales,4,(Settlement Organization) Business Segment,BS04fv_01,/SL05e/SL06g/BS04fv_01,/Sales Order/Sales Order Line/(Settlement Organization) Business Segment/Code
6991,4,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",Sales,4,(Settlement Organization) Business Segment,BS04fv_03,/SL05e/SL06g/BS04fv_03,/Sales Order/Sales Order Line/(Settlement Organization) Business Segment/Segment Reference Level
6992,3,R,,ID,Identifier,1..1,Identifier Medium,The unique identifier for an inventory item.,Sales,125,ID,IV06bw_01,/SL05e/SL06g/IV06bw_01,/Sales Order/Sales Order Line/Inventory Product/ID
6993,4,A,REF,ID,Identifier,1..1,Identifier Medium,The reference identifier for an inventory item.,Sales,125,Inventory Product,IV06bx_01,/SL05e/SL06g/IV06bx_01,/Sales Order/Sales Order Line/Inventory Product/ID
6994,3,R,,(Dispatch Organization) Business Segment,,0..1,,"The reference association to the Dispatch Organization Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",Sales,4,(Dispatch Organization) Business Segment,BS04gw,/SL05e/SL06g/BS04gw,/Sales Order/Sales Order Line/(Dispatch Organization) Business Segment
6995,4,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,Sales,4,(Dispatch Organization) Business Segment,BS04gw_01,/SL05e/SL06g/BS04gw_01,/Sales Order/Sales Order Line/(Dispatch Organization) Business Segment/Code
6996,4,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",Sales,4,(Dispatch Organization) Business Segment,BS04gw_03,/SL05e/SL06g/BS04gw_03,/Sales Order/Sales Order Line/(Dispatch Organization) Business Segment/Segment Reference Level
6997,3,R,,Sales Contract,,0..1,,"A legal agreement between a seller and a buyer related to the sale of goods or services, specifying the obligations and rights of both parties involved in the transaction.",Sales,72,Sales Contract,SL01i,/SL05e/SL06g/SL01i,/Sales Order/Sales Order Line/Sales Contract
6998,4,A,REF,ID,Identifier,1..1,Identifier Medium,The reference identifier for a contract.,Sales,0,Sales Contract,SL01i_GE09_01,/SL05e/SL06g/SL01i_GE09_01,/Sales Order/Sales Order Line/Sales Contract/ID
6999,3,R,,Sales Contract Line,,0..1,,"The reference association to the Sales Contract Line class, which is a class representing the specifics of goods or services agreed upon in a sales contract.",Sales,74,Sales Contract Line,SL02e,/SL05e/SL06g/SL02e,/Sales Order/Sales Order Line/Sales Contract Line
7000,4,A,REF,ID,Identifier,1..1,Identifier Medium,The reference identifier for a line item within a contract.,Sales,0,Sales Contract Line,SL02e_GE10_01,/SL05e/SL06g/SL02e_GE10_01,/Sales Order/Sales Order Line/Sales Contract Line/ID
7001,3,C,,Tax,,0..*,,"A class maintaining records of tax implications and obligations, essential for legal compliance and financial planning.",Sales,0,Tax,GE16t,/SL05e/SL06g/GE16t,/Sales Order/Sales Order Line/Tax
7002,4,C,,(Local) Amount,,0..1,,A class that specifies a value of money in a given currency.,Sales,0,(Local) Amount,GE05oa,/SL05e/SL06g/GE16t/GE05oa,/Sales Order/Sales Order Line/Tax/(Local) Amount
7003,5,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Sales,0,(Local) Amount,GE05oa_01,/SL05e/SL06g/GE16t/GE05oa_01,/Sales Order/Sales Order Line/Tax/(Local) Amount/Value
7004,5,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Sales,30,Currency,BS06pq,/SL05e/SL06g/GE16t/BS06pq,/Sales Order/Sales Order Line/Tax/(Local) Amount/Currency
7005,6,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Sales,30,Currency,BS06pq_01,/SL05e/SL06g/GE16t/BS06pq_01,/Sales Order/Sales Order Line/Tax/(Local) Amount/Currency/Code
7006,4,C,,(Transaction) Amount,,0..1,,A class that specifies a value of money in a given currency.,Sales,0,(Transaction) Amount,GE05ob,/SL05e/SL06g/GE16t/GE05ob,/Sales Order/Sales Order Line/Tax/(Transaction) Amount
7007,5,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Sales,0,(Transaction) Amount,GE05ob_01,/SL05e/SL06g/GE16t/GE05ob_01,/Sales Order/Sales Order Line/Tax/(Transaction) Amount/Value
7008,5,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Sales,30,Currency,BS06pr,/SL05e/SL06g/GE16t/BS06pr,/Sales Order/Sales Order Line/Tax/(Transaction) Amount/Currency
7009,6,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Sales,30,Currency,BS06pr_01,/SL05e/SL06g/GE16t/BS06pr_01,/Sales Order/Sales Order Line/Tax/(Transaction) Amount/Currency/Code
7010,4,R,,(Credit) Ledger Account,,0..1,,"The reference association to the Credit Ledger Account class, which is a class stores information about General Ledger accounts.",Sales,20,(Credit) Ledger Account,BS16dC,/SL05e/SL06g/GE16t/BS16dC,/Sales Order/Sales Order Line/Tax/(Credit) Ledger Account
7011,5,A,REF,Account Number,Identifier,1..1,LEDGER ACCOUNT NUMBER,"The reference identifier assigned to a general ledger account, categorically coded to align with established accounting principles and the specific characteristics of the business.",Sales,20,(Credit) Ledger Account,BS16dC_01,/SL05e/SL06g/GE16t/BS16dC_01,/Sales Order/Sales Order Line/Tax/(Credit) Ledger Account/Account Number
7012,4,R,,(Debit) Ledger Account,,0..1,,"The reference association to the Debit Ledger Account class, which is a class stores information about General Ledger accounts.",Sales,20,(Debit) Ledger Account,BS16dD,/SL05e/SL06g/GE16t/BS16dD,/Sales Order/Sales Order Line/Tax/(Debit) Ledger Account
7013,5,A,REF,Account Number,Identifier,1..1,LEDGER ACCOUNT NUMBER,"The reference identifier assigned to a general ledger account, categorically coded to align with established accounting principles and the specific characteristics of the business.",Sales,20,(Debit) Ledger Account,BS16dD_01,/SL05e/SL06g/GE16t/BS16dD_01,/Sales Order/Sales Order Line/Tax/(Debit) Ledger Account/Account Number
7014,4,R,,Tax Type,,0..1,,"The reference association to the Tax Type class, which is a class outlining detailed classifications of tax types that the business encounters, supporting accurate tax reporting and compliance.",Sales,42,Tax Type,BS28v,/SL05e/SL06g/GE16t/BS28v,/Sales Order/Sales Order Line/Tax/Tax Type
7015,5,A,REF,Code,Identifier,1..1,TAX TYPE CODE,The unique code used to classify a tax type.,Sales,42,Tax Type,BS28v_01,/SL05e/SL06g/GE16t/BS28v_01,/Sales Order/Sales Order Line/Tax/Tax Type/Code
7016,3,R,,Business Segment,,0..*,,"The reference association to the Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",Sales,4,Business Segment,BS04gx,/SL05e/SL06g/BS04gx,/Sales Order/Sales Order Line/Business Segment
7017,4,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,Sales,4,Business Segment,BS04gx_01,/SL05e/SL06g/BS04gx/BS04gx_01,/Sales Order/Sales Order Line/Business Segment/Code
7018,4,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",Sales,4,Business Segment,BS04gx_03,/SL05e/SL06g/BS04gx/BS04gx_03,/Sales Order/Sales Order Line/Business Segment/Segment Reference Level
7019,1,C,,Employee,,,,A class that holds individual employee details within a specific accounting entity.,Base,8,Employee,BS14q,/BS14q,/Employee
7020,2,A,PK,ID,Identifier,1..1,Identifier Medium,The unique identifier for an employee.,Base,8,Employee,BS14q_01,/BS14q/BS14q_01,/Employee/ID
7021,2,A,,Code,Char,0..1,Char Medium,"The unique identification code assigned to an employee, which remains singular across various roles or departments within the organization.",Base,8,Employee,BS14q_02,/BS14q/BS14q_02,/Employee/Code
7022,2,A,,Name,Name,0..1,Name Medium,The name of an individual employed by an organization.,Base,8,Employee,BS14q_03,/BS14q/BS14q_03,/Employee/Name
7023,2,A,,Type Code,Char,0..1,Char Medium,The classification assigned to employees to represent their employment status.,Base,8,Employee,BS14q_05,/BS14q/BS14q_05,/Employee/Type Code
7024,2,A,,Type Name,Name,0..1,Name Short,The category that describes an employee's work arrangement or status with an organization.,Base,8,Employee,BS14q_06,/BS14q/BS14q_06,/Employee/Type Name
7025,2,A,,Job Title,Char,0..1,Char Medium,"The official designation assigned to an employee within an organization, reflecting their duties and responsibilities.",Base,8,Employee,BS14q_07,/BS14q/BS14q_07,/Employee/Job Title
7026,2,A,,Academic Degree,Char,0..1,Char Medium,The highest level of academic qualification obtained by an employee.,Base,8,Employee,BS14q_08,/BS14q/BS14q_08,/Employee/Academic Degree
7027,2,A,,Employment Date,Date,0..1,DATE,The date an individual officially began their period of employment with an organization.,Base,8,Employee,BS14q_09,/BS14q/BS14q_09,/Employee/Employment Date
7028,2,A,,Termination Date,Date,0..1,DATE,The date on which an employee's contract ceases to be effective or the date the employee ceases working in a particular department.,Base,8,Employee,BS14q_10,/BS14q/BS14q_10,/Employee/Termination Date
7029,2,R,,(Department) Business Segment,,0..1,,"The reference association to the Department Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",Base,4,(Department) Business Segment,BS04gy,/BS14q/BS04gy,/Employee/(Department) Business Segment
7030,3,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,Base,4,(Department) Business Segment,BS04gy_01,/BS14q/BS04gy_01,/Employee/(Department) Business Segment/Code
7031,3,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",Base,4,(Department) Business Segment,BS04gy_03,/BS14q/BS04gy_03,/Employee/(Department) Business Segment/Segment Reference Level
7032,2,R,,User,,0..1,,"The reference association to the User class, which is a class with user details, important for overseeing access, maintaining security, and tracking system use.",Base,10,User,BS29hZ,/BS14q/BS29hZ,/Employee/User
7033,3,A,REF,ID,Identifier,1..1,Identifier Short,"The reference identifier for individuals entering transactions into the accounting and/or ERP system.
",Base,10,User,BS29hZ_01,/BS14q/BS29hZ_01,/Employee/User/ID
7034,1,C,,Sales Invoice,,,,A class representing a document that details charges for goods or services delivered to a customer within a specified period.,Sales,80,Sales Invoice,SL03j,/SL03j,/Sales Invoice
7035,2,A,PK,ID,Identifier,1..1,Identifier Medium,The unique identifier for an invoice.,Sales,0,Sales Invoice,SL03j_GE11_01,/SL03j/SL03j_GE11_01,/Sales Invoice/ID
7036,2,A,,Number,Char,0..1,Char Long,The number for an invoice.,Sales,0,Sales Invoice,SL03j_GE11_02,/SL03j/SL03j_GE11_02,/Sales Invoice/Number
7037,2,A,,Official Invoice Code,Char,0..1,Char Short,The identifier for an invoice that is assigned by tax authorities.,Sales,0,Sales Invoice,SL03j_GE11_03,/SL03j/SL03j_GE11_03,/Sales Invoice/Official Invoice Code
7038,2,A,,Type Name,Name,0..1,Name Short,The descriptor that categorizes the nature of an invoice.,Sales,0,Sales Invoice,SL03j_GE11_04,/SL03j/SL03j_GE11_04,/Sales Invoice/Type Name
7039,2,A,,Date,Date,0..1,DATE,The official date recorded on an invoice which initiates the calculation period for payment due.,Sales,0,Sales Invoice,SL03j_GE11_05,/SL03j/SL03j_GE11_05,/Sales Invoice/Date
7040,2,A,,Due Date,Date,0..1,DATE,The date by which payment for an invoice is required.,Sales,0,Sales Invoice,SL03j_GE11_06,/SL03j/SL03j_GE11_06,/Sales Invoice/Due Date
7041,2,A,,Terms Discount Percentage,Decimal,0..1,Percent,The percentage of discount offered by a supplier when payment is made within the specified discount days.,Sales,0,Sales Invoice,SL03j_GE11_07,/SL03j/SL03j_GE11_07,/Sales Invoice/Terms Discount Percentage
7042,2,A,,Terms Discount Days,Integer,0..1,INTEGER,The number of days from the invoice date that the customer is eligible for the discount if payment is made.,Sales,0,Sales Invoice,SL03j_GE11_08,/SL03j/SL03j_GE11_08,/Sales Invoice/Terms Discount Days
7043,2,A,,Terms Due Days,Integer,0..1,INTEGER,The standard time period in days before a customer's payment is considered overdue.,Sales,0,Sales Invoice,SL03j_GE11_09,/SL03j/SL03j_GE11_09,/Sales Invoice/Terms Due Days
7044,2,A,,Grouping Code,Char,0..1,Char Long,The code that aggregates related invoices for consolidated processing or organizational purposes within an ERP system.,Sales,0,Sales Invoice,SL03j_GE11_10,/SL03j/SL03j_GE11_10,/Sales Invoice/Grouping Code
7045,2,A,,Status,Code,0..1,STATUS CODE,The current state of the invoice's lifecycle.,Sales,0,Sales Invoice,SL03j_GE11_11,/SL03j/SL03j_GE11_11,/Sales Invoice/Status
7046,2,A,,Remark,Text,0..1,Text Medium,Annotations or supplemental information for an invoice.,Sales,0,Sales Invoice,SL03j_GE11_12,/SL03j/SL03j_GE11_12,/Sales Invoice/Remark
7047,2,C,,Activities,,0..1,,"A class capturing a record of system user actions within an auditee's system, which includes instances of entry, approval, last modification, and posting of data or transactions.",Sales,0,Activities,GE02bq,/SL03j/GE02bq,/Sales Invoice/Activities
7048,3,C,,(Approved) Activity,,0..1,,A class that records specific actions or tasks completed or in progress.,Sales,0,(Approved) Activity,GE03hW,/SL03j/GE03hW,/Sales Invoice/Activities/(Approved) Activity
7049,4,A,,Date,Date,0..1,DATE,"The date marks when an activity occurred, ideally recorded automatically by the system.",Sales,0,(Approved) Activity,GE03hW_01,/SL03j/GE03hW_01,/Sales Invoice/Activities/(Approved) Activity/Date
7050,4,A,,Time,Time,0..1,TIME,The specified time at which an activity occurs.,Sales,0,(Approved) Activity,GE03hW_02,/SL03j/GE03hW_02,/Sales Invoice/Activities/(Approved) Activity/Time
7051,4,R,,User,,0..1,,"The reference association to the User class, which is a class with user details, important for overseeing access, maintaining security, and tracking system use.",Sales,10,User,BS29h0,/SL03j/BS29h0,/Sales Invoice/Activities/(Approved) Activity/User
7052,5,A,REF,ID,Identifier,1..1,Identifier Short,"The reference identifier for individuals entering transactions into the accounting and/or ERP system.
",Sales,10,User,BS29h0_01,/SL03j/BS29h0_01,/Sales Invoice/Activities/(Approved) Activity/User/ID
7053,3,C,,(Created) Activity,,0..1,,A class that records specific actions or tasks completed or in progress.,Sales,0,(Created) Activity,GE03hX,/SL03j/GE03hX,/Sales Invoice/Activities/(Created) Activity
7054,4,A,,Date,Date,0..1,DATE,"The date marks when an activity occurred, ideally recorded automatically by the system.",Sales,0,(Created) Activity,GE03hX_01,/SL03j/GE03hX_01,/Sales Invoice/Activities/(Created) Activity/Date
7055,4,A,,Time,Time,0..1,TIME,The specified time at which an activity occurs.,Sales,0,(Created) Activity,GE03hX_02,/SL03j/GE03hX_02,/Sales Invoice/Activities/(Created) Activity/Time
7056,4,R,,User,,0..1,,"The reference association to the User class, which is a class with user details, important for overseeing access, maintaining security, and tracking system use.",Sales,10,User,BS29h1,/SL03j/BS29h1,/Sales Invoice/Activities/(Created) Activity/User
7057,5,A,REF,ID,Identifier,1..1,Identifier Short,"The reference identifier for individuals entering transactions into the accounting and/or ERP system.
",Sales,10,User,BS29h1_01,/SL03j/BS29h1_01,/Sales Invoice/Activities/(Created) Activity/User/ID
7058,3,C,,(Last Modified) Activity,,0..1,,A class that records specific actions or tasks completed or in progress.,Sales,0,(Last Modified) Activity,GE03hY,/SL03j/GE03hY,/Sales Invoice/Activities/(Last Modified) Activity
7059,4,A,,Date,Date,0..1,DATE,"The date marks when an activity occurred, ideally recorded automatically by the system.",Sales,0,(Last Modified) Activity,GE03hY_01,/SL03j/GE03hY_01,/Sales Invoice/Activities/(Last Modified) Activity/Date
7060,4,A,,Time,Time,0..1,TIME,The specified time at which an activity occurs.,Sales,0,(Last Modified) Activity,GE03hY_02,/SL03j/GE03hY_02,/Sales Invoice/Activities/(Last Modified) Activity/Time
7061,4,R,,User,,0..1,,"The reference association to the User class, which is a class with user details, important for overseeing access, maintaining security, and tracking system use.",Sales,10,User,BS29h2,/SL03j/BS29h2,/Sales Invoice/Activities/(Last Modified) Activity/User
7062,5,A,REF,ID,Identifier,1..1,Identifier Short,"The reference identifier for individuals entering transactions into the accounting and/or ERP system.
",Sales,10,User,BS29h2_01,/SL03j/BS29h2_01,/Sales Invoice/Activities/(Last Modified) Activity/User/ID
7063,3,C,,(Posted) Activity,,0..1,,A class that records specific actions or tasks completed or in progress.,Sales,0,(Posted) Activity,GE03hZ,/SL03j/GE03hZ,/Sales Invoice/Activities/(Posted) Activity
7064,4,A,,Date,Date,0..1,DATE,"The date marks when an activity occurred, ideally recorded automatically by the system.",Sales,0,(Posted) Activity,GE03hZ_01,/SL03j/GE03hZ_01,/Sales Invoice/Activities/(Posted) Activity/Date
7065,4,A,,Time,Time,0..1,TIME,The specified time at which an activity occurs.,Sales,0,(Posted) Activity,GE03hZ_02,/SL03j/GE03hZ_02,/Sales Invoice/Activities/(Posted) Activity/Time
7066,4,R,,User,,0..1,,"The reference association to the User class, which is a class with user details, important for overseeing access, maintaining security, and tracking system use.",Sales,10,User,BS29h3,/SL03j/BS29h3,/Sales Invoice/Activities/(Posted) Activity/User
7067,5,A,REF,ID,Identifier,1..1,Identifier Short,"The reference identifier for individuals entering transactions into the accounting and/or ERP system.
",Sales,10,User,BS29h3_01,/SL03j/BS29h3_01,/Sales Invoice/Activities/(Posted) Activity/User/ID
7068,2,C,,(Transaction) Amount,,0..1,,A class that specifies a value of money in a given currency.,Sales,0,(Transaction) Amount,GE05oc,/SL03j/GE05oc,/Sales Invoice/(Transaction) Amount
7069,3,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Sales,0,(Transaction) Amount,GE05oc_01,/SL03j/GE05oc_01,/Sales Invoice/(Transaction) Amount/Value
7070,3,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Sales,30,Currency,BS06ps,/SL03j/BS06ps,/Sales Invoice/(Transaction) Amount/Currency
7071,4,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Sales,30,Currency,BS06ps_01,/SL03j/BS06ps_01,/Sales Invoice/(Transaction) Amount/Currency/Code
7072,2,R,,Accounting Period,,0..1,,"A specific duration within a fiscal year, delineated by its beginning and ending dates. It serves as the timeframe during which business transactions and entries are accumulated and organized into financial statements and reports.",Sales,22,Accounting Period,BS01aj,/SL03j/BS01aj,/Sales Invoice/Accounting Period
7073,3,A,REF,Fiscal Year,Identifier,1..1,YEAR,"The year for which financial records are kept, expressed in four digits.",Sales,22,Accounting Period,BS01aj_01,/SL03j/BS01aj_01,/Sales Invoice/Accounting Period/Fiscal Year
7074,3,A,REF,ID,Identifier,1..1,PERIOD IDENTIFIER,The span of time covered by an accounting record.,Sales,22,Accounting Period,BS01aj_02,/SL03j/BS01aj_02,/Sales Invoice/Accounting Period/ID
7075,2,R,,Payment Term,,0..1,,"The reference association to the Payment Term class, which is a class details conditions related to sales or purchase agreements, including payment instruments, credit periods, and discount terms.",Sales,34,Payment Term,BS19r,/SL03j/BS19r,/Sales Invoice/Payment Term
7076,3,A,REF,Code,Identifier,1..1,PAYMENT TERM CODE,The unique code denoting the terms of payment.,Sales,34,Payment Term,BS19r_01,/SL03j/BS19r_01,/Sales Invoice/Payment Term/Code
7077,2,R,,Settlement Method,,0..1,,"The reference association to the Settlement Method class, which is a class describing various methodologies adopted by the business to settle transactions, which can range from cash payments to bank transfers.",Sales,28,Settlement Method,BS22a0,/SL03j/BS22a0,/Sales Invoice/Settlement Method
7078,3,A,REF,Code,Identifier,1..1,Identifier Medium,The unique code describing how a transaction is settled.,Sales,28,Settlement Method,BS22a0_01,/SL03j/BS22a0_01,/Sales Invoice/Settlement Method/Code
7079,2,R,,Customer,,0..1,,"The reference association to the Customer class, which is a class holds basic and broad details about customers.",Sales,14,Customer,BS07a0,/SL03j/BS07a0,/Sales Invoice/Customer
7080,3,A,REF,Account ID,Identifier,1..1,Identifier Long,The reference identifier for a customer account.,Sales,14,Customer,BS07a0_01,/SL03j/BS07a0_01,/Sales Invoice/Customer/Account ID
7081,2,C,,Tax,,0..*,,"A class maintaining records of tax implications and obligations, essential for legal compliance and financial planning.",Sales,0,Tax,GE16u,/SL03j/GE16u,/Sales Invoice/Tax
7082,3,C,,(Local) Amount,,0..1,,A class that specifies a value of money in a given currency.,Sales,0,(Local) Amount,GE05od,/SL03j/GE16u/GE05od,/Sales Invoice/Tax/(Local) Amount
7083,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Sales,0,(Local) Amount,GE05od_01,/SL03j/GE16u/GE05od_01,/Sales Invoice/Tax/(Local) Amount/Value
7084,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Sales,30,Currency,BS06pt,/SL03j/GE16u/BS06pt,/Sales Invoice/Tax/(Local) Amount/Currency
7085,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Sales,30,Currency,BS06pt_01,/SL03j/GE16u/BS06pt_01,/Sales Invoice/Tax/(Local) Amount/Currency/Code
7086,3,C,,(Transaction) Amount,,0..1,,A class that specifies a value of money in a given currency.,Sales,0,(Transaction) Amount,GE05oe,/SL03j/GE16u/GE05oe,/Sales Invoice/Tax/(Transaction) Amount
7087,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Sales,0,(Transaction) Amount,GE05oe_01,/SL03j/GE16u/GE05oe_01,/Sales Invoice/Tax/(Transaction) Amount/Value
7088,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Sales,30,Currency,BS06pu,/SL03j/GE16u/BS06pu,/Sales Invoice/Tax/(Transaction) Amount/Currency
7089,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Sales,30,Currency,BS06pu_01,/SL03j/GE16u/BS06pu_01,/Sales Invoice/Tax/(Transaction) Amount/Currency/Code
7090,3,R,,(Credit) Ledger Account,,0..1,,"The reference association to the Credit Ledger Account class, which is a class stores information about General Ledger accounts.",Sales,20,(Credit) Ledger Account,BS16dE,/SL03j/GE16u/BS16dE,/Sales Invoice/Tax/(Credit) Ledger Account
7091,4,A,REF,Account Number,Identifier,1..1,LEDGER ACCOUNT NUMBER,"The reference identifier assigned to a general ledger account, categorically coded to align with established accounting principles and the specific characteristics of the business.",Sales,20,(Credit) Ledger Account,BS16dE_01,/SL03j/GE16u/BS16dE_01,/Sales Invoice/Tax/(Credit) Ledger Account/Account Number
7092,3,R,,(Debit) Ledger Account,,0..1,,"The reference association to the Debit Ledger Account class, which is a class stores information about General Ledger accounts.",Sales,20,(Debit) Ledger Account,BS16dF,/SL03j/GE16u/BS16dF,/Sales Invoice/Tax/(Debit) Ledger Account
7093,4,A,REF,Account Number,Identifier,1..1,LEDGER ACCOUNT NUMBER,"The reference identifier assigned to a general ledger account, categorically coded to align with established accounting principles and the specific characteristics of the business.",Sales,20,(Debit) Ledger Account,BS16dF_01,/SL03j/GE16u/BS16dF_01,/Sales Invoice/Tax/(Debit) Ledger Account/Account Number
7094,3,R,,Tax Type,,0..1,,"The reference association to the Tax Type class, which is a class outlining detailed classifications of tax types that the business encounters, supporting accurate tax reporting and compliance.",Sales,42,Tax Type,BS28w,/SL03j/GE16u/BS28w,/Sales Invoice/Tax/Tax Type
7095,4,A,REF,Code,Identifier,1..1,TAX TYPE CODE,The unique code used to classify a tax type.,Sales,42,Tax Type,BS28w_01,/SL03j/GE16u/BS28w_01,/Sales Invoice/Tax/Tax Type/Code
7096,2,R,,Business Segment,,0..*,,"The reference association to the Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",Sales,4,Business Segment,BS04gz,/SL03j/BS04gz,/Sales Invoice/Business Segment
7097,3,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,Sales,4,Business Segment,BS04gz_01,/SL03j/BS04gz/BS04gz_01,/Sales Invoice/Business Segment/Code
7098,3,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",Sales,4,Business Segment,BS04gz_03,/SL03j/BS04gz/BS04gz_03,/Sales Invoice/Business Segment/Segment Reference Level
7099,2,C,,Sales Invoice Line,,0..*,,A class representing detailed charges for individual goods or services delivered as listed on a sales invoice.,Sales,82,Sales Invoice Line,SL04d,/SL03j/SL04d,/Sales Invoice/Sales Invoice Line
7100,3,A,PK,ID,Identifier,1..1,Identifier Medium,The unique identifier for a line within an invoice.,Sales,0,Sales Invoice Line,SL04d_GE12_01,/SL03j/SL04d/SL04d_GE12_01,/Sales Invoice/Sales Invoice Line/ID
7101,3,A,,Number,Char,0..1,Char Short,The number for a particular line of an invoice.,Sales,0,Sales Invoice Line,SL04d_GE12_02,/SL03j/SL04d/SL04d_GE12_02,/Sales Invoice/Sales Invoice Line/Number
