sequence,level,property_type,identifier,class_term,property_term,multiplicity,representation_term,domain_name,associated_class,definition,module,table,id,label_local,definition_local,xpath
581,2,Composition,,Purchase Order,,0..*,,,Purchase Order Line,"A class containing details of each purchase order line placed during the period under review, fundamental for the three-way matching process that compares these details against invoices and goods receipt documentation.",Purchase,108,PR05_04,,,
582,1,Class,,Purchase Order Line,,,,,,A class representing the detailed specifications for goods or services requested in a purchase order.,Purchase,110,PR06,,,
560,2,Attribute,PK,Purchase Order Line.Order Line,ID,1..1,Identifier,Identifier Medium,,The unique identifier for a line item within an order.,Purchase,0,PR06_GE14_01,,,
561,2,Attribute,,Purchase Order Line.Order Line,Number,0..1,Char,Char Short,,"The number for a specific line within an order, generated manually or by the system.",Purchase,0,PR06_GE14_02,,,
562,2,Attribute,,Purchase Order Line.Order Line,Payer ID,0..1,Char,Char Medium,,The unique identifier for the entity responsible for making payment on an order line.,Purchase,0,PR06_GE14_03,,,
563,2,Attribute,,Purchase Order Line.Order Line,Due Date,0..1,Date,DATE,,The ultimate date by which the order is requested.,Purchase,0,PR06_GE14_04,,,
564,2,Attribute,,Purchase Order Line.Order Line,Status,0..1,Code,STATUS CODE,,The current state of the order line item's lifecycle.,Purchase,0,PR06_GE14_05,,,
573,2,Reference Association,,Purchase Order Line.Order Line,,0..*,,,Business Segment,A class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,Purchase,0,PR06_GE14_14,,,
574,2,Reference Association,,Purchase Order Line.Order Line,Settlement Organization,0..1,,,Business Segment,The business segment of the organization responsible for the settlement of an order line.,Purchase,0,PR06_GE14_15,,,
575,2,Reference Association,,Purchase Order Line.Order Line,,0..1,,,Inventory Product,The inventory product listed on an order line item.,Purchase,0,PR06_GE14_16,,,
584,2,Reference Association,,Purchase Order Line,Receipt Organization,0..1,,,Business Segment,The business segment associated with the organization responsible for receiving order line items.,Purchase,110,PR06_01,,,
585,2,Reference Association,,Purchase Order Line,,0..1,,,Project,"A class that records the comprehensive details of a project, related to purchase order lines.",Purchase,110,PR06_02,,,
586,2,Reference Association,,Purchase Order Line,,0..1,,,Purchase Contract,"A class encapsulating the aggregate details of purchase contracts including involved parties, terms, and specifics of the items to be procured.",Purchase,110,PR06_03,,,
587,2,Reference Association,,Purchase Order Line,,0..1,,,Purchase Contract Line,"A class detailing each item within a purchase contract, specifying materials, quantities, suppliers, unit prices, and total trade amounts.",Purchase,110,PR06_04,,,
588,2,Reference Association,,Purchase Order Line,,0..1,,,Purchase Requisition,"A class summarizing requests to procure goods or services, indicating organizational needs during the review period.",Purchase,110,PR06_05,,,
589,2,Reference Association,,Purchase Order Line,,0..1,,,Purchase Requisition Line,"A class detailing each requested item in a purchase requisition, outlining quantities and intended purchase details.",Purchase,110,PR06_06,,,
565,2,Composition,,Purchase Order Line.Order Line,Tax Exclude,0..1,,,Amount,"The monetary amount of an order line item excluding tax, recorded in the transaction currency.",Purchase,0,PR06_GE14_06,,,
566,2,Composition,,Purchase Order Line.Order Line,Tax Exclude Unit Price,0..1,,,Amount,"The unit price of an order line item excluding tax, recorded in the transaction currency.",Purchase,0,PR06_GE14_07,,,
567,2,Composition,,Purchase Order Line.Order Line,Tax Include,0..1,,,Amount,"The monetary amount of an order line item including tax, recorded in the transaction currency.",Purchase,0,PR06_GE14_08,,,
568,2,Composition,,Purchase Order Line.Order Line,Tax Include Unit Price,0..1,,,Amount,"The unit price of an order line item including tax, recorded in the transaction currency.",Purchase,0,PR06_GE14_09,,,
569,2,Composition,,Purchase Order Line.Order Line,Transaction,0..1,,,Amount,"The monetary amount of a single line within an order, recorded in the transaction currency specified for that order line.",Purchase,0,PR06_GE14_10,,,
570,2,Composition,,Purchase Order Line.Order Line,,0..1,,,Quantity,The quantity of items listed on an order line.,Purchase,0,PR06_GE14_11,,,
571,2,Composition,,Purchase Order Line.Order Line,Basic UOM,0..1,,,Quantity,The quantity of items on an order line as measured by the basic unit of measure.,Purchase,0,PR06_GE14_12,,,
572,2,Composition,,Purchase Order Line.Order Line,,0..*,,,Tax,"A class maintaining records of tax implications and obligations, essential for legal compliance and financial planning.",Purchase,0,PR06_GE14_13,,,
476,1,Class,,Purchase Requisition,,,,,,A class representing an internal document requesting the procurement of goods or services.,Purchase,100,PR01,,,
477,2,Attribute,PK,Purchase Requisition,ID,1..1,Identifier,Identifier Medium,,The unique identifier for a purchase requisition.,Purchase,100,PR01_01,,,
478,2,Attribute,,Purchase Requisition,Number,0..1,Char,Char Long,,The number for a material purchase requisition document.,Purchase,100,PR01_02,,,
479,2,Attribute,,Purchase Requisition,Date,0..1,Date,DATE,,The date on which a purchase requisition is officially submitted.,Purchase,100,PR01_03,,,
480,2,Attribute,,Purchase Requisition,Status,0..1,Code,STATUS CODE,,The current state of the purchase requisition's lifecycle.,Purchase,100,PR01_04,,,
481,2,Attribute,,Purchase Requisition,Remark,0..1,Text,Text Medium,,Annotations or supplemental information for a purchase requisition.,Purchase,100,PR01_05,,,
484,2,Reference Association,,Purchase Requisition,,0..*,,,Business Segment,A class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,Purchase,100,PR01_08,,,
482,2,Composition,,Purchase Requisition,,0..1,,,Activities,"A class capturing a record of system user actions within an auditee's system, which includes instances of entry, approval, last modification, and posting of data or transactions.",Purchase,100,PR01_06,,,
483,2,Composition,,Purchase Requisition,,0..*,,,Purchase Requisition Line,"A class detailing each requested item in a purchase requisition, outlining quantities and intended purchase details.",Purchase,100,PR01_07,,,
485,1,Class,,Purchase Requisition Line,,,,,,A class representing the specifics of goods or services requested in a purchase requisition.,Purchase,102,PR02,,,
486,2,Attribute,PK,Purchase Requisition Line,ID,1..1,Identifier,Identifier Medium,,The unique identifier for a line within a purchase requisition.,Purchase,102,PR02_01,,,
487,2,Attribute,,Purchase Requisition Line,Number,0..1,Char,Char Short,,The number for a specific line within a purchase requisition document.,Purchase,102,PR02_02,,,
488,2,Attribute,,Purchase Requisition Line,Due Date,0..1,Date,DATE,,The final date on which delivery of materials specified in a purchase requisition is requested.,Purchase,102,PR02_03,,,
489,2,Attribute,,Purchase Requisition Line,Status,0..1,Code,STATUS CODE,,The current state of the purchase requisition line item's lifecycle.,Purchase,102,PR02_04,,,
492,2,Reference Association,,Purchase Requisition Line,,0..*,,,Business Segment,A class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,Purchase,102,PR02_07,,,
493,2,Reference Association,,Purchase Requisition Line,Purchase Organization,0..1,,,Business Segment,The business segment relevant to the organization requesting the purchase through a requisition line.,Purchase,102,PR02_08,,,
494,2,Reference Association,,Purchase Requisition Line,Requisition Organization,0..1,,,Business Segment,The business segment concerning the requisition of specific line items in a purchase order.,Purchase,102,PR02_09,,,
495,2,Reference Association,,Purchase Requisition Line,,0..1,,,Inventory Product,The inventory product listed on a purchase requisition line item.,Purchase,102,PR02_10,,,
496,2,Reference Association,,Purchase Requisition Line,Purchase,0..1,,,Measurement Unit,The unit of measure for the quantity of an inventory product requested on a purchase requisition line.,Purchase,102,PR02_11,,,
497,2,Reference Association,,Purchase Requisition Line,,0..1,,,Project,A class that outlines the comprehensive details of a project in the context of purchase requisitions.,Purchase,102,PR02_12,,,
498,2,Reference Association,,Purchase Requisition Line,,0..1,,,Supplier,A class containing essential information about suppliers.,Purchase,102,PR02_13,,,
490,2,Composition,,Purchase Requisition Line,Approved,0..1,,,Quantity,The quantity of items that have been authorized on a purchase requisition line.,Purchase,102,PR02_05,,,
491,2,Composition,,Purchase Requisition Line,Requisition,0..1,,,Quantity,The quantity of items requested on a purchase requisition line.,Purchase,102,PR02_06,,,
40,1,Class,,Quantity,,,,,,"A class that measures the extent, size, or amount of items, including the unit of measurement.",General,0,GE07,,,
41,2,Attribute,,Quantity,Value,0..1,Decimal,QUANTITY,,The numerical amount of a specified item or resource.,General,0,GE07_01,,,
42,2,Reference Association,,Quantity,,0..1,,,Measurement Unit,The base unit of measure used to quantify a meaured value.,General,0,GE07_02,,,
526,1,Class,,Sales Contract,,,,,,"A legal agreement between a seller and a buyer related to the sale of goods or services, specifying the obligations and rights of both parties involved in the transaction.",Sales,72,SL01,,,
500,2,Attribute,PK,Sales Contract.Contract,ID,1..1,Identifier,Identifier Medium,,The unique identifier for a contract.,Sales,0,SL01_GE11_01,,,
501,2,Attribute,,Sales Contract.Contract,Number,0..1,Char,Char Long,,"The number for a contract, facilitating its recognition and retrieval within a system.",Sales,0,SL01_GE11_02,,,
502,2,Attribute,,Sales Contract.Contract,Type Name,0..1,Name,Name Medium,,The classification title given to a contract that specifies its nature and terms within the context of sales and purchase activities.,Sales,0,SL01_GE11_03,,,
503,2,Attribute,,Sales Contract.Contract,Beginning Date,0..1,Date,DATE,,The date on which the terms of a contract become effective.,Sales,0,SL01_GE11_04,,,
504,2,Attribute,,Sales Contract.Contract,Ending Date,0..1,Date,DATE,,The date on which the terms of a contract conclude or expire.,Sales,0,SL01_GE11_05,,,
505,2,Attribute,,Sales Contract.Contract,Status,0..1,Code,STATUS CODE,,The current state of the contract's lifecycle.,Sales,0,SL01_GE11_06,,,
506,2,Attribute,,Sales Contract.Contract,Remark,0..1,Text,Text Medium,,Annotations or supplemental information for a contract.,Sales,0,SL01_GE11_07,,,
508,2,Reference Association,,Sales Contract.Contract,,0..*,,,Business Segment,A class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,Sales,0,SL01_GE11_09,,,
509,2,Reference Association,,Sales Contract.Contract,Transaction,0..1,,,Currency,The currency in which the financial transaction for contracts denominated.,Sales,0,SL01_GE11_10,,,
510,2,Reference Association,,Sales Contract.Contract,,0..1,,,Payment Term,"A class details conditions related to sales or purchase agreements, including payment instruments, credit periods, and discount terms.",Sales,0,SL01_GE11_11,,,
511,2,Reference Association,,Sales Contract.Contract,,0..1,,,Settlement Method,"A class describing various methodologies adopted by the business to settle transactions, which can range from cash payments to bank transfers.",Sales,0,SL01_GE11_12,,,
529,2,Reference Association,,Sales Contract,Sales Organization,0..1,,,Business Segment,The business segment involving the organization responsible for sales contracts.,Sales,72,SL01_02,,,
530,2,Reference Association,,Sales Contract,,0..1,,,Customer,A class that records broad customer information related to sales contracts.,Sales,72,SL01_03,,,
531,2,Reference Association,,Sales Contract,Salesperson,0..1,,,Employee,The employee acting as a salesperson in a sales contract.,Sales,72,SL01_04,,,
507,2,Composition,,Sales Contract.Contract,,0..1,,,Activities,"A class capturing a record of system user actions within an auditee's system, which includes instances of entry, approval, last modification, and posting of data or transactions.",Sales,0,SL01_GE11_08,,,
528,2,Composition,,Sales Contract,,0..*,,,Sales Contract Line,"A class detailing the terms of individual items within a sales contract, including product details and financial terms.",Sales,72,SL01_01,,,
532,1,Class,,Sales Contract Line,,,,,,A class representing the specifics of goods or services agreed upon in a sales contract.,Sales,74,SL02,,,
513,2,Attribute,PK,Sales Contract Line.Contract Line,ID,1..1,Identifier,Identifier Medium,,The unique identifier for a line item within a contract.,Sales,0,SL02_GE12_01,,,
514,2,Attribute,,Sales Contract Line.Contract Line,Number,0..1,Char,Char Short,,"The number for a specific line within a contract, enabling distinction and reference.",Sales,0,SL02_GE12_02,,,
515,2,Attribute,,Sales Contract Line.Contract Line,Due Date,0..1,Date,DATE,,The final date by which delivery of products or materials is requested.,Sales,0,SL02_GE12_03,,,
516,2,Attribute,,Sales Contract Line.Contract Line,Status,0..1,Code,STATUS CODE,,The current state of the contract line item's lifecycle.,Sales,0,SL02_GE12_04,,,
523,2,Reference Association,,Sales Contract Line.Contract Line,Settlement Organization,0..1,,,Business Segment,A class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,Sales,0,SL02_GE12_11,,,
524,2,Reference Association,,Sales Contract Line.Contract Line,,0..*,,,Business Segment,A class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,Sales,0,SL02_GE12_12,,,
525,2,Reference Association,,Sales Contract Line.Contract Line,,0..1,,,Inventory Product,The inventory product specified in a contract line item.,Sales,0,SL02_GE12_13,,,
534,2,Reference Association,,Sales Contract Line,Dispatch Organization,0..1,,,Business Segment,The business segment of the organization tasked with the dispatch of sales contract line items.,Sales,74,SL02_01,,,
517,2,Composition,,Sales Contract Line.Contract Line,Tax Exclude,0..1,,,Amount,"The monetary amount of a contract line item without tax, recorded in the transaction currency.",Sales,0,SL02_GE12_05,,,
518,2,Composition,,Sales Contract Line.Contract Line,Tax Exclude Unit Price,0..1,,,Amount,"The price per unit of a contract line item with tax included, recorded in the transaction currency.",Sales,0,SL02_GE12_06,,,
519,2,Composition,,Sales Contract Line.Contract Line,Tax Include,0..1,,,Amount,"The monetary amount of a contract line item including tax, recorded in the transaction currency.",Sales,0,SL02_GE12_07,,,
520,2,Composition,,Sales Contract Line.Contract Line,Tax Include Unit Price,0..1,,,Amount,Unit price (including tax) in transaction currency.,Sales,0,SL02_GE12_08,,,
521,2,Composition,,Sales Contract Line.Contract Line,,0..1,,,Quantity,The quantity of items detailed in a contract line item.,Sales,0,SL02_GE12_09,,,
522,2,Composition,,Sales Contract Line.Contract Line,,0..*,,,Tax,"A class maintaining records of tax implications and obligations, essential for legal compliance and financial planning.",Sales,0,SL02_GE12_10,,,
699,1,Class,,Sales Invoice,,,,,,A class representing a document that details charges for goods or services delivered to a customer within a specified period.,Sales,80,SL07,,,
654,2,Attribute,PK,Sales Invoice.Invoice,ID,1..1,Identifier,Identifier Medium,,The unique identifier for an invoice.,Sales,0,SL07_GE15_01,,,
655,2,Attribute,,Sales Invoice.Invoice,Number,0..1,Char,Char Long,,The number for an invoice.,Sales,0,SL07_GE15_02,,,
656,2,Attribute,,Sales Invoice.Invoice,Official Invoice Code,0..1,Char,Char Short,,The identifier for an invoice that is assigned by tax authorities.,Sales,0,SL07_GE15_03,,,
657,2,Attribute,,Sales Invoice.Invoice,Type Name,0..1,Name,Name Short,,The descriptor that categorizes the nature of an invoice.,Sales,0,SL07_GE15_04,,,
658,2,Attribute,,Sales Invoice.Invoice,Date,0..1,Date,DATE,,The official date recorded on an invoice which initiates the calculation period for payment due.,Sales,0,SL07_GE15_05,,,
659,2,Attribute,,Sales Invoice.Invoice,Due Date,0..1,Date,DATE,,The date by which payment for an invoice is required.,Sales,0,SL07_GE15_06,,,
660,2,Attribute,,Sales Invoice.Invoice,Terms Discount Percentage,0..1,Decimal,Percent,,The percentage of discount offered by a supplier when payment is made within the specified discount days.,Sales,0,SL07_GE15_07,,,
661,2,Attribute,,Sales Invoice.Invoice,Terms Discount Days,0..1,Integer,INTEGER,,The number of days from the invoice date that the customer is eligible for the discount if payment is made.,Sales,0,SL07_GE15_08,,,
662,2,Attribute,,Sales Invoice.Invoice,Terms Due Days,0..1,Integer,INTEGER,,The standard time period in days before a customer's payment is considered overdue.,Sales,0,SL07_GE15_09,,,
663,2,Attribute,,Sales Invoice.Invoice,Grouping Code,0..1,Char,Char Long,,The code that aggregates related invoices for consolidated processing or organizational purposes within an ERP system.,Sales,0,SL07_GE15_10,,,
664,2,Attribute,,Sales Invoice.Invoice,Status,0..1,Code,STATUS CODE,,The current state of the invoice's lifecycle.,Sales,0,SL07_GE15_11,,,
665,2,Attribute,,Sales Invoice.Invoice,Remark,0..1,Text,Text Medium,,Annotations or supplemental information for an invoice.,Sales,0,SL07_GE15_12,,,
669,2,Reference Association,,Sales Invoice.Invoice,,0..1,,,Accounting Period,"A specific duration within a fiscal year, delineated by its beginning and ending dates. It serves as the timeframe during which business transactions and entries are accumulated and organized into financial statements and reports.",Sales,0,SL07_GE15_16,,,
670,2,Reference Association,,Sales Invoice.Invoice,,0..*,,,Business Segment,A class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,Sales,0,SL07_GE15_17,,,
671,2,Reference Association,,Sales Invoice.Invoice,,0..1,,,Payment Term,"A class details conditions related to sales or purchase agreements, including payment instruments, credit periods, and discount terms.",Sales,0,SL07_GE15_18,,,
672,2,Reference Association,,Sales Invoice.Invoice,,0..1,,,Settlement Method,"A class describing various methodologies adopted by the business to settle transactions, which can range from cash payments to bank transfers.",Sales,0,SL07_GE15_19,,,
702,2,Reference Association,,Sales Invoice,,0..1,,,Customer,A class that records comprehensive customer information pertaining to sales invoices.,Sales,80,SL07_02,,,
666,2,Composition,,Sales Invoice.Invoice,,0..1,,,Activities,"A class capturing a record of system user actions within an auditee's system, which includes instances of entry, approval, last modification, and posting of data or transactions.",Sales,0,SL07_GE15_13,,,
667,2,Composition,,Sales Invoice.Invoice,Transaction,0..1,,,Amount,"The total monetary amount of all items on an invoice, summing the transaction amounts of individual lines.",Sales,0,SL07_GE15_14,,,
668,2,Composition,,Sales Invoice.Invoice,,0..*,,,Tax,"The class maintaining records of tax implications and obligations, essential for legal compliance and financial planning.",Sales,0,SL07_GE15_15,,,
701,2,Composition,,Sales Invoice,,0..*,,,Sales Invoice Line,"A class detailing individual products on sales invoices, integral to the three-way matching process that ensures billing accuracy and proper revenue reporting.",Sales,80,SL07_01,,,
703,1,Class,,Sales Invoice Line,,,,,,A class representing detailed charges for individual goods or services delivered as listed on a sales invoice.,Sales,82,SL08,,,
674,2,Attribute,PK,Sales Invoice Line.Invoice Line,ID,1..1,Identifier,Identifier Medium,,The unique identifier for a line within an invoice.,Sales,0,SL08_GE16_01,,,
675,2,Attribute,,Sales Invoice Line.Invoice Line,Number,0..1,Char,Char Short,,The number for a particular line of an invoice.,Sales,0,SL08_GE16_02,,,
676,2,Attribute,,Sales Invoice Line.Invoice Line,Grouping Code,0..1,Char,Char Long,,The code that consolidates related line items within an invoice for batch processing or organizational purposes within an ERP system.,Sales,0,SL08_GE16_03,,,
685,2,Reference Association,,Sales Invoice Line.Invoice Line,,0..*,,,Business Segment,A class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,Sales,0,SL08_GE16_12,,,
686,2,Reference Association,,Sales Invoice Line.Invoice Line,,0..1,,,Inventory Product,The inventory product detailed in an invoice line item.,Sales,0,SL08_GE16_13,,,
687,2,Reference Association,,Sales Invoice Line.Invoice Line,Credit,0..1,,,Ledger Account,The ledger account associated with credit transactions on invoice lines.,Sales,0,SL08_GE16_14,,,
688,2,Reference Association,,Sales Invoice Line.Invoice Line,Debit,0..1,,,Ledger Account,The ledger account associated with debit transactions on inThe ledger account that is part of a subsidiary grouping within an account hierarchy.voice lines.,Sales,0,SL08_GE16_15,,,
705,2,Reference Association,,Sales Invoice Line,,0..1,,,Sales Order,"A class capturing the details of sales orders, which form the basis for the three-way matching process by providing a record to match against customer deliveries and invoicing for transaction validation.",Sales,82,SL08_01,,,
706,2,Reference Association,,Sales Invoice Line,,0..1,,,Sales Order Line,"A class presenting specific information for each item on a sales order, important in the three-way matching process to confirm that deliveries and invoice details correspond to the order specifications.",Sales,82,SL08_02,,,
677,2,Composition,,Sales Invoice Line.Invoice Line,Tax Exclude,0..1,,,Amount,"The monetary amount of an invoice line item before tax inclusion, recorded in the transaction currency.",Sales,0,SL08_GE16_04,,,
678,2,Composition,,Sales Invoice Line.Invoice Line,Tax Exclude Unit Price,0..1,,,Amount,"The unit price of an invoice line item before tax, recorded in the transaction currency.",Sales,0,SL08_GE16_05,,,
679,2,Composition,,Sales Invoice Line.Invoice Line,Tax Include,0..1,,,Amount,"The monetary amount of an invoice line item with tax included, recorded in the transaction currency.",Sales,0,SL08_GE16_06,,,
680,2,Composition,,Sales Invoice Line.Invoice Line,Tax Include Unit Price,0..1,,,Amount,"The unit price for an invoice line item with tax, recorded in the transaction currency.",Sales,0,SL08_GE16_07,,,
681,2,Composition,,Sales Invoice Line.Invoice Line,Transaction,0..1,,,Amount,"The monetary amount of a single item within an invoice, representing the transaction amount for that specific line.",Sales,0,SL08_GE16_08,,,
682,2,Composition,,Sales Invoice Line.Invoice Line,Basic UOM,0..1,,,Quantity,The quantity of items on an invoice line as measured by the basic unit of measure.,Sales,0,SL08_GE16_09,,,
683,2,Composition,,Sales Invoice Line.Invoice Line,Invoice,0..1,,,Quantity,The quantity of items listed on an invoice line.,Sales,0,SL08_GE16_10,,,
684,2,Composition,,Sales Invoice Line.Invoice Line,,0..*,,,Tax,"A class maintaining records of tax implications and obligations, essential for legal compliance and financial planning.",Sales,0,SL08_GE16_11,,,
590,1,Class,,Sales Order,,,,,,A class representing a formal request from a customer for the delivery of goods or services within a specified period.,Sales,76,SL03,,,
545,2,Attribute,PK,Sales Order.Order,ID,1..1,Identifier,Identifier Long,,The unique identifier for an order.,Sales,0,SL03_GE13_01,,,
546,2,Attribute,,Sales Order.Order,Number,0..1,Char,Char Long,,"The number for an order, generated manually or by the system.",Sales,0,SL03_GE13_02,,,
547,2,Attribute,,Sales Order.Order,Type Name,0..1,Name,Name Medium,,The label that specifies the type of order within sales or purchasing activities.,Sales,0,SL03_GE13_03,,,
548,2,Attribute,,Sales Order.Order,Date,0..1,Date,DATE,,"The date on which a purchase order is made effective, distinct from the date of system entry.",Sales,0,SL03_GE13_04,,,
549,2,Attribute,,Sales Order.Order,Status,0..1,Code,STATUS CODE,,The current state of the order's lifecycle.,Sales,0,SL03_GE13_05,,,
550,2,Attribute,,Sales Order.Order,Remark,0..1,Text,Text Medium,,Annotations or supplemental information for an order.,Sales,0,SL03_GE13_06,,,
553,2,Reference Association,,Sales Order.Order,,0..1,,,Accounting Period,"A specific duration within a fiscal year, delineated by its beginning and ending dates. It serves as the timeframe during which business transactions and entries are accumulated and organized into financial statements and reports.",Sales,0,SL03_GE13_09,,,
554,2,Reference Association,,Sales Order.Order,,0..1,,,Customer,A class that records broad customer information related to sales orders.,Sales,76,SL03_GE13_10,,,
556,2,Reference Association,,Sales Order.Order,,0..*,,,Business Segment,A class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,Sales,0,SL03_GE13_12,,,
557,2,Reference Association,,Sales Order.Order,,0..1,,,Payment Term,"A class details conditions related to sales or purchase agreements, including payment instruments, credit periods, and discount terms.",Sales,0,SL03_GE13_13,,,
558,2,Reference Association,,Sales Order.Order,,0..1,,,Settlement Method,"A class describing various methodologies adopted by the business to settle transactions, which can range from cash payments to bank transfers.",Sales,0,SL03_GE13_14,,,
593,2,Reference Association,,Sales Order,Sales Organization,0..1,,,Business Segment,The business segment pertaining to the organization that processes sales orders.,Sales,76,SL03_02,,,
594,2,Reference Association,,Sales Order,Salesperson,0..1,,,Employee,The employee responsible for the sales order as a salesperson.,Sales,76,SL03_03,,,
551,2,Composition,,Sales Order.Order,,0..1,,,Activities,"A class capturing a record of system user actions within an auditee's system, which includes instances of entry, approval, last modification, and posting of data or transactions.",Sales,0,SL03_GE13_07,,,
552,2,Composition,,Sales Order.Order,Transaction,0..1,,,Amount,"The total monetary amount for all lines within an order, recorded in the transaction currency specified for the entire order.",Sales,0,SL03_GE13_08,,,
595,2,Composition,,Sales Order,,0..*,,,Sales Order Line,"A class presenting specific information for each item on a sales order, important in the three-way matching process to confirm that deliveries and invoice details correspond to the order specifications.",Sales,76,SL03_04,,,
596,1,Class,,Sales Order Line,,,,,,A class representing the detailed specifications for goods or services requested in a sales order.,Sales,78,SL04,,,
560,2,Attribute,PK,Sales Order Line.Order Line,ID,1..1,Identifier,Identifier Medium,,The unique identifier for a line item within an order.,Sales,0,SL04_GE14_01,,,
561,2,Attribute,,Sales Order Line.Order Line,Number,0..1,Char,Char Short,,"The number for a specific line within an order, generated manually or by the system.",Sales,0,SL04_GE14_02,,,
562,2,Attribute,,Sales Order Line.Order Line,Payer ID,0..1,Char,Char Medium,,The unique identifier for the entity responsible for making payment on an order line.,Sales,0,SL04_GE14_03,,,
563,2,Attribute,,Sales Order Line.Order Line,Due Date,0..1,Date,DATE,,The ultimate date by which the order is requested.,Sales,0,SL04_GE14_04,,,
564,2,Attribute,,Sales Order Line.Order Line,Status,0..1,Code,STATUS CODE,,The current state of the order line item's lifecycle.,Sales,0,SL04_GE14_05,,,
573,2,Reference Association,,Sales Order Line.Order Line,,0..*,,,Business Segment,A class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,Sales,0,SL04_GE14_14,,,
574,2,Reference Association,,Sales Order Line.Order Line,Settlement Organization,0..1,,,Business Segment,The business segment of the organization responsible for the settlement of an order line.,Sales,0,SL04_GE14_15,,,
575,2,Reference Association,,Sales Order Line.Order Line,,0..1,,,Inventory Product,The inventory product listed on an order line item.,Sales,0,SL04_GE14_16,,,
598,2,Reference Association,,Sales Order Line,Dispatch Organization,0..1,,,Business Segment,The business segment concerning the organisation that handles the dispatch of sales shipments.,Sales,78,SL04_01,,,
599,2,Reference Association,,Sales Order Line,,0..1,,,Sales Contract,"A class providing an overview of sales agreements, documenting the commitment to sell products or services within a specific period.",Sales,78,SL04_02,,,
600,2,Reference Association,,Sales Order Line,,0..1,,,Sales Contract Line,"A class detailing the terms of individual items within a sales contract, including product details and financial terms.",Sales,78,SL04_03,,,
565,2,Composition,,Sales Order Line.Order Line,Tax Exclude,0..1,,,Amount,"The monetary amount of an order line item excluding tax, recorded in the transaction currency.",Sales,0,SL04_GE14_06,,,
566,2,Composition,,Sales Order Line.Order Line,Tax Exclude Unit Price,0..1,,,Amount,"The unit price of an order line item excluding tax, recorded in the transaction currency.",Sales,0,SL04_GE14_07,,,
567,2,Composition,,Sales Order Line.Order Line,Tax Include,0..1,,,Amount,"The monetary amount of an order line item including tax, recorded in the transaction currency.",Sales,0,SL04_GE14_08,,,
568,2,Composition,,Sales Order Line.Order Line,Tax Include Unit Price,0..1,,,Amount,"The unit price of an order line item including tax, recorded in the transaction currency.",Sales,0,SL04_GE14_09,,,
569,2,Composition,,Sales Order Line.Order Line,Transaction,0..1,,,Amount,"The monetary amount of a single line within an order, recorded in the transaction currency specified for that order line.",Sales,0,SL04_GE14_10,,,
570,2,Composition,,Sales Order Line.Order Line,,0..1,,,Quantity,The quantity of items listed on an order line.,Sales,0,SL04_GE14_11,,,
571,2,Composition,,Sales Order Line.Order Line,Basic UOM,0..1,,,Quantity,The quantity of items on an order line as measured by the basic unit of measure.,Sales,0,SL04_GE14_12,,,
572,2,Composition,,Sales Order Line.Order Line,,0..*,,,Tax,"A class maintaining records of tax implications and obligations, essential for legal compliance and financial planning.",Sales,0,SL04_GE14_13,,,
627,1,Class,,Sales Shipment Made,,,,,,A class capturing the details of goods shipped to customers in fulfillment of sales orders within a specified period.,Sales,84,SL05,,,
628,2,Attribute,PK,Sales Shipment Made,ID,1..1,Identifier,Identifier Long,,The unique identifier for a shipment.,Sales,84,SL05_01,,,
629,2,Attribute,,Sales Shipment Made,Number,0..1,Char,Char Long,,The number for a specific sales shipment.,Sales,84,SL05_02,,,
630,2,Attribute,,Sales Shipment Made,Date,0..1,Date,DATE,,The date on which goods were shipped to the buyer.,Sales,84,SL05_03,,,
631,2,Attribute,,Sales Shipment Made,Reference Number,0..1,Char,Char Long,,"The number for a specific shipment, such as a company reference or an official waybill number from a logistics company.",Sales,84,SL05_04,,,
632,2,Attribute,,Sales Shipment Made,Shipping Method,0..1,Char,Char Medium,,"The specific process or service selected to convey goods from sender to receiver, applicable to both outbound and inbound logistics.",Sales,84,SL05_05,,,
633,2,Attribute,,Sales Shipment Made,Shipping Company,0..1,Name,Name Short,,"A shipping company is an entity engaged in the transportation of goods across various modes of transport, providing logistical and support services to ensure safe and timely delivery.",Sales,84,SL05_06,,,
634,2,Attribute,,Sales Shipment Made,Adjustment Indicator,0..1,Indicator,Indicator,,The indicator signifying that the transaction reflects a shipment adjustment rather than the original shipment.,Sales,84,SL05_07,,,
