sequence,level,property_type,identifier,class_term,property_term,multiplicity,representation_term,domain_name,associated_class,definition,module,table,id,label_local,definition_local,xpath
302,2,Attribute,,Entry Detail,Payment Terms,0..1,Name,,,Discount/payment terms.,gl-cor,0,CO10_26,支払条件,割引/支払い条件。,gl-cor:terms
303,2,Attribute,,Entry Detail,Ticking Field,0..1,Name,,,"Signifies that an item has been cleared, finished, finalized. When checking accounts are called for, the tick or letter showing this was done appears in this field. Can also be used for identifying that the
original document against which a payment or DR/CR memo applies has been reconciled.",gl-cor,0,CO10_TA10_27,チェック欄,項目が消去または完了されたことを示す。勘定のチェックが要求される場合、処理済を示すチェックマークまたは文字が指定される。支払またはDR/CRのメモに対する元文書が、消し込まれたことを確認するためにも使用可能。,gl-taf:tickingField
304,2,Attribute,,Entry Detail,UCR,0..1,Char,,,"Unique Consignment Reference or UCR. An ""origin to destination"" reference code for international consignments, developed in cooperation with the World Customs Organization and EAN International (EAN). (http://www.wcoomd.org/ie/EN/press/UCR_new_e.pdf)",gl-cor,0,CO10_TA10_28,UCRコード,"Unique Consignment ReferenceまたはUCR。国際委託販売のための""origin to destination""参照コード。World Customs OrganizationとEAN International (EAN)が共同で開発している。
(http://www.wcoomd.org/ie/EN/press/UCR_new_e.pdf)",gl-taf:uniqueConsignmentReference
305,2,Attribute,,Entry Detail,Document Location,0..1,Text,,,"Document location as URI, file name or other reference. Alternatively, text of document can be placed here.",gl-cor,0,CO10_BU10_29,元文書格納場所,文書の格納場所である、URI、ファイル名またはその他の参照情報。代わりに、文書のテキストも記述可能。,gl-bus:documentLocation
306,2,Reference Association,,Entry Detail,Document Number,0..1,,,Originating Document,"Invoice, check, voucher, or other source document identifier",gl-cor,0,CO10_30,元文書番号,請求書、小切手、証憑、その他の元文書の識別子。,
307,2,Reference Association,,Entry Detail,Apply To Number,0..1,,,Originating Document,"Document number of primary invoice number, used to offset payments, debits and credits; for an invoice, usually the same as the documentNumber. When calculating open balance on an invoice, or open amount on payments in advance or not fully applied, this permits calculation of the open item.",gl-cor,0,CO10_31,適用先番号,支払、借方、貸方の相殺に使用される、一次請求書の文書番号。請求書では通常documentNumberと等しい。未決済の請求書残高や、未決済の支払金額の計算時に、利用できる。,
308,2,Reference Association,,Entry Detail,Document Reference,0..1,,,Originating Document,Internal reference for the document above; number assigned internally to track the document,gl-cor,0,CO10_32,【元文書参照情報】,上の文書のための内部参照情報。文書を追跡するために内部的に割り当てた番号。,
309,2,Composition,,Entry Detail,,0..*,,,Account,"Tuple: parent container for account numbers and identifiers. No entry is made here, but each detail line may have multiple accounts assigned to it for reporting in different GAAPs, offsetting accounts in Japan, passing along information to consolidation systems about local versus consolidating accounts, etc. 
For example, the account 4783HG-QOWI-192837-1000 may be expressed so: 
/account/accountMainID 1000
/account/accountMainDescription Cash
/account/accountSub/accountSubID 4783HG
/account/accountSub/accountSubDescription Department
/account/accountSub/accountSubID QOWI
/account/accountSub/accountSubDescription Branch
/account/accountSub/accountSubID 192837
/account/accountSub/accountSubDescription Division",gl-cor,0,CO10_33,科目識別子,"タプル。勘定科目番号と識別子の親コンテナ。 ここには記入されないが、個々の明細行は、異なるGAAPでの報告や、日本の見返勘定や、連結勘定科目に対する個別情報の連結会計システムへの伝達などのための、複数の勘定科目を持ちうる。例えば、勘定科目4783HG-QOWI-192837-1000は、次のように表現されうる。
/account/accountMainID 1000  /account/accountMainDescription Cash
/account/accountSub/accountSubID 4783HG
/account/accountSub/accountSubDescription Department
/account/accountSub/accountSubID QOWI
/account/accountSub/accountSubDescription Branch
/account/accountSub/accountSubID 192837
/account/accountSub/accountSubDescription Division",
310,2,Composition,,Entry Detail,,0..*,,,Multicurrency Amount,Section to provide additional information related to home currencies that differ from original currencies and related exchange rates - typically this will be used to regl-cord exchange rates and amounts in currencies and/or on dates other than those of the original transaction. This structure allows regl-cording of exchange rates using a third currency as a triangulation currency. This is often EUR but is not restricted to being so. This structure may be repeated as many times as necessary to regl-cord amounts in foreign currencies on the same or different dates.,gl-cor,0,CO10_MC10_34,多通貨明細,"原取引時の通貨と異なる、自国通貨と換算レートに関する追加情報のセクション。－現在および原取引時の、換算レートおよび金額の記録に使用される。
トライアンギュレーション通貨としての第三通貨の換算レートを記録できる。EURの場合が多いがそれに限らない。この構造は、同日または異なる日の外貨での金額を記録する必要がある限り、繰り返し指定可能。",
311,2,Composition,,Entry Detail,Document Remaining Balance,0..1,,,Amount,Balance remaining on the document,gl-cor,0,CO10_TA10_35,文書上残高,文書上の残高。,
312,2,Aggregation,,Entry Detail,,0..*,,,Identifier Reference,"Identification for customer, vendor, or employee.",gl-cor,0,CO10_36,CVE情報,顧客、仕入先、従業員のための識別子。,gl-cor:identifierReference
313,2,Composition,,Entry Detail,,0..*,,,XBRL Information,This will roll up to XBRL reporting information - this is a parent - repeatable so that the same item can be reported through many taxonomies. Care should be taken to consider what happens if people post to the same account but different XBRL elements.,gl-cor,0,CO10_37,XBRL情報,XBRLレポート情報へのロールアップ情報。親タグであり、同じ項目が複数のタクソノミを通じて報告されうるように繰り返し可能。同一の勘定科目を異なるXBRL要素に転記した場合にどうなるか、注意深く考慮すべきである。,gl-cor:xbrlInfo
314,2,Aggregation,,Entry Detail,,0..*,,,Measurable,"Parent for information regarding measurable items associated with the enclosing entryDetail line. Primary area used for holding performance measures. Based on needs for tracking inventory transactional detail, but suitable for anything assigned to an ""account"", ""reporting bucket"" or ""code"". Can be used to track any movements.",gl-cor,0,CO10_BU10_38,計測可能物情報,明細行に関係付けられた、計測可能物の情報の親タグ。おもにパフォーマンス測定のために使用される。在庫移動の詳細の追跡の必要性に基づき、「科目」、「報告バケット」、「コード」に関係付けられるあらゆるものに適する。あらゆる活動を追跡するために使用可能。,gl-bus:measurable
315,2,Composition,,Entry Detail,,0..*,,,Job,"Tuple for holding job related information, separate from jobs represented in account identifier. Would probably only have one jobinfo tuple for each entry line, but there may be a need to express more than one.",gl-cor,0,CO10_BU10_39,ジョブ情報,科目識別子で表現されるジョブとは別の、ジョブに関係する情報のタプル。個々の明細行に対してひとつだけ存在すると思われるが、複数必要かもしれない。,gl-bus:jobInfo
316,2,Composition,,Entry Detail,,0..*,,,Depreciation Mortgage,"Parent for information related to depreciation, mortgages, etc.",gl-cor,0,CO10_BU10_40,減価償却/抵当債務情報,減価償却、抵当債務等に関連する情報の親タグ。,gl-bus:depreciationMortgage
317,2,Composition,,Entry Detail,,0..*,,,Tax,Tuple for holding tax related information,gl-cor,0,CO10_41,税情報,税関連の情報のタプル。,gl-cor:taxes
318,2,Aggregation,,Entry Detail,,0..*,,,Originating Document,"A tool to capture the flow of related documents in the gl-business process. Some needs of end users require a greater history of the documents that are associated with a transaction, especially in the VAT audit area. Contains a repetitive structure of related documents.",gl-cor,0,CO10_TA10_42,発生元文書情報,業務プロセス上の、関連文書の流れを捕捉するためのもの。特にVAT監査では、エンドユーザの要求として、取引に関係する文書の履歴が必要とされる。関連文書情報の構造の繰り返しを含む。,
319,1,Class,,Entry Header,,,,,,Parent for entry headers/journal entry headers.,gl-cor,0,CO11,【仕訳情報】,エントリヘッダー/仕訳記入ヘッダーの親タグ。,gl-cor:entryHeader
320,2,Attribute,PK,Entry Header,Entry Identifier,0..1,Identifier,,,Identifier within source journal,gl-cor,0,CO11_01,仕訳識別子,元仕訳帳中の識別子。,gl-cor:entryNumber
321,2,Attribute,,Entry Header,Date Posted,0..1,Date,,,Date this entry was posted (validated) to the general ledger. May not represent the date of accounting significance which is represented by 'postingDate'.,gl-cor,0,CO11_02,転記済日付,この仕訳が総勘定元帳に転記された(検証された)日付。 postingDateで示されるような会計上意味のある日付を表さないかもしれない。,gl-cor:postedDate
322,2,Attribute,,Entry Header,Entry Creator,0..1,Name,,,Initials/name of operator originally entering.,gl-cor,0,CO11_03,仕訳作成者,最初に入力したオペレータのイニシャル/名前。,gl-cor:enteredBy
323,2,Attribute,,Entry Header,Entry Last Modifier,0..1,Name,,,Identification for the last person modifying this entry before posting.,gl-cor,0,CO11_BU11_04,仕訳最終更新者,転記前に最後にこの仕訳を修正した者の識別子。,gl-bus:enteredByModified
324,2,Attribute,,Entry Header,Entry Date,0..1,Date,,,"Represents the actual date/time of entry into computer (automated from system date, often misrepresented by changing system clock). Posting dates are maintained separately.",gl-cor,0,CO11_05,入力日付,コンピュータへ入力した実際の日付/時刻(システム日付から自動的に与えられ、システム時計の変更により、しばしば誤った値になる)を示す。 転記日付とは別に管理される。,gl-cor:enteredDate
325,2,Attribute,,Entry Header,Responsible Person,0..1,Name,,,Identifier of person who created or originated or is otherwise responsible for the entry.,gl-cor,0,CO11_BU11_06,責任者,仕訳を作成したか、仕訳に責任を持つ者の識別子。,gl-bus:entryResponsiblePerson
326,2,Attribute,,Entry Header,Source Journal,0..1,Char,,,"Source journal. The code of the journal in which the entry is processed. The code must be a unique indication for a journal and is selected from the following enumerated list:\ncd      cash disbursements (sending cheques to vendors)\ncr      cash receipts (receiving cheques from others)\nfa      fixed assets\ngi      giro/other bank adjustments\ngj      general journal\nim      inventory management\njc      job cost\npj      purchase journal (liabilities from purchases)\npl      payroll journal\nsj      sales journal\nse      standard entries\nud      user defined\not      other sources of entries""",gl-cor,0,CO11_07,元仕訳帳種別,元仕訳帳。仕訳が処理される仕訳帳のコード。コードは仕訳帳に一意な指標であり、以下から選択する。\n出金(仕入先への小切手送付)、入金(他者からの小切手受領)、固定資産、振替、一般仕訳帳、在庫管理、個別原価、仕入帳(仕入による負債)、賃金台帳、売上台帳、通常仕訳、ユーザ定義、その他\n[設定値のリスト]\n(cd：出金)、(cr：入金)、(fa：固定資産)、(gi：振替)、(gj：一般仕訳帳)、(im：在庫管理)、(jc：個別原価)、(pj：仕入帳)、(pl：賃金台帳)、(sj：売上台帳)、(se：通常仕訳)、(ud：ユーザ定義)、(ot：その他),gl-cor:sourceJournalID
327,2,Attribute,,Entry Header,Journal Description,0..1,Text,,,"Source journal (full description of general journal, payroll journal, accountant entries). A more easily readable journal indication. The most common journals are: Purchases, Sales, Cash, and General Journal.",gl-cor,0,CO11_BU11_08,元仕訳帳説明,元仕訳帳(一般仕訳、給与台帳、会計士入力の完全な説明)。 よりわかりやすい仕訳帳の指標。 最も一般的な仕訳帳は、次の通り。 仕入、売上、現金、一般仕訳。,gl-bus:sourceJournalDescription
328,2,Attribute,,Entry Header,Type Identifier,0..1,Char,,,"One of the following enumerated list: adjusting, budget, comparative, external-accountant, standard, passed-adjusting, eliminating, proposed, recurring, reclassifying, simulated, tax, other",gl-cor,0,CO11_09,種別識別子,以下の値のうちのひとつ。\n整理、予算、比較、外部会計士、通常、無視、消去、提案、反復、組替、シミュレーション、税、その他\n[設定値のリスト]\n(adjusting：整理)、(budget：予算)、(comparative：比較)、(external-accountant：外部会計士)、(standard：通常)、(passed-adjusting：無視)、(eliminating：消去)、(proposed：提案)、(recurring：反復)、(reclassifying：組替)、(simulated：シミュレーション)、(tax：税)、(other：その他),gl-cor:entryType
329,2,Attribute,,Entry Header,Entry Origin,0..1,Char,,,"Origin of entry: accrual, manual entry, imported entry, exchange gain or loss",gl-cor,0,CO11_BU11_10,仕訳起源,仕訳の起源。発生、手入力、インポート入力、為替換算による損益。,gl-bus:entryOrigin
330,2,Attribute,,Entry Header,Entry Description,0..1,Char,,,Description of entry described by this entry header (e.g. Opening Balance),gl-cor,0,CO11_11,仕訳説明,このエントリヘッダーによって説明された仕訳の説明(例えば、期首残高)\n,gl-cor:entryComment
331,2,Attribute,,Entry Header,Entry Qualifier,0..1,Char,,,"Entry Qualifier - An enumerated field that qualifies the type of entry, specifically useful for general ledger and trial balance environments when it is important to state the values represented are summarized as of the reporting date - opening or closing balances. In accounting systems, this is often known as BBF (balance brought forward.) Permitted values are: standard, balance-brought-forward and other.",gl-cor,0,CO11_12,仕訳修飾子,仕訳の修飾子。総勘定元帳や試算表で、開始残高や決算残高のように、記された値が報告日で集約されていることを明示することが重要なときに有用な、仕訳の種別を修飾するもの。会計システムにおいて、BBF（繰越残高）として知られるもの。指定可能な値は以下。標準、繰越残高、その他\n[設定値のリスト]\n(standard：標準)、(balance-brought-forward：繰越残高)、(other：その他) ,gl-cor:qualifierEntry
332,2,Attribute,,Entry Header,Entry Qualifier Description,0..1,Char,,,Free format description of the entry qualifier,gl-cor,0,CO11_13,仕訳修飾子説明,仕訳の修飾子の説明。,gl-cor:qualifierEntryDescription
333,2,Attribute,,Entry Header,Posting Code,0..1,Char,,,"Code for posting to period, e.g., period 1-13, based on codes in an accounting period file. We do not recommend that software vendors export here, but suggest providing period end numbers for the buckets. Possibilities W1 through W53, M1 through M13, Q1-Q4. Developers and others creating output files are encouraged to supply an actual end date.",gl-cor,0,CO11_BU11_14,転記コード,転記の期間を表すコード。例えば、会計期間ファイルのコードにもとづく期間１～１３。ソフトウエアベンダーが、この値をエクスポートすることは推奨しない。期間の最終番号を提供することを勧める。可能な値としては、W1からW53、M1からM13、Q1からQ4など。開発者や出力ファイルの作成者には、実際の終了日付を提供することを勧める。,gl-bus:postingCode
334,2,Attribute,,Entry Header,Batch ID for Entry Group,0..1,Char,,,ID for a batch for this group of entries,gl-cor,0,CO11_BU11_15,仕訳グループ識別子,この仕訳の集合に付ける、束の識別子。,gl-bus:batchID
335,2,Attribute,,Entry Header,Batch Description,0..1,Char,,,Description of this batch,gl-cor,0,CO11_BU11_16,仕訳グループ説明,この仕訳の束の説明。,gl-bus:batchDescription
336,2,Attribute,,Entry Header,Number of Entries,0..1,Char,,,The total number of entries.,gl-cor,0,CO11_BU11_17,仕訳総数,仕訳の総数。,gl-bus:numberOfEntries
337,2,Composition,,Entry Header,Total Debits,0..1,,,Amount,The total of all debit amounts.,gl-cor,0,CO11_BU11_18,借方合計,借方金額の合計値。,
338,2,Composition,,Entry Header,Total Credits,0..1,,,Amount,The total of all credit amounts.,gl-cor,0,CO11_BU11_19,貸方合計,貸方金額の合計値。,
339,2,Attribute,,Entry Header,Type of Difference Between Book and Tax,0..1,Char,,,"Enumerated field with possible values of permanent, temporary or none indicating the type of difference between book and tax accounting methods. Omission of this field is equivalent to ""none""",gl-cor,0,CO11_20,帳簿価税務簿価差異種別,帳簿と税務会計処理方法との差異の種別を示す値。永久か一時的かまたは無し。値の省略時は「無し」と同じ。\n[設定値のリスト]\n(permanent：永久)、(temporary：一時的)、(none：無し),gl-cor:bookTaxDifference
340,2,Attribute,,Entry Header,Elimination Code,0..1,Char,,,Informs destination ledger this is an intracompany entry which eliminates in consolidation,gl-cor,0,CO11_BU11_21,相殺消去コード,連結決算時に消去される連結会社間仕訳であることを、受取側の元帳に通知する。,gl-bus:eliminationCode
341,2,Attribute,,Entry Header,Budget Scenario Period Start,0..1,Date,,,Start of period covered by associated budgetScenario,gl-cor,0,CO11_BU11_22,予算シナリオ期間開始日付,関係付けられたbudgetScenarioがカバーする期間の開始日。,gl-bus:budgetScenarioPeriodStart
342,2,Attribute,,Entry Header,Budget Scenario Period End,0..1,Date,,,End of period covered by associated budgetScenario,gl-cor,0,CO11_BU11_23,予算シナリオ期間終了日付,関係付けられたbudgetScenarioがカバーする期間の終了日。,gl-bus:budgetScenarioPeriodEnd
343,2,Attribute,,Entry Header,Scenario Description,0..1,Text,,,Text related to budgetScenario,gl-cor,0,CO11_BU11_24,シナリオ説明,budgetScenarioに関する記述。,gl-bus:budgetScenarioText
344,2,Attribute,,Entry Header,Scenario Code,0..1,Char,,,"Code for a budget scenario identifier (such as PB for 'preliminary budget', or RB for 'revised budget', or other identifier for entryType)",gl-cor,0,CO11_BU11_25,シナリオコード,予算シナリオの識別コード。例えば、「PB」（予備予算）、「RB」（補正予算）、または他の仕訳種別の識別子。,gl-bus:budgetScenario
345,2,Attribute,,Entry Header,Budget Allocation Code,0..1,Char,,,"Code associated with the calculation formula: e.g. (D)ivide by number of periods, (T)otal for period given",gl-cor,0,CO11_BU11_26,予算配分コード,計算式に関係付けられたコード。例えば、期間数での分割、与えられた期間の合計\n[設定値のリスト]\n(D：期間数での分割)、(T：与えられた期間の合計) ,gl-bus:budgetAllocationCode
346,2,Reference Association,,Entry Header,Reversing ID,0..1,,,Entry Header,"For standard, reversing, master, cancelling or other entries an ID associated with those entries.",gl-cor,0,CO11_UK11_27,反対/通常/マスタ仕訳識別子,通常、反対、マスタ、取消または他の仕訳のための、それらの仕訳を関連付けるID。,
347,2,Attribute,,Entry Header,Recurring Standard Description,0..1,Text,,,Description to accompany standard or recurring ID,gl-cor,0,CO11_UK11_28,反復通常仕訳説明,通常仕訳または反復仕訳のIDの説明。,gl-usk:recurringStdDescription
348,2,Attribute,,Entry Header,Frequency Interval,0..1,Decimal,,,"For standard or recurring journals, how often entry may be made: every frequencyInterval frequencyUnit, such as every 7 (interval) days (unit) or every 1 (interval) quarter (unit). This field represents the interval.\n",gl-cor,0,CO11_UK11_29,頻度間隔,通常または反復仕訳において、仕訳が記入される頻度。frequencyInterval、frequencyUnitごと、たとえば7(interval)日(unit)ごと、1(interval)四半期(unit)ごとなどにおける、intervalを示す。,gl-usk:frequencyInterval
349,2,Attribute,,Entry Header,Frequency Unit,0..1,Char,,,"For standard or recurring journals, how often entry may be made: every frequencyInterval frequencyUnit, such as every 7 (interval) days (unit) or every 1 (interval) quarter (unit). This field represents the unit.\n",gl-cor,0,CO11_UK11_30,頻度単位,通常または反復仕訳において、仕訳が記入される頻度。frequencyInterval、frequencyUnitごと、たとえば7(interval)日(unit)ごと、1(interval)四半期(unit)ごとなどにおける、unitを示す。,gl-usk:frequencyUnit
350,2,Attribute,,Entry Header,Repetitions Remaining,0..1,Decimal,,,Number of times that the recurring entry will repeat,gl-cor,0,CO11_UK11_31,反復残回数,反復仕訳の繰り返し予定数。,gl-usk:repetitionsRemaining
351,2,Attribute,,Entry Header,Next Date Repeat,0..1,Date,,,Date next repeated or standard posted,gl-cor,0,CO11_UK11_32,次回反復日付,次回の反復あるいは通常の転記日。,gl-usk:nextDateRepeat
352,2,Attribute,,Entry Header,Last Date Repeat,0..1,Date,,,Date last repeated or standard posted,gl-cor,0,CO11_UK11_33,前回反復日付,前回の反復あるいは通常の転記日。,gl-usk:lastDateRepeat
353,2,Attribute,,Entry Header,End Date of Repeating Entry,0..1,Date,,,"For standard or recurring journals, stop date/time for repetitive entry.",gl-cor,0,CO11_UK11_34,反復仕訳終了日付,通常仕訳または反復仕訳のための、反復入力の終了日付/時刻。,gl-usk:endDateRepeatingEntry
354,2,Attribute,,Entry Header,Reverse,0..1,Boolean,,,Should entry be reversed?,gl-cor,0,CO11_UK11_35,反対仕訳要否,仕訳が取り消されるべきか。,gl-usk:reverse
355,2,Attribute,,Entry Header,Reversing Date,0..1,Date,,,Date this entry should be reversed,gl-cor,0,CO11_UK11_36,反対仕訳日付,この仕訳が取り消されるべき日付。,gl-usk:reversingDate
356,2,Attribute,,Entry Header,Entry Number Counter,0..1,Char,,,Unique reference for the entry - a numeric counter,gl-cor,0,CO11_37,仕訳番号カウンタ,仕訳の一意なリファレンス　　カウンタ,gl-cor:entryNumberCounter
357,2,Composition,,Entry Header,,0..*,,,Entry Detail,Parent for entry detail,gl-cor,0,CO11_38,仕訳明細,仕訳明細の親タグ。,gl-cor:entryDetail
358,1,Class,,Accounting Entries,,,,,,Root for XBRL GL. No entry made here.,gl-cor,0,CO12,【会計仕訳】,XBRL GLのルート要素。 この要素にはデータは登録されない。,gl-cor:accountingEntries
359,2,Aggregation,,Accounting Entries,,0..*,,,Document Information,Parent for descriptive information about the accountingEntries section in which it is contained.,gl-cor,0,CO12_01,文書情報,この会計仕訳に関する情報の親タグ。,gl-cor:documentInfo
360,2,Aggregation,,Accounting Entries,,0..*,,,Entity Information,Holder for entity information - information about the reporting organization.,gl-cor,0,CO12_02,事業体情報,事業体情報（報告組織に関する情報）の入れ物。,gl-cor:entityInformation
361,2,Composition,,Accounting Entries,,0..*,,,Entry Header,Parent for entry headers/journal entry headers.,gl-cor,0,CO12_03,仕訳情報,エントリヘッダー/仕訳記入ヘッダーの親タグ。,gl-cor:entryHeader
1001,1,Class,,Document Information SA,,,,,,Parent for descriptive information about the accountingEntries section in which it is contained.,gl-cor,0,CO13,【文書情報】,この会計仕訳に関する情報の親タグ。,gl-cor:documentInfo
135,2,Attribute,,Document Information SA,Document Type,0..1,Char,,,"account: information to fill in a chart of accounts file. 
balance: the results of accumulation of a complete and validated list of entries for an account (or a list of account) in a specific period - sometimes called general ledger 
entries:  a list of individual accounting entries, which might be posted/validated or nonposted/validated  
journal: a self-balancing (Dr = Cr) list of entries for a specific period including beginning balance for that period.  
ledger: a complete list of entries for a specific account (or list of accounts) for a specific period; note - debits do not have to equal credits.   
assets: a listing of open receivables, payables, inventory, fixed assets or other information that can be extracted from but are not necessarily included as part of a journal entry.  
trialBalance: the self-balancing (Dr = Cr) result of accumulation of a complete and validated list of entries for the entity in a complete list of accounts in a specific period. 
taxtables:  aids automated interpretation of instances that represent tax tables; 
Tax table are defined by using multiple [taxes] structures to gather the population of codes, authorities and rates; through [taxTableCode] cross-references in the [taxes] structure, these ""master file"" tax tables can be referenced. 
Often sorted by date or by account, these terms have specific, and sometimes different, meanings in different areas. Common practice will drive accounting method/term matches.",gl-cor,0,CO13_CO04_01,文書種別,"・科目:科目体系ファイルの情報。
・残高:特定の期間について、勘定科目(または勘定科目リスト)の、完了し検証された仕訳リストの累算結果。時に総勘定元帳と呼ばれる。
・仕訳:個々の勘定記入のリスト。転記/検証されていることもあり、されていないこともある。
・仕訳帳:特定の期間における、その期間の開始残高を含む貸借が一致(Dr=Cr)した仕訳のリスト 。
・元帳:特定の期間における特定の勘定科目(または勘定科目リスト)についての、仕訳の全リスト 。注意－貸借が一致する必要はない。
・資産:仕訳記入の一部として必ずしも含まれていないが、そこから抽出可能な売掛金、買掛金、在庫、固定資産、その他の情報のリスト。
・試算表:事業体に対する、特定期間の全勘定科目リストでの、完了し検証された仕訳リストの、貸借が一致（Dr=Cr)した累算結果。
・税率表:税率表をあらわすデータを自動的に解釈できるようにする。税率表は、コード、税務当局情報、レートをあらわす複数のtaxes構造データを使って定義される。taxTableCodeはtaxes構造データ内で相互に参照されるが、これらのマスタファイルが参照可能。
多くの場合、日付または科目によりソートされる。会計処理方法や用語は慣行により適合させる。
[設定値のリスト]
(account：科目)、(balance：残高)、(entries：仕訳)、(journal：仕訳帳)、(ledger：元帳)、(assets：資産)、(trialbalance：試算表)、(taxtables：税率表)、(other：その他)",gl-cor:entriesType
136,2,Attribute,,Document Information SA,Audit Number,0..1,Char,,,Unique identifier for this file.,gl-cor,0,CO13_CO04_02,監査番号,このファイルの一意識別子。,gl-cor:uniqueID
139,2,Attribute,,Document Information SA,Language,0..1,Code,ISO639,,"Primary language of the intellectual content. Where practical, the content of this field should coincide with ISO 639-1988 language codes.",gl-cor,0,CO13_CO04_05,言語,主要言語。 実用的には、このフィールドの内容はISO639-1988言語コードに一致すべきである。,gl-cor:language
140,2,Attribute,,Document Information SA,Creation Date,0..1,Date,,,Date/time file was created.,gl-cor,0,CO13_CO04_06,作成日付,ファイルが作成された日付/時間。,gl-cor:creationDate
141,2,Attribute,,Document Information SA,Document Comment,0..1,Text,,,Text for entire document.,gl-cor,0,CO13_CO04_07,文書コメント,文書全体に対する説明文。,gl-cor:entriesComment
142,2,Attribute,,Document Information SA,Period Covered Start,0..1,Date,,,"Start of date range for contents. Used as basis for many assumptions about data, including the date as of which open balances are open.",gl-cor,0,CO13_CO04_08,対象期間開始日付,内容の日付範囲の開始日。 残高の開始日付などの、データに関する多くの仮定の基礎として使用される。,gl-cor:periodCoveredStart
143,2,Attribute,,Document Information SA,Period Covered End,0..1,Date,,,"End of date range for contents. Used as basis for many assumptions about data, including the date as of which open balances are open.",gl-cor,0,CO13_CO04_09,対象期間終了日付,内容の日付範囲の終了日。 残高の開始日付などの、データに関する多くの仮定の基礎として使用される。,gl-cor:periodCoveredEnd
144,2,Attribute,,Document Information SA,Creator,0..1,Name,,,Identifies the creator of the XBRL instance.,gl-cor,0,CO13_BU04_10,作成者,ファイルの作成者の識別子。,gl-bus:creator
148,2,Attribute,,Document Information SA,Source Application,0..1,Name,,,"Product or service that produced this file. Used by many systems (e.g., VAT). Version number can be included or extended.",gl-cor,0,CO13_BU04_14,作成元アプリケーション,このファイルを作り出した製品又はサービス。 多くのシステム(例えば、VATなど)で、使用される。 バージョン番号を含むことも可能。,gl-bus:sourceApplication
150,2,Reference Association,,Document Information SA,Default Currency,0..1,,,Currency,"The default currency related to the amount can be entered here instead of the XBRL instance specified way, especially important in multi-currency situations. Recommend ISO 4217 coding",gl-cor,0,CO13_MC04_16,既定通貨,XBRLインスタンス内に指定する方法のかわりに、金額の既定の通貨を指定可能。多通貨環境で特に重要。ISO4217コード体系を推奨。,gl-cor:defaultCurrency
1010,1,Class,,Entity Information SA,,,,,,Holder for entity information - information about the reporting organization.,gl-cor,0,CO14,【事業体情報】,事業体情報（報告組織に関する情報）の入れ物。,gl-cor:entityInformation
119,2,Composition,,Entity Information SA,,0..*,,,Organization,Section which contains various identifiers for the company.,gl-cor,0,CO14_BU03_06,識別子,組織に関する様々な識別子を含むセクション。,gl-bus:organizationIdentifiers
1026,1,Class,,Entry Header SA,,,,,,Parent for entry headers/journal entry headers.,gl-cor,0,CO15,【仕訳情報】,エントリヘッダー/仕訳記入ヘッダーの親タグ。,gl-cor:entryHeader
320,2,Attribute,PK,Entry Header SA,Entry Identifier,0..1,Identifier,,,Identifier within source journal,gl-cor,0,CO15_CO11_01,仕訳識別子,元仕訳帳中の識別子。,gl-cor:entryNumber
1065,2,Composition,,Entry Header SA,,0..*,,,Entry Detail SA,,gl-cor,0,CO15_38,,,
1066,1,Class,,Entry Detail SA,,,,,,Parent for entry detail,gl-cor,0,CO16,【仕訳明細】,仕訳明細の親タグ。,gl-cor:entryDetail
277,2,Attribute,,Entry Detail SA,Line Number,0..1,Char,,,Identifier for a particular entry detail,gl-cor,0,CO16_CO10_01,明細行番号,仕訳明細の識別子。,gl-cor:lineNumber
278,2,Attribute,,Entry Detail SA,Line Number Counter,0..1,Char,,,Unique reference for the line - a numeric counter,gl-cor,0,CO16_CO10_02,明細行番号カウンタ,明細行の一意なリファレンス　　カウンタ,gl-cor:lineNumberCounter
279,2,Composition,,Entry Detail SA,,0..1,,,Amount,"This field (amount) represents the primary monetary amount related to the  subject of the entryDetail line. There is one primary monetary amount per entryDetail structure. It may, for example, represent the amount of one line of a journal entry, the balance on a document, or the extended amount of a line item on an invoice. Amount is not required if detailed entry is used for non-financial work and other elements are populated, in particular measurableQuantity. The amount field is a signed number (either positive or negative itself) and used in conjunction with a separate signOfAmount and a separate debitCreditCode, which together are considered for understanding the monetary amount. The unit of measure is determined by amountCurrency if present, and by the default or home currency if amountCurrency is not present.",gl-cor,0,CO16_CO10_03,金額,entryDetailの代表的な金額を示す。entryDetailごとにひとつの値を持つ。たとえば、仕訳帳の行、残高、請求書の行の金額。明細が会計業務用でなく、measurableQuantityなどの他の要素が設定されている場合は不要。符号付数値であり、金額を解釈するために用意されたsignOfAmountおよびdebitCreditCodeとあわせて使用される。通貨単位はamountCurrencyで決定される。amountCurrencyが指定されない場合は、既定または自国の通貨単位となる。,
1103,2,Composition,,Entry Detail SA,Document Remaining Balance,0..0,,,Amount,Balance remaining on the document,gl-cor,0,CO16_TA16_36,文書上残高,文書上の残高。,
1104,2,Aggregation,,Entry Detail SA,,0..0,,,Identifier Reference,"Identification for customer, vendor, or employee.",gl-cor,0,CO16_37,CVE情報,顧客、仕入先、従業員のための識別子。,gl-cor:identifierReference
1105,2,Aggregation,,Entry Detail SA,,0..*,,,Identifier Reference SA,"Identification for customer, vendor, or employee.",gl-cor,0,CO16_38,【CVE情報】,顧客、仕入先、従業員のための識別子。,gl-cor:identifierReference
