Klassifikaatori elementide täielik loetelu. Viimati uuendatud seisuga 11.2023,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
B61308,B613,4,1,KOKS § 46(1) tagasiastumine,"Resignation, § 46(1) of Local Government Organisation Ac","Отставка, ст.46(1) (KOKS)","KOKS § 46¹. Tagasiastumine
(1) Volikogu esimehe, volikogu aseesimehe, volikogu komisjoni esimehe, volikogu komisjoni aseesimehe, revisjonikomisjoni liikme, vallavanema või linnapea või valitsuse liikme tagasiastumise korral esitab ta avalduse valla- või linnasekretärile. Avalduse esitanu loetakse tagasi astunuks avalduses märgitud kuupäevast, mis ei või olla varasem kui järgmine tööpäev avalduse esitamisest. Valla- või linnasekretär teavitab kohe volikogu esimeest või tema asendajat.
(2) Avalduse esitanu peab esimesel võimalusel üle andma asjaajamisega ja ametiülesannete täitmisega seoses talle usaldatud vara.","§ 46¹.  Resignation. (1) If the chairman of a municipal council, the deputy chairman of a municipal council, the chairman of a municipal council committee, the deputy chairman of a municipal council committee, a member of the revision committee, a rural municipality or city mayor or a member of the municipal administration resigns, he or she shall submit an application to the rural municipality or city secretary. The person who submitted the application is deemed to have resigned as of the date indicated in the application which shall not be earlier than the following the working day of the submission of the application. The rural municipality or city secretary shall immediately inform the chairman of the municipal council or his or her deputy. (2) The person who submitted the application shall, at the earliest opportunity, deliver the property entrusted to him or her in connection with professional activities and the performance of his or her official duties.","Статья 46¹ Закона о местном самоуправлении. Уход в отставку
(1) В случае ухода в отставку председателя собрания, заместителя председателя собрания, председателя комиссии собрания, заместителя председателя комиссии собрания, члена ревизионной комиссии, волостного старшины или мэра города либо члена управы, он подает заявление волостному или городскому секретарю. Лицо, подавшее заявление, считается вышедшим в отставку с указанной в заявлении даты, которая не может приходиться на более ранний день, чем дата следующего рабочего дня после подачи заявления. Волостной или городской секретарь незамедлительно уведомляет председателя собрания или замещающее его лицо.
(2) Лицо, подавшее заявление, должно при первой возможности передать имущество, доверенное ему в связи с делопроизводством и выполнением служебных обязанностей.",,,,,,,,,,,,,,2014-01-01 00:00:00,
B61309,B613,4,1,KOKS § 20(1) lg 2 volituste taastumine,"Restoration of authority, § 20(1) (2) of Local Government Organisation Act","Возобновление полномочий, ч.2 ст.20(1) (KOKS)","§ 20¹. Volikogu liikme volituste taastumine
(2) Volikogu liikme volituste taastumisel lõpevad selle asendusliikme volitused, kes on viimasena määratud asendama lisamandaadi alusel või samas erakonnas või valimisliidus kandideerinud volikogu liiget sellest valimisringkonnast või ülelinnalisest nimekirjast.","§ 20¹ of the Local Government Organisation Act. Restoration of authority of municipal council member
(2) Upon restoration of the authority of a municipal council member, the authority of the alternate municipal council member who was last designated to replace a municipal council member on the basis of an additional mandate or from among the candidates of the same political party or election coalition in the electoral district or city list, shall terminate.","Статья 20¹ Закона о местном самоуправлении. Возобновление полномочий члена собрания
(2) С возобновлением полномочий члена собрания прекращаются полномочия резервного члена, который был последним назначен замещать члена собрания на основании дополнительного мандата либо замещать члена собрания, баллотировавшегося по данному избирательному округу от той же партии или избирательного союза либо по общегородскому списку.",,,,,,,,,,,,,,2014-01-01 00:00:00,
B614,B6,3,0,Välisteenistuse seadus (VäTS),Foreign Service Act,Закон о дипломатической службе (VäTS),,,,,,,,,,,,,,,,,2014-01-01 00:00:00,
B61401,B614,4,1,VäTS § 67 abikaasatasu lõppemine,"Termination of allowance for spouse, § 67 of Foreign Service Act","Прекращение выплаты вознаграждения супругу, ст.67 (VäTS)",VÄTS § 67. Abikaasatasu lõppemine,§ 67 of the Foreign Service Act. Allowance for spouse,Статья 67 Закона о дипломатической службе. Прекращение выплаты супружеского вознаграждения,,,,,,,,,,,,,,2014-01-01 00:00:00,
B615,B6,3,0,Notariaadiseadus (NotS),Notaries Act,Закон о нотариате (NotS),,,,,,,,,,,,,,,,,2014-01-01 00:00:00,
B61501,B615,4,1,NotS § 17 lg 1 p 1 notari algatusel,"At notary’s initiative, § 17 (1) 1) of Notaries Act","По инициативе нотариуса, п.1 ч.1 ст.17 (NotS)","NotS § 17. Ametist vabastamine ja tagandamine
(1) Notari vabastab ametist valdkonna eest vastutav minister järgmistel alustel:
1) notari algatusel;","§ 17 of the Notaries Act. Release and removal from office
(1) A notary shall be released from office by the minister in charge of the policy sector on the following bases:
1) at the notary’s initiative;","Статья 17 Закона о нотариате. Освобождение и отстранение от службы
(1) Нотариус освобождается от службы ответственным за сферу министром по следующим основаниям:
1) по инициативе нотариуса;",,,,,,,,,,,,,,2014-01-01 00:00:00,
B61502,B615,4,1,NotS § 17 lg 1 p 2 terviseseisundi tõttu,"Due to state of health, § 17 (1) 2) of Notaries Act","По состоянию здоровья, п.2 ч.1 ст.17 (NotS)","NotS § 17. Ametist vabastamine ja tagandamine
(1) Notari vabastab ametist valdkonna eest vastutav minister järgmistel alustel:
2) notari terviseseisundi tõttu, mis ei võimalda tal notarina töötada;","§ 17 of the Notaries Act. Release and removal from office
(1) A notary shall be released from office by the minister in charge of the policy sector on the following bases:
2) due to the state of health of the notary which does not allow him or her to practise as a notary;","Статья 17 Закона о нотариате. Освобождение и отстранение от службы
(1) Нотариус освобождается от службы ответственным за сферу министром по следующим основаниям:
2) по состоянию здоровья нотариуса, которое не позволяет ему работать в качестве нотариуса;",,,,,,,,,,,,,,2014-01-01 00:00:00,
B61503,B615,4,1,NotS § 17 lg 1 p 3 piirvanuse tõttu,"Due to age limit, § 17 (1) 3) of Notaries Act","По достижении предельного возраста, п.3 ч.1 ст.17 (NotS)","NotS § 17. Ametist vabastamine ja tagandamine
(1) Notari vabastab ametist valdkonna eest vastutav minister järgmistel alustel:
3) käesoleva seaduse § 8 lõikes 4 näidatud vanusepiiri saabumisel;","§ 17 of the Notaries Act. Release and removal from office
(1) A notary shall be released from office by the minister in charge of the policy sector on the following bases:
3) upon attaining the age limit specified in subsection 4 of § 8 of this Act;","Статья 17 Закона о нотариате. Освобождение и отстранение от службы
(1) Нотариус освобождается от службы ответственным за сферу министром по следующим основаниям:
3) по достижении предельного возраста, указанного в части 4 статьи 8 настоящего Закона;",,,,,,,,,,,,,,2014-01-01 00:00:00,
B61504,B615,4,1,NotS § 17 lg 1 p 4 ametisse mitteasumine,"Not assuming office, § 17 (1) 4) of Notaries Act","По невступлению в должность, п.4 ч.1 ст.17 (NotS)","NotS § 17. Ametist vabastamine ja tagandamine
(1) Notari vabastab ametist valdkonna eest vastutav minister järgmistel alustel:
4) kui notar ei asu ametisse käesoleva seaduse § 10 lõikes 1 nimetatud aja jooksul;","§ 17 of the Notaries Act. Release and removal from office
(1) A notary shall be released from office by the minister in charge of the policy sector on the following bases:
4) if the notary does not assume office within the term specified in subsection 1 of § 10 of this Act;","Статья 17 Закона о нотариате. Освобождение и отстранение от службы
(1) Нотариус освобождается от службы ответственным за сферу министром по следующим основаниям:
4) если нотариус не вступил в должность в течение срока, указанного в части 1 статьи 10 настоящего Закона;",,,,,,,,,,,,,,2014-01-01 00:00:00,
B61505,B615,4,1,NotS § 17 lg 1 p 5 peatumine,"Suspension , § 17 (1) 5) of Notaries Act","Приостановление, п.5 ч.1 ст.17 (NotS)","NotS § 17. Ametist vabastamine ja tagandamine
(1) Notari vabastab ametist valdkonna eest vastutav minister järgmistel alustel:;
5) kui notar ei asu ametikohustusi täitma pärast käesoleva seaduse § 18 lõike 6 alusel ametisoleku peatamise tähtaja lõppemist;","§ 17 of the Notaries Act. Release and removal from office
(1) A notary shall be released from office by the minister in charge of the policy sector on the following bases:
5) if the notary does not commence performance of his or her official duties after expiry of the term of the suspension of period of office based on subsection 6 of § 18 of this Act;","Статья 17 Закона о нотариате. Освобождение и отстранение от службы
(1) Нотариус освобождается от службы ответственным за сферу министром по следующим основаниям:
5) если нотариус не приступил к исполнению служебных обязанностей по истечении срока приостановления исполнения служебных обязанностей на основании части 6 статьи 18 настоящего Закона;",,,,,,,,,,,,,,2014-01-01 00:00:00,
B61506,B615,4,1,NotS § 17 lg 1 p 6 mittekandideerimine,"Failure to run as a candidate, § 17 (1) 6) of Notaries Act","Неучастие в конкурсе на замещение должности, п.6 ч.1 ст.17 (NotS)","NotS § 17. Ametist vabastamine ja tagandamine
(1) Notari vabastab ametist valdkonna eest vastutav minister järgmistel alustel:;
6) kui notar ei kandideeri pärast ametisoleku peatamise tähtaja lõppemist käesoleva seaduse § 18 lõike 7 kohaselt notari ametikoha täitmise konkursil.","§ 17 of the Notaries Act. Release and removal from office
(1) A notary shall be released from office by the minister in charge of the policy sector on the following bases:
6) if the notary fails to run as a candidate in a competition for the filling of an office of notary after expiry of the term of the suspension of period of office pursuant to subsection 7 of § 18 of this Act.","Статья 17 Закона о нотариате. Освобождение и отстранение от службы
(1) Нотариус освобождается от службы ответственным за сферу министром по следующим основаниям:
6) если нотариус по истечении срока приостановления исполнения служебных обязанностей не участвует в конкурсе на замещение должности нотариуса согласно части 7 статьи 18 настоящего Закона.",,,,,,,,,,,,,,2014-01-01 00:00:00,
B61507,B615,4,1,NotS § 17 lg 2 p 1 süüdimõistev kohtuotsus,"Conviction of a court, § 17 (2) 1) of Notaries Act","Обвинительный приговор суда, п.1 ч.2 ст.17 (NotS)","NotS § 17. Ametist vabastamine ja tagandamine
(2) Valdkonna eest vastutav minister tagandab notari ametist järgmistel alustel:
1) kui notari suhtes on jõustunud süüdimõistev kohtuotsus tahtlikult toimepandud kuriteo eest, samuti notari suhtes tehtud muu süüdimõistva kohtuotsuse jõustumisel, millega mõistetud kriminaalkaristus teeb võimatuks notarina tegutsemise;","§ 17 of the Notaries Act. Release and removal from office
(2) The minister in charge of the policy sector shall remove a notary from office on the following bases:
1) if a conviction of a court for an intentionally committed criminal offence has entered into force in respect of the notary, and also if any other conviction of a court has entered into force in respect of the notary by which a criminal punishment is imposed on the notary which makes it impossible for the notary to act as a notary;","Статья 17 Закона о нотариате. Освобождение и отстранение от службы
(2) Нотариус отстраняется от службы ответственным за сферу министром по следующим основаниям:
1) по вступлении в законную силу вынесенного в отношении нотариуса обвинительного приговора за умышленно совершенное преступление, а также иного обвинительного приговора, по которому назначено уголовное наказание, не позволяющее ему работать в качестве нотариуса;",,,,,,,,,,,,,,2014-01-01 00:00:00,
B61508,B615,4,1,NotS § 17 lg 2 p 2 ametialane rikkumine,"Violation related to office, § 17 (2) 2) of Notaries Act","Тяжкий служебный проступок, п.2 ч.2 ст.17 (NotS)","NotS § 17. Ametist vabastamine ja tagandamine
(2) Valdkonna eest vastutav minister tagandab notari ametist järgmistel alustel:
2) raske ametialase üleastumise korral;
","§ 17 of the Notaries Act. Release and removal from office
(2) The minister in charge of the policy sector shall remove a notary from office on the following bases:
2) in the case of serious violation related to office;","Статья 17 Закона о нотариате. Освобождение и отстранение от службы
(2) Нотариус отстраняется от службы ответственным за сферу министром по следующим основаниям:
2) в случае совершения тяжкого служебного проступка;
",,,,,,,,,,,,,,2014-01-01 00:00:00,
B61509,B615,4,1,NotS § 17 lg 2 p 4 muud asjaolud,"Other circumstances, § 17 (2) 4) of Notaries Act","Иные обстоятельства, п.4 ч.2 ст.17 (NotS)","NotS § 17. Ametist vabastamine ja tagandamine
(2) Valdkonna eest vastutav minister tagandab notari ametist järgmistel alustel:
4) muude asjaolude ilmnemisel, mis teevad võimatuks notarina töötamise.","§ 17 of the Notaries Act. Release and removal from office
(2) The minister in charge of the policy sector shall remove a notary from office on the following bases:
4) if other circumstances become evident which make it impossible for a person to practise as a notary.","Статья 17 Закона о нотариате. Освобождение и отстранение от службы
(2) Нотариус отстраняется от службы ответственным за сферу министром по следующим основаниям:
4) при наличии иных обстоятельств, не позволяющих работать в качестве нотариуса.",,,,,,,,,,,,,,2014-01-01 00:00:00,
B61510,B615,4,1,NotS § 28 lg 2 p 1 kandidaadi algatusel,"Notary candidate’s initiative, § 28 (2) 1) of Notaries Act","По инициативе кандидата в нотариусы, п.1 ч.2 ст.28 (NotS)","NOTS § 28. Kandidaaditeenistuse lõppemine
(2) Kandidaaditeenistus lõpetatakse järgmistel alustel:
1) notarikandidaadi algatusel;
11) notarikandidaadi ja Notarite Koja kokkuleppel; [RT I 2009, 27, 164 - jõust. 08.06.2009]
12) kui notarikandidaat jätab mõjuva põhjuseta käesoleva seaduse § 121 lõikes 4 nimetatud vestlusele kahel korral ilmumata või ei soorita vestlust teisel katsel; [RT I, 22.12.2020, 34 - jõust. 01.01.2021]
2) seoses notarikandidaadi tunnistamisega sobimatuks notarina töötamiseks;
3) kui notarikandidaat ei osale notari ametikoha täitmise eksamil pärast ametikoha täitmise konkursil osalemise soovi avaldamist; [RT I, 22.12.2020, 34 - jõust. 01.01.2021]
31) [kehtetu - RT I, 22.12.2020, 34 - jõust. 01.01.2021]
4) kui notarikandidaadile on määratud distsiplinaarkaristuseks kandidaaditeenistuse lõpetamine.

(21) Kandidaaditeenistuse võib käesoleva paragrahvi lõikes 2 nimetatud alustel lõpetada ka ajal, kui kandidaaditeenistus on peatunud. [RT I 2009, 27, 164 - jõust. 08.06.2009]

(3) Kandidaaditeenistus lõpeb notariks nimetamisega.","§ 28 of the Notaries Act. Termination of candidate service
(2) Candidate service is terminated on the following bases:
1) at the notary candidate’s initiative;
1¹) by agreement between the notary candidate and the Chamber of Notaries;
12) if the notary candidate fails twice, without good reason, to appear for the interview specified in subsection 4 of § 121 of this Act or fails to pass the interview in two attempts;
2) if the notary candidate is determined to be unsuitable to practice as notary;
3) if the notary candidate fails to participate in the examination for filling of office of a notary after expressing his or her wish to participate in the competition for filling of office;
3¹) [Repealed – RT I, 22.12.2020, 34 – entry into force 01.01.2021]
4) if the termination of candidate service is imposed on a notary candidate as disciplinary punishment.

(2¹) Candidate service may be terminated on the bases specified in subsection 2 of this section also at the time when candidate service is suspended. [RT I 2009, 27, 164 – entry into force 08.06.2009]

(3) Candidate service ends with appointment of a notary candidate as a notary.","Статья 28 Закона о нотариате. Прекращение службы кандидата
(2) Стажировка прекращается на следующих основаниях:
1) по инициативе кандидата в нотариусы;
11) по соглашению кандидата в нотариусы и Нотариальной палаты; [RT I 2009, 27, 164 - в действии с 08.06.2009]
12) если кандидат в нотариусы дважды не явится на собеседование, указанное в части 4 статьи 121 настоящего Закона, или не пройдет собеседование со второй попытки без уважительной причины; [RT I, 22.12.2020, 34 - в действии с 01.01.2021]
2) в связи с признанием кандидата в нотариусы непригодным для работы в качестве нотариуса;
3) если кандидат в нотариусы не участвует в экзамене на замещение должности нотариуса после изъявления желания участвовать в конкурсе на замещение должности; [RT I, 22.12.2020, 34 - в действии с 01.01.2021]
31) [Статья недействительна - RT I, 22.12.2020, 34 - в действии с 01.01.2021]
4) если кандидат в нотариусы подвергнут дисциплинарному взысканию в виде прекращения стажировки.

(21) На основаниях, указанных в части 2 настоящей статьи, стажировка может быть прекращена также в течение срока приостановления стажировки. [RT I 2009, 27, 164 - в действии с 08.06.2009]

(3) Стажировка завершается назначением на должность нотариуса.",,,,,,,,,,,,,,2014-01-01 00:00:00,
B61511,B615,4,1,NotS § 28 lg 2 p 1¹ kokkuleppel,"By agreement, § 28 (2) 1¹) of Notaries Act",По соглашению кандидата в нотариусы п.1¹ ч.2 ст.28 (NotS),"NOTS § 28. Kandidaaditeenistuse lõppemine
(2) Kandidaaditeenistus lõpetatakse järgmistel alustel:
11) notarikandidaadi ja Notarite Koja kokkuleppel;
  ","§ 28 of the Notaries Act. Termination of candidate service
(2) Candidate service is terminated on the following bases:
1¹) by agreement between the notary candidate and the Chamber of Notaries;","Статья 28 Закона о нотариате. Прекращение стажировки
(2) Стажировка прекращается на следующих основаниях:
11) по соглашению кандидата в нотариусы и Нотариальной палаты;
  ",,,,,,,,,,,,,,2014-01-01 00:00:00,
B61512,B615,4,1,NotS § 28 lg 2 p 2 mittesobivus,"Unsuitability, § 28 (2) 2) of Notaries Act","Признание кандидата в нотариусы непригодным, п.2 ч.2 ст.28 (NotS)","NOTS § 28. Kandidaaditeenistuse lõppemine
(2) Kandidaaditeenistus lõpetatakse järgmistel alustel:
2) seoses notarikandidaadi tunnistamisega sobimatuks notarina töötamiseks;
  ","§ 28 of the Notaries Act. Termination of candidate service
(2) Candidate service is terminated on the following bases:
2) if the notary candidate is determined to be unsuitable to practice as notary;","Статья 28 Закона о нотариате. Прекращение стажировки
(2) Стажировка прекращается на следующих основаниях:
2) в связи с признанием кандидата в нотариусы непригодным для работы в качестве нотариуса;
  ",,,,,,,,,,,,,,2014-01-01 00:00:00,
B61513,B615,4,1,NotS § 28 lg 2 p 3  ametisse mitteasumine,"No entry into office, § 28 (2) 3) of Notaries Act","Невступление в должность, п.3 ч.2 ст.28 (NotS)","NOTS § 28.   Kandidaaditeenistuse lõppemine
(2) Kandidaaditeenistus lõpetatakse järgmistel alustel:;
3) kui notarikandidaat ei osale notari ametikoha täitmise eksamil pärast ametikoha täitmise konkursil osalemise soovi avaldamist;","§ 28 of the Notaries Act. Termination of candidate service
(2) Candidate service is terminated on the following bases:
3) if the notary candidate fails to participate in the examination for filling of office of a notary after expressing his or her wish to participate in the competition for filling of office;","Статья 28 Закона о нотариате. Прекращение стажировки
(2) Стажировка прекращается на следующих основаниях:
3) если кандидат в нотариусы не участвует в экзамене на замещение должности нотариуса после изъявления желания участвовать в конкурсе на замещение должности;",,,,,,,,,,,,,,2014-01-01 00:00:00,
B61515,B615,4,1,NotS § 28 lg 2 p 4 distsiplinaarkaristus,"Disciplinary punishment, § 28 (2) 4) of Notaries ","Дисциплинарное взыскание, п.4 ч.2 ст.28 (NotS)","NOTS § 28. Kandidaaditeenistuse lõppemine
(2) Kandidaaditeenistus lõpetatakse järgmistel alustel:
4) kui notarikandidaadile on määratud distsiplinaarkaristuseks kandidaaditeenistuse lõpetamine.
","§ 28 of the Notaries Act. Termination of candidate service
(2) Candidate service is terminated on the following bases:
4) if the termination of candidate service is imposed on a notary candidate as disciplinary punishment.","Статья 28 Закона о нотариате. Прекращение стажировки
(2) Стажировка прекращается на следующих основаниях:
4) если кандидат в нотариусы подвергнут дисциплинарному взысканию в виде прекращения стажировки.
",,,,,,,,,,,,,,2014-01-01 00:00:00,
B616,B6,3,0,Võlaõigusseadus (VÕS),Law of Obligations Act,Обязательственно-правовой закон (VÕS),,,,,,,,,,,,,,,,,2014-01-01 00:00:00,
B61601,B616,4,1,Võlaõigusliku lepingu lõppemine,Expiry of Law of Obligations Act,Прекращение действия договора ,,,,,,,,,,,,,,,,,2014-01-01 00:00:00,
B61602,B616,4,1,Maksukohustuse üleminek teise riiki Eestist VÕS alusel,Transfer of tax liability from Estonia to another country on the basis of a Law of Obligations ,Переход налогового обязательства из Эстонии в другое государство в рамках закона (VÕS),,,,,,,,,,,,,,,,,2014-01-01 00:00:00,
B61603,B616,4,1,Maksukohustuse üleminek teisest riigist Eestisse VÕS alusel,Transfer of tax liability from another country to Estonia on the basis of a Law of Obligations Ac,Переход налогового обязательства из другого государства в Эстонию в рамках закона (VÕS),,,,,,,,,,,,,,,,,2014-01-01 00:00:00,
B617,B6,3,0,Meretöö seadus (MTööS),Seafarers Employment Act,Закон о труде в морском судоходстве (MTööS),,,,,,,,,,,,,,,,,2014-01-01 00:00:00,
B61701,B617,4,1,MTööS § 11 lg 2 tähtaja möödumine,"Passed deadline, § 11 (2) of Seafarers Employment Act ","По истечении действия трудового договора, ч.2 ст.11 (MTööS)","MTööS § 11. Tähtajalise meretöölepingu alusel töötava laevapere liikme töötingimustest teavitamise erisus
(2) Üheks merereisiks sõlmitud tähtajalise meretöölepingu kirjalikus dokumendis tuleb märkida ka sihtsadam ja sadamasse saabumise aeg, mille möödumisel laevapere liikme meretööleping lõpeb.","§ 11 of the Seafarers Employment Act. Specification of notifying crew members working on the basis of seafarer’s fixed term employment contract of working conditions
(2) A written document of a seafarer’s fixed term employment contract entered into for one voyage shall also set out the port of destination and the time of arrival at the port after the passing of which the seafarer’s employment contract shall terminate.","Статья 11 Закона о труде в морском судоходстве. Специфика уведомления об условиях труда члена судового экипажа, работающего по срочному трудовому договору моряка
(2) В письменной версии срочного трудового договора моряка, заключаемого на один рейс, следует указывать также порт назначения и время прибытия в порт, по истечении которого действие трудового договора моряка для члена судового экипажа прекращается.",,,,,,,,,,,,,,2014-01-01 00:00:00,
B61702,B617,4,1,MTööS § 65 töötajast tuleneval põhjusel,"Reason arising from employee, § 65 of Seafarers Employment Act  ","По причине, обусловленной членом судового экипажа, ст.65 (MTööS)","MTööS § 65. Meretöölepingu erakorraline ülesütlemine laevapere liikmest tuleneval mõjuval põhjusel
 ",§ 65 of the Seafarers Employment Act. Extraordinary cancellation of seafarer’s employment contract for good reason arising from crew member,"Статья 65 Закона о труде в морском судоходстве. Экстренное прекращение трудового договора моряка по веской причине, обусловленной членом судового экипажа
 ",,,,,,,,,,,,,,2014-01-01 00:00:00,
B61703,B617,4,1,MTööS § 65 p 1 tööle mitteilmumine,"Failure to arrive to work, § 65 1) of Seafarers Employment Act  ","Неявка на судно к его отходу из порта, п.1 ст.65 (MTööS)","MTööS § 65. Meretöölepingu erakorraline ülesütlemine laevapere liikmest tuleneval mõjuval põhjusel
Lisaks töölepingu seaduse § 88 lõikes 1 sätestatule võib reeder meretöölepingu erakorraliselt üles öelda laevapere liikmest tuleneval mõjuval põhjusel, eelkõige kui laevapere liige:
1) ei ole oma süü tõttu saabunud sadamast väljumise ajaks laevale või ei ole tahtlikult või raske hooletuse tõttu saabunud laevale tööaja alguseks;","§ 65 of the Seafarers Employment Act. Extraordinary cancellation of seafarer’s employment contract for good reason arising from crew member
In addition to that provided for in subsection 1 of § 88 of the Employment Contracts Act, operators may extraordinarily cancel a seafarer’s employment contract for a good reason arising from the crew member, above all, if the crew member:
1) has failed through his or her own fault to arrive on board the ship for the time of departure from port or has intentionally or through gross negligence failed to arrive on board the ship by the beginning of his or her working time;","Статья 65 Закона о труде в морском судоходстве. Экстренное прекращение трудового договора моряка по веской причине, обусловленной членом судового экипажа
Помимо положений части 1 § 88 Закона о трудовом договоре, судовладелец может расторгнуть трудовой договор моряка в экстренном порядке по веской причине, обусловленной членом судового экипажа, прежде всего, если тот:
1) по собственной вине не прибыл на судно к его отходу из порта либо в результате умысла или грубой небрежности не прибыл на судно к началу рабочего времени;",,,,,,,,,,,,,,2014-01-01 00:00:00,
B61704,B617,4,1,MTööS § 65 p 2 omavoliliselt töölt lahkumine,"Leaving without authorisation,  § 65 2) of Seafarers Employment Act  ","Самовольное покидание судна в свое рабочее время, п.2 ст.65 (MTööS)","MTööS § 65. Meretöölepingu erakorraline ülesütlemine laevapere liikmest tuleneval mõjuval põhjusel
Lisaks töölepingu seaduse § 88 lõikes 1 sätestatule võib reeder meretöölepingu erakorraliselt üles öelda laevapere liikmest tuleneval mõjuval põhjusel, eelkõige kui laevapere liige:
2) on omavoliliselt oma tööajal laevalt lahkunud;","§ 65 of the Seafarers Employment Act. Extraordinary cancellation of seafarer’s employment contract for good reason arising from crew member
In addition to that provided for in subsection 1 of § 88 of the Employment Contracts Act, operators may extraordinarily cancel a seafarer’s employment contract for a good reason arising from the crew member, above all, if the crew member:
2) has left the ship without authorisation during his or her working time;","Статья 65 Закона о труде в морском судоходстве. Экстренное прекращение трудового договора моряка по веской причине, обусловленной членом судового экипажа
Помимо положений части 1 § 88 Закона о трудовом договоре, судовладелец может расторгнуть трудовой договор моряка в экстренном порядке по веской причине, обусловленной членом судового экипажа, прежде всего, если тот:
2) самовольно покинул судно в свое рабочее время;",,,,,,,,,,,,,,2014-01-01 00:00:00,
B61705,B617,4,1,MTööS § 65 p 3 joobeseisund,"State of intoxication, § 65 3) of Seafarers Employment Act","Состояние алкогольного опьянения, п.3 ст.65 (MTööS)","MTööS § 65. Meretöölepingu erakorraline ülesütlemine laevapere liikmest tuleneval mõjuval põhjusel
Lisaks töölepingu seaduse § 88 lõikes 1 sätestatule võib reeder meretöölepingu erakorraliselt üles öelda laevapere liikmest tuleneval mõjuval põhjusel, eelkõige kui laevapere liige:
3) on viibinud laeval joobeseisundis;","§ 65 of the Seafarers Employment Act. Extraordinary cancellation of seafarer’s employment contract for good reason arising from crew member
In addition to that provided for in subsection 1 of § 88 of the Employment Contracts Act, operators may extraordinarily cancel a seafarer’s employment contract for a good reason arising from the crew member, above all, if the crew member:
3) has been in a state of intoxication on board the ship;","Статья 65 Закона о труде в морском судоходстве. Экстренное прекращение трудового договора моряка по веской причине, обусловленной членом судового экипажа
Помимо положений части 1 § 88 Закона о трудовом договоре, судовладелец может расторгнуть трудовой договор моряка в экстренном порядке по веской причине, обусловленной членом судового экипажа, прежде всего, если тот:
3) находился на судне в состоянии опьянения;",,,,,,,,,,,,,,2014-01-01 00:00:00,
B61706,B617,4,1,MTööS § 65 p 4 ainete õigusvastane laevale toomine,"Bringing substances on board a ship unlawfully, § 65 4) of Seafarers Employment Act  ","Нелегальное доставление на борт алкоголя, наркотических, психотропных или опасных веществ, п.4 ст.65 (MTööS)","MTööS § 65. Meretöölepingu erakorraline ülesütlemine laevapere liikmest tuleneval mõjuval põhjusel
Lisaks töölepingu seaduse § 88 lõikes 1 sätestatule võib reeder meretöölepingu erakorraliselt üles öelda laevapere liikmest tuleneval mõjuval põhjusel, eelkõige kui laevapere liige:
4) on õigusvastaselt toonud laevale alkoholi või narkootilisi, psühhotroopseid või ohtlikke aineid;","§ 65 of the Seafarers Employment Act. Extraordinary cancellation of seafarer’s employment contract for good reason arising from crew member
In addition to that provided for in subsection 1 of § 88 of the Employment Contracts Act, operators may extraordinarily cancel a seafarer’s employment contract for a good reason arising from the crew member, above all, if the crew member:
4) has unlawfully brought alcohol, narcotic drugs or psychotropic or dangerous substances on board the ship;","Статья 65 Закона о труде в морском судоходстве. Экстренное прекращение трудового договора моряка по веской причине, обусловленной членом судового экипажа
Помимо положений части 1 § 88 Закона о трудовом договоре, судовладелец может расторгнуть трудовой договор моряка в экстренном порядке по веской причине, обусловленной членом судового экипажа, прежде всего, если тот:
4) нелегально доставил на борт алкоголь, наркотические, психотропные или опасные вещества;",,,,,,,,,,,,,,2014-01-01 00:00:00,
B61707,B617,4,1,MTööS § 65 p 5 salakaubavedu,"Engagement in illicit trafficking, § 65 5) of Seafarers Employment Act  ","Контрабанда, п.5 ст.65 (MTööS)","MTööS § 65. Meretöölepingu erakorraline ülesütlemine laevapere liikmest tuleneval mõjuval põhjusel
Lisaks töölepingu seaduse § 88 lõikes 1 sätestatule võib reeder meretöölepingu erakorraliselt üles öelda laevapere liikmest tuleneval mõjuval põhjusel, eelkõige kui laevapere liige:
5) tegeleb salakaubaveoga;","§ 65 of the Seafarers Employment Act. Extraordinary cancellation of seafarer’s employment contract for good reason arising from crew member
In addition to that provided for in subsection 1 of § 88 of the Employment Contracts Act, operators may extraordinarily cancel a seafarer’s employment contract for a good reason arising from the crew member, above all, if the crew member:
5) is engaged in illicit trafficking;","Статья 65 Закона о труде в морском судоходстве.  Экстренное прекращение трудового договора моряка по веской причине, обусловленной членом судового экипажа
Помимо положений части 1 § 88 Закона о трудовом договоре, судовладелец может расторгнуть трудовой договор моряка в экстренном порядке по веской причине, обусловленной членом судового экипажа, прежде всего, если тот:
5) занимается контрабандой;",,,,,,,,,,,,,,2014-01-01 00:00:00,
