Klassifikaatori elementide täielik loetelu,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
85529,8552,5,1,Muu kunsti- ja kultuuriõpe,Other art and cultural education,,"Siia kuuluvad üksused annavad nõuetekohaselt (ametlikult) organiseeritud õpet, luues võimalused huvialaseks tegevuseks, kuid õppe läbimine ei võimalda omandada kutset ega anna riiklikult tunnustatud tasemehariduse kvalifikatsiooni (nt kutsekooli diplomit, akadeemilist kraadi). fotoringide tegevus huvikeskuste tegevus laste- ja noortekeskuste huvialane tegevus näiteringide tegevus","Entities belonging to this group provide formally organised instruction, creating possibilities to acquire hobby education, but this education does not lead to acquisition of a profession or a professional diploma (e.g. the diploma of a vocational school, an academic degree). activities of drama classes activities of hobby centres activities of hobby centres for children and young people activities of photography schools",,,,,,,,"Draama-, kaunite kunstide, esituskunstide ja fotograafiakoolide haridustegevus, mis annab formaalhariduse kvalifikatsiooni, vt 853, 8540 võõrkeeleõpe, vt 85591 vahendustegevus, vt 88991","Education activities of drama, fine arts, performing arts and photography schools which lead to qualifications at secondary, post-secondary non-tertiary or tertiary levels, see 853, 8540 foreign language instruction, see 85591 mediation activities, see 88991",,,,,,2025-01-01 00:00:00,
8553,855,4,0,Sõiduõpe,Driving school activities,,"Ka: lennu-, purjetamis- ja merekoolide koolitustegevus, kus ei valmistata ette kutselisi juhte","This class also includes: education activities of flying, sailing and shipping schools not issuing commercial certificates and permits",,,,,,,,"Kutseliste autojuhtide ja kutseliste pilootide õpetamine, vt 8532","Education activities of driving schools for occupational drivers and for professional pilots, see 8532",,,,,,2025-01-01 00:00:00,
85531,8553,5,1,Sõiduõpe,Driving school activities,,"Autokoolide tegevus: auto-, bussi-, veoauto- ja mootorrattajuhtide väljaõpe ka: lennu-, purjetamis- ja merekoolide koolitustegevus, kus ei valmistata ette kutselisi juhte","Activities of driving schools: training of car, bus, truck and motorcycle drivers This class also includes: education activities of flying, sailing and shipping schools not issuing commercial certificates and permits",,,,,,,,"Kutseliste autojuhtide ja kutseliste pilootide õpetamine, vt 85321","Education activities of driving schools for occupational drivers and for professional pilots, see 85321",,,,,,2025-01-01 00:00:00,
8559,855,4,0,Muu mujal liigitamata õpe,Other education n.e.c.,,"Haridus, mida ei saa liigitada kindla haridustaseme alla, akadeemiline juhendamine, järeleaitamiskursused, eksamiteks ettevalmistavad kursused, keeleõpe ja vestlusoskuste arendamine, arvutiõpe (nt üldine arvutikasutus, programmeerimiskursused, arvutiprogrammide kasutamine), lõdvestuskursused (nt meditatsioonikursused, hingamistehnika, liikumise kaudu teadlikkuse tõstmise kursused, stressi ja ärevuse leevendamise tehnikate kursused), õmbluskursused, veinivalmistamise kursused, pereeluga seotud kursused, nt vanemluse kursused, taimekaitsevahendite alane koolitus ka: vetelpäästjate koolitus, ellujäämiskoolitus, avaliku esinemise koolitus, kiirlugemise treening","Education that is not definable by level, academic tutoring, remedial courses, professional examination review courses, language instruction and conversational skills instruction, computer training (e.g. general computer use, programming courses, use of computer applications), relaxation courses (e.g. meditation courses, breathing techniques, courses of awareness through movement, courses on stress and anxiety relief techniques), sewing courses, oenology courses, family life courses (e.g. parent-child courses), training on plant protection products This class also includes: lifeguard training, survival training, public speaking training, speed-reading instruction",,,,,,,,"Täiskasvanute kirjaoskuse edendamise programmid, vt 8520 üldpõhi- ja üldkeskharidus, vt 8531 kutseharidus, vt 8532 meelelahutustegevused vanadekodudes, vt 9329","Formal adult literacy programmes, see 8520 general secondary education, see 8531 technical and vocational secondary education and training, see 8532 entertainment activities in retirement homes, see 9329",,,,,,2025-01-01 00:00:00,
85591,8559,5,1,Keeleõpe,Language training,,Keeleõpe ja vestlusoskuste arendamine,Language instruction and conversational skills instruction,,,,,,,,"Täiskasvanute kirjaoskuse edendamise programmid, vt 8520 üldpõhi- ja üldkeskharidus, vt 8531 kutseharidus, vt 8532 meelelahutustegevused vanadekodudes, vt 9329","Formal adult literacy programmes, see 8520 general secondary education, see 8531 technical and vocational secondary education and training, see 8532 entertainment activities in retirement homes, see 9329",,,,,,2025-01-01 00:00:00,
85592,8559,5,1,Arvutiõpe,Computer training,,"Arvutiõpe (nt üldine arvutikasutus, programmeerimiskursused, arvutiprogrammide kasutamine)","Computer training (e.g. general computer use, programming courses, use of computer applications)",,,,,,,,"Täiskasvanute kirjaoskuse edendamise programmid, vt 8520 üldpõhi- ja üldkeskharidus, vt 8531 kutseharidus, vt 8532 meelelahutustegevused vanadekodudes, vt 9329","Formal adult literacy programmes, see 8520 general secondary education, see 8531 technical and vocational secondary education and training, see 8532 entertainment activities in retirement homes, see 9329",,,,,,2025-01-01 00:00:00,
85593,8559,5,1,"Loodus-, täppisteaduste ja tehnoloogia õpe","Natural sciences, mathematics, and technology education",,"Siia kuuluvad üksused annavad organiseeritud õpet, et omandada süvendatud teadmised ja oskused kindlal huvialal. Õppe läbimine ei võimalda omandada kutset ega anna riiklikult tunnustatud tasemehariduse kvalifikatsiooni (nt kutsekooli lõputunnistust, akadeemilist kraadi). Siia kuuluvad nii huvitegevuse pakkujad kui ka Haridus- ja Teadusministeeriumi poolt väljastatud tegevusloaga tegutsevad huvikoolid., õmbluskursused, veinivalmistamise kursused, pereeluga seotud kursused, nt vanemluse kursused, taimekaitsevahendite alane koolitus","Units in this category provide organised education to acquire in-depth knowledge and skills in a specific hobby. Completion of the training does not lead to a professional qualification or a nationally recognized educational qualification (e.g., a vocational school diploma, academic degree). This category includes both hobby activity providers and hobby schools operating with a license issued by the Ministry of Education and Research., sewing courses, oenology courses, family life courses (e.g. parent-child courses), training on plant protection products",,,,,,,,"Täiskasvanute kirjaoskuse edendamise programmid, vt 8520 üldpõhi- ja üldkeskharidus, vt 8531 kutseharidus, vt 8532 meelelahutustegevused vanadekodudes, vt 9329","Formal adult literacy programmes, see 8520 general secondary education, see 8531 technical and vocational secondary education and training, see 8532 entertainment activities in retirement homes, see 9329",,,,,,2025-01-01 00:00:00,
85599,8559,5,1,Muu mujal liigitamata õpe,Other education n.e.c.,,"Õpe, mida ei saa liigitada kindla haridustaseme alla, akadeemiline juhendamine, järeleaitamiskursused, eksamiteks ettevalmistavad kursused, täiskasvanute täiendusõpe sõltumata valdkonnast, lõdvestuskursused (nt meditatsioonikursused, hingamistehnika, liikumise kaudu teadlikkuse tõstmise kursused, stressi ja ärevuse leevendamise tehnikate kursused) ka: vetelpäästjate koolitus, ellujäämiskoolitus, avaliku esinemise koolitus, kiirlugemise treening","Education that is not definable by level, academic tutoring, remedial courses, professional examination review courses, adult continuing education, regardless of the field, relaxation courses (e.g. meditation courses, breathing techniques, courses of awareness through movement, courses on stress and anxiety relief techniques) This class also includes: lifeguard training, survival training, public speaking training, speed-reading instruction",,,,,,,,"Täiskasvanute kirjaoskuse edendamise programmid, vt 8520 üldpõhi- ja üldkeskharidus, vt 8531 kutseharidus, vt 8532 meelelahutustegevused vanadekodudes, vt 9329","Formal adult literacy programmes, see 8520 general secondary education, see 8531 technical and vocational secondary education and training, see 8532 entertainment activities in retirement homes, see 9329",,,,,,2025-01-01 00:00:00,
856,85,3,0,Haridust abistavad tegevused,Educational support activities,,,,,,,,,,,,,,,,,,2025-01-01 00:00:00,
8561,856,4,0,Kursuste ja juhendajate vahendamine,Intermediation service activities for courses and tutors,,"Kursuste ja juhendajate teenuste vahendamine, st klientide ja teenuseosutajate kokkuviimine tasu või vahendustasu eest, ilma et vahendaja ise osutaks vahendatavaid teenuseid. Need vahendusteenused võivad toimuda digitaalsetel platvormidel või mittedigitaalsete kanalite kaudu (sh isiklik müük, k.a lävemüük, telefoni või posti teel jne). Tasu või vahendustasu võib saada kas kliendilt või teenuseosutajalt. Vahendusteenusest saadav tulu võib hõlmata ka muid tuluallikaid, nt reklaamipinna müügist saadavat tulu.","The intermediation of service activities for courses and tutors by bringing clients and service providers together for a fee or commission, without the intermediary providing the services intermediated. These intermediation activities can be carried out on digital platforms or through non-digital channels (including face-to-face, door-to-door, telephone, mail, and so on). The fee or commission can be received from either the client or the provider of the service activities for courses and tutors. Revenue for the intermediation activities can include other sources of income (for example, revenues from the sale of advertising space).",,,,,,,,,,,,,,,2025-01-01 00:00:00,
85611,8561,5,1,Kursuste ja juhendajate vahendamine,Intermediation service activities for courses and tutors,,"Kursuste ja juhendajate teenuste vahendamine, st klientide ja teenuseosutajate kokkuviimine tasu või vahendustasu eest, ilma et vahendaja ise osutaks vahendatavaid teenuseid. Need vahendusteenused võivad toimuda digitaalsetel platvormidel või mittedigitaalsete kanalite kaudu (sh isiklik müük, k.a lävemüük, telefoni või posti teel jne). Tasu või vahendustasu võib saada kas kliendilt või teenuseosutajalt. Vahendusteenusest saadav tulu võib hõlmata ka muid tuluallikaid, nt reklaamipinna müügist saadavat tulu.","The intermediation of service activities for courses and tutors by bringing clients and service providers together for a fee or commission, without the intermediary providing the services intermediated. These intermediation activities can be carried out on digital platforms or through non-digital channels (including face-to-face, door-to-door, telephone, mail, and so on). The fee or commission can be received from either the client or the provider of the service activities for courses and tutors. Revenue for the intermediation activities can include other sources of income (for example, revenues from the sale of advertising space).",,,,,,,,,,,,,,,2025-01-01 00:00:00,
8569,856,4,0,Mujal liigitamata haridust abistavad tegevused,Educational support activities n.e.c.,,"Siia klassi kuuluvad: haridusprotsesse või -süsteeme toetavad tegevused, mis ei ole õppetegevused: haridusalane nõustamine, kutse- ja karjäärinõustamine, õppenõustamine, haridusalaste eksamite hindamine, eksamite korraldamine, õpilasvahetusprogrammide korraldamine, reguleeritud kutsealade, nt pilootide eksamineerimine ja testimine, õppekavade arendamine, õppimisvõime ekspertiisi- ja rehabilitatsioonitegevused","Provision of non-instructional activities that support educational processes or systems: educational consulting, vocational and career-related counselling activities, educational guidance counselling activities, educational testing evaluation activities, educational testing activities, organisation of student exchange programmes, examination and testing of regulated professions (e.g. pilots), development of curricula, expert and rehabilitation activities examining learning ability",,,,,,,,"Teadus- ja arendustegevus sotsiaal- ja humanitaarteaduste vallas, vt 7220","Research and experimental development on social sciences and humanities, see 7220",,,,,,2025-01-01 00:00:00,
85691,8569,5,1,Hariduse tugiteenused,Education support services,,"Siia klassi kuuluvad: haridussüsteeme toetavad tegevused, mis ei ole õppetegevused: haridusalane nõustamine, kutse- ja karjäärinõustamine, õppenõustamine, õppimisvõime ekspertiisi- ja rehabilitatsioonitegevused","Provision of non-instructional activities that support educational systems: educational consulting, vocational and career-related counselling activities, educational guidance counselling activities, expert and rehabilitation activities examining learning ability",,,,,,,,"Teadus- ja arendustegevus sotsiaal- ja humanitaarteaduste vallas, vt 72201","Research and experimental development on social sciences and humanities, see 72201",,,,,,2025-01-01 00:00:00,
85699,8569,5,1,Muud mujal liigitamata haridust abistavad tegevused,Educational support activities n.e.c.,,"Siia klassi kuuluvad: haridusprotsesse või -süsteeme abistavad tegevused, mis ei ole õppetegevused: haridusalaste eksamite hindamine, eksamite korraldamine, reguleeritud kutsealade, nt pilootide eksamineerimine ja testimine, õpilasvahetusprogrammide korraldamine, õppekavade arendamine","Provision of non-instructional activities that support educational processes or systems: educational testing evaluation activities, educational testing activities, examination and testing of regulated professions (e.g. pilots), organisation of student exchange programmes, development of curricula",,,,,,,,"Teadus- ja arendustegevus sotsiaal- ja humanitaarteaduste vallas, vt 72201","Research and experimental development on social sciences and humanities, see 72201",,,,,,2025-01-01 00:00:00,
R,,1,0,Tervishoid ja sotsiaalhoolekanne,Human health and social work activities,,"Siia jakku kuuluvad mitmesugused tervishoiu ja sotsiaaltööga seotud nii era- kui ka avalikud teenused. Siia kuuluvad: tervishoiuteenused, mida osutavad väljaõppinud meditsiinitöötajad haiglates vm asutustes, k.a ambulatoorselt, hooldekoduteenused, mis sisaldavad teatud määral tervishoiutegevust, sotsiaalhoolekandealane tegevus ilma majutus- ja tervishoiuteenuseta ka sotsiaaltöö koos majutusega, nt ajutised kodutute varjupaigad.","The provision of health and social work activities. Activities include a wide range of activities, private or public. health care provided by trained medical professionals in hospitals and other facilities, including outpatient settings, residential care activities that still involve a degree of healthcare activities, social work activities without accommodation and any involvement of healthcare professionals This section also includes: social work activities with accommodation (e.g. temporary homeless shelters)",,,,,,,,,,,,,,,2025-01-01 00:00:00,
86,R,2,0,Tervishoid,Human health activities,,"Lühi- või pikaajaline statsionaarne üld- ja eriarstiabi või kirurgiline ravi, mida pakuvad haiglad, ennetusravikliinikud, hooldekodud, psühhiaatriakliinikud, taastusravikeskused ja muud tervishoiuasutused, millel on patsientide majutamise võimalused ja mis tegelevad diagnostika ja meditsiinilise ravi osutamisega peamiselt statsionaarsetele patsientidele mitmesuguste haigusseisundite korral. Siia ossa kuuluvad ka üld- ja eriarstide konsultatsioonid, k.a kirurgide konsultatsioonid ja ravitegevus. See hõlmab üld- ja erihambaravi ning ortodontilist ravi. See osa hõlmab ka tervishoiutöötajate, v.a haiglate ja praktiseerivate arstide, meditsiini-, ravi-, taastus- või ennetustegevust. Lisaks hõlmab see osa meditsiinilist, ravi-, rehabilitatsiooni- või ennetustegevust, mida ei teosta haiglad ega praktiseerivad arstid. Siia ossa kuuluvad ka muud tervishoiualased tegevused, nt meditsiinilaborite, verepankade, spermapankade, doonorelundite pankade jne tegevus, k.a kogumine, töötlemine, ladustamine ja saatmine.","Activities of short- or long-term inpatient health care. It covers general and specialty medical/surgical care offered by hospitals, preventoria, medical nursing homes, mental hospital institutions, rehabilitation centres and other human health institutions which have accommodation facilities and which engage in providing diagnostic and medical treatment to primarily inpatients, with a wide range of medical conditions. This division also includes medical consultation and treatment in the field of general and specialised medicine, by general practitioners and medical specialists and surgeons. It includes dental practice activities of a general or specialised nature, as well as orthodontic activities. Additionally, medical, curative, rehabilitative or prevention activities by paramedical practitioners and health professionals other than hospitals or practicing medical doctors. This division also includes other human health activities (for example, activities of medical laboratories, blood banks, sperm banks, transplant organ banks, and so on, including collecting, processing, storing and shipping).",,,,,,,,"Veterinaaride tegevus, vt 7500","Veterinary activities, see 7500",,,,,,2025-01-01 00:00:00,
861,86,3,0,Haiglaravi,Hospital activities,,,,,,,,,,,,,,,,,,2025-01-01 00:00:00,
8610,861,4,0,Haiglaravi,Hospital activities,,"Kehtiva tegevusloaga haiglates inimeste tervise heaks teostatavad tegevused. lühi- või pikaajaliste meditsiini-, diagnostika- ja raviteenuste, k.a arsti-, õendus- ja muude tervishoiuteenuste osutamine statsionaarsetele patsientidele ning statsionaarsetele patsientidele vajalike erimajutusteenuste osutamine üld- ja erihaiglates (nt kogukonna- ja piirkondlikud haiglad, mittetulundusühingute haiglad, ülikoolihaiglad, sõjaväebaaside ja vanglate haiglad). Tegevused on suunatud peamiselt statsionaarsetele patsientidele, toimub arstide otsese järelevalve all ja hõlmab järgmist: meditsiinitöötajate ja parameedikute tegevus, laborite ja tehniliste üksuste tegevus, k.a radioloogiline ja anestesioloogiline tegevus, erakorralise meditsiini osakonna tegevus, operatsioonisaaliteenuste, apteegiteenuste, toitlustus- ja muude haiglateenuste osutamine, pereplaneerimiskeskuste tegevus, mis pakuvad arstiabi, nt steriliseerimist, raseduse katkestamist, koos majutusega ka: diagnostilisi ja meditsiinilisi raviteenuseid osutavate vaimse tervise või psühhiaatriahaiglate tegevus","Activities for human health, performed by hospitals, legally recognised to treat patients. short- or long-term provision of medical, diagnostic and treatment services, including physician, nursing and other health services to inpatients and the specialised accommodation services required by inpatients, as provided by general hospitals and specialised hospitals (e.g. community and regional hospitals, hospitals of non-profit organisations, university hospitals, military and prison hospitals) The activities are chiefly directed to inpatients, are carried out under the direct supervision of medical doctors and include: activities of medical and paramedical staff, activities of laboratory and technical facilities, including radiologic and anaesthesiologic activities, emergency room activities, provision of operating room services, pharmacy services, food and other hospital services, activities of family planning centres providing medical treatment (e.g. sterilisation, termination of pregnancy), with accommodation This class also includes: activities of mental health or psychiatric hospitals, providing diagnostic and medical treatment",,,,,,,,"Igat liiki materjalide ja toodete laboratoorne analüüsimine ja kontroll, va meditsiinilised laboriuuringud, vt 7120 veterinaaride tegevus, vt 7500 kaitseväe välihaiglate tegevus, vt 8422 erakonsultatsioonide teenused statsionaarsetele patsientidele, vt 862 üldist või erialast laadi hambaravitegevus, nt hambaravi, endodontia ja laste hambaravi, suupatoloogia, ortodontilised tegevused, vt 8623 diagnostilised kuvamisteenused ja meditsiinilabori tegevused, mis ei kuulu haiglategevuse hulka, vt 8691 patsiendi kiirabitransport, vt 8692","Laboratory testing and inspection of all types of materials and products, except medical laboratory testing, see 7120 veterinary activities, see 7500 health activities for military personnel in the field, see 8422 private consultants’ services to inpatients, see 862 dental practice activities of a general or specialised nature (eg dentistry, endodontic and paediatric dentistry), oral pathology, orthodontic activities, see 8623 diagnostic imaging services and medical laboratory activities, not part of hospital activities, see 8691 patient transport by ambulance, see 8692",,,,,,2025-01-01 00:00:00,
86101,8610,5,1,Haiglaravi,Hospital activities,,"Kehtiva tegevusloaga haiglates inimeste tervise heaks teostatavad tegevused. lühi- või pikaajaliste meditsiini-, diagnostika- ja raviteenuste, k.a arsti-, õendus- ja muude tervishoiuteenuste osutamine statsionaarsetele patsientidele ning statsionaarsetele patsientidele vajalike erimajutusteenuste osutamine üld- ja erihaiglates (nt kogukonna- ja piirkondlikud haiglad, mittetulundusühingute haiglad, ülikoolihaiglad, sõjaväebaaside ja vanglate haiglad). Tegevused on suunatud peamiselt statsionaarsetele patsientidele, toimub arstide otsese järelevalve all ja hõlmab järgmist: meditsiinitöötajate ja parameedikute tegevus, laborite ja tehniliste üksuste tegevus, k.a radioloogiline ja anestesioloogiline tegevus, erakorralise meditsiini osakonna tegevus, operatsioonisaaliteenuste, apteegiteenuste, toitlustus- ja muude haiglateenuste osutamine, pereplaneerimiskeskuste tegevus, mis pakuvad arstiabi, nt steriliseerimist, raseduse katkestamist, koos majutusega ka: diagnostilisi ja meditsiinilisi raviteenuseid osutavate vaimse tervise või psühhiaatriahaiglate tegevus","Activities for human health, performed by hospitals, legally recognised to treat patients. short- or long-term provision of medical, diagnostic and treatment services, including physician, nursing and other health services to inpatients and the specialised accommodation services required by inpatients, as provided by general hospitals and specialised hospitals (e.g. community and regional hospitals, hospitals of non-profit organisations, university hospitals, military and prison hospitals) The activities are chiefly directed to inpatients, are carried out under the direct supervision of medical doctors and include: activities of medical and paramedical staff, activities of laboratory and technical facilities, including radiologic and anaesthesiologic activities, emergency room activities, provision of operating room services, pharmacy services, food and other hospital services, activities of family planning centres providing medical treatment (e.g. sterilisation, termination of pregnancy), with accommodation This class also includes: activities of mental health or psychiatric hospitals, providing diagnostic and medical treatment",,,,,,,,"Igat liiki materjalide ja toodete laboratoorne analüüsimine ja kontroll, va meditsiinilised laboriuuringud, vt 71209 veterinaaride tegevus, vt 75001 kaitseväe välihaiglate tegevus, vt 84221 erakonsultatsioonide teenused statsionaarsetele patsientidele, vt 862 üldist või erialast laadi hambaravitegevus, nt hambaravi, endodontia ja laste hambaravi, suupatoloogia, ortodontilised tegevused, vt 86231 diagnostilised kuvamisteenused ja meditsiinilabori tegevused, mis ei kuulu haiglategevuse hulka, vt 86911 patsiendi kiirabitransport, vt 86921","Laboratory testing and inspection of all types of materials and products, except medical laboratory testing, see 71209 veterinary activities, see 75001 health activities for military personnel in the field, see 84221 private consultants’ services to inpatients, see 862 dental practice activities of a general or specialised nature (eg dentistry, endodontic and paediatric dentistry), oral pathology, orthodontic activities, see 86231 diagnostic imaging services and medical laboratory activities, not part of hospital activities, see 86911 patient transport by ambulance, see 86921",,,,,,2025-01-01 00:00:00,
862,86,3,0,Arstiabi ja hambaravi,Medical and dental practice activities,,"Meditsiinilised konsultatsioonid ja ravi, mida teostavad tegevusloaga üld- või eriarstid ja hambaarstid. Neid tegevusi võib teostada erapraksises, tervisekeskustes ja haiglate ambulatoorsetes kliinikutes ning asutuste, koolide, hooldekodude, töötajate organisatsioonide ja heategevuslike organisatsioonide juures asuvates kliinikutes või patsientide kodudes. ka: erakonsultatsioonid statsionaarsetele patsientidele","Medical consultation and treatment, performed by general medical practitioners and medical specialists (for example, medical doctors, dentists), legally recognised to treat patients. These activities can be carried out in private practice, group practices, hospital outpatient clinics and in clinics attached to businesses, schools, homes for older persons, labour organisations and fraternal organisations, as well as in patients’ homes. This group also includes: private consultants’ services to inpatients",,,,,,,,,,,,,,,2025-01-01 00:00:00,
8621,862,4,0,Üldarstiabi,General medical practice activities,,Siia klassi kuuluvad: üldarstide/perearstide poolt teostatavad meditsiinilised konsultatsioonid ja ravi,Medical consultation and treatment in the field of general medicine carried out by general practitioners,,,,,,,,"Statsionaarsete haiglate tegevus, vt 8610 eriarstide tegevus, vt 8622 õendusabi ja ämmaemandus, vt 8694 füsioteraapia, vt 8695 traditsiooniline, täiendav ja alternatiivne meditsiin, vt 8696","Inpatient hospital activities, see 8610 medical specialists’ activities, see 8622 nursing and midwifery activities, see 8694 physiotherapy activities, see 8695 traditional, complementary and alternative medicine activities, see 8696",,,,,,2025-01-01 00:00:00,
86211,8621,5,1,Üldarstiabi,General medical practice activities,,Siia klassi kuuluvad: üldarstide/perearstide poolt teostatavad meditsiinilised konsultatsioonid ja ravi,Medical consultation and treatment in the field of general medicine carried out by general practitioners,,,,,,,,"Statsionaarsete haiglate tegevus, vt 86101 eriarstide tegevus, vt 86221 õendusabi ja ämmaemandus, vt 8694 füsioteraapia, vt 86951 traditsiooniline, täiendav ja alternatiivne meditsiin, vt 86961","Inpatient hospital activities, see 86101 medical specialists’ activities, see 86221 nursing and midwifery activities, see 8694 physiotherapy activities, see 86951 traditional, complementary and alternative medicine activities, see 86961",,,,,,2025-01-01 00:00:00,
8622,862,4,0,Eriarstiabi,Medical specialists activities,,"Eriarstide ja kirurgide meditsiinilised konsultatsioonid ja ravi eriarstiabi valdkonnas ka: arstiabi osutavate majutuseta pereplaneerimiskeskuste teenused, nt steriliseerimine, raseduse katkestamine, ilukirurgia tegevused, mida teevad eriarstid, ravi ambulatoorsetes või päevakliinikutes, nt dialüüs, keemiaravi, insuliinravi, hingamisteede ravi, kiiritusravi, diagnostiliste piltide (röntgenipildid, elektrokardiogrammid, endoskoopilised pildid jne) meditsiiniline analüüs ja tõlgendamine, psühhiaatrite tegevused, vaktsineerimiskeskuste tegevus, tromboosikeskuste tegevus","Medical consultation and treatment in the field of specialised medicine by medical specialists and surgeons This class also includes: family planning centres providing medical treatment (e.g. sterilisation, termination of pregnancy), without accommodation, cosmetic surgery activities performed by medical specialists, treatment in outpatient or day clinics (e.g. dialysis, chemotherapy, insulin therapy, respiratory treatment, radiation treatment), medical analysis and interpretation of diagnostic medical images (x-ray, electrocardiograms, endoscopies, etc.), activities provided by psychiatrists, activities of vaccination centres (immunisation, inoculation), activities of thrombosis centres",,,,,,,,"Statsionaarsete haiglate tegevus, vt 8610 õendusabi ja ämmaemandus, vt 8694 füsioterapeutide tegevus, vt 8695 iluravi, mida ei tee eriarstid, nt kosmeetikute teenused, vt 9622","Inpatient hospital activities, see 8610 nursing and midwifery activities, see 8694 activities of physiotherapists, see 8695 beauty treatment activities not performed by medical specialists (e.g. by cosmetologists), see 9622",,,,,,2025-01-01 00:00:00,
86221,8622,5,1,Eriarstiabi,Medical specialists activities,,"Eriarstide ja kirurgide meditsiinilised konsultatsioonid ja ravi eriarstiabi valdkonnas ka: arstiabi osutavate majutuseta pereplaneerimiskeskuste teenused, nt steriliseerimine, raseduse katkestamine, ilukirurgia tegevused, mida teevad eriarstid, ravi ambulatoorsetes või päevakliinikutes, nt dialüüs, keemiaravi, insuliinravi, hingamisteede ravi, kiiritusravi, diagnostiliste piltide (röntgenipildid, elektrokardiogrammid, endoskoopilised pildid jne) meditsiiniline analüüs ja tõlgendamine, psühhiaatrite tegevused, vaktsineerimiskeskuste tegevus, tromboosikeskuste tegevus","Medical consultation and treatment in the field of specialised medicine by medical specialists and surgeons This class also includes: family planning centres providing medical treatment (e.g. sterilisation, termination of pregnancy), without accommodation, cosmetic surgery activities performed by medical specialists, treatment in outpatient or day clinics (e.g. dialysis, chemotherapy, insulin therapy, respiratory treatment, radiation treatment), medical analysis and interpretation of diagnostic medical images (x-ray, electrocardiograms, endoscopies, etc.), activities provided by psychiatrists, activities of vaccination centres (immunisation, inoculation), activities of thrombosis centres",,,,,,,,"Statsionaarsete haiglate tegevus, vt 86101 õendusabi ja ämmaemandus, vt 8694 füsioterapeutide tegevus, vt 86951 iluravi, mida ei tee eriarstid, nt kosmeetikute teenused, vt 9622","Inpatient hospital activities, see 86101 nursing and midwifery activities, see 8694 activities of physiotherapists, see 86951 beauty treatment activities not performed by medical specialists (e.g. by cosmetologists), see 9622",,,,,,2025-01-01 00:00:00,
8623,862,4,0,Hambaravi,Dental practice care activities,,"Üld- ja erihambaravi, endodontia ja laste hambaravi, suuõõne patoloogia, ortodontiline ravi ka: hambaravi operatsioonisaalides","Dental practice activities of a general or specialised nature (e.g. dentistry, endodontic and paediatric dentistry), oral pathology, orthodontic activities This class also includes: dental activities in operating rooms",,,,,,,,"Tehishammaste vm eemaldatavate ja mitte-eemaldatavate proteeside tootmine hambalaborites, vt 3250 statsionaarsete haiglate tegevus, vt 8610 hambaravi abipersonali, nt suuhügienistide teenused vt 8699","Production of artificial teeth, denture and prosthetic appliances by dental laboratories, see 3250 inpatient hospital activities, see 8610 activities of dental paramedical personnel (e.g. dental hygienists, dental therapists), see 8699",,,,,,2025-01-01 00:00:00,
86231,8623,5,1,Hambaravi,Dental practice care activities,,"Üld- ja erihambaravi, endodontia ja laste hambaravi, suuõõne patoloogia, ortodontiline ravi ka: hambaravi operatsioonisaalides","Dental practice activities of a general or specialised nature (e.g. dentistry, endodontic and paediatric dentistry), oral pathology, orthodontic activities This class also includes: dental activities in operating rooms",,,,,,,,"Tehishammaste vm eemaldatavate ja mitte-eemaldatavate proteeside tootmine hambalaborites, vt 32501 statsionaarsete haiglate tegevus, vt 86101 hambaravi abipersonali, nt suuhügienistide teenused vt 86992","Production of artificial teeth, denture and prosthetic appliances by dental laboratories, see 32501 inpatient hospital activities, see 86101 activities of dental paramedical personnel (e.g. dental hygienists, dental therapists), see 86992",,,,,,2025-01-01 00:00:00,
869,86,3,0,Muud tervishoiualad,Other human health activities,,"Meditsiini-, ravi-, taastus- või ennetustegevused (ilma majutusteenust osutamata), mida teostavad parameedikud ja tervishoiutöötajad, v.a haiglad või praktiseerivad arstid.","Medical, curative, rehabilitative or prevention activities (without the provision of accommodation services) by paramedical practitioners and health professionals other than hospitals or practicing medical doctors.",,,,,,,,,,,,,,,2025-01-01 00:00:00,
