sequence,level,type,identifier,name,datatype,multiplicity,domain_name,definition,module,table,class_term,id,path,semantic_path,abbreviation_path,label_local,definition_local,xpath
6515,4,A,,Time,Time,0..1,TIME,The specified time at which an activity occurs.,Sales,0,(Posted) Activity,GE03gN_02,/SL05b/GE03gN_02,$.Sales Shipment Made.Activities.(Posted) Activity.Time,SalShpMad.Acts.PstdAct.Tm,,,
6516,4,R,,User,,0..1,,"The reference association to the User class, which is a class with user details, important for overseeing access, maintaining security, and tracking system use.",Sales,10,User,BS17gR,/SL05b/BS17gR,$.Sales Shipment Made.Activities.(Posted) Activity.User,SalShpMad.Acts.PstdAct.Usr,,,
6517,5,A,REF,ID,Identifier,1..1,Identifier Short,"The reference identifier for individuals entering transactions into the accounting and/or ERP system.
",Sales,10,User,BS17gR_01,/SL05b/BS17gR_01,$.Sales Shipment Made.Activities.(Posted) Activity.User.ID,SalShpMad.Acts.PstdAct.Usr.Id,,,
6518,2,C,,(Transaction) Amount,,0..1,,A class that specifies a value of money in a given currency.,Sales,0,(Transaction) Amount,GE05m9,/SL05b/GE05m9,$.Sales Shipment Made.(Transaction) Amount,SalShpMad.TrnscAmt,,,
6519,3,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Sales,0,(Transaction) Amount,GE05m9_01,/SL05b/GE05m9_01,$.Sales Shipment Made.(Transaction) Amount.Value,SalShpMad.TrnscAmt.Val,,,
6520,3,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Sales,30,Currency,BS02mp,/SL05b/BS02mp,$.Sales Shipment Made.(Transaction) Amount.Currency,SalShpMad.TrnscAmt.Cur,,,
6521,4,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Sales,30,Currency,BS02mp_01,/SL05b/BS02mp_01,$.Sales Shipment Made.(Transaction) Amount.Currency.Code,SalShpMad.TrnscAmt.Cur.Cd,,,
6522,2,R,,Business Segment,,0..*,,"The reference association to the Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",Sales,4,Business Segment,BS05fn,/SL05b/BS05fn,$.Sales Shipment Made.Business Segment,SalShpMad.BusSg,,,
6523,3,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,Sales,4,Business Segment,BS05fn_01,/SL05b/BS05fn/BS05fn_01,$.Sales Shipment Made.Business Segment.Code,SalShpMad.BusSg.Cd,,,
6524,3,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",Sales,4,Business Segment,BS05fn_03,/SL05b/BS05fn/BS05fn_03,$.Sales Shipment Made.Business Segment.Segment Reference Level,SalShpMad.BusSg.SgRefLevl,,,
6525,2,C,,Sales Shipment Made Line,,0..*,,"A class detailing the specifics of each item shipped, including the quantity, unit price, and total amount related to the sale.",Sales,86,Sales Shipment Made Line,SL06b,/SL05b/SL06b,$.Sales Shipment Made.Sales Shipment Made Line,SalShpMad.SalShpMadLn,,,
6526,3,A,PK,ID,Identifier,1..1,Identifier Long,The unique identifier for a line within a shipment document.,Sales,86,Sales Shipment Made Line,SL06b_01,/SL05b/SL06b/SL06b_01,$.Sales Shipment Made.Sales Shipment Made Line.ID,SalShpMad.SalShpMadLn.Id,,,
6527,3,A,,Number,Char,0..1,Char Short,The number for a particular line within a shipping document.,Sales,86,Sales Shipment Made Line,SL06b_02,/SL05b/SL06b/SL06b_02,$.Sales Shipment Made.Sales Shipment Made Line.Number,SalShpMad.SalShpMadLn.Nr,,,
6528,3,R,,Inventory Product,,0..1,,"The reference association to the Inventory Product class, which is a class that describes an inventory item with all its essential attributes and tracking details.",Sales,125,Inventory Product,IV06a3,/SL05b/SL06b/IV06a3,$.Sales Shipment Made.Sales Shipment Made Line.Inventory Product,SalShpMad.SalShpMadLn.InvPrdct,,,
6529,4,A,REF,ID,Identifier,1..1,Identifier Medium,The reference identifier for an inventory item.,Sales,125,Inventory Product,IV06a3_01,/SL05b/SL06b/IV06a3_01,$.Sales Shipment Made.Sales Shipment Made Line.Inventory Product.ID,SalShpMad.SalShpMadLn.InvPrdct.Id,,,
6530,3,R,,Sales Order Line,,0..1,,"The reference association to the Sales Order Line class, which is a class representing the detailed specifications for goods or services requested in a sales order.",Sales,78,Sales Order Line,SL04h,/SL05b/SL06b/SL04h,$.Sales Shipment Made.Sales Shipment Made Line.Sales Order Line,SalShpMad.SalShpMadLn.SalOrdLn,,,
6531,4,A,REF,ID,Identifier,1..1,Identifier Medium,The reference identifier for a line item within an order.,Sales,0,Sales Order Line,SL04h_GE14_01,/SL05b/SL06b/SL04h_GE14_01,$.Sales Shipment Made.Sales Shipment Made Line.Sales Order Line.ID,SalShpMad.SalShpMadLn.SalOrdLn.Id,,,
6532,3,C,,(Transaction) Amount,,0..1,,A class that specifies a value of money in a given currency.,Sales,0,(Transaction) Amount,GE05ma,/SL05b/SL06b/GE05ma,$.Sales Shipment Made.Sales Shipment Made Line.(Transaction) Amount,SalShpMad.SalShpMadLn.TrnscAmt,,,
6533,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Sales,0,(Transaction) Amount,GE05ma_01,/SL05b/SL06b/GE05ma_01,$.Sales Shipment Made.Sales Shipment Made Line.(Transaction) Amount.Value,SalShpMad.SalShpMadLn.TrnscAmt.Val,,,
6534,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Sales,30,Currency,BS02mq,/SL05b/SL06b/BS02mq,$.Sales Shipment Made.Sales Shipment Made Line.(Transaction) Amount.Currency,SalShpMad.SalShpMadLn.TrnscAmt.Cur,,,
6535,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Sales,30,Currency,BS02mq_01,/SL05b/SL06b/BS02mq_01,$.Sales Shipment Made.Sales Shipment Made Line.(Transaction) Amount.Currency.Code,SalShpMad.SalShpMadLn.TrnscAmt.Cur.Cd,,,
6536,3,C,,(Unit Price) Amount,,0..1,,A class that specifies a value of money in a given currency.,Sales,0,(Unit Price) Amount,GE05mb,/SL05b/SL06b/GE05mb,$.Sales Shipment Made.Sales Shipment Made Line.(Unit Price) Amount,SalShpMad.SalShpMadLn.UntPrcAmt,,,
6537,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Sales,0,(Unit Price) Amount,GE05mb_01,/SL05b/SL06b/GE05mb_01,$.Sales Shipment Made.Sales Shipment Made Line.(Unit Price) Amount.Value,SalShpMad.SalShpMadLn.UntPrcAmt.Val,,,
6538,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Sales,30,Currency,BS02mr,/SL05b/SL06b/BS02mr,$.Sales Shipment Made.Sales Shipment Made Line.(Unit Price) Amount.Currency,SalShpMad.SalShpMadLn.UntPrcAmt.Cur,,,
6539,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Sales,30,Currency,BS02mr_01,/SL05b/SL06b/BS02mr_01,$.Sales Shipment Made.Sales Shipment Made Line.(Unit Price) Amount.Currency.Code,SalShpMad.SalShpMadLn.UntPrcAmt.Cur.Cd,,,
6540,3,C,,Quantity,,0..1,,"A class that measures the extent, size, or amount of items, including the unit of measurement.",Sales,0,Quantity,GE07bL,/SL05b/SL06b/GE07bL,$.Sales Shipment Made.Sales Shipment Made Line.Quantity,SalShpMad.SalShpMadLn.Qt,,,
6541,4,A,,Value,Decimal,0..1,QUANTITY,The numerical amount of a specified item or resource.,Sales,0,Quantity,GE07bL_01,/SL05b/SL06b/GE07bL_01,$.Sales Shipment Made.Sales Shipment Made Line.Quantity.Value,SalShpMad.SalShpMadLn.Qt.Val,,,
6542,4,R,,Measurement Unit,,0..1,,"The reference association to the Measurement Unit class, which is a class documents the units of measure utilized across various business documents and accounting ledgers.",Sales,32,Measurement Unit,BS25dh,/SL05b/SL06b/BS25dh,$.Sales Shipment Made.Sales Shipment Made Line.Quantity.Measurement Unit,SalShpMad.SalShpMadLn.Qt.MeaUnt,,,
6543,5,A,REF,UOM Code,Identifier,1..1,MEASUREMENT UNIT CODE,The unique code for the unit of measure used in transactions.,Sales,32,Measurement Unit,BS25dh_01,/SL05b/SL06b/BS25dh_01,$.Sales Shipment Made.Sales Shipment Made Line.Quantity.Measurement Unit.UOM Code,SalShpMad.SalShpMadLn.Qt.MeaUnt.UomCd,,,
6544,3,R,,Business Segment,,0..*,,"The reference association to the Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",Sales,4,Business Segment,BS05fo,/SL05b/SL06b/BS05fo,$.Sales Shipment Made.Sales Shipment Made Line.Business Segment,SalShpMad.SalShpMadLn.BusSg,,,
6545,4,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,Sales,4,Business Segment,BS05fo_01,/SL05b/SL06b/BS05fo/BS05fo_01,$.Sales Shipment Made.Sales Shipment Made Line.Business Segment.Code,SalShpMad.SalShpMadLn.BusSg.Cd,,,
6546,4,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",Sales,4,Business Segment,BS05fo_03,/SL05b/SL06b/BS05fo/BS05fo_03,$.Sales Shipment Made.Sales Shipment Made Line.Business Segment.Segment Reference Level,SalShpMad.SalShpMadLn.BusSg.SgRefLevl,,,
6547,1,C,,Account Payable Open Account,,,,"A class records the total amount due to suppliers from unresolved payable transactions as of a particular date, summarized at the invoice level.",Accounts Payable,89,Account Payable Open Account,AP04b,/AP04b,$.Account Payable Open Account,AcntPblOpnAcnt,,,
6548,2,A,PK,Transaction ID,Identifier,1..1,Identifier Medium,The unique identifier for a financial transaction.,Accounts Payable,89,Account Payable Open Account,AP04b_01,/AP04b/AP04b_01,$.Account Payable Open Account.Transaction ID,AcntPblOpnAcnt.TrId,,,
6549,2,A,,Transaction Date,Date,0..1,DATE,"The recorded date of a transaction in an open accounts payable account, which is used as the basis for calculating payment due dates.",Accounts Payable,89,Account Payable Open Account,AP04b_02,/AP04b/AP04b_02,$.Account Payable Open Account.Transaction Date,AcntPblOpnAcnt.TrDt,,,
6550,2,A,,Transaction Due Date,Date,0..1,DATE,The date by which payment for a transaction in an open accounts payable account is due.,Accounts Payable,89,Account Payable Open Account,AP04b_03,/AP04b/AP04b_03,$.Account Payable Open Account.Transaction Due Date,AcntPblOpnAcnt.TrDDt,,,
6551,2,A,,Reference Number,Char,0..1,Char Long,The number for a transaction related to an open accounts payable account.,Accounts Payable,89,Account Payable Open Account,AP04b_04,/AP04b/AP04b_04,$.Account Payable Open Account.Reference Number,AcntPblOpnAcnt.RefNr,,,
6552,2,A,,Reference Date,Date,0..1,DATE,The date associated with a transaction related to an open accounts payable account.,Accounts Payable,89,Account Payable Open Account,AP04b_05,/AP04b/AP04b_05,$.Account Payable Open Account.Reference Date,AcntPblOpnAcnt.RefDt,,,
6553,2,A,,Remark,Text,0..1,Text Medium,Annotations or supplemental information for the open accounts payable.,Accounts Payable,89,Account Payable Open Account,AP04b_06,/AP04b/AP04b_06,$.Account Payable Open Account.Remark,AcntPblOpnAcnt.Remrk,,,
6554,2,A,,Grouping Code,Char,0..1,Char Long,The code that groups related accounts payable items for organizational or processing activities.,Accounts Payable,89,Account Payable Open Account,AP04b_07,/AP04b/AP04b_07,$.Account Payable Open Account.Grouping Code,AcntPblOpnAcnt.GrpCd,,,
6555,2,R,,Accounting Period,,0..1,,"A specific duration within a fiscal year, delineated by its beginning and ending dates. It serves as the timeframe during which business transactions and entries are accumulated and organized into financial statements and reports.",Accounts Payable,22,Accounting Period,BS01ak,/AP04b/BS01ak,$.Account Payable Open Account.Accounting Period,AcntPblOpnAcnt.AccntPer,,,
6556,3,A,REF,Fiscal Year,Identifier,1..1,YEAR,"The year for which financial records are kept, expressed in four digits.",Accounts Payable,22,Accounting Period,BS01ak_01,/AP04b/BS01ak_01,$.Account Payable Open Account.Accounting Period.Fiscal Year,AcntPblOpnAcnt.AccntPer.FiscYr,,,
6557,3,A,REF,ID,Identifier,1..1,PERIOD IDENTIFIER,The span of time covered by an accounting record.,Accounts Payable,22,Accounting Period,BS01ak_02,/AP04b/BS01ak_02,$.Account Payable Open Account.Accounting Period.ID,AcntPblOpnAcnt.AccntPer.Id,,,
6558,2,R,,General Ledger Journal Entry Line,,0..1,,"The reference association to the General Ledger Journal Entry Line class, which is a class represents a single entry within the General Ledger, containing detailed information about a specific financial transaction or account activity.",Accounts Payable,52,General Ledger Journal Entry Line,GL03o,/AP04b/GL03o,$.Account Payable Open Account.General Ledger Journal Entry Line,AcntPblOpnAcnt.GenrLedgrJrnEntryLn,,,
6559,3,A,REF,Journal ID,Identifier,1..1,Identifier Long,"Unique identifier for each journal entry line.
",Accounts Payable,52,General Ledger Journal Entry Line,GL03o_01,/AP04b/GL03o_01,$.Account Payable Open Account.General Ledger Journal Entry Line.Journal ID,AcntPblOpnAcnt.GenrLedgrJrnEntryLn.JrnId,,,
6560,2,R,,Project,,0..1,,"The reference association to the Project class, which is a class designed for specific projects that can vary from construction to research and may receive public or private funding. It methodically logs key information such as organizational hierarchy, strategic approaches, processes, steps taken, records, budgetary outlines, actual expenses, and the progress made toward set goals.",Accounts Payable,36,Project,BS29s,/AP04b/BS29s,$.Account Payable Open Account.Project,AcntPblOpnAcnt.Proj,,,
6561,3,A,REF,ID,Identifier,1..1,Identifier Medium,The reference identifier for a project.,Accounts Payable,36,Project,BS29s_01,/AP04b/BS29s_01,$.Account Payable Open Account.Project.ID,AcntPblOpnAcnt.Proj.Id,,,
6562,2,R,,Purchase Contract,,0..1,,"The reference association to the Purchase Contract class, which is a class representing an agreement with a vendor for the provision of goods or services within a specified period.",Accounts Payable,104,Purchase Contract,PR03g,/AP04b/PR03g,$.Account Payable Open Account.Purchase Contract,AcntPblOpnAcnt.PurContr,,,
6563,3,A,REF,ID,Identifier,1..1,Identifier Medium,The reference identifier for a contract.,Accounts Payable,0,Purchase Contract,PR03g_GE11_01,/AP04b/PR03g_GE11_01,$.Account Payable Open Account.Purchase Contract.ID,AcntPblOpnAcnt.PurContr.Id,,,
6564,2,R,,Purchase Invoice,,0..1,,"The reference association to the Purchase Invoice class, which is a class representing a vendor-issued document that details charges for goods or services provided within a specified period.",Accounts Payable,112,Purchase Invoice,PR09g,/AP04b/PR09g,$.Account Payable Open Account.Purchase Invoice,AcntPblOpnAcnt.PurInvoi,,,
6565,3,A,REF,ID,Identifier,1..1,Identifier Medium,The reference identifier for an invoice.,Accounts Payable,0,Purchase Invoice,PR09g_GE15_01,/AP04b/PR09g_GE15_01,$.Account Payable Open Account.Purchase Invoice.ID,AcntPblOpnAcnt.PurInvoi.Id,,,
6566,2,R,,Supplier,,0..1,,"The reference association to the Supplier class, which is a class containing essential information about suppliers.",Accounts Payable,18,Supplier,BS11a3,/AP04b/BS11a3,$.Account Payable Open Account.Supplier,AcntPblOpnAcnt.Supl,,,
6567,3,A,REF,Account ID,Identifier,1..1,Identifier Long,The reference identifier for a supplier account.,Accounts Payable,18,Supplier,BS11a3_01,/AP04b/BS11a3_01,$.Account Payable Open Account.Supplier.Account ID,AcntPblOpnAcnt.Supl.AcntId,,,
6568,2,C,,Amounts,,0..1,,"A class that keeps track of money values in different currencies, including the main, report, local, and transaction currencies for clear financial understanding and analysis in various regions and economies.",Accounts Payable,0,Amounts,GE06a6,/AP04b/GE06a6,$.Account Payable Open Account.Amounts,AcntPblOpnAcnt.Amnts,,,
6569,3,C,,(Functional) Amount,,0..1,,A class that specifies a value of money in a given currency.,Accounts Payable,0,(Functional) Amount,GE05mc,/AP04b/GE05mc,$.Account Payable Open Account.Amounts.(Functional) Amount,AcntPblOpnAcnt.Amnts.FnctnAmt,,,
6570,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Accounts Payable,0,(Functional) Amount,GE05mc_01,/AP04b/GE05mc_01,$.Account Payable Open Account.Amounts.(Functional) Amount.Value,AcntPblOpnAcnt.Amnts.FnctnAmt.Val,,,
6571,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Accounts Payable,30,Currency,BS02ns,/AP04b/BS02ns,$.Account Payable Open Account.Amounts.(Functional) Amount.Currency,AcntPblOpnAcnt.Amnts.FnctnAmt.Cur,,,
6572,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Accounts Payable,30,Currency,BS02ns_01,/AP04b/BS02ns_01,$.Account Payable Open Account.Amounts.(Functional) Amount.Currency.Code,AcntPblOpnAcnt.Amnts.FnctnAmt.Cur.Cd,,,
6573,3,C,,(Local) Amount,,0..1,,A class that specifies a value of money in a given currency.,Accounts Payable,0,(Local) Amount,GE05md,/AP04b/GE05md,$.Account Payable Open Account.Amounts.(Local) Amount,AcntPblOpnAcnt.Amnts.LclAmt,,,
6574,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Accounts Payable,0,(Local) Amount,GE05md_01,/AP04b/GE05md_01,$.Account Payable Open Account.Amounts.(Local) Amount.Value,AcntPblOpnAcnt.Amnts.LclAmt.Val,,,
6575,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Accounts Payable,30,Currency,BS02nt,/AP04b/BS02nt,$.Account Payable Open Account.Amounts.(Local) Amount.Currency,AcntPblOpnAcnt.Amnts.LclAmt.Cur,,,
6576,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Accounts Payable,30,Currency,BS02nt_01,/AP04b/BS02nt_01,$.Account Payable Open Account.Amounts.(Local) Amount.Currency.Code,AcntPblOpnAcnt.Amnts.LclAmt.Cur.Cd,,,
6577,3,C,,(Reporting) Amount,,0..1,,A class that specifies a value of money in a given currency.,Accounts Payable,0,(Reporting) Amount,GE05me,/AP04b/GE05me,$.Account Payable Open Account.Amounts.(Reporting) Amount,AcntPblOpnAcnt.Amnts.ReprtAmt,,,
6578,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Accounts Payable,0,(Reporting) Amount,GE05me_01,/AP04b/GE05me_01,$.Account Payable Open Account.Amounts.(Reporting) Amount.Value,AcntPblOpnAcnt.Amnts.ReprtAmt.Val,,,
6579,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Accounts Payable,30,Currency,BS02nu,/AP04b/BS02nu,$.Account Payable Open Account.Amounts.(Reporting) Amount.Currency,AcntPblOpnAcnt.Amnts.ReprtAmt.Cur,,,
6580,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Accounts Payable,30,Currency,BS02nu_01,/AP04b/BS02nu_01,$.Account Payable Open Account.Amounts.(Reporting) Amount.Currency.Code,AcntPblOpnAcnt.Amnts.ReprtAmt.Cur.Cd,,,
6581,3,C,,(Transaction) Amount,,0..1,,A class that specifies a value of money in a given currency.,Accounts Payable,0,(Transaction) Amount,GE05mf,/AP04b/GE05mf,$.Account Payable Open Account.Amounts.(Transaction) Amount,AcntPblOpnAcnt.Amnts.TrnscAmt,,,
6582,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Accounts Payable,0,(Transaction) Amount,GE05mf_01,/AP04b/GE05mf_01,$.Account Payable Open Account.Amounts.(Transaction) Amount.Value,AcntPblOpnAcnt.Amnts.TrnscAmt.Val,,,
6583,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Accounts Payable,30,Currency,BS02nv,/AP04b/BS02nv,$.Account Payable Open Account.Amounts.(Transaction) Amount.Currency,AcntPblOpnAcnt.Amnts.TrnscAmt.Cur,,,
6584,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Accounts Payable,30,Currency,BS02nv_01,/AP04b/BS02nv_01,$.Account Payable Open Account.Amounts.(Transaction) Amount.Currency.Code,AcntPblOpnAcnt.Amnts.TrnscAmt.Cur.Cd,,,
6585,2,C,,(Balance) Amounts,,0..1,,"A class that keeps track of money values in different currencies, including the main, report, local, and transaction currencies for clear financial understanding and analysis in various regions and economies.",Accounts Payable,0,(Balance) Amounts,GE06a7,/AP04b/GE06a7,$.Account Payable Open Account.(Balance) Amounts,AcntPblOpnAcnt.BalncAmnts,,,
6586,3,C,,(Functional) Amount,,0..1,,A class that specifies a value of money in a given currency.,Accounts Payable,0,(Functional) Amount,GE05mg,/AP04b/GE05mg,$.Account Payable Open Account.(Balance) Amounts.(Functional) Amount,AcntPblOpnAcnt.BalncAmnts.FnctnAmt,,,
6587,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Accounts Payable,0,(Functional) Amount,GE05mg_01,/AP04b/GE05mg_01,$.Account Payable Open Account.(Balance) Amounts.(Functional) Amount.Value,AcntPblOpnAcnt.BalncAmnts.FnctnAmt.Val,,,
6588,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Accounts Payable,30,Currency,BS02nw,/AP04b/BS02nw,$.Account Payable Open Account.(Balance) Amounts.(Functional) Amount.Currency,AcntPblOpnAcnt.BalncAmnts.FnctnAmt.Cur,,,
6589,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Accounts Payable,30,Currency,BS02nw_01,/AP04b/BS02nw_01,$.Account Payable Open Account.(Balance) Amounts.(Functional) Amount.Currency.Code,AcntPblOpnAcnt.BalncAmnts.FnctnAmt.Cur.Cd,,,
6590,3,C,,(Local) Amount,,0..1,,A class that specifies a value of money in a given currency.,Accounts Payable,0,(Local) Amount,GE05mh,/AP04b/GE05mh,$.Account Payable Open Account.(Balance) Amounts.(Local) Amount,AcntPblOpnAcnt.BalncAmnts.LclAmt,,,
6591,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Accounts Payable,0,(Local) Amount,GE05mh_01,/AP04b/GE05mh_01,$.Account Payable Open Account.(Balance) Amounts.(Local) Amount.Value,AcntPblOpnAcnt.BalncAmnts.LclAmt.Val,,,
6592,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Accounts Payable,30,Currency,BS02nx,/AP04b/BS02nx,$.Account Payable Open Account.(Balance) Amounts.(Local) Amount.Currency,AcntPblOpnAcnt.BalncAmnts.LclAmt.Cur,,,
6593,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Accounts Payable,30,Currency,BS02nx_01,/AP04b/BS02nx_01,$.Account Payable Open Account.(Balance) Amounts.(Local) Amount.Currency.Code,AcntPblOpnAcnt.BalncAmnts.LclAmt.Cur.Cd,,,
6594,3,C,,(Reporting) Amount,,0..1,,A class that specifies a value of money in a given currency.,Accounts Payable,0,(Reporting) Amount,GE05mi,/AP04b/GE05mi,$.Account Payable Open Account.(Balance) Amounts.(Reporting) Amount,AcntPblOpnAcnt.BalncAmnts.ReprtAmt,,,
6595,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Accounts Payable,0,(Reporting) Amount,GE05mi_01,/AP04b/GE05mi_01,$.Account Payable Open Account.(Balance) Amounts.(Reporting) Amount.Value,AcntPblOpnAcnt.BalncAmnts.ReprtAmt.Val,,,
6596,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Accounts Payable,30,Currency,BS02ny,/AP04b/BS02ny,$.Account Payable Open Account.(Balance) Amounts.(Reporting) Amount.Currency,AcntPblOpnAcnt.BalncAmnts.ReprtAmt.Cur,,,
6597,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Accounts Payable,30,Currency,BS02ny_01,/AP04b/BS02ny_01,$.Account Payable Open Account.(Balance) Amounts.(Reporting) Amount.Currency.Code,AcntPblOpnAcnt.BalncAmnts.ReprtAmt.Cur.Cd,,,
6598,3,C,,(Transaction) Amount,,0..1,,A class that specifies a value of money in a given currency.,Accounts Payable,0,(Transaction) Amount,GE05mj,/AP04b/GE05mj,$.Account Payable Open Account.(Balance) Amounts.(Transaction) Amount,AcntPblOpnAcnt.BalncAmnts.TrnscAmt,,,
6599,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Accounts Payable,0,(Transaction) Amount,GE05mj_01,/AP04b/GE05mj_01,$.Account Payable Open Account.(Balance) Amounts.(Transaction) Amount.Value,AcntPblOpnAcnt.BalncAmnts.TrnscAmt.Val,,,
6600,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Accounts Payable,30,Currency,BS02nz,/AP04b/BS02nz,$.Account Payable Open Account.(Balance) Amounts.(Transaction) Amount.Currency,AcntPblOpnAcnt.BalncAmnts.TrnscAmt.Cur,,,
6601,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Accounts Payable,30,Currency,BS02nz_01,/AP04b/BS02nz_01,$.Account Payable Open Account.(Balance) Amounts.(Transaction) Amount.Currency.Code,AcntPblOpnAcnt.BalncAmnts.TrnscAmt.Cur.Cd,,,
6602,2,R,,Business Segment,,0..*,,"The reference association to the Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",Accounts Payable,4,Business Segment,BS05fp,/AP04b/BS05fp,$.Account Payable Open Account.Business Segment,AcntPblOpnAcnt.BusSg,,,
6603,3,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,Accounts Payable,4,Business Segment,BS05fp_01,/AP04b/BS05fp/BS05fp_01,$.Account Payable Open Account.Business Segment.Code,AcntPblOpnAcnt.BusSg.Cd,,,
6604,3,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",Accounts Payable,4,Business Segment,BS05fp_03,/AP04b/BS05fp/BS05fp_03,$.Account Payable Open Account.Business Segment.Segment Reference Level,AcntPblOpnAcnt.BusSg.SgRefLevl,,,
6605,1,C,,Account Payable Payment Made,,,,"A class documents the details of payment transactions to suppliers, including payment amounts and dates, conducted during a specified period.",Accounts Payable,91,Account Payable Payment Made,AP05c,/AP05c,$.Account Payable Payment Made,AcntPblPayMad,,,
6606,2,A,PK,ID,Identifier,1..1,Identifier Medium,The unique identifier for a payment transaction.,Accounts Payable,91,Account Payable Payment Made,AP05c_01,/AP05c/AP05c_01,$.Account Payable Payment Made.ID,AcntPblPayMad.Id,,,
6607,2,A,,Number,Char,0..1,Char Long,The number for the transactional document associated with an accounts payable payment.,Accounts Payable,91,Account Payable Payment Made,AP05c_02,/AP05c/AP05c_02,$.Account Payable Payment Made.Number,AcntPblPayMad.Nr,,,
6608,2,A,,Payment Date,Date,0..1,DATE,The date on which a payment to a supplier is recorded as made on the accounts payable.,Accounts Payable,91,Account Payable Payment Made,AP05c_03,/AP05c/AP05c_03,$.Account Payable Payment Made.Payment Date,AcntPblPayMad.PayDt,,,
6609,2,A,,Reference Number,Char,0..1,Char Long,The number for a payment transaction for accounts payable.,Accounts Payable,91,Account Payable Payment Made,AP05c_04,/AP05c/AP05c_04,$.Account Payable Payment Made.Reference Number,AcntPblPayMad.RefNr,,,
6610,2,A,,Reference Date,Date,0..1,DATE,The date associated with a payment transaction for accounts payable.,Accounts Payable,91,Account Payable Payment Made,AP05c_05,/AP05c/AP05c_05,$.Account Payable Payment Made.Reference Date,AcntPblPayMad.RefDt,,,
