version,sme_nr,mbie_nr,level,identifier,UNID,acronym,class_term,sequence,multiplicity,multiplicity_SME,property_term,representation_term,associated_class,short_name,definition,label_local,definition_local,code_list,attribute,DEN,name,element,xpath
v1,685,3985,2,,UN01005810,BBIE,CI_ Trade_ Product,1,0..1,0..1,Identification,Identifier,,ID,The unique identifier for this CI trade product.,品目ID,品目名を特定するために付与したID,,,CI_ Trade_ Product. Identification. Identifier,SubordinateDocumentProductID,ID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/ApplicableCITradeProduct/ID
v4.1,686,3986,2,,UN01005811,BBIE,CI_ Trade_ Product,2,0..1,0..1,Global_ Identification,Identifier,,Global ID,The unique global identifier for this CI trade product.,グローバル品目ID,GTIN、JANIDなどの国際的に登録された品目ID,ISO/IEC 6523,,CI_ Trade_ Product. Global_ Identification. Identifier,SubordinateDocumentProductGlobalID,GlobalID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/ApplicableCITradeProduct/GlobalID
v4.1,687,3987,2,,UN01005812,BBIE,CI_ Trade_ Product,3,0..1,0..1,Seller Assigned_ Identification,Identifier,,Seller Assigned ID,The unique seller assigned identifier for this CI trade product.,受注者品目ID,受注者が品目を特定するために付与したID,,,CI_ Trade_ Product. Seller Assigned_ Identification. Identifier,SubordinateDocumentProductSellerAssignedID,SellerAssignedID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/ApplicableCITradeProduct/SellerAssignedID
v4.1,688,3988,2,,UN01005813,BBIE,CI_ Trade_ Product,4,0..1,0..1,Buyer Assigned_ Identification,Identifier,,Buyer Assigned ID,The unique buyer assigned identifier for this CI trade product.,発注者品目ID,発注者が品目を特定するために付与したID,,,CI_ Trade_ Product. Buyer Assigned_ Identification. Identifier,SubordinateDocumentProductBuyerAssignedID,BuyerAssignedID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/ApplicableCITradeProduct/BuyerAssignedID
v4.1,689,3989,2,,UN01005814,BBIE,CI_ Trade_ Product,5,0..1,0..1,Manufacturer Assigned_ Identification,Identifier,,Manufacturer Assigned ID,The unique manufacturer assigned identifier for this CI trade product.,メーカー品目ID,品目を特定するために製造者が付与したID,,,CI_ Trade_ Product. Manufacturer Assigned_ Identification. Identifier,SubordinateDocumentProductManufacturerAssignedID,ManufacturerAssignedID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/ApplicableCITradeProduct/ManufacturerAssignedID
v1,690,3990,2,,UN01005815,BBIE,CI_ Trade_ Product,6,0..n,1..1,Name,Text,,Name,"A name, expressed as text, for this CI trade product.",品目名,この取引品目の名称。,,,CI_ Trade_ Product. Name. Text,SubordinateDocumentProductName,Name,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/ApplicableCITradeProduct/Name
,,3991,,,UN01005816,BBIE,CI_ Trade_ Product,7,0..1,0..0,Trade_ Name,Text,,Trade Name,"The trade name, expressed as text, for this CI trade product.",,,UNCL7134,,CI_ Trade_ Product. Trade_ Name. Text,,TradeName,
v1,691,3992,2,,UN01005817,BBIE,CI_ Trade_ Product,8,0..n,0..1,Description,Text,,Description,A textual description for this CI trade product.,品目摘要,この取引品目内容を文字で説明したもの,,,CI_ Trade_ Product. Description. Text,SubordinateDocumentProductDescriptionText,DescriptionText,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/ApplicableCITradeProduct/Description
,,3993,,,UN01005818,BBIE,CI_ Trade_ Product,9,0..1,0..0,Type,Code,,Type Code,The code specifying the type of CI trade product.,,,,,CI_ Trade_ Product. Type. Code,,TypeCode,
,,3994,,,UN01005819,BBIE,CI_ Trade_ Product,10,0..1,0..0,Net Weight,Measure,,Net Weight,The measure of the net weight (mass) of this CI trade product.,,,,,CI_ Trade_ Product. Net Weight. Measure,,NetWeightMeasure,
,,3995,,,UN01005820,BBIE,CI_ Trade_ Product,11,0..1,0..0,Gross Weight,Measure,,Gross Weight,The measure of the gross weight (mass) of this CI trade product.,,,,,CI_ Trade_ Product. Gross Weight. Measure,,GrossWeightMeasure,
,,3996,,,UN01007167,BBIE,CI_ Trade_ Product,12,0..1,0..0,Drained_ Net Weight,Measure,,Drained Net Weight,The measure of the drained net weight (mass) of this CI trade product.,,,,,CI_ Trade_ Product. Drained_ Net Weight. Measure,,DrainedNetWeightMeasure,
,,3997,,,UN01007168,BBIE,CI_ Trade_ Product,13,0..1,0..0,Brand_ Name,Text,,Brand Name,"The brand name, expressed as text, for this CI trade product.",,,UNCL7134,,CI_ Trade_ Product. Brand_ Name. Text,,BrandName,
,,3998,,,UN01007169,BBIE,CI_ Trade_ Product,14,0..1,0..0,Sub-Brand_ Name,Text,,Sub-Brand Name,"The sub-brand name, expressed as text, for this CI trade product.",,,UNCL7134,,CI_ Trade_ Product. Sub-Brand_ Name. Text,,Sub-BrandName,
,,3999,,,UN01008524,BBIE,CI_ Trade_ Product,15,0..n,0..0,Product Group,Identifier,,Product Group ID,A unique identifier for a product group for this CI trade product.,,,,,CI_ Trade_ Product. Product Group. Identifier,,ProductGroupID,
,,4000,,,UN01008525,BBIE,CI_ Trade_ Product,16,0..1,0..0,Area Density,Measure,,Area Density Measure,"The measure of the area density, such as paper density in grams per square metre (gsm), of this CI trade product.",,,,,CI_ Trade_ Product. Area Density. Measure,,AreaDensityMeasure,
,,4001,,,UN01008526,BBIE,CI_ Trade_ Product,17,0..1,0..0,Colour,Code,,Colour Code,The code specifying the colour for this CI trade product.,,,,,CI_ Trade_ Product. Colour. Code,,ColourCode,
,,4002,,,UN01008527,BBIE,CI_ Trade_ Product,18,0..n,0..0,Colour_ Description,Text,,Colour Description,A textual description of the colour of this CI trade product.,,,,,CI_ Trade_ Product. Colour_ Description. Text,,ColourDescriptionText,
,,4003,,,UN01008528,BBIE,CI_ Trade_ Product,19,0..n,0..0,Use_ Description,Text,,Use Description,A textual description of a use of this CI trade product.,,,,,CI_ Trade_ Product. Use_ Description. Text,,UseDescriptionText,
,,4004,,,UN01008529,BBIE,CI_ Trade_ Product,20,0..n,0..0,Designation,Text,,Designation Text,"A designation, expressed as text, for this CI trade product.",,,,,CI_ Trade_ Product. Designation. Text,,DesignationText,
,,4005,,,UN01008530,BBIE,CI_ Trade_ Product,21,0..n,0..0,End Item_ Name,Text,,End Item Name,"An end item name, expressed as text, for this CI trade product.",,,UNCL7134,,CI_ Trade_ Product. End Item_ Name. Text,,EndItemName,
,,4006,,,UN01008531,BBIE,CI_ Trade_ Product,22,0..1,0..0,Latest_ Product Data Change,Date Mandatory_ Date Time,,Latest Product Data Change Date Time,"The date, time, date time, or other date time value of the latest change in the product data for this CI trade product.",,,,,CI_ Trade_ Product. Latest_ Product Data Change. Date Time,,LatestProductDataChangeDateTime,
,,4007,,,UN01008532,BBIE,CI_ Trade_ Product,23,0..n,0..0,End Item_ Type,Code,,End Item Type Code,A code specifying a type of end item for this CI trade product.,,,,,CI_ Trade_ Product. End Item_ Type. Code,,EndItemTypeCode,
v4.2,692,4008,2,,UN01008533,BBIE,CI_ Trade_ Product,24,0..1,0..1,Variable Measure,Indicator,,Variable Measure Indicator,"The indication of whether or not instances of this CI trade product have a variable measure, such as weight, length or volume.",品目数量単位判別子,"品目数量単位の区分（定貫品目、不定貫品目）の判別子。
デフォルトは定貫品目",JECxxxx,,CI_ Trade_ Product. Variable Measure. Indicator,SubordinateDocumentProductVariableMeasureIndicator,VariableMeasureIndicator,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/ApplicableCITradeProduct/VariableMeasureIndicator
,,4009,,,UN01012942,BBIE,CI_ Trade_ Product,25,0..n,0..0,Additional_ Description,Text,,Additional Description,An additional textual description for this CI trade product.,,,,,CI_ Trade_ Product. Additional_ Description. Text,,AdditionalDescriptionText,
,,4010,,,UN01012943,BBIE,CI_ Trade_ Product,26,0..n,0..0,Batch_ Identification,Identifier,,Batch ID,A batch identifier for this CI trade product.,,,UNCL7135,,CI_ Trade_ Product. Batch_ Identification. Identifier,,BatchID,
,,4011,,,UN01012944,BBIE,CI_ Trade_ Product,27,0..n,0..0,Common_ Name,Text,,Common Name,"A common name, expressed as text, for this CI trade product.",,,UNCL7134,,CI_ Trade_ Product. Common_ Name. Text,,CommonName,
,,4012,,,UN01012945,BBIE,CI_ Trade_ Product,28,0..n,0..0,Concise_ Description,Text,,Concise Description,An concise textual description for this CI trade product.,,,,,CI_ Trade_ Product. Concise_ Description. Text,,ConciseDescriptionText,
,,4013,,,UN01012946,BBIE,CI_ Trade_ Product,29,0..1,0..0,Configurable,Indicator,,Configurable Indicator,The indication of whether or not this CI trade product is configurable.,,,,,CI_ Trade_ Product. Configurable. Indicator,,ConfigurableIndicator,
,,4014,,,UN01012947,BBIE,CI_ Trade_ Product,30,0..1,0..0,Content_ Unit,Quantity,,Content Unit Quantity,The number of content units of this CI trade product.,,,,,CI_ Trade_ Product. Content_ Unit. Quantity,,ContentUnitQuantity,
,,4015,,,UN01012948,BBIE,CI_ Trade_ Product,31,0..n,0..0,Customer Assigned_ Identification,Identifier,,Customer Assigned ID,A customer assigned identifier of this CI trade product.,,,UNCL7135,,CI_ Trade_ Product. Customer Assigned_ Identification. Identifier,,CustomerAssignedID,
,,4016,,,UN01012949,BBIE,CI_ Trade_ Product,32,0..n,0..0,Gross Volume,Measure,,Gross Volume Measure,A measure of gross volume of this CI trade product.,,,,,CI_ Trade_ Product. Gross Volume. Measure,,GrossVolumeMeasure,
,,4017,,,UN01012950,BBIE,CI_ Trade_ Product,33,0..n,0..0,Industry Assigned_ Identification,Identifier,,Industry Assigned ID,An industry assigned identifier for this CI trade product.,,,UNCL7135,,CI_ Trade_ Product. Industry Assigned_ Identification. Identifier,,IndustryAssignedID,
,,4018,,,UN01012951,BBIE,CI_ Trade_ Product,34,0..n,0..0,Model_ Identification,Identifier,,Model ID,A model identifier for this CI trade product.,,,UNCL7135,,CI_ Trade_ Product. Model_ Identification. Identifier,,ModelID,
,,4019,,,UN01012952,BBIE,CI_ Trade_ Product,35,0..n,0..0,Net Volume,Measure,,Net Volume Measure,A measure of a net volume for this CI trade product.,,,,,CI_ Trade_ Product. Net Volume. Measure,,NetVolumeMeasure,
,,4020,,,UN01012953,BBIE,CI_ Trade_ Product,36,0..1,0..0,Recycling_ Type,Code,,Recycling Type Code,The code specifying the type of recycling for this CI trade product.,,,,,CI_ Trade_ Product. Recycling_ Type. Code,,RecyclingTypeCode,
,,4021,,,UN01012954,BBIE,CI_ Trade_ Product,37,0..n,0..0,Status,Code,,Status Code,A code specifying a status for this CI trade product.,,,,,CI_ Trade_ Product. Status. Code,,StatusCode,
,,4022,,,UN01012955,BBIE,CI_ Trade_ Product,38,0..n,0..0,Unit_ Type,Code,,Unit Type Code,A code specifying a type of unit for this CI trade product.,,,,,CI_ Trade_ Product. Unit_ Type. Code,,UnitTypeCode,
,,4023,,,UN01013366,BBIE,CI_ Trade_ Product,39,0..1,0..0,Export,Indicator,,Export Indicator,The indication of whether or not this CI trade product is for export.,,,,,CI_ Trade_ Product. Export. Indicator,,ExportIndicator,
,,4024,,,UN01015538,BBIE,CI_ Trade_ Product,42,0..1,0..0,Classification,Code,,Classification Code,The code specifying the classification for this CI trade product.,,,,,CI_ Trade_ Product. Classification. Code,,ClassificationCode,
v4.1,696,4025,2,,UN01005821,ASBIE,CI_ Trade_ Product,1,0..n,0..n,Applicable,,CI_ Product_ Characteristic,Characteristic,A product characteristic applicable to this CI trade product.,取引品目クラス／品目特性グループ,取引品目の特性に関するグループ,,,CI_ Trade_ Product. Applicable. CI_ Product_ Characteristic,SubordinateDocumentProductProductCharacteristic,ApplicableCIProductCharacteristic,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/ApplicableCITradeProduct/ApplicableCIProductCharacteristic
,,4026,,,UN01005822,ASBIE,CI_ Trade_ Product,2,0..n,0..0,Applicable,,CI_ Material_ Goods Characteristic,Material Goods Characteristic,A material goods characteristic applicable to this CI trade product.,,,,,CI_ Trade_ Product. Applicable. CI_ Material_ Goods Characteristic,,ApplicableGoodsCharacteristic,
v4.2,693,4027,2,,UN01005823,ASBIE,CI_ Trade_ Product,3,0..n,0..1,Designated,,CI_ Product_ Classification,Classification,A product classification designated for this CI trade product.,取引品目クラス／品目分類グループ,取引品目の品目分類のグループ,,,CI_ Trade_ Product. Designated. CI_ Product_ Classification,SubordinateDocumentProductDesignatedProductClassification,DesignatedCIProductClassification,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/ApplicableCITradeProduct/DesignatedCIProductClassification
,,4028,,,UN01005824,ASBIE,CI_ Trade_ Product,4,0..n,0..0,Individual,,CI_ Trade_ Product Instance,Individual Product Instance,An individual instance of this Cross Industry (CI) trade product.,,,,,CI_ Trade_ Product. Individual. CI_ Trade_ Product Instance,,IndividualProductInstance,
,,4029,,,UN01005825,ASBIE,CI_ Trade_ Product,5,0..n,0..0,Certification Evidence_ Reference,,CI_ Referenced_ Document,Certification Evidence Document,A Cross Industry (CI) certification evidence document reference for this CI trade product.,,,,,CI_ Trade_ Product. Certification Evidence_ Reference. CI_ Referenced_ Document,,CertificationEvidenceReferenceDocument,
,,4030,,,UN01005826,ASBIE,CI_ Trade_ Product,6,0..n,0..0,Inspection_ Reference,,CI_ Referenced_ Document,Inspection Document,A Cross Industry (CI) inspection document referenced from this CI trade product.,,,,,CI_ Trade_ Product. Inspection_ Reference. CI_ Referenced_ Document,,InspectionReferenceDocument,
v4.1,700,4031,2,,UN01005827,ASBIE,CI_ Trade_ Product,7,0..1,0..n,Origin,,CI_ Trade_ Country,Origin Country,The country of origin for this Cross Industry (CI) trade product.,取引品目クラス／原産地グループ,取引品目の原産地に関するグループ,,,CI_ Trade_ Product. Origin. CI_ Trade_ Country,SubordinateDocumentProductOriginCountry,OriginCITradeCountry,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/ApplicableCITradeProduct/OriginCITradeCountry
,,4032,,,UN01005828,ASBIE,CI_ Trade_ Product,8,0..1,0..0,Linear,,CI_ Spatial_ Dimension,Dimensions,Linear spatial dimensions of this Cross Industry (CI) trade product.,,,,,CI_ Trade_ Product. Linear. CI_ Spatial_ Dimension,,LinearDimension,
,,4033,,,UN01005829,ASBIE,CI_ Trade_ Product,9,0..1,0..0,Minimum_ Linear,,CI_ Spatial_ Dimension,Minimum Dimensions,Minimum linear spatial dimensions of this Cross Industry (CI) trade product.,,,,,CI_ Trade_ Product. Minimum_ Linear. CI_ Spatial_ Dimension,,MinimumLinearDimension,
,,4034,,,UN01005830,ASBIE,CI_ Trade_ Product,10,0..1,0..0,Maximum_ Linear,,CI_ Spatial_ Dimension,Maximum Dimensions,Maximum linear spatial dimensions of this Cross Industry (CI) trade product.,,,,,CI_ Trade_ Product. Maximum_ Linear. CI_ Spatial_ Dimension,,MaximumLinearDimension,
,,4035,,,UN01005831,ASBIE,CI_ Trade_ Product,11,0..1,0..0,Manufacturer,,CI_ Trade_ Party,Manufacturer,The party who is the manufacturer of this Cross Industry (CI) trade product.,,,,,CI_ Trade_ Product. Manufacturer. CI_ Trade_ Party,,ManufacturerParty,
,,4036,,,UN01007171,ASBIE,CI_ Trade_ Product,12,0..1,0..0,MSDS_ Reference,,CI_ Referenced_ Document,MSDS Document,The Material Safety Data Sheet (MSDS) document referenced for this CI trade product.,,,,,CI_ Trade_ Product. MSDS_ Reference. CI_ Referenced_ Document,,MSDSReferenceDocument,
,,4037,,,UN01007172,ASBIE,CI_ Trade_ Product,13,0..n,0..0,Additional_ Reference,,CI_ Referenced_ Document,Additional Document,"An additional referenced document for this CI trade product, such as a manual or a certificate.",,,,,CI_ Trade_ Product. Additional_ Reference. CI_ Referenced_ Document,,AdditionalReferenceDocument,
,,4038,,,UN01007173,ASBIE,CI_ Trade_ Product,14,0..n,0..0,Information,,CI_ Note,Information Note,An information note for this CI trade product.,,,,,CI_ Trade_ Product. Information. CI_ Note,,InformationNote,
,,4039,,,UN01008534,ASBIE,CI_ Trade_ Product,15,0..1,0..0,Brand Owner,,CI_ Trade_ Party,Brand Owner,The party that owns the brand of this CI trade product.,,,,,CI_ Trade_ Product. Brand Owner. CI_ Trade_ Party,,BrandOwnerParty,
,,4040,,,UN01008535,ASBIE,CI_ Trade_ Product,16,0..1,0..0,Legal Rights Owner,,CI_ Trade_ Party,Legal Rights Owner,The party that owns the legal rights for this CI trade product.,,,,,CI_ Trade_ Product. Legal Rights Owner. CI_ Trade_ Party,,LegalRightsOwnerParty,
,,4041,,,UN01008536,ASBIE,CI_ Trade_ Product,17,0..n,0..0,Presentation,,Specified_ Binary File,Presentation Binary File,A binary file presentation specified for this CI trade product.,,,,,CI_ Trade_ Product. Presentation. Specified_ Binary File,,PresentationBinaryFile,
,,4042,,,UN01012674,ASBIE,CI_ Trade_ Product,18,0..n,0..0,Buyer Supplied Parts_ Reference,,CI_ Referenced_ Document,Buyer Supplied Parts Reference Document,A buyer supplied parts document reference for this CI trade product.,,,,,CI_ Trade_ Product. Buyer Supplied Parts_ Reference. CI_ Referenced_ Document,,BuyerSuppliedPartsReferenceDocument,
,,3971,,,UN01005799,BBIE,CI_ Trade_ Product Instance,1,0..1,0..0,Global Serial_ Identification,Identifier,,Global Serial ID,The unique global serial identifier for this CI trade product instance.,,,,,CI_ Trade_ Product Instance. Global Serial_ Identification. Identifier,,GlobalSerialID,
,,3972,,,UN01005800,BBIE,CI_ Trade_ Product Instance,2,0..1,0..0,Batch_ Identification,Identifier,,Batch ID,The unique batch identifier for this CI trade product instance.,,,,,CI_ Trade_ Product Instance. Batch_ Identification. Identifier,,BatchID,
,,3973,,,UN01005801,BBIE,CI_ Trade_ Product Instance,3,0..1,0..0,Kanban_ Identification,Identifier,,Kanban ID,The unique kanban identifier for this CI trade product instance.,,,,,CI_ Trade_ Product Instance. Kanban_ Identification. Identifier,,KanbanID,
,,3974,,,UN01005802,BBIE,CI_ Trade_ Product Instance,4,0..1,0..0,Supplier Assigned Serial_ Identification,Identifier,,Supplier Assigned Serial ID,The unique supplier assigned serial identifier for this CI trade product instance.,,,,,CI_ Trade_ Product Instance. Supplier Assigned Serial_ Identification. Identifier,,SupplierAssignedSerialID,
,,3975,,,UN01005803,BBIE,CI_ Trade_ Product Instance,5,0..1,0..0,Best Before,Date Time,,Best Before Date Time,"The date, time, date time, or other date time value before which it is best to consume this CI trade product instance.",,,UNCL2497,,CI_ Trade_ Product Instance. Best Before. Date Time,,BestBeforeDateTime,
,,3976,,,UN01005804,BBIE,CI_ Trade_ Product Instance,6,0..1,0..0,Expiry,Date Time,,Expiry Date Time,"The date, time, date time, or other date time value of expiry of this CI trade product instance.",,,,,CI_ Trade_ Product Instance. Expiry. Date Time,,ExpiryDateTime,
,,3977,,,UN01005805,BBIE,CI_ Trade_ Product Instance,7,0..1,0..0,Sell By,Date Time,,Sell By Date Time,"The date, time, date time, or other date time value after which this CI trade product instance should not be sold.",,,,,CI_ Trade_ Product Instance. Sell By. Date Time,,SellByDateTime,
,,3978,,,UN01006745,BBIE,CI_ Trade_ Product Instance,8,0..n,0..0,Serial_ Identification,Identifier,,Serial ID,A serial identifier for this CI trade product instance.,,,,,CI_ Trade_ Product Instance. Serial_ Identification. Identifier,,SerialID,
,,3979,,,UN01007164,BBIE,CI_ Trade_ Product Instance,9,0..n,0..0,Registration_ Identification,Identifier,,Registration ID,"A registration identifier, such as a vehicle licence plate identification, for this CI trade product instance.",,,,,CI_ Trade_ Product Instance. Registration_ Identification. Identifier,,RegistrationID,
,,3980,,,UN01005806,ASBIE,CI_ Trade_ Product Instance,1,0..n,0..0,Product,,CI_ Product_ Characteristic,Product Characteristic,A product characteristic for this CI trade product instance.,,,,,CI_ Trade_ Product Instance. Product. CI_ Product_ Characteristic,,ProductCharacteristic,
,,3981,,,UN01005807,ASBIE,CI_ Trade_ Product Instance,2,0..1,0..0,Production,,CI_ Supply Chain_ Event,Production Event,The production event for this CI trade product instance.,,,,,CI_ Trade_ Product Instance. Production. CI_ Supply Chain_ Event,,ProductionEvent,
,,3982,,,UN01005808,ASBIE,CI_ Trade_ Product Instance,3,0..1,0..0,Packaging,,CI_ Supply Chain_ Event,Packaging Event,The packaging event for this CI trade product instance.,,,,,CI_ Trade_ Product Instance. Packaging. CI_ Supply Chain_ Event,,PackagingEvent,
,,3983,,,UN01007165,ASBIE,CI_ Trade_ Product Instance,4,0..n,0..0,Applicable,,CI_ Material_ Goods Characteristic,Material Goods Characteristic,A material characteristic applicable to this CI trade product instance.,,,,,CI_ Trade_ Product Instance. Applicable. CI_ Material_ Goods Characteristic,,ApplicableGoodsCharacteristic,
v4,671,4043,1,,UN01005832,ABIE,CI_ Trade_ Tax,0,,,,,,CI Trade Tax,"A Cross Industry (CI) trade related fiscal tax, duty or levy.",明細行追加請求税クラス,明細行追加請求の税クラス,,,CI_ Trade_ Tax. Details,SubordinateDocumentAllowanceChargeTaxDetails,CITradeTax,
,,4044,,,UN01005833,BBIE,CI_ Trade_ Tax,1,0..n,0..0,Calculated,Amount,,Calculated Amount,"A monetary value resulting from the calculation of this CI trade related tax, levy or duty.",,,,,CI_ Trade_ Tax. Calculated. Amount,,CalculatedAmount,
,,4045,,,UN01005834,BBIE,CI_ Trade_ Tax,2,0..1,0..0,Type,Tax Type_ Code,,Type Code,"The code specifying the type of CI trade related tax, levy or duty, such as a code for a Value Added Tax (VAT).",,,UNCL5153,,CI_ Trade_ Tax. Type. Code,,TypeCode,
,,4046,,,UN01005835,BBIE,CI_ Trade_ Tax,3,0..1,0..0,Exemption Reason,Text,,Exemption Reason Text,"The reason, expressed as text, for exemption from this CI trade related tax, levy or duty.",,,,,CI_ Trade_ Tax. Exemption Reason. Text,,ExemptionReasonText,
,,4047,,,UN01005836,BBIE,CI_ Trade_ Tax,4,0..1,0..0,Calculated,Rate,,Calculated Rate,"The rate used to calculate the amount of this CI trade related tax, levy or duty.",,,,,CI_ Trade_ Tax. Calculated. Rate,,CalculatedRate,
,,4048,,,UN01005837,BBIE,CI_ Trade_ Tax,5,0..1,0..0,Calculation Sequence,Numeric,,Calculation Sequence Number,"The numeric expression of the sequence in which this CI trade related tax is to be or has been applied when multiple taxes are applicable per calculation, such as first ""Value Added Tax (VAT)"", second ""Transfer"".",,,,,CI_ Trade_ Tax. Calculation Sequence. Numeric,,CalculationSequenceNumeric,
,,4049,,,UN01005838,BBIE,CI_ Trade_ Tax,6,0..1,0..0,Basis,Quantity,,Basis Quantity,"The quantity used as the basis for calculating the amount of this CI trade related tax, levy or duty.",,,,,CI_ Trade_ Tax. Basis. Quantity,,BasisQuantity,
,,4050,,,UN01005839,BBIE,CI_ Trade_ Tax,7,0..n,0..0,Basis,Amount,,Basis Amount,"A monetary value used as the basis on which this CI trade related tax, levy or duty is calculated.",,,,,CI_ Trade_ Tax. Basis. Amount,,BasisAmount,
,,4051,,,UN01005840,BBIE,CI_ Trade_ Tax,8,0..n,0..0,Unit_ Basis,Amount,,Unit Basis Amount,"A monetary value that constitutes the per unit basis on which this CI trade related tax, levy or duty is calculated.",,,,,CI_ Trade_ Tax. Unit_ Basis. Amount,,UnitBasisAmount,
v4,672,4052,2,,UN01005841,BBIE,CI_ Trade_ Tax,9,0..1,1..1,Category,Code,,Category Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",明細行追加請求課税分類コード,明細行追加請求の課税分類コード,UNCL5305,,CI_ Trade_ Tax. Category. Code,SubordinateDocumentAllowanceChargeTaxCategoryCode,CategoryCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/CategoryCITradeTax/CategoryCode
,,4053,,,UN01005842,BBIE,CI_ Trade_ Tax,10,0..1,0..0,Currency,Currency_ Code,,Currency Code,"The code specifying the currency for this CI trade related tax, levy or duty.",,,UNCL6345,,CI_ Trade_ Tax. Currency. Code,,CurrencyCode,
,,4054,,,UN01005843,BBIE,CI_ Trade_ Tax,11,0..n,0..0,Jurisdiction,Text,,Jurisdiction Text,"A jurisdiction, expressed as text, to which this CI trade related tax, levy or duty applies.",,,,,CI_ Trade_ Tax. Jurisdiction. Text,,JurisdictionText,
,,4055,,,UN01005844,BBIE,CI_ Trade_ Tax,12,0..1,0..0,Customs Duty,Indicator,,Customs Duty Indicator,"The indication of whether or not this CI trade related tax, levy or duty is a customs duty.",,,,,CI_ Trade_ Tax. Customs Duty. Indicator,,CustomsDutyIndicator,
,,4056,,,UN01005845,BBIE,CI_ Trade_ Tax,13,0..1,0..0,Exemption Reason,Code,,Exemption Reason Code,"The code specifying a reason for exemption from this CI trade related tax, levy or duty.",,,,,CI_ Trade_ Tax. Exemption Reason. Code,,ExemptionReasonCode,
,,4057,,,UN01005846,BBIE,CI_ Trade_ Tax,14,0..1,0..0,Tax Basis Allowance,Rate,,Basis Allowance Rate,"The rate of the tax basis allowance (deduction or discount) used to calculate the CI trade related tax, levy or duty.",,,,,CI_ Trade_ Tax. Tax Basis Allowance. Rate,,TaxBasisAllowanceRate,
,,4058,,,UN01005847,BBIE,CI_ Trade_ Tax,15,0..1,0..0,Tax Point,Date,,Deprecated Tax Point Date,"The date of the tax point when this CI trade related tax, levy or duty becomes applicable.",,,,,CI_ Trade_ Tax. Tax Point. Date,,TaxPointDate,
,,4059,,,UN01005848,BBIE,CI_ Trade_ Tax,16,0..1,0..0,Type,Text,,Type Text,"The type, expressed as text, of this CI trade related tax, levy or duty.",,,UNCL5152,,CI_ Trade_ Tax. Type. Text,,TypeText,
,,4060,,,UN01005849,BBIE,CI_ Trade_ Tax,17,0..n,0..0,Information,Amount,,Information Amount,"A monetary value being reported for information for this CI trade related tax, levy or duty.",,,,,CI_ Trade_ Tax. Information. Amount,,InformationAmount,
,,4061,,,UN01005850,BBIE,CI_ Trade_ Tax,18,0..n,0..0,Category Name,Text,,Category Name,"A category name, expressed as text, of this CI trade related tax, levy or duty.",,,,,CI_ Trade_ Tax. Category Name. Text,,CategoryName,
,,4062,,,UN01006052,BBIE,CI_ Trade_ Tax,19,0..1,0..0,Due Date Type,Time Reference_ Code,,Due Date Type Code,The code specifying a type of due date for this CI trade tax.,,,UNCL2475,,CI_ Trade_ Tax. Due Date Type. Code,,DueDateTypeCode,
