nr,category,UNID,acronym,name1,name2,name3,name4,name5,name6,name7,name8,name9,name10,name11,name12,name13,name14,label_ja,label_local,definition_local,multiplicity,selector,fixed_value,version,code_list,issueing_agency,input_method,input_value,xml_imput_sing,selfbilling,amendment_selfbilling,Id,Business Term,Card.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,明細部,UN01014642,ASBIE,,,,,,,,CIILB_ Supply Chain_ Trade Settlement. Invoice_ Referenced. CI_ Referenced_ Document,,,,,,,明細行決済／参照インボイス対象物グループ,明細行が参照するインボイス対象物に関するグループ,0..n,,v4, , , , ,,●,●, ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,明細部,UN01005579,ABIE,,,,,,,,,CI_ Referenced_ Document. Details,,,,,,明細行インボイス対象物クラス,"明細行が参照するインボイス対象物クラス
　",－,,v4, , , , ,,　,　,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,明細部,UN01005580,BBIE,,,,,,,,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,,,,,（明細行参照）インボイス対象物ID,この明細行が参照するインボイス対象物のID,1..1,,v4, , , , ,,●,●,★,,IBT-128,?  Invoice line object identifier,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,明細部,UN01005582,BBIE,,,,,,,,,,CI_ Referenced_ Document. Issue. Date Time,,,,,（明細行参照）インボイス対象物発行日,この明細行が参照するインボイス対象物の発行日,0..1,,v4,,, , ,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,明細部,UN01005585,BBIE,,,,,,,,,,CI_ Referenced_ Document. Line. Identifier,,,,,（明細行参照）インボイス対象物明細行ID,この明細行が参照するインボイス対象物の明細行ID,1..1,,v4,  ,  , , ,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,明細部,UN01005586,BBIE,,,,,,,,,,CI_ Referenced_ Document. Reference_ Type. Code,,,,,（明細行参照）文書参照タイプコード,この明細行が参照する文書の参照タイプを識別するコード。,0..1,,v4.1,UNCL1153,UN/CEFACT,"
コード値
選択入力
",ユーザー選択指定,,●,●,★,,IBT-128-1,? ?  Scheme identifier,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,明細部,UN01005588,BBIE,,,,,,,,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,,,,,（明細行参照）インボイス対象物履歴ID,この明細行が参照するインボイス対象物の変更履歴を管理するID。,0..1,,v4,  ,  , , ,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,明細部,UN01009672,BBIE,,,,,,,,,,CI_ Referenced_ Document. Type. Code,,,,,（明細行参照）文書タイプコード,この明細行が参照する文書タイプを識別するコード,0..1,,v4,UNCL1001,UN/CEFACT, , ,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,明細部,UN01014899,BBIE,,,,,,,,,,CI_ Referenced_ Document. Subtype. Code,,,,,（明細行参照）文書サブタイプコード,この明細行が参照する文書の文書サブタイプコード,0..1,,v4,JECxxxx,JEC, , ,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,明細部,UN01014643,ASBIE,,,,,,,,CIILB_ Supply Chain_ Trade Settlement. Specified. CI_ Financial_ Adjustment,,,,,,,明細行決済／調整（修正差額調整）グループ,明細行決済の調整（修正差額調整）に関するグループ,0..1,,v4.3, , , ,,,,▼,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,明細部,UN01005487,ABIE,,,,,,,,,CI_ Financial_ Adjustment. Details,,,,,,明細行調整クラス,明細行の調整に関する情報からなるクラス,－,,v4.3, , , ,,,,　,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,明細部,UN01005488,BBIE,,,,,,,,,,CI_ Financial_ Adjustment. Reason. Code,,,,,明細行調整理由コード（修正差額調整）,"この明細行の調整理由を示す識別コード
'=62(修正差額調整)",0..1,,v4.3,UNCL4465,UN/CEFACT,"属性コード値
固定入力",,,,▼,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,明細部,UN01005489,BBIE,,,,,,,,,,CI_ Financial_ Adjustment. Reason. Text,,,,,明細行調整理由,この明細行の調整理由を文字で表現した内容,0..1,,v4.3,,,,,,,▼,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,明細部,UN01005490,BBIE,,,,,,,,,,CI_ Financial_ Adjustment. Actual. Amount,,,,,明細行調整金額,"この明細行の調整金額
＜調整理由コード＝62＞
'=修正差額調整金額",0..1,,v4.3,,, ,,,,▼,,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,明細部,UN01014897,ASBIE,,,,,,,,,,CI_ Financial_ Adjustment. Related. CI_ Trade_ Tax,,,,,明細行調整／調整税グループ,調整明細行の税率別税クラスに関するグループ,0..1,,v4.3, ,    , ,,,,▼,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,明細部,UN01005832,ABIE,,,,,,,,,,,CI_ Trade_ Tax. Details,,,,明細行調整税（修正差額調整）クラス,調整明細行の税率別税クラス（修正差額調整）,－,,v4.3, ,    , ,,,, ,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,明細部,UN01005841,BBIE,,,,,,,,,,,,CI_ Trade_ Tax. Category. Code,,,明細行調整課税分類コード,調整明細行の課税分類コード,0..1,,v4.3,UNCL5305,UN/CEFACT,"コード値
選択入力",,,,▼,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,明細部,UN01007174,BBIE,,,,,,,,,,,,CI_ Trade_ Tax. Rate_ Applicable. Percent,,,明細行調整税率,調整明細行の税率,0..1,,v4.3, ,    , ,,,,▼,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,明細部,UN01014643,ASBIE,,,,,,,,CIILB_ Supply Chain_ Trade Settlement. Specified. CI_ Financial_ Adjustment,,,,,,,明細行決済／調整グループ,明細行決済の調整に関するグループ,0..n,,v4.3, , , ,,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,明細部,UN01005487,ABIE,,,,,,,,,CI_ Financial_ Adjustment. Details,,,,,,明細行調整クラス,明細行の調整に関する情報からなるクラス,－,,v4.3, , , ,,,,,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,明細部,UN01005488,BBIE,,,,,,,,,,CI_ Financial_ Adjustment. Reason. Code,,,,,明細行調整理由コード,"この明細行の調整理由を示す識別コード
=30の場合（入金）",0..1,,v4.3,UNCL4465,UN/CEFACT,"属性コード値
選択入力",,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,明細部,UN01005489,BBIE,,,,,,,,,,CI_ Financial_ Adjustment. Reason. Text,,,,,明細行調整理由,この明細行の調整理由を文字で表現した内容,0..1,,v4.3,,, ,,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,明細部,UN01005490,BBIE,,,,,,,,,,CI_ Financial_ Adjustment. Actual. Amount,,,,,明細行調整金額,"この明細行の調整金額30の場合＞
'=入金",0..1,,v4.3,,, ,,,＊,＊,,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,明細部,UN01005492,BBIE,,,,,,,,,,CI_ Financial_ Adjustment. Actual. Date Time,,,,,明細行調整実施日,この明細行の調整実施日,0..1,,v4.3,,,,,,＊,＊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,明細部,UN01014897,ASBIE,,,,,,,,,,CI_ Financial_ Adjustment. Related. CI_ Trade_ Tax,,,,,明細行調整／調整税グループ,調整明細行の税率別税クラスに関するグループ,0..1,,v4.3, ,    , ,,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,明細部,UN01005832,ABIE,,,,,,,,,,,CI_ Trade_ Tax. Details,,,,明細行調整税クラス,調整明細行の税率別税クラス,－,,v4.3, ,    , ,,,,,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,明細部,UN01005834,BBIE,,,,,,,,,,,,CI_ Trade_ Tax. Type. Code,,,明細行調整税タイプコード,税の種類を識別するコード,0..1,,v4.3,UNCL5153,UN/CEFACT,"コード値
選択入力",,,＊,＊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,明細部,UN01005839,BBIE,,,,,,,,,,,,CI_ Trade_ Tax. Basis. Amount,,,明細行調整税額計算基準金額,税額計算のベースとなる金額,0..1,,v4.3,,,,,,＊,＊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,明細部,UN01005841,BBIE,,,,,,,,,,,,CI_ Trade_ Tax. Category. Code,,,明細行調整課税分類コード,調整明細行の課税分類コード,0..1,,v4.3,UNCL5305,UN/CEFACT,"コード値
選択入力",,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,明細部,UN01007174,BBIE,,,,,,,,,,,,CI_ Trade_ Tax. Rate_ Applicable. Percent,,,明細行調整税率,調整明細行の税率,0..1,,v4.3, ,    , ,,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,明細部,UN01014644,ASBIE,,,,,,,,CIILB_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,,,,,,,明細行決裁／返金グループ,明細行の返金に関するグループ,0..n,,v4, , , , ,,●,●,★ ,,IBG-27,?  INVOICE LINE ALLOWANCES,0..n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,明細部,UN01005706,ABIE,,,,,,,,,CI_ Trade_ Allowance Charge. Details,,,,,,明細行返金クラス,明細行返金のクラス,－,,v4, , , , ,,　,　,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,明細部,UN01005707,BBIE,,,,,,,,,,CI_ Trade_ Allowance Charge. Charge. Indicator,,,,,"明細行返金・追加請求判別子
    =返金（Allowance）","明細行返金・追加請求判別子
    =false (Allowance）",1..1,,v4,JECxxxx,JEC,"判別子
固定入力",FALSE,,●,●, ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,明細部,UN01005710,BBIE,,,,,,,,,,CI_ Trade_ Allowance Charge. Calculation. Percent,,,,,明細行返金計算率,この明細行追加請求を計算するための率,0..1,,v4.1,  ,  , , ,,＊,＊,★,,IBT-138,? ?  Invoice line allowance percentage,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,明細部,UN01005713,BBIE,,,,,,,,,,CI_ Trade_ Allowance Charge. Actual. Amount,,,,,明細行返金金額,この明細行に紐付く返金金額,0..1,,v4,,, , ,,＊,＊,★,,IBT-136,? ?  Invoice line allowance amount,1..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,明細部,UN01005714,BBIE,,,,,,,,,,CI_ Trade_ Allowance Charge. Reason. Code,,,,,明細行返金理由コード,この明細行の返金理由を識別するコード,0..1,,v4,UNCL4465,UN/CEFACT, , ,,＊,＊,★,,IBT-140,? ?  Invoice line allowance reason code,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,明細部,UN01005715,BBIE,,,,,,,,,,CI_ Trade_ Allowance Charge. Reason. Text,,,,,明細行返金理由,"この明細行の返金理由（内容）の説明
軽減税率対象の場合は軽減符号を付記",0..1,,v4,,, , ,,＊,＊,★,,IBT-139,? ?  Invoice line allowance reason,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,明細部,UN01008286,BBIE,,,,,,,,,,CI_ Trade_ Allowance Charge. Basis. Amount,,,,,明細行返金計算根拠金額,この明細行返金の計算根拠となる金額,0..1,,v4.1,,, , ,,＊,＊,★,,IBT-137,? ?  Invoice line allowance base amount,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,明細部,UN01005716,ASBIE,,,,,,,,,,CI_ Trade_ Allowance Charge. Category. CI_ Trade_ Tax,,,,,明細行返金税グループ,明細行返金の税に関するグループ,0..n,,v4, , , , ,,＊,＊,,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,明細部,UN01005832,ABIE,,,,,,,,,,,CI_ Trade_ Tax. Details,,,,明細行返金税クラス,明細行返金の税クラス,－,,v4, , , , ,, , ,,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,明細部,UN01005841,BBIE,,,,,,,,,,,,CI_ Trade_ Tax. Category. Code,,,明細行返金課税分類コード,明細行返金の課税分類コード,1..1,,v4,UNCL5305,UN/CEFACT,"コード値
選択入力","デフォルト
＝S（標準税率）",,＊,＊,,,IBT-096,?  Document level allowance TAX rate,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,明細部,UN01007174,BBIE,,,,,,,,,,,,CI_ Trade_ Tax. Rate_ Applicable. Percent,,,明細行返金税率,明細行返金の税率,0..1,,v4, , , , ,,＊,＊,,,IBT-095,?  Document level allowance TAX category code,1..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,明細部,UN01014644,ASBIE,,,,,,,,CIILB_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,,,,,,,明細行決裁／追加請求グループ,明細行決裁／追加請求グループ,0..n,,v4.1,　,　, , ,,●,●,★ ,,IBG-28,?  INVOICE LINE CHARGES,0..n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,明細部,UN01005706,ABIE,,,,,,,,,CI_ Trade_ Allowance Charge. Details,,,,,,明細行追加請求クラス,明細行追加請求クラス,－,,v4.1,　,　, , ,,　,　,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,明細部,UN01005707,BBIE,,,,,,,,,,CI_ Trade_ Allowance Charge. Charge. Indicator,,,,,"明細行返金・追加請求判別子
    =追加請求（Charge）","明細行返金・追加請求判別子
    =True (Charge)",1..1,,v4.1,JECxxxx,JEC,"判別子
固定入力",TRUE,,●,●, ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,明細部,UN01005710,BBIE,,,,,,,,,,CI_ Trade_ Allowance Charge. Calculation. Percent,,,,,明細行追加請求計算率,この明細行追加請求を計算するための率,0..1,,v4.1,  ,  , , ,,＊,＊,★,,IBT-143,? ?  Invoice line charge percentage,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,明細部,UN01005713,BBIE,,,,,,,,,,CI_ Trade_ Allowance Charge. Actual. Amount,,,,,明細行追加請求金額,この明細行に紐付く追加請求金額。,0..1,,v4.1,,, , ,,＊,＊,★,,IBT-141,? ?  Invoice line charge amount,1..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,明細部,UN01005714,BBIE,,,,,,,,,,CI_ Trade_ Allowance Charge. Reason. Code,,,,,明細行追加請求理由コード,この明細行の追加請求理由を識別するコード,0..1,,v4.1,UNCL4465,UN/CEFACT, , ,,＊,＊,★,,IBT-145,? ?  Invoice line charge reason code,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,明細部,UN01005715,BBIE,,,,,,,,,,CI_ Trade_ Allowance Charge. Reason. Text,,,,,明細行追加請求理由,この明細行の追加請求理由（内容）の説明,0..1,,v4.1,,, , ,,＊,＊,★,,IBT-144,? ?  Invoice line charge reason,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,明細部,UN01008286,BBIE,,,,,,,,,,CI_ Trade_ Allowance Charge. Basis. Amount,,,,,明細行追加請求計算根拠金額,この明細行追加請求の計算根拠となる金額,0..1,,v4.1,,, , ,,＊,＊,★,,IBT-142,? ?  Invoice line charge base amount,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,明細部,UN01005716,ASBIE,,,,,,,,,,CI_ Trade_ Allowance Charge. Category. CI_ Trade_ Tax,,,,,明細行追加請求税グループ,明細行追加請求の税に関するグループ,0..n,,v4, , , , ,,＊,＊,,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,明細部,UN01005832,ABIE,,,,,,,,,,,CI_ Trade_ Tax. Details,,,,明細行追加請求税クラス,明細行追加請求の税クラス,－,,v4, , , , ,, , ,,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,明細部,UN01005841,BBIE,,,,,,,,,,,,CI_ Trade_ Tax. Category. Code,,,明細行追加請求課税分類コード,明細行追加請求の課税分類コード,1..1,,v4,UNCL5305,UN/CEFACT,"コード値
選択入力","デフォルト
＝S（標準税率）",,＊,＊,,,IBT-096,?  Document level allowance TAX rate,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,明細部,UN01007174,BBIE,,,,,,,,,,,,CI_ Trade_ Tax. Rate_ Applicable. Percent,,,明細行追加請求税率,明細行追加請求の税率,0..1,,v4, , , , ,,＊,＊,,,IBT-095,?  Document level allowance TAX category code,1..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,明細部,UN01014894,ASBIE,,,,,,,,CIILB_ Supply Chain_ Trade Settlement. Billing. CI_ Specified_ Period,,,,,,,明細行／取引期間グループ,"明細行の取引期間に関する情報からなるグループ
明細文書ヘッダ、または明細行のいずれかの取引期間グループが法的必須
明細文書ヘッダ取引期間グループにデータ入力した場合は明細行取引期間グループのデータ入力は省略することができる",1..1,,v4, , , , ,,○,○,★,,IBG-26,?  INVOICE LINE PERIOD,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,明細部,UN01005608,ABIE,,,,,,,,,CI_ Specified_ Period. Details,,,,,,明細行取引期間クラス,明細行の取引期間に関する情報からなるクラス,－,,v4, , , , ,,　,　,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,明細部,UN01005612,BBIE,,,,,,,,,,CI_ Specified_ Period. Start. Date Time,,,,,明細行取引開始日,この明細行の取引開始日,0..1,,v4,,,,,,＊,＊,★,,IBT-134,? ?  Invoice line period start date,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,明細部,UN01005613,BBIE,,,,,,,,,,CI_ Specified_ Period. End. Date Time,,,,,明細行取引終了日,この明細行の取引終了日,0..1,,v4,,,,,,◎,◎,★,1,IBT-135,? ?  Invoice line period end date,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,明細部,JPSxxxxxxxx,ASBIE,,,,,,,,CIILB_ Supply Chain_ Trade Settlement. Receivable_ Specified. CI_ Trade_ Accounting Account,,,,,,,明細行／会計アカウントグループ,この明細行の会計アカウントに関するグループ,0..1,,v4.3,　,　,,　,,▽,▽,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,明細部,UN01005680,ABIE,,,,,,,,,CI_ Trade_ Accounting Account. Details,,,,,,会計アカウントクラス,会計アカウントに関するクラス,－,,v4.3,  ,  ,,  ,,  ,  ,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,明細部,UN01005681,BBIE,,,,,,,,,,CI_ Trade_ Accounting Account. Identification. Identifier,,,,,明細行会計アカウントID,明細行会計アカウントのID,1..1,,v4.3,,国税庁,"ID値
選択入力",,,▽,▽,★,,IBT-133,Invoice line Buyer accounting reference,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,明細部,UN01005683,BBIE,,,,,,,,,,CI_ Trade_ Accounting Account. Type. Code,,,,,明細行会計アカウントタイプコード,明細行会計アカウントのタイプコード,0..1,,v4.3,,,,  ,,▽,▽,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,明細部,UN01005685,BBIE,,,,,,,,,,CI_ Trade_ Accounting Account. Name. Text,,,,,明細行会計アカウント名,明細行会計アカウントの名称,0..1,,v4.3,  ,  ,,  ,,▽,▽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,明細部,UN01010016,ASBIE,,,,,,CIILB_ Subordinate_ Trade Line Item. Applicable. CI_ Trade_ Product,,,,,,,,,明細行／取引品目グループ,明細行の取引品目に関するグループ,1..1,,v1, , , , ,,○,○, ☆,,IBG-31,?  ITEM INFORMATION,1..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,明細部,UN01005809,ABIE,,,,,,,CI_ Trade_ Product. Details,,,,,,,,取引品目クラス,取引品目に関する情報からなるクラス。, -,,v1, , , , ,,　,　,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,明細部,UN01005810,BBIE,,,,,,,,CI_ Trade_ Product. Identification. Identifier,,,,,,,品目ID,品目名を特定するために付与したID,0..1,,v1, , , , ,,＊,＊,,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,明細部,UN01005811,BBIE,,,,,,,,CI_ Trade_ Product. Global_ Identification. Identifier,,,,,,,グローバル品目ID,GTIN、JANIDなどの国際的に登録された品目ID,0..1,,v4.1,ISO/IEC 6523,ISO, , ,,＊,＊,★,,IBT-157,? ?  Item standard identifier,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
