seq,acronym,property_type,class_term,property_term,representation_term,code_list,associated_class,element,DEN,multiplicity,definition,TDED,short_name,UNID,level,version,sequence,type,identifier,label_local,definition_local,attribute,xpath,name,multiplicity_SME
2313,BBIE,Attribute,CIIH_ Trade Settlement_ Monetary Summation,I,I,,,IncludingTaxesLineTotalAmount,CIIH_ Trade Settlement_ Monetary Summation. Including Taxes_ Line Total. Amount,0..n,"A monetary value of the line total, including taxes, being reported in this CIIH trade settlement monetary summation.",,Including Taxes Line Total Amount,UN01013091,2,v4,151,A,,鑑ヘッダ譲渡資産合計金額(税込み),∑明細文書ヘッダ譲渡資産合計金額（税込み）,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II,IIMonetarySummationTaxesLineTotalAmount,0..0
2314,ASBIE,Composition,CIIH_ Trade Settlement_ Monetary Summation,Specified,,,CI_ Referenced Document,SpecifiedCIReferencedDocument,CIIH_ Trade Settlement_ Monetary Summation. Specified. CI_ Referenced_ Document,0..n,A document referenced for the monetary summation of this CIIH trade settlement.,,Referenced Document,UN01015493,,,,,,,,,,,0..0
3462,BBIE,Attribute,CI_ Financial_ Adjustment,I,_,,,ActualAmount,CI_ Financial_ Adjustment. Actual. Amount,0..n,An actual monetary value added or subtracted as a result of this CI financial adjustment.,,Actual Amount,UN01005490,2,v4,156,A,,鑑ヘッダ調整金額（修正差額調整合計額）,"鑑ヘッダ調整金額（鑑ヘッダで減額処理）
＜鑑ヘッダ調整理由コード62（デフォルト）＞
　前回インボイス金額ー修正インボイス金額",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/I,IIFinancialAdjustmentActualAmount,0..0
2272,ASBIE,Composition,CIIH_ Supply Chain_ Trade Settlement,Specified,,,CI_ Financial Adjustment,SpecifiedCIFinancialAdjustment,CIIH_ Supply Chain_ Trade Settlement. Specified. CI_ Financial_ Adjustment,0..n,A Cross Industry (CI) financial adjustment specified for this CIIH supply chain trade settlement.,,Financial Adjustment,UN01005931,,,,,,,,,,,0..0
2343,ASBIE,Composition,CIILB_ Supply Chain_ Trade Settlement,Specified,,,CI_ Financial Adjustment,SpecifiedCIFinancialAdjustment,CIILB_ Supply Chain_ Trade Settlement. Specified. CI_ Financial_ Adjustment,0..n,A financial adjustment specified for this CIILB supply chain trade settlement.,,Specified Financial Adjustment,UN01014643,,,,,,,,,,,0..0
2420,ASBIE,Composition,CIIL_ Supply Chain_ Trade Settlement,Specified,,,CI_ Financial Adjustment,SpecifiedCIFinancialAdjustment,CIIL_ Supply Chain_ Trade Settlement. Specified. CI_ Financial_ Adjustment,0..n,A Cross Industry (CI) financial adjustment specified for this CIIL supply chain trade settlement.,,Financial Adjustment,UN01006003,,,,,,,,,,,0..0
2854,ASBIE,Composition,CIRL_ Supply Chain_ Trade Settlement,Specified,,,CI_ Financial Adjustment,SpecifiedCIFinancialAdjustment,CIRL_ Supply Chain_ Trade Settlement. Specified. CI_ Financial_ Adjustment,0..n,A financial adjustment specified for this CIRL supply chain trade settlement.,,Financial Adjustment,UN01008802,,,,,,,,,,,0..0
2904,ASBIE,Composition,CIRT_ Supply Chain_ Trade Settlement,Specified,,,CI_ Financial Adjustment,SpecifiedCIFinancialAdjustment,CIRT_ Supply Chain_ Trade Settlement. Specified. CI_ Financial_ Adjustment,0..n,A financial adjustment specified for this CIRT supply chain trade settlement.,,Financial Adjustment,UN01008811,,,,,,,,,,,0..0
3460,BBIE,Attribute,CI_ Financial_ Adjustment,I,_,UNCL(4465),,ReasonCode,CI_ Financial_ Adjustment. Reason. Code,0..1,The code specifying a reason for this CI financial adjustment.,(4465),Reason Code,UN01005488,2,v4,154,A,,鑑ヘッダ調整理由コード（修正差額調整）,"鑑ヘッダ調整金額の内容を識別するコード
62（修正差額調整：デフォルト）",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/I,IIFinancialAdjustmentReasonCode,0..0
3461,BBIE,Attribute,CI_ Financial_ Adjustment,I,_,,,ReasonText,CI_ Financial_ Adjustment. Reason. Text,0..n,"A reason, expressed as text, for this CI financial adjustment.",,Reason Text,UN01005489,2,v4,155,A,,鑑ヘッダ調整理由（修正差額調整）,鑑ヘッダ調整の内容説明,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/I,IIFinancialAdjustmentReasonText,0..0
3462,BBIE,Attribute,CI_ Financial_ Adjustment,I,_,,,ActualAmount,CI_ Financial_ Adjustment. Actual. Amount,0..n,An actual monetary value added or subtracted as a result of this CI financial adjustment.,,Actual Amount,UN01005490,2,v4,156,A,,鑑ヘッダ調整金額（修正差額調整合計額）,"鑑ヘッダ調整金額（鑑ヘッダで減額処理）
＜鑑ヘッダ調整理由コード62（デフォルト）＞
　前回インボイス金額ー修正インボイス金額",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/I,IIFinancialAdjustmentActualAmount,0..0
3463,BBIE,Attribute,CI_ Financial_ Adjustment,Actual,Quantity,,,ActualQuantity,CI_ Financial_ Adjustment. Actual. Quantity,0..1,The actual quantity added or subtracted as a result of this CI financial adjustment.,,Actual Quantity,UN01005491,,,,,,,,,,,0..0
3464,BBIE,Attribute,CI_ Financial_ Adjustment,Actual,Date Time,,,ActualDateTime,CI_ Financial_ Adjustment. Actual. Date Time,0..1,"The actual date, time, date time, or other date time value of this CI financial adjustment.",,Actual Date Time,UN01005492,,,,,,,,,,,0..0
3465,BBIE,Attribute,CI_ Financial_ Adjustment,I,_,,,DirectionCode,CI_ Financial_ Adjustment. Direction. Code,0..1,The code specifying whether the CI financial adjustment is an addition or a subtraction.,,Direction Code,UN01014649,2,v4,157,A,,鑑ヘッダ調整取引方向コード,"鑑ヘッダ調整額の＋ーを識別するコード
マイナス金額を許容しない場合は必須",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/I,IIFinancialAdjustmentDirectionCode,0..0
3466,ASBIE,Composition,CI_ Financial_ Adjustment,Claim Related,,,CI_ Trade Party,ClaimRelatedCITradeParty,CI_ Financial_ Adjustment. Claim_ Related. CI_ Trade_ Party,0..1,The claim related party for this CI financial adjustment.,,Claim Related Party,UN01009670,,,,,,,,,,,0..0
3467,ASBIE,Composition,CI_ Financial_ Adjustment,Invoice Reference,,,CI_ Referenced Document,InvoiceReferenceCIReferencedDocument,CI_ Financial_ Adjustment. Invoice_ Reference. CI_ Referenced_ Document,0..1,The invoice document referenced for this CI financial adjustment.,,Referenced Invoice Document,UN01009671,,,,,,,,,,,0..0
3468,ASBIE,Composition,CI_ Financial_ Adjustment,Related,,,CI_ Trade Tax,RelatedCITradeTax,CI_ Financial_ Adjustment. Related. CI_ Trade_ Tax,0..n,A trade tax related to this CI financial adjustment.,,Related Tax,UN01014897,,,,,,,,,,,0..0
3310,ASBIE,Composition,CI_ Advance_ Payment,I,,,_,I,CI_ Advance_ Payment. Identified. CI_ Trade_ Payment Terms,0..1,The trade payment terms identified for this CI advance payment.,,Payment Terms,UN01015596,2,v4.2,183,C,,前払／支払条件グループ,前払の支払条件に関するグループ,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/I,IIAdvancePaymentIdentifiedPaymentTerms,
2286,ASBIE,Composition,CIIH_ Supply Chain_ Trade Settlement,Specified,,,CI_ Advance Payment,SpecifiedCIAdvancePayment,CIIH_ Supply Chain_ Trade Settlement. Specified. CI_ Advance_ Payment,0..n,An advance payment specified for this CIIH supply chain trade settlement.,,Advance Payment,UN01015598,,,,,,,,,,,0..0
3305,BBIE,Attribute,CI_ Advance_ Payment,I,_,,,PaidAmount,CI_ Advance_ Payment. Paid. Amount,1..1,The monetary value of the funds or securities paid in this CI advance payment.,,Paid Amount,UN01015591,2,v4.2,177,A,,前払金額（税込み）,税込みの前払金額,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/I,IIAdvancePaymentPaidAmount,0..0
3306,BBIE,Attribute,CI_ Advance_ Payment,I,_,,,FormattedReceivedDateTime,CI_ Advance_ Payment. Formatted_ Received. Date Time,0..1,The formatted date or date time value when this CI advance payment has been received.,,Formatted Received Date Time,UN01015592,2,v4.2,178,A,,前払日,前払金額の支払日,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/I,IIAdvancePaymentFormattedReceivedDateTime,0..0
3307,BBIE,Attribute,CI_ Advance_ Payment,I,_,,,ID,CI_ Advance_ Payment. Identification. Identifier,0..1,The identifier for this CI advance payment.,,ID,UN01015593,2,v4.2,179,A,,前払ID,前払者が付与した前払ID,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/I,IIAdvancePaymentID,0..0
3308,ASBIE,Composition,CI_ Advance_ Payment,Included,,,CI_ Trade Tax,IncludedCITradeTax,CI_ Advance_ Payment. Included. CI_ Trade_ Tax,0..n,A trade tax included in this CI advance payment.,,Included Tax,UN01015594,,,,,,,,,,,0..0
3309,ASBIE,Composition,CI_ Advance_ Payment,Invoice Specified,,,CI_ Referenced Document,InvoiceSpecifiedCIReferencedDocument,CI_ Advance_ Payment. Invoice_ Specified. CI_ Referenced_ Document,0..n,An invoice document referenced by this CI advance payment.,,Invoice Document,UN01015595,,,,,,,,,,,0..0
3310,ASBIE,Composition,CI_ Advance_ Payment,Identified,,,CI_ Trade Payment Terms,IdentifiedCITradePaymentTerms,CI_ Advance_ Payment. Identified. CI_ Trade_ Payment Terms,0..1,The trade payment terms identified for this CI advance payment.,,Payment Terms,UN01015596,,,,,,,,,,,0..0
2407,ASBIE,Composition,CIIL_ Supply Chain_ Trade Line Item,I,,,I,II,CIIL_ Supply Chain_ Trade Line Item. Subordinate. CIILB_ Subordinate_ Trade Line Item,1..n(0..n),A CIILB trade line item subordinate to this supply chain trade line item.,,Subordinate Trade Line Item,UN01009669,2,v1,271,C,,明細文書ヘッダ／明細行グループ,明細文書ヘッダの明細行に関するグループ。,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II,TransactionIIDocumentSubordinateSubordinateDocument,
2291,ASBIE,Composition,CIIH_ Supply Chain_ Trade Transaction,Included,,,CIIL_ Supply Chain Trade Line Item,IncludedCIILSupplyChainTradeLineItem,CIIH_ Supply Chain_ Trade Transaction. Included. CIIL_ Supply Chain_ Trade Line Item,0..n,A Cross Industry Invoice Line (CIIL) supply chain trade line item included in this CIIH supply chain trade transaction.,,Trade Line Item,UN01005940,,,,,,,,,,,0..0
2402,ASBIE,Composition,CIIL_ Supply Chain_ Trade Line Item,Associated,,,CIIL_ Document Line Document,AssociatedCIILDocumentLineDocument,CIIL_ Supply Chain_ Trade Line Item. Associated. CIIL_ Document Line_ Document,1..1,The document line associated with this CIIL supply chain trade line item.,,Document Line,UN01005989,,,,,,,,,,,0..0
2403,ASBIE,Composition,CIIL_ Supply Chain_ Trade Line Item,Specified,,,CIIL_ Supply Chain Trade Agreement,SpecifiedCIILSupplyChainTradeAgreement,CIIL_ Supply Chain_ Trade Line Item. Specified. CIIL_ Supply Chain_ Trade Agreement,0..1,The CIIL supply chain trade agreement specified for this CIIL supply chain trade line item.,,Trade Agreement,UN01005990,,,,,,,,,,,0..0
2404,ASBIE,Composition,CIIL_ Supply Chain_ Trade Line Item,Specified,,,CIIL_ Supply Chain Trade Delivery,SpecifiedCIILSupplyChainTradeDelivery,CIIL_ Supply Chain_ Trade Line Item. Specified. CIIL_ Supply Chain_ Trade Delivery,0..1,The CIIL supply chain trade delivery specified for this CIIL supply chain trade line item.,,Trade Delivery,UN01005991,,,,,,,,,,,0..0
2405,ASBIE,Composition,CIIL_ Supply Chain_ Trade Line Item,Specified,,,CIIL_ Supply Chain Trade Settlement,SpecifiedCIILSupplyChainTradeSettlement,CIIL_ Supply Chain_ Trade Line Item. Specified. CIIL_ Supply Chain_ Trade Settlement,1..1,The CIIL supply chain trade settlement specified for this CIIL supply chain trade line item.,,Trade Settlement,UN01005992,,,,,,,,,,,0..0
2406,ASBIE,Composition,CIIL_ Supply Chain_ Trade Line Item,Specified,,,CI_ Trade Product,SpecifiedCITradeProduct,CIIL_ Supply Chain_ Trade Line Item. Specified. CI_ Trade_ Product,0..1,The Cross Industry (CI) trade product specified for this CIIL supply chain trade line item.,,Product,UN01005993,,,,,,,,,,,0..0
2407,ASBIE,Composition,CIIL_ Supply Chain_ Trade Line Item,Subordinate,,,CIILB_ Subordinate Trade Line Item,SubordinateCIILBSubordinateTradeLineItem,CIIL_ Supply Chain_ Trade Line Item. Subordinate. CIILB_ Subordinate_ Trade Line Item,0..n,A CIILB trade line item subordinate to this supply chain trade line item.,,Subordinate Trade Line Item,UN01009669,,,,,,,,,,,0..0
2356,ASBIE,Composition,CIIL_ Document Line_ Document,I,,,I,II,CIIL_ Document Line_ Document. Reference. CI_ Referenced_ Document,0..1(0..n),A document referenced from this CIIL document line.,,Reference Document,UN01014895,2,v4,197,C,,明細文書／組込み文書グループ,この明細文書の組込み文書に関するグループ。,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II,IIDocumentLineDocumentReferenceDocument,
2348,BBIE,Attribute,CIIL_ Document Line_ Document,I,I,UNCL(1156),,LineID,CIIL_ Document Line_ Document. Line. Identifier,0..1,The unique identifier of the line of this CIIL document line.,(1156),ID,UN01005954,2,v4,190,A,,明細文書ID,明細文書を識別するID。デフォルト=1。プロバイダがセットする,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II,IIDocumentLineDocumentLineID,0..0
2349,BBIE,Attribute,CIIL_ Document Line_ Document,Line Status,Code,UNCL(1229),,LineStatusCode,CIIL_ Document Line_ Document. Line Status. Code,0..1,The code specifying the status of this CIIL document line.,(1229),Status Code,UN01005955,,,,,,,,,,,0..0
2350,BBIE,Attribute,CIIL_ Document Line_ Document,Line Status Reason,Code,,,LineStatusReasonCode,CIIL_ Document Line_ Document. Line Status Reason. Code,0..1,The code specifying the line status reason for this CIIL document line.,,Status Reason Code,UN01005956,,,,,,,,,,,0..0
2351,BBIE,Attribute,CIIL_ Document Line_ Document,Parent Line,Identifier,UNCL(1156),,ParentLineID,CIIL_ Document Line_ Document. Parent_ Line. Identifier,0..1,The identifier of the parent line of this CIIL document line.,(1156),Parent Line ID,UN01009058,,,,,,,,,,,0..0
2352,BBIE,Attribute,CIIL_ Document Line_ Document,I,I,UNCL(1003),,CategoryCode,CIIL_ Document Line_ Document. Category. Code,0..1,The code specifying the category of this CIIL document line.,(1003),Category Code,UN01014645,2,v4,191,A,,明細文書類型コード,この明細文書の取引類型（資産譲渡、補完、返金・追加請求等）を識別するコード。,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II,IIDocumentLineDocumentCategoryCode,0..0
2353,BBIE,Attribute,CIIL_ Document Line_ Document,Response Reason,Code,,,ResponseReasonCode,CIIL_ Document Line_ Document. Response Reason. Code,0..1,The code specifying the response reason of this CIIL document line.,,Response Reason Code,UN01014646,,,,,,,,,,,0..0
2354,BBIE,Attribute,CIIL_ Document Line_ Document,Requested Response Type,Code,UNCL(4343),,RequestedResponseTypeCode,CIIL_ Document Line_ Document. Requested_ Response Type. Code,0..1,The code specifying the type of response requested for this CIIL document line.,(4343),Requested Response Type Code,UN01015600,,,,,,,,,,,0..0
2355,ASBIE,Composition,CIIL_ Document Line_ Document,Included,,,CI Note,IncludedCINote,CIIL_ Document Line_ Document. Included. CI_ Note,0..n,A Cross Industry (CI) note included in this CIIL document line.,,Note,UN01005957,,,,,,,,,,,0..0
2356,ASBIE,Composition,CIIL_ Document Line_ Document,Reference,,,CI_ Referenced Document,ReferenceCIReferencedDocument,CIIL_ Document Line_ Document. Reference. CI_ Referenced_ Document,0..n,A document referenced from this CIIL document line.,,Reference Document,UN01014895,,,,,,,,,,,0..0
2402,ASBIE,Composition,CIIL_ Supply Chain_ Trade Line Item,Associated,,,CIIL_ Document Line Document,AssociatedCIILDocumentLineDocument,CIIL_ Supply Chain_ Trade Line Item. Associated. CIIL_ Document Line_ Document,1..1,The document line associated with this CIIL supply chain trade line item.,,Document Line,UN01005989,,,,,,,,,,,0..0
2425,ASBIE,Composition,CIIL_ Supply Chain_ Trade Settlement,I,,,I,II,CIIL_ Supply Chain_ Trade Settlement. Receivable_ Specified. CI_ Trade_ Accounting Account,0..1(0..n),A receivable Cross Industry (CI) accounting account specified for this CIIL supply chain trade settlement.,,Accounts Receivable,UN01006079,2,v4.1,266,C,,明細文書ヘッダ決済／会計アカウントグループ,この明細文書ヘッダの会計アカウントに関するグループ,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II,IIReceivableAccountingAccount,
2405,ASBIE,Composition,CIIL_ Supply Chain_ Trade Line Item,Specified,,,CIIL_ Supply Chain Trade Settlement,SpecifiedCIILSupplyChainTradeSettlement,CIIL_ Supply Chain_ Trade Line Item. Specified. CIIL_ Supply Chain_ Trade Settlement,1..1,The CIIL supply chain trade settlement specified for this CIIL supply chain trade line item.,,Trade Settlement,UN01005992,,,,,,,,,,,0..0
2409,BBIE,Attribute,CIIL_ Supply Chain_ Trade Settlement,Payment Reference,Text,,,PaymentReferenceText,CIIL_ Supply Chain_ Trade Settlement. Payment Reference. Text,0..n,"A payment reference, expressed as text, for this CIIL supply chain trade settlement.",,Payment Reference Text,UN01005995,,,,,,,,,,,0..0
2410,BBIE,Attribute,CIIL_ Supply Chain_ Trade Settlement,Invoice Issuer Reference,Text,,,InvoiceIssuerReferenceText,CIIL_ Supply Chain_ Trade Settlement. Invoice Issuer_ Reference. Text,0..1,"The invoicer reference, expressed as text, for this CIIL supply chain trade settlement.",,Invoice Issuer Reference Text,UN01008774,,,,,,,,,,,0..0
2411,BBIE,Attribute,CIIL_ Supply Chain_ Trade Settlement,Invoice,Date Time,,,InvoiceDateTime,CIIL_ Supply Chain_ Trade Settlement. Invoice. Date Time,0..1,"The date, time, date time or other date time value of the invoice in this CIIL supply chain trade settlement.",,Invoice Date Time,UN01013029,,,,,,,,,,,0..0
2412,BBIE,Attribute,CIIL_ Supply Chain_ Trade Settlement,I,I,,,DirectionCode,CIIL_ Supply Chain_ Trade Settlement. Direction. Code,0..1,The code specifying whether this CIIL supply chain trade settlement is an addition or a subtraction.,,Direction Code,UN01014647,2,v4,206,A,,明細文書ヘッダ取引方向コード,：,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II,IIDirectionCode,0..0
2413,ASBIE,Composition,CIIL_ Supply Chain_ Trade Settlement,Applicable,,,CI_ Trade Tax,ApplicableCITradeTax,CIIL_ Supply Chain_ Trade Settlement. Applicable. CI_ Trade_ Tax,0..n,A Cross Industry (CI) tax applicable to this CIIL supply chain trade settlement.,,Tax,UN01005996,,,,,,,,,,,0..0
2414,ASBIE,Composition,CIIL_ Supply Chain_ Trade Settlement,Billing,,,CI_ Specified Period,BillingCISpecifiedPeriod,CIIL_ Supply Chain_ Trade Settlement. Billing. CI_ Specified_ Period,0..1,The Cross Industry (CI) billing period specified for this CIIL supply chain trade settlement.,,Billing Period,UN01005997,,,,,,,,,,,0..0
2415,ASBIE,Composition,CIIL_ Supply Chain_ Trade Settlement,Specified,,,CI_ Trade Allowance Charge,SpecifiedCITradeAllowanceCharge,CIIL_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,0..n,A Cross Industry (CI) allowance or charge specified for this CIIL supply chain trade settlement.,,Allowance/Charge,UN01005998,,,,,,,,,,,0..0
2416,ASBIE,Composition,CIIL_ Supply Chain_ Trade Settlement,Subtotal Calculated,,,CI_ Trade Tax,SubtotalCalculatedCITradeTax,CIIL_ Supply Chain_ Trade Settlement. Subtotal_ Calculated. CI_ Trade_ Tax,0..n,A Cross Industry (CI) tax subtotal calculated for this CIIL supply chain trade settlement.,,Calculated Tax Subtotal,UN01005999,,,,,,,,,,,0..0
2417,ASBIE,Composition,CIIL_ Supply Chain_ Trade Settlement,Specified,,,CI_ Logistics Service Charge,SpecifiedCILogisticsServiceCharge,CIIL_ Supply Chain_ Trade Settlement. Specified. CI_ Logistics_ Service Charge,0..n,A Cross Industry (CI) logistics service charge specified for this CIIL supply chain trade settlement.,,Service Charge,UN01006000,,,,,,,,,,,0..0
2418,ASBIE,Composition,CIIL_ Supply Chain_ Trade Settlement,Specified,,,CI_ Trade Payment Terms,SpecifiedCITradePaymentTerms,CIIL_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Payment Terms,0..n,Cross Industry (CI) payment terms specified for this CIIL supply chain trade settlement.,,Payment Terms,UN01006001,,,,,,,,,,,0..0
2419,ASBIE,Composition,CIIL_ Supply Chain_ Trade Settlement,Specified,,,CIIL_ Trade Settlement Monetary Summation,SpecifiedCIILTradeSettlementMonetarySummation,CIIL_ Supply Chain_ Trade Settlement. Specified. CIIL_ Trade Settlement_ Monetary Summation,0..1,The CIIL trade settlement monetary summation specified for this CIIL supply chain trade settlement.,,Monetary Summation,UN01006002,,,,,,,,,,,0..0
2420,ASBIE,Composition,CIIL_ Supply Chain_ Trade Settlement,Specified,,,CI_ Financial Adjustment,SpecifiedCIFinancialAdjustment,CIIL_ Supply Chain_ Trade Settlement. Specified. CI_ Financial_ Adjustment,0..n,A Cross Industry (CI) financial adjustment specified for this CIIL supply chain trade settlement.,,Financial Adjustment,UN01006003,,,,,,,,,,,0..0
2421,ASBIE,Composition,CIIL_ Supply Chain_ Trade Settlement,Invoice Referenced,,,CI_ Referenced Document,InvoiceReferencedCIReferencedDocument,CIIL_ Supply Chain_ Trade Settlement. Invoice_ Referenced. CI_ Referenced_ Document,0..1,The Cross Industry (CI) invoice document referenced from this CIIL supply chain trade settlement.,,Invoice Document,UN01006004,,,,,,,,,,,0..0
2422,ASBIE,Composition,CIIL_ Supply Chain_ Trade Settlement,Additional Referenced,,,CI_ Referenced Document,AdditionalReferencedCIReferencedDocument,CIIL_ Supply Chain_ Trade Settlement. Additional_ Referenced. CI_ Referenced_ Document,0..n,An additional Cross Industry (CI) document referenced from this CIIL supply chain trade settlement.,,Additional Document,UN01006005,,,,,,,,,,,0..0
2423,ASBIE,Composition,CIIL_ Supply Chain_ Trade Settlement,Specified,,,Trade Settlement Financial Card,SpecifiedTradeSettlementFinancialCard,CIIL_ Supply Chain_ Trade Settlement. Specified. Trade Settlement_ Financial Card,0..1,The financial card specified in this CIIL supply chain trade settlement.,,Financial Card,UN01006073,,,,,,,,,,,0..0
2424,ASBIE,Composition,CIIL_ Supply Chain_ Trade Settlement,Payable Specified,,,CI_ Trade Accounting Account,PayableSpecifiedCITradeAccountingAccount,CIIL_ Supply Chain_ Trade Settlement. Payable_ Specified. CI_ Trade_ Accounting Account,0..n,A payable Cross Industry (CI) accounting account specified for this CIIL supply chain trade settlement.,,Accounts Payable,UN01006078,,,,,,,,,,,0..0
2425,ASBIE,Composition,CIIL_ Supply Chain_ Trade Settlement,Receivable Specified,,,CI_ Trade Accounting Account,ReceivableSpecifiedCITradeAccountingAccount,CIIL_ Supply Chain_ Trade Settlement. Receivable_ Specified. CI_ Trade_ Accounting Account,0..n,A receivable Cross Industry (CI) accounting account specified for this CIIL supply chain trade settlement.,,Accounts Receivable,UN01006079,,,,,,,,,,,0..0
2426,ASBIE,Composition,CIIL_ Supply Chain_ Trade Settlement,Purchase Specified,,,CI_ Trade Accounting Account,PurchaseSpecifiedCITradeAccountingAccount,CIIL_ Supply Chain_ Trade Settlement. Purchase_ Specified. CI_ Trade_ Accounting Account,0..n,A purchase Cross Industry (CI) accounting account specified for this CIIL supply chain trade settlement.,,Purchase Accounting Account,UN01006080,,,,,,,,,,,0..0
2427,ASBIE,Composition,CIIL_ Supply Chain_ Trade Settlement,Sales Specified,,,CI_ Trade Accounting Account,SalesSpecifiedCITradeAccountingAccount,CIIL_ Supply Chain_ Trade Settlement. Sales_ Specified. CI_ Trade_ Accounting Account,0..n,A sales Cross Industry (CI) accounting account specified for this CIIL supply chain trade settlement.,,Sales Accounting Account,UN01006081,,,,,,,,,,,0..0
3860,ASBIE,Composition,CI_ Trade_ Allowance Charge,I,,,_,I,CI_ Trade_ Allowance Charge. Category. CI_ Trade_ Tax,0.1(0..n),A tax category of this CI trade allowance charge.,,Tax Category,UN01005716,2,v4,359,C,,明細行追加請求／明細行追加請求税グループ,明細行追加請求の税に関するグループ,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I,IIAllowanceChargeCategoryTax,
2267,ASBIE,Composition,CIIH_ Supply Chain_ Trade Settlement,Specified,,,CI_ Trade Allowance Charge,SpecifiedCITradeAllowanceCharge,CIIH_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,0..n,A Cross Industry (CI) trade allowance or charge specified for this CIIH supply chain trade settlement.,,Allowance/Charge,UN01005926,,,,,,,,,,,0..0
2344,ASBIE,Composition,CIILB_ Supply Chain_ Trade Settlement,Specified,,,CI_ Trade Allowance Charge,SpecifiedCITradeAllowanceCharge,CIILB_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,0..n,An allowance or charge specified for this CIILB supply chain trade settlement.,,Specified Allowance Charge,UN01014644,,,,,,,,,,,0..0
2415,ASBIE,Composition,CIIL_ Supply Chain_ Trade Settlement,Specified,,,CI_ Trade Allowance Charge,SpecifiedCITradeAllowanceCharge,CIIL_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,0..n,A Cross Industry (CI) allowance or charge specified for this CIIL supply chain trade settlement.,,Allowance/Charge,UN01005998,,,,,,,,,,,0..0
2536,ASBIE,Composition,CIOH_ Supply Chain_ Trade Settlement,Specified,,,CI_ Trade Allowance Charge,SpecifiedCITradeAllowanceCharge,CIOH_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,0..n,An allowance or charge specified for this CIOH supply chain trade settlement.,,Allowance/Charge,UN01006584,,,,,,,,,,,0..0
2623,ASBIE,Composition,CIOL_ Supply Chain_ Trade Settlement,Specified,,,CI_ Trade Allowance Charge,SpecifiedCITradeAllowanceCharge,CIOL_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,0..n,An allowance or charge specified for this CIOL supply chain trade settlement.,,Allowance/Charge,UN01006654,,,,,,,,,,,0..0
2683,ASBIE,Composition,CIQH_ Supply Chain_ Trade Settlement,Specified,,,CI_ Trade Allowance Charge,SpecifiedCITradeAllowanceCharge,CIQH_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,0..n,An allowance or charge specified for this CIQH supply chain trade settlement.,,Allowance/Charge,UN01008780,,,,,,,,,,,0..0
2730,ASBIE,Composition,CIQL_ Supply Chain_ Trade Settlement,Specified,,,CI_ Trade Allowance Charge,SpecifiedCITradeAllowanceCharge,CIQL_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,0..n,An allowance or charge specified for this CIQL supply chain trade settlement.,,Allowance/Charge,UN01008789,,,,,,,,,,,0..0
2909,ASBIE,Composition,CIRT_ Supply Chain_ Trade Settlement,Specified,,,CI_ Trade Allowance Charge,SpecifiedCITradeAllowanceCharge,CIRT_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,0..n,An allowance or charge specified for this CIRT supply chain trade settlement.,,Allowance Charge,UN01014668,,,,,,,,,,,0..0
3848,BBIE,Attribute,CI_ Trade_ Allowance Charge,I,_,,,ChargeIndicator,CI_ Trade_ Allowance Charge. Charge. Indicator,0..1,The indication of whether or not this CI trade allowance charge is a charge.,,Charge Indicator,UN01005707,2,v4,209,A,,"明細文書ヘッダ返金・追加請求判別子
＝返金（Allowance）","明細文書ヘッダ返金と明細文書ヘッダ追加請求を識別する判別子
false(Allowance)",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I,IIAllowanceChargeChargeIndicator,0..0
