version,sme_nr,mbie_nr,level,property_type,class_term,sequence,multiplicity,multiplicity_sme,identifier,property_term,representation_term,code_list,XML_datatype,associated_class,selector,fixed_value,label_sme,label_csv,definition_sme,label_ja,definition_ja,UNID,acronym,DEN,definition,short_name,element,XML_element_name
,,4037,,Composition,CI_ Trade_ Product (Included/Subordinate/Applicable),13,0..n,0..0,,,,,,CI_ Referenced_ Document (Additional_ Reference),,,,,,,,UN01007172,ASBIE,CI_ Trade_ Product. Additional_ Reference. CI_ Referenced_ Document,"An additional referenced document for this CI trade product, such as a manual or a certificate.",Additional Document,AdditionalReferenceDocument,
,,4038,,Composition,CI_ Trade_ Product (Included/Subordinate/Applicable),14,0..n,0..0,,,,,,CI_ Note (Information),,,,,,,,UN01007173,ASBIE,CI_ Trade_ Product. Information. CI_ Note,An information note for this CI trade product.,Information Note,InformationNote,
,,4039,,Composition,CI_ Trade_ Product (Included/Subordinate/Applicable),15,0..1,0..0,,,,,,CI_ Trade_ Party (Brand Owner),,,,,,,,UN01008534,ASBIE,CI_ Trade_ Product. Brand Owner. CI_ Trade_ Party,The party that owns the brand of this CI trade product.,Brand Owner,BrandOwnerParty,
,,4040,,Composition,CI_ Trade_ Product (Included/Subordinate/Applicable),16,0..1,0..0,,,,,,CI_ Trade_ Party (Legal Rights Owner),,,,,,,,UN01008535,ASBIE,CI_ Trade_ Product. Legal Rights Owner. CI_ Trade_ Party,The party that owns the legal rights for this CI trade product.,Legal Rights Owner,LegalRightsOwnerParty,
,,4041,,Composition,CI_ Trade_ Product (Included/Subordinate/Applicable),17,0..n,0..0,,,,,,Specified_ Binary File (Presentation),,,,,,,,UN01008536,ASBIE,CI_ Trade_ Product. Presentation. Specified_ Binary File,A binary file presentation specified for this CI trade product.,Presentation Binary File,PresentationBinaryFile,
,,4042,,Composition,CI_ Trade_ Product (Included/Subordinate/Applicable),18,0..n,0..0,,,,,,CI_ Referenced_ Document (Buyer Supplied Parts_ Reference),,,,,,,,UN01012674,ASBIE,CI_ Trade_ Product. Buyer Supplied Parts_ Reference. CI_ Referenced_ Document,A buyer supplied parts document reference for this CI trade product.,Buyer Supplied Parts Reference Document,BuyerSuppliedPartsReferenceDocument,
,,3971,,Attribute,CI_ Trade_ Product Instance (Included/Subordinate/Applicable),1,0..1,0..0,,Global Serial_ Identification,Identifier,,,,,,,,,,,UN01005799,BBIE,CI_ Trade_ Product Instance. Global Serial_ Identification. Identifier,The unique global serial identifier for this CI trade product instance.,Global Serial ID,GlobalSerialID,
,,3972,,Attribute,CI_ Trade_ Product Instance (Included/Subordinate/Applicable),2,0..1,0..0,,Batch_ Identification,Identifier,,,,,,,,,,,UN01005800,BBIE,CI_ Trade_ Product Instance. Batch_ Identification. Identifier,The unique batch identifier for this CI trade product instance.,Batch ID,BatchID,
,,3973,,Attribute,CI_ Trade_ Product Instance (Included/Subordinate/Applicable),3,0..1,0..0,,Kanban_ Identification,Identifier,,,,,,,,,,,UN01005801,BBIE,CI_ Trade_ Product Instance. Kanban_ Identification. Identifier,The unique kanban identifier for this CI trade product instance.,Kanban ID,KanbanID,
,,3974,,Attribute,CI_ Trade_ Product Instance (Included/Subordinate/Applicable),4,0..1,0..0,,Supplier Assigned Serial_ Identification,Identifier,,,,,,,,,,,UN01005802,BBIE,CI_ Trade_ Product Instance. Supplier Assigned Serial_ Identification. Identifier,The unique supplier assigned serial identifier for this CI trade product instance.,Supplier Assigned Serial ID,SupplierAssignedSerialID,
,,3975,,Attribute,CI_ Trade_ Product Instance (Included/Subordinate/Applicable),5,0..1,0..0,,Best Before,Date Time,TDED2497,,,,,,,,,,UN01005803,BBIE,CI_ Trade_ Product Instance. Best Before. Date Time,"The date, time, date time, or other date time value before which it is best to consume this CI trade product instance.",Best Before Date Time,BestBeforeDateTime,
,,3976,,Attribute,CI_ Trade_ Product Instance (Included/Subordinate/Applicable),6,0..1,0..0,,Expiry,Date Time,,,,,,,,,,,UN01005804,BBIE,CI_ Trade_ Product Instance. Expiry. Date Time,"The date, time, date time, or other date time value of expiry of this CI trade product instance.",Expiry Date Time,ExpiryDateTime,
,,3977,,Attribute,CI_ Trade_ Product Instance (Included/Subordinate/Applicable),7,0..1,0..0,,Sell By,Date Time,,,,,,,,,,,UN01005805,BBIE,CI_ Trade_ Product Instance. Sell By. Date Time,"The date, time, date time, or other date time value after which this CI trade product instance should not be sold.",Sell By Date Time,SellByDateTime,
,,3978,,Attribute,CI_ Trade_ Product Instance (Included/Subordinate/Applicable),8,0..n,0..0,,Serial_ Identification,Identifier,,,,,,,,,,,UN01006745,BBIE,CI_ Trade_ Product Instance. Serial_ Identification. Identifier,A serial identifier for this CI trade product instance.,Serial ID,SerialID,
,,3979,,Attribute,CI_ Trade_ Product Instance (Included/Subordinate/Applicable),9,0..n,0..0,,Registration_ Identification,Identifier,,,,,,,,,,,UN01007164,BBIE,CI_ Trade_ Product Instance. Registration_ Identification. Identifier,"A registration identifier, such as a vehicle licence plate identification, for this CI trade product instance.",Registration ID,RegistrationID,
,,3980,,Composition,CI_ Trade_ Product Instance (Included/Subordinate/Applicable),1,0..n,0..0,,,,,,CI_ Product_ Characteristic (Product),,,,,,,,UN01005806,ASBIE,CI_ Trade_ Product Instance. Product. CI_ Product_ Characteristic,A product characteristic for this CI trade product instance.,Product Characteristic,ProductCharacteristic,
,,3981,,Composition,CI_ Trade_ Product Instance (Included/Subordinate/Applicable),2,0..1,0..0,,,,,,CI_ Supply Chain_ Event (Production),,,,,,,,UN01005807,ASBIE,CI_ Trade_ Product Instance. Production. CI_ Supply Chain_ Event,The production event for this CI trade product instance.,Production Event,ProductionEvent,
,,3982,,Composition,CI_ Trade_ Product Instance (Included/Subordinate/Applicable),3,0..1,0..0,,,,,,CI_ Supply Chain_ Event (Packaging),,,,,,,,UN01005808,ASBIE,CI_ Trade_ Product Instance. Packaging. CI_ Supply Chain_ Event,The packaging event for this CI trade product instance.,Packaging Event,PackagingEvent,
,,3983,,Composition,CI_ Trade_ Product Instance (Included/Subordinate/Applicable),4,0..n,0..0,,,,,,CI_ Material_ Goods Characteristic (Applicable),,,,,,,,UN01007165,ASBIE,CI_ Trade_ Product Instance. Applicable. CI_ Material_ Goods Characteristic,A material characteristic applicable to this CI trade product instance.,Material Goods Characteristic,ApplicableGoodsCharacteristic,
v4,311.0,4043,1,Class,CI_ Trade_ Tax (Applicable/Applicable),,,,,,,,ram:CITradeTaxType,,,,鑑ヘッダ税クラス,インボイス文書税クラス,鑑ヘッダの税に関する情報からなるクラス,CI取引税,取引に関連する財政税、関税、または賦課金。,UN01005832,ABIE,CI_ Trade_ Tax. Details,"A Cross Industry (CI) trade related fiscal tax, duty or levy.",CI Trade Tax,,
v4,312.0,4044,2,Attribute,CI_ Trade_ Tax (Applicable/Applicable),1,0..n,0..1,,Calculated,Amount,,udt:AmountType,,,,鑑ヘッダ課税分類税額,インボイス文書課税分類税額,"鑑ヘッダの明細文書課税分類別税額の合計金額
鑑ヘッダでは複数明細文書税額の積み上げだけを行い、税額計算は行わない",計算金額,インボイスの取引関連税、賦課金または関税の計算結果として得られる金額。,UN01005833,BBIE,CI_ Trade_ Tax. Calculated. Amount,"A monetary value resulting from the calculation of this CI trade related tax, levy or duty.",Calculated Amount,CalculatedAmount,CalculatedAmount
,,4045,,Attribute,CI_ Trade_ Tax (Applicable/Applicable),2,0..1,0..0,,Type,Tax Type_ Code,TDED5153,,,,,,,,,,UN01005834,BBIE,CI_ Trade_ Tax. Type. Code,"The code specifying the type of CI trade related tax, levy or duty, such as a code for a Value Added Tax (VAT).",Type Code,TypeCode,
,,4046,,Attribute,CI_ Trade_ Tax (Applicable/Applicable),3,0..1,0..0,,Exemption Reason,Text,,,,,,,,,,,UN01005835,BBIE,CI_ Trade_ Tax. Exemption Reason. Text,"The reason, expressed as text, for exemption from this CI trade related tax, levy or duty.",Exemption Reason Text,ExemptionReason,
,,4047,,Attribute,CI_ Trade_ Tax (Applicable/Applicable),4,0..1,0..0,,Calculated,Rate,,,,,,,,,,,UN01005836,BBIE,CI_ Trade_ Tax. Calculated. Rate,"The rate used to calculate the amount of this CI trade related tax, levy or duty.",Calculated Rate,CalculatedRate,
,,4048,,Attribute,CI_ Trade_ Tax (Applicable/Applicable),5,0..1,0..0,,Calculation Sequence,Numeric,,,,,,,,,,,UN01005837,BBIE,CI_ Trade_ Tax. Calculation Sequence. Numeric,"The numeric expression of the sequence in which this CI trade related tax is to be or has been applied when multiple taxes are applicable per calculation, such as first ""Value Added Tax (VAT)"", second ""Transfer"".",Calculation Sequence Number,CalculationSequenceNumeric,
,,4049,,Attribute,CI_ Trade_ Tax (Applicable/Applicable),6,0..1,0..0,,Basis,Quantity,,,,,,,,,,,UN01005838,BBIE,CI_ Trade_ Tax. Basis. Quantity,"The quantity used as the basis for calculating the amount of this CI trade related tax, levy or duty.",Basis Quantity,BasisQuantity,
,,4050,,Attribute,CI_ Trade_ Tax (Applicable/Applicable),7,0..n,0..0,,Basis,Amount,,,,,,,,,,,UN01005839,BBIE,CI_ Trade_ Tax. Basis. Amount,"A monetary value used as the basis on which this CI trade related tax, levy or duty is calculated.",Basis Amount,BasisAmount,
,,4051,,Attribute,CI_ Trade_ Tax (Applicable/Applicable),8,0..n,0..0,,Unit_ Basis,Amount,,,,,,,,,,,UN01005840,BBIE,CI_ Trade_ Tax. Unit_ Basis. Amount,"A monetary value that constitutes the per unit basis on which this CI trade related tax, levy or duty is calculated.",Unit Basis Amount,UnitBasisAmount,
v4,313.0,4052,2,Attribute,CI_ Trade_ Tax (Applicable/Applicable),9,0..1,0..1,,Category,Tax Category_ Code,UNCL5305 D24Aと一致. / UNTDED 5305 Duty or tax or fee category code <Code specifying a duty or tax or fee category.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred5305.htm | XMLSchema /uncefact/codelist/standard/UNECE_DutyorTaxorFeeCategoryCode_D23A.xsd,qdt:TaxCategoryCodeType,,,,鑑ヘッダ課税分類コード,インボイス文書課税分類コード,消費税[VAT」の課税分類（標準税率、軽減税率、非課税、免税、不課税）を識別するコード,カテゴリーコード,インボイスの取引関連税、課徴金、または関税が適用されるカテゴリーを指定するコード。「免税」、「標準税率」、「免税輸出品 - 課税対象外」などのコード。,UN01005841,BBIE,CI_ Trade_ Tax. Category. Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",Category Code,CategoryCode,CategoryCode
,,4053,,Attribute,CI_ Trade_ Tax (Applicable/Applicable),10,0..1,0..0,,Currency,Currency_ Code,TDED6345,,,,,,,,,,UN01005842,BBIE,CI_ Trade_ Tax. Currency. Code,"The code specifying the currency for this CI trade related tax, levy or duty.",Currency Code,CurrencyCode,
,,4054,,Attribute,CI_ Trade_ Tax (Applicable/Applicable),11,0..n,0..0,,Jurisdiction,Text,,,,,,,,,,,UN01005843,BBIE,CI_ Trade_ Tax. Jurisdiction. Text,"A jurisdiction, expressed as text, to which this CI trade related tax, levy or duty applies.",Jurisdiction Text,Jurisdiction,
,,4055,,Attribute,CI_ Trade_ Tax (Applicable/Applicable),12,0..1,0..0,,Customs Duty,Indicator,,,,,,,,,,,UN01005844,BBIE,CI_ Trade_ Tax. Customs Duty. Indicator,"The indication of whether or not this CI trade related tax, levy or duty is a customs duty.",Customs Duty Indicator,CustomsDutyIndicator,
,,4056,,Attribute,CI_ Trade_ Tax (Applicable/Applicable),13,0..1,0..0,,Exemption Reason,Code,,,,,,,,,,,UN01005845,BBIE,CI_ Trade_ Tax. Exemption Reason. Code,"The code specifying a reason for exemption from this CI trade related tax, levy or duty.",Exemption Reason Code,ExemptionReasonCode,
,,4057,,Attribute,CI_ Trade_ Tax (Applicable/Applicable),14,0..1,0..0,,Tax Basis Allowance,Rate,,,,,,,,,,,UN01005846,BBIE,CI_ Trade_ Tax. Tax Basis Allowance. Rate,"The rate of the tax basis allowance (deduction or discount) used to calculate the CI trade related tax, levy or duty.",Basis Allowance Rate,TaxBasisAllowanceRate,
,,4058,,Attribute,CI_ Trade_ Tax (Applicable/Applicable),15,0..1,0..0,,Tax Point,Date,,,,,,,,,,,UN01005847,BBIE,CI_ Trade_ Tax. Tax Point. Date,"The date of the tax point when this CI trade related tax, levy or duty becomes applicable.",Deprecated Tax Point Date,TaxPointDate,
,,4059,,Attribute,CI_ Trade_ Tax (Applicable/Applicable),16,0..1,0..0,,Type,Text,TDED5152,,,,,,,,,,UN01005848,BBIE,CI_ Trade_ Tax. Type. Text,"The type, expressed as text, of this CI trade related tax, levy or duty.",Type Text,Type,
,,4060,,Attribute,CI_ Trade_ Tax (Applicable/Applicable),17,0..n,0..0,,Information,Amount,,,,,,,,,,,UN01005849,BBIE,CI_ Trade_ Tax. Information. Amount,"A monetary value being reported for information for this CI trade related tax, levy or duty.",Information Amount,InformationAmount,
v4,314.0,4061,2,Attribute,CI_ Trade_ Tax (Applicable/Applicable),18,0..n,0..1,,Category Name,Text,,udt:TextType,,,,鑑ヘッダ課税分類名,インボイス文書課税分類名,消費税の課税分類（標準税率、軽減税率、非課税、免税等）の名称,カテゴリ名,インボイスの取引関連税、賦課金または関税のカテゴリー名（テキストで表現）。,UN01005850,BBIE,CI_ Trade_ Tax. Category Name. Text,"A category name, expressed as text, of this CI trade related tax, levy or duty.",Category Name,CategoryName,CategoryName
,,4062,,Attribute,CI_ Trade_ Tax (Applicable/Applicable),19,0..1,0..0,,Due Date Type,Time Reference_ Code,TDED2475,,,,,,,,,,UN01006052,BBIE,CI_ Trade_ Tax. Due Date Type. Code,The code specifying a type of due date for this CI trade tax.,Due Date Type Code,DueDateTypeCode,
v4,315.0,4063,2,Attribute,CI_ Trade_ Tax (Applicable/Applicable),20,0..1,0..1,,Rate_ Applicable,Percent,D24A TDED 5510 Valuation Adjustment Percentage Numeric  <Percentage adjustment made to the valuation > (n..18) 数字 https://unece.org/DAM/trade/untdid/UNTDED2005.pdf,udt:PercentType,,,,鑑ヘッダ税率,インボイス文書税率,課税分類に対応する消費税率のパーセント表示,適用レートパーセント,インボイスの取引税に適用される税率（パーセンテージで表示）。,UN01007174,BBIE,CI_ Trade_ Tax. Rate_ Applicable. Percent,"The applicable rate of CI trade tax, expressed as a percentage.",Applicable Rate Percent,RateApplicablePercent,RateApplicablePercent
,,4064,,Attribute,CI_ Trade_ Tax (Applicable/Applicable),21,0..1,0..0,,Grand Total,Amount,,,,,,,,,,,UN01013040,BBIE,CI_ Trade_ Tax. Grand Total. Amount,The monetary value of the grand total of the basis plus tax for this CI trade tax.,Grand Total Amount,GrandTotalAmount,
v4,316.0,4065,2,Attribute,CI_ Trade_ Tax (Applicable/Applicable),22,0..1,0..1,,Calculation Method,Code,JECxxxx D24A定義なし,udt:CodeType,,,,鑑ヘッダ税計算方式,インボイス文書税計算方式コード,"インボイス文書の「税抜き」「税込み」を識別するコード
デフォルトは「税抜き」",税計算方法コード,インボイスの取引関連税、課徴金、または関税の計算方法を指定するコード（「行合計後の税額計算」、「行合計前の税額計算」、「総計に基づく税額逆算」などのコード）。,UN01013096,BBIE,CI_ Trade_ Tax. Calculation Method. Code,"The code specifying the method by which this CI trade related tax, levy or duty is calculated, such as codes for ""tax calculated after line total summation"", ""tax calculated before line total summation"", ""tax back calculated based on grand total"".",Tax Calculation Method Code,CalculationMethodCode,CalculationMethodCode
v4,317.0,4066,2,Attribute,CI_ Trade_ Tax (Applicable/Applicable),23,0..1,0..1,,Local Tax System,Identifier,JECxxxx D24A定義なし,udt:IDType,,,,鑑ヘッダ適用税制ID,インボイス文書適用税制ID,"地域固有の文書のタイプを識別するコード
デフォルトは「2019」",地方税システムID,インボイスの取引税における地域税体系を識別する識別子,UN01014650,BBIE,CI_ Trade_ Tax. Local Tax System. Identifier,The identifier of the local tax system for this CI trade tax.,Local Tax System ID,LocalTaxSystemID,LocalTaxSystemID
,,4067,,Composition,CI_ Trade_ Tax (Applicable/Applicable),1,0..n,0..0,,,,,,CI_ Trade_ Accounting Account (Specified),,,,,,,,UN01005851,ASBIE,CI_ Trade_ Tax. Specified. CI_ Trade_ Accounting Account,"A specified accounting account for this CI trade related tax, levy or duty.",Accounting Account,SpecifiedAccountingAccount,
,,4068,,Composition,CI_ Trade_ Tax (Applicable/Applicable),2,0..1,0..0,,,,,,CI_ Trade_ Accounting Account (Buyer Deductible Tax_ Specified),,,,,,,,UN01005852,ASBIE,CI_ Trade_ Tax. Buyer Deductible Tax_ Specified. CI_ Trade_ Accounting Account,"The buyer deductible tax specified accounting account for this CI trade related tax, levy or duty.",Buyer Deductible Tax Accounting Account,BuyerDeductibleTaxSpecifiedAccountingAccount,
,,4069,,Composition,CI_ Trade_ Tax (Applicable/Applicable),3,0..1,0..0,,,,,,CI_ Trade_ Accounting Account (Buyer Non-Deductible Tax_ Specified),,,,,,,,UN01005853,ASBIE,CI_ Trade_ Tax. Buyer Non-Deductible Tax_ Specified. CI_ Trade_ Accounting Account,"The buyer non-deductible tax specified accounting account for this CI trade related tax, levy or duty.",Buyer Non-Deductible Tax Accounting Account,BuyerNonDeductibleTaxSpecifiedAccountingAccount,
,,4070,,Composition,CI_ Trade_ Tax (Applicable/Applicable),4,0..1,0..0,,,,,,CI_ Trade_ Accounting Account (Buyer Repayable Tax_ Specified),,,,,,,,UN01005854,ASBIE,CI_ Trade_ Tax. Buyer Repayable Tax_ Specified. CI_ Trade_ Accounting Account,"The buyer repayable tax specified accounting account for this CI trade related tax, levy or duty.",Buyer Repayable Tax Accounting Account,BuyerRepayableTaxSpecifiedAccountingAccount,
,,4071,,Composition,CI_ Trade_ Tax (Applicable/Applicable),5,0..1,0..0,,,,,,CI_ Trade_ Accounting Account (Seller Payable Tax_ Specified),,,,,,,,UN01005855,ASBIE,CI_ Trade_ Tax. Seller Payable Tax_ Specified. CI_ Trade_ Accounting Account,"The seller payable tax specified accounting account for this CI trade related tax, levy or duty.",Seller Payable Tax Accounting Account,SellerPayableTaxSpecifiedAccountingAccount,
,,4072,,Composition,CI_ Trade_ Tax (Applicable/Applicable),6,0..1,0..0,,,,,,CI_ Trade_ Accounting Account (Seller Refundable Tax_ Specified),,,,,,,,UN01005856,ASBIE,CI_ Trade_ Tax. Seller Refundable Tax_ Specified. CI_ Trade_ Accounting Account,"The seller refundable tax specified accounting account for this CI trade related tax, levy or duty.",Seller Refundable Tax Accounting Account,SellerRefundableTaxSpecifiedAccountingAccount,
,,4073,,Composition,CI_ Trade_ Tax (Applicable/Applicable),7,0..1,0..0,,,,,,CI_ Trade_ Country (Service Supply),,,,,,,,UN01006064,ASBIE,CI_ Trade_ Tax. Service Supply. CI_ Trade_ Country,The country where a service was supplied for this CI trade tax.,Service Supply Country,ServiceSupplyCountry,
,,4074,,Composition,CI_ Trade_ Tax (Applicable/Applicable),8,0..n,0..0,,,,,,CI_ Trade_ Location (Place_ Applicable),,,,,,,,UN01007175,ASBIE,CI_ Trade_ Tax. Place_ Applicable. CI_ Trade_ Location,A location where this CI trade tax is applicable.,Applicable Location,PlaceApplicableLocation,
v4,347.0,4043,1,Class,CI_ Trade_ Tax (Applicable/Specified[Reason. Code='62']/Related),,,,,,,,ram:CITradeTaxType,,,,鑑ヘッダ調整税（修正差額調整）クラス,インボイス文書修正差額調整税クラス,鑑ヘッダ調整の税率別税クラス,CI取引税,取引に関連する財政税、関税、または賦課金。,UN01005832,ABIE,CI_ Trade_ Tax. Details,"A Cross Industry (CI) trade related fiscal tax, duty or levy.",CI Trade Tax,,
v4,348.0,4044,2,Attribute,CI_ Trade_ Tax (Applicable/Specified[Reason. Code='62']/Related),1,0..n,0..1,,Calculated,Amount,,udt:AmountType,,,,鑑ヘッダ修正差額調整税率別消費税額,インボイス文書修正差額調整税率別消費税額,"＜鑑ヘッダ調整理由コード=62（修正差額調整）＞
鑑ヘッダの修正差額調整税額＝修正インボイス税額ー前回インボイス税額
Σ明細行調整金額（税抜き）×税率
または
Σ明細行調整金額（税込み）×1/(1+税率)",計算金額,インボイスの取引関連税、賦課金または関税の計算結果として得られる金額。,UN01005833,BBIE,CI_ Trade_ Tax. Calculated. Amount,"A monetary value resulting from the calculation of this CI trade related tax, levy or duty.",Calculated Amount,CalculatedAmount,CalculatedAmount
,,4045,,Attribute,CI_ Trade_ Tax (Applicable/Specified[Reason. Code='62']/Related),2,0..1,0..0,,Type,Tax Type_ Code,TDED5153,,,,,,,,,,UN01005834,BBIE,CI_ Trade_ Tax. Type. Code,"The code specifying the type of CI trade related tax, levy or duty, such as a code for a Value Added Tax (VAT).",Type Code,TypeCode,
,,4046,,Attribute,CI_ Trade_ Tax (Applicable/Specified[Reason. Code='62']/Related),3,0..1,0..0,,Exemption Reason,Text,,,,,,,,,,,UN01005835,BBIE,CI_ Trade_ Tax. Exemption Reason. Text,"The reason, expressed as text, for exemption from this CI trade related tax, levy or duty.",Exemption Reason Text,ExemptionReason,
v4,349.0,4047,2,Attribute,CI_ Trade_ Tax (Applicable/Specified[Reason. Code='62']/Related),4,0..1,0..1,,Calculated,Rate,,udt:RateType,,,,鑑ヘッダ調整税率,インボイス文書修正差額調整税率,鑑ヘッダ調整の税率,計算レート,インボイスの取引関連税、賦課金または関税の金額を計算するために使用される税率。,UN01005836,BBIE,CI_ Trade_ Tax. Calculated. Rate,"The rate used to calculate the amount of this CI trade related tax, levy or duty.",Calculated Rate,CalculatedRate,CalculatedRate
,,4048,,Attribute,CI_ Trade_ Tax (Applicable/Specified[Reason. Code='62']/Related),5,0..1,0..0,,Calculation Sequence,Numeric,,,,,,,,,,,UN01005837,BBIE,CI_ Trade_ Tax. Calculation Sequence. Numeric,"The numeric expression of the sequence in which this CI trade related tax is to be or has been applied when multiple taxes are applicable per calculation, such as first ""Value Added Tax (VAT)"", second ""Transfer"".",Calculation Sequence Number,CalculationSequenceNumeric,
,,4049,,Attribute,CI_ Trade_ Tax (Applicable/Specified[Reason. Code='62']/Related),6,0..1,0..0,,Basis,Quantity,,,,,,,,,,,UN01005838,BBIE,CI_ Trade_ Tax. Basis. Quantity,"The quantity used as the basis for calculating the amount of this CI trade related tax, levy or duty.",Basis Quantity,BasisQuantity,
v4.3,350.0,4050,2,Attribute,CI_ Trade_ Tax (Applicable/Specified[Reason. Code='62']/Related),7,0..n,0..1,,Basis,Amount,,udt:AmountType,,,,鑑ヘッダ修正差額調整税率別課税資産合計金額,インボイス文書修正差額調整税率別課税資産合計金額,Σ明細行調整金額（税率別）,基準額,インボイスの取引関連税、課徴金または関税の計算の基礎となる金額。,UN01005839,BBIE,CI_ Trade_ Tax. Basis. Amount,"A monetary value used as the basis on which this CI trade related tax, levy or duty is calculated.",Basis Amount,BasisAmount,BasisAmount
,,4051,,Attribute,CI_ Trade_ Tax (Applicable/Specified[Reason. Code='62']/Related),8,0..n,0..0,,Unit_ Basis,Amount,,,,,,,,,,,UN01005840,BBIE,CI_ Trade_ Tax. Unit_ Basis. Amount,"A monetary value that constitutes the per unit basis on which this CI trade related tax, levy or duty is calculated.",Unit Basis Amount,UnitBasisAmount,
v4,351.0,4052,2,Attribute,CI_ Trade_ Tax (Applicable/Specified[Reason. Code='62']/Related),9,0..1,0..1,,Category,Tax Category_ Code,UNCL5305 D24Aと一致. / UNTDED 5305 Duty or tax or fee category code <Code specifying a duty or tax or fee category.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred5305.htm | XMLSchema /uncefact/codelist/standard/UNECE_DutyorTaxorFeeCategoryCode_D23A.xsd,qdt:TaxCategoryCodeType,,,,鑑ヘッダ調整課税分類コード,インボイス文書修正差額調整課税分類コード,鑑ヘッダ調整の課税分類コード,カテゴリーコード,インボイスの取引関連税、課徴金、または関税が適用されるカテゴリーを指定するコード。「免税」、「標準税率」、「免税輸出品 - 課税対象外」などのコード。,UN01005841,BBIE,CI_ Trade_ Tax. Category. Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",Category Code,CategoryCode,CategoryCode
,,4053,,Attribute,CI_ Trade_ Tax (Applicable/Specified[Reason. Code='62']/Related),10,0..1,0..0,,Currency,Currency_ Code,TDED6345,,,,,,,,,,UN01005842,BBIE,CI_ Trade_ Tax. Currency. Code,"The code specifying the currency for this CI trade related tax, levy or duty.",Currency Code,CurrencyCode,
,,4054,,Attribute,CI_ Trade_ Tax (Applicable/Specified[Reason. Code='62']/Related),11,0..n,0..0,,Jurisdiction,Text,,,,,,,,,,,UN01005843,BBIE,CI_ Trade_ Tax. Jurisdiction. Text,"A jurisdiction, expressed as text, to which this CI trade related tax, levy or duty applies.",Jurisdiction Text,Jurisdiction,
,,4055,,Attribute,CI_ Trade_ Tax (Applicable/Specified[Reason. Code='62']/Related),12,0..1,0..0,,Customs Duty,Indicator,,,,,,,,,,,UN01005844,BBIE,CI_ Trade_ Tax. Customs Duty. Indicator,"The indication of whether or not this CI trade related tax, levy or duty is a customs duty.",Customs Duty Indicator,CustomsDutyIndicator,
,,4056,,Attribute,CI_ Trade_ Tax (Applicable/Specified[Reason. Code='62']/Related),13,0..1,0..0,,Exemption Reason,Code,,,,,,,,,,,UN01005845,BBIE,CI_ Trade_ Tax. Exemption Reason. Code,"The code specifying a reason for exemption from this CI trade related tax, levy or duty.",Exemption Reason Code,ExemptionReasonCode,
,,4057,,Attribute,CI_ Trade_ Tax (Applicable/Specified[Reason. Code='62']/Related),14,0..1,0..0,,Tax Basis Allowance,Rate,,,,,,,,,,,UN01005846,BBIE,CI_ Trade_ Tax. Tax Basis Allowance. Rate,"The rate of the tax basis allowance (deduction or discount) used to calculate the CI trade related tax, levy or duty.",Basis Allowance Rate,TaxBasisAllowanceRate,
,,4058,,Attribute,CI_ Trade_ Tax (Applicable/Specified[Reason. Code='62']/Related),15,0..1,0..0,,Tax Point,Date,,,,,,,,,,,UN01005847,BBIE,CI_ Trade_ Tax. Tax Point. Date,"The date of the tax point when this CI trade related tax, levy or duty becomes applicable.",Deprecated Tax Point Date,TaxPointDate,
,,4059,,Attribute,CI_ Trade_ Tax (Applicable/Specified[Reason. Code='62']/Related),16,0..1,0..0,,Type,Text,TDED5152,,,,,,,,,,UN01005848,BBIE,CI_ Trade_ Tax. Type. Text,"The type, expressed as text, of this CI trade related tax, levy or duty.",Type Text,Type,
,,4060,,Attribute,CI_ Trade_ Tax (Applicable/Specified[Reason. Code='62']/Related),17,0..n,0..0,,Information,Amount,,,,,,,,,,,UN01005849,BBIE,CI_ Trade_ Tax. Information. Amount,"A monetary value being reported for information for this CI trade related tax, levy or duty.",Information Amount,InformationAmount,
,,4061,,Attribute,CI_ Trade_ Tax (Applicable/Specified[Reason. Code='62']/Related),18,0..n,0..0,,Category Name,Text,,,,,,,,,,,UN01005850,BBIE,CI_ Trade_ Tax. Category Name. Text,"A category name, expressed as text, of this CI trade related tax, levy or duty.",Category Name,CategoryName,
,,4062,,Attribute,CI_ Trade_ Tax (Applicable/Specified[Reason. Code='62']/Related),19,0..1,0..0,,Due Date Type,Time Reference_ Code,TDED2475,,,,,,,,,,UN01006052,BBIE,CI_ Trade_ Tax. Due Date Type. Code,The code specifying a type of due date for this CI trade tax.,Due Date Type Code,DueDateTypeCode,
,,4063,,Attribute,CI_ Trade_ Tax (Applicable/Specified[Reason. Code='62']/Related),20,0..1,0..0,,Rate_ Applicable,Percent,TDED5510,,,,,,,,,,UN01007174,BBIE,CI_ Trade_ Tax. Rate_ Applicable. Percent,"The applicable rate of CI trade tax, expressed as a percentage.",Applicable Rate Percent,RateApplicablePercent,
