version,sme_nr,mbie_nr,acronym,level,multiplicity,multiplicity_sme,label_sme,definition_sme,level_csv,multiplicity_csv,label_csv,label_ja,definition_ja,UNID,DEN,short_name,definition,property_type,class_term,sequence,identifier,property_term,representation_term,code_list,XML_datatype,associated_class,selector,fixed_value,element,XML_element_name,xpath
v4,644.0,4066,BBIE,5,0..1,0..1,明細行適用税制ID,"この明細行取引の税制年度を識別するID
デフォルトは「2019」（2019年度税制）",4,0..1,明細行適用税制ID,地方税システムID,インボイスの取引税における地域税体系を識別する識別子,UN01014650,CI_ Trade_ Tax. Local Tax System. Identifier,Local Tax System ID,The identifier of the local tax system for this CI trade tax.,Attribute,CI_ Trade_ Tax (Included/Subordinate/Specified/Applicable),23,,Local Tax System,Identifier,JECxxxx D24A定義なし,udt:IDType,,,,LocalTaxSystemID,LocalTaxSystemID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/ApplicableCITradeTax/LocalTaxSystemID
v4,645,2343,ASBIE,4,0..1,0..1,明細行決済参照対象物グループ,明細行が参照するインボイス対象物に関するグループ,,,,請求書書類,CIILB 従属取引明細行のサプライチェーン取引決済に参照される請求書文書。,UN01006004,CIIL_ Supply Chain_ Trade Settlement. Invoice_ Referenced. CI_ Referenced_ Document,Invoice Document,The invoice document referenced for this CIILB supply chain trade settlement.,Composition,CIILB_ Supply Chain_ Trade Settlement,2,,Invoice_ Referenced,,,ram:CIReferencedDocumentType,CI_ Referenced_ Document (Included/Subordinate/Specified/Invoice_ Referenced),,,InvoiceReferencedCIReferencedDocument,InvoiceReferencedCIReferencedDocument,////IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/InvoiceReferencedCIReferencedDocument
v4,646,3614,ABIE,4,,,明細行参照対象物クラス,明細行が参照するインボイス対象物クラス,,,,CI参照文書,インボイスの目的で参照される文書、印刷物、または電子媒体。,UN01005579,CI_ Referenced_ Document. Details,CI Referenced Document,"Written, printed or electronic matter that is referenced for Cross Industry (CI) purposes.",Class,CI_ Referenced_ Document (Included/Subordinate/Specified/Invoice_ Referenced),,,,,,ram:CIReferencedDocumentType,,,,,,
v4,647.0,3615,BBIE,5,0..1,1..1,（明細行参照）インボイス対象物ID,この明細行が参照するインボイス対象物のID,4,0..1,明細行対象物ID,発行者割り当てID,インボイスの参照文書に対して発行者が割り当てた識別子。,UN01005580,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,Issuer Assigned ID,The issuer assigned identifier for this CI referenced document.,Attribute,CI_ Referenced_ Document (Included/Subordinate/Specified/Invoice_ Referenced),1,,Issuer Assigned_ Identification,Identifier,D24A TDED 1004 Document identifier <To identify a document.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1004.htm,udt:IDType,,,,IssuerAssignedID,IssuerAssignedID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/InvoiceReferencedCIReferencedDocument/IssuerAssignedID
v4,648.0,3617,BBIE,5,0..1,0..1,（明細行参照）インボイス対象物発行日,この明細行が参照するインボイス対象物の発行日,4,0..1,明細行対象物発行日,発行日時,インボイスの参照文書の発行日または発行日時。,UN01005582,CI_ Referenced_ Document. Issue. Date Time,Issue Date Time,The date or date time for the issuance of this CI referenced document.,Attribute,CI_ Referenced_ Document (Included/Subordinate/Specified/Invoice_ Referenced),3,,Issue,Date Mandatory_ Date Time,"D24A TDED 2007 Document Issue Date Time <Date that a document was issued and when appropriate, signed or otherwise authenticated> (an..19)  https://unece.org/DAM/trade/untdid/UNTDED2005.pdf | XMLSchema <xsd:union memberTypes=""xsd:dateTime xsd:date""/>",qdt:DateMandatoryDateTimeType,,,,IssueDateTime,IssueDateTime,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/InvoiceReferencedCIReferencedDocument/IssueDateTime
v4,649.0,3620,BBIE,5,0..1,1..1,（明細行参照）インボイス対象物明細行ID,この明細行が参照するインボイス対象物の明細行ID,4,0..1,明細行対象物明細行ID,行ID,インボイスの参照文書内の行の一意の識別子。,UN01005585,CI_ Referenced_ Document. Line. Identifier,Line ID,The unique identifier of a line in this CI referenced document.,Attribute,CI_ Referenced_ Document (Included/Subordinate/Specified/Invoice_ Referenced),6,,Line,Identifier,D24A TDED 1156 Document line identifier <To identify a line of a document.> (an..6) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1156.htm,udt:IDType,,,,LineID,LineID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/InvoiceReferencedCIReferencedDocument/LineID
v4.1,650.0,3621,BBIE,5,0..1,0..1,（明細行参照）文書参照タイプコード,この明細行が参照する文書の参照タイプを識別するコード。,4,0..1,明細行対象物参照タイプコード,参照タイプコード,インボイスの参照文書の参照タイプを指定するコード。,UN01005586,CI_ Referenced_ Document. Reference_ Type. Code,Reference Type Code,The code specifying the reference type of this CI referenced document.,Attribute,CI_ Referenced_ Document (Included/Subordinate/Specified/Invoice_ Referenced),7,,Reference_ Type,Reference_ Code,UNCL1153 D24Aと一致. / UNTDED 1153 Reference code qualifier <Code qualifying a reference.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred1153.htm | XMLSchema /uncefact/codelist/standard/UNECE_ReferenceTypeCode_D23A.xsd,qdt:ReferenceCodeType,,,,ReferenceTypeCode,ReferenceTypeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/InvoiceReferencedCIReferencedDocument/ReferenceTypeCode
v4,651.0,3623,BBIE,5,0..1,0..1,（明細行参照）インボイス対象物履歴ID,この明細行が参照するインボイス対象物の変更履歴を管理するID。,4,0..1,明細行対象物履歴ID,リビジョンID,インボイスの参照文書の改訂版に対する一意の識別子。,UN01005588,CI_ Referenced_ Document. Revision_ Identification. Identifier,Revision ID,The unique identifier for a revision of this CI referenced document.,Attribute,CI_ Referenced_ Document (Included/Subordinate/Specified/Invoice_ Referenced),9,,Revision_ Identification,Identifier,D24A TDED 1004 Document identifier <To identify a document.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1004.htm,udt:IDType,,,,RevisionID,RevisionID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/InvoiceReferencedCIReferencedDocument/RevisionID
v4.3,652,2344,ASBIE,4,0..n,0..n,明細行決済調整グループ,明細行決済の調整（修正差額調整）に関するグループ,,,,特定財務調整,CIILB 従属取引明細行のサプライチェーン取引決済に対して指定された金額調整。,UN01006003,CIIL_ Supply Chain_ Trade Settlement. Specified. CI_ Financial_ Adjustment,Specified Financial Adjustment,A financial adjustment specified for this CIILB supply chain trade settlement.,Composition,CIILB_ Supply Chain_ Trade Settlement,3,,Specified,,,ram:CIFinancialAdjustmentType,CI_ Financial_ Adjustment[Reason. Code='62'] (Included/Subordinate/Specified/Specified[Reason. Code='62']),Reason. Code='62',,SpecifiedCIFinancialAdjustment[ReasonCode='62'],SpecifiedCIFinancialAdjustment,////IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment[ReasonCode='62']
v4.3,653,3460,ABIE,4,,,明細行調整クラス,明細行の調整に関する情報からなるクラス,,,,CI財務調整,実際のインボイスの財務状況を反映するための修正または変更。,UN01005487,CI_ Financial_ Adjustment. Details,CI Financial Adjustment,A correction or modification to reflect actual Cross Industry (CI) financial conditions.,Class,CI_ Financial_ Adjustment[Reason. Code='62'] (Included/Subordinate/Specified/Specified[Reason. Code='62']),,,,,,ram:CIFinancialAdjustmentType,,,,,,
v4.3,654.0,3461,BBIE,5,0..1,0..1,明細行調整理由コード（修正差額調整）,この明細行の調整理由を示す識別コード=62(修正差額調整),4,0..1,明細行修正差額調整理由コード,理由コード,インボイスの金額調整の理由を特定するコード。,UN01005488,CI_ Financial_ Adjustment. Reason. Code,Reason Code,The code specifying a reason for this CI financial adjustment.,Attribute,CI_ Financial_ Adjustment[Reason. Code='62'] (Included/Subordinate/Specified/Specified[Reason. Code='62']),1,,Reason,Financial_ Adjustment Reason_ Code,UNCL4465 D24Aと一致. / UNTDED 4465 Adjustment reason description code <Code specifying the adjustment reason.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred4465.htm | XMLSchema /uncefact/codelist/standard/UNECE_AdjustmentReasonDescriptionCode_D23A.xsd,qdt:FinancialAdjustmentReasonCodeType,,,62,ReasonCode,ReasonCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment[ReasonCode='62']/ReasonCode
v4.3,655.0,3462,BBIE,5,0..n,0..1,明細行調整理由（修正差額調整）,この明細行の調整理由を文字で表現した内容,4,0..1,明細行修正差額調整理由,理由テキスト,インボイスの金額調整の理由（テキストで表現）。,UN01005489,CI_ Financial_ Adjustment. Reason. Text,Reason Text,"A reason, expressed as text, for this CI financial adjustment.",Attribute,CI_ Financial_ Adjustment[Reason. Code='62'] (Included/Subordinate/Specified/Specified[Reason. Code='62']),2,,Reason,Text,,udt:TextType,,,,Reason,Reason,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment[ReasonCode='62']/Reason
v4.3,656.0,3463,BBIE,5,0..n,0..1,明細行調整金額（修正差額調整）,"この明細行の調整金額＜調整理由コード＝62＞
修正差額調整金額",4,0..1,明細行修正差額調整金額,実際の金額,インボイスの金額調整の結果として加算または減算された実際の金額。,UN01005490,CI_ Financial_ Adjustment. Actual. Amount,Actual Amount,An actual monetary value added or subtracted as a result of this CI financial adjustment.,Attribute,CI_ Financial_ Adjustment[Reason. Code='62'] (Included/Subordinate/Specified/Specified[Reason. Code='62']),3,,Actual,Amount,,udt:AmountType,,,,ActualAmount,ActualAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment[ReasonCode='62']/ActualAmount
v4.3,657,3469,ASBIE,5,0..n,0..n,明細行調整調整税グループ,調整明細行の税率別税クラス（修正差額調整）に関するグループ,,,,関連税,インボイスの金額調整に関連する取引税。,UN01014897,CI_ Financial_ Adjustment. Related. CI_ Trade_ Tax,Related Tax,A trade tax related to this CI financial adjustment.,Composition,CI_ Financial_ Adjustment[Reason. Code='62'] (Included/Subordinate/Specified/Specified[Reason. Code='62']),3,,,,,ram:CITradeTaxType,CI_ Trade_ Tax (Included/Subordinate/Specified/Specified[Reason. Code='62']/Related),,,RelatedCITradeTax,RelatedCITradeTax,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment[ReasonCode='62']/RelatedCITradeTax
v4.3,658,4043,ABIE,5,,,明細行調整税クラス,調整明細行の税率別税クラス,,,,CI取引税,取引に関連する財政税、関税、または賦課金。,UN01005832,CI_ Trade_ Tax. Details,CI Trade Tax,"A Cross Industry (CI) trade related fiscal tax, duty or levy.",Class,CI_ Trade_ Tax (Included/Subordinate/Specified/Specified[Reason. Code='62']/Related),,,,,,ram:CITradeTaxType,,,,,,
v4.3,659.0,4052,BBIE,6,0..1,0..1,明細行調整課税分類コード（調整差額統制）,調整明細行の課税分類コード（修正差額調整）,4,0..1,明細行修正差額調整課税分類コード,カテゴリーコード,インボイスの取引関連税、課徴金、または関税が適用されるカテゴリーを指定するコード。「免税」、「標準税率」、「免税輸出品 - 課税対象外」などのコード。,UN01005841,CI_ Trade_ Tax. Category. Code,Category Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",Attribute,CI_ Trade_ Tax (Included/Subordinate/Specified/Specified[Reason. Code='62']/Related),9,,Category,Tax Category_ Code,UNCL5305 D24Aと一致. / UNTDED 5305 Duty or tax or fee category code <Code specifying a duty or tax or fee category.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred5305.htm | XMLSchema /uncefact/codelist/standard/UNECE_DutyorTaxorFeeCategoryCode_D23A.xsd,qdt:TaxCategoryCodeType,,,,CategoryCode,CategoryCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment[ReasonCode='62']/RelatedCITradeTax/CategoryCode
v4.3,660.0,4063,BBIE,6,0..1,0..1,明細行調整税率,調整明細行の税率,4,0..1,明細行修正差額調整税率,適用レートパーセント,インボイスの取引税に適用される税率（パーセンテージで表示）。,UN01007174,CI_ Trade_ Tax. Rate_ Applicable. Percent,Applicable Rate Percent,"The applicable rate of CI trade tax, expressed as a percentage.",Attribute,CI_ Trade_ Tax (Included/Subordinate/Specified/Specified[Reason. Code='62']/Related),20,,Rate_ Applicable,Percent,D24A TDED 5510 Valuation Adjustment Percentage Numeric  <Percentage adjustment made to the valuation > (n..18) 数字 https://unece.org/DAM/trade/untdid/UNTDED2005.pdf,udt:PercentType,,,,RateApplicablePercent,RateApplicablePercent,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment[ReasonCode='62']/RelatedCITradeTax/RateApplicablePercent
v4,667,2345,ASBIE,4,0..n,0..n,明細行決裁返金グループ,明細行の返金に関するグループ,3,0..n,明細行返金,指定手当金,CIILB 従属取引明細行のサプライチェーン取引決済に対して指定された手当または課金。,UN01005998,CIIL_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,Specified Allowance Charge,An allowance or charge specified for this CIILB supply chain trade settlement.,Composition,CIILB_ Supply Chain_ Trade Settlement,4,,Specified,,,ram:CITradeAllowanceChargeType,CI_ Trade_ Allowance Charge[Charge. Indicator=false] (Included/Subordinate/Specified/Specified[Charge. Indicator=false]),Charge. Indicator=false,,SpecifiedCITradeAllowanceCharge[ChargeIndicator=false],SpecifiedCITradeAllowanceCharge,////IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=false]
v4,668,3848,ABIE,4,,,明細行返金クラス,明細行返金のクラス,,,,CI 取引手当/手数料,取引目的の価格設定要素（サービス、プロモーション、手当、料金など）。,UN01005706,CI_ Trade_ Allowance Charge. Details,CI Trade Allowance/Charge,"A component of pricing, such as a service, promotion, allowance or charge, for Cross Industry (CI) trade purposes.",Class,CI_ Trade_ Allowance Charge[Charge. Indicator=false] (Included/Subordinate/Specified/Specified[Charge. Indicator=false]),,,,,,ram:CITradeAllowanceChargeType,,,,,,
v4,669.0,3849,BBIE,5,0..1,1..1,"明細行返金・追加請求判別子
    =返金（Allowance）",明細行返金・追加請求判別子=false (Allowance）,5,0..1,明細行返金判別子,充電インジケーター,インボイスの取引手当料金が課金対象であるか否かの表示。,UN01005707,CI_ Trade_ Allowance Charge. Charge. Indicator,Charge Indicator,The indication of whether or not this CI trade allowance charge is a charge.,Attribute,CI_ Trade_ Allowance Charge[Charge. Indicator=false] (Included/Subordinate/Specified/Specified[Charge. Indicator=false]),1,,Charge,Indicator,JECxxxx D24A定義なし,udt:IndicatorType,,,FALSE,ChargeIndicator,ChargeIndicator,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=false]/ChargeIndicator
v4.1,670.0,3852,BBIE,5,0..1,0..1,明細行返金計算率,この明細行追加請求を計算するための率,5,0..1,明細行返金計算率,計算パーセント,インボイスの取引手当料金を計算するために適用されるパーセンテージ。,UN01005710,CI_ Trade_ Allowance Charge. Calculation. Percent,Calculation Percent,The percentage applied to calculate this CI trade allowance charge.,Attribute,CI_ Trade_ Allowance Charge[Charge. Indicator=false] (Included/Subordinate/Specified/Specified[Charge. Indicator=false]),4,,Calculation,Percent,,udt:PercentType,,,,CalculationPercent,CalculationPercent,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=false]/CalculationPercent
v4,671.0,3855,BBIE,5,0..n,0..1,明細行返金金額,この明細行に紐付く返金金額,5,0..1,明細行返金金額,実際の金額,インボイスの取引許容料の実際の金額。,UN01005713,CI_ Trade_ Allowance Charge. Actual. Amount,Actual Amount,An actual monetary value of this CI trade allowance charge.,Attribute,CI_ Trade_ Allowance Charge[Charge. Indicator=false] (Included/Subordinate/Specified/Specified[Charge. Indicator=false]),7,,Actual,Amount,,udt:AmountType,,,,ActualAmount,ActualAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=false]/ActualAmount
v4,672.0,3856,BBIE,5,0..1,0..1,明細行返金理由コード,この明細行の返金理由を識別するコード,5,0..1,明細行返金理由コード,理由コード,インボイスの取引許容料の理由を特定するコード。,UN01005714,CI_ Trade_ Allowance Charge. Reason. Code,Reason Code,The code specifying the reason for this CI trade allowance charge.,Attribute,CI_ Trade_ Allowance Charge[Charge. Indicator=false] (Included/Subordinate/Specified/Specified[Charge. Indicator=false]),8,,Reason,Allowance Charge Reason_ Code,UNCL4465 D24Aと一致. / UNTDED 4465 Adjustment reason description code <Code specifying the adjustment reason.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred4465.htm | XMLSchema /uncefact/codelist/standard/UNECE_AllowanceChargeReasonCode_D23A.xsd,qdt:AllowanceChargeReasonCodeType,,,,ReasonCode,ReasonCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=false]/ReasonCode
v4,673.0,3857,BBIE,5,0..1,0..1,明細行返金理由,"この明細行の返金理由（内容）の説明
軽減税率対象の場合は軽減符号を付記",5,0..1,明細行返金理由,理由テキスト,インボイスの取引許容料の理由をテキストで表現したもの。,UN01005715,CI_ Trade_ Allowance Charge. Reason. Text,Reason Text,"The reason, expressed as text, for this CI trade allowance charge.",Attribute,CI_ Trade_ Allowance Charge[Charge. Indicator=false] (Included/Subordinate/Specified/Specified[Charge. Indicator=false]),9,,Reason,Text,,udt:TextType,,,,Reason,Reason,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=false]/Reason
v4.1,674.0,3859,BBIE,5,0..1,0..1,明細行返金計算根拠金額,この明細行返金の計算根拠となる金額,5,0..1,明細行返金計算根拠金額,基準額,インボイスの取引手当または手数料の計算基準となる金額。,UN01008286,CI_ Trade_ Allowance Charge. Basis. Amount,Basis Amount,The monetary value that is the basis on which this CI trade allowance or charge is calculated.,Attribute,CI_ Trade_ Allowance Charge[Charge. Indicator=false] (Included/Subordinate/Specified/Specified[Charge. Indicator=false]),11,,Basis,Amount,,udt:AmountType,,,,BasisAmount,BasisAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=false]/BasisAmount
v4,675,3861,ASBIE,5,0..n,0..n,明細行返金税グループ,明細行返金の税に関するグループ,5,0..n,明細行返金税,税金のカテゴリ,インボイスの取引手当課徴金の税区分。,UN01005716,CI_ Trade_ Allowance Charge. Category. CI_ Trade_ Tax,Tax Category,A tax category of this CI trade allowance charge.,Composition,CI_ Trade_ Allowance Charge[Charge. Indicator=false] (Included/Subordinate/Specified/Specified[Charge. Indicator=false]),1,,,,,ram:CITradeTaxType,CI_ Trade_ Tax (Included/Subordinate/Specified/Specified[Charge. Indicator=false]/Category),,,CategoryCITradeTax,CategoryCITradeTax,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=false]/CategoryCITradeTax
v4,676,4043,ABIE,5,,,明細行返金税クラス,明細行返金の税クラス,,,,CI取引税,取引に関連する財政税、関税、または賦課金。,UN01005832,CI_ Trade_ Tax. Details,CI Trade Tax,"A Cross Industry (CI) trade related fiscal tax, duty or levy.",Class,CI_ Trade_ Tax (Included/Subordinate/Specified/Specified[Charge. Indicator=false]/Category),,,,,,ram:CITradeTaxType,,,,,,
v4,677.0,4052,BBIE,6,0..1,1..1,明細行返金課税分類コード,明細行返金の課税分類コード,6,0..1,明細行返金課税分類コード,カテゴリーコード,インボイスの取引関連税、課徴金、または関税が適用されるカテゴリーを指定するコード。「免税」、「標準税率」、「免税輸出品 - 課税対象外」などのコード。,UN01005841,CI_ Trade_ Tax. Category. Code,Category Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",Attribute,CI_ Trade_ Tax (Included/Subordinate/Specified/Specified[Charge. Indicator=false]/Category),9,,Category,Tax Category_ Code,UNCL5305 D24Aと一致. / UNTDED 5305 Duty or tax or fee category code <Code specifying a duty or tax or fee category.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred5305.htm | XMLSchema /uncefact/codelist/standard/UNECE_DutyorTaxorFeeCategoryCode_D23A.xsd,qdt:TaxCategoryCodeType,,,,CategoryCode,CategoryCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=false]/CategoryCITradeTax/CategoryCode
v4,678.0,4063,BBIE,6,0..1,0..1,明細行返金税率,明細行返金の税率,6,0..1,明細行返金税率,適用レートパーセント,インボイスの取引税に適用される税率（パーセンテージで表示）。,UN01007174,CI_ Trade_ Tax. Rate_ Applicable. Percent,Applicable Rate Percent,"The applicable rate of CI trade tax, expressed as a percentage.",Attribute,CI_ Trade_ Tax (Included/Subordinate/Specified/Specified[Charge. Indicator=false]/Category),20,,Rate_ Applicable,Percent,D24A TDED 5510 Valuation Adjustment Percentage Numeric  <Percentage adjustment made to the valuation > (n..18) 数字 https://unece.org/DAM/trade/untdid/UNTDED2005.pdf,udt:PercentType,,,,RateApplicablePercent,RateApplicablePercent,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=false]/CategoryCITradeTax/RateApplicablePercent
v4.1,679,2345,ASBIE,4,0..n,0..n,明細行決裁追加請求グループ,明細行決裁／追加請求グループ,3,0..n,明細行追加請求,指定手当金,CIILB 従属取引明細行のサプライチェーン取引決済に対して指定された手当または課金。,UN01005998,CIIL_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,Specified Allowance Charge,An allowance or charge specified for this CIILB supply chain trade settlement.,Composition,CIILB_ Supply Chain_ Trade Settlement,4,,Specified,,,ram:CITradeAllowanceChargeType,CI_ Trade_ Allowance Charge[Charge. Indicator=true] (Included/Subordinate/Specified/Specified[Charge. Indicator=true]),Charge. Indicator=true,,SpecifiedCITradeAllowanceCharge[ChargeIndicator=true],SpecifiedCITradeAllowanceCharge,////IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=true]
v4.1,680,3848,ABIE,4,,,明細行追加請求クラス,明細行追加請求クラス,,,,CI 取引手当/手数料,取引目的の価格設定要素（サービス、プロモーション、手当、料金など）。,UN01005706,CI_ Trade_ Allowance Charge. Details,CI Trade Allowance/Charge,"A component of pricing, such as a service, promotion, allowance or charge, for Cross Industry (CI) trade purposes.",Class,CI_ Trade_ Allowance Charge[Charge. Indicator=true] (Included/Subordinate/Specified/Specified[Charge. Indicator=true]),,,,,,ram:CITradeAllowanceChargeType,,,,,,
v4.1,681.0,3849,BBIE,5,0..1,1..1,"明細行返金・追加請求判別子
    =追加請求（Charge）",明細行返金・追加請求判別子=true (Charge),5,0..1,明細行追加請求判別子,充電インジケーター,インボイスの取引手当料金が課金対象であるか否かの表示。,UN01005707,CI_ Trade_ Allowance Charge. Charge. Indicator,Charge Indicator,The indication of whether or not this CI trade allowance charge is a charge.,Attribute,CI_ Trade_ Allowance Charge[Charge. Indicator=true] (Included/Subordinate/Specified/Specified[Charge. Indicator=true]),1,,Charge,Indicator,JECxxxx D24A定義なし,udt:IndicatorType,,,TRUE,ChargeIndicator,ChargeIndicator,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=true]/ChargeIndicator
