nr,category,UNID,acronym,name1,name2,name3,name4,name5,name6,name7,name8,name9,name10,name11,name12,name13,name14,label_sme,label_csv,definition_sme,multiplicity_sme,selector,fixed_value,version,code_list,issueing_agency,input_method,input_value,xml_imput_sing,selfbilling,amendment_selfbilling,single_selfbilling,core_selfbilling,accounting,JP PINT v1.0,Id,Business Term,Card.
,,UN01005965,ASBIE,,,,CIIL_ Supply Chain_ Trade Agreement. Additional_ Referenced. CI_ Referenced_ Document,,,,,,,,,,,明細行参照文書グループ,明細行参照文書,取引契約と明細行参照文書に関するグループ,0..n,"not(Type. Code=('105','220','351'))",,v4,,,,,,,,,,,,,,
,,UN01005579,ABIE,,,,CI_ Referenced_ Document. Details,,,,,,,,,,,明細行参照文書クラス,,明細行の参照文書クラス,,,,v4,,,,,,,,,,,,,,
588,明細部,JPSxxxxxxx,BBIE,,,,,CI_ Referenced_ Document. Attachment. Binary Object,,,,,,,,,,（明細行参照）文書添付ファイル,明細行参照文書添付ファイル,この参照文書に紐付く添付バイナリファイルの有無を指定,0..1,,,v4,JECxxxx D24A定義なし,JEC, , ,,＊,＊,＊,,,,,,
579,明細部,UN01005580,BBIE,,,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,,,,,,,,,,（明細行参照）文書ID,明細行参照文書ID,この明細行が参照する文書に記載の文書ID。,1..1,,,v4,D24A TDED 1004 Document identifier <To identify a document.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1004.htm, , , ,,●,●,●,●,,☆,IBT-188,>> Invoice line document identifier,1..1
580,明細部,UN01005581,BBIE,,,,,CI_ Referenced_ Document. URI_ Identification. Identifier,,,,,,,,,,（明細行参照）文書URI,明細行参照文書URI,この明細行が参照する文書が所在するURL_ID,0..1,,,v4.3,D24A TDED 1004 Document identifier <To identify a document.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1004.htm, ,  ,  ,,＊,＊,＊,＊,,,,,
581,明細部,UN01005582,BBIE,,,,,CI_ Referenced_ Document. Issue. Date Time,,,,,,,,,,（明細行参照）文書発行日,明細行参照文書発行日,この明細行が参照する文書に記載の発行日付,0..1,,,v4.3,"D24A TDED 2007 Document Issue Date Time <Date that a document was issued and when appropriate, signed or otherwise authenticated> (an..19)  https://unece.org/DAM/trade/untdid/UNTDED2005.pdf | XMLSchema <xsd:union memberTypes=""xsd:dateTime xsd:date""/>",,,,,●,●,●,●,,,,,
582,明細部,UN01005585,BBIE,,,,,CI_ Referenced_ Document. Line. Identifier,,,,,,,,,,（明細行参照）文書明細行ID,明細行参照文書明細行ID,この明細行が参照する文書に記載の文書明細行ID。,1..1,,,v4,D24A TDED 1156 Document line identifier <To identify a line of a document.> (an..6) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1156.htm, , , ,,＊,＊,＊,＊,,,,,
583,明細部,UN01005586,BBIE,,,,,CI_ Referenced_ Document. Reference_ Type. Code,,,,,,,,,,（明細行参照）文書参照タイプコード,明細行参照文書参照タイプコード,この明細行が参照する文書の参照タイプを識別するコード。,0..1,,,v4.1,UNCL1153 D24Aと一致. / UNTDED 1153 Reference code qualifier <Code qualifying a reference.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred1153.htm | XMLSchema /uncefact/codelist/standard/UNECE_ReferenceTypeCode_D23A.xsd,UN/CEFACT, , ,,＊,＊,＊,＊,,,,,
584,明細部,UN01005588,BBIE,,,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,,,,,,,,,,（明細行参照）文書履歴ID,明細行参照文書履歴ID,この明細行が参照する文書の変更履歴を管理するID。,0..1,,,v4,D24A TDED 1004 Document identifier <To identify a document.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1004.htm,  , , ,,▼,▼,▼,▼,,,,,
585,明細部,UN01005589,BBIE,,,,,CI_ Referenced_ Document. Name. Text,,,,,,,,,,（明細行参照）文書名,明細行参照文書名,この明細行が参照する文書の名称,0..1,,,v4.3,D24A TDED 1000 Document name <Name of a document.> (an..35) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1000.htm,,  ,,,＊,＊,＊,＊,,,,,
586,明細部,UN01006415,BBIE,,,,,CI_ Referenced_ Document. Information. Text,,,,,,,,,,（明細行参照）文書情報,明細行参照文書情報,この明細行が参照する文書に記載の情報,0..n,,,v4,D24A TDED 4142 Document Information Text <Text related to a document.> (an..512) コード値不明 https://unece.org/DAM/trade/untdid/UNTDED2005.pdf,,  ,  ,,＊,＊,＊,＊,,,,,
587,明細部,UN01009672,BBIE,,,,,CI_ Referenced_ Document. Type. Code,,,,,,,,,,（明細行参照）文書タイプコード,明細行参照文書タイプコード,この明細行が参照する文書の文書タイプを識別するコード。,0..1,,,v4,UNCL1001 D24Aと一致. / UNTDED 1001 Document name code <Code specifying the document name.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred1001.htm | XMLSchema /uncefact/codelist/standard/UNECE_DocumentNameCode_D23A.xsd,UN/CEFACT,"
コード値
選択入力
",ユーザー選択指定,,＊,＊,＊,＊,,★,IBT-189,>> Document type code,0..1
595,明細部,UN01013318,BBIE,,,,,CI_ Referenced_ Document. Category. Code,,,,,,,,,,（明細行参照）文書類型コード,明細行参照文書類型コード,明細行が参照する参照文書の類型を識別するコード,0..1,,,v4.3,JECxxxx / D24A TDED 1003 Document Type Identifier <Document type identifier such as INVOIC. See also 0065> (an..6)  https://unece.org/DAM/trade/untdid/UNTDED2005.pdf,JEC,  ,  ,,＊,＊,＊,,,,,,
596,明細部,UN01014899,BBIE,,,,,CI_ Referenced_ Document. Subtype. Code,,,,,,,,,,（明細行参照）文書サブタイプコード,明細行参照文書サブタイプコード,この明細行が参照する文書の文書サブタイプを識別するコード。,0..1,,,v4,JECxxxx D24A定義なし,JEC, , ,,＊,＊,＊,＊,,,,,
,,UN01005967,ASBIE,,,,CIIL_ Supply Chain_ Trade Agreement. Net Price_ Product. CI_ Trade_ Price,,,,,,,,,,,契約単価グループ,,明細行の契約単価に関するグループ。,1..1,,,v1,,,,,,,,,,,,,,
,,UN01005790,ABIE,,,,CI_ Trade_ Price. Details,,,,,,,,,,,契約単価クラス,,明細行の契約単価に関する情報からなるクラス。,,,,v1,,,,,,,,,,,,,,
599,明細部,UN01005791,BBIE,,,,,CI_ Trade_ Price. Type. Code,,,,,,,,,,単価コード,契約単価単価コード,単価の区分（確定、仮単価等）を識別するコード,0..1,,,v1,UNCL5375 D24Aと一致. / UNTDED 5375 Price type code <Code specifying the type of price.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred5375.htm | XMLSchema /uncefact/codelist/standard/UNECE_PriceTypeCode_D23A.xsd,UN/CEFACT, , ,,＊,＊,＊,,,,,,
600,明細部,UN01005792,BBIE,,,,,CI_ Trade_ Price. Charge. Amount,,,,,,,,,,契約単価,契約単価金額,"発注者と受注者が合意した明細発注品の単価。単価基準数量と単価基準数量単位の指定に従う。
税込み、税抜きの識別はヘッダ部の「UN01013096：税計算方式」で指定（指定がない場合（デフォルト）は税抜き）。",1..1,,,v1/v3,,,,,,○,○,○,○,,☆,IBT-146,>> Item net price,1..1
601,明細部,UN01005793,BBIE,,,,,CI_ Trade_ Price. Basis. Quantity,,,,,,,,,,単価基準数量,契約単価基準数量,"定貫品目の場合：空欄（デフォルト）、または単価基準数量＝１
不定貫品目、ハイブリッド品目の場合：単価基準数量＝単価の基準となる重量・容量",0..1,,,v4,数量単位コード UNECE Rec20 / D24A TDED5310,UNECE,"属性コード値
選択入力",,,＊,＊,＊,＊,,★,IBT-149,>> Item price base quantity,0..1
602,明細部,,SC,,,,,,Quantity. Unit. Code,,,,,,,,,数量単位属性,契約単価数量単位属性,単価基準数量の数量単位属性,1..1,,,v4.3,,,,,,＊,＊,＊,＊,,,,,
,,JPSxxxxxxxx,ASBIE,,,CIIL_ Subordinate_ Trade Line Item. Specified. CIIL_ Supply Chain_ Trade Delivery,,,,,,,,,,,,明細行配送グループ,,明細行の配送に関するグループ,1..1,,,v1,,,,,,,,,,,,,,
,,UN01009659,ABIE,,,CIIL_ Supply Chain_ Trade Delivery. Details,,,,,,,,,,,,明細行配送クラス,,明細行の納入に関する情報からなるクラス,,,,v1,,,,,,,,,,,,,,
611,明細部,JPSxxxxxxxx,BBIE,,,,CIILB_ Supply Chain_ Trade Delivery. Received. Quantity,,,,,,,,,,,受領数量,受領数量,発注者が受領した品目の数量,1..1,,,v4.3,数量単位コード UNECERec20 D24A定義なし,UNECE,"属性コード値
選択入力", ,,○,○,○,○,,,,,
605,明細部,UN01009661,BBIE,,,,CIILB_ Supply Chain_ Trade Delivery. Product_ Unit. Quantity,,,,,,,,,,,受領バラ数量,受領バラ数量,"受領数量がセット数量単位属性を指定の場合に利用する。
受領バラ数量＝受領数量（属性：セット）×セット単位数量（入り数）（属性：個、または不定貫品目量）",0..1,,,v４,,UNECE,"属性コード値
選択入力",,,＊,＊,＊,＊,,,,,
606,明細部,,SC,,,,,Quantity. Unit. Code,,,,,,,,,,数量単位属性,受領バラ数量単位属性,受領バラ数量の数量単位属性,1..1,,,v4.3,,,,,,＊,＊,＊,＊,,,,,
607,明細部,UN01009662,BBIE,,,,CIILB_ Supply Chain_ Trade Delivery. Per Package_ Unit. Quantity,,,,,,,,,,,受領セット単位数量(入り数）,受領セット単位数量(入り数）,"受領数量の数量単位指定が定貫品目（セット）の場合：1セット当たりのバラ数量を入力。
受領数量がハイブリッド品目（セット）の場合：受領数量で指定したセット数量の1単位当たりの重量・容量（個数でカウントできない不定貫品目の数量単位属性）を入力
受領数量の 数量単位指定が定貫品目（個）の場合：利用しない
 受領数量の数量単位指定が不定貫品目の場合：利用しない。",0..1,,,v3/v4,,UNECE,"属性コード値
選択入力",,,＊,＊,＊,＊,,,,,
609,明細部,UN01014639,BBIE,,,,CIILB_ Supply Chain_ Trade Delivery. Billed. Quantity,,,,,,,,,,,請求数量,請求数量,"この情報項目はずべての品目の請求数量の指定に利用する。
この項目の数量単位属性は次のいずれかを選択：「個」、「セット」、「不定貫数量単位」",0..1,,,v1,,UNECE,"属性コード値
選択入力","デフォルト
＝H87（個）",,＊,＊,＊,＊,,☆,IBT-129,> Invoiced quantity,1..1
,,UN01005987,ASBIE,,,,CIIL_ Supply Chain_ Trade Delivery. Actual_ Receipt. CI_ Supply Chain_ Event,,,,,,,,,,,明細行受領イベントグループ,,この明細行の受領イベントのグループ,0..1,,,v4.3,,,,,,,,,,,,,,
,,UN01005626,ABIE,,,,CI_ Supply Chain_ Event. Details,,,,,,,,,,,明細行受領イベントクラス,,配送にかかわるイベントのクラス,,,,v4.3,,,,,,,,,,,,,,
618,明細部,UN01005628,BBIE,,,,,CI_ Supply Chain_ Event. Occurrence. Date Time,,,,,,,,,,明細行受領日,明細行受領日,納入先が受領した日,0..1,,,v4.3,D24A TDED 2193 Event Date Time <Date and or time of an event > (an..19)  https://unece.org/DAM/trade/untdid/UNTDED2005.pdf,, , ,,●,●,●,●,,,,,
,,JPSxxxxxxxx,ASBIE,,,,CIIL_ Supply Chain_ Trade Delivery. Despatch Advice. CI_ Referenced_ Document,,,,,,,,,,,明細行参照出荷案内書グループ,,"取引契約と明細行出荷案内書に関するグループ
UN01009672＝＝「351」Despatch advice（出荷案内書）を指定",0..1,Type. Code='351',,v4.3,,,,,,,,,,,,,,
,,UN01005579,ABIE,,,,CI_ Referenced_ Document. Details,,,,,,,,,,,明細行参照出荷案内書クラス,,明細行の参照出荷案内書クラス,,,,v4.3,,,,,,,,,,,,,,
621,明細部,UN01005580,BBIE,,,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,,,,,,,,,,（明細行参照）出荷案内書ID,明細行参照出荷案内書ID,この明細行が参照する文書に記載の文書ID。,1..1,,,v4.3,D24A TDED 1004 Document identifier <To identify a document.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1004.htm,,,,,＊,＊,＊,,,★,IBT-184,> Despatch advice reference,0..1
622,明細部,UN01005581,BBIE,,,,,CI_ Referenced_ Document. URI_ Identification. Identifier,,,,,,,,,,（明細行参照）文書URI,明細行参照出荷案内書URI,この明細行が参照する文書が所在するURL_ID,0..1,,,v4.3,D24A TDED 1004 Document identifier <To identify a document.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1004.htm,,,,,＊,＊,＊,,,,,,
623,明細部,UN01005582,BBIE,,,,,CI_ Referenced_ Document. Issue. Date Time,,,,,,,,,,（明細行参照）文書発行日,明細行参照出荷案内書発行日,この明細行が参照する文書に記載の発行日付,0..1,,,v4.3,"D24A TDED 2007 Document Issue Date Time <Date that a document was issued and when appropriate, signed or otherwise authenticated> (an..19)  https://unece.org/DAM/trade/untdid/UNTDED2005.pdf | XMLSchema <xsd:union memberTypes=""xsd:dateTime xsd:date""/>",,,,,＊,＊,＊,,,,,,
624,明細部,UN01005585,BBIE,,,,,CI_ Referenced_ Document. Line. Identifier,,,,,,,,,,（明細行参照）出荷案内書明細行ID,明細行参照出荷案内書明細行ID,この明細行が参照する文書に記載の文書明細行ID。,1..1,,,v4.3,D24A TDED 1156 Document line identifier <To identify a line of a document.> (an..6) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1156.htm,  , , , ,＊,＊,＊,,,,,,
625,明細部,UN01005588,BBIE,,,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,,,,,,,,,,（明細行参照）出荷案内書履歴ID,明細行参照出荷案内書履歴ID,この明細行が参照する出荷案内書の変更履歴を管理するID。,0..1,,,v4.3,D24A TDED 1004 Document identifier <To identify a document.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1004.htm,  , , , ,＊,＊,＊,,,,,,
,,JPSxxxxxxxx,ASBIE,,,,CIIL_ Supply Chain_ Trade Delivery. Receipt Advice. CI_ Referenced_ Document,,,,,,,,,,,明細行参照出荷回答書グループ,,取引契約と明細行出荷回答書に関するグループ,0..1,,,v4.3,,,,,,,,,,,,,,
,,UN01005579,ABIE,,,,CI_ Referenced_ Document. Details,,,,,,,,,,,明細行参照出荷回答書クラス,,明細行の参照出荷回答書クラス,,,,v4.3,,,,,,,,,,,,,,
628,明細部,UN01005580,BBIE,,,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,,,,,,,,,,（明細行参照）出荷回答書ID,明細行参照出荷回答書ID,この明細行が参照する文書に記載の文書ID。,1..1,,,v4.3,D24A TDED 1004 Document identifier <To identify a document.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1004.htm,,,,,＊,＊,＊,,,,,,
629,明細部,UN01005581,BBIE,,,,,CI_ Referenced_ Document. URI_ Identification. Identifier,,,,,,,,,,（明細行参照）文書URI,明細行参照出荷回答書URI,この明細行が参照する文書が所在するURL_ID,0..1,,,v4.3,D24A TDED 1004 Document identifier <To identify a document.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1004.htm,,,,,＊,＊,＊,,,,,,
630,明細部,UN01005582,BBIE,,,,,CI_ Referenced_ Document. Issue. Date Time,,,,,,,,,,（明細行参照）文書発行日,明細行参照出荷回答書発行日,この明細行が参照する文書に記載の発行日付,0..1,,,v4.3,"D24A TDED 2007 Document Issue Date Time <Date that a document was issued and when appropriate, signed or otherwise authenticated> (an..19)  https://unece.org/DAM/trade/untdid/UNTDED2005.pdf | XMLSchema <xsd:union memberTypes=""xsd:dateTime xsd:date""/>",,,,,＊,＊,＊,,,,,,
631,明細部,UN01005585,BBIE,,,,,CI_ Referenced_ Document. Line. Identifier,,,,,,,,,,（明細行参照）出荷回答書明細行ID,明細行参照出荷回答書明細行ID,この明細行が参照する文書に記載の文書明細行ID。,1..1,,,v4.3,D24A TDED 1156 Document line identifier <To identify a line of a document.> (an..6) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1156.htm,  , , , ,＊,＊,＊,,,,,,
632,明細部,UN01005588,BBIE,,,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,,,,,,,,,,（明細行参照）出荷回答書履歴ID,明細行参照出荷回答書履歴ID,この明細行が参照する文書の変更履歴を管理するID。,0..1,,,v4.3,D24A TDED 1004 Document identifier <To identify a document.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1004.htm,  , , , ,＊,＊,＊,,,,,,
,,UN01005986,ASBIE,,,,CIIL_ Supply Chain_ Trade Delivery. Actual_ Delivery. CI_ Supply Chain_ Event,,,,,,,,,,,明細行参照出荷イベントグループ,,この明細行の出荷イベントのグループ,0..1,,,v4.3,,,,,,,,,,,,,,
,,UN01005626,ABIE,,,,CI_ Supply Chain_ Event. Details,,,,,,,,,,,明細行参照出荷イベントクラス,,配送にかかわるイベントのクラス,,,,v4.3,,,,,,,,,,,,,,
615,明細部,UN01005628,BBIE,,,,,CI_ Supply Chain_ Event. Occurrence. Date Time,,,,,,,,,,明細行出荷日,明細行出荷日,納入先へ出荷した日,0..1,,,v4.3,D24A TDED 2193 Event Date Time <Date and or time of an event > (an..19)  https://unece.org/DAM/trade/untdid/UNTDED2005.pdf,, , ,,●,●,●,●,,,,,
,,JPSxxxxxxxx,ASBIE,,,CIIL_ Subordinate_ Trade Line Item. Specified. CIIL_ Supply Chain_ Trade Settlement,,,,,,,,,,,,明細行決裁グループ,,明細行の決済に関するグループ,1..1,,,v1,,,,,,,,,,,,,,
,,UN01009664,ABIE,,,CIIL_ Supply Chain_ Trade Settlement. Details,,,,,,,,,,,,明細行決裁クラス,,明細行の決済入に関する情報からなるクラス,,,,v1,,,,,,,,,,,,,,
635,明細部,UN01014641,BBIE,,,,CIILB_ Supply Chain_ Trade Settlement. Direction. Code,,,,,,,,,,,明細行取引方向コード,明細行取引方向コード,"明細行の取引方向を識別するコード
デフォルトは「プラス」
明細行取引類型コードが「調整」を指定場合に利用する。
金額の「プラス」「マイナス」表示を許容する場合は実装しない。",0..1,,,v４,,JEC, , ,,＊,＊,＊,＊,,,,,
,,UN01006079,ASBIE,,,,CIIL_ Supply Chain_ Trade Settlement. Receivable_ Specified. CI_ Trade_ Accounting Account,,,,,,,,,,,明細行決済会計アカウントグループ,,この明細行の会計アカウントに関するグループ,0..1,,,v4.3,,,,,,,,,,,,,,
,,UN01005680,ABIE,,,,CI_ Trade_ Accounting Account. Details,,,,,,,,,,,明細行会計アカウントクラス,,会計アカウントに関するクラス,,,,v4.3,,,,,,,,,,,,,,
697,明細部,UN01005681,BBIE,,,,,CI_ Trade_ Accounting Account. Identification. Identifier,,,,,,,,,,明細行会計アカウントID,明細行会計アカウントID,明細行会計アカウントのID,1..1,,,v4.3,,国税庁,"ID値
選択入力",,,▽,▽,▽,▽,,★,IBT-133,Invoice line Buyer accounting reference,0..1
698,明細部,UN01005683,BBIE,,,,,CI_ Trade_ Accounting Account. Type. Code,,,,,,,,,,明細行会計アカウントタイプコード,明細行会計アカウントタイプコード,明細行会計アカウントのタイプコード,0..1,,,v4.3, | XMLSchema /uncefact/codelist/standard/EDIFICAS-EU_AccountingAccountType_D11A.xsd,,,  ,,▽,▽,▽,▽,,,,,
699,明細部,UN01005685,BBIE,,,,,CI_ Trade_ Accounting Account. Name. Text,,,,,,,,,,明細行会計アカウント名,明細行会計アカウント名,明細行会計アカウントの名称,0..1,,,v4.3,,  ,,  ,,▽,▽,▽,▽,,,,,
,,UN01005996,ASBIE,,,,CIIL_ Supply Chain_ Trade Settlement. Applicable. CI_ Trade_ Tax,,,,,,,,,,,明細行決済税グループ,,明細行決済の税に関するグループ,1..1,,,v1,,,,,,,,,,,,,,
,,UN01005832,ABIE,,,,CI_ Trade_ Tax. Details,,,,,,,,,,,明細行税クラス,,明細行の税に関する情報に関するクラス,,,,v1,,,,,,,,,,,,,,
638,明細部,UN01005834,BBIE,,,,,CI_ Trade_ Tax. Type. Code,,,,,,,,,,明細行税タイプコード,明細行税タイプコード,税の種類を識別するコード。デフォルトは消費税；VAT,0..1,,,v1/v2,"UNCL5153 D24Aと一致. / UNTDED 5153 Duty or tax or fee type name code <Code specifying a type of duty, tax or fee.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred5153.htm | XMLSchema /uncefact/codelist/standard/UNECE_DutyTaxFeeTypeCode_D23A.xsd",UN/CEFACT,"コード値
選択入力","デフォルト
＝VAT",,＊,＊,＊,＊,,★,IBT-167,>> Tax Scheme,0..1
639,明細部,UN01005839,BBIE,,,,,CI_ Trade_ Tax. Basis. Amount,,,,,,,,,,明細行譲渡資産金額（税抜き）,明細行譲渡資産金額（税抜き）,"この明細行の税抜き譲渡資産金額（契約単価×受領数量）
契約単価×数量で指定できない場合は金額",0..1,,,v2,,,,,,(○),(○),(○),(○),,☆,IBT-131,> Invoice line net amount,1..1
640,明細部,UN01005841,BBIE,,,,,CI_ Trade_ Tax. Category. Code,,,,,,,,,,明細行課税分類コード,明細行課税分類コード,この明細行の消費税の課税分類（標準税率、軽減税率、不課税、非課税、免税等）を識別するコード,1..1,,,v1/v2,UNCL5305 D24Aと一致. / UNTDED 5305 Duty or tax or fee category code <Code specifying a duty or tax or fee category.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred5305.htm | XMLSchema /uncefact/codelist/standard/UNECE_DutyorTaxorFeeCategoryCode_D23A.xsd,UN/CEFACT,"
コード値
選択入力
","デフォルト
＝S（標準税率）",,●,●,●,●,,☆,IBT-151,>> Invoiced item TAX category code,1..1
641,明細部,UN01005850,BBIE,,,,,CI_ Trade_ Tax. Category Name. Text,,,,,,,,,,明細行課税分類名,明細行課税分類名,消費税の計算属性(標準税率、軽減税率など)を識別するための分類名。または軽減税率対象品目に添付する※などの記号を表示,0..1,,,v2,,, , ,,◎,◎,◎,◎,,,,,
642,明細部,UN01007174,BBIE,,,,,CI_ Trade_ Tax. Rate_ Applicable. Percent,,,,,,,,,,明細行税率,明細行税率,"課税分類に対応する消費税率のパーセント表示
2014年度税制の場合は、明細行課税分類コードと組み合わせて利用する。",0..1,,,v1/v2,D24A TDED 5510 Valuation Adjustment Percentage Numeric  <Percentage adjustment made to the valuation > (n..18) 数字 https://unece.org/DAM/trade/untdid/UNTDED2005.pdf, , , ,,●,●,●,●,,★,IBT-152,>> Invoiced item TAX rate,0..1
643,明細部,UN01013040,BBIE,,,,,CI_ Trade_ Tax. Grand Total. Amount,,,,,,,,,,明細行譲渡資産金額(税込み),明細行譲渡資産金額(税込み),この明細行の税額を含む譲渡資産金額（税込み）,0..1,,,v2,,,,,,（□）,（□）,（□）,（□）,,,,,
644,明細部,UN01014650,BBIE,,,,,CI_ Trade_ Tax. Local Tax System. Identifier,,,,,,,,,,明細行適用税制ID,明細行適用税制ID,"この明細行取引の税制年度を識別するID
デフォルトは「2019」（2019年度税制）",0..1,,,v4,JECxxxx D24A定義なし,JEC, , ,,＊,＊,＊,＊,,,,,
,,UN01006004,ASBIE,,,,CIIL_ Supply Chain_ Trade Settlement. Invoice_ Referenced. CI_ Referenced_ Document,,,,,,,,,,,明細行決済参照対象物グループ,,明細行が参照するインボイス対象物に関するグループ,0..1,,,v4,,,,,,,,,,,,,,
,,UN01005579,ABIE,,,,CI_ Referenced_ Document. Details,,,,,,,,,,,明細行参照対象物クラス,,明細行が参照するインボイス対象物クラス,,,,v4,,,,,,,,,,,,,,
647,明細部,UN01005580,BBIE,,,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,,,,,,,,,,（明細行参照）インボイス対象物ID,明細行対象物ID,この明細行が参照するインボイス対象物のID,1..1,,,v4,D24A TDED 1004 Document identifier <To identify a document.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1004.htm, , , ,,●,●,●,,,★,IBT-128,> Invoice line object identifier,0..1
648,明細部,UN01005582,BBIE,,,,,CI_ Referenced_ Document. Issue. Date Time,,,,,,,,,,（明細行参照）インボイス対象物発行日,明細行対象物発行日,この明細行が参照するインボイス対象物の発行日,0..1,,,v4,"D24A TDED 2007 Document Issue Date Time <Date that a document was issued and when appropriate, signed or otherwise authenticated> (an..19)  https://unece.org/DAM/trade/untdid/UNTDED2005.pdf | XMLSchema <xsd:union memberTypes=""xsd:dateTime xsd:date""/>",, , ,,＊,＊,＊,,,,,,
649,明細部,UN01005585,BBIE,,,,,CI_ Referenced_ Document. Line. Identifier,,,,,,,,,,（明細行参照）インボイス対象物明細行ID,明細行対象物明細行ID,この明細行が参照するインボイス対象物の明細行ID,1..1,,,v4,D24A TDED 1156 Document line identifier <To identify a line of a document.> (an..6) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1156.htm,  , , ,,＊,＊,＊,,,,,,
650,明細部,UN01005586,BBIE,,,,,CI_ Referenced_ Document. Reference_ Type. Code,,,,,,,,,,（明細行参照）文書参照タイプコード,明細行対象物参照タイプコード,この明細行が参照する文書の参照タイプを識別するコード。,0..1,,,v4.1,UNCL1153 D24Aと一致. / UNTDED 1153 Reference code qualifier <Code qualifying a reference.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred1153.htm | XMLSchema /uncefact/codelist/standard/UNECE_ReferenceTypeCode_D23A.xsd,UN/CEFACT,"
コード値
選択入力
",ユーザー選択指定,,●,●,●,,,★,IBT-128-1,>> Scheme identifier,0..1
651,明細部,UN01005588,BBIE,,,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,,,,,,,,,,（明細行参照）インボイス対象物履歴ID,明細行対象物履歴ID,この明細行が参照するインボイス対象物の変更履歴を管理するID。,0..1,,,v4,D24A TDED 1004 Document identifier <To identify a document.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1004.htm,  , , ,,＊,＊,＊,,,,,,
,,UN01006003,ASBIE,,,,CIIL_ Supply Chain_ Trade Settlement. Specified. CI_ Financial_ Adjustment,,,,,,,,,,,明細行決済調整グループ,,明細行決済の調整（修正差額調整）に関するグループ,0..n,Reason. Code='62',,v4.3,,,,,,,,,,,,,,
,,UN01005487,ABIE,,,,CI_ Financial_ Adjustment. Details,,,,,,,,,,,明細行調整クラス,,明細行の調整に関する情報からなるクラス,,,,v4.3,,,,,,,,,,,,,,
654,明細部,UN01005488,BBIE,,,,,CI_ Financial_ Adjustment. Reason. Code,,,,,,,,,,明細行調整理由コード（修正差額調整）,明細行修正差額調整理由コード,この明細行の調整理由を示す識別コード=62(修正差額調整),0..1,,62,v4.3,UNCL4465 D24Aと一致. / UNTDED 4465 Adjustment reason description code <Code specifying the adjustment reason.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred4465.htm | XMLSchema /uncefact/codelist/standard/UNECE_AdjustmentReasonDescriptionCode_D23A.xsd,UN/CEFACT,"属性コード値
固定入力",,,,▼,▼,▼,,,,,
655,明細部,UN01005489,BBIE,,,,,CI_ Financial_ Adjustment. Reason. Text,,,,,,,,,,明細行調整理由（修正差額調整）,明細行修正差額調整理由,この明細行の調整理由を文字で表現した内容,0..1,,,v4.3,,,,,,,▼,▼,▼,,,,,
656,明細部,UN01005490,BBIE,,,,,CI_ Financial_ Adjustment. Actual. Amount,,,,,,,,,,明細行調整金額（修正差額調整）,明細行修正差額調整金額,"この明細行の調整金額＜調整理由コード＝62＞
修正差額調整金額",0..1,,,v4.3,,, ,,,,▼,▼,▼,,,,,
,,UN01014897,ASBIE,,,,,CI_ Financial_ Adjustment. Related. CI_ Trade_ Tax,,,,,,,,,,明細行調整調整税グループ,,調整明細行の税率別税クラス（修正差額調整）に関するグループ,0..n,,,v4.3,,,,,,,,,,,,,,
,,UN01005832,ABIE,,,,,CI_ Trade_ Tax. Details,,,,,,,,,,明細行調整税クラス,,調整明細行の税率別税クラス,,,,v4.3,,,,,,,,,,,,,,
