version,sme_nr,UNID,acronym,type,level,label_local,multiplicity,multiplicity_SME,mbie_nr,class_term,sequence,identifier,property_term,representation_term,associated_class,definition_local,code_list,attribute,DEN,definition,short_name,name,element,xpath
v4.1,607,UN01014899,BBIE,A,6,（明細行参照）文書サブタイプコード,0..n,0..1,3636,CI_ Referenced_ Document,22,,Subtype,Code,,"この明細行が参照する文書の文書サブタイプを識別するコード。
デフォルト属性＝「35101」一般納品書",JECxxxx,,CI_ Referenced_ Document. Subtype. Code,A code specifying a subtype of this CI referenced document.,Subtype Code,SubordinateDocumentDeliveryReferencedDocumentSubtypeCode,SubtypeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeDelivery/AdditionalReferencedCIReferencedDocument/SubtypeCode
v1,608,UN01009651,ASBIE,C,4,明細行／決裁グループ,0..1,1..1,2325,CIILB_ Subordinate_ Trade Line Item,5,,Specified,,CIILB_ Supply Chain_ Trade Settlement,明細行の決済に関するグループ,,,CIILB_ Subordinate_ Trade Line Item. Specified. CIILB_ Supply Chain_ Trade Settlement,The supply chain trade settlement specified for this CIILB subordinate trade line item.,Trade Settlement,SubordinateDocument,SpecifiedCIILBSupplyChainTradeSettlement,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement
v４,610,UN01014641,BBIE,A,5,明細行取引方向コード,0..1,0..1,2341,CIILB_ Supply Chain_ Trade Settlement,1,,Direction,Code,,"明細行の取引方向を識別するコード
デフォルトは「プラス」
明細行取引類型コードが「調整」を指定場合に利用する。
金額の「プラス」「マイナス」表示を許容する場合は実装しない。",JECxxxx,,CIILB_ Supply Chain_ Trade Settlement. Direction. Code,The code specifying whether this CIILB supply chain trade settlement is an addition or a subtraction.,Direction Code,SubordinateDocumentDirectionCode,DirectionCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/DirectionCode
v1,611,UN01009665,ASBIE,C,5,明細行決済／明細行税グループ,0..1,1..1,2342,CIILB_ Supply Chain_ Trade Settlement,1,,Applicable,,CI_ Trade_ Tax,明細行決済の税に関するグループ,,,CIILB_ Supply Chain_ Trade Settlement. Applicable. CI_ Trade_ Tax,The trade tax applicable to this CIILB supply chain trade settlement.,Tax,SubordinateDocumentTax,ApplicableCITradeTax,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/ApplicableCITradeTax
v1/v2,613,UN01005834,BBIE,A,6,明細行税タイプコード,0..1,0..1,4045,CI_ Trade_ Tax,2,,Type,Code,,税の種類を識別するコード。デフォルトは消費税；VAT,UNCL5153,,CI_ Trade_ Tax. Type. Code,"The code specifying the type of CI trade related tax, levy or duty, such as a code for a Value Added Tax (VAT).",Type Code,SubordinateDocumentTaxTypeCode,TypeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/ApplicableCITradeTax/TypeCode
v2,614,UN01005839,BBIE,A,6,明細行譲渡資産金額（税抜き）,0..n,0..1,4050,CI_ Trade_ Tax,7,,Basis,Amount,,"この明細行の税抜き譲渡資産金額（契約単価×配送数量）
契約単価×数量で指定できない場合は金額",,,CI_ Trade_ Tax. Basis. Amount,"A monetary value used as the basis on which this CI trade related tax, levy or duty is calculated.",Basis Amount,SubordinateDocumentTaxBasisAmount,BasisAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/ApplicableCITradeTax/BasisAmount
v1/v2,615,UN01005841,BBIE,A,6,明細行課税分類コード,0..1,1..1,4052,CI_ Trade_ Tax,9,,Category,Code,,この明細行の消費税の課税分類（標準税率、軽減税率、不課税、非課税、免税等）を識別するコード,UNCL5305,,CI_ Trade_ Tax. Category. Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",Category Code,SubordinateDocumentTaxCategoryCode,CategoryCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/ApplicableCITradeTax/CategoryCode
v2,616,UN01005850,BBIE,A,6,明細行課税分類名,0..n,0..1,4061,CI_ Trade_ Tax,18,,Category Name,Text,,消費税の計算属性(標準税率、軽減税率など)を識別するための分類名。または軽減税率対象品目に添付する※などの記号を表示,,,CI_ Trade_ Tax. Category Name. Text,"A category name, expressed as text, of this CI trade related tax, levy or duty.",Category Name,SubordinateDocumentTaxCategoryName,CategoryName,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/ApplicableCITradeTax/CategoryName
v1/v2,617,UN01007174,BBIE,A,6,明細行税率,0..1,0..1,4063,CI_ Trade_ Tax,20,,Rate_ Applicable,Percent,,"課税分類に対応する消費税率のパーセント表示
2014年度税制の場合は、明細行課税分類コードと組み合わせて利用する。",,,CI_ Trade_ Tax. Rate_ Applicable. Percent,"The applicable rate of CI trade tax, expressed as a percentage.",Applicable Rate Percent,SubordinateDocumentTaxRatePercent,RateApplicablePercent,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/ApplicableCITradeTax/RateApplicablePercent
v2,618,UN01013040,BBIE,A,6,明細行譲渡資産金額(税込み),0..1,0..1,4064,CI_ Trade_ Tax,21,,Grand Total,Amount,,この明細行の税額を含む譲渡資産金額（税込み）,,,CI_ Trade_ Tax. Grand Total. Amount,The monetary value of the grand total of the basis plus tax for this CI trade tax.,Grand Total Amount,SubordinateDocumentTaxGrandTotalAmount,GrandTotalAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/ApplicableCITradeTax/GrandTotalAmount
v4,619,UN01014650,BBIE,A,6,明細行適用税制ID,0..1,0..1,4066,CI_ Trade_ Tax,23,,Local Tax System,Identifier,,"この明細行取引の税制年度を識別するID
デフォルトは「2019」（2019年度税制）",JECxxxx,,CI_ Trade_ Tax. Local Tax System. Identifier,The identifier of the local tax system for this CI trade tax.,Local Tax System ID,SubordinateDocumentTaxLocalTaxSystemID,LocalTaxSystemID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/ApplicableCITradeTax/LocalTaxSystemID
v4,620,UN01014642,ASBIE,C,5,明細行決済／参照インボイス対象物グループ,0..1,0..n,2343,CIILB_ Supply Chain_ Trade Settlement,2,,Invoice_ Referenced,,CI_ Referenced_ Document,明細行が参照するインボイス対象物に関するグループ,,,CIILB_ Supply Chain_ Trade Settlement. Invoice_ Referenced. CI_ Referenced_ Document,The invoice document referenced for this CIILB supply chain trade settlement.,Invoice Document,SubordinateDocumentInvoiceReferencedReferencedDocument,InvoiceReferencedCIReferencedDocument,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/InvoiceReferencedCIReferencedDocument
v4,622,UN01005580,BBIE,A,6,（明細行参照）インボイス対象物ID,0..1,1..1,3615,CI_ Referenced_ Document,1,PK,Issuer Assigned_ Identification,Identifier,,この明細行が参照するインボイス対象物のID,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,The issuer assigned identifier for this CI referenced document.,Issuer Assigned ID,SubordinateDocumentInvoiceReferencedDocumentIssuerAssignedID,IssuerAssignedID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/InvoiceReferencedCIReferencedDocument/IssuerAssignedID
v4,623,UN01005582,BBIE,A,6,（明細行参照）インボイス対象物発行日,0..1,0..1,3617,CI_ Referenced_ Document,3,,Issue,Date Time,,この明細行が参照するインボイス対象物の発行日,,,CI_ Referenced_ Document. Issue. Date Time,The date or date time for the issuance of this CI referenced document.,Issue Date Time,SubordinateDocumentInvoiceReferencedDocumentIssueDateTime,IssueDateTime,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/InvoiceReferencedCIReferencedDocument/IssueDateTime
v4,624,UN01005585,BBIE,A,6,（明細行参照）インボイス対象物明細行ID,0..1,1..1,3620,CI_ Referenced_ Document,6,PK,Line,Identifier,,この明細行が参照するインボイス対象物の明細行ID,,,CI_ Referenced_ Document. Line. Identifier,The unique identifier of a line in this CI referenced document.,Line ID,SubordinateItemInvoiceReferencedDocumentLineID,LineID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/InvoiceReferencedCIReferencedDocument/LineID
v4.1,625,UN01005586,BBIE,A,6,（明細行参照）文書参照タイプコード,0..1,0..1,3621,CI_ Referenced_ Document,7,,Reference_ Type,Code,,この明細行が参照する文書の参照タイプを識別するコード。,UNCL1153,,CI_ Referenced_ Document. Reference_ Type. Code,The code specifying the reference type of this CI referenced document.,Reference Type Code,SubordinateDocumentInvoiceReferencedDocumentReferenceTypeCode,ReferenceTypeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/InvoiceReferencedCIReferencedDocument/ReferenceTypeCode
v4,626,UN01005588,BBIE,A,6,（明細行参照）インボイス対象物履歴ID,0..1,0..1,3623,CI_ Referenced_ Document,9,,Revision_ Identification,Identifier,,この明細行が参照するインボイス対象物の変更履歴を管理するID。,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,The unique identifier for a revision of this CI referenced document.,Revision ID,SubordinateDocumentInvoiceReferencedDocumentRevisionID,RevisionID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/InvoiceReferencedCIReferencedDocument/RevisionID
v4,627,UN01009672,BBIE,A,6,（明細行参照）文書タイプコード,0..1,0..1,3628,CI_ Referenced_ Document,14,,Type,Code,,この明細行が参照する文書タイプを識別するコード,UNCL1001,,CI_ Referenced_ Document. Type. Code,The code specifying the type of CI referenced document.,Type Code,SubordinateDocumentInvoiceReferencedDocumentTypeCode,TypeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/InvoiceReferencedCIReferencedDocument/TypeCode
v4,628,UN01014899,BBIE,A,6,（明細行参照）文書サブタイプコード,0..n,0..1,3636,CI_ Referenced_ Document,22,,Subtype,Code,,この明細行が参照する文書の文書サブタイプコード,JECxxxx,,CI_ Referenced_ Document. Subtype. Code,A code specifying a subtype of this CI referenced document.,Subtype Code,SubordinateDocumentInvoiceReferencedDocumentSubtypeCode,SubtypeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/InvoiceReferencedCIReferencedDocument/SubtypeCode
v4.3,629,UN01014643,ASBIE,C,5,明細行決済／調整（修正差額調整）グループ,0..n,0..1,2344,CIILB_ Supply Chain_ Trade Settlement,3,,Specified,,CI_ Financial_ Adjustment,明細行決済の調整（修正差額調整）に関するグループ,,,CIILB_ Supply Chain_ Trade Settlement. Specified. CI_ Financial_ Adjustment,A financial adjustment specified for this CIILB supply chain trade settlement.,Specified Financial Adjustment,SubordinateDocumentFinancialAdjustment,SpecifiedCIFinancialAdjustment,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment
v4.3,631,UN01005488,BBIE,A,6,明細行調整理由コード（修正差額調整）,0..1,0..1,3461,CI_ Financial_ Adjustment,1,,Reason,Code,,"この明細行の調整理由を示す識別コード
'=62(修正差額調整)",UNCL4465,,CI_ Financial_ Adjustment. Reason. Code,The code specifying a reason for this CI financial adjustment.,Reason Code,SubordinateDocumentFinancialAdjustmentReasonCode,ReasonCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment/ReasonCode
v4.3,632,UN01005489,BBIE,A,6,明細行調整理由,0..n,0..1,3462,CI_ Financial_ Adjustment,2,,Reason,Text,,この明細行の調整理由を文字で表現した内容,,,CI_ Financial_ Adjustment. Reason. Text,"A reason, expressed as text, for this CI financial adjustment.",Reason Text,SubordinateDocumentFinancialAdjustmentReasonText,Reason,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment/Reason
v4.3,633,UN01005490,BBIE,A,6,明細行調整金額,0..n,0..1,3463,CI_ Financial_ Adjustment,3,,Actual,Amount,,"この明細行の調整金額
＜調整理由コード＝62＞
'=修正差額調整金額",,,CI_ Financial_ Adjustment. Actual. Amount,An actual monetary value added or subtracted as a result of this CI financial adjustment.,Actual Amount,SubordinateDocumentFinancialAdjustmentActualAmount,ActualAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment/ActualAmount
v4.3,634,UN01014897,ASBIE,C,6,明細行調整／調整税グループ,0..n,0..1,3469,CI_ Financial_ Adjustment,3,,Related,,CI_ Trade_ Tax,調整明細行の税率別税クラスに関するグループ,,,CI_ Financial_ Adjustment. Related. CI_ Trade_ Tax,A trade tax related to this CI financial adjustment.,Related Tax,SubordinateDocumentFinancialAdjustmentRelatedTax,RelatedCITradeTax,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment/RelatedCITradeTax
v4.3,636,UN01005841,BBIE,A,7,明細行調整課税分類コード,0..1,0..1,4052,CI_ Trade_ Tax,9,,Category,Code,,調整明細行の課税分類コード,UNCL5305,,CI_ Trade_ Tax. Category. Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",Category Code,SubordinateDocumentFinancialAdjustmentTaxCategoryCode,CategoryCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment/RelatedCITradeTax/CategoryCode
v4.3,637,UN01007174,BBIE,A,7,明細行調整税率,0..1,0..1,4063,CI_ Trade_ Tax,20,,Rate_ Applicable,Percent,,調整明細行の税率,,,CI_ Trade_ Tax. Rate_ Applicable. Percent,"The applicable rate of CI trade tax, expressed as a percentage.",Applicable Rate Percent,SubordinateDocumentFinancialAdjustmentTaxRatePercent,RateApplicablePercent,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment/RelatedCITradeTax/RateApplicablePercent
v4.3,638,UN01014643,ASBIE,C,5,明細行決済／調整グループ,0..n,0..n,2344,CIILB_ Supply Chain_ Trade Settlement,3,,Specified,,CI_ Financial_ Adjustment,明細行決済の調整に関するグループ,,,CIILB_ Supply Chain_ Trade Settlement. Specified. CI_ Financial_ Adjustment,A financial adjustment specified for this CIILB supply chain trade settlement.,Specified Financial Adjustment,SubordinateDocumentFinancialAdjustment,SpecifiedCIFinancialAdjustment,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment
v4.3,640,UN01005488,BBIE,A,6,明細行調整理由コード,0..1,0..1,3461,CI_ Financial_ Adjustment,1,,Reason,Code,,"この明細行の調整理由を示す識別コード
=30の場合（入金）",UNCL4465,,CI_ Financial_ Adjustment. Reason. Code,The code specifying a reason for this CI financial adjustment.,Reason Code,SubordinateDocumentFinancialAdjustmentReasonCode,ReasonCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment/ReasonCode
v4.3,641,UN01005489,BBIE,A,6,明細行調整理由,0..n,0..1,3462,CI_ Financial_ Adjustment,2,,Reason,Text,,この明細行の調整理由を文字で表現した内容,,,CI_ Financial_ Adjustment. Reason. Text,"A reason, expressed as text, for this CI financial adjustment.",Reason Text,SubordinateDocumentFinancialAdjustmentReasonText,Reason,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment/Reason
v4.3,642,UN01005490,BBIE,A,6,明細行調整金額,0..n,0..1,3463,CI_ Financial_ Adjustment,3,,Actual,Amount,,"この明細行の調整金額30の場合＞
'=入金",,,CI_ Financial_ Adjustment. Actual. Amount,An actual monetary value added or subtracted as a result of this CI financial adjustment.,Actual Amount,SubordinateDocumentFinancialAdjustmentActualAmount,ActualAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment/ActualAmount
v4.3,643,UN01005492,BBIE,A,6,明細行調整実施日,0..1,0..1,3465,CI_ Financial_ Adjustment,5,,Actual,Date Time,,この明細行の調整実施日,,,CI_ Financial_ Adjustment. Actual. Date Time,"The actual date, time, date time, or other date time value of this CI financial adjustment.",Actual Date Time,SubordinateDocumentFinancialAdjustmentActualDateTime,ActualDateTime,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment/ActualDateTime
v4.3,644,UN01014897,ASBIE,C,6,明細行調整／調整税グループ,0..n,0..1,3469,CI_ Financial_ Adjustment,3,,Related,,CI_ Trade_ Tax,調整明細行の税率別税クラスに関するグループ,,,CI_ Financial_ Adjustment. Related. CI_ Trade_ Tax,A trade tax related to this CI financial adjustment.,Related Tax,SubordinateDocumentFinancialAdjustmentRelatedTax,RelatedCITradeTax,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment/RelatedCITradeTax
v4.3,646,UN01005834,BBIE,A,7,明細行調整税タイプコード,0..1,0..1,4045,CI_ Trade_ Tax,2,,Type,Code,,税の種類を識別するコード,UNCL5153,,CI_ Trade_ Tax. Type. Code,"The code specifying the type of CI trade related tax, levy or duty, such as a code for a Value Added Tax (VAT).",Type Code,SubordinateDocumentFinancialAdjustmentTaxTypeCode,TypeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment/RelatedCITradeTax/TypeCode
v4.3,647,UN01005839,BBIE,A,7,明細行調整税額計算基準金額,0..n,0..1,4050,CI_ Trade_ Tax,7,,Basis,Amount,,税額計算のベースとなる金額,,,CI_ Trade_ Tax. Basis. Amount,"A monetary value used as the basis on which this CI trade related tax, levy or duty is calculated.",Basis Amount,SubordinateDocumentFinancialAdjustmentTaxBasisAmount,BasisAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment/RelatedCITradeTax/BasisAmount
v4.3,648,UN01005841,BBIE,A,7,明細行調整課税分類コード,0..1,0..1,4052,CI_ Trade_ Tax,9,,Category,Code,,調整明細行の課税分類コード,UNCL5305,,CI_ Trade_ Tax. Category. Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",Category Code,SubordinateDocumentFinancialAdjustmentTaxCategoryCode,CategoryCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment/RelatedCITradeTax/CategoryCode
v4.3,649,UN01007174,BBIE,A,7,明細行調整税率,0..1,0..1,4063,CI_ Trade_ Tax,20,,Rate_ Applicable,Percent,,調整明細行の税率,,,CI_ Trade_ Tax. Rate_ Applicable. Percent,"The applicable rate of CI trade tax, expressed as a percentage.",Applicable Rate Percent,SubordinateDocumentFinancialAdjustmentTaxRatePercent,RateApplicablePercent,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment/RelatedCITradeTax/RateApplicablePercent
v4,650,UN01014644,ASBIE,C,5,明細行決裁／返金グループ,0..n,0..n,2345,CIILB_ Supply Chain_ Trade Settlement,4,,Specified,,CI_ Trade_ Allowance Charge,明細行の返金に関するグループ,,,CIILB_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,An allowance or charge specified for this CIILB supply chain trade settlement.,Specified Allowance Charge,SubordinateDocumentAllowanceCharge,SpecifiedCITradeAllowanceCharge,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge
v4,652,UN01005707,BBIE,A,6,"明細行返金・追加請求判別子
    =返金（Allowance）",0..1,1..1,3849,CI_ Trade_ Allowance Charge,1,,Charge,Indicator,,"明細行返金・追加請求判別子
    =false (Allowance）",JECxxxx,,CI_ Trade_ Allowance Charge. Charge. Indicator,The indication of whether or not this CI trade allowance charge is a charge.,Charge Indicator,SubordinateDocumentAllowanceChargeChargeIndicator,ChargeIndicator,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/ChargeIndicator
v4.1,653,UN01005710,BBIE,A,6,明細行返金計算率,0..1,0..1,3852,CI_ Trade_ Allowance Charge,4,,Calculation,Percent,,この明細行追加請求を計算するための率,,,CI_ Trade_ Allowance Charge. Calculation. Percent,The percentage applied to calculate this CI trade allowance charge.,Calculation Percent,SubordinateDocumentAllowanceChargeCalculationPercent,CalculationPercent,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/CalculationPercent
v4,654,UN01005713,BBIE,A,6,明細行返金金額,0..n,0..1,3855,CI_ Trade_ Allowance Charge,7,,Actual,Amount,,この明細行に紐付く返金金額,,,CI_ Trade_ Allowance Charge. Actual. Amount,An actual monetary value of this CI trade allowance charge.,Actual Amount,SubordinateDocumentAllowanceChargeActualAmount,ActualAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/ActualAmount
v4,655,UN01005714,BBIE,A,6,明細行返金理由コード,0..1,0..1,3856,CI_ Trade_ Allowance Charge,8,,Reason,Code,,この明細行の返金理由を識別するコード,UNCL4465,,CI_ Trade_ Allowance Charge. Reason. Code,The code specifying the reason for this CI trade allowance charge.,Reason Code,SubordinateDocumentAllowanceChargeReasonCode,ReasonCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/ReasonCode
v4,656,UN01005715,BBIE,A,6,明細行返金理由,0..1,0..1,3857,CI_ Trade_ Allowance Charge,9,,Reason,Text,,"この明細行の返金理由（内容）の説明
軽減税率対象の場合は軽減符号を付記",,,CI_ Trade_ Allowance Charge. Reason. Text,"The reason, expressed as text, for this CI trade allowance charge.",Reason Text,SubordinateDocumentAllowanceChargeReasonText,Reason,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/Reason
