version,sequence,level,type,identifier,UNID,acronym,label_local,multiplicity,seq,class_term,property_term,representation_term,associated_class,definition_local,code_list,attribute,DEN,definition,short_name,name,element,xpath
v1,250,5,A,,UN01006011,BBIE,明細文書ヘッダ消費税合計額,0..1,2433,CIIL_ Trade Settlement_ Monetary Summation,I,I,,"明細文書ヘッダ消費税の合計税額
Σ（明細文書ヘッダ課税分類課税対象合計金額（税抜き）＋明細文書ヘッダ税率別追加請求合計金額ー明細文書ヘッダ税率別返金合計金額）×税率","通貨コード
ISO4217",,CIIL_ Trade Settlement_ Monetary Summation. Tax Total. Amount,A monetary value of the total of all tax amounts being reported in this CIIL trade settlement monetary summation.,Tax Total Amount,IIMonetarySummationTaxTotalAmount,II,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II
v4.3,251,5,A,,UN01006011,BBIE,"明細文書ヘッダ消費税合計額
(外貨建て仕入明細書の日本円金額)",0..1,2433,CIIL_ Trade Settlement_ Monetary Summation,I,I,,"外貨建て仕入明細書の場合の日本円に換算した消費税額。
日本円仕入明細書の場合は利用しない。","通貨コード
ISO4217",,CIIL_ Trade Settlement_ Monetary Summation. Tax Total. Amount,A monetary value of the total of all tax amounts being reported in this CIIL trade settlement monetary summation.,Tax Total Amount,IIMonetarySummationTaxTotalAmount,II,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II
v1,252,5,A,,UN01008455,BBIE,明細文書ヘッダ総合計金額（税抜き）,0..1,2438,CIIL_ Trade Settlement_ Monetary Summation,I,I,,"明細文書ヘッダ総合計金額（税抜き）
明細文書ヘッダ譲渡資産合計金額（税抜き）＋明細文書ヘッダ追加請求合計金額ー明細文書ヘッダ返金合計金額",,,CIIL_ Trade Settlement_ Monetary Summation. Gross_ Line Total. Amount,"A monetary value of the line amount total, excluding line level allowances and charges and taxes, being reported in this CIIL trade settlement monetary summation.",Gross Line Total Amount,IIMonetarySummationGrossLineTotalAmount,II,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II
v1,253,5,A,,UN01008456,BBIE,明細文書ヘッダ譲渡資産合計金額(税抜き),0..1,2439,CIIL_ Trade Settlement_ Monetary Summation,I,I,,Σ明細行譲渡資産金額（税抜き）,,,CIIL_ Trade Settlement_ Monetary Summation. Net_ Line Total. Amount,"A monetary value of the line amount total, including line level allowances and charges and excluding line level taxes, being reported in this CIIL trade settlement monetary summation.",Net Line Total Amount,IIMonetarySummationNetLineTotalAmount,II,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II
v2,254,5,A,,UN01008457,BBIE,明細文書ヘッダ譲渡資産合計金額(税込み),0..1,2440,CIIL_ Trade Settlement_ Monetary Summation,I,I,,Σ明細文書明細行譲渡資産金額（税込み）,,,CIIL_ Trade Settlement_ Monetary Summation. Net Including Taxes_ Line Total. Amount,"A monetary value of the line amount total, including line level allowances, charges, and taxes, being reported in this CIIL trade settlement monetary summation.",Net Line Total Amount Including Taxes,IIMonetarySummationNetTaxesLineTotalAmount,II,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II
V4,255,5,A,,UN01011519,BBIE,明細文書ヘッダ総合計金額（税込み）,0..1,2441,CIIL_ Trade Settlement_ Monetary Summation,I,I,,"明細文書ヘッダ総合計金額（税込み）
明細文書ヘッダ譲渡資産合計金額（税抜き）＋明細文書ヘッダ追加請求合計金額ー明細文書ヘッダ返金合計金額＋明細文書ヘッダ消費税合計額",,,CIIL_ Trade Settlement_ Monetary Summation. Grand Total. Amount,The monetary value of the grand total amount of this CIIL trade settlement monetary summation.,Grand Total Amount,IIMonetarySummationGrandTotalAmount,II,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II
v4.1,256,4,C,,UN01006005,ASBIE,明細文書ヘッダ決済／参照文書グループ,0..n,2422,CIIL_ Supply Chain_ Trade Settlement,I,,I,明細文書ヘッダ決済の参照文書に関するグループ,,,CIIL_ Supply Chain_ Trade Settlement. Additional_ Referenced. CI_ Referenced_ Document,An additional Cross Industry (CI) document referenced from this CIIL supply chain trade settlement.,Additional Document,IIReferencedReferencedDocument,II,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II
v4.1,258,5,A,,UN01005580,BBIE,（明細文書ヘッダ参照）文書ID,1..1,3614,CI_ Referenced_ Document,I,_,,この明細文書ヘッダが参照する文書のID,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,The issuer assigned identifier for this CI referenced document.,Issuer Assigned ID,IIReferencedDocumentIssuerAssignedID,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I
v4.3,259,5,A,,UN01005581,BBIE,（明細文書ヘッダ参照）文書URL_ID,0..1,3615,CI_ Referenced_ Document,I,_,,この文書が参照する文書が所在するURL_ID,,,CI_ Referenced_ Document. URI_ Identification. Identifier,The unique Uniform Resource Identifier (URI) for this CI referenced document.,URI,IIReferencedDocumentURIID,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I
v4.1,260,5,A,,UN01005582,BBIE,（明細文書ヘッダ参照）文書発行日,0..1,3616,CI_ Referenced_ Document,I,_,,この明細文書ヘッダが参照する文書に記載の発行日付,,,CI_ Referenced_ Document. Issue. Date Time,The date or date time for the issuance of this CI referenced document.,Issue Date Time,IIReferencedDocumentIssueDateTime,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I
v4.1,261,5,A,,UN01005586,BBIE,（明細文書ヘッダ参照）文書参照タイプコード,0..1,3620,CI_ Referenced_ Document,I,_,,この明細文書ヘッダが参照する文書の参照タイプを識別するコード。,UNCL1153,,CI_ Referenced_ Document. Reference_ Type. Code,The code specifying the reference type of this CI referenced document.,Reference Type Code,IIReferencedDocumentReferenceTypeCode,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I
v4.1,262,5,A,,UN01005588,BBIE,（明細文書ヘッダ参照）文書履歴ID,0..1,3622,CI_ Referenced_ Document,I,_,,この明細文書ヘッダの参照文書の変更履歴を管理するID。,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,The unique identifier for a revision of this CI referenced document.,Revision ID,IIReferencedDocumentRevisionID,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I
v4.1,263,5,A,,UN01006415,BBIE,（明細文書ヘッダ参照）文書説明,0..1,3624,CI_ Referenced_ Document,I,_,,この明細文書ヘッダの参照文書の説明,,,CI_ Referenced_ Document. Information. Text,"Information, expressed as text, for this CI referenced document.",Information,IIReferencedDocumentInformationText,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I
v4.1,264,5,A,,UN01009672,BBIE,（明細文書ヘッダ参照）文書タイプコード,0..1,3627,CI_ Referenced_ Document,I,_,,この明細文書ヘッダの参照文書の文書タイプを識別するコード,UNCL1001,,CI_ Referenced_ Document. Type. Code,The code specifying the type of CI referenced document.,Type Code,IIReferencedDocumentTypeCode,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I
v4.1,265,5,A,,UN01014899,BBIE,（明細文書ヘッダ参照）文書サブタイプコード,0..1,3635,CI_ Referenced_ Document,I,_,,この明細文書ヘッダの参照文書の文書サブタイプを識別するコード,JECxxxx,,CI_ Referenced_ Document. Subtype. Code,A code specifying a subtype of this CI referenced document.,Subtype Code,IIReferencedDocumentSubtypeCode,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I
v4.1,266,4,C,,UN01006079,ASBIE,明細文書ヘッダ決済／会計アカウントグループ,0..1,2425,CIIL_ Supply Chain_ Trade Settlement,I,,I,この明細文書ヘッダの会計アカウントに関するグループ,,,CIIL_ Supply Chain_ Trade Settlement. Receivable_ Specified. CI_ Trade_ Accounting Account,A receivable Cross Industry (CI) accounting account specified for this CIIL supply chain trade settlement.,Accounts Receivable,IIReceivableAccountingAccount,II,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II
v4.3,268,5,A,,UN01005681,BBIE,明細文書ヘッダ会計アカウントID,1..1,3818,CI_ Trade_ Accounting Account,I,_,,明細文書ヘッダ会計アカウントのID,,,CI_ Trade_ Accounting Account. Identification. Identifier,The unique identifier for this CI trade accounting account.,ID,IIAccountingAccountID,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I
v4.1,269,5,A,,UN01005683,BBIE,明細文書ヘッダ会計アカウントタイプコード,0..1,3820,CI_ Trade_ Accounting Account,I,_,,明細文書ヘッダ会計アカウントのタイプコード,,,CI_ Trade_ Accounting Account. Type. Code,"The code specifying the type of CI trade accounting account, such as general (main), secondary, cost accounting or budget account.",Type Code,IIAccountingAccountTypeCode,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I
v4.1,270,5,A,,UN01005685,BBIE,明細文書ヘッダ会計アカウント名,0..1,3822,CI_ Trade_ Accounting Account,I,_,,明細文書ヘッダ会計アカウントの名称,,,CI_ Trade_ Accounting Account. Name. Text,"The name, expressed as text, of this CI trade accounting account.",Name,IIAccountingAccountName,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I
v1,271,3,C,,UN01009669,ASBIE,明細文書ヘッダ／明細行グループ,1..n,2407,CIIL_ Supply Chain_ Trade Line Item,I,,I,明細文書ヘッダの明細行に関するグループ。,,,CIIL_ Supply Chain_ Trade Line Item. Subordinate. CIILB_ Subordinate_ Trade Line Item,A CIILB trade line item subordinate to this supply chain trade line item.,Subordinate Trade Line Item,TransactionIIDocumentSubordinateSubordinateDocument,II,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II
v1,273,4,A,,UN01009648,BBIE,明細行ID,1..1,2316,CIILB_ Subordinate_ Trade Line Item,I,I,,この文書の明細行に関する情報を特定するために付与した行ID。明細行をユニークに識別するために付番する場合は文書IDとの複合キーで明細行を特定する。,,,CIILB_ Subordinate_ Trade Line Item. Identification. Identifier,An identifier for this CIILB subordinate trade line item.,ID,IISubordinateDocumentID,II,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II
v4,274,4,A,,UN01014637,BBIE,明細行類型コード,0..1,2317,CIILB_ Subordinate_ Trade Line Item,I,I,,"この明細行の取引類型（資産譲渡、返金、追加請求、調整等）を識別するコード。
デフォルトは「資産譲渡」",JECxxxx,,CIILB_ Subordinate_ Trade Line Item. Category. Code,The code specifying the category of this CIILB subordinate trade line item.,Category Code,IISubordinateDocumentCategoryCode,II,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II
v4,275,4,A,,UN01015599,BBIE,明細行回答タイプコード,1..1,2319,CIILB_ Subordinate_ Trade Line Item,I,I,,"この文書の明細行に関する回答タイプを特定するコード
デフォルトは「確認」",UNCL4343,,CIILB_ Subordinate_ Trade Line Item. Requested_ Response Type. Code,The code specifying the type of response requested for this CIILB subordinate trade line item.,Requested Response Type Code,IISubordinateDocumentRequestedResponseTypeCode,II,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II
v4.2,276,4,C,,UN01015533,ASBIE,明細行／注釈グループ,0..n,2325,CIILB_ Subordinate_ Trade Line Item,I,,I,明細行の注釈に関するグループ,,,CIILB_ Subordinate_ Trade Line Item. Included. CI_ Note,A note included in this CIILB subordinate trade line item.,Included Note,IISubordinateDocumentNote,II,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II
v4.1,278,5,A,,UN01005558,BBIE,明細行注釈表題,0..1,3578,CI_ Note,I,_,,"明細行の注釈内容の表題を示す。
一部に利用制限あり。標準仕様書３．３．５項参照",,,CI_ Note. Subject. Text,"The subject, expressed as text, of this CI note.",Subject Text,IINoteSubjectText,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I
v4.1,279,5,A,,UN01005560,BBIE,明細行注釈内容,0..1,3580,CI_ Note,I,_,,"明細行の注釈表題毎の内容情報を入力するフリースペース。
一部に利用制限あり。標準仕様書３．３．５項参照",,,CI_ Note. Content. Text,"Content, expressed as text, of this CI note.",Content Text,IINoteContentText,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I
v4.1,280,5,A,,UN01005562,BBIE,明細行注釈ID,0..1,3582,CI_ Note,I,_,,"明細行注釈の識別ID
共通EDIプロバイダがシリアル番号をセット。標準仕様書３．３．５項参照",,,CI_ Note. Identification. Identifier,The unique identifier for this CI note.,ID,IINoteID,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I
v1,281,4,C,,UN01009649,ASBIE,明細行／取引契約グループ,1..1,2322,CIILB_ Subordinate_ Trade Line Item,I,,I,明細行の取引契約に関するグループ,,,CIILB_ Subordinate_ Trade Line Item. Specified. CIILB_ Supply Chain_ Trade Agreement,The supply chain trade agreement specified for this CIILB subordinate trade line item.,Trade Agreement,IISubordinateDocument,II,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II
v4,283,5,C,,UN01009656,ASBIE,明細行契約／明細行参照文書グループ,0..1,2329,CIILB_ Supply Chain_ Trade Agreement,I,,I,取引契約と明細行参照文書に関するグループ,,,CIILB_ Supply Chain_ Trade Agreement. Additional_ Referenced. CI_ Referenced_ Document,An additional document referenced in this CIILB supply chain trade agreement.,Additional Document,IIReferencedReferencedDocument,II,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II
v4,285,6,A,,UN01005580,BBIE,（明細行参照）文書ID,1..1,3614,CI_ Referenced_ Document,I,_,,この明細行が参照する文書に記載の文書ID。,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,The issuer assigned identifier for this CI referenced document.,Issuer Assigned ID,IIReferencedDocumentIssuerAssignedID,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I
v4.3,286,6,A,,UN01005581,BBIE,（明細行参照）文書URL_ID,0..1,3615,CI_ Referenced_ Document,I,_,,この明細行が参照する文書が所在するURL_ID,,,CI_ Referenced_ Document. URI_ Identification. Identifier,The unique Uniform Resource Identifier (URI) for this CI referenced document.,URI,IIReferencedDocumentURIID,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I
v4.3,287,6,A,,UN01005582,BBIE,（明細行参照）文書発行日,0..1,3616,CI_ Referenced_ Document,I,_,,この明細行が参照する文書に記載の発行日付,,,CI_ Referenced_ Document. Issue. Date Time,The date or date time for the issuance of this CI referenced document.,Issue Date Time,IIReferencedDocumentIssueDateTime,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I
v4,288,6,A,,UN01005585,BBIE,（明細行参照）文書明細行ID,1..1,3619,CI_ Referenced_ Document,I,_,,この明細行が参照する文書に記載の文書明細行ID。,,,CI_ Referenced_ Document. Line. Identifier,The unique identifier of a line in this CI referenced document.,Line ID,IIReferencedDocumentLineID,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I
v4,289,6,A,,UN01005588,BBIE,（明細行参照）文書履歴ID,0..1,3622,CI_ Referenced_ Document,I,_,,この明細行が参照する文書の変更履歴を管理するID。,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,The unique identifier for a revision of this CI referenced document.,Revision ID,IIReferencedDocumentRevisionID,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I
v4.3,290,6,A,,UN01005589,BBIE,（明細行参照）文書名,0..1,3623,CI_ Referenced_ Document,I,_,,この明細行が参照する文書の名称,,,CI_ Referenced_ Document. Name. Text,"A name, expressed as text, for this CI referenced document.",Name,IIReferencedDocumentName,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I
v4.3,291,6,A,,UN01006415,BBIE,（明細行参照）文書情報,0..1,3624,CI_ Referenced_ Document,I,_,,この明細行が参照する文書に記載の情報,,,CI_ Referenced_ Document. Information. Text,"Information, expressed as text, for this CI referenced document.",Information,IIReferencedDocumentInformationText,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I
v4,292,6,A,,UN01009672,BBIE,（明細行参照）文書タイプコード,0..1,3627,CI_ Referenced_ Document,I,_,,この明細行が参照する文書の文書タイプを識別するコード。,UNCL1001,,CI_ Referenced_ Document. Type. Code,The code specifying the type of CI referenced document.,Type Code,IIReferencedDocumentTypeCode,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I
v4,293,6,A,,UN01013318,BBIE,（明細行参照）文書類型コード,0..1,3633,CI_ Referenced_ Document,I,_,,この明細行が参照する文書の類型タイプを識別するコード。,JECxxxx,,CI_ Referenced_ Document. Category. Code,The code specifying the category of this CI referenced document.,Category Code,IIReferencedDocumentCategoryCode,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I
v4,294,6,A,,UN01014899,BBIE,（明細行参照）文書サブタイプコード,0..1,3635,CI_ Referenced_ Document,I,_,,この明細行が参照する文書の文書サブタイプを識別するコード。,JECxxxx,,CI_ Referenced_ Document. Subtype. Code,A code specifying a subtype of this CI referenced document.,Subtype Code,IIReferencedDocumentSubtypeCode,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I
v1,295,5,C,,UN01009658,ASBIE,明細行契約／契約単価グループ,1..1,2331,CIILB_ Supply Chain_ Trade Agreement,I,,I,明細行の契約単価に関するグループ。,,,CIILB_ Supply Chain_ Trade Agreement. Net Price_ Product. CI_ Trade_ Price,A net product price in this CIILB supply chain trade agreement.,Product Net Price,IINetPriceProductPrice,II,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II
v1/v3,297,6,A,,UN01005792,BBIE,契約単価,1..1,3956,CI_ Trade_ Price,I,_,,"発注者と受注者が合意した明細発注品の単価。単価基準数量と単価基準数量単位の指定に従う。
税込み、税抜きの識別はヘッダ部の「UN01013096：税計算方式」で指定（指定がない場合（デフォルト）は税抜き）。",,,CI_ Trade_ Price. Charge. Amount,A monetary value of this CI trade price charge.,Charge Amount,IIPriceChargeAmount,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I
v4,298,6,A,,UN01005793,BBIE,単価基準数量,0..1,3957,CI_ Trade_ Price,I,_,,"✔定貫品目の場合：空欄（デフォルト）、または単価基準数量=１
✔不定貫品目、ハイブリッド品目の場合：単価基準数量=単価の基準となる重量・容量","数量単位コード
UNECE Rec20",,CI_ Trade_ Price. Basis. Quantity,The quantity on which this CI trade price is based.,Basis Quantity,IIPriceBasisQuantity,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I
v1,300,4,C,,UN01009650,ASBIE,明細行／配送グループ,1..1,2323,CIILB_ Subordinate_ Trade Line Item,I,,I,明細行の配送に関するグループ,,,CIILB_ Subordinate_ Trade Line Item. Specified. CIILB_ Supply Chain_ Trade Delivery,The supply chain trade delivery specified for this CIILB subordinate trade line item.,Trade Delivery,IISubordinateDocumentDelivery,II,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II
v４,302,5,A,,UN01009661,BBIE,配送バラ数量,0..1,2334,CIILB_ Supply Chain_ Trade Delivery,I,I,,"配送数量がセット数量単位属性を指定の場合に利用する。
配送バラ数量=配送数量（属性：セット）×セット単位数量（入り数）（属性：個、または不定貫品目量）",,,CIILB_ Supply Chain_ Trade Delivery. Product_ Unit. Quantity,The number of product units in this CIILB supply chain trade delivery.,Product Unit Quantity,IIDeliveryProductUnitQuantity,II,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II
v3/v4,304,5,A,,UN01009662,BBIE,配送セット単位数量(入り数）,0..1,2335,CIILB_ Supply Chain_ Trade Delivery,I,I,,"✔ 配送数量の数量単位指定が定貫品目（セット）の場合：1セット当たりのバラ数量を入力。
✔配送数量がハイブリッド品目（セット）の場合：配送数量で指定したセット数量の1単位当たりの重量・容量（個数でカウントできない不定貫品目の数量単位属性）を入力
✔配送数量の 数量単位指定が定貫品目（個）の場合：利用しない
✔ 配送数量の数量単位指定が不定貫品目の場合：利用しない。",,,CIILB_ Supply Chain_ Trade Delivery. Per Package_ Unit. Quantity,The number of units per package in this CIILB supply chain trade delivery.,Per Package Unit Quantity,IIDeliveryPerPackageUnitQuantity,II,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II
v1,306,5,A,,UN01014639,BBIE,配送数量,1..1,2336,CIILB_ Supply Chain_ Trade Delivery,I,I,,"この情報項目はずべての品目の配送数量の指定に利用する。
この項目の数量単位属性は次のいずれかを選択：「個」、「セット」、「不定貫数量単位」",,,CIILB_ Supply Chain_ Trade Delivery. Billed. Quantity,The billed quantity of this CIILB supply chain trade delivery.,Billed Quantity,IIDeliveryBilledQuantity,II,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II
v1,308,4,C,,UN01009651,ASBIE,明細行／決裁グループ,1..1,2324,CIILB_ Subordinate_ Trade Line Item,I,,I,明細行の決済に関するグループ,,,CIILB_ Subordinate_ Trade Line Item. Specified. CIILB_ Supply Chain_ Trade Settlement,The supply chain trade settlement specified for this CIILB subordinate trade line item.,Trade Settlement,IISubordinateDocument,II,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II
v４,310,5,A,,UN01014641,BBIE,明細行取引方向コード,0..1,2340,CIILB_ Supply Chain_ Trade Settlement,I,I,,"明細行の取引方向を識別するコード
デフォルトは「プラス」
明細行取引類型コードが「調整」を指定場合に利用する。
金額の「プラス」「マイナス」表示を許容する場合は実装しない。",JECxxxx,,CIILB_ Supply Chain_ Trade Settlement. Direction. Code,The code specifying whether this CIILB supply chain trade settlement is an addition or a subtraction.,Direction Code,IIDirectionCode,II,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II
v1,311,5,C,,UN01009665,ASBIE,明細行決済／明細行税グループ,1..1,2341,CIILB_ Supply Chain_ Trade Settlement,I,,I,明細行決済の税に関するグループ,,,CIILB_ Supply Chain_ Trade Settlement. Applicable. CI_ Trade_ Tax,The trade tax applicable to this CIILB supply chain trade settlement.,Tax,IITax,II,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II
v1/v2,313,6,A,,UN01005834,BBIE,明細行税タイプコード,0..1,4044,CI_ Trade_ Tax,I,_,,税の種類を識別するコード。デフォルトは消費税；VAT,UNCL5153,,CI_ Trade_ Tax. Type. Code,"The code specifying the type of CI trade related tax, levy or duty, such as a code for a Value Added Tax (VAT).",Type Code,IITaxTypeCode,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I
v2,314,6,A,,UN01005839,BBIE,明細行譲渡資産金額（税抜き）,0..1,4049,CI_ Trade_ Tax,I,_,,"この明細行の税抜き譲渡資産金額（契約単価×配送数量）
契約単価×数量で指定できない場合は金額",,,CI_ Trade_ Tax. Basis. Amount,"A monetary value used as the basis on which this CI trade related tax, levy or duty is calculated.",Basis Amount,IITaxBasisAmount,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I
v1/v2,315,6,A,,UN01005841,BBIE,明細行課税分類コード,1..1,4051,CI_ Trade_ Tax,I,_,,この明細行の消費税の課税分類（標準税率、軽減税率、不課税、非課税、免税等）を識別するコード,UNCL5305,,CI_ Trade_ Tax. Category. Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",Category Code,IITaxCategoryCode,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I
v2,316,6,A,,UN01005850,BBIE,明細行課税分類名,0..1,4060,CI_ Trade_ Tax,I,_,,消費税の計算属性(標準税率、軽減税率など)を識別するための分類名。または軽減税率対象品目に添付する※などの記号を表示,,,CI_ Trade_ Tax. Category Name. Text,"A category name, expressed as text, of this CI trade related tax, levy or duty.",Category Name,IITaxCategoryName,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I
v1/v2,317,6,A,,UN01007174,BBIE,明細行税率,0..1,4062,CI_ Trade_ Tax,I,_,,"課税分類に対応する消費税率のパーセント表示
2014年度税制の場合は、明細行課税分類コードと組み合わせて利用する。",,,CI_ Trade_ Tax. Rate_ Applicable. Percent,"The applicable rate of CI trade tax, expressed as a percentage.",Applicable Rate Percent,IITaxRatePercent,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I
v2,318,6,A,,UN01013040,BBIE,明細行譲渡資産金額(税込み),0..1,4063,CI_ Trade_ Tax,I,_,,この明細行の税額を含む譲渡資産金額（税込み）,,,CI_ Trade_ Tax. Grand Total. Amount,The monetary value of the grand total of the basis plus tax for this CI trade tax.,Grand Total Amount,IITaxGrandTotalAmount,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I
v4,319,6,A,,UN01014650,BBIE,明細行適用税制ID,0..1,4065,CI_ Trade_ Tax,I,_,,"この明細行取引の税制年度を識別するID
デフォルトは「2019」（2019年度税制）",JECxxxx,,CI_ Trade_ Tax. Local Tax System. Identifier,The identifier of the local tax system for this CI trade tax.,Local Tax System ID,IITaxLocalTaxSystemID,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I
v4.3,320,5,C,,UN01014643,ASBIE,明細行決済／調整（修正差額調整）グループ,0..1,2343,CIILB_ Supply Chain_ Trade Settlement,I,,I,明細行決済の調整（修正差額調整）に関するグループ,,,CIILB_ Supply Chain_ Trade Settlement. Specified. CI_ Financial_ Adjustment,A financial adjustment specified for this CIILB supply chain trade settlement.,Specified Financial Adjustment,IIFinancialAdjustment,II,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II
v4.3,322,6,A,,UN01005488,BBIE,明細行調整理由コード（修正差額調整）,0..1,3460,CI_ Financial_ Adjustment,I,_,,"この明細行の調整理由を示す識別コード
62(修正差額調整)",UNCL4465,,CI_ Financial_ Adjustment. Reason. Code,The code specifying a reason for this CI financial adjustment.,Reason Code,IIFinancialAdjustmentReasonCode,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I
v4.3,323,6,A,,UN01005489,BBIE,明細行調整理由,0..1,3461,CI_ Financial_ Adjustment,I,_,,この明細行の調整理由を文字で表現した内容,,,CI_ Financial_ Adjustment. Reason. Text,"A reason, expressed as text, for this CI financial adjustment.",Reason Text,IIFinancialAdjustmentReasonText,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I
v4.3,324,6,A,,UN01005490,BBIE,明細行調整金額,0..1,3462,CI_ Financial_ Adjustment,I,_,,"この明細行の調整金額
＜調整理由コード=62＞
修正差額調整金額",,,CI_ Financial_ Adjustment. Actual. Amount,An actual monetary value added or subtracted as a result of this CI financial adjustment.,Actual Amount,IIFinancialAdjustmentActualAmount,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I
v4.3,325,6,C,,UN01014897,ASBIE,明細行調整／調整税グループ,0..1,3468,CI_ Financial_ Adjustment,I,,_,調整明細行の税率別税クラスに関するグループ,,,CI_ Financial_ Adjustment. Related. CI_ Trade_ Tax,A trade tax related to this CI financial adjustment.,Related Tax,IIFinancialAdjustmentRelatedTax,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I
