version,sequence,level,type,identifier,label_local,representation_term,multiplicity,code_list,attribute,definition_local,acronym,UNID,class_term,id,path,semantic_path,abbreviation_path,label,definition,name,element,xpath,
v1/v3,228,7,A,,契約単価,Amount,1..1,,ISO4217通貨コード,"発注者と受注者が合意した明細発注品の単価。単価基準数量と単価基準数量単位の指定に従う。
税込み、税抜きの識別はヘッダ部の「UN01013096：税計算方式」で指定（指定がない場合（デフォルト）は税抜き）。",BBIE,UN01005792,Net Price Product CI Trade Price,UN35a_UN36a_UN37a_1,/JP00a/UN28a/UN35a_UN36a_UN37a_1,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Included CIIL Supply Chain Trade Line Item.Subordinate CIILB Subordinate Trade Line Item.Specified CIILB Supply Chain Trade Agreement.Net Price Product CI Trade Price.Charge,SmeCorSelfInvc.CihSupplyChanTradTransctn.InclddCilSupplyChanTradLinItm.SubrdntCilbSubrdntTradLinItm.SpecfdCilbSupplyChanTradAgrmnt.NetPricProdctCiTradPric.Charg,Charge Amount,A monetary value of this CI trade price charge.,Line Product Price Charge Amount,ChargeAmount,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/NetPriceProductCITradePrice/ChargeAmount,3
v1,229,5,C,,明細行／配送グループ,,1..1, ,,明細行の配送に関するグループ,ABIE,UN01009659,Specified CIILB Supply Chain Trade Delivery,UN35a_UN38a,/JP00a/UN28a/UN35a_UN38a,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Included CIIL Supply Chain Trade Line Item.Subordinate CIILB Subordinate Trade Line Item.Specified CIILB Supply Chain Trade Delivery,SmeCorSelfInvc.CihSupplyChanTradTransctn.InclddCilSupplyChanTradLinItm.SubrdntCilbSubrdntTradLinItm.SpecfdCilbSupplyChanTradDelvry,Specified CIILB Supply Chain Trade Delivery,Cross Industry Invoice Line Breakdown (CIILB) supply chain shipping arrangements and movement of products and or services including despatch and delivery.,Line Supply Chain Delivery,SpecifiedCIILBSupplyChainTradeDelivery,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeDelivery,3
v1,230,6,A,,配送数量,Quantity,1..1,"数量単位コード
UNECERec20",,"この情報項目は取引数量の指定に利用する。
この項目の属性として数量単位コードを指定することにより、ずべての品目の取引数量指定に利用できる。
流通業の定貫品目取引では、この項目は利用せず「セット数量」または「バラ数量」を利用する。",BBIE,UN01014639,Specified CIILB Supply Chain Trade Delivery,UN35a_UN38a_1,/JP00a/UN28a/UN35a_UN38a_1,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Included CIIL Supply Chain Trade Line Item.Subordinate CIILB Subordinate Trade Line Item.Specified CIILB Supply Chain Trade Delivery.Billed,SmeCorSelfInvc.CihSupplyChanTradTransctn.InclddCilSupplyChanTradLinItm.SubrdntCilbSubrdntTradLinItm.SpecfdCilbSupplyChanTradDelvry.Billd,Billed Quantity,The billed quantity of this CIILB supply chain trade delivery.,Line Supply Chain Delivery Billed Quantity,BilledQuantity,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeDelivery/BilledQuantity,3
v1,231,5,C,,明細行／決裁グループ,,1..1, ,,明細行の決済に関するグループ,ABIE,UN01009664,Specified CIILB Supply Chain Trade Settlement,UN35a_UN39a,/JP00a/UN28a/UN35a_UN39a,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Included CIIL Supply Chain Trade Line Item.Subordinate CIILB Subordinate Trade Line Item.Specified CIILB Supply Chain Trade Settlement,SmeCorSelfInvc.CihSupplyChanTradTransctn.InclddCilSupplyChanTradLinItm.SubrdntCilbSubrdntTradLinItm.SpecfdCilbSupplyChanTradSettlmnt,Specified CIILB Supply Chain Trade Settlement,The Cross Industry Invoice Line Breakdown (CIILB) information that enables the financial reconciliation of a supply chain transaction with the item(s) that the financial transaction is intended to settle.,Line Supply Chain Settlement,SpecifiedCIILBSupplyChainTradeSettlement,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement,3
v４,232,6,A,,明細行取引方向コード,Code,0..1,JECxxxx,,"明細行の取引方向を識別するコード
デフォルトは「プラス」
明細行取引類型コードが「調整」を指定場合に利用する。
金額の「プラス」「マイナス」表示を許容する場合は実装しない。",BBIE,UN01014641,Specified CIILB Supply Chain Trade Settlement,UN35a_UN39a_1,/JP00a/UN28a/UN35a_UN39a_1,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Included CIIL Supply Chain Trade Line Item.Subordinate CIILB Subordinate Trade Line Item.Specified CIILB Supply Chain Trade Settlement.Direction,SmeCorSelfInvc.CihSupplyChanTradTransctn.InclddCilSupplyChanTradLinItm.SubrdntCilbSubrdntTradLinItm.SpecfdCilbSupplyChanTradSettlmnt.Dirctn,Direction Code,The code specifying whether this CIILB supply chain trade settlement is an addition or a subtraction.,Line Supply Chain Settlement Direction Code,DirectionCode,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/DirectionCode,3
v4,233,6,C,,明細行決済／明細行税グループ,,1..1, ,,明細行決済の税に関するグループ,ABIE,JP01005832,Applicable CIILB Trade Tax,UN35a_UN39a_JP22a,/JP00a/UN28a/UN35a_UN39a_JP22a,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Included CIIL Supply Chain Trade Line Item.Subordinate CIILB Subordinate Trade Line Item.Specified CIILB Supply Chain Trade Settlement.Applicable CIILB Trade Tax,SmeCorSelfInvc.CihSupplyChanTradTransctn.InclddCilSupplyChanTradLinItm.SubrdntCilbSubrdntTradLinItm.SpecfdCilbSupplyChanTradSettlmnt.ApplclCilbTradTax,Applicable CIILB Trade Tax,"A Cross Industry (CI) trade related fiscal tax, duty or levy.",Line Tax,ApplicableCIILBTradeTax,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/ApplicableCIILBTradeTax,3
v4,234,7,A,,課税分類コード,Code,1..1,UNCL5305,,消費税の課税分類コード,BBIE,JP01005841,Applicable CIILB Trade Tax,UN35a_UN39a_JP22a_1,/JP00a/UN28a/UN35a_UN39a_JP22a_1,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Included CIIL Supply Chain Trade Line Item.Subordinate CIILB Subordinate Trade Line Item.Specified CIILB Supply Chain Trade Settlement.Applicable CIILB Trade Tax.Category,SmeCorSelfInvc.CihSupplyChanTradTransctn.InclddCilSupplyChanTradLinItm.SubrdntCilbSubrdntTradLinItm.SpecfdCilbSupplyChanTradSettlmnt.ApplclCilbTradTax.Catgry,Category Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",Line Tax Category Code,CategoryCode,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/ApplicableCIILBTradeTax/CategoryCode,3
v2,235,7,A,,課税分類名,Text,0..1,,ISO639言語コード,"消費税の課税分類（標準税率、軽減税率、不課税、非課税、免税等）の名称
または軽減税率表示※など",BBIE,JP01005850,Applicable CIILB Trade Tax,UN35a_UN39a_JP22a_2,/JP00a/UN28a/UN35a_UN39a_JP22a_2,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Included CIIL Supply Chain Trade Line Item.Subordinate CIILB Subordinate Trade Line Item.Specified CIILB Supply Chain Trade Settlement.Applicable CIILB Trade Tax.Category Name,SmeCorSelfInvc.CihSupplyChanTradTransctn.InclddCilSupplyChanTradLinItm.SubrdntCilbSubrdntTradLinItm.SpecfdCilbSupplyChanTradSettlmnt.ApplclCilbTradTax.CatgryNam,Category Name ,"A category name, expressed as text, of this CI trade related tax, levy or duty.",Line Tax Category Name ,CategoryName,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/ApplicableCIILBTradeTax/CategoryName,3
v4,236,7,A,,表示税率,Percent,0..1, ,,表示税率（パーセント表示）,BBIE,JP01007174,Applicable CIILB Trade Tax,UN35a_UN39a_JP22a_3,/JP00a/UN28a/UN35a_UN39a_JP22a_3,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Included CIIL Supply Chain Trade Line Item.Subordinate CIILB Subordinate Trade Line Item.Specified CIILB Supply Chain Trade Settlement.Applicable CIILB Trade Tax.Rate Applicable,SmeCorSelfInvc.CihSupplyChanTradTransctn.InclddCilSupplyChanTradLinItm.SubrdntCilbSubrdntTradLinItm.SpecfdCilbSupplyChanTradSettlmnt.ApplclCilbTradTax.RatApplcl,Rate Applicable Percent,"The applicable rate of CI trade tax, expressed as a percentage.",Line Tax Rate Percent,RateApplicablePercent,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/ApplicableCIILBTradeTax/RateApplicablePercent,3
v2/v3,237,7,A,,税計算方式,Code,0..1,JECxxxx,,"金額の税込み、税抜きを指定。
デフォルトは「税抜き」",BBIE,JP01013096,Applicable CIILB Trade Tax,UN35a_UN39a_JP22a_4,/JP00a/UN28a/UN35a_UN39a_JP22a_4,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Included CIIL Supply Chain Trade Line Item.Subordinate CIILB Subordinate Trade Line Item.Specified CIILB Supply Chain Trade Settlement.Applicable CIILB Trade Tax.Calculation Method,SmeCorSelfInvc.CihSupplyChanTradTransctn.InclddCilSupplyChanTradLinItm.SubrdntCilbSubrdntTradLinItm.SpecfdCilbSupplyChanTradSettlmnt.ApplclCilbTradTax.CalcltnMethd,Calculation Method Code,"The code specifying the method by which this CI trade related tax, levy or duty is calculated, such as codes for ""tax calculated after line total summation"", ""tax calculated before line total summation"", ""tax back calculated based on grand total"".",Line Tax Calculation Method Code,CalculationMethodCode,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/ApplicableCIILBTradeTax/CalculationMethodCode,3
v4,238,7,A,,適用税制ID,Identifier,0..1,JECxxxx,,"取引の税制年度を識別するID
デフォルトは「2019」（2019年度税制）",BBIE,JP01014650,Applicable CIILB Trade Tax,UN35a_UN39a_JP22a_5,/JP00a/UN28a/UN35a_UN39a_JP22a_5,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Included CIIL Supply Chain Trade Line Item.Subordinate CIILB Subordinate Trade Line Item.Specified CIILB Supply Chain Trade Settlement.Applicable CIILB Trade Tax.Local Tax System,SmeCorSelfInvc.CihSupplyChanTradTransctn.InclddCilSupplyChanTradLinItm.SubrdntCilbSubrdntTradLinItm.SpecfdCilbSupplyChanTradSettlmnt.ApplclCilbTradTax.LoclTaxSystem,Local Tax System ID,The identifier of the local tax system for this CI trade tax.,Line Tax Local Tax System ID,LocalTaxSystemID,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/ApplicableCIILBTradeTax/LocalTaxSystemID,3
v2,239,7,A,,取引金額（税抜き）,Amount,0..1,,ISO4217通貨コード,"この税抜き取引金額（契約単価×配送数量）
契約単価×数量で指定できない場合は金額",BBIE,JP01005839,Applicable CIILB Trade Tax,UN35a_UN39a_JP22a_6,/JP00a/UN28a/UN35a_UN39a_JP22a_6,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Included CIIL Supply Chain Trade Line Item.Subordinate CIILB Subordinate Trade Line Item.Specified CIILB Supply Chain Trade Settlement.Applicable CIILB Trade Tax.Basis,SmeCorSelfInvc.CihSupplyChanTradTransctn.InclddCilSupplyChanTradLinItm.SubrdntCilbSubrdntTradLinItm.SpecfdCilbSupplyChanTradSettlmnt.ApplclCilbTradTax.Bass,Basis Amount,"A monetary value used as the basis on which this CI trade related tax, levy or duty is calculated.",Line Tax Basis Amount,BasisAmount,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/ApplicableCIILBTradeTax/BasisAmount,3
v2,240,7,A,,取引金額(税込み),Amount,0..1,,ISO4217通貨コード,税額を含む取引金額（税込み）,BBIE,JP01013040,Applicable CIILB Trade Tax,UN35a_UN39a_JP22a_7,/JP00a/UN28a/UN35a_UN39a_JP22a_7,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Included CIIL Supply Chain Trade Line Item.Subordinate CIILB Subordinate Trade Line Item.Specified CIILB Supply Chain Trade Settlement.Applicable CIILB Trade Tax.Grand Total,SmeCorSelfInvc.CihSupplyChanTradTransctn.InclddCilSupplyChanTradLinItm.SubrdntCilbSubrdntTradLinItm.SpecfdCilbSupplyChanTradSettlmnt.ApplclCilbTradTax.GrandTotl,Grand Total Amount,The monetary value of the grand total of the basis plus tax for this CI trade tax.,Line Tax Grand Total Amount,GrandTotalAmount,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/ApplicableCIILBTradeTax/GrandTotalAmount,3
v4.3,241,6,C,,明細行決済／調整（調整差額調整）グループ,,0..n, ,,明細行決済の調整（修正差額調整）に関するグループ,ABIE,JP01005487,Specified CIILB Financial Adjustment,JP27a,/JP00a/UN28a/JP27a,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Included CIIL Supply Chain Trade Line Item.Subordinate CIILB Subordinate Trade Line Item.Specified CIILB Supply Chain Trade Settlement.Specified CIILB Financial Adjustment,SmeCorSelfInvc.CihSupplyChanTradTransctn.InclddCilSupplyChanTradLinItm.SubrdntCilbSubrdntTradLinItm.SpecfdCilbSupplyChanTradSettlmnt.SpecfdCilbFinnclAdjstt,Specified CIILB Financial Adjustment,A correction or modification to reflect actual Cross Industry (CI) financial conditions.,Line Financial Adjustment,SpecifiedCIILBFinancialAdjustment,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIILBFinancialAdjustment,3
v4.3,242,7,A,,明細行調整理由コード,Code,0..1,UNCL4465,,この明細行の調整理由を示す識別コード=30の場合（入金）,BBIE,JP01005488,Specified CIILB Financial Adjustment,JP27a_1,/JP00a/UN28a/JP27a/JP27a_1,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Included CIIL Supply Chain Trade Line Item.Subordinate CIILB Subordinate Trade Line Item.Specified CIILB Supply Chain Trade Settlement.Specified CIILB Financial Adjustment.Reason,SmeCorSelfInvc.CihSupplyChanTradTransctn.InclddCilSupplyChanTradLinItm.SubrdntCilbSubrdntTradLinItm.SpecfdCilbSupplyChanTradSettlmnt.SpecfdCilbFinnclAdjstt.Resn,Reason Code,The code specifying a reason for this CI financial adjustment.,Line Financial Adjustment Reason Code,ReasonCode,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIILBFinancialAdjustment/ReasonCode,4
v4.3,243,7,A,,明細行調整理由,Text,0..1,,ISO639言語コード,この明細行の調整理由を文字で表現した内容,BBIE,JP01005489,Specified CIILB Financial Adjustment,JP27a_2,/JP00a/UN28a/JP27a/JP27a_2,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Included CIIL Supply Chain Trade Line Item.Subordinate CIILB Subordinate Trade Line Item.Specified CIILB Supply Chain Trade Settlement.Specified CIILB Financial Adjustment.Reason,SmeCorSelfInvc.CihSupplyChanTradTransctn.InclddCilSupplyChanTradLinItm.SubrdntCilbSubrdntTradLinItm.SpecfdCilbSupplyChanTradSettlmnt.SpecfdCilbFinnclAdjstt.Resn,Reason ,"A reason, expressed as text, for this CI financial adjustment.",Line Financial Adjustment Reason ,Reason,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIILBFinancialAdjustment/Reason,4
v4.3,244,7,A,,明細行調整金額,Amount,0..1,,ISO4217通貨コード,"この明細行の調整金額
＜明細行調整理由コード＝30の場合＞
'=入金",BBIE,JP01005490,Specified CIILB Financial Adjustment,JP27a_3,/JP00a/UN28a/JP27a/JP27a_3,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Included CIIL Supply Chain Trade Line Item.Subordinate CIILB Subordinate Trade Line Item.Specified CIILB Supply Chain Trade Settlement.Specified CIILB Financial Adjustment.Actual,SmeCorSelfInvc.CihSupplyChanTradTransctn.InclddCilSupplyChanTradLinItm.SubrdntCilbSubrdntTradLinItm.SpecfdCilbSupplyChanTradSettlmnt.SpecfdCilbFinnclAdjstt.Actl,Actual Amount,An actual monetary value added or subtracted as a result of this CI financial adjustment.,Line Financial Adjustment Actual Amount,ActualAmount,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIILBFinancialAdjustment/ActualAmount,4
v4,245,7,A,,明細行調整取引方向コード,Code,0..1,JECxxxx,,"明細行調整額の＋ーを識別するコード
マイナス金額を許容しない場合は必須",BBIE,JP01014649,Specified CIILB Financial Adjustment,JP27a_4,/JP00a/UN28a/JP27a/JP27a_4,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Included CIIL Supply Chain Trade Line Item.Subordinate CIILB Subordinate Trade Line Item.Specified CIILB Supply Chain Trade Settlement.Specified CIILB Financial Adjustment.Direction,SmeCorSelfInvc.CihSupplyChanTradTransctn.InclddCilSupplyChanTradLinItm.SubrdntCilbSubrdntTradLinItm.SpecfdCilbSupplyChanTradSettlmnt.SpecfdCilbFinnclAdjstt.Dirctn,Direction Code,The code specifying whether the CI financial adjustment is an addition or a subtraction.,Line Financial Adjustment Direction Code,DirectionCode,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIILBFinancialAdjustment/DirectionCode,4
v4,246,7,C,,明細行調整／調整税グループ,,0..n, ,,明細行調整の税率別税クラスに関するグループ,ABIE,JP01005832,Related CIILB Trade Tax,JP22b,/JP00a/UN28a/JP27a/JP22b,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Included CIIL Supply Chain Trade Line Item.Subordinate CIILB Subordinate Trade Line Item.Specified CIILB Supply Chain Trade Settlement.Specified CIILB Financial Adjustment.Related CIILB Trade Tax,SmeCorSelfInvc.CihSupplyChanTradTransctn.InclddCilSupplyChanTradLinItm.SubrdntCilbSubrdntTradLinItm.SpecfdCilbSupplyChanTradSettlmnt.SpecfdCilbFinnclAdjstt.ReltdCilbTradTax,Related CIILB Trade Tax,"A Cross Industry (CI) trade related fiscal tax, duty or levy.",Line Financial Adsjustment Tax,RelatedCIILBTradeTax,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIILBFinancialAdjustment/RelatedCIILBTradeTax,4
v4,247,8,A,,課税分類コード,Code,1..1,UNCL5305,,消費税の課税分類コード,BBIE,JP01005841,Related CIILB Trade Tax,JP22b_1,/JP00a/UN28a/JP27a/JP22b/JP22b_1,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Included CIIL Supply Chain Trade Line Item.Subordinate CIILB Subordinate Trade Line Item.Specified CIILB Supply Chain Trade Settlement.Specified CIILB Financial Adjustment.Related CIILB Trade Tax.Category,SmeCorSelfInvc.CihSupplyChanTradTransctn.InclddCilSupplyChanTradLinItm.SubrdntCilbSubrdntTradLinItm.SpecfdCilbSupplyChanTradSettlmnt.SpecfdCilbFinnclAdjstt.ReltdCilbTradTax.Catgry,Category Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",Line Financial Adsjustment Tax Category Code,CategoryCode,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIILBFinancialAdjustment/RelatedCIILBTradeTax/CategoryCode,5
v2,248,8,A,,課税分類名,Text,0..1,,ISO639言語コード,"消費税の課税分類（標準税率、軽減税率、不課税、非課税、免税等）の名称
または軽減税率表示※など",BBIE,JP01005850,Related CIILB Trade Tax,JP22b_2,/JP00a/UN28a/JP27a/JP22b/JP22b_2,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Included CIIL Supply Chain Trade Line Item.Subordinate CIILB Subordinate Trade Line Item.Specified CIILB Supply Chain Trade Settlement.Specified CIILB Financial Adjustment.Related CIILB Trade Tax.Category Name,SmeCorSelfInvc.CihSupplyChanTradTransctn.InclddCilSupplyChanTradLinItm.SubrdntCilbSubrdntTradLinItm.SpecfdCilbSupplyChanTradSettlmnt.SpecfdCilbFinnclAdjstt.ReltdCilbTradTax.CatgryNam,Category Name ,"A category name, expressed as text, of this CI trade related tax, levy or duty.",Line Financial Adsjustment Tax Category Name ,CategoryName,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIILBFinancialAdjustment/RelatedCIILBTradeTax/CategoryName,5
v4,249,8,A,,表示税率,Percent,0..1, ,,表示税率（パーセント表示）,BBIE,JP01007174,Related CIILB Trade Tax,JP22b_3,/JP00a/UN28a/JP27a/JP22b/JP22b_3,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Included CIIL Supply Chain Trade Line Item.Subordinate CIILB Subordinate Trade Line Item.Specified CIILB Supply Chain Trade Settlement.Specified CIILB Financial Adjustment.Related CIILB Trade Tax.Rate Applicable,SmeCorSelfInvc.CihSupplyChanTradTransctn.InclddCilSupplyChanTradLinItm.SubrdntCilbSubrdntTradLinItm.SpecfdCilbSupplyChanTradSettlmnt.SpecfdCilbFinnclAdjstt.ReltdCilbTradTax.RatApplcl,Rate Applicable Percent,"The applicable rate of CI trade tax, expressed as a percentage.",Line Financial Adsjustment Tax Rate Percent,RateApplicablePercent,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIILBFinancialAdjustment/RelatedCIILBTradeTax/RateApplicablePercent,5
v2/v3,250,8,A,,税計算方式,Code,0..1,JECxxxx,,"金額の税込み、税抜きを指定。
デフォルトは「税抜き」",BBIE,JP01013096,Related CIILB Trade Tax,JP22b_4,/JP00a/UN28a/JP27a/JP22b/JP22b_4,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Included CIIL Supply Chain Trade Line Item.Subordinate CIILB Subordinate Trade Line Item.Specified CIILB Supply Chain Trade Settlement.Specified CIILB Financial Adjustment.Related CIILB Trade Tax.Calculation Method,SmeCorSelfInvc.CihSupplyChanTradTransctn.InclddCilSupplyChanTradLinItm.SubrdntCilbSubrdntTradLinItm.SpecfdCilbSupplyChanTradSettlmnt.SpecfdCilbFinnclAdjstt.ReltdCilbTradTax.CalcltnMethd,Calculation Method Code,"The code specifying the method by which this CI trade related tax, levy or duty is calculated, such as codes for ""tax calculated after line total summation"", ""tax calculated before line total summation"", ""tax back calculated based on grand total"".",Line Financial Adsjustment Tax Calculation Method Code,CalculationMethodCode,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIILBFinancialAdjustment/RelatedCIILBTradeTax/CalculationMethodCode,5
v4,251,8,A,,適用税制ID,Identifier,0..1,JECxxxx,,"取引の税制年度を識別するID
デフォルトは「2019」（2019年度税制）",BBIE,JP01014650,Related CIILB Trade Tax,JP22b_5,/JP00a/UN28a/JP27a/JP22b/JP22b_5,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Included CIIL Supply Chain Trade Line Item.Subordinate CIILB Subordinate Trade Line Item.Specified CIILB Supply Chain Trade Settlement.Specified CIILB Financial Adjustment.Related CIILB Trade Tax.Local Tax System,SmeCorSelfInvc.CihSupplyChanTradTransctn.InclddCilSupplyChanTradLinItm.SubrdntCilbSubrdntTradLinItm.SpecfdCilbSupplyChanTradSettlmnt.SpecfdCilbFinnclAdjstt.ReltdCilbTradTax.LoclTaxSystem,Local Tax System ID,The identifier of the local tax system for this CI trade tax.,Line Financial Adsjustment Tax Local Tax System ID,LocalTaxSystemID,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIILBFinancialAdjustment/RelatedCIILBTradeTax/LocalTaxSystemID,5
v2,252,8,A,,取引金額（税抜き）,Amount,0..1,,ISO4217通貨コード,"この税抜き取引金額（契約単価×配送数量）
契約単価×数量で指定できない場合は金額",BBIE,JP01005839,Related CIILB Trade Tax,JP22b_6,/JP00a/UN28a/JP27a/JP22b/JP22b_6,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Included CIIL Supply Chain Trade Line Item.Subordinate CIILB Subordinate Trade Line Item.Specified CIILB Supply Chain Trade Settlement.Specified CIILB Financial Adjustment.Related CIILB Trade Tax.Basis,SmeCorSelfInvc.CihSupplyChanTradTransctn.InclddCilSupplyChanTradLinItm.SubrdntCilbSubrdntTradLinItm.SpecfdCilbSupplyChanTradSettlmnt.SpecfdCilbFinnclAdjstt.ReltdCilbTradTax.Bass,Basis Amount,"A monetary value used as the basis on which this CI trade related tax, levy or duty is calculated.",Line Financial Adsjustment Tax Basis Amount,BasisAmount,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIILBFinancialAdjustment/RelatedCIILBTradeTax/BasisAmount,5
