version,sme_nr,mbie_nr,level,property_type,class_term,sequence,identifier,property_term,multiplicity,multiplicity_SME,representation_term,code_list,attribute,associated_class,label_local,definition_local,UNID,acronym,DEN,definition,short_name,name,element,xpath
v4,257,3876,2,Composition,CI_ Trade_ Contact,5,,Email_ URI,0..1,0..1,,,,CI_ Universal_ Communication,連絡先／電子メール情報グループ,連絡先の電子メールに関するグループ。,UN01005730,ASBIE,CI_ Trade_ Contact. Email_ URI. CI_ Universal_ Communication,The email URI communication information for this CI trade contact.,Email Address,PayerContactEmailURI,EmailURICIUniversalCommunication,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayerCITradeParty/DefinedCITradeContact/EmailURICIUniversalCommunication
,,3877,,Composition,CI_ Trade_ Contact,6,,Telex,0..1,0..0,,,,CI_ Universal_ Communication,,,UN01005731,ASBIE,CI_ Trade_ Contact. Telex. CI_ Universal_ Communication,The telegraphy (Telex) communication information for this CI trade contact.,Telex,,TelexCommunication,
,,3878,,Composition,CI_ Trade_ Contact,7,,VOIP,0..1,0..0,,,,CI_ Universal_ Communication,,,UN01005732,ASBIE,CI_ Trade_ Contact. VOIP. CI_ Universal_ Communication,The Voice Over Internet Protocol (VOIP) communication information for this CI trade contact.,VOIP,,VOIPCommunication,
,,3879,,Composition,CI_ Trade_ Contact,8,,Instant Messaging,0..1,0..0,,,,CI_ Universal_ Communication,,,UN01005733,ASBIE,CI_ Trade_ Contact. Instant Messaging. CI_ Universal_ Communication,The instant messaging communication information for this CI trade contact.,Instant Messaging,,InstantMessagingCommunication,
,,3880,,Composition,CI_ Trade_ Contact,9,,Specified,0..n,0..0,,,,CI_ Note,,,UN01005734,ASBIE,CI_ Trade_ Contact. Specified. CI_ Note,A note specified for this CI trade contact.,Note,,SpecifiedNote,
,,3881,,Composition,CI_ Trade_ Contact,10,,Specified,0..1,0..0,,,,CI_ Contact_ Person,,,UN01008316,ASBIE,CI_ Trade_ Contact. Specified. CI_ Contact_ Person,The contact person specified for this CI trade contact.,Person,,SpecifiedPerson,
v4.1,701,3885,1,Class,CI_ Trade_ Country,0,,,,,,,,,品目原産地クラス,取引品目の原産地に関するクラス,UN01005735,ABIE,CI_ Trade_ Country. Details,A geopolitical area used or referenced for Cross Industry (CI) trade purposes.,CI Trade Country,SubordinateDocumentProductCountryDetails,CITradeCountry,
v4.1,702,3886,2,Attribute,CI_ Trade_ Country,1,,Identification,0..1,0..1,Identifier,ISO3166-1:Alpha2,,,原産国ID,この取引品目の原産国を識別する国ID,UN01005736,BBIE,CI_ Trade_ Country. Identification. Identifier,The unique identifier for this CI trade country.,Code,SubordinateDocumentProductOriginCountryID,ID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/ApplicableCITradeProduct/OriginCITradeCountry/ID
,,3887,,Attribute,CI_ Trade_ Country,2,,Name,0..n,0..0,Text,UNCL3206,,,,,UN01005737,BBIE,CI_ Trade_ Country. Name. Text,"A name, expressed as text, for this CI trade country.",Name,,Name,
,,3888,,Composition,CI_ Trade_ Country,1,,Subordinate,0..n,0..0,,,,CI_ Trade_ Country Sub-Division,,,UN01007156,ASBIE,CI_ Trade_ Country. Subordinate. CI_ Trade_ Country Sub-Division,"A sub-division that is subordinate to this CI trade country, such as a state, a county, a canton, a province.",Subordinate Country Sub-Division,,SubordinateCountrySub-Division,
,,3883,,Attribute,CI_ Trade_ Country Sub-Division,1,,Identification,0..1,0..0,Identifier,UNCL3229,,,,,UN01007297,BBIE,CI_ Trade_ Country Sub-Division. Identification. Identifier,The unique identifier for this CI trade country sub-division.,ID,,ID,
,,3884,,Attribute,CI_ Trade_ Country Sub-Division,2,,Name,0..n,0..0,Text,UNCL3228,,,,,UN01007298,BBIE,CI_ Trade_ Country Sub-Division. Name. Text,"A name, expressed as text, of this CI trade country sub-division.",Name,,Name,
v1,272,3889,1,Class,CI_ Trade_ Currency Exchange,0,,,,,,,,,請求為替クラス,請求為替に関する情報からなるクラス,UN01005738,ABIE,CI_ Trade_ Currency Exchange. Details,The conversion of one currency to another for Cross Industry (CI) trade purposes.,CI Currency Exchange,TransactionCurrencyExchangeDetails,CITradeCurrencyExchange,
v1/v3,273,3890,2,Attribute,CI_ Trade_ Currency Exchange,1,,Source Currency,1..1,0..1,Code,"通貨コード
ISO4217",,,為替交換元通貨コード,"為替における交換元通貨を表すコード
デフォルト＝「JPY」",UN01005739,BBIE,CI_ Trade_ Currency Exchange. Source Currency. Code,The code specifying the source currency of a CI trade currency conversion.,Source Currency Code,InvoiceCurrencyExchangeSourceCurrencyCode,SourceCurrencyCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/InvoiceApplicableCITradeCurrencyExchange/SourceCurrencyCode
,,3891,,Attribute,CI_ Trade_ Currency Exchange,2,,Source Unit Basis,0..1,0..0,Numeric,,,,,,UN01005740,BBIE,CI_ Trade_ Currency Exchange. Source Unit Basis. Numeric,The numeric unit basis of the source currency used in this CI trade currency exchange rate calculation.,Source Unit Basis,,SourceUnitBasisNumeric,
v1/v3,274,3892,2,Attribute,CI_ Trade_ Currency Exchange,3,,Target Currency,1..1,0..1,Code,"通貨コード
ISO4217",,,為替交換先通貨コード,"為替における交換先通貨を表すコード
デフォルト＝「JPY」",UN01005741,BBIE,CI_ Trade_ Currency Exchange. Target Currency. Code,The code specifying the target currency of a CI trade currency conversion.,Target Currency Code,InvoiceCurrencyExchangeTargetCurrencyCode,TargetCurrencyCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/InvoiceApplicableCITradeCurrencyExchange/TargetCurrencyCode
,,3893,,Attribute,CI_ Trade_ Currency Exchange,4,,Target Unit Base,0..1,0..0,Numeric,,,,,,UN01005742,BBIE,CI_ Trade_ Currency Exchange. Target Unit Base. Numeric,The numeric unit basis of the target currency used in this CI trade currency exchange rate calculation.,Target Unit Basis,,TargetUnitBaseNumeric,
,,3894,,Attribute,CI_ Trade_ Currency Exchange,5,,Market,0..1,0..0,Identifier,UNCL6341,,,,,UN01005743,BBIE,CI_ Trade_ Currency Exchange. Market. Identifier,The unique identifier of the currency exchange market from which the exchange rate is taken for CI trade purposes.,Market ID,,MarketID,
v1/v3,275,3895,2,Attribute,CI_ Trade_ Currency Exchange,6,,Conversion,1..1,0..1,Rate,,,,為替レート,為替交換のレート,UN01005744,BBIE,CI_ Trade_ Currency Exchange. Conversion. Rate,The rate used for conversion from the source currency to the target currency for CI trade purposes.,Conversion Rate,InvoiceCurrencyExchangeConversionRate,ConversionRate,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/InvoiceApplicableCITradeCurrencyExchange/ConversionRate
v1,276,3896,2,Attribute,CI_ Trade_ Currency Exchange,7,,Conversion Rate,0..1,0..1,Date Time,,,,為替レート日時,為替交換レートの適用日。,UN01005745,BBIE,CI_ Trade_ Currency Exchange. Conversion Rate. Date Time,"The date, time, date time or other date time value of the conversion rate for this CI trade currency exchange.",Conversion Rate Date Time,InvoiceCurrencyExchangeConversionRateDateTime,ConversionRateDateTime,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/InvoiceApplicableCITradeCurrencyExchange/ConversionRateDateTime
,,3897,,Composition,CI_ Trade_ Currency Exchange,1,,Referenced,0..1,0..0,,,,CI_ Referenced_ Document,,,UN01005746,ASBIE,CI_ Trade_ Currency Exchange. Referenced. CI_ Referenced_ Document,The document referenced for this CI trade currency exchange.,Referenced Document,,ReferencedDocument,
v1,66,3909,1,Class,CI_ Trade_ Party,0,,,,,,,,,受注者クラス,受注者に関する情報からなるクラス。,UN01005756,ABIE,CI_ Trade_ Party. Details,"An individual, a group, or a body having a role in a Cross Industry (CI) trade business function.",CI Trade Party,TransactionDetails,CITradeParty,
v1,67,3910,2,Attribute,CI_ Trade_ Party,1,,Identification,0..n,0..1,Identifier,,,,受注者ID,注文を受ける企業/工場・事業所・事業部門等を表すID。デフォルトはデータなし。,UN01005757,BBIE,CI_ Trade_ Party. Identification. Identifier,A unique identifier of this CI trade party.,ID,SellerID,ID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SellerCITradeParty/ID
v1,68,3911,2,Attribute,CI_ Trade_ Party,2,,Global_ Identification,0..n,0..1,Identifier,,,,受注者国際企業ID,企業を表す国際企業ID。ISO6523に登録された国際企業登録機関を属性で指定する。,UN01005758,BBIE,CI_ Trade_ Party. Global_ Identification. Identifier,A globally unique identifier of this CI trade party.,Global ID,SellerGlobalID,GlobalID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SellerCITradeParty/GlobalID
v1,69,3912,2,Attribute,CI_ Trade_ Party,3,,Name,0..1,0..1,Text,,,,受注者名称,注文を受ける企業/工場・事業所・事業部門等を表す名称。,UN01005759,BBIE,CI_ Trade_ Party. Name. Text,"The name, expressed as text, for this CI trade party.",Name,SellerName,Name,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SellerCITradeParty/Name
,,3913,,Attribute,CI_ Trade_ Party,4,,Role,0..n,0..0,Party Role_ Code,UNCL3035,,,,,UN01006744,BBIE,CI_ Trade_ Party. Role. Code,A code specifying the role of this CI trade party.,Role Code,,RoleCode,
,,3914,,Attribute,CI_ Trade_ Party,5,,Description,0..n,0..0,Text,,,,,,UN01011453,BBIE,CI_ Trade_ Party. Description. Text,A textual description of this CI trade party.,Description,,DescriptionText,
v4,70,3915,2,Attribute,CI_ Trade_ Party,6,,Registered_ Identification,0..1,0..1,Identifier,"ISO6523
　＝0221",,,受注者適格請求書発行事業者登録番号,"国税庁へ登録された適格請求書発行事業者登録番号（区分記載請求書発行者についてはなし）
T1234567890123",UN01013039,BBIE,CI_ Trade_ Party. Registered_ Identification. Identifier,The registered identifier of this CI trade party.,Registered ID,SellerRegisteredID,RegisteredID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SellerCITradeParty/RegisteredID
,,3916,,Attribute,CI_ Trade_ Party,7,,DUNS_ Identification,0..1,0..0,Identifier,UNCL3039,,,,,UN01012924,BBIE,CI_ Trade_ Party. DUNS_ Identification. Identifier,The Data Universal Numbering System (DUNS) identifier of this CI trade party.,DUNS ID,,DUNSID,
v4.1,71,3917,2,Attribute,CI_ Trade_ Party,8,,Type,0..n,0..1,Code,JECxxxx,,,事業者タイプコード,事業者のインボイスタイプを識別するコード,UN01012925,BBIE,CI_ Trade_ Party. Type. Code,A code specifying the type of CI trade party.,Type Code,SellerTypeCode,TypeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SellerCITradeParty/TypeCode
,,3918,,Composition,CI_ Trade_ Party,1,,Specified,0..1,0..0,,,,CI_ Legal_ Organization,,,UN01005760,ASBIE,CI_ Trade_ Party. Specified. CI_ Legal_ Organization,The legally constituted organization specified for this CI trade party.,Legal Organization,,SpecifiedOrganization,
v4,245,3919,2,Composition,CI_ Trade_ Party,2,,Defined,0..n,0..1,,,,CI_ Trade_ Contact,支払人／連絡先グループ,支払人の連絡先に関する情報,UN01005761,ASBIE,CI_ Trade_ Party. Defined. CI_ Trade_ Contact,A trade contact defined for this CI trade party.,Defined Contact,PayerContact,DefinedCITradeContact,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayerCITradeParty/DefinedCITradeContact
v4,410,3920,2,Composition,CI_ Trade_ Party,3,,Postal,0..1,0..1,,,,CI_ Trade_ Address,納入先／住所グループ,納入先企業の住所情報に関するグループ。,UN01005762,ASBIE,CI_ Trade_ Party. Postal. CI_ Trade_ Address,The postal address for this CI trade party.,Postal Address,DocumentDeliveryShipToPostalAddress,PostalCITradeAddress,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeDelivery/ShipToCITradeParty/PostalCITradeAddress
,,3921,,Composition,CI_ Trade_ Party,4,,URI,0..n,0..0,,,,CI_ Universal_ Communication,,,UN01005763,ASBIE,CI_ Trade_ Party. URI. CI_ Universal_ Communication,"A Uniform Resource Identifier (URI) communication for this CI trade party, such as a web or email address.",URI,,URICommunication,
,,3922,,Composition,CI_ Trade_ Party,5,,Specified,0..n,0..0,,,,CI_ Tax_ Registration,,,UN01005764,ASBIE,CI_ Trade_ Party. Specified. CI_ Tax_ Registration,A tax registration specified for this CI trade party.,Tax Registration,,SpecifiedRegistration,
v4.1,267,3923,2,Composition,CI_ Trade_ Party,6,,End Point_ URI,0..1,0..1,,,,CI_ Universal_ Communication,支払人／国際アドレスグループ,支払人の国際アドレスグループ,UN01005765,ASBIE,CI_ Trade_ Party. End Point_ URI. CI_ Universal_ Communication,The communication address of the end point URI for this CI trade party.,End Point URI,PayerEndPointURI,EndPointURICIUniversalCommunication,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayerCITradeParty/EndPointURICIUniversalCommunication
,,3924,,Composition,CI_ Trade_ Party,7,,Logo_ Associated,0..n,0..0,,,,Specified_ Binary File,,,UN01006691,ASBIE,CI_ Trade_ Party. Logo_ Associated. Specified_ Binary File,A file containing a specified binary representation of a logo associated with this CI trade party.,Logo Binary File,,LogoAssociatedBinaryFile,
,,3925,,Composition,CI_ Trade_ Party,8,,Specified,0..1,0..0,,,,CI_ Logistics_ Location,,,UN01012706,ASBIE,CI_ Trade_ Party. Specified. CI_ Logistics_ Location,The logistics related location specified for this CI trade party.,Specified Logistics Location,,SpecifiedLocation,
v4,320,3938,1,Class,CI_ Trade_ Payment Terms,0,,,,,,,,,支払条件クラス,取引決済の目的で支払が行われる、あるいは行われた条件のクラス,UN01005779,ABIE,CI_ Trade_ Payment Terms. Details,Conditions by which payment has been or will be made for Cross Industry (CI) trade purposes.,CI Payment Terms,TransactionPaymentTermsDetails,CITradePaymentTerms,
v4.1,321,3939,2,Attribute,CI_ Trade_ Payment Terms,1,,Identification,0..1,0..1,Identifier,,,,支払条件ID,支払条件のID,UN01005780,BBIE,CI_ Trade_ Payment Terms. Identification. Identifier,The unique identifier of these CI trade payment terms.,ID,PaymentTermsID,ID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradePaymentTerms/ID
,,3940,,Attribute,CI_ Trade_ Payment Terms,2,,From Event,0..1,0..0,Payment Terms Event_ Time Reference_ Code,UNCL2475,,,,,UN01005781,BBIE,CI_ Trade_ Payment Terms. From Event. Code,The code specifying the event from which these CI trade payment terms apply.,From Event Code,,FromEventCode,
,,3941,,Attribute,CI_ Trade_ Payment Terms,3,,Settlement Period,0..1,0..0,Measure,,,,,,UN01005782,BBIE,CI_ Trade_ Payment Terms. Settlement Period. Measure,The measure of the settlement period for these CI trade payment terms.,Settlement Period Measure,,SettlementPeriodMeasure,
v4,322,3942,2,Attribute,CI_ Trade_ Payment Terms,4,,Description,0..n,0..1,Text,,,,支払条件説明,支払条件の文字による説明,UN01005783,BBIE,CI_ Trade_ Payment Terms. Description. Text,A textual description of these CI trade payment terms.,Description,PaymentTermsDescriptionText,DescriptionText,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradePaymentTerms/Description
v4,323,3943,2,Attribute,CI_ Trade_ Payment Terms,5,,Due Date,0..1,0..1,Date Time,,,,支払期日,支払条件で示された支払期日,UN01005784,BBIE,CI_ Trade_ Payment Terms. Due Date. Date Time,"The date, time, date time, or other date time value of the due date specified by these CI trade payment terms.",Due Date Time,PaymentTermsDueDateDateTime,DueDateDateTime,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradePaymentTerms/DueDateDateTime
,,3944,,Attribute,CI_ Trade_ Payment Terms,6,,Instruction_ Type,0..1,0..0,Code,,,,,,UN01005785,BBIE,CI_ Trade_ Payment Terms. Instruction_ Type. Code,The code specifying the type of instruction for these CI trade payment terms.,Deprecated Instruction Type Code,,InstructionTypeCode,
,,3945,,Attribute,CI_ Trade_ Payment Terms,7,,Payment Means_ Identification,0..n,0..0,Identifier,UNCL4277,,,,,UN01005786,BBIE,CI_ Trade_ Payment Terms. Payment Means_ Identification. Identifier,An identifier of the payment means in these CI trade payment terms.,Payment Means ID,,PaymentMeansID,
,,3946,,Attribute,CI_ Trade_ Payment Terms,8,,Partial Payment,0..1,0..0,Percent,,,,,,UN01005787,BBIE,CI_ Trade_ Payment Terms. Partial Payment. Percent,"The partial payment, expressed as a percentage, in these CI trade payment terms.",Partial Payment Percent,,PartialPaymentPercent,
,,3947,,Attribute,CI_ Trade_ Payment Terms,9,,Direct Debit Mandate_ Identification,0..n,0..0,Identifier,UNCL4277,,,,,UN01006049,BBIE,CI_ Trade_ Payment Terms. Direct Debit Mandate_ Identification. Identifier,An identifier of a direct debit mandate in these CI trade payment terms.,Direct Debit Mandate ID,,DirectDebitMandateID,
v4,324,3948,2,Attribute,CI_ Trade_ Payment Terms,10,,Type,0..1,0..1,Code,UNCL4279,,,支払条件タイプコード,取引決済の支払条件のタイプを識別するコード,UN01008502,BBIE,CI_ Trade_ Payment Terms. Type. Code,The code specifying the type of these CI trade payment terms.,Type Code,PaymentTermsTypeCode,TypeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradePaymentTerms/TypeCode
,,3949,,Attribute,CI_ Trade_ Payment Terms,11,,Partial Payment,0..n,0..0,Amount,,,,,,UN01009059,BBIE,CI_ Trade_ Payment Terms. Partial Payment. Amount,A monetary value of a partial payment in these CI trade payment terms.,Partial Payment Amount,,PartialPaymentAmount,
,,3950,,Attribute,CI_ Trade_ Payment Terms,12,,Bill Start,0..1,0..0,Date Time,,,,,,UN01014673,BBIE,CI_ Trade_ Payment Terms. Bill Start. Date Time,"The date, time, date time, or other date time value of the bill start specified by these CI trade payment terms.",Bill Start Date Time,,BillStartDateTime,
v4.2,325,3951,2,Attribute,CI_ Trade_ Payment Terms,13,,Instructed,0..1,0..1,Amount,,,,支払条件金額,支払条件の金額,UN01015539,BBIE,CI_ Trade_ Payment Terms. Instructed. Amount,The monetary value that has been instructed to be transferred between debtor and creditor for these CI trade payment terms.,Instructed Amount,PaymentTermsInstructedAmount,InstructedAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradePaymentTerms/InstructedAmount
,,3952,,Composition,CI_ Trade_ Payment Terms,1,,Applicable,0..1,0..0,,,,CI_ Trade_ Payment Penalty Terms,,,UN01005788,ASBIE,CI_ Trade_ Payment Terms. Applicable. CI_ Trade_ Payment Penalty Terms,Trade payment penalty terms applicable to these CI trade payment terms.,Payment Penalty Terms,,ApplicablePaymentPenaltyTerms,
,,3953,,Composition,CI_ Trade_ Payment Terms,2,,Applicable,0..1,0..0,,,,CI_ Trade_ Payment Discount Terms,,,UN01005789,ASBIE,CI_ Trade_ Payment Terms. Applicable. CI_ Trade_ Payment Discount Terms,Trade payment discount terms applicable to these CI trade payment terms.,Payment Discount Terms,,ApplicablePaymentDiscountTerms,
,,3954,,Composition,CI_ Trade_ Payment Terms,3,,Payee,0..n,0..0,,,,CI_ Trade_ Party,,,UN01009060,ASBIE,CI_ Trade_ Payment Terms. Payee. CI_ Trade_ Party,A payee party in these CI trade payment terms.,Payee,,PayeeParty,
v1,584,3955,1,Class,CI_ Trade_ Price,0,,,,,,,,,契約単価クラス,明細行の契約単価に関する情報からなるクラス。,UN01005790,ABIE,CI_ Trade_ Price. Details,A sum of money for which something is or may be bought or sold for Cross Industry (CI) trade purposes.,CI Trade Price,SubordinateDocumentPriceDetails,CITradePrice,
v1,585,3956,2,Attribute,CI_ Trade_ Price,1,,Type,0..1,0..1,Code,UNCL5375,,,単価コード,単価の区分（確定、仮単価等）を識別するコード,UN01005791,BBIE,CI_ Trade_ Price. Type. Code,The code specifying the type of CI trade price.,Type Code,SubordinateDocumentNetProductPriceTypeCode,TypeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/NetPriceProductCITradePrice/TypeCode
v1/v3,586,3957,2,Attribute,CI_ Trade_ Price,2,,Charge,1..n,1..1,Amount,,,,契約単価,"発注者と受注者が合意した明細発注品の単価。単価基準数量と単価基準数量単位の指定に従う。
税込み、税抜きの識別はヘッダ部の「UN01013096：税計算方式」で指定（指定がない場合（デフォルト）は税抜き）。",UN01005792,BBIE,CI_ Trade_ Price. Charge. Amount,A monetary value of this CI trade price charge.,Charge Amount,SubordinateDocumentNetProductPriceChargeAmount,ChargeAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/NetPriceProductCITradePrice/ChargeAmount
v4,587,3958,2,Attribute,CI_ Trade_ Price,3,,Basis,0..1,0..1,Quantity,"数量単位コード
UNECE Rec20",,,単価基準数量,"✔定貫品目の場合：空欄（デフォルト）、または単価基準数量＝１
✔不定貫品目、ハイブリッド品目の場合：単価基準数量＝単価の基準となる重量・容量",UN01005793,BBIE,CI_ Trade_ Price. Basis. Quantity,The quantity on which this CI trade price is based.,Basis Quantity,SubordinateDocumentNetProductPriceBasisQuantity,BasisQuantity,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/NetPriceProductCITradePrice/BasisQuantity
,,3959,,Attribute,CI_ Trade_ Price,4,,Order_ Unit Conversion Factor,0..1,0..0,Numeric,UNCL5394,,,,,UN01005794,BBIE,CI_ Trade_ Price. Order_ Unit Conversion Factor. Numeric,The value used as the factor to convert the order unit into the price unit for this CI trade price.,Order Unit Conversion Factor Numeric,,OrderUnitConversionFactorNumeric,
,,3960,,Attribute,CI_ Trade_ Price,5,,Change Reason,0..n,0..0,Text,,,,,,UN01007157,BBIE,CI_ Trade_ Price. Change Reason. Text,"A reason, expressed as text, for a change of this CI trade price.",Change Reason Text,,ChangeReasonText,
,,3961,,Attribute,CI_ Trade_ Price,6,,Minimum,0..1,0..0,Quantity,,,,,,UN01007158,BBIE,CI_ Trade_ Price. Minimum. Quantity,The minimum quantity in a range for which this CI trade price applies.,Minimum Quantity,,MinimumQuantity,
,,3962,,Attribute,CI_ Trade_ Price,7,,Maximum,0..1,0..0,Quantity,,,,,,UN01007159,BBIE,CI_ Trade_ Price. Maximum. Quantity,The maximum quantity in a range for which this CI trade price applies.,Maximum Quantity,,MaximumQuantity,
,,3963,,Attribute,CI_ Trade_ Price,8,,Type,0..n,0..0,Text,,,,,,UN01013364,BBIE,CI_ Trade_ Price. Type. Text,"A type, expressed as text, for this CI trade price.",Type Text,,TypeText,
,,3964,,Attribute,CI_ Trade_ Price,9,,Basis,0..1,0..0,Date Time,,,,,,UN01014674,BBIE,CI_ Trade_ Price. Basis. Date Time,"The date, time, date time, or other date time value used as the basis for this CI trade price.",Basis Date Time,,BasisDateTime,
,,3965,,Composition,CI_ Trade_ Price,1,,Applied,0..n,0..0,,,,CI_ Trade_ Allowance Charge,,,UN01005795,ASBIE,CI_ Trade_ Price. Applied. CI_ Trade_ Allowance Charge,An allowance or charge applied to this CI trade price.,Applied Allowance/Charge,,AppliedAllowanceCharge,
,,3966,,Composition,CI_ Trade_ Price,2,,Validity,0..1,0..0,,,,CI_ Specified_ Period,,,UN01005796,ASBIE,CI_ Trade_ Price. Validity. CI_ Specified_ Period,The specified period for which this CI trade price is valid.,Validity Period,,ValidityPeriod,
,,3967,,Composition,CI_ Trade_ Price,3,,Referenced,0..n,0..0,,,,CI_ Referenced_ Document,,,UN01005797,ASBIE,CI_ Trade_ Price. Referenced. CI_ Referenced_ Document,A document referenced for this CI trade price.,Referenced Document,,ReferencedDocument,
,,3968,,Composition,CI_ Trade_ Price,4,,Delivery,0..n,0..0,,,,CI_ Trade_ Location,,,UN01007162,ASBIE,CI_ Trade_ Price. Delivery. CI_ Trade_ Location,A delivery location for this CI trade price.,Delivery Location,,DeliveryLocation,
,,3969,,Composition,CI_ Trade_ Price,5,,Trade_ Comparison,0..n,0..0,,,,Reference_ Price,,,UN01007163,ASBIE,CI_ Trade_ Price. Trade_ Comparison. Reference_ Price,A price that provides a comparison with this CI trade price.,Comparison Price,,TradeComparisonPrice,
v1,684,3984,1,Class,CI_ Trade_ Product,0,,,,,,,,,取引品目クラス,取引品目に関する情報からなるクラス。,UN01005809,ABIE,CI_ Trade_ Product. Details,Any tangible output or service produced by human or mechanical effort or by a natural process for Cross Industry (CI) trade purposes.,CI Trade Product,SubordinateDocumentProductDetails,CITradeProduct,
v1,685,3985,2,Attribute,CI_ Trade_ Product,1,,Identification,0..1,0..1,Identifier,,,,品目ID,品目名を特定するために付与したID,UN01005810,BBIE,CI_ Trade_ Product. Identification. Identifier,The unique identifier for this CI trade product.,ID,SubordinateDocumentProductID,ID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/ApplicableCITradeProduct/ID
v4.1,686,3986,2,Attribute,CI_ Trade_ Product,2,,Global_ Identification,0..1,0..1,Identifier,ISO/IEC 6523,,,グローバル品目ID,GTIN、JANIDなどの国際的に登録された品目ID,UN01005811,BBIE,CI_ Trade_ Product. Global_ Identification. Identifier,The unique global identifier for this CI trade product.,Global ID,SubordinateDocumentProductGlobalID,GlobalID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/ApplicableCITradeProduct/GlobalID
v4.1,687,3987,2,Attribute,CI_ Trade_ Product,3,,Seller Assigned_ Identification,0..1,0..1,Identifier,,,,受注者品目ID,受注者が品目を特定するために付与したID,UN01005812,BBIE,CI_ Trade_ Product. Seller Assigned_ Identification. Identifier,The unique seller assigned identifier for this CI trade product.,Seller Assigned ID,SubordinateDocumentProductSellerAssignedID,SellerAssignedID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/ApplicableCITradeProduct/SellerAssignedID
v4.1,688,3988,2,Attribute,CI_ Trade_ Product,4,,Buyer Assigned_ Identification,0..1,0..1,Identifier,,,,発注者品目ID,発注者が品目を特定するために付与したID,UN01005813,BBIE,CI_ Trade_ Product. Buyer Assigned_ Identification. Identifier,The unique buyer assigned identifier for this CI trade product.,Buyer Assigned ID,SubordinateDocumentProductBuyerAssignedID,BuyerAssignedID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/ApplicableCITradeProduct/BuyerAssignedID
