version,sme_nr,mbie_nr,level,property_type,class_term,sequence,multiplicity,multiplicity_sme,identifier,property_term,representation_term,code_list,XML_datatype,associated_class,selector,fixed_value,label_sme,label_csv,definition_sme,label_ja,definition_ja,UNID,acronym,DEN,definition,short_name,element,XML_element_name,selfbilling,amendment_selfbilling,single_selfbilling,core_selfbilling,pint_id,business_term,card
v4,311.0,4043,1,Class,(Applicable/Applicable) CI_ Trade_ Tax,,,,,,,,ram:CITradeTaxType,,,,鑑ヘッダ税クラス,インボイス文書税クラス,鑑ヘッダの税に関する情報からなるクラス,CI取引税,取引に関連する財政税、関税、または賦課金。,UN01005832,ABIE,CI_ Trade_ Tax. Details,"A Cross Industry (CI) trade related fiscal tax, duty or levy.",CI Trade Tax,,,,,,,,,
v4,312.0,4044,2,Attribute,(Applicable/Applicable) CI_ Trade_ Tax,1,0..n,0..1,,Calculated,Amount,,udt:AmountType,,,,鑑ヘッダ課税分類税額,インボイス文書課税分類税額,"鑑ヘッダの明細文書課税分類別税額の合計金額
鑑ヘッダでは複数明細文書税額の積み上げだけを行い、税額計算は行わない",計算金額,インボイスの取引関連税、賦課金または関税の計算結果として得られる金額。,UN01005833,BBIE,CI_ Trade_ Tax. Calculated. Amount,"A monetary value resulting from the calculation of this CI trade related tax, levy or duty.",Calculated Amount,CalculatedAmount,CalculatedAmount,＊,＊,＊,＊,,,
v1/v2,312.1,4045,2,Attribute,(Applicable/Applicable) CI_ Trade_ Tax,2,0..1,0..1,,Type,Tax Type_ Code,"UNCL5153 D24Aと一致. / UNTDED 5153 Duty or tax or fee type name code <Code specifying a type of duty, tax or fee.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred5153.htm | XMLSchema /uncefact/codelist/standard/UNECE_DutyTaxFeeTypeCode_D23A.xsd",qdt:TaxTypeCodeType,,,,鑑ヘッダ税タイプコード,インボイス文書税タイプコード,"税の種類を識別するコード。デフォルトは消費税
消費税：VAT。源泉所得税：SWT",タイプコード,付加価値税（VAT）などの、インボイスの取引関連の税、課徴金、関税の種類を指定するコード。,UN01005834,BBIE,CI_ Trade_ Tax. Type. Code,"The code specifying the type of CI trade related tax, levy or duty, such as a code for a Value Added Tax (VAT).",Type Code,TypeCode,TypeCode,＊,＊,＊,＊,,,
v4,313.0,4052,2,Attribute,(Applicable/Applicable) CI_ Trade_ Tax,9,0..1,0..1,,Category,Tax Category_ Code,UNCL5305 D24Aと一致. / UNTDED 5305 Duty or tax or fee category code <Code specifying a duty or tax or fee category.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred5305.htm | XMLSchema /uncefact/codelist/standard/UNECE_DutyorTaxorFeeCategoryCode_D23A.xsd,qdt:TaxCategoryCodeType,,,,鑑ヘッダ課税分類コード,インボイス文書課税分類コード,消費税[VAT」の課税分類（標準税率、軽減税率、非課税、免税、不課税）を識別するコード,カテゴリーコード,インボイスの取引関連税、課徴金、または関税が適用されるカテゴリーを指定するコード。「免税」、「標準税率」、「免税輸出品 - 課税対象外」などのコード。,UN01005841,BBIE,CI_ Trade_ Tax. Category. Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",Category Code,CategoryCode,CategoryCode,＊,＊,＊,＊,,,
v4,314.0,4061,2,Attribute,(Applicable/Applicable) CI_ Trade_ Tax,18,0..n,0..1,,Category Name,Text,,udt:TextType,,,,鑑ヘッダ課税分類名,インボイス文書課税分類名,消費税の課税分類（標準税率、軽減税率、非課税、免税等）の名称,カテゴリ名,インボイスの取引関連税、賦課金または関税のカテゴリー名（テキストで表現）。,UN01005850,BBIE,CI_ Trade_ Tax. Category Name. Text,"A category name, expressed as text, of this CI trade related tax, levy or duty.",Category Name,CategoryName,CategoryName,＊,＊,＊,＊,,,
v4,315.0,4063,2,Attribute,(Applicable/Applicable) CI_ Trade_ Tax,20,0..1,0..1,,Rate_ Applicable,Percent,D24A TDED 5510 Valuation Adjustment Percentage Numeric  <Percentage adjustment made to the valuation > (n..18) 数字 https://unece.org/DAM/trade/untdid/UNTDED2005.pdf,udt:PercentType,,,,鑑ヘッダ税率,インボイス文書税率,課税分類に対応する消費税率のパーセント表示,適用レートパーセント,インボイスの取引税に適用される税率（パーセンテージで表示）。,UN01007174,BBIE,CI_ Trade_ Tax. Rate_ Applicable. Percent,"The applicable rate of CI trade tax, expressed as a percentage.",Applicable Rate Percent,RateApplicablePercent,RateApplicablePercent,＊,＊,＊,＊,,,
v4,316.0,4065,2,Attribute,(Applicable/Applicable) CI_ Trade_ Tax,22,0..1,0..1,,Calculation Method,Code,JECxxxx D24A定義なし,udt:CodeType,,,,鑑ヘッダ税計算方式,インボイス文書税計算方式コード,"インボイス文書の「税抜き」「税込み」を識別するコード
デフォルトは「税抜き」",税計算方法コード,インボイスの取引関連税、課徴金、または関税の計算方法を指定するコード（「行合計後の税額計算」、「行合計前の税額計算」、「総計に基づく税額逆算」などのコード）。,UN01013096,BBIE,CI_ Trade_ Tax. Calculation Method. Code,"The code specifying the method by which this CI trade related tax, levy or duty is calculated, such as codes for ""tax calculated after line total summation"", ""tax calculated before line total summation"", ""tax back calculated based on grand total"".",Tax Calculation Method Code,CalculationMethodCode,CalculationMethodCode,●,●,●,●,,,
v4,317.0,4066,2,Attribute,(Applicable/Applicable) CI_ Trade_ Tax,23,0..1,0..1,,Local Tax System,Identifier,JECxxxx D24A定義なし,udt:IDType,,,,鑑ヘッダ適用税制ID,インボイス文書適用税制ID,"地域固有の文書のタイプを識別するコード
デフォルトは「2019」",地方税システムID,インボイスの取引税における地域税体系を識別する識別子,UN01014650,BBIE,CI_ Trade_ Tax. Local Tax System. Identifier,The identifier of the local tax system for this CI trade tax.,Local Tax System ID,LocalTaxSystemID,LocalTaxSystemID,＊,＊,＊,＊,,,
v4,347.0,4043,1,Class,(Applicable/Specified/Related) CI_ Trade_ Tax,,,,,,,,ram:CITradeTaxType,,,,鑑ヘッダ調整税（修正差額調整）クラス,インボイス文書修正差額調整税クラス,鑑ヘッダ調整の税率別税クラス,CI取引税,取引に関連する財政税、関税、または賦課金。,UN01005832,ABIE,CI_ Trade_ Tax. Details,"A Cross Industry (CI) trade related fiscal tax, duty or levy.",CI Trade Tax,,,,,,,,,
v4,348.0,4044,2,Attribute,(Applicable/Specified/Related) CI_ Trade_ Tax,1,0..n,0..1,,Calculated,Amount,,udt:AmountType,,,,鑑ヘッダ修正差額調整税率別消費税額,インボイス文書修正差額調整税率別消費税額,"＜鑑ヘッダ調整理由コード=62（修正差額調整）＞
鑑ヘッダの修正差額調整税額＝修正インボイス税額ー前回インボイス税額
Σ明細行調整金額（税抜き）×税率
または
Σ明細行調整金額（税込み）×1/(1+税率)",計算金額,インボイスの取引関連税、賦課金または関税の計算結果として得られる金額。,UN01005833,BBIE,CI_ Trade_ Tax. Calculated. Amount,"A monetary value resulting from the calculation of this CI trade related tax, levy or duty.",Calculated Amount,CalculatedAmount,CalculatedAmount,,▼,▼,▼,,,
v1/v2,348.1,4045,2,Attribute,(Applicable/Specified/Related) CI_ Trade_ Tax,2,0..1,0..1,,Type,Tax Type_ Code,"UNCL5153 D24Aと一致. / UNTDED 5153 Duty or tax or fee type name code <Code specifying a type of duty, tax or fee.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred5153.htm | XMLSchema /uncefact/codelist/standard/UNECE_DutyTaxFeeTypeCode_D23A.xsd",qdt:TaxTypeCodeType,,,,鑑ヘッダ修正差額調整税タイプコード,インボイス文書修正差額調整税タイプコード,"税の種類を識別するコード。デフォルトは消費税
消費税：VAT。源泉所得税：SWT",タイプコード,付加価値税（VAT）などの、インボイスの取引関連の税、課徴金、関税の種類を指定するコード。,UN01005834,BBIE,CI_ Trade_ Tax. Type. Code,"The code specifying the type of CI trade related tax, levy or duty, such as a code for a Value Added Tax (VAT).",Type Code,TypeCode,TypeCode,＊,＊,＊,＊,,,
v4,349.0,4047,2,Attribute,(Applicable/Specified/Related) CI_ Trade_ Tax,4,0..1,0..1,,Calculated,Rate,,udt:RateType,,,,鑑ヘッダ修正差額調整税率,インボイス文書修正差額調整税率,鑑ヘッダ調整の税率,計算レート,インボイスの取引関連税、賦課金または関税の金額を計算するために使用される税率。,UN01005836,BBIE,CI_ Trade_ Tax. Calculated. Rate,"The rate used to calculate the amount of this CI trade related tax, levy or duty.",Calculated Rate,CalculatedRate,CalculatedRate,,▼,▼,▼,,,
v4.3,350.0,4050,2,Attribute,(Applicable/Specified/Related) CI_ Trade_ Tax,7,0..n,0..1,,Basis,Amount,,udt:AmountType,,,,鑑ヘッダ修正差額調整税率別課税資産合計金額,インボイス文書修正差額調整税率別課税資産合計金額,Σ明細行調整金額（税率別）,基準額,インボイスの取引関連税、課徴金または関税の計算の基礎となる金額。,UN01005839,BBIE,CI_ Trade_ Tax. Basis. Amount,"A monetary value used as the basis on which this CI trade related tax, levy or duty is calculated.",Basis Amount,BasisAmount,BasisAmount,,▼,▼,▼,,,
v4,351.0,4052,2,Attribute,(Applicable/Specified/Related) CI_ Trade_ Tax,9,0..1,0..1,,Category,Tax Category_ Code,UNCL5305 D24Aと一致. / UNTDED 5305 Duty or tax or fee category code <Code specifying a duty or tax or fee category.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred5305.htm | XMLSchema /uncefact/codelist/standard/UNECE_DutyorTaxorFeeCategoryCode_D23A.xsd,qdt:TaxCategoryCodeType,,,,鑑ヘッダ修正差額調整課税分類コード,インボイス文書修正差額調整課税分類コード,鑑ヘッダ調整の課税分類コード,カテゴリーコード,インボイスの取引関連税、課徴金、または関税が適用されるカテゴリーを指定するコード。「免税」、「標準税率」、「免税輸出品 - 課税対象外」などのコード。,UN01005841,BBIE,CI_ Trade_ Tax. Category. Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",Category Code,CategoryCode,CategoryCode,,▼,▼,▼,,,
v4.3,352.0,4064,2,Attribute,(Applicable/Specified/Related) CI_ Trade_ Tax,21,0..1,0..1,,Grand Total,Amount,,udt:AmountType,,,,鑑ヘッダ修正差額調整消費税合計額,インボイス文書修正差額調整消費税合計額,鑑ヘッダ修正差額調整税率別消費税額の合計額,合計金額,インボイスの取引税の課税標準額と税額の合計金額。,UN01013040,BBIE,CI_ Trade_ Tax. Grand Total. Amount,The monetary value of the grand total of the basis plus tax for this CI trade tax.,Grand Total Amount,GrandTotalAmount,GrandTotalAmount,,▼,▼,▼,,,
v1,451.0,4043,1,Class,(Included/Specified/Applicable) CI_ Trade_ Tax[Currency Code=Invoice_ Currency. Code],,,,,,,,ram:CITradeTaxType,,,,明細文書ヘッダ税クラス,明細文書税クラス,明細文書ヘッダの税に関する情報からなるクラス,CI取引税,取引に関連する財政税、関税、または賦課金。,UN01005832,ABIE,CI_ Trade_ Tax. Details,"A Cross Industry (CI) trade related fiscal tax, duty or levy.",CI Trade Tax,,,,,,,,,
v2,452.0,4044,2,Attribute,(Included/Specified/Applicable) CI_ Trade_ Tax[Currency Code=Invoice_ Currency. Code],1,0..n,0..1,,Calculated,Amount,,udt:AmountType,,,,明細文書ヘッダ課税分類税額,明細文書課税分類税額,"明細文書ヘッダの課税分類毎に端数処理計算した税額。
算出した税額は切り上げ、切り捨て、四捨五入のいずれかで処理し、税額は整数とする
＜税抜きの場合＞明細文書ヘッダ課税分類課税対象合計金額×税率
＜税込みの場合＞明細文書ヘッダ課税分類課税対象合計金額×税率／(１＋税率)",計算金額,インボイスの取引関連税、賦課金または関税の計算結果として得られる金額。,UN01005833,BBIE,CI_ Trade_ Tax. Calculated. Amount,"A monetary value resulting from the calculation of this CI trade related tax, levy or duty.",Calculated Amount,CalculatedAmount,CalculatedAmount,◎,◎,◎,◎,IBT-117,TAX category tax amount,1..1
v1/v2,453.0,4045,2,Attribute,(Included/Specified/Applicable) CI_ Trade_ Tax[Currency Code=Invoice_ Currency. Code],2,0..1,0..1,,Type,Tax Type_ Code,"UNCL5153 D24Aと一致. / UNTDED 5153 Duty or tax or fee type name code <Code specifying a type of duty, tax or fee.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred5153.htm | XMLSchema /uncefact/codelist/standard/UNECE_DutyTaxFeeTypeCode_D23A.xsd",qdt:TaxTypeCodeType,,,,明細文書ヘッダ税タイプコード,明細文書税タイプコード,"税の種類を識別するコード。デフォルトは消費税
消費税：VAT。源泉所得税：SWT",タイプコード,付加価値税（VAT）などの、インボイスの取引関連の税、課徴金、関税の種類を指定するコード。,UN01005834,BBIE,CI_ Trade_ Tax. Type. Code,"The code specifying the type of CI trade related tax, levy or duty, such as a code for a Value Added Tax (VAT).",Type Code,TypeCode,TypeCode,＊,＊,＊,＊,,,
v1/v2,454.0,4047,2,Attribute,(Included/Specified/Applicable) CI_ Trade_ Tax[Currency Code=Invoice_ Currency. Code],4,0..1,0..1,,Calculated,Rate,,udt:RateType,,,,明細文書ヘッダ税率,明細文書税率,明細文書ヘッダの課税分類毎の税額計算のための率。,計算レート,インボイスの取引関連税、賦課金または関税の金額を計算するために使用される税率。,UN01005836,BBIE,CI_ Trade_ Tax. Calculated. Rate,"The rate used to calculate the amount of this CI trade related tax, levy or duty.",Calculated Rate,CalculatedRate,CalculatedRate,◎,◎,◎,◎,IBT-119,TAX category rate,0..1
v2/v4.3,455.0,4050,2,Attribute,(Included/Specified/Applicable) CI_ Trade_ Tax[Currency Code=Invoice_ Currency. Code],7,0..n,0..1,,Basis,Amount,,udt:AmountType,,,,明細文書ヘッダ課税分類課税対象合計金額（税抜き／税込み）,明細文書課税分類課税対象合計金額（税抜き税込み）,"Σ明細行課税分類譲渡資産合計金額＋Σ明細文書ヘッダ追加請求金額ーΣ明細文書ヘッダ返金金額
「鑑ヘッダ税計算方式」のコード値指定により税抜き、税込みを識別する",基準額,インボイスの取引関連税、課徴金または関税の計算の基礎となる金額。,UN01005839,BBIE,CI_ Trade_ Tax. Basis. Amount,"A monetary value used as the basis on which this CI trade related tax, levy or duty is calculated.",Basis Amount,BasisAmount,BasisAmount,◎,◎,◎,◎,IBT-116,TAX category taxable amount,1..1
v3,456.0,4052,2,Attribute,(Included/Specified/Applicable) CI_ Trade_ Tax[Currency Code=Invoice_ Currency. Code],9,0..1,1..1,,Category,Tax Category_ Code,UNCL5305 D24Aと一致. / UNTDED 5305 Duty or tax or fee category code <Code specifying a duty or tax or fee category.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred5305.htm | XMLSchema /uncefact/codelist/standard/UNECE_DutyorTaxorFeeCategoryCode_D23A.xsd,qdt:TaxCategoryCodeType,,,,明細文書ヘッダ課税分類コード,明細文書課税分類コード,"明細文書ヘッダの課税分類（標準税率、軽減税率、不課税、非課税、免税等）を識別するコード
課税分類ごとにクラスを設ける",カテゴリーコード,インボイスの取引関連税、課徴金、または関税が適用されるカテゴリーを指定するコード。「免税」、「標準税率」、「免税輸出品 - 課税対象外」などのコード。,UN01005841,BBIE,CI_ Trade_ Tax. Category. Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",Category Code,CategoryCode,CategoryCode,●,●,●,●,IBT-118,TAX category code,1..1
v4,457.0,4053,2,Attribute,(Included/Specified/Applicable) CI_ Trade_ Tax[Currency Code=Invoice_ Currency. Code],10,0..1,0..1,,Currency,Currency_ Code,通貨コード ISO4217 / D24A TDED 6345 Currency identification code <Code specifying a monetary unit.> (an..3) ISO 4217を使用すること https://service.unece.org/trade/untdid/d23a/tred/tred6345.htm | XMLSchema /uncefact/codelist/standard/ISO_ISO3AlphaCurrencyCode_2012-08-31.xsd,qdt:CurrencyCodeType,,,Invoice_ Currency. Code,課税分類税通貨コード,明細文書課税分類税通貨コード,"「JPY」または「外貨」。デフォルトは「JPY」
文書通貨コード（UN01005914）の指定と合わせる。文書通貨コードが「外貨」を指定された場合は明細文書ヘッダ税クラス（外貨建て適格請求書用）とセットで利用する",通貨コード,インボイスの取引関連税、賦課金または関税の通貨を指定するコード。,UN01005842,BBIE,CI_ Trade_ Tax. Currency. Code,"The code specifying the currency for this CI trade related tax, levy or duty.",Currency Code,CurrencyCode,CurrencyCode,●,●,●,●,,,
v2,458.0,4061,2,Attribute,(Included/Specified/Applicable) CI_ Trade_ Tax[Currency Code=Invoice_ Currency. Code],18,0..n,0..1,,Category Name,Text,,udt:TextType,,,,明細文書ヘッダ課税分類名,明細文書課税分類名,明細文書ヘッダの課税分類（標準税率、軽減税率、不課税、非課税、免税等）の名称,カテゴリ名,インボイスの取引関連税、賦課金または関税のカテゴリー名（テキストで表現）。,UN01005850,BBIE,CI_ Trade_ Tax. Category Name. Text,"A category name, expressed as text, of this CI trade related tax, levy or duty.",Category Name,CategoryName,CategoryName,＊,＊,＊,＊,,,
v2/v4.3,459.0,4064,2,Attribute,(Included/Specified/Applicable) CI_ Trade_ Tax[Currency Code=Invoice_ Currency. Code],21,0..1,0..1,,Grand Total,Amount,,udt:AmountType,,,,明細文書ヘッダ課税分類総合計金額,明細文書課税分類総合計金額,"明細文書ヘッダ課税分類課税対象合計金額（税抜き）＋明細文書ヘッダ課税分類税額
または
明細文書ヘッダ課税分類課税対象合計金額（税込み）",合計金額,インボイスの取引税の課税標準額と税額の合計金額。,UN01013040,BBIE,CI_ Trade_ Tax. Grand Total. Amount,The monetary value of the grand total of the basis plus tax for this CI trade tax.,Grand Total Amount,GrandTotalAmount,GrandTotalAmount,●,●,●,●,,,
v2/v3,460.0,4065,2,Attribute,(Included/Specified/Applicable) CI_ Trade_ Tax[Currency Code=Invoice_ Currency. Code],22,0..1,0..1,,Calculation Method,Code,JECxxxx D24A定義なし,udt:CodeType,,,,明細文書ヘッダ税計算方式,明細文書税計算方式,"仕入税額の消費税計算方式を指定
’＝外税計算（デフォルト）
　外税計算式：税率別仕入合計金額（税抜き）×税率",税計算方法コード,インボイスの取引関連税、課徴金、または関税の計算方法を指定するコード（「行合計後の税額計算」、「行合計前の税額計算」、「総計に基づく税額逆算」などのコード）。,UN01013096,BBIE,CI_ Trade_ Tax. Calculation Method. Code,"The code specifying the method by which this CI trade related tax, levy or duty is calculated, such as codes for ""tax calculated after line total summation"", ""tax calculated before line total summation"", ""tax back calculated based on grand total"".",Tax Calculation Method Code,CalculationMethodCode,CalculationMethodCode,●,●,●,●,,,
v4,461.0,4066,2,Attribute,(Included/Specified/Applicable) CI_ Trade_ Tax[Currency Code=Invoice_ Currency. Code],23,0..1,0..1,,Local Tax System,Identifier,JECxxxx D24A定義なし,udt:IDType,,,,明細文書ヘッダ適用税制ID,明細文書適用税制ID,"取引の税制年度を識別するID
デフォルトは「2019」（2019年度税制）",地方税システムID,インボイスの取引税における地域税体系を識別する識別子,UN01014650,BBIE,CI_ Trade_ Tax. Local Tax System. Identifier,The identifier of the local tax system for this CI trade tax.,Local Tax System ID,LocalTaxSystemID,LocalTaxSystemID,＊,＊,＊,＊,,,
v4.1,463.0,4043,1,Class,(Included/Specified/Applicable) CI_ Trade_ Tax[Currency Code=Tax_ Currency. Code],,,,,,,,ram:CITradeTaxType,,,,（日本円換算）明細文書ヘッダ税クラス,（日本円）明細文書税クラス,"外貨建て仕入明細書の明細文書ヘッダの税に関する情報からなるクラス
UN01005914文書通貨コード＝「外貨」、UN01005913税通貨コード＝[JPY」の場合に利用する'。（円建て請求書の場合は利用しない）",CI取引税,取引に関連する財政税、関税、または賦課金。,UN01005832,ABIE,CI_ Trade_ Tax. Details,"A Cross Industry (CI) trade related fiscal tax, duty or levy.",CI Trade Tax,,,,,,,,,
v4.1,464.0,4044,2,Attribute,(Included/Specified/Applicable) CI_ Trade_ Tax[Currency Code=Tax_ Currency. Code],1,0..n,1..1,,Calculated,Amount,通貨コード ISO4217 D24A定義なし / UNTDED 4217,udt:AmountType,,,,（日本円換算）明細文書ヘッダ課税分類税額,（日本円）明細文書課税分類税額,"外貨建て仕入明細書の明細明細文書ヘッダの課税分類毎に日本円に換算し、端数処理計算した税額。
属性＝「JPY」
外貨建て仕入明細書の明細明細文書ヘッダ課税分類資産譲渡合計金額×税率
算出した税額は切り上げ、切り捨て、四捨五入のいずれかで処理し、税額は整数とする",計算金額,インボイスの取引関連税、賦課金または関税の計算結果として得られる金額。,UN01005833,BBIE,CI_ Trade_ Tax. Calculated. Amount,"A monetary value resulting from the calculation of this CI trade related tax, levy or duty.",Calculated Amount,CalculatedAmount,CalculatedAmount,●,●,●,●,IBT-190,TAX category tax amount in accounting currency,0..1
v1/v2,465.1,4045,2,Attribute,(Included/Specified/Applicable) CI_ Trade_ Tax[Currency Code=Tax_ Currency. Code],2,0..1,0..1,,Type,Tax Type_ Code,"UNCL5153 D24Aと一致. / UNTDED 5153 Duty or tax or fee type name code <Code specifying a type of duty, tax or fee.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred5153.htm | XMLSchema /uncefact/codelist/standard/UNECE_DutyTaxFeeTypeCode_D23A.xsd",qdt:TaxTypeCodeType,,,,（日本円換算）明細文書ヘッダ税タイプコード,（日本円）明細文書税タイプコード,"税の種類を識別するコード。デフォルトは消費税
消費税：VAT。源泉所得税：SWT",タイプコード,付加価値税（VAT）などの、インボイスの取引関連の税、課徴金、関税の種類を指定するコード。,UN01005834,BBIE,CI_ Trade_ Tax. Type. Code,"The code specifying the type of CI trade related tax, levy or duty, such as a code for a Value Added Tax (VAT).",Type Code,TypeCode,TypeCode,＊,＊,＊,＊,,,
v4.1,466.0,4047,2,Attribute,(Included/Specified/Applicable) CI_ Trade_ Tax[Currency Code=Tax_ Currency. Code],4,0..1,1..1,,Calculated,Rate,,udt:RateType,,,,（日本円換算）明細文書ヘッダ税率,（日本円）明細文書税率,外貨建て仕入明細書の明細文書ヘッダの課税分類毎の税額計算のための率。,計算レート,インボイスの取引関連税、賦課金または関税の金額を計算するために使用される税率。,UN01005836,BBIE,CI_ Trade_ Tax. Calculated. Rate,"The rate used to calculate the amount of this CI trade related tax, levy or duty.",Calculated Rate,CalculatedRate,CalculatedRate,●,●,●,●,IBT-193,TAX category rate for tax category tax amount in accounting currency,0..1
v4.1,467.0,4050,2,Attribute,(Included/Specified/Applicable) CI_ Trade_ Tax[Currency Code=Tax_ Currency. Code],7,0..n,1..1,,Basis,Amount,通貨コード ISO4217 D24A定義なし / UNTDED 4217,udt:AmountType,,,,（日本円換算）明細文書ヘッダ課税分類譲渡資産合計金額（税抜き）,（日本円）明細文書課税分類譲渡資産合計金額（税抜き）,"明細行の課税分類毎の税抜き譲渡資産金額の合計金額。属性＝「JPY」
「明細文書ヘッダ課税分類譲渡資産合計金額（税抜き）(外貨）」を為替レートで「JPY」に換算",基準額,インボイスの取引関連税、課徴金または関税の計算の基礎となる金額。,UN01005839,BBIE,CI_ Trade_ Tax. Basis. Amount,"A monetary value used as the basis on which this CI trade related tax, levy or duty is calculated.",Basis Amount,BasisAmount,BasisAmount,●,●,●,●,,,
v4.1,469.0,4052,2,Attribute,(Included/Specified/Applicable) CI_ Trade_ Tax[Currency Code=Tax_ Currency. Code],9,0..1,1..1,,Category,Tax Category_ Code,UNCL5305 D24Aと一致. / UNTDED 5305 Duty or tax or fee category code <Code specifying a duty or tax or fee category.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred5305.htm | XMLSchema /uncefact/codelist/standard/UNECE_DutyorTaxorFeeCategoryCode_D23A.xsd,qdt:TaxCategoryCodeType,,,,（日本円換算）明細文書ヘッダ課税分類コード,（日本円）明細文書課税分類コード,外貨建て仕入明細書の明細文書ヘッダの課税分類（標準税率、軽減税率）を識別するコード,カテゴリーコード,インボイスの取引関連税、課徴金、または関税が適用されるカテゴリーを指定するコード。「免税」、「標準税率」、「免税輸出品 - 課税対象外」などのコード。,UN01005841,BBIE,CI_ Trade_ Tax. Category. Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",Category Code,CategoryCode,CategoryCode,●,●,●,●,IBT-192,TAX category code for tax category tax amount in accounting currency,1..1
v4.1,470.0,4053,2,Attribute,(Included/Specified/Applicable) CI_ Trade_ Tax[Currency Code=Tax_ Currency. Code],10,0..1,0..1,,Currency,Currency_ Code,通貨コード ISO4217 / D24A TDED 6345 Currency identification code <Code specifying a monetary unit.> (an..3) ISO 4217を使用すること https://service.unece.org/trade/untdid/d23a/tred/tred6345.htm | XMLSchema /uncefact/codelist/standard/ISO_ISO3AlphaCurrencyCode_2012-08-31.xsd,qdt:CurrencyCodeType,,,JPY'=Tax_ Currency. Code,（日本円換算）課税分類税通貨コード,（日本円）明細文書課税分類税通貨コード,外貨建て仕入明細書の税額を日本円で表示することを指定するコード=「JPY」,通貨コード,インボイスの取引関連税、賦課金または関税の通貨を指定するコード。,UN01005842,BBIE,CI_ Trade_ Tax. Currency. Code,"The code specifying the currency for this CI trade related tax, levy or duty.",Currency Code,CurrencyCode,CurrencyCode,●,●,●,●,,,
v4.1,471.0,4066,2,Attribute,(Included/Specified/Applicable) CI_ Trade_ Tax[Currency Code=Tax_ Currency. Code],23,0..1,0..1,,Local Tax System,Identifier,JECxxxx D24A定義なし,udt:IDType,,,,（日本円換算）明細文書ヘッダ適用税制ID,（日本円）明細文書適用税制ID,"取引の税制年度を識別するID
デフォルトは「2019」（2019年度税制）",地方税システムID,インボイスの取引税における地域税体系を識別する識別子,UN01014650,BBIE,CI_ Trade_ Tax. Local Tax System. Identifier,The identifier of the local tax system for this CI trade tax.,Local Tax System ID,LocalTaxSystemID,LocalTaxSystemID,＊,＊,＊,＊,,,
v4,485.0,4043,1,Class,(Included/Specified/Specified/Category) CI_ Trade_ Tax,,,,,,,,ram:CITradeTaxType,,,,明細文書ヘッダ返金税クラス,明細文書返金税クラス,明細文書ヘッダ返金の税クラス,CI取引税,取引に関連する財政税、関税、または賦課金。,UN01005832,ABIE,CI_ Trade_ Tax. Details,"A Cross Industry (CI) trade related fiscal tax, duty or levy.",CI Trade Tax,,,＊,＊,＊,＊,,,
v1/v2,485.1,4045,2,Attribute,(Included/Specified/Specified/Category) CI_ Trade_ Tax,2,0..1,0..1,,Type,Tax Type_ Code,"UNCL5153 D24Aと一致. / UNTDED 5153 Duty or tax or fee type name code <Code specifying a type of duty, tax or fee.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred5153.htm | XMLSchema /uncefact/codelist/standard/UNECE_DutyTaxFeeTypeCode_D23A.xsd",qdt:TaxTypeCodeType,,,,明細文書ヘッダ返金税タイプコード,明細文書ヘッダ返金税タイプコード,"税の種類を識別するコード。デフォルトは消費税
消費税：VAT。源泉所得税：SWT",タイプコード,付加価値税（VAT）などの、インボイスの取引関連の税、課徴金、関税の種類を指定するコード。,UN01005834,BBIE,CI_ Trade_ Tax. Type. Code,"The code specifying the type of CI trade related tax, levy or duty, such as a code for a Value Added Tax (VAT).",Type Code,TypeCode,TypeCode,＊,＊,＊,＊,,,
