version,sme_nr,mbie_nr,level,type,label_local,multiplicity,multiplicity_SME,class_term,sequence,identifier,property_term,representation_term,code_list,attribute,associated_class,definition_local,UNID,acronym,DEN,definition,short_name,name,element,xpath
v1,553,3615,6,A,（明細行参照）注文書ID,0..1,1..1,CI_ Referenced_ Document,1,PK,Issuer Assigned_ Identification,Identifier,,,,この明細行が参照する注文書に記載の文書ID,UN01005580,BBIE,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,The issuer assigned identifier for this CI referenced document.,Issuer Assigned ID,SubordinateDocumentBuyerOrderReferencedDocumentIssuerAssignedID,IssuerAssignedID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/BuyerOrderReferencedCIReferencedDocument/IssuerAssignedID
v4.3,554,3616,6,A,（明細行参照）文書URI,0..1,0..1,CI_ Referenced_ Document,2,,URI_ Identification,Identifier,,,,この明細行が参照する文書が所在するURL_ID,UN01005581,BBIE,CI_ Referenced_ Document. URI_ Identification. Identifier,The unique Uniform Resource Identifier (URI) for this CI referenced document.,URI,SubordinateDocumentBuyerOrderReferencedDocumentURIID,URIID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/BuyerOrderReferencedCIReferencedDocument/URIID
v4.3,555,3617,6,A,（明細行参照）文書発行日,0..1,0..1,CI_ Referenced_ Document,3,,Issue,Date Time,,,,この明細行が参照する文書に記載の発行日付,UN01005582,BBIE,CI_ Referenced_ Document. Issue. Date Time,The date or date time for the issuance of this CI referenced document.,Issue Date Time,SubordinateDocumentBuyerOrderReferencedDocumentIssueDateTime,IssueDateTime,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/BuyerOrderReferencedCIReferencedDocument/IssueDateTime
v1,556,3620,6,A,（明細行参照）注文書明細行ID,0..1,1..1,CI_ Referenced_ Document,6,PK,Line,Identifier,,,,この明細行が参照する注文書に記載の明細行ID,UN01005585,BBIE,CI_ Referenced_ Document. Line. Identifier,The unique identifier of a line in this CI referenced document.,Line ID,SubordinateItemBuyerOrderReferencedDocumentLineID,LineID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/BuyerOrderReferencedCIReferencedDocument/LineID
v4,557,3623,6,A,（明細行参照）注文書履歴ID,0..1,0..1,CI_ Referenced_ Document,9,,Revision_ Identification,Identifier,,,,この明細行が参照する注文書の変更履歴を管理するID。,UN01005588,BBIE,CI_ Referenced_ Document. Revision_ Identification. Identifier,The unique identifier for a revision of this CI referenced document.,Revision ID,SubordinateDocumentBuyerOrderReferencedDocumentRevisionID,RevisionID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/BuyerOrderReferencedCIReferencedDocument/RevisionID
v1,558,2330,5,C,明細行契約／明細行出荷案内書グループ,0..n,0..1,CIILB_ Supply Chain_ Trade Agreement,3,,Additional_ Referenced,,,,CI_ Referenced_ Document,"取引契約と明細行出荷案内書に関するグループ
UN01009672＝＝「351」Despatch advice（出荷案内書）を指定",UN01009656,ASBIE,CIILB_ Supply Chain_ Trade Agreement. Additional_ Referenced. CI_ Referenced_ Document,An additional document referenced in this CIILB supply chain trade agreement.,Additional Document,SubordinateDocumentReferencedReferencedDocument,AdditionalReferencedCIReferencedDocument,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/AdditionalReferencedCIReferencedDocument
v1/v3,560,3615,6,A,（明細行参照）出荷案内書ID,0..1,1..1,CI_ Referenced_ Document,1,PK,Issuer Assigned_ Identification,Identifier,,,,この明細行が参照する文書に記載の文書ID。,UN01005580,BBIE,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,The issuer assigned identifier for this CI referenced document.,Issuer Assigned ID,SubordinateDocumentReferencedDocumentIssuerAssignedID,IssuerAssignedID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/AdditionalReferencedCIReferencedDocument/IssuerAssignedID
v4.3,561,3616,6,A,（明細行参照）文書URI,0..1,0..1,CI_ Referenced_ Document,2,,URI_ Identification,Identifier,,,,この明細行が参照する文書が所在するURL_ID,UN01005581,BBIE,CI_ Referenced_ Document. URI_ Identification. Identifier,The unique Uniform Resource Identifier (URI) for this CI referenced document.,URI,SubordinateDocumentReferencedDocumentURIID,URIID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/AdditionalReferencedCIReferencedDocument/URIID
v4.3,562,3617,6,A,（明細行参照）文書発行日,0..1,0..1,CI_ Referenced_ Document,3,,Issue,Date Time,,,,この明細行が参照する文書に記載の発行日付,UN01005582,BBIE,CI_ Referenced_ Document. Issue. Date Time,The date or date time for the issuance of this CI referenced document.,Issue Date Time,SubordinateDocumentReferencedDocumentIssueDateTime,IssueDateTime,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/AdditionalReferencedCIReferencedDocument/IssueDateTime
v1/v3,563,3620,6,A,（明細行参照）出荷案内書明細行ID,0..1,1..1,CI_ Referenced_ Document,6,PK,Line,Identifier,,,,この明細行が参照する文書に記載の文書明細行ID。,UN01005585,BBIE,CI_ Referenced_ Document. Line. Identifier,The unique identifier of a line in this CI referenced document.,Line ID,SubordinateItemReferencedDocumentLineID,LineID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/AdditionalReferencedCIReferencedDocument/LineID
v4.1,564,3621,6,A,（明細行参照）文書参照タイプコード,0..1,0..1,CI_ Referenced_ Document,7,,Reference_ Type,Code,UNCL1153,,,この明細行が参照する文書の参照タイプを識別するコード。,UN01005586,BBIE,CI_ Referenced_ Document. Reference_ Type. Code,The code specifying the reference type of this CI referenced document.,Reference Type Code,SubordinateDocumentReferencedDocumentReferenceTypeCode,ReferenceTypeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/AdditionalReferencedCIReferencedDocument/ReferenceTypeCode
v4.1,565,3623,6,A,（明細行参照）出荷案内書履歴ID,0..1,0..1,CI_ Referenced_ Document,9,,Revision_ Identification,Identifier,,,,この明細行が参照する出荷案内書の変更履歴を管理するID。,UN01005588,BBIE,CI_ Referenced_ Document. Revision_ Identification. Identifier,The unique identifier for a revision of this CI referenced document.,Revision ID,SubordinateDocumentReferencedDocumentRevisionID,RevisionID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/AdditionalReferencedCIReferencedDocument/RevisionID
v1/v3,566,3628,6,A,（明細行参照）文書タイプコード,0..1,0..1,CI_ Referenced_ Document,14,,Type,Code,UNCL1001,,,"この明細行が参照する文書の文書タイプを識別するコード。
デフォルト＝「351」Despatch advice（出荷案内書）",UN01009672,BBIE,CI_ Referenced_ Document. Type. Code,The code specifying the type of CI referenced document.,Type Code,SubordinateDocumentReferencedDocumentTypeCode,TypeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/AdditionalReferencedCIReferencedDocument/TypeCode
v4.1,567,3629,6,A,（明細行参照）文書添付ファイル,0..n,0..1,CI_ Referenced_ Document,15,,Attachment,Binary Object,JECxxxx,,,"この参照文書に紐付く添付バイナリファイルの有無を指定
ありの場合は紐付ける「添付バイナリファイルID（UN01006015）」をBASE64で入力",UN01011455,BBIE,CI_ Referenced_ Document. Attachment. Binary Object,A binary object that is attached or otherwise appended to this CI referenced document.,Attached Binary Object,SubordinateDocumentReferencedDocumentAttachmentBinaryObject,AttachmentBinaryObject,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/AdditionalReferencedCIReferencedDocument/AttachmentBinaryObject
v4.1,568,3636,6,A,（明細行参照）文書サブタイプコード,0..n,0..1,CI_ Referenced_ Document,22,,Subtype,Code,JECxxxx,,,"この明細行が参照する文書の文書サブタイプを識別するコード。
デフォルト属性＝「35101」一般納品書",UN01014899,BBIE,CI_ Referenced_ Document. Subtype. Code,A code specifying a subtype of this CI referenced document.,Subtype Code,SubordinateDocumentReferencedDocumentSubtypeCode,SubtypeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/AdditionalReferencedCIReferencedDocument/SubtypeCode
v4,569,2330,5,C,明細行契約／明細行参照文書グループ,0..n,0..n,CIILB_ Supply Chain_ Trade Agreement,3,,Additional_ Referenced,,,,CI_ Referenced_ Document,取引契約と明細行参照文書に関するグループ,UN01009656,ASBIE,CIILB_ Supply Chain_ Trade Agreement. Additional_ Referenced. CI_ Referenced_ Document,An additional document referenced in this CIILB supply chain trade agreement.,Additional Document,SubordinateDocumentReferencedReferencedDocument,AdditionalReferencedCIReferencedDocument,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/AdditionalReferencedCIReferencedDocument
v4,571,3615,6,A,（明細行参照）文書ID,0..1,1..1,CI_ Referenced_ Document,1,PK,Issuer Assigned_ Identification,Identifier,,,,この明細行が参照する文書に記載の文書ID。,UN01005580,BBIE,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,The issuer assigned identifier for this CI referenced document.,Issuer Assigned ID,SubordinateDocumentReferencedDocumentIssuerAssignedID,IssuerAssignedID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/AdditionalReferencedCIReferencedDocument/IssuerAssignedID
v4.3,572,3616,6,A,（明細行参照）文書URI,0..1,0..1,CI_ Referenced_ Document,2,,URI_ Identification,Identifier,,,,この明細行が参照する文書が所在するURL_ID,UN01005581,BBIE,CI_ Referenced_ Document. URI_ Identification. Identifier,The unique Uniform Resource Identifier (URI) for this CI referenced document.,URI,SubordinateDocumentReferencedDocumentURIID,URIID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/AdditionalReferencedCIReferencedDocument/URIID
v4.3,573,3617,6,A,（明細行参照）文書発行日,0..1,0..1,CI_ Referenced_ Document,3,,Issue,Date Time,,,,この明細行が参照する文書に記載の発行日付,UN01005582,BBIE,CI_ Referenced_ Document. Issue. Date Time,The date or date time for the issuance of this CI referenced document.,Issue Date Time,SubordinateDocumentReferencedDocumentIssueDateTime,IssueDateTime,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/AdditionalReferencedCIReferencedDocument/IssueDateTime
v4,574,3620,6,A,（明細行参照）文書明細行ID,0..1,1..1,CI_ Referenced_ Document,6,PK,Line,Identifier,,,,この明細行が参照する文書に記載の文書明細行ID。,UN01005585,BBIE,CI_ Referenced_ Document. Line. Identifier,The unique identifier of a line in this CI referenced document.,Line ID,SubordinateItemReferencedDocumentLineID,LineID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/AdditionalReferencedCIReferencedDocument/LineID
v4.1,575,3621,6,A,（明細行参照）文書参照タイプコード,0..1,0..1,CI_ Referenced_ Document,7,,Reference_ Type,Code,UNCL1153,,,この明細行が参照する文書の参照タイプを識別するコード。,UN01005586,BBIE,CI_ Referenced_ Document. Reference_ Type. Code,The code specifying the reference type of this CI referenced document.,Reference Type Code,SubordinateDocumentReferencedDocumentReferenceTypeCode,ReferenceTypeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/AdditionalReferencedCIReferencedDocument/ReferenceTypeCode
v4,576,3623,6,A,（明細行参照）文書履歴ID,0..1,0..1,CI_ Referenced_ Document,9,,Revision_ Identification,Identifier,,,,この明細行が参照する文書の変更履歴を管理するID。,UN01005588,BBIE,CI_ Referenced_ Document. Revision_ Identification. Identifier,The unique identifier for a revision of this CI referenced document.,Revision ID,SubordinateDocumentReferencedDocumentRevisionID,RevisionID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/AdditionalReferencedCIReferencedDocument/RevisionID
v4.3,577,3624,6,A,（明細行参照）文書名,0..n,0..1,CI_ Referenced_ Document,10,,Name,Text,,,,この明細行が参照する文書の名称,UN01005589,BBIE,CI_ Referenced_ Document. Name. Text,"A name, expressed as text, for this CI referenced document.",Name,SubordinateDocumentReferencedDocumentName,Name,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/AdditionalReferencedCIReferencedDocument/Name
v4.3,578,3625,6,A,（明細行参照）文書情報,0..n,0..n,CI_ Referenced_ Document,11,,Information,Text,"言語コード
ISO639",,,この明細行が参照する文書に記載の情報,UN01006415,BBIE,CI_ Referenced_ Document. Information. Text,"Information, expressed as text, for this CI referenced document.",Information,SubordinateDocumentReferencedDocumentInformationText,Information,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/AdditionalReferencedCIReferencedDocument/Information
v4,579,3628,6,A,（明細行参照）文書タイプコード,0..1,0..1,CI_ Referenced_ Document,14,,Type,Code,UNCL1001,,,この明細行が参照する文書の文書タイプを識別するコード。,UN01009672,BBIE,CI_ Referenced_ Document. Type. Code,The code specifying the type of CI referenced document.,Type Code,SubordinateDocumentReferencedDocumentTypeCode,TypeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/AdditionalReferencedCIReferencedDocument/TypeCode
v4,580,3629,6,A,（明細行参照）文書添付ファイル,0..n,0..1,CI_ Referenced_ Document,15,,Attachment,Binary Object,JECxxxx,,,"この参照文書に紐付く添付バイナリファイルの有無を指定
ありの場合は紐付ける「添付バイナリファイルID（UN01006015）」をBASE64で入力",UN01011455,BBIE,CI_ Referenced_ Document. Attachment. Binary Object,A binary object that is attached or otherwise appended to this CI referenced document.,Attached Binary Object,SubordinateDocumentReferencedDocumentAttachmentBinaryObject,AttachmentBinaryObject,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/AdditionalReferencedCIReferencedDocument/AttachmentBinaryObject
v4.3,581,3634,6,A,（明細行参照）文書類型コード,0..1,0..1,CI_ Referenced_ Document,20,,Category,Code,JECxxxx,,,明細行が参照する参照文書の類型を識別するコード,UN01013318,BBIE,CI_ Referenced_ Document. Category. Code,The code specifying the category of this CI referenced document.,Category Code,SubordinateDocumentReferencedDocumentCategoryCode,CategoryCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/AdditionalReferencedCIReferencedDocument/CategoryCode
v4,582,3636,6,A,（明細行参照）文書サブタイプコード,0..n,0..1,CI_ Referenced_ Document,22,,Subtype,Code,JECxxxx,,,この明細行が参照する文書の文書サブタイプを識別するコード。,UN01014899,BBIE,CI_ Referenced_ Document. Subtype. Code,A code specifying a subtype of this CI referenced document.,Subtype Code,SubordinateDocumentReferencedDocumentSubtypeCode,SubtypeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/AdditionalReferencedCIReferencedDocument/SubtypeCode
v1,583,2332,5,C,明細行契約／契約単価グループ,0..n,1..1,CIILB_ Supply Chain_ Trade Agreement,5,,Net Price_ Product,,,,CI_ Trade_ Price,明細行の契約単価に関するグループ。,UN01009658,ASBIE,CIILB_ Supply Chain_ Trade Agreement. Net Price_ Product. CI_ Trade_ Price,A net product price in this CIILB supply chain trade agreement.,Product Net Price,SubordinateDocumentNetPriceProductPrice,NetPriceProductCITradePrice,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/NetPriceProductCITradePrice
v1,585,3956,6,A,単価コード,0..1,0..1,CI_ Trade_ Price,1,,Type,Code,UNCL5375,,,単価の区分（確定、仮単価等）を識別するコード,UN01005791,BBIE,CI_ Trade_ Price. Type. Code,The code specifying the type of CI trade price.,Type Code,SubordinateDocumentNetProductPriceTypeCode,TypeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/NetPriceProductCITradePrice/TypeCode
v1/v3,586,3957,6,A,契約単価,1..n,1..1,CI_ Trade_ Price,2,,Charge,Amount,,,,"発注者と受注者が合意した明細発注品の単価。単価基準数量と単価基準数量単位の指定に従う。
税込み、税抜きの識別はヘッダ部の「UN01013096：税計算方式」で指定（指定がない場合（デフォルト）は税抜き）。",UN01005792,BBIE,CI_ Trade_ Price. Charge. Amount,A monetary value of this CI trade price charge.,Charge Amount,SubordinateDocumentNetProductPriceChargeAmount,ChargeAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/NetPriceProductCITradePrice/ChargeAmount
v4,587,3958,6,A,単価基準数量,0..1,0..1,CI_ Trade_ Price,3,,Basis,Quantity,"数量単位コード
UNECE Rec20",,,"✔定貫品目の場合：空欄（デフォルト）、または単価基準数量＝１
✔不定貫品目、ハイブリッド品目の場合：単価基準数量＝単価の基準となる重量・容量",UN01005793,BBIE,CI_ Trade_ Price. Basis. Quantity,The quantity on which this CI trade price is based.,Basis Quantity,SubordinateDocumentNetProductPriceBasisQuantity,BasisQuantity,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/NetPriceProductCITradePrice/BasisQuantity
v1,589,2324,4,C,明細行／配送グループ,0..1,1..1,CIILB_ Subordinate_ Trade Line Item,4,,Specified,,,,CIILB_ Supply Chain_ Trade Delivery,明細行の配送に関するグループ,UN01009650,ASBIE,CIILB_ Subordinate_ Trade Line Item. Specified. CIILB_ Supply Chain_ Trade Delivery,The supply chain trade delivery specified for this CIILB subordinate trade line item.,Trade Delivery,SubordinateDocumentDelivery,SpecifiedCIILBSupplyChainTradeDelivery,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeDelivery
v４,591,2335,5,A,配送バラ数量,0..1,0..1,CIILB_ Supply Chain_ Trade Delivery,2,,Product_ Unit,Quantity,"数量単位コード
UNECE Rec20",,,"配送数量がセット数量単位属性を指定の場合に利用する。
配送バラ数量＝配送数量（属性：セット）×セット単位数量（入り数）（属性：個、または不定貫品目量）",UN01009661,BBIE,CIILB_ Supply Chain_ Trade Delivery. Product_ Unit. Quantity,The number of product units in this CIILB supply chain trade delivery.,Product Unit Quantity,SubordinateDocumentDeliveryProductUnitQuantity,ProductUnitQuantity,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeDelivery/ProductUnitQuantity
v3/v4,593,2336,5,A,配送セット単位数量(入り数）,0..1,0..1,CIILB_ Supply Chain_ Trade Delivery,3,,Per Package_ Unit,Quantity,"数量単位コード
UNECE Rec20",,,"✔ 配送数量の数量単位指定が定貫品目（セット）の場合：1セット当たりのバラ数量を入力。
✔配送数量がハイブリッド品目（セット）の場合：配送数量で指定したセット数量の1単位当たりの重量・容量（個数でカウントできない不定貫品目の数量単位属性）を入力
✔配送数量の 数量単位指定が定貫品目（個）の場合：利用しない
✔ 配送数量の数量単位指定が不定貫品目の場合：利用しない。",UN01009662,BBIE,CIILB_ Supply Chain_ Trade Delivery. Per Package_ Unit. Quantity,The number of units per package in this CIILB supply chain trade delivery.,Per Package Unit Quantity,SubordinateDocumentDeliveryPerPackageUnitQuantity,PerPackageUnitQuantity,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeDelivery/PerPackageUnitQuantity
v1,595,2337,5,A,配送数量,0..1,1..1,CIILB_ Supply Chain_ Trade Delivery,4,,Billed,Quantity,"数量単位コード
UNECE Rec20",,,"この情報項目はずべての品目の配送数量の指定に利用する。
この項目の数量単位属性は次のいずれかを選択：「個」、「セット」、「不定貫数量単位」",UN01014639,BBIE,CIILB_ Supply Chain_ Trade Delivery. Billed. Quantity,The billed quantity of this CIILB supply chain trade delivery.,Billed Quantity,SubordinateDocumentDeliveryBilledQuantity,BilledQuantity,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeDelivery/BilledQuantity
v1,597,2330,5,C,明細行契約／明細行出荷案内書グループ,0..n,0..1,CIILB_ Supply Chain_ Trade Agreement,3,,Additional_ Referenced,,,,CI_ Referenced_ Document,"取引契約と明細行出荷案内書に関するグループ
UN01009672＝＝「351」Despatch advice（出荷案内書）を指定",UN01009656,ASBIE,CIILB_ Supply Chain_ Trade Agreement. Additional_ Referenced. CI_ Referenced_ Document,An additional document referenced in this CIILB supply chain trade agreement.,Additional Document,SubordinateDocumentDeliveryReferencedReferencedDocument,AdditionalReferencedCIReferencedDocument,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeDelivery/AdditionalReferencedCIReferencedDocument
v1/v3,599,3615,6,A,（明細行参照）出荷案内書ID,0..1,1..1,CI_ Referenced_ Document,1,PK,Issuer Assigned_ Identification,Identifier,,,,この明細行が参照する文書に記載の文書ID。,UN01005580,BBIE,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,The issuer assigned identifier for this CI referenced document.,Issuer Assigned ID,SubordinateDocumentDeliveryReferencedDocumentIssuerAssignedID,IssuerAssignedID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeDelivery/AdditionalReferencedCIReferencedDocument/IssuerAssignedID
v4.3,600,3616,6,A,（明細行参照）文書URI,0..1,0..1,CI_ Referenced_ Document,2,,URI_ Identification,Identifier,,,,この明細行が参照する文書が所在するURL_ID,UN01005581,BBIE,CI_ Referenced_ Document. URI_ Identification. Identifier,The unique Uniform Resource Identifier (URI) for this CI referenced document.,URI,SubordinateDocumentDeliveryReferencedDocumentURIID,URIID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeDelivery/AdditionalReferencedCIReferencedDocument/URIID
v4.3,601,3617,6,A,（明細行参照）文書発行日,0..1,0..1,CI_ Referenced_ Document,3,,Issue,Date Time,,,,この明細行が参照する文書に記載の発行日付,UN01005582,BBIE,CI_ Referenced_ Document. Issue. Date Time,The date or date time for the issuance of this CI referenced document.,Issue Date Time,SubordinateDocumentDeliveryReferencedDocumentIssueDateTime,IssueDateTime,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeDelivery/AdditionalReferencedCIReferencedDocument/IssueDateTime
v1/v3,602,3620,6,A,（明細行参照）出荷案内書明細行ID,0..1,1..1,CI_ Referenced_ Document,6,PK,Line,Identifier,,,,この明細行が参照する文書に記載の文書明細行ID。,UN01005585,BBIE,CI_ Referenced_ Document. Line. Identifier,The unique identifier of a line in this CI referenced document.,Line ID,SubordinateItemDeliveryReferencedDocumentLineID,LineID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeDelivery/AdditionalReferencedCIReferencedDocument/LineID
