version,sme_nr,mbie_nr,level,UNID,acronym,label_local,multiplicity,multiplicity_SME,property_type,class_term,sequence,identifier,property_term,representation_term,associated_class,definition_local,code_list,attribute,DEN,definition,short_name,name,element,xpath
v4,437,2406,2,UN01005992,ASBIE,明細文書ヘッダ／決済グループ,1..1,1..1,Composition,CIIL_ Supply Chain_ Trade Line Item,4,,Specified,,CIIL_ Supply Chain_ Trade Settlement,"明細文書ヘッダの決済に関するグループ。
文書タイプが「統合文書」を指定する場合にこのグループは任意。「単一文書」を指定する場合はこのグループは実装しない",,,CIIL_ Supply Chain_ Trade Line Item. Specified. CIIL_ Supply Chain_ Trade Settlement,The CIIL supply chain trade settlement specified for this CIIL supply chain trade line item.,Trade Settlement,TransactionDocument,SpecifiedCIILSupplyChainTradeSettlement,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement
v1,533,2408,2,UN01009669,ASBIE,請求文書ヘッダ／明細行グループ,0..n,1..n,Composition,CIIL_ Supply Chain_ Trade Line Item,6,,Subordinate,,CIILB_ Subordinate_ Trade Line Item,請求文書ヘッダの明細行に関するグループ。,,,CIIL_ Supply Chain_ Trade Line Item. Subordinate. CIILB_ Subordinate_ Trade Line Item,A CIILB trade line item subordinate to this supply chain trade line item.,Subordinate Trade Line Item,TransactionDocumentSubordinateSubordinateDocument,SubordinateCIILBSubordinateTradeLineItem,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem
v4,368,2348,1,UN01005953,ABIE,明細文書クラス,,,Class,CIIL_ Document Line_ Document,0,,,,,明細文書のクラス,,,CIIL_ Document Line_ Document. Details,A document line for this Cross Industry Invoice Line (CIIL).,CIIL Document Line,TransactionItemDocumentLineDocumentDetails,CIILDocumentLineDocument,
v4,369,2349,2,UN01005954,BBIE,明細文書ID,0..1,1..1,Attribute,CIIL_ Document Line_ Document,1,PK,Line,Identifier,,明細文書を識別するID。デフォルト=1。プロバイダがセットする,,,CIIL_ Document Line_ Document. Line. Identifier,The unique identifier of the line of this CIIL document line.,ID,ItemAssociatedDocumentLineDocumentLineID,LineID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/AssociatedCIILDocumentLineDocument/LineID
v4,370,2353,2,UN01014645,BBIE,明細文書類型コード,0..1,0..1,Attribute,CIIL_ Document Line_ Document,5,,Category,Code,,この明細文書の取引類型（資産譲渡、補完、返金・追加請求等）を識別するコード。,JECxxxx,,CIIL_ Document Line_ Document. Category. Code,The code specifying the category of this CIIL document line.,Category Code,ItemAssociatedDocumentLineDocumentCategoryCode,CategoryCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/AssociatedCIILDocumentLineDocument/CategoryCode
v4,371,2356,2,UN01005957,ASBIE,明細文書／注釈グループ,0..n,0..n,Composition,CIIL_ Document Line_ Document,1,,Included,,CI_ Note,明細文書に関する注釈のグループ,,,CIIL_ Document Line_ Document. Included. CI_ Note,A Cross Industry (CI) note included in this CIIL document line.,Note,ItemAssociatedDocumentLineDocumentNote,IncludedCINote,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/AssociatedCIILDocumentLineDocument/IncludedCINote
v4,376,2357,2,UN01014895,ASBIE,明細文書／組込み文書グループ,0..n,0..1,Composition,CIIL_ Document Line_ Document,2,,Reference,,CI_ Referenced_ Document,この明細文書の組込み文書に関するグループ。,,,CIIL_ Document Line_ Document. Reference. CI_ Referenced_ Document,A document referenced from this CIIL document line.,Reference Document,ItemAssociatedDocumentLineDocumentReferenceDocument,ReferenceCIReferencedDocument,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/AssociatedCIILDocumentLineDocument/ReferenceCIReferencedDocument
v4,384,2358,1,UN01005958,ABIE,明細文書ヘッダ契約クラス,,,Class,CIIL_ Supply Chain_ Trade Agreement,0,,,,,明細文書ヘッダの契約に関する情報からなるクラス。,,,CIIL_ Supply Chain_ Trade Agreement. Details,The contractual terms applicable to a line item in a Cross Industry Invoice Line (CIIL) supply chain trade agreement.,CIIL Trade Agreement,TransactionDocumentDetails,CIILSupplyChainTradeAgreement,
v4,385,2361,2,UN01005960,ASBIE,明細文書ヘッダ契約／参照受注書グループ,0..1,0..1,Composition,CIIL_ Supply Chain_ Trade Agreement,2,,Seller Order_ Referenced,,CI_ Referenced_ Document,明細文書ヘッダが参照する受注書に関するグループ。,,,CIIL_ Supply Chain_ Trade Agreement. Seller Order_ Referenced. CI_ Referenced_ Document,The Cross Industry (CI) seller order document referenced from a line item in this CIIL supply chain trade agreement.,Seller Order Document,DocumentSellerOrderReferencedReferencedDocument,SellerOrderReferencedCIReferencedDocument,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeAgreement/SellerOrderReferencedCIReferencedDocument
v4,391,2362,2,UN01005961,ASBIE,明細文書ヘッダ契約／参照注文書グループ,0..1,0..1,Composition,CIIL_ Supply Chain_ Trade Agreement,3,,Buyer Order_ Referenced,,CI_ Referenced_ Document,明細文書ヘッダが参照する注文書に関するグループ。,,,CIIL_ Supply Chain_ Trade Agreement. Buyer Order_ Referenced. CI_ Referenced_ Document,The Cross Industry (CI) buyer order document referenced from a line item in this CIIL supply chain trade agreement.,Buyer Order Document,DocumentBuyerOrderReferencedReferencedDocument,BuyerOrderReferencedCIReferencedDocument,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeAgreement/BuyerOrderReferencedCIReferencedDocument
v4,397,2364,2,UN01005963,ASBIE,明細文書ヘッダ契約／参照契約書グループ,0..1,0..1,Composition,CIIL_ Supply Chain_ Trade Agreement,5,,Contract_ Referenced,,CI_ Referenced_ Document,明細文書ヘッダが参照する契約書に関するグループ。,,,CIIL_ Supply Chain_ Trade Agreement. Contract_ Referenced. CI_ Referenced_ Document,The Cross Industry (CI) contract document referenced from a line item in this CIIL supply chain trade agreement.,Contract Document,DocumentContractReferencedReferencedDocument,ContractReferencedCIReferencedDocument,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeAgreement/ContractReferencedCIReferencedDocument
v1,404,2375,1,UN01005968,ABIE,明細文書ヘッダ配送クラス,,,Class,CIIL_ Supply Chain_ Trade Delivery,0,,,,,明細文書ヘッダの配送に関する情報からなるクラス。,,,CIIL_ Supply Chain_ Trade Delivery. Details,Supply chain shipping arrangements applicable to a line item for a Cross Industry Invoice Line (CIIL) supply chain trade delivery.,CIIL Trade Delivery,TransactionDocumentDeliveryDetails,CIILSupplyChainTradeDelivery,
v1,405,2389,2,UN01005980,ASBIE,明細文書ヘッダ配送／納入先グループ,0..1,0..1,Composition,CIIL_ Supply Chain_ Trade Delivery,4,,Ship To,,CI_ Trade_ Party,この明細文書ヘッダの納入先に関するグループ,,,CIIL_ Supply Chain_ Trade Delivery. Ship To. CI_ Trade_ Party,The Cross Industry (CI) trade party who is the ship to party for a line item in this CIIL supply chain trade delivery.,Ship To Party,DocumentDeliveryShipTo,ShipToCITradeParty,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeDelivery/ShipToCITradeParty
v4,417,2395,2,UN01005986,ASBIE,明細文書ヘッダ配送／イベントグループ,0..1,0..1,Composition,CIIL_ Supply Chain_ Trade Delivery,10,,Actual_ Delivery,,CI_ Supply Chain_ Event,この明細文書ヘッダの発送イベントのグループ,,,CIIL_ Supply Chain_ Trade Delivery. Actual_ Delivery. CI_ Supply Chain_ Event,The Cross Industry (CI) actual supply chain delivery event for a line item in this CIIL supply chain trade delivery.,Actual Delivery Event,DocumentDeliveryActualDeliveryEvent,ActualDeliveryCISupplyChainEvent,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeDelivery/ActualDeliveryCISupplyChainEvent
v1,420,2397,2,UN01006039,ASBIE,明細文書ヘッダ配送／参照出荷案内書グループ,0..1,0..n,Composition,CIIL_ Supply Chain_ Trade Delivery,12,,Despatch Advice_ Referenced,,CI_ Referenced_ Document,この明細文書ヘッダが参照する出荷案内書（納品書、送り状等）のグループ,,,CIIL_ Supply Chain_ Trade Delivery. Despatch Advice_ Referenced. CI_ Referenced_ Document,The Cross Industry (CI) despatch advice document referenced from this CIIL supply chain trade delivery.,Despatch Advice Document,DocumentDeliveryDespatchAdviceReferencedReferencedDocument,DespatchAdviceReferencedCIReferencedDocument,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeDelivery/DespatchAdviceReferencedCIReferencedDocument
v4.1,429,2398,2,UN01006040,ASBIE,明細文書ヘッダ配送／参照出荷回答書グループ,0..1,0..n,Composition,CIIL_ Supply Chain_ Trade Delivery,13,,Receiving Advice_ Referenced,,CI_ Referenced_ Document,この明細文書ヘッダが参照する出荷回答書のグループ,,,CIIL_ Supply Chain_ Trade Delivery. Receiving Advice_ Referenced. CI_ Referenced_ Document,The Cross Industry (CI) receiving advice document referenced from this CIIL supply chain trade delivery.,Receiving Advice Document,DocumentDeliveryReceivingAdviceReferencedReferencedDocument,ReceivingAdviceReferencedCIReferencedDocument,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeDelivery/ReceivingAdviceReferencedCIReferencedDocument
v4,418,3724,1,UN01005626,ABIE,配送イベントクラス,,,Class,CI_ Supply Chain_ Event,0,,,,,配送にかかわるイベントのクラス,,,CI_ Supply Chain_ Event. Details,An occurrence or a happening in a Cross Industry (CI) supply chain.,CI Supply Chain Event,DocumentDeliveryEventDetails,CISupplyChainEvent,
v4,419,3726,2,UN01005628,BBIE,配送日,0..1,0..1,Attribute,CI_ Supply Chain_ Event,2,,Occurrence,Date Time,,納入先へ発送した日時,,,CI_ Supply Chain_ Event. Occurrence. Date Time,"The date, time, date time, or other date time value of an occurrence of this CI supply chain event.",Occurrence Date Time,DocumentActualDeliveryEventOccurrenceDateTime,OccurrenceDateTime,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeDelivery/ActualDeliveryCISupplyChainEvent/OccurrenceDateTime
v4,438,2409,1,UN01005994,ABIE,明細文書ヘッダ決済クラス,,,Class,CIIL_ Supply Chain_ Trade Settlement,0,,,,,明細文書ヘッダの決済に関する情報からなるクラス。,,,CIIL_ Supply Chain_ Trade Settlement. Details,The Cross Industry Invoice Line (CIIL) information that enables the financial reconciliation of a supply chain transaction with the item(s) that the financial transaction is intended to settle.,CIIL Trade Settlement,TransactionDocumentDetails,CIILSupplyChainTradeSettlement,
v4,439,2413,2,UN01014647,BBIE,明細文書ヘッダ取引方向コード,0..1,0..1,Attribute,CIIL_ Supply Chain_ Trade Settlement,4,,Direction,Code,,"この明細文書ヘッダの取引方向を識別するコード
デフォルトは「プラス」",JECxxxx,,CIIL_ Supply Chain_ Trade Settlement. Direction. Code,The code specifying whether this CIIL supply chain trade settlement is an addition or a subtraction.,Direction Code,DocumentDirectionCode,DirectionCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/DirectionCode
v4.1,476,2414,2,UN01005996,ASBIE,明細文書ヘッダ決済／税グループ,0..n,0..n,Composition,CIIL_ Supply Chain_ Trade Settlement,1,,Applicable,,CI_ Trade_ Tax,外貨建て請求書の税率別課税分類合計額算出のための税グループ,,,CIIL_ Supply Chain_ Trade Settlement. Applicable. CI_ Trade_ Tax,A Cross Industry (CI) tax applicable to this CIIL supply chain trade settlement.,Tax,DocumentTax,ApplicableCITradeTax,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/ApplicableCITradeTax
v4,484,2415,2,UN01005997,ASBIE,明細文書ヘッダ決済／取引期間グループ,0..1,0..1,Composition,CIIL_ Supply Chain_ Trade Settlement,2,,Billing,,CI_ Specified_ Period,"明細文書ヘッダの取引期間に関する情報からなるグループ
明細文書ヘッダ、または明細行のいずれかの取引期間グループが法的必須
明細文書ヘッダ取引期間グループにデータ入力した場合は明細行取引期間グループのデータ入力は省略することができる",,,CIIL_ Supply Chain_ Trade Settlement. Billing. CI_ Specified_ Period,The Cross Industry (CI) billing period specified for this CIIL supply chain trade settlement.,Billing Period,DocumentBillingPeriod,BillingCISpecifiedPeriod,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/BillingCISpecifiedPeriod
v4.1,452,2416,2,UN01005998,ASBIE,明細文書ヘッダ文書決済／明細文書ヘッダ追加請求グループ,0..n,0..n,Composition,CIIL_ Supply Chain_ Trade Settlement,3,,Specified,,CI_ Trade_ Allowance Charge,明細文書ヘッダの明細文書ヘッダ追加請求のグループ,,,CIIL_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,A Cross Industry (CI) allowance or charge specified for this CIIL supply chain trade settlement.,Allowance/Charge,DocumentAllowanceCharge,SpecifiedCITradeAllowanceCharge,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge
v1,488,2420,2,UN01006002,ASBIE,明細文書ヘッダ決済／合計金額グループ,0..1,0..1,Composition,CIIL_ Supply Chain_ Trade Settlement,7,,Specified,,CIIL_ Trade Settlement_ Monetary Summation,明細文書ヘッダの合計金額に関するグループ,,,CIIL_ Supply Chain_ Trade Settlement. Specified. CIIL_ Trade Settlement_ Monetary Summation,The CIIL trade settlement monetary summation specified for this CIIL supply chain trade settlement.,Monetary Summation,DocumentMonetarySummation,SpecifiedCIILTradeSettlementMonetarySummation,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCIILTradeSettlementMonetarySummation
v4,498,2422,2,UN01006004,ASBIE,明細文書ヘッダ決済／参照インボイス対象物グループ,0..1,0..n,Composition,CIIL_ Supply Chain_ Trade Settlement,9,,Invoice_ Referenced,,CI_ Referenced_ Document,"明細文書ヘッダの参照インボイス対象物に関するグループ
　→「IBT-018]へマッピング",,,CIIL_ Supply Chain_ Trade Settlement. Invoice_ Referenced. CI_ Referenced_ Document,The Cross Industry (CI) invoice document referenced from this CIIL supply chain trade settlement.,Invoice Document,DocumentInvoiceReferencedReferencedDocument,InvoiceReferencedCIReferencedDocument,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/InvoiceReferencedCIReferencedDocument
v4.1,516,2423,2,UN01006005,ASBIE,明細文書ヘッダ決済／参照文書グループ,0..n,0..n,Composition,CIIL_ Supply Chain_ Trade Settlement,10,,Additional_ Referenced,,CI_ Referenced_ Document,明細文書ヘッダ決済の参照文書に関するグループ,,,CIIL_ Supply Chain_ Trade Settlement. Additional_ Referenced. CI_ Referenced_ Document,An additional Cross Industry (CI) document referenced from this CIIL supply chain trade settlement.,Additional Document,DocumentReferencedReferencedDocument,AdditionalReferencedCIReferencedDocument,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/AdditionalReferencedCIReferencedDocument
v4.1,528,2426,2,UN01006079,ASBIE,明細文書ヘッダ決済／会計アカウントグループ,0..n,0..1,Composition,CIIL_ Supply Chain_ Trade Settlement,13,,Receivable_ Specified,,CI_ Trade_ Accounting Account,この明細文書ヘッダの会計アカウントに関するグループ,,,CIIL_ Supply Chain_ Trade Settlement. Receivable_ Specified. CI_ Trade_ Accounting Account,A receivable Cross Industry (CI) accounting account specified for this CIIL supply chain trade settlement.,Accounts Receivable,DocumentReceivableAccountingAccount,ReceivableSpecifiedCITradeAccountingAccount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/ReceivableSpecifiedCITradeAccountingAccount
v4.1,663,3848,1,UN01005706,ABIE,明細行追加請求クラス,,,Class,CI_ Trade_ Allowance Charge,0,,,,,明細行追加請求クラス,,,CI_ Trade_ Allowance Charge. Details,"A component of pricing, such as a service, promotion, allowance or charge, for Cross Industry (CI) trade purposes.",CI Trade Allowance/Charge,SubordinateDocumentAllowanceChargeDetails,CITradeAllowanceCharge,
v4.1,664,3849,2,UN01005707,BBIE,"明細行返金・追加請求判別子
    =追加請求（Charge）",0..1,1..1,Attribute,CI_ Trade_ Allowance Charge,1,,Charge,Indicator,,"明細行返金・追加請求判別子
    =True (Charge)",JECxxxx,,CI_ Trade_ Allowance Charge. Charge. Indicator,The indication of whether or not this CI trade allowance charge is a charge.,Charge Indicator,SubordinateDocumentAllowanceChargeChargeIndicator,ChargeIndicator,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/ChargeIndicator
v4.1,665,3852,2,UN01005710,BBIE,明細行追加請求計算率,0..1,0..1,Attribute,CI_ Trade_ Allowance Charge,4,,Calculation,Percent,,この明細行追加請求を計算するための率,,,CI_ Trade_ Allowance Charge. Calculation. Percent,The percentage applied to calculate this CI trade allowance charge.,Calculation Percent,SubordinateDocumentAllowanceChargeCalculationPercent,CalculationPercent,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/CalculationPercent
v4.1,666,3855,2,UN01005713,BBIE,明細行追加請求金額,0..n,0..1,Attribute,CI_ Trade_ Allowance Charge,7,,Actual,Amount,,この明細行に紐付く追加請求金額。,,,CI_ Trade_ Allowance Charge. Actual. Amount,An actual monetary value of this CI trade allowance charge.,Actual Amount,SubordinateDocumentAllowanceChargeActualAmount,ActualAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/ActualAmount
v4.1,667,3856,2,UN01005714,BBIE,明細行追加請求理由コード,0..1,0..1,Attribute,CI_ Trade_ Allowance Charge,8,,Reason,Code,,この明細行の追加請求理由を識別するコード,UNCL4465,,CI_ Trade_ Allowance Charge. Reason. Code,The code specifying the reason for this CI trade allowance charge.,Reason Code,SubordinateDocumentAllowanceChargeReasonCode,ReasonCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/ReasonCode
v4.1,668,3857,2,UN01005715,BBIE,明細行追加請求理由,0..1,0..1,Attribute,CI_ Trade_ Allowance Charge,9,,Reason,Text,,この明細行の追加請求理由（内容）の説明,,,CI_ Trade_ Allowance Charge. Reason. Text,"The reason, expressed as text, for this CI trade allowance charge.",Reason Text,SubordinateDocumentAllowanceChargeReasonText,ReasonText,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/Reason
v4.1,669,3859,2,UN01008286,BBIE,明細行追加請求計算根拠金額,0..1,0..1,Attribute,CI_ Trade_ Allowance Charge,11,,Basis,Amount,,この明細行追加請求の計算根拠となる金額,,,CI_ Trade_ Allowance Charge. Basis. Amount,The monetary value that is the basis on which this CI trade allowance or charge is calculated.,Basis Amount,SubordinateDocumentAllowanceChargeBasisAmount,BasisAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/BasisAmount
v4,670,3861,2,UN01005716,ASBIE,明細行追加請求税グループ,0..n,0..n,Composition,CI_ Trade_ Allowance Charge,1,,Category,,CI_ Trade_ Tax,明細行追加請求の税に関するグループ,,,CI_ Trade_ Allowance Charge. Category. CI_ Trade_ Tax,A tax category of this CI trade allowance charge.,Tax Category,SubordinateDocumentAllowanceChargeCategoryTax,CategoryCITradeTax,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/CategoryCITradeTax
v1,489,2429,1,UN01006006,ABIE,明細文書ヘッダ合計金額クラス,,,Class,CIIL_ Trade Settlement_ Monetary Summation,0,,,,,明細文書ヘッダ合計金額に関する情報からなるクラス,,,CIIL_ Trade Settlement_ Monetary Summation. Details,A collection of trade settlement monetary totals specified for this Cross Industry Invoice Line (CIIL).,CIIL Monetary Summation,DocumentMonetarySummationDetails,CIILTradeSettlementMonetarySummation,
v4,490,2431,2,UN01006008,BBIE,明細文書ヘッダ追加請求合計金額,0..n,0..1,Attribute,CIIL_ Trade Settlement_ Monetary Summation,2,,Charge Total,Amount,,"明細文書ヘッダレベルの追加請求合計金額
'=Σ明細文書ヘッダ追加請求金額",,,CIIL_ Trade Settlement_ Monetary Summation. Charge Total. Amount,A monetary value of the total of all charge amounts being reported in this CIIL trade settlement monetary summation.,Charge Total Amount,DocumentMonetarySummationChargeTotalAmount,ChargeTotalAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCIILTradeSettlementMonetarySummation/ChargeTotalAmount
v4,491,2432,2,UN01006009,BBIE,明細文書ヘッダ返金合計金額,0..n,0..1,Attribute,CIIL_ Trade Settlement_ Monetary Summation,3,,Allowance Total,Amount,,"明細文書ヘッダレベルの返金合計金額
'=Σ明細文書ヘッダ返金金額",,,CIIL_ Trade Settlement_ Monetary Summation. Allowance Total. Amount,A monetary value of the total of all allowance amounts being reported in this CIIL trade settlement monetary summation.,Allowance Total Amount,DocumentMonetarySummationAllowanceTotalAmount,AllowanceTotalAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCIILTradeSettlementMonetarySummation/AllowanceTotalAmount
v4.3,493,2434,2,UN01006011,BBIE,明細文書ヘッダ消費税合計額(外貨建て請求書の日本円金額),0..n,0..1,Attribute,CIIL_ Trade Settlement_ Monetary Summation,5,,Tax Total,Amount,,"外貨建て請求書の場合の日本円に換算した消費税額。
日本円請求書の場合は利用しない。","通貨コード
ISO4217",,CIIL_ Trade Settlement_ Monetary Summation. Tax Total. Amount,A monetary value of the total of all tax amounts being reported in this CIIL trade settlement monetary summation.,Tax Total Amount,DocumentMonetarySummationTaxTotalAmount,TaxTotalAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCIILTradeSettlementMonetarySummation/TaxTotalAmount
v1,494,2439,2,UN01008455,BBIE,明細文書ヘッダ総合計金額（税抜き）,0..n,0..1,Attribute,CIIL_ Trade Settlement_ Monetary Summation,10,,Gross_ Line Total,Amount,,"明細文書ヘッダ総合計金額（税抜き）
'=明細文書ヘッダ譲渡資産合計金額（税抜き）＋明細文書ヘッダ追加請求合計金額ー明細文書ヘッダ返金合計金額",,,CIIL_ Trade Settlement_ Monetary Summation. Gross_ Line Total. Amount,"A monetary value of the line amount total, excluding line level allowances and charges and taxes, being reported in this CIIL trade settlement monetary summation.",Gross Line Total Amount,ItemMonetarySummationGrossLineTotalAmount,GrossLineTotalAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCIILTradeSettlementMonetarySummation/GrossLineTotalAmount
v1,495,2440,2,UN01008456,BBIE,明細文書ヘッダ譲渡資産合計金額(税抜き),0..n,0..1,Attribute,CIIL_ Trade Settlement_ Monetary Summation,11,,Net_ Line Total,Amount,,=Σ明細行譲渡資産金額（税抜き）,,,CIIL_ Trade Settlement_ Monetary Summation. Net_ Line Total. Amount,"A monetary value of the line amount total, including line level allowances and charges and excluding line level taxes, being reported in this CIIL trade settlement monetary summation.",Net Line Total Amount,ItemMonetarySummationNetLineTotalAmount,NetLineTotalAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCIILTradeSettlementMonetarySummation/NetLineTotalAmount
v2,496,2441,2,UN01008457,BBIE,明細文書ヘッダ譲渡資産合計金額(税込み),0..n,0..1,Attribute,CIIL_ Trade Settlement_ Monetary Summation,12,,Net Including Taxes_ Line Total,Amount,,=Σ明細文書明細行譲渡資産金額（税込み）,,,CIIL_ Trade Settlement_ Monetary Summation. Net Including Taxes_ Line Total. Amount,"A monetary value of the line amount total, including line level allowances, charges, and taxes, being reported in this CIIL trade settlement monetary summation.",Net Line Total Amount Including Taxes,ItemMonetarySummationNetTaxesLineTotalAmount,NetIncludingTaxesLineTotalAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCIILTradeSettlementMonetarySummation/NetIncludingTaxesLineTotalAmount
v4,497,2442,2,UN01011519,BBIE,明細文書ヘッダ総合計金額（税込み）,0..1,0..1,Attribute,CIIL_ Trade Settlement_ Monetary Summation,13,,Grand Total,Amount,,"明細文書ヘッダ総合計金額（税込み）
'=明細文書ヘッダ譲渡資産合計金額（税抜き）＋明細文書ヘッダ追加請求合計金額ー明細文書ヘッダ返金合計金額＋明細文書ヘッダ消費税合計額",,,CIIL_ Trade Settlement_ Monetary Summation. Grand Total. Amount,The monetary value of the grand total amount of this CIIL trade settlement monetary summation.,Grand Total Amount,DocumentMonetarySummationGrandTotalAmount,GrandTotalAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCIILTradeSettlementMonetarySummation/GrandTotalAmount
