Version,UNID,Acronym,Dictionary Entry Name,ObjectClassQualifierTerm,ObjectClassTerm,Cardinality,PropertyTerm,PrimaryRepresentationTerm,XML datatype,AssociatedObjectClassQualifierTerm,AssociatedObjectClassTerm,XML element name,Definition
1.0,UN01002678,BBIE,Technical_ Characteristic. Value. Measure,Technical,Characteristic,0..1,Value,Measure,udt:MeasureType,,,ValueMeasure,The measure of the value of this technical characteristic.
1.0,UN01002679,BBIE,Technical_ Characteristic. Description. Text,Technical,Characteristic,0..1,Description,Text,udt:TextType,,,Description,The textual description of this technical characteristic.
1.0,UN01002680,BBIE,Technical_ Characteristic. Measurement Method. Code,Technical,Characteristic,0..1,Measurement Method,Code,udt:CodeType,,,MeasurementMethodCode,The code specifying the measurement method for this technical characteristic.
1.0,UN01011314,BBIE,Technical_ Characteristic. Identification. Identifier,Technical,Characteristic,0..1,Identification,Identifier,udt:IDType,,,ID,The identifier for this technical characteristic.
1.0,UN01011315,BBIE,Technical_ Characteristic. Capacity_ Value. Measure,Technical,Characteristic,0..1,Value,Measure,udt:MeasureType,,,CapacityValueMeasure,"The capacity, expressed as a measure, such as a production volume, a surface area or a number of animals, for this technical characteristic."
1.0,UN01011316,BBIE,Technical_ Characteristic. Certification. Code,Technical,Characteristic,0..1,Certification,Code,udt:CodeType,,,CertificationCode,The code specifying the certification granted to this technical characteristic.
1.0,UN01011317,BBIE,Technical_ Characteristic. Licence. Text,Technical,Characteristic,0..1,Licence,Text,udt:TextType,,,Licence,"The licence, expressed as text, for this technical characteristic."
1.0,UN01011318,BBIE,Technical_ Characteristic. Construction. Date Time,Technical,Characteristic,0..1,Construction,Date Time,udt:DateTimeType,,,ConstructionDateTime,"The date, time, date time, or other date time value of the construction of this technical characteristic."
1.0,UN01011319,BBIE,Technical_ Characteristic. Latest_ Renovation. Date Time,Technical,Characteristic,0..1,Renovation,Date Time,udt:DateTimeType,,,LatestRenovationDateTime,"The date, time, date time, or other date time value of the latest renovation of this technical characteristic."
1.0,UN01012497,BBIE,Technical_ Characteristic. Description. Code,Technical,Characteristic,0..n,Description,Code,udt:CodeType,,,DescriptionCode,A code specifying a description of this technical characteristic.
1.0,UN01011320,ASBIE,Technical_ Characteristic. Specified. Animal Holding_ Event,Technical,Characteristic,0..n,Specified,,ram:AnimalHoldingEventType,Animal Holding,Event,SpecifiedAnimalHoldingEvent,An animal holding event specified for this technical characteristic.
1.0,UN01012535,ASBIE,Technical_ Characteristic. Specified. TT Product Process_ Event,Technical,Characteristic,0..n,Specified,,ram:TTProductProcessEventType,TT Product Process,Event,SpecifiedTTProductProcessEvent,A Track and Trace (TT) product process event specified for this technical characteristic.
1.0,UN01002044,BBIE,Telecommunication_ Communication. Local Number. Text,Telecommunication,Communication,0..1,Local Number,Text,udt:TextType,,,LocalNumber,"The communication number, expressed as text and not including country access code or the area number code, for this telecommunication."
1.0,UN01002045,BBIE,Telecommunication_ Communication. Complete Number. Text,Telecommunication,Communication,0..1,Complete Number,Text,udt:TextType,,,CompleteNumber,The text string of characters that make up the complete number for this telecommunication.
1.0,UN01002046,BBIE,Telecommunication_ Communication. Country Number. Code,Telecommunication,Communication,0..1,Country Number,Code,udt:CodeType,,,CountryNumberCode,The country access code for this telecommunication number.
1.0,UN01002047,BBIE,Telecommunication_ Communication. Extension Number. Text,Telecommunication,Communication,0..1,Extension Number,Text,udt:TextType,,,ExtensionNumber,"The extension number, expressed as text, assigned to this telecommunication number."
1.0,UN01002048,BBIE,Telecommunication_ Communication. Area Number. Code,Telecommunication,Communication,0..1,Area Number,Code,udt:CodeType,,,AreaNumberCode,The code specifying the area number for this telecommunication.
1.0,UN01002049,BBIE,Telecommunication_ Communication. Internal_ Access. Text,Telecommunication,Communication,0..1,Access,Text,udt:TextType,,,InternalAccess,"Access information, expressed as text, for the internal access telecommunication number, such as the United States Defense Network Service number."
1.0,UN01002050,BBIE,Telecommunication_ Communication. Use. Code,Telecommunication,Communication,0..1,Use,Code,udt:CodeType,,,UseCode,The code specifying the use of this telecommunication such as for business purposes or private.
1.0,UN01002293,BBIE,Telecommunication_ Communication. Special Device Type. Text,Telecommunication,Communication,0..1,Special Device Type,Text,udt:TextType,,,SpecialDeviceType,"The special device type, expressed as text, for this telecommunication communication, such as a device for the hearing impaired."
1.0,UN01002051,ASBIE,Telecommunication_ Communication. Usage. Specified_ Preference,Telecommunication,Communication,0..1,Usage,,ram:SpecifiedPreferenceType,Specified,Preference,UsageSpecifiedPreference,The specified preference for the usage of this telecommunication method.
1.0,UN01004490,BBIE,Temperature Setting_ Instructions. Procedure. Text,Temperature Setting,Instructions,0..n,Procedure,Text,udt:TextType,,,Procedure,"A procedure, expressed as text, for these temperature setting instructions."
1.0,UN01004491,BBIE,Temperature Setting_ Instructions. Description. Text,Temperature Setting,Instructions,0..n,Description,Text,udt:TextType,,,Description,A textual description of these temperature setting instructions.
1.0,UN01004492,BBIE,Temperature Setting_ Instructions. Description. Code,Temperature Setting,Instructions,0..1,Description,Code,udt:CodeType,,,DescriptionCode,The code specifying a description of these temperature setting instructions.
1.0,UN01000001,BBIE,Tender_ Bill Of Quantities. Identification. Identifier,Tender,Bill Of Quantities,1,Identification,Identifier,udt:IDType,,,ID,The unique identifier for this tender Bill of Quantities.
1.0,UN01000002,BBIE,Tender_ Bill Of Quantities. Name. Text,Tender,Bill Of Quantities,1,Name,Text,udt:TextType,,,Name,"The name, expressed as text, for this tender Bill of Quantities."
1.0,UN01000003,BBIE,Tender_ Bill Of Quantities. Description. Text,Tender,Bill Of Quantities,0..1,Description,Text,udt:TextType,,,Description,The textual description of this tender Bill of Quantities.
1.0,UN01000004,BBIE,Tender_ Bill Of Quantities. Measurement Method_ Identification. Identifier,Tender,Bill Of Quantities,0..n,Identification,Identifier,udt:IDType,,,MeasurementMethodID,"A unique identifier of a method of measurement, such as SMM7 or CESMM3, for this tender Bill of Quantities."
1.0,UN01000005,BBIE,Tender_ Bill Of Quantities. Creation. Date Time,Tender,Bill Of Quantities,1,Creation,Date Time,udt:DateTimeType,,,CreationDateTime,"The date, time, date time, or other date time value of the creation of this tender Bill of Quantities."
1.0,UN01000006,BBIE,Tender_ Bill Of Quantities. Exchange Phase_ Status. Code,Tender,Bill Of Quantities,0..1,Status,Code,udt:CodeType,,,ExchangePhaseStatusCode,The code specifying the exchange phase status of this tender Bill of Quantities.
1.0,UN01000007,BBIE,Tender_ Bill Of Quantities. Default_ Currency. Code,Tender,Bill Of Quantities,1,Currency,Code,udt:CodeType,,,DefaultCurrencyCode,The code specifying the default currency for this tender Bill of Quantities.
1.0,UN01000008,BBIE,Tender_ Bill Of Quantities. Default_ Language. Code,Tender,Bill Of Quantities,1,Language,Code,udt:CodeType,,,DefaultLanguageCode,The code specifying the default language for this tender Bill of Quantities.
1.0,UN01000009,BBIE,Tender_ Bill Of Quantities. Comment. Text,Tender,Bill Of Quantities,0..n,Comment,Text,udt:TextType,,,Comment,"A comment, expressed as text, about this tender Bill of Quantities."
1.0,UN01000010,BBIE,Tender_ Bill Of Quantities. Reference File. Binary Object,Tender,Bill Of Quantities,0..n,Reference File,Binary Object,udt:BinaryObjectType,,,ReferenceFileBinaryObject,A reference file binary object related to this tender Bill Of Quantities.
1.0,UN01000011,ASBIE,Tender_ Bill Of Quantities. Item. Grouped_ Work Item,Tender,Bill Of Quantities,0..n,Item,,ram:GroupedWorkItemType,Grouped,Work Item,ItemGroupedWorkItem,A work item group in this tender Bill of Quantities.
1.0,UN01000012,ASBIE,Tender_ Bill Of Quantities. Item. Basic_ Work Item,Tender,Bill Of Quantities,0..n,Item,,ram:BasicWorkItemType,Basic,Work Item,ItemBasicWorkItem,A basic work item in this tender Bill of Quantities.
1.0,UN01000013,ASBIE,Tender_ Bill Of Quantities. Total. Calculated_ Price,Tender,Bill Of Quantities,0..n,Total,,ram:CalculatedPriceType,Calculated,Price,TotalCalculatedPrice,A total calculated price for this tender Bill of Quantities.
1.0,UN01000014,ASBIE,Tender_ Bill Of Quantities. Creation. Production_ Software,Tender,Bill Of Quantities,0..n,Creation,,ram:ProductionSoftwareType,Production,Software,CreationProductionSoftware,A production software program or software used to create this tender Bill of Quantities.
1.0,UN01000128,BBIE,Tender_ Document. Identification. Identifier,Tender,Document,0..1,Identification,Identifier,udt:IDType,,,ID,The unique identification for this tender document.
1.0,UN01000129,BBIE,Tender_ Document. Name. Text,Tender,Document,0..1,Name,Text,udt:TextType,,,Name,"The name, expressed as text, for this tender document."
1.0,UN01000130,BBIE,Tender_ Document. Submission. Date Time,Tender,Document,0..1,Submission,Date Time,udt:DateTimeType,,,SubmissionDateTime,"The date, time, date time or other date time value for the submission of this tender document."
1.1,UN01000131,BBIE,Tender_ Document. Bill Of Quantities_ Attachment. Binary Object,Tender,Document,0..n,Attachment,Binary Object,udt:BinaryObjectType,,,BillOfQuantitiesAttachmentBinaryObject,Binary object data of the Bill of Quantities appended to this tender document.
1.0,UN01000283,BBIE,Tenderer_ Organization. Business Type. Code,Tenderer,Organization,0..1,Business Type,Code,udt:CodeType,,,BusinessTypeCode,"The code specifying the type of business, such as surveying or consulting, of this tenderer organization."
1.0,UN01000284,BBIE,Tenderer_ Organization. Name. Text,Tenderer,Organization,1,Name,Text,udt:TextType,,,Name,"The name, expressed as text, of this tenderer organization."
1.0,UN01000285,BBIE,Tenderer_ Organization. International_ Name. Text,Tenderer,Organization,0..1,Name,Text,udt:TextType,,,InternationalName,"The international name, expressed as text, of this tenderer organization."
1.0,UN01000286,BBIE,Tenderer_ Organization. Identification. Identifier,Tenderer,Organization,1,Identification,Identifier,udt:IDType,,,ID,The unique identifier for this tenderer organization.
1.0,UN01000287,ASBIE,Tenderer_ Organization. Designated. Tendering_ Contact,Tenderer,Organization,1..n,Designated,,ram:TenderingContactType,Tendering,Contact,DesignatedTenderingContact,Information for a designated contact within this tenderer organization.
1.0,UN01000288,ASBIE,Tenderer_ Organization. Subordinate. Delegatee_ Organization,Tenderer,Organization,0..1,Subordinate,,ram:DelegateeOrganizationType,Delegatee,Organization,SubordinateDelegateeOrganization,The delegatee organization subordinate to this tenderer organization.
1.0,UN01000289,ASBIE,Tenderer_ Organization. Postal. Tendering_ Address,Tenderer,Organization,0..1,Postal,,ram:TenderingAddressType,Tendering,Address,PostalTenderingAddress,The postal address for this tenderer organization.
1.0,UN01000168,BBIE,Tenderer_ Party. Identification. Identifier,Tenderer,Party,0..1,Identification,Identifier,udt:IDType,,,ID,The unique identifier of the tenderer party.
1.0,UN01000169,BBIE,Tenderer_ Party. Name. Text,Tenderer,Party,0..1,Name,Text,udt:TextType,,,Name,"The name, expressed as text, of the tenderer party."
1.0,UN01000141,BBIE,Tender Guarantee_ Document. Identification. Identifier,Tender Guarantee,Document,0..1,Identification,Identifier,udt:IDType,,,ID,The unique identifier for the tender guarantee document.
1.0,UN01000142,BBIE,Tender Guarantee_ Document. Name. Text,Tender Guarantee,Document,0..1,Name,Text,udt:TextType,,,Name,"The name, expressed as text, for this tender guarantee document."
1.0,UN01000143,BBIE,Tender Guarantee_ Document. Submission. Date Time,Tender Guarantee,Document,0..1,Submission,Date Time,udt:DateTimeType,,,SubmissionDateTime,"The date, time, date time or other date time value for the submission for this tender guarantee document."
1.0,UN01000133,BBIE,Tender Information_ Document. Identification. Identifier,Tender Information,Document,0..1,Identification,Identifier,udt:IDType,,,ID,The unique identifier for a tender information document.
1.0,UN01000134,BBIE,Tender Information_ Document. Name. Text,Tender Information,Document,0..1,Name,Text,udt:TextType,,,Name,"The name, expressed as text, for this tender information document."
1.0,UN01000135,BBIE,Tender Information_ Document. Issue. Date Time,Tender Information,Document,0..1,Issue,Date Time,udt:DateTimeType,,,IssueDateTime,"The date, time, date time or other date time value for the issuance of this tender information document."
1.0,UN01000137,BBIE,Tender Information Request_ Document. Identification. Identifier,Tender Information Request,Document,0..1,Identification,Identifier,udt:IDType,,,ID,The unique identifier for this tender information request document.
1.0,UN01000138,BBIE,Tender Information Request_ Document. Name. Text,Tender Information Request,Document,0..1,Name,Text,udt:TextType,,,Name,"The name, expressed as text, for this tender information request document."
1.0,UN01000139,BBIE,Tender Information Request_ Document. Submission. Date Time,Tender Information Request,Document,0..1,Submission,Date Time,udt:DateTimeType,,,SubmissionDateTime,"The date, time, date time or other date time value for the submission for this tender information request document."
1.0,UN01000083,BBIE,Tendering_ Address. Postcode. Code,Tendering,Address,0..1,Postcode,Code,udt:CodeType,,,PostcodeCode,The code specifying the postcode in the address for this tendering process.
1.0,UN01000084,BBIE,Tendering_ Address. Line One. Text,Tendering,Address,1,Line One,Text,udt:TextType,,,LineOne,"The first free form line, expressed as text, of the address for this tendering process."
1.0,UN01000085,BBIE,Tendering_ Address. Line Two. Text,Tendering,Address,0..1,Line Two,Text,udt:TextType,,,LineTwo,"The second free form line, expressed as text, of the address for this tendering process."
1.0,UN01000086,BBIE,Tendering_ Address. Country Name. Text,Tendering,Address,0..1,Country Name,Text,udt:TextType,,,CountryName,"The name, expressed as text, of the country in the address for this tendering process."
1.0,UN01000229,BBIE,Tendering_ Assignment. Identification. Identifier,Tendering,Assignment,0..1,Identification,Identifier,udt:IDType,,,ID,The unique identifier for this assignment in the tendering process.
1.0,UN01000230,BBIE,Tendering_ Assignment. Description. Text,Tendering,Assignment,0..n,Description,Text,udt:TextType,,,Description,A textual description of this assignment in the tendering process.
1.0,UN01000231,ASBIE,Tendering_ Assignment. Effective. Tendering_ Period,Tendering,Assignment,0..1,Effective,,ram:TenderingPeriodType,Tendering,Period,EffectiveTenderingPeriod,The period for which this tendering assignment is effective in the tendering process.
1.0,UN01000232,ASBIE,Tendering_ Assignment. Limited. Procuring_ Project,Tendering,Assignment,0..1,Limited,,ram:ProcuringProjectType,Procuring,Project,LimitedProcuringProject,The procuring project to which this tendering assignment is limited in the tendering process.
1.0,UN01000233,ASBIE,Tendering_ Assignment. Delegated. Application_ Organization,Tendering,Assignment,1,Delegated,,ram:ApplicationOrganizationType,Application,Organization,DelegatedApplicationOrganization,The application organization to which this tendering assignment is delegated in the tendering process.
1.0,UN01000234,ASBIE,Tendering_ Assignment. Delegating. Application_ Organization,Tendering,Assignment,1,Delegating,,ram:ApplicationOrganizationType,Application,Organization,DelegatingApplicationOrganization,The application organization which delegates this tendering assignment.
1.0,UN01000215,BBIE,Tendering_ Business Profile. Operating Years. Quantity,Tendering,Business Profile,1,Operating Years,Quantity,udt:QuantityType,,,OperatingYearsQuantity,The number of years that the business in this tendering business profile has been in operation.
1.0,UN01000216,BBIE,Tendering_ Business Profile. Business_ Classification. Code,Tendering,Business Profile,0..1,Classification,Code,udt:CodeType,,,BusinessClassificationCode,The code specifying the classification of the business in this tendering business profile.
1.0,UN01000217,BBIE,Tendering_ Business Profile. Procuring Project_ Classification. Code,Tendering,Business Profile,0..1,Classification,Code,udt:CodeType,,,ProcuringProjectClassificationCode,The code specifying the classification of the procuring project in this tendering business profile.
1.0,UN01000218,BBIE,Tendering_ Business Profile. Total_ Employee. Quantity,Tendering,Business Profile,1,Employee,Quantity,udt:QuantityType,,,TotalEmployeeQuantity,The total number of employees of the business in this tendering business profile.
1.0,UN01000219,BBIE,Tendering_ Business Profile. Manufacturer. Indicator,Tendering,Business Profile,0..1,Manufacturer,Indicator,udt:IndicatorType,,,ManufacturerIndicator,The indication of whether or not this tendering business profile is for a manufacturer.
1.0,UN01000220,BBIE,Tendering_ Business Profile. Country Name. Text,Tendering,Business Profile,1,Country Name,Text,udt:TextType,,,CountryName,"The name, expressed as text, of the country in this tendering business profile."
1.0,UN01000221,ASBIE,Tendering_ Business Profile. Application. Tendering_ Work Capability,Tendering,Business Profile,1,Application,,ram:TenderingWorkCapabilityType,Tendering,Work Capability,ApplicationTenderingWorkCapability,The work capability of a tendering organization that can be applied to its business profile.
1.0,UN01000222,ASBIE,Tendering_ Business Profile. Owned. Supplier_ Factory,Tendering,Business Profile,0..n,Owned,,ram:SupplierFactoryType,Supplier,Factory,OwnedSupplierFactory,A supplier factory that is owned by the tendering business in this profile.
1.0,UN01000223,ASBIE,Tendering_ Business Profile. Experience. Tendering_ Completed Work,Tendering,Business Profile,0..1,Experience,,ram:TenderingCompletedWorkType,Tendering,Completed Work,ExperienceTenderingCompletedWork,The tendering completed work experience of the tendering business in this profile.
1.0,UN01000098,BBIE,Tendering_ Business Type. Classification. Code,Tendering,Business Type,1,Classification,Code,udt:CodeType,,,ClassificationCode,The code specifying the classification of the business for the tendering process.
1.0,UN01000099,ASBIE,Tendering_ Business Type. Available. Subordinate_ Business Type,Tendering,Business Type,1..n,Available,,ram:SubordinateBusinessTypeType,Subordinate,Business Type,AvailableSubordinateBusinessType,An available subordinate business type for this tendering business type.
1.0,UN01000100,ASBIE,Tendering_ Business Type. Available. Project Actualization_ Location,Tendering,Business Type,1..n,Available,,ram:ProjectActualizationLocationType,Project Actualization,Location,AvailableProjectActualizationLocation,An available actualized location for this tendering business type.
1.0,UN01000225,BBIE,Tendering_ Communication. Channel. Code,Tendering,Communication,0..1,Channel,Code,udt:CodeType,,,ChannelCode,The code specifying the channel for this communication in the tendering process.
1.0,UN01000226,BBIE,Tendering_ Communication. Email_ URI. Identifier,Tendering,Communication,0..1,URI,Identifier,udt:IDType,,,EmailURIID,The email Uniform Resource Identifier (URI) for this tendering communication.
1.0,UN01000227,BBIE,Tendering_ Communication. Local Number. Text,Tendering,Communication,0..1,Local Number,Text,udt:TextType,,,LocalNumber,"The local communication number, expressed as text, in the tendering process."
1.0,UN01000088,BBIE,Tendering_ Completed Work. Sub_ Type. Code,Tendering,Completed Work,1,Type,Code,udt:CodeType,,,SubTypeCode,The code specifying a subtype of this completed work in the tendering process.
1.0,UN01000089,BBIE,Tendering_ Completed Work. Annual_ Average. Amount,Tendering,Completed Work,0..1,Average,Amount,udt:AmountType,,,AnnualAverageAmount,The monetary value that constitutes the annual average amount of this completed work in the tendering process.
1.0,UN01000090,BBIE,Tendering_ Completed Work. Capacity Standard_ Year. Date,Tendering,Completed Work,0..1,Year,Date,udt:DateType,,,CapacityStandardYearDate,The date value specified as a year for the capacity standard of the completed work in the tendering process.
1.0,UN01000091,BBIE,Tendering_ Completed Work. Organization Capacity. Amount,Tendering,Completed Work,0..1,Organization Capacity,Amount,udt:AmountType,,,OrganizationCapacityAmount,The monetary value that constitutes the capacity of the organization which carried out this completed work in the tendering process.
1.0,UN01000092,BBIE,Tendering_ Completed Work. Description. Text,Tendering,Completed Work,0..1,Description,Text,udt:TextType,,,Description,The textual description of this completed work in the tendering process.
1.0,UN01000201,BBIE,Tendering_ Contact. Identification. Identifier,Tendering,Contact,0..1,Identification,Identifier,udt:IDType,,,ID,The unique identifier for this contact in the tendering process.
1.0,UN01000202,BBIE,Tendering_ Contact. Job Title. Text,Tendering,Contact,0..1,Job Title,Text,udt:TextType,,,JobTitle,"The job title, position or designation, expressed as text, of this contact person in the tendering process."
1.0,UN01000203,BBIE,Tendering_ Contact. Responsibility. Text,Tendering,Contact,0..1,Responsibility,Text,udt:TextType,,,Responsibility,"Responsibilities, expressed as text, of this contact for the tendering process, such as ""Representative"" or ""CEO""."
1.0,UN01000204,BBIE,Tendering_ Contact. Department Name. Text,Tendering,Contact,0..1,Department Name,Text,udt:TextType,,,DepartmentName,"The name, expressed as text, of the department to which this contact in the tendering process belongs."
1.0,UN01000205,BBIE,Tendering_ Contact. Government_ Department Name. Text,Tendering,Contact,0..1,Department Name,Text,udt:TextType,,,GovernmentDepartmentName,"The name, expressed as text, of the government department of this contact in the tendering process."
1.0,UN01000206,BBIE,Tendering_ Contact. Bureau_ Department Name. Text,Tendering,Contact,0..1,Department Name,Text,udt:TextType,,,BureauDepartmentName,"The name, expressed as text, of the bureau department of this contact in the tendering process."
1.0,UN01000207,BBIE,Tendering_ Contact. Division_ Department Name. Text,Tendering,Contact,0..1,Department Name,Text,udt:TextType,,,DivisionDepartmentName,"The name, expressed as text, of the division department of this contact in the tendering process."
1.0,UN01000208,BBIE,Tendering_ Contact. Office Counter_ Department Name. Text,Tendering,Contact,0..1,Department Name,Text,udt:TextType,,,OfficeCounterDepartmentName,"The name, expressed as text, of the department name of the office counter of this contact in the tendering process."
1.0,UN01000209,BBIE,Tendering_ Contact. Person Name. Text,Tendering,Contact,1,Person Name,Text,udt:TextType,,,PersonName,"The name, expressed as text, of this contact person in the tendering process."
1.0,UN01000210,ASBIE,Tendering_ Contact. Telephone. Tendering_ Communication,Tendering,Contact,0..n,Telephone,,ram:TenderingCommunicationType,Tendering,Communication,TelephoneTenderingCommunication,Telephone communication information for this contact in the tendering process.
1.0,UN01000211,ASBIE,Tendering_ Contact. Postal. Tendering_ Address,Tendering,Contact,0..n,Postal,,ram:TenderingAddressType,Tendering,Address,PostalTenderingAddress,A postal address for this contact in the tendering process.
1.0,UN01000212,ASBIE,Tendering_ Contact. Fax. Tendering_ Communication,Tendering,Contact,0..n,Fax,,ram:TenderingCommunicationType,Tendering,Communication,FaxTenderingCommunication,Fax communication information for this contact in the tendering process.
1.0,UN01000213,ASBIE,Tendering_ Contact. URI. Tendering_ Communication,Tendering,Contact,0..n,URI,,ram:TenderingCommunicationType,Tendering,Communication,URITenderingCommunication,"Uniform Resource Identifier (URI) communication information, such as an email address, for this contact in the tendering process."
1.0,UN01000311,BBIE,Tendering_ Contract Award Notice. Win. Indicator,Tendering,Contract Award Notice,1,Win,Indicator,udt:IndicatorType,,,WinIndicator,The indication of whether or not this tender contract award notice is a win.
1.0,UN01000312,BBIE,Tendering_ Contract Award Notice. Price. Amount,Tendering,Contract Award Notice,0..1,Price,Amount,udt:AmountType,,,PriceAmount,The monetary value of the price of this tendering contract award notice.
1.0,UN01000313,BBIE,Tendering_ Contract Award Notice. Item. Quantity,Tendering,Contract Award Notice,0..1,Item,Quantity,udt:QuantityType,,,ItemQuantity,The quantity of the item of this tendering contract award notice.
1.0,UN01000314,BBIE,Tendering_ Contract Award Notice. Evaluation Score. Value,Tendering,Contract Award Notice,0..1,Evaluation Score,Value,udt:ValueType,,,EvaluationScoreValue,The value of the evaluation score reported in this tendering contract award notice.
1.0,UN01000315,BBIE,Tendering_ Contract Award Notice. Loss Reason. Text,Tendering,Contract Award Notice,0..1,Loss Reason,Text,udt:TextType,,,LossReason,"The loss reason, expressed as text, for losing the tendering contract award in this notice."
1.0,UN01000316,ASBIE,Tendering_ Contract Award Notice. Applicable. Tendering_ Deliverable,Tendering,Contract Award Notice,0..n,Applicable,,ram:TenderingDeliverableType,Tendering,Deliverable,ApplicableTenderingDeliverable,An applicable tendering deliverable or set of deliverables for this tendering contract award notice.
1.0,UN01000318,BBIE,Tendering_ Deliverable. Identification. Identifier,Tendering,Deliverable,0..1,Identification,Identifier,udt:IDType,,,ID,The unique identification for the deliverable in this tendering process.
1.0,UN01000319,BBIE,Tendering_ Deliverable. Secondary_ Identification. Identifier,Tendering,Deliverable,0..1,Identification,Identifier,udt:IDType,,,SecondaryID,The unique secondary identification for the deliverable in this tendering process.
1.0,UN01000320,BBIE,Tendering_ Deliverable. Classification. Code,Tendering,Deliverable,0..n,Classification,Code,udt:CodeType,,,ClassificationCode,A code specifying the type of deliverable or set of deliverables in this tendering process.
1.0,UN01000321,BBIE,Tendering_ Deliverable. Description. Text,Tendering,Deliverable,0..1,Description,Text,udt:TextType,,,Description,The textual description of the deliverable or set of deliverables in this tendering process.
1.0,UN01000322,BBIE,Tendering_ Deliverable. Name. Text,Tendering,Deliverable,0..1,Name,Text,udt:TextType,,,Name,"The name, expressed as text, of the deliverable or set of deliverables in this tendering process."
1.0,UN01000323,BBIE,Tendering_ Deliverable. Specification. Text,Tendering,Deliverable,0..n,Specification,Text,udt:TextType,,,Specification,"A specification, expressed as text, for the deliverable or set of deliverables in this tendering process."
1.0,UN01000324,BBIE,Tendering_ Deliverable. Specification_ Reference. Text,Tendering,Deliverable,0..n,Reference,Text,udt:TextType,,,SpecificationReference,"A specification reference, expressed as text, for this deliverable or set of deliverables in this tendering process."
1.0,UN01000325,BBIE,Tendering_ Deliverable. Reference. Binary Object,Tendering,Deliverable,0..n,Reference,Binary Object,udt:BinaryObjectType,,,ReferenceBinaryObject,A binary object that is a reference for this deliverable or set of deliverables in this tendering process.
1.0,UN01000326,BBIE,Tendering_ Deliverable. Origin Country Name. Text,Tendering,Deliverable,0..n,Origin Country Name,Text,udt:TextType,,,OriginCountryName,"A name, expressed as text, of the origin country for the deliverable or set of deliverables in this tendering process."
1.0,UN01000327,BBIE,Tendering_ Deliverable. Procurement. Quantity,Tendering,Deliverable,0..1,Procurement,Quantity,udt:QuantityType,,,ProcurementQuantity,The procurement quantity of the deliverable or each deliverable within a set of deliverables for this tendering process.
1.0,UN01000328,BBIE,Tendering_ Deliverable. Procurement. Amount,Tendering,Deliverable,0..1,Procurement,Amount,udt:AmountType,,,ProcurementAmount,The monetary value of the deliverable or set of deliverables in this tendering process.
1.0,UN01000329,ASBIE,Tendering_ Deliverable. Supplementary. Tendering_ Deliverable,Tendering,Deliverable,0..n,Supplementary,,ram:TenderingDeliverableType,Tendering,Deliverable,SupplementaryTenderingDeliverable,A supplementary deliverable within a set of deliverables in this tendering process.
1.0,UN01000330,ASBIE,Tendering_ Deliverable. Applicable. Tendering_ Period,Tendering,Deliverable,0..n,Applicable,,ram:TenderingPeriodType,Tendering,Period,ApplicableTenderingPeriod,An applicable period for the deliverable or set of deliverables in this tendering process.
1.0,UN01000164,BBIE,Tendering_ Location. Identification. Identifier,Tendering,Location,0..1,Identification,Identifier,udt:IDType,,,ID,The unique identifier for this location in the tendering process.
1.0,UN01000165,BBIE,Tendering_ Location. Name. Text,Tendering,Location,0..1,Name,Text,udt:TextType,,,Name,"The name, expressed as text, of this location in the tendering process."
1.0,UN01000166,ASBIE,Tendering_ Location. Postal. Tendering_ Address,Tendering,Location,0..1,Postal,,ram:TenderingAddressType,Tendering,Address,PostalTenderingAddress,The postal address for this location in the tendering process.
1.0,UN01000294,BBIE,Tendering_ Period. Start. Date Time,Tendering,Period,0..1,Start,Date Time,udt:DateTimeType,,,StartDateTime,"The date, time, date time or other date time value for the start of this tendering period of time."
1.0,UN01000295,BBIE,Tendering_ Period. End. Date Time,Tendering,Period,0..1,End,Date Time,udt:DateTimeType,,,EndDateTime,"The date, time, date time or other date time value for the end of this tendering period of time."
1.0,UN01000342,BBIE,Tendering_ Technical Capability. Qualified Engineer_ Total Professional. Quantity,Tendering,Technical Capability,1,Total Professional,Quantity,udt:QuantityType,,,QualifiedEngineerTotalProfessionalQuantity,The quantity of the total number of qualified engineer professionals for this tendering technical capability.
1.0,UN01000343,ASBIE,Tendering_ Technical Capability. Professional. Qualified_ Staff,Tendering,Technical Capability,1..n,Professional,,ram:QualifiedStaffType,Qualified,Staff,ProfessionalQualifiedStaff,Qualified professional staff for this tendering technical capability.
1.0,UN01000344,ASBIE,Tendering_ Technical Capability. Applicable. Tendering_ Business Type,Tendering,Technical Capability,0..n,Applicable,,ram:TenderingBusinessTypeType,Tendering,Business Type,ApplicableTenderingBusinessType,An applicable business type for this technical capability in the tendering process.
1.0,UN01000297,BBIE,Tendering_ Tender Result. Result. Code,Tendering,Tender Result,0..1,Result,Code,udt:CodeType,,,ResultCode,The code specifying the tender result for this tendering process.
1.0,UN01000298,BBIE,Tendering_ Tender Result. Description. Text,Tendering,Tender Result,0..1,Description,Text,udt:TextType,,,Description,The textual description for this tender result for this tendering process.
1.0,UN01000299,BBIE,Tendering_ Tender Result. Award Price. Amount,Tendering,Tender Result,0..1,Award Price,Amount,udt:AmountType,,,AwardPriceAmount,The monetary value of the price awarded for this tender result in this tendering process.
