Nr,UNID,Acronym,DEN,Definition,Publication comments,Object Class Term Qualifier(s),Object Class Term,Property Term Qualifier(s),Property Term,Datatype Qualifier(s),Representation Term,Qualified Data Type UID,Associated Object Class Term Qualifier(s),Associated Object Class,Business Term(s),Usage Rule(s),Sequence Number,Occurrence Min,Occurrence Max,Context Categories,Example(s),Version,Ref Library Version,Submitter Name,Ref Component UN ID,Unique submitter ID,CR Status Date,CR Status,Library Maintenance Comment,TDED,Submitted Definition,Submitter Comment,Submitted DEN,Publication Refs -- Source,Short Name
5739,UN01009330,BBIE,Observation_ Process. Name. Text,"The name, expressed as text, for this observation process.",,Observation,Process,,Name,,Text,,,,,,2,0,1,In All Contexts,,1.0,,,,,,,,,,,,D11A,Name
5740,UN01009331,BBIE,Observation_ Process. Type. Code,The code specifying the type of this observation process.,,Observation,Process,,Type,,Code,,,,,,3,0,1,In All Contexts,,1.0,,,,,,,,(7187),,,,D11A,Type Code
5741,UN01009332,BBIE,Observation_ Process. Description. Text,The textual description for this observation process.,,Observation,Process,,Description,,Text,,,,,,4,0,1,In All Contexts,,1.0,,,,,,,,(7190),,,,D11A,Description
5742,UN01009333,BBIE,Observation_ Process. Methodology_ Type. Code,"The code specifying the type of methodology used for this observation process, such as whether or not to use a trap.",,Observation,Process,Methodology,Type,,Code,,,,,,5,0,1,In All Contexts,,1.0,,,,,,,,(7187),,,,D11A,Methodology Type Code
5743,UN01009334,BBIE,Observation_ Process. Notation_ Type. Code,The code specifying the type of notation for this observation process.,,Observation,Process,Notation,Type,,Code,,,,,,6,0,1,In All Contexts,,1.0,,,,,,,,(7187),,,,D11A,Notation Type Code
5744,UN01009335,BBIE,Observation_ Process. Trap_ Type. Code,The code specifying the type of trap used for this observation process.,,Observation,Process,Trap,Type,,Code,,,,,,7,0,1,Agriculture,,1.0,,,,,,,,(7187),,,,D11A,Trap Type Code
5745,UN01009336,BBIE,Observation_ Process. Observation. Code,The code specifying the observation for this observation process.,,Observation,Process,,Observation,,Code,,,,,,8,0,1,In All Contexts,,1.0,,,,,,,,,,,,D11A,Observation Code
5746,UN01009337,ASBIE,Observation_ Process. Actual. Expected_ Measurement,An actual measurement expected for this observation process.,,Observation,Process,,Actual,,,,Expected,Measurement,,,1,0,unbounded,In All Contexts,,1.0,,,,,,,,,,,,D11A,Actual Measurement Expected
5747,UN01012272,ABIE,Operator_ Person. Details,A person acting as an operator.,,Operator,Person,,,,,,,,,,,,,Agricultural,,1.0,,,,,,,,,,,,D17A,Operator Person
5748,UN01012273,BBIE,Operator_ Person. Identification. Identifier,The identifier for this operator person.,,Operator,Person,,Identification,,Identifier,,,,,,1,0,1,Agricultural,,1.0,,,,,,,,,,,,D17A,ID
5749,UN01012274,BBIE,Operator_ Person. Name. Text,"The name, expressed as text, of this operator person.",,Operator,Person,,Name,,Text,,,,,,2,0,1,Agricultural,,1.0,,,,,,,,[3404],,,,D17A,Name
5750,UN01012275,ASBIE,Operator_ Person. Specified. Agricultural_ Certificate,An agricultural certificate specified for this operator person.,,Operator,Person,,Specified,,,,Agricultural,Certificate,,,1,0,unbounded,Agricultural,,1.0,,,,,,,,,,,,D17A,Agricultural Certificate
5751,UN01012276,ASBIE,Operator_ Person. Specified. Agricultural_ Man Machine System,An agricultural man machine system specified for this operator person.,,Operator,Person,,Specified,,,,Agricultural,Man Machine System,,,2,0,unbounded,Agricultural,,1.0,,,,,,,,,,,,D17A,Agricultural Man Machine System
5752,UN01001149,ABIE,Parking_ Facility. Details,A space or structure for parking vehicles.,,Parking,Facility,,,,,,,,Parking,,,,,In All Contexts,,1.0,,,,,,,,,,,,D06B,Parking Facility
5753,UN01001150,BBIE,Parking_ Facility. Identification. Identifier,The unique identifier for this parking facility.,,Parking,Facility,,Identification,,Identifier,,,,,,1,1,1,In All Contexts,,1.0,,,,,,,,,,,,D06B,ID
5754,UN01001151,BBIE,Parking_ Facility. Description. Text,The textual description of this parking facility.,,Parking,Facility,,Description,,Text,,,,Parking Description,,2,0,1,In All Contexts,,1.0,,,,,,,,,,,,D06B,Description
5755,UN01001152,BBIE,Parking_ Facility. Architectural_ Style. Text,"The architectural style, expressed as text, of this parking facility.",,Parking,Facility,Architectural,Style,,Text,,,,Architectural Style,,3,0,1,In All Contexts,,1.0,,,,,,,,,,,,D06B,Architectural Style Text
5756,UN01001153,BBIE,Parking_ Facility. Name. Text,"The name, expressed as text, of this parking facility.",,Parking,Facility,,Name,,Text,,,,Parking Name,,4,0,1,In All Contexts,,1.0,,,,,,,,,,,,D06B,Name
5757,UN01001154,BBIE,Parking_ Facility. Construction. Date,The date of the construction of this parking facility.,,Parking,Facility,,Construction,,Date,,,,Construction Date,,5,0,1,In All Contexts,,1.0,,,,,,,,,,,,D06B,Construction Date
5758,UN01001155,BBIE,Parking_ Facility. Latest_ Renovation. Date,The date of the latest renovation of this parking facility.,,Parking,Facility,Latest,Renovation,,Date,,,,Renewal Date,,6,0,1,In All Contexts,,1.0,,,,,,,,,,,,D06B,Latest Renovation Date
5759,UN01001156,BBIE,Parking_ Facility. Type. Text,"The type, expressed as text, of this parking facility.",,Parking,Facility,,Type,,Text,,,,Parking Name,,7,0,1,In All Contexts,,1.0,,,,,,,,(9038),,,,D06B,Type Text
5760,UN01001157,BBIE,Parking_ Facility. Category. Text,"The category, expressed as text, of this parking facility.",,Parking,Facility,,Category,,Text,,,,Parking Type,,8,0,1,In All Contexts,"Ground parking, Tower type parking, etc.",1.0,,,,,,,,,,,,D06B,Category Text
5761,UN01001158,ASBIE,Parking_ Facility. Physical. Lodging House_ Location,The physical location of this parking facility at this lodging house.,,Parking,Facility,,Physical,,,,Lodging House,Location,Location,,1,0,1,In All Contexts,,1.0,,,,,,,,,,,,D06B,Location
5762,UN01001159,ASBIE,Parking_ Facility. Specified. Lodging House_ Usage Condition,A specified usage condition for this parking facility at this lodging house.,,Parking,Facility,,Specified,,,,Lodging House,Usage Condition,,,2,0,unbounded,In All Contexts,,1.0,,,,,,,,,,,,D06B,Specified Usage Condition
5763,UN01001160,ASBIE,Parking_ Facility. Operating. Specified_ Period,A specified period of operation for this parking facility.,,Parking,Facility,,Operating,,,,Specified,Period,Operation Period,,3,0,unbounded,In All Contexts,,1.0,,,,,,,,,,,,D06B,Operating Period
5764,UN01001161,ASBIE,Parking_ Facility. Actual. Lodging House_ Picture,An actual picture of this parking facility at this lodging house.,,Parking,Facility,,Actual,,,,Lodging House,Picture,Picture,,4,0,unbounded,In All Contexts,,1.0,,,,,,,,,,,,D06B,Actual Picture
5765,UN01001162,ASBIE,Parking_ Facility. Distinctive. Lodging House_ Feature,A feature that is a distinctive characteristic of this parking facility at this lodging house.,,Parking,Facility,,Distinctive,,,,Lodging House,Feature,Feature,,5,0,unbounded,In All Contexts,,1.0,,,,,,,,,,,,D06B,Distinctive Feature
5766,UN01001163,ASBIE,Parking_ Facility. Offered. Supplemental_ Service,A supplemental service that is offered for this parking facility.,,Parking,Facility,,Offered,,,,Supplemental,Service,Incidental Service,,6,0,unbounded,In All Contexts,,1.0,,,,,,,,,,,,D06B,Offered Supplemental Service
5767,UN01001164,ASBIE,Parking_ Facility. Defined. Lodging House_ Contact,The defined contact for this parking facility at this lodging house.,,Parking,Facility,,Defined,,,,Lodging House,Contact,Contact,,7,0,1,In All Contexts,,1.0,,,,,,,,,,,,D06B,Defined Contact
5768,UN01002272,ABIE,Partition Coefficient Range_ Measurement. Details,A range of differential solubility of a compound in two solvents.,,Partition Coefficient Range,Measurement,,,,,,,,,,,,,MSDS Reporting,,1.0,,,,,,,,,,,,D07B,Partition Coefficient Range Measurement
5769,UN01002273,BBIE,Partition Coefficient Range_ Measurement. Lower Limit_ Comparison Operator. Code,The code specifying the comparison operator for the lower limit of this partition coefficient range measurement.,,Partition Coefficient Range,Measurement,Lower Limit,Comparison Operator,,Code,,,,,,1,0,1,MSDS Reporting,,1.0,,,,,,,,,,,,D07B,Lower Limit Comparison Operator Code
5770,UN01002274,BBIE,Partition Coefficient Range_ Measurement. Upper Limit_ Comparison Operator. Code,The code specifying the comparison operator for the upper limit of this partition coefficient range measurement.,,Partition Coefficient Range,Measurement,Upper Limit,Comparison Operator,,Code,,,,,,2,0,1,MSDS Reporting,,1.0,,,,,,,,,,,,D07B,Upper Limit Comparison Operator Code
5771,UN01002275,BBIE,Partition Coefficient Range_ Measurement. Lower Limit_ Actual. Measure,The actual lower limit measure of this partition coefficient range measurement.,,Partition Coefficient Range,Measurement,Lower Limit,Actual,,Measure,,,,,,3,0,1,MSDS Reporting,,1.0,,,,,,,,(6314),,,,D07B,Lower Limit Actual Measure
5772,UN01002276,BBIE,Partition Coefficient Range_ Measurement. Upper Limit_ Actual. Measure,The actual upper limit measure of this partition coefficient range measurement.,,Partition Coefficient Range,Measurement,Upper Limit,Actual,,Measure,,,,,,4,0,1,MSDS Reporting,,1.0,,,,,,,,(6314),,,,D07B,Upper Limit Actual Measure
5773,UN01002277,BBIE,Partition Coefficient Range_ Measurement. Test_ Method. Text,"The test method, expressed as text, used to determine this partition coefficient range measurement.",,Partition Coefficient Range,Measurement,Test,Method,,Text,,,,,The test method for determining the value of the partition coefficient of the product.,5,0,1,MSDS Reporting,,1.0,,,,,,,,,,,,D07B,Test Method Text
5774,UN01002278,BBIE,Partition Coefficient Range_ Measurement. Description. Text,The textual description of this partition coefficient range measurement.,,Partition Coefficient Range,Measurement,,Description,,Text,,,,,A textual description of the Partition Coefficient when  the value or range of values can not be expressed numerically.,6,0,1,MSDS Reporting,,1.0,,,,,,,,,,,,D07B,Description
5775,UN01002827,ABIE,Party_ Contact. Details,A person or department that acts as a point of contact for a party.,,Party,Contact,,,,,,,,,,,,,In All Contexts,,1.0,,,,,,,,,,,,D08A,Party Contact
5776,UN01002828,BBIE,Party_ Contact. Identification. Identifier,The unique identifier of this party contact.,,Party,Contact,,Identification,,Identifier,,,,,,1,1,1,In All Contexts,,1.0,,,,,,,,(3413),,,,D08A,ID
5777,UN01002830,BBIE,Party_ Contact. Department Name. Text,"The name, expressed as text, of the department to which this party contact belongs.",,Party,Contact,,Department Name,,Text,,,,,,2,0,1,In All Contexts,,1.0,,,,,,,,(3412),,,,D08A,Department Name
5778,UN01002829,BBIE,Party_ Contact. Person Name. Text,"The name, expressed as text, of the person for this party contact.",,Party,Contact,,Person Name,,Text,,,,,,3,0,1,In All Contexts,,1.0,,,,,,,,(3412),,,,D08A,Person Name
5779,UN01006988,BBIE,Party_ Contact. Job Title. Text,"The job title, expressed as text, for this party contact.",,Party,Contact,,Job Title,,Text,,,,,,4,0,1,In All Contexts,,1.1,,,,,,,,,,,,D09B.1,Job Title
5780,UN01007599,BBIE,Party_ Contact. Additional_ Identification. Identifier,The additional identifier of this party contact.,,Party,Contact,Additional,Identification,,Identifier,,,,,,7,0,1,In All Contexts,,1.0,,,,,,,,(3413),,,,D10A,Additional ID
5781,UN01002831,ASBIE,Party_ Contact. Direct_ Telephone. Unstructured_ Telecommunication_ Communication,The direct unstructured telephone communication information for this party contact.,,Party,Contact,Direct,Telephone,,,,Unstructured_ Telecommunication,Communication,,,1,0,1,In All Contexts,,1.0,,,,,,,,,,,,D08A,Direct Telephone
5782,UN01002832,ASBIE,Party_ Contact. Mobile_ Telephone. Unstructured_ Telecommunication_ Communication,The mobile unstructured telephone communication information for this party contact.,,Party,Contact,Mobile,Telephone,,,,Unstructured_ Telecommunication,Communication,,,2,0,1,In All Contexts,,1.0,,,,,,,,,,,,D08A,Mobile Telephone
5783,UN01002833,ASBIE,Party_ Contact. Fax. Unstructured_ Telecommunication_ Communication,The fax unstructured telecommunication information for this party contact.,,Party,Contact,,Fax,,,,Unstructured_ Telecommunication,Communication,,,3,0,1,In All Contexts,,1.0,,,,,,,,,,,,D08A,Fax
5784,UN01002834,ASBIE,Party_ Contact. URI. Email_ Communication,The email Uniform Resource Identifier (URI) communication information for this party contact.,,Party,Contact,,URI,,,,Email,Communication,,,4,0,1,In All Contexts,,1.0,,,,,,,,,,,,D08A,Email Address
5785,UN01002835,ASBIE,Party_ Contact. Telex. Unstructured_ Telecommunication_ Communication,The telegraphy (Telex) unstructured telecommunication information for this party contact.,,Party,Contact,,Telex,,,,Unstructured_ Telecommunication,Communication,,,5,0,1,In All Contexts,,1.0,,,,,,,,,,,,D08A,Telex
5786,UN01007000,ABIE,Payment_ Financial Institution. Details,An institution that provides financial services and financial transactions for payment.,,Payment,Financial Institution,,,,,,,,,,,,,In All Contexts,,1.1,,,,,,,,,,,,D09B.1,Payment Financial Institution
5787,UN01007001,BBIE,Payment_ Financial Institution. BEI. Identifier,The unique Business Entity Identifier (BEI) as defined in ISO 9362 for this payment financial institution.,,Payment,Financial Institution,,BEI,,Identifier,,,,,,1,0,1,In All Contexts,,1.1,,,,,,,,(3433),,,,D09B.1,BEI
5788,UN01007002,BBIE,Payment_ Financial Institution. BIC. Identifier,The unique Bank Identification Code (BIC) as defined in ISO 9362 for this payment financial institution.,,Payment,Financial Institution,,BIC,,Identifier,,,,,,2,0,1,In All Contexts,,1.1,,,,,,,,(3433),,,,D09B.1,BIC ID
5789,UN01007003,BBIE,Payment_ Financial Institution. GLN. Identifier,The unique Global Location Number (GLN) as defined by GS1 for this payment financial institution.,,Payment,Financial Institution,,GLN,,Identifier,,,,,,3,0,1,In All Contexts,,1.1,,,,,,,,(3433),,,,D09B.1,GLN ID
5790,UN01007004,BBIE,Payment_ Financial Institution. Identification. Identifier,The unique identifier for this payment financial institution.,,Payment,Financial Institution,,Identification,,Identifier,,,,,,4,0,1,In All Contexts,,1.1,,,,,,,,(3433),,,,D09B.1,ID
5791,UN01007005,BBIE,Payment_ Financial Institution. Name. Text,"A name, expressed as text, for this payment financial institution.",,Payment,Financial Institution,,Name,,Text,,,,,,5,0,unbounded,In All Contexts,,1.2,,,,,,,Changed cardinality and definition.,(3432),"A name, expressed as text, for this payment financial institution.",,Payment_ Financial Institution. Name. Text,D09B.1,Name
5792,UN01007006,BBIE,Payment_ Financial Institution. Role. Code,"The code specifying the role for this payment financial institution, such as intermediary or settlement agent.",,Payment,Financial Institution,,Role,,Code,,,,,,6,0,1,In All Contexts,,1.1,,,,,,,,,,,,D09B.1,Role Code
5793,UN01002279,ABIE,Personal Protection_ Instructions. Details,A set of instructions detailing the procedures for protecting a person from damage or injury.,,Personal Protection,Instructions,,,,,,,,,,,,,MSDS Reporting,,1.0,,,,,,,,,,,,D07B,Personal Protection Instructions
5794,UN01002280,BBIE,Personal Protection_ Instructions. Type. Text,"The type, expressed as text, for this set of personal protection instructions, such as skin protection, eye protection, or fire protection.",,Personal Protection,Instructions,,Type,,Text,,,,,textual description of personal protective equipment that can be used to minimize exposure.,1,0,1,MSDS Reporting,,1.0,,,,,,,,,,,,D07B,Type Text
5795,UN01002281,BBIE,Personal Protection_ Instructions. Description. Text,The textual description of this set of personal protection instructions.,,Personal Protection,Instructions,,Description,,Text,,,,,A textual description that identifies the method of exposure that would require personal protective equipment.,2,0,1,MSDS Reporting,,1.0,,,,,,,,(4400),,,,D07B,Description
5796,UN01009837,ABIE,Person_ Note. Details,"A textual or coded description, such as a remark or additional information about a person.",,Person,Note,,,,,,,,,,,,,In All Contexts,,1.0,,,,,,,,,,,,D12B,Person Note
5797,UN01009838,BBIE,Person_ Note. Subject. Text,"The subject, expressed as text, of this person related note.",,Person,Note,,Subject,,Text,,,,,,1,0,1,In All Contexts,Official Information,1.0,,,,,,,,,,,,D12B,Subject Text
5798,UN01009839,BBIE,Person_ Note. Content. Code,The code specifying the content of this person related note.,,Person,Note,,Content,,Code,,,,,,2,0,1,In All Contexts,NZ-M34,1.0,,,,,,,,(4441),,,,D12B,Content Code
5799,UN01009840,BBIE,Person_ Note. Content. Text,"The content, expressed as text, of this person related note.",,Person,Note,,Content,,Text,,,,,,3,0,1,In All Contexts,The milk has been processed in accordance with importing country regulations.,1.0,,,,,,,,(4440),,,,D12B,Content Text
5800,UN01009841,BBIE,Person_ Note. Subject. Code,The code specifying the subject of this person related note.,,Person,Note,,Subject,,Code,,,,,,4,0,1,In All Contexts,OI,1.0,,,,,,,,(4451),,,,D12B,Subject Code
5801,UN01009842,BBIE,Person_ Note. Identification. Identifier,The identifier for this person related note.,,Person,Note,,Identification,,Identifier,,,,,,5,0,1,In All Contexts,,1.0,,,,,,,,,,,,D12B,ID
5802,UN01009843,BBIE,Person_ Note. Name. Text,"The name, expressed as text, for this person related note.",,Person,Note,,Name,,Text,,,,,,6,0,1,In All Contexts,,1.0,,,,,,,,,,,,D12B,Name
5803,UN01009844,BBIE,Person_ Note. Creation. Date Time,"The date, time, date time, or other date time value for the creation of this person related note.",,Person,Note,,Creation,,Date Time,,,,,,7,0,1,In All Contexts,,1.0,,,,,,,,,,,,D12B,Creation Date Time
5804,UN01002282,ABIE,PH Range_ Measurement. Details,A measurement of the range of the degree of acidity or alkalinity using a logarithmic scale.,,PH Range,Measurement,,,,,,,,,,,,,MSDS Reporting,,1.0,,,,,,,,,,,,D07B,PH Range Measurement
5805,UN01002283,BBIE,PH Range_ Measurement. Lower Limit_ Comparison Operator. Code,The code specifying the comparison operator for the lower limit of this pH range measurement.,,PH Range,Measurement,Lower Limit,Comparison Operator,,Code,,,,,,1,0,1,MSDS Reporting,,1.0,,,,,,,,,,,,D07B,Lower Limit Comparison Operator Code
5806,UN01002284,BBIE,PH Range_ Measurement. Upper Limit_ Comparison Operator. Code,The code specifying the comparison operator for the upper limit of this pH range measurement.,,PH Range,Measurement,Upper Limit,Comparison Operator,,Code,,,,,,2,0,1,MSDS Reporting,,1.0,,,,,,,,,,,,D07B,Upper Limit Comparison Operator Code
5807,UN01002285,BBIE,PH Range_ Measurement. Lower Limit_ Actual. Measure,The actual lower limit measure of this pH range measurement.,,PH Range,Measurement,Lower Limit,Actual,,Measure,,,,,,3,0,1,MSDS Reporting,,1.0,,,,,,,,(6314),,,,D07B,Lower Limit Actual Measure
5808,UN01002286,BBIE,PH Range_ Measurement. Upper Limit_ Actual. Measure,The actual upper limit measure of this pH range measurement.,,PH Range,Measurement,Upper Limit,Actual,,Measure,,,,,,4,0,1,MSDS Reporting,,1.0,,,,,,,,(6314),,,,D07B,Upper Limit Actual Measure
5809,UN01002287,BBIE,PH Range_ Measurement. Test_ Method. Text,"The test method, expressed as text, used to determine this pH range measurement.",,PH Range,Measurement,Test,Method,,Text,,,,,The common identification or name that stands for the method used to determine the pH.,5,0,1,MSDS Reporting,,1.0,,,,,,,,,,,,D07B,Test Method Text
5810,UN01002288,BBIE,PH Range_ Measurement. Description. Text,The textual description of this pH range measurement.,,PH Range,Measurement,,Description,,Text,,,,,A textual description of the pH when it can not be described using numerical values.,6,0,1,MSDS Reporting,,1.0,,,,,,,,,,,,D07B,Description
5811,UN01010553,ABIE,Photographic_ Picture. Details,A photograph or video still represented as a digital image for electronic sharing.,,Photographic,Picture,,,,,,,,,,,,,In All Contexts,,1.0,,,,,,,,,,,,D14A,Photographic Picture
5812,UN01010554,BBIE,Photographic_ Picture. Area Included. Text,"The area or location, expressed as text, that is included in this photographic picture.",,Photographic,Picture,,Area Included,,Text,,,,,,1,0,1,In All Contexts,,1.0,,,,,,,,,,,,D14A,Area Included Text
5813,UN01010555,BBIE,Photographic_ Picture. Copyright Owner Name. Text,"The name of the copyright owner, expressed as text, for this photographic picture.",,Photographic,Picture,,Copyright Owner Name,,Text,,,,,,2,0,1,In All Contexts,,1.0,,,,,,,,,,,,D14A,Copyright Owner Name
5814,UN01010556,BBIE,Photographic_ Picture. Description. Text,The textual description of this photographic picture.,,Photographic,Picture,,Description,,Text,,,,,,3,0,1,In All Contexts,,1.0,,,,,,,,,,,,D14A,Description
5815,UN01010557,BBIE,Photographic_ Picture. Digital Image. Binary Object,Binary object data that is the actual digital image for this photographic picture.,,Photographic,Picture,,Digital Image,,Binary Object,,,,,,4,0,1,In All Contexts,,1.0,,,,,,,,,,,,D14A,Digital Image
5816,UN01010558,BBIE,Photographic_ Picture. Identification. Identifier,An identifier for this photographic picture.,,Photographic,Picture,,Identification,,Identifier,,,,,,5,0,unbounded,In All Contexts,,1.0,,,,,,,,,,,,D14A,ID
5817,UN01010559,BBIE,Photographic_ Picture. Subject. Text,"The subject, expressed as text, of this photographic picture.",,Photographic,Picture,,Subject,,Text,,,,,,6,0,1,In All Contexts,,1.0,,,,,,,,,,,,D14A,Subject Text
5818,UN01010560,BBIE,Photographic_ Picture. Taken. Date Time,"The date, time, date time, or other date value of when this photographic picture was created.",,Photographic,Picture,,Taken,,Date Time,,,,,,7,0,1,In All Contexts,,1.0,,,,,,,,,,,,D14A,Taken Date Time
5819,UN01010561,BBIE,Photographic_ Picture. Title Name. Text,"The name, expressed as text, of the title for this photographic picture.",,Photographic,Picture,,Title Name,,Text,,,,,,8,0,1,In All Contexts,,1.0,,,,,,,,,,,,D14A,Title Name
5820,UN01010562,BBIE,Photographic_ Picture. Type. Text,"The type, expressed as text, of this photographic picture.",,Photographic,Picture,,Type,,Text,,,,,,9,0,1,In All Contexts,,1.0,,,,,,,,,,,,D14A,Type Text
5821,UN01005192,ABIE,Physical_ Characteristic. Details,A prominent physical attribute or aspect.,,Physical,Characteristic,,,,,,,,,,,,,In All Contexts,,1.0,,,,,,,,,,,,D09A,Physical Characteristic
5822,UN01005193,BBIE,Physical_ Characteristic. Type. Code,"A code specifying a type of physical characteristic, such as powdery, sludge-like or liquid.",,Physical,Characteristic,,Type,,Code,,,,,,1,0,unbounded,In All Contexts,,1.0,,,,,,,,,,,,D09A,Type Code
5823,UN01005194,BBIE,Physical_ Characteristic. Description. Text,The textual description of this physical characteristic.,,Physical,Characteristic,,Description,,Text,,,,,,2,0,1,In All Contexts,,1.0,,,,,,,,(7036),,,,D09A,Description
5824,UN01005112,ABIE,Picture. Details,"A painting, drawing, or photograph represented as a digital image for electronic sharing.",,,Picture,,,,,,,,,,,,,In All Contexts,,1.0,,,,,,,,,,,,D09A,Picture
5825,UN01005113,BBIE,Picture. Area Included. Text,"The area or location, expressed as text, that is included in this picture.",,,Picture,,Area Included,,Text,,,,,,1,0,1,In All Contexts,,1.0,,,,,,,,,,,,D09A,Area Included Text
5826,UN01005114,BBIE,Picture. Copyright Owner Name. Text,"The name of the copyright owner, expressed as text, for this picture.",,,Picture,,Copyright Owner Name,,Text,,,,,,2,0,1,In All Contexts,,1.0,,,,,,,,,,,,D09A,Copyright Owner Name
5827,UN01005115,BBIE,Picture. Description. Text,The textual description of this picture.,,,Picture,,Description,,Text,,,,,,3,0,1,In All Contexts,,1.0,,,,,,,,,,,,D09A,Description
5828,UN01005116,BBIE,Picture. Digital Image. Binary Object,Binary object data that is the actual digital image for this picture.,,,Picture,,Digital Image,,Binary Object,,,,,,4,0,1,In All Contexts,,1.0,,,,,,,,,,,,D09A,Digital Image
5829,UN01005117,BBIE,Picture. Identification. Identifier,A unique identifier for this picture.,,,Picture,,Identification,,Identifier,,,,,,5,0,unbounded,In All Contexts,,1.0,,,,,,,,,,,,D09A,ID
5830,UN01005118,BBIE,Picture. Subject. Text,"The subject, expressed as text, of this picture.",,,Picture,,Subject,,Text,,,,,,6,0,1,In All Contexts,,1.0,,,,,,,,,,,,D09A,Subject Text
5831,UN01005119,BBIE,Picture. Taken. Date Time,"The date, time, date time, or other date value of when this picture was created.",,,Picture,,Taken,,Date Time,,,,,,7,0,1,In All Contexts,,1.0,,,,,,,,,,,,D09A,Taken Date Time
5832,UN01005120,BBIE,Picture. Title Name. Text,"The name, expressed as text, of the title for this picture.",,,Picture,,Title Name,,Text,,,,,,8,0,1,In All Contexts,,1.0,,,,,,,,,,,,D09A,Title Name
5833,UN01005121,BBIE,Picture. Type. Text,"The type, expressed as text, of this picture, such as a painting, drawing, or photograph.",,,Picture,,Type,,Text,,,,,,9,0,1,In All Contexts,,1.0,,,,,,,,,,,,D09A,Type Text
5834,UN01002783,ABIE,Plot_ Agricultural Process. Details,"A practice of cultivating land, raising crops, and feeding, breeding and raising livestock, that is applied to a plot.",,Plot,Agricultural Process,,,,,,,,,,,,,Crop Data Sheet,,1.0,,,,,,,,,,,,D08A,Plot Agricultural Process
5835,UN01002784,BBIE,Plot_ Agricultural Process. Type. Code,The code specifying the type of plot agricultural process.,,Plot,Agricultural Process,,Type,,Code,,,,,,1,0,1,Crop Data Sheet,,1.0,,,,,,,,,,,,D08A,Type Code
5836,UN01002785,BBIE,Plot_ Agricultural Process. Subordinate_ Type. Code,The code specifying the subordinate type for this plot agricultural process.,,Plot,Agricultural Process,Subordinate,Type,,Code,,,,,,2,0,1,Crop Data Sheet,,1.0,,,,,,,,,,,,D08A,Subordinate Type Code
5837,UN01002786,BBIE,Plot_ Agricultural Process. Description. Text,The textual description of this plot agricultural process.,,Plot,Agricultural Process,,Description,,Text,,,,,,3,0,1,Crop Data Sheet,,1.0,,,,,,,,,,,,D08A,Description
5838,UN01002787,ASBIE,Plot_ Agricultural Process. Occurrence. Delimited_ Period,A delimited period within which this plot agricultural process occurs.,,Plot,Agricultural Process,,Occurrence,,,,Delimited,Period,,,1,0,unbounded,Crop Data Sheet,,1.0,,,,,,,,,,,,D08A,Occurrence Period
5839,UN01002788,ASBIE,Plot_ Agricultural Process. Performed. Agricultural Process_ Work Item,An agricultural process work item performed within this plot agricultural process.,,Plot,Agricultural Process,,Performed,,,,Agricultural Process,Work Item,,,2,0,unbounded,Crop Data Sheet,,1.0,,,,,,,,,,,,D08A,Performed Work Item
5840,UN01002789,ASBIE,Plot_ Agricultural Process. Specified. Agricultural Process_ Reason,An agricultural process reason specified for this plot agricultural process.,,Plot,Agricultural Process,,Specified,,,,Agricultural Process,Reason,,,3,0,unbounded,Crop Data Sheet,,1.0,,,,,,,,,,,,D08A,Specified Reason
5841,UN01002790,ASBIE,Plot_ Agricultural Process. Internal_ Operator. Crop Data Sheet_ Party,The crop data sheet party that is the internal operator for this plot agricultural process.,,Plot,Agricultural Process,Internal,Operator,,,,Crop Data Sheet,Party,,,4,0,1,Crop Data Sheet,,1.0,,,,,,,,,,,,D08A,Internal Crop Data Sheet Operator Party
5842,UN01002791,ASBIE,Plot_ Agricultural Process. External_ Operator. Crop Data Sheet_ Party,The crop data sheet party that is the external operator for this plot agricultural process.,,Plot,Agricultural Process,External,Operator,,,,Crop Data Sheet,Party,,,5,0,1,Crop Data Sheet,,1.0,,,,,,,,,,,,D08A,External Crop Data Sheet Operator Party
5843,UN01002792,ASBIE,Plot_ Agricultural Process. Used. Specified_ Agricultural Device,A specified agricultural device used in this plot agricultural process.,,Plot,Agricultural Process,,Used,,,,Specified,Agricultural Device,,,6,0,unbounded,Crop Data Sheet,,1.0,,,,,,,,,,,,D08A,Used Agricultural Device
5844,UN01002793,ASBIE,Plot_ Agricultural Process. Occurrence. Agricultural_ Area,An agricultural area within which this plot agricultural process occurs.,,Plot,Agricultural Process,,Occurrence,,,,Agricultural,Area,,,7,0,unbounded,Crop Data Sheet,,1.0,,,,,,,,,,,,D08A,Occurrence Area
5845,UN01002794,ASBIE,Plot_ Agricultural Process. Used. Agricultural Process_ Crop Input,An agricultural process crop input used in this plot agricultural process.,,Plot,Agricultural Process,,Used,,,,Agricultural Process,Crop Input,,,8,0,unbounded,Crop Data Sheet,,1.0,,,,,,,,,,,,D08A,Used Crop Input
5846,UN01002795,ASBIE,Plot_ Agricultural Process. Harvested. Agricultural_ Produce,Agricultural produce harvested in this plot agricultural process.,,Plot,Agricultural Process,,Harvested,,,,Agricultural,Produce,,,9,0,unbounded,Crop Data Sheet,,1.0,,,,,,,,,,,,D08A,Harvested Produce
