change,unid,acronym,DEN,Definition,Working_comments_and_instructions,Publication_comments,Object_Class_Term_Qualifier(s),Object_Class_Term,Property_Term_Qualifier(s),Property_Term,Datatype_Qualifier(s),Representation_Term,Qualified_Data_Type_UID,Associated_Object_Class_Term_Qualifier(s),Associated_Object_Class,Business_Term(s),Usage_Rule(s),Sequence_Number,Occurrence_Min,Occurrence_Max,Business_Process_Value,Business_Process_Meaning,Business_Process_Class.Schema,Product_Value,Product_Meaning,Product_Class.Schema,Industory_Value,Industory_Meaning,Industory_Class.Schema,Region_(Geo)_Value,Region_(Geo)_Meaning,Region_(Geo)_Class.Schema,Official_Constraints_Value,Official_Constraints_Meaning,Official_Constraints_Class.Schema,Role_Value,Role_Meaning,Role_Class.Schema,Supporting_Role_Value,Supporting_Role_Meaning,Supporting_Role_Class.Schema,System_Constraints_Value,System_Constraints_Meaning,System_Constraints_Class.Schema,"Facets To_restrict_the_set_of_values_of_Content_Component_or_Supplementary_Components",au,av,aw,ax,ay,az,ba,bb,bc,bd,be,bf,bg,bh,Example(s),BIE/CC/DT_Version,Ref_Library_Version,Submitter_Name,Ref_Component_UN_ID,Ref_CR_ID,Unique_submitter_ID,CR_Status_Date,CR_Status,Library_Maintenance_Comment,TDED,Submitted_Definition,Submitter_Comment,Submitted_DEN,Submission_Row_Number,Unique_CC/BIE_ID,CR_Storage_Date,Publication_Refs_--_Source,Persistent_Flag,cb,cc,Short_Name,ce
,UN03000197,BBIE,PSCPM_ Acknowledgement_ Document. Report_ Receipt. Date Time,"The date, time, date time or other date time value of the receipt of the report being acknowledged by this PSCPM acknowledgment document.",,,PSCPM_ Acknowledgement,Document,Report,Receipt,,Date Time,,,,,,7,0,1,Project Management,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D08B,,,,Report Receipt Date Time,
,UN03000198,BBIE,PSCPM_ Acknowledgement_ Document. Control Requirement. Indicator,The indication of whether or not this PSCPM acknowledgement document has a control requirement.,,,PSCPM_ Acknowledgement,Document,,Control Requirement,,Indicator,,,,,,8,0,1,Project Management,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D08B,,,,Control Requirement Indicator,
,UN03000199,BBIE,PSCPM_ Acknowledgement_ Document. Creation. Date Time,The date or date time value of the creation of this PSCPM acknowledgement document.,,,PSCPM_ Acknowledgement,Document,,Creation,,Date Time,,,,,,9,0,1,Project Management,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D08B,,,,Creation Date Time,
,UN03000200,BBIE,PSCPM_ Acknowledgement_ Document. Status. Code,A code specifying a status for this PSCPM acknowledgement document.,,,PSCPM_ Acknowledgement,Document,,Status,Status,Code,UN02000047,,,,,10,0,unbounded,Project Management,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-4405,,,,,,,D08B,,,,Status Code,
,UN03000201,BBIE,PSCPM_ Acknowledgement_ Document. Acknowledgement_ Status. Code,A code specifying an acknowledgment status for this PSCPM acknowledgement document.,,,PSCPM_ Acknowledgement,Document,Acknowledgement,Status,Acknowledgement,Code,UN02000020,,,,,11,0,unbounded,Project Management,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-1225,,,,,,,D08B,,,,Acknowledgement Status Code,
,UN03000202,BBIE,PSCPM_ Acknowledgement_ Document. Item Identification. Identifier,The unique identifier of an item in this PSCPM acknowledgement document.,,,PSCPM_ Acknowledgement,Document,,Item Identification,,Identifier,,,,,,12,0,1,Project Management,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-1052,,,,,,,D08B,,,,Item ID,
,UN03000203,BBIE,PSCPM_ Acknowledgement_ Document. Reason_ Information. Text,"Reason information, expressed as text, for this PSCPM acknowledgement document.",,,PSCPM_ Acknowledgement,Document,Reason,Information,,Text,,,,,,13,0,unbounded,Project Management,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,Container leakage; Consignment condemned.,1,,,,,,,,,-9013,,,,,,,D08B,,,,Reason Information Text,
,UN01000111,ABIE,Qualification Application_ Document. Details,A qualification application document that provides information or evidence for the application receiver.,,,Qualification Application,Document,,,,,,,,Qualification Application,,,,,Partner Identification,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D06B,,,,Qualification Application Document,
,UN01000112,BBIE,Qualification Application_ Document. Identification. Identifier,The unique identifier of this qualification application document.,,,Qualification Application,Document,,Identification,,Identifier,,,,,,1,0,1,Partner Identification,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-1004,,,,,,,D06B,,,,ID,
,UN01000113,BBIE,Qualification Application_ Document. Name. Text,"The name, expressed as text, for this qualification application document.",,,Qualification Application,Document,,Name,,Text,,,,Document Name,,2,0,1,Partner Identification,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-1000,,,,,,,D06B,,,,Name,
,UN01000114,BBIE,Qualification Application_ Document. Submission. Date Time,"The date, time, date time or other date time value for the submission for this qualification application document.",,,Qualification Application,Document,,Submission,,Date Time,,,,Submission Date and Time,,3,0,1,Partner Identification,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D06B,,,,Submission Date Time,
,UN01000115,BBIE,Qualification Application_ Document. Attachment. Binary Object,"Binary object data, such as attached files, for qualification application document.",,,Qualification Application,Document,,Attachment,,Binary Object,,,,,,4,0,unbounded,Partner Identification,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D06B,,,,Binary Object Attachment,
,UN01000116,ABIE,Qualification Result Notice_ Document. Details,A qualification result notice document that provides information or evidence for the examination applicant.,,,Qualification Result Notice,Document,,,,,,,,Qualification Result Notice,,,,,Partner Identification,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D06B,,,,Qualification Result Notice Document,
,UN01000117,BBIE,Qualification Result Notice_ Document. Identification. Identifier,The unique identifier of this qualification result notice document.,,,Qualification Result Notice,Document,,Identification,,Identifier,,,,Notification Number,,1,0,1,Partner Identification,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-1004,,,,,,,D06B,,,,ID,
,UN01000118,BBIE,Qualification Result Notice_ Document. Name. Text,"The name, expressed as text, for this qualification result notice document.",,,Qualification Result Notice,Document,,Name,,Text,,,,Document Name,,2,0,1,Partner Identification,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-1000,,,,,,,D06B,,,,Name,
,UN01000335,ABIE,Qualified_ Staff. Details,Qualified persons employed in a business.,,,Qualified,Staff,,,,,,,,,,,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D06B,,,,Qualified Staff,
,UN01000336,BBIE,Qualified_ Staff. Total. Quantity,The quantity of the total number of qualified staff.,,,Qualified,Staff,,Total,,Quantity,,,,,,1,1,1,In All Contexts,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D06B,,,,Total Quantity,
,UN01000337,BBIE,Qualified_ Staff. Grade. Code,The code specifying the grade categorization for these qualified staff.,,,Qualified,Staff,,Grade,,Code,,,,,,2,0,1,In All Contexts,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D06B,,,,Grade Code,
,UN01000338,BBIE,Qualified_ Staff. Licence Level One_ Classification. Code,"The code specifying the first level of licence classification for these qualified staff, such as Qualified Engineer, Management Engineer.",,,Qualified,Staff,Licence Level One,Classification,,Code,,,,,,3,0,1,In All Contexts,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D06B,,,,Licence Level One Classification Code,
,UN01000339,BBIE,Qualified_ Staff. Licence Level Two_ Classification. Code,"The code specifying the second level of licence classification for these qualified staff, such as Qualified Civil Engineer, Civil Engineering Works Management Engineer.",,,Qualified,Staff,Licence Level Two,Classification,,Code,,,,,,4,0,1,In All Contexts,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D06B,,,,Licence Level Two Classification Code,
,UN01000340,BBIE,Qualified_ Staff. Licence Level Three_ Classification. Code,"The code specifying the third level of licence classification for these qualified staff, such as Steel Building Painting Engineer.",,,Qualified,Staff,Licence Level Three,Classification,,Code,,,,,,5,0,1,In All Contexts,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D06B,,,,Licence Level Three Classification Code,
,UN01006386,ABIE,Query_ Identity. Details,Information which uniquely identifies a query.,,,Query,Identity,,,,,,,,,,,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D09B.1,,,,Query Identity,
,UN01006387,BBIE,Query_ Identity. Identification. Identifier,The unique identifier for this query identity.,,,Query,Identity,,Identification,,Identifier,,,,,,1,1,1,In All Contexts,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D09B.1,,,,ID,
,UN01006489,ABIE,Query_ Response. Details,"A reply, answer, or additional message that is in response to a question or query.",,,Query,Response,,,,,,,,,,,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,D09B.1,,,,Query Response,
,UN01006490,BBIE,Query_ Response. Identification. Identifier,A unique identifier for a response to this query.,,,Query,Response,,Identification,,Identifier,,,,,,1,0,unbounded,In All Contexts,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-4345,,,,,,,D09B.1,,,,ID,
,UN01006491,BBIE,Query_ Response. Content. Text,"Content, expressed as text, of a response to this query.",,,Query,Response,,Content,,Text,,,,,,2,0,unbounded,In All Contexts,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-4344,,,,,,,D09B.1,,,,Content Text,
,UN01006492,BBIE,Query_ Response. Type. Code,A code specifying a type of response to this query.,,,Query,Response,,Type,,Code,,,,,,3,0,unbounded,In All Contexts,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-4343,,,,,,,D09B.1,,,,Type Code,
,UN01010012,BBIE,Query_ Response. Actual. Date Time,"The actual date, time, date time, or other date time value for this query response.",,,Query,Response,,Actual,Formatted,Date Time,UN02000153,,,,,4,0,1,In All Contexts,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-2379,,,,,,,D12B,,,,Actual Date Time,
,UN01010013,BBIE,Query_ Response. Status. Code,The code specifying the status of this query response.,,,Query,Response,,Status,,Code,,,,,,5,0,1,In All Contexts,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D12B,,,,Status Code,
,UN01010014,BBIE,Query_ Response. Responding Person Name. Text,"The name, expressed as text, of the responding person for this query response.",,,Query,Response,,Responding Person Name,,Text,,,,,,6,0,1,In All Contexts,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D12B,,,,Responding Person Name,
,UN01006493,ASBIE,Query_ Response. Respondent. CI_ Trade_ Party,The Cross Industry (CI) trade party who is the respondent to this query.,,,Query,Response,,Respondent,,,,CI_ Trade,Party,,,1,0,1,In All Contexts,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D09B.1,,,,Respondent,
,UN01006494,ABIE,Questionnaire_ Section. Details,A section of a questionnaire.,,,Questionnaire,Section,,,,,,,,,,,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D09B.1,,,,Questionnaire Section,
,UN01006495,BBIE,Questionnaire_ Section. Identification. Identifier,A unique identifier for this questionnaire section.,,,Questionnaire,Section,,Identification,,Identifier,,,,,,1,0,unbounded,In All Contexts,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D09B.1,,,,ID,
,UN01006496,BBIE,Questionnaire_ Section. Description. Text,A textual description of this questionnaire section.,,,Questionnaire,Section,,Description,,Text,,,,,,2,0,unbounded,In All Contexts,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D09B.1,,,,Description,
,UN01006497,ASBIE,Questionnaire_ Section. Specified. Subject_ Classification,A subject classification specified for this questionnaire section.,,,Questionnaire,Section,,Specified,,,,Subject,Classification,,,1,0,unbounded,In All Contexts,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D09B.1,,,,Subject Classification,
,UN01006499,ASBIE,Questionnaire_ Section. Briefing_ Referenced. CI_ Referenced_ Document,The briefing document referenced from this questionnaire section.,,,Questionnaire,Section,Briefing,Referenced,,,,CI_ Referenced,Document,,,2,0,1,In All Contexts,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D09B.1,,,,Briefing Document,
,UN01010439,ABIE,RASFF Distribution_ Party. Details,"An organization that distributes goods, related to the Rapid Alert System for Food and Feed (RASFF).",,,RASFF Distribution,Party,,,,,,,,,,,,,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D13B,,,,RASFF Distribution Party,
,UN01010440,BBIE,RASFF Distribution_ Party. Identification. Identifier,The identifier of this RASFF distribution party.,,,RASFF Distribution,Party,,Identification,,Identifier,,,,,,1,0,1,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-3039,,,,,,,D13B,,,,ID,
,UN01010441,BBIE,RASFF Distribution_ Party. Type. Code,The code specifying the type of RASFF distribution party.,,,RASFF Distribution,Party,,Type,,Code,,,,,,2,0,1,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D13B,,,,Type Code,
,UN01010442,BBIE,RASFF Distribution_ Party. Name. Text,"The name, expressed as text, for this RASFF distribution party.",,,RASFF Distribution,Party,,Name,,Text,,,,,,3,0,1,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-3036,,,,,,,D13B,,,,Name,
,UN01010443,BBIE,RASFF Distribution_ Party. Description. Text,A textual description of this RASFF distribution party.,,,RASFF Distribution,Party,,Description,,Text,,,,,,4,0,unbounded,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D13B,,,,Description,
,UN01010444,BBIE,RASFF Distribution_ Party. Approval_ Identification. Identifier,The approval identifier of this RASFF distribution party.,,,RASFF Distribution,Party,Approval,Identification,,Identifier,,,,,,5,0,1,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-3039,,,,,,,D13B,,,,Approval ID,
,UN01010445,ASBIE,RASFF Distribution_ Party. Specified. Structured_ Address,The structured address specified for this RASFF distribution party.,,,RASFF Distribution,Party,,Specified,,,,Structured,Address,,,1,0,1,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D13B,,,,Structured Address,
,UN01010446,ASBIE,RASFF Distribution_ Party. Specified. RASFF_ Business Profile,The business profile specified for this RASFF distribution party.,,,RASFF Distribution,Party,,Specified,,,,RASFF,Business Profile,,,2,1,1,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D13B,,,,Business Profile,
,UN01010371,ABIE,RASFF Exchanged_ Document. Details,"A collection of data for a piece of written, printed or electronic matter that is exchanged between two or more parties related to the Rapid Alert System for Food and Feed (RASFF).",,,RASFF Exchanged,Document,,,,,,,,,,,,,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D13B,,,,RASFF Exchanged Document,
,UN01010372,BBIE,RASFF Exchanged_ Document. Identification. Identifier,The identifier of this RASFF exchanged document.,,,RASFF Exchanged,Document,,Identification,,Identifier,,,,,,1,0,1,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-1004,,,,,,,D13B,,,,ID,
,UN01010373,BBIE,RASFF Exchanged_ Document. Type. Code,"The code specifying the type of RASFF exchanged document, such as member state create or member state submit.",,,RASFF Exchanged,Document,,Type,,Code,,,,,,2,0,1,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-1001,,,,,,,D13B,,,,Type Code,
,UN01010374,BBIE,RASFF Exchanged_ Document. Status. Code,The code specifying the status of this RASFF exchanged document.,,,RASFF Exchanged,Document,,Status,,Code,,,,,,3,0,1,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-1373,,,,,,,D13B,,,,Status Code,
,UN01010375,BBIE,RASFF Exchanged_ Document. Issue. Date Time,"The date, time, date time or other date time value for the issuance of this RASFF exchanged document.",,,RASFF Exchanged,Document,,Issue,,Date Time,,,,,,4,1,1,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-2007,,,,,,,D13B,,,,Issue Date Time,
,UN01010376,ASBIE,RASFF Exchanged_ Document. Sender. RASFF_ Party,The party that sends this RASFF exchanged document.,,,RASFF Exchanged,Document,,Sender,,,,RASFF,Party,,,1,1,1,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D13B,,,,Sender,
,UN01010328,ABIE,RASFF Specific_ Product. Details,A specific product subject to a Rapid Alert System for Food and Feed (RASFF) notification.,,,RASFF Specific,Product,,,,,,,,,,,,,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D13B,,,,RASFF Specific Product,
,UN01010329,BBIE,RASFF Specific_ Product. Identification. Identifier,The identifier of this specific RASFF product.,,,RASFF Specific,Product,,Identification,,Identifier,,,,,,1,1,1,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-7135,,,,,,,D13B,,,,ID,
,UN01010330,BBIE,RASFF Specific_ Product. Barcode_ Identification. Identifier,The barcode identifier of this specific RASFF product.,,,RASFF Specific,Product,Barcode,Identification,,Identifier,,,,,,2,0,1,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-7135,,,,,,,D13B,,,,Barcode ID,
,UN01010331,BBIE,RASFF Specific_ Product. Label_ Identification. Identifier,The label identifier of this specific RASFF product.,,,RASFF Specific,Product,Label,Identification,,Identifier,,,,,,3,0,1,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-7135,,,,,,,D13B,,,,Label ID,
,UN01010332,BBIE,RASFF Specific_ Product. Category_ Type. Code,"The code specifying the type (category) of this specific RASFF product, such as alcoholic drink or sauce.",,,RASFF Specific,Product,Category,Type,,Code,,,,Product Category,,4,1,1,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D13B,,,,Category Type Code,
,UN01010333,BBIE,RASFF Specific_ Product. Trade_ Name. Text,"The trade name, expressed as a text, of this specific RASFF product.",,,RASFF Specific,Product,Trade,Name,,Text,,,,,,5,0,1,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-7134,,,,,,,D13B,,,,Trade Name,
,UN01010334,BBIE,RASFF Specific_ Product. Label_ Name. Text,"The name on label, expressed as a text, of this specific RASFF product.",,,RASFF Specific,Product,Label,Name,,Text,,,,Name On Label,,6,0,1,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-7134,,,,,,,D13B,,,,Label Name,
,UN01010335,BBIE,RASFF Specific_ Product. Description. Text,A textual description of this specific RASFF product.,,,RASFF Specific,Product,,Description,,Text,,,,Aspect,,7,0,unbounded,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D13B,,,,Description,
,UN01010336,BBIE,RASFF Specific_ Product. Temperature. Code,"The code specifying the temperature of this specific RASFF product, such as frozen or ambient.",,,RASFF Specific,Product,,Temperature,,Code,,,,,,8,0,1,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D13B,,,,Temperature Code,
,UN01010337,BBIE,RASFF Specific_ Product. Distribution_ Status. Code,The code specifying the distribution status of this specific RASFF product.,,,RASFF Specific,Product,Distribution,Status,,Code,,,,,,9,1,1,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D13B,,,,Distribution Status Code,
,UN01010338,BBIE,RASFF Specific_ Product. Property. Code,"The code specifying the property of this specific RASFF product, such as ingredient or processed product.",,,RASFF Specific,Product,,Property,,Code,,,,,,10,1,1,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D13B,,,,Property Code,
,UN01010339,ASBIE,RASFF Specific_ Product. Specified. RASFF_ Consignment,A consignment specified for this specific RASFF product.,,,RASFF Specific,Product,,Specified,,,,RASFF,Consignment,,,1,0,unbounded,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D13B,,,,Consignment,
,UN01010340,ASBIE,RASFF Specific_ Product. Applied. RASFF_ Regulatory Control,The regulatory control applicable to this specific RASFF product.,,,RASFF Specific,Product,,Applied,,,,RASFF,Regulatory Control,,,2,0,1,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D13B,,,,Applied Regulatory Control,
